date,주가검색
2020-03-20,57.53424
2020-03-21,27.39726
2020-03-22,28.76712
2020-03-23,56.16438
2020-03-24,54.79452
2020-03-25,31.50684
2020-03-26,57.53424
2020-03-27,41.09589
2020-03-28,30.13698
2020-03-29,34.24657
2020-03-30,34.24657
2020-03-31,41.09589
2020-04-01,46.57534
2020-04-02,21.9178
2020-04-03,24.65753
2020-04-04,24.65753
2020-04-05,31.50684
2020-04-06,31.50684
2020-04-07,36.9863
2020-04-08,31.50684
2020-04-09,20.54794
2020-04-10,34.24657
2020-04-11,9.58904
2020-04-13,23.28767
2020-04-14,28.76712
2020-04-16,13.69863
2020-04-17,17.80821
2020-04-18,13.69863
2020-04-19,8.21917
2020-04-20,10.9589
2020-04-21,19.17808
2020-04-22,36.9863
2020-04-23,27.39726
2020-04-24,23.28767
2020-04-25,9.58904
2020-04-26,8.21917
2020-04-27,26.02739
2020-04-28,23.28767
2020-04-29,16.43835
2020-04-30,21.9178
2020-05-02,6.84931
2020-05-03,6.84931
2020-05-05,6.84931
2020-05-06,20.54794
2020-05-07,12.32876
2020-05-08,9.58904
2020-05-10,9.58904
2020-05-11,9.58904
2020-05-12,19.17808
2020-05-13,8.21917
2020-05-14,6.84931
2020-05-16,6.84931
2020-05-17,6.84931
2020-05-18,23.28767
2020-05-19,8.21917
2020-05-20,20.54794
2020-05-21,9.58904
2020-05-22,20.54794
2020-05-23,8.21917
2020-05-24,13.69863
2020-05-25,26.02739
2020-05-26,23.28767
2020-05-28,16.43835
2020-05-29,6.84931
2020-06-01,15.06849
2020-06-02,15.06849
2020-06-03,17.80821
2020-06-04,15.06849
2020-06-05,23.28767
2020-06-06,8.21917
2020-06-07,9.58904
2020-06-08,19.17808
2020-06-09,23.28767
2020-06-10,10.9589
2020-06-11,20.54794
2020-06-12,24.65753
2020-06-14,6.84931
2020-06-15,23.28767
2020-06-16,16.43835
2020-06-17,10.9589
2020-06-18,12.32876
2020-06-19,9.58904
2020-06-22,6.84931
2020-06-23,20.54794
2020-06-24,17.80821
2020-06-25,34.24657
2020-06-26,26.02739
2020-06-28,9.58904
2020-06-29,20.54794
2020-06-30,9.58904
2020-07-02,16.43835
2020-07-03,19.17808
2020-07-06,16.43835
2020-07-07,20.54794
2020-07-08,8.21917
2020-07-10,13.69863
2020-07-12,8.21917
2020-07-13,16.43835
2020-07-14,15.06849
2020-07-15,23.28767
2020-07-16,28.76712
2020-07-17,26.02739
2020-07-20,8.21917
2020-07-21,24.65753
2020-07-22,20.54794
2020-07-23,24.65753
2020-07-24,21.9178
2020-07-25,8.21917
2020-07-26,13.69863
2020-07-27,19.17808
2020-07-28,30.13698
2020-07-29,31.50684
2020-07-30,21.9178
2020-07-31,15.06849
2020-08-01,10.9589
2020-08-02,8.21917
2020-08-03,19.17808
2020-08-04,13.69863
2020-08-05,24.65753
2020-08-06,12.32876
2020-08-07,35.61643
2020-08-08,16.43835
2020-08-09,9.58904
2020-08-10,19.17808
2020-08-11,17.80821
2020-08-12,34.24657
2020-08-13,30.13698
2020-08-14,23.28767
2020-08-15,6.84931
2020-08-17,12.32876
2020-08-18,24.65753
2020-08-19,19.17808
2020-08-20,17.80821
2020-08-21,10.9589
2020-08-24,20.54794
2020-08-25,10.9589
2020-08-26,23.28767
2020-08-27,27.39726
2020-08-28,26.02739
2020-08-30,8.21917
2020-08-31,15.06849
2020-09-01,28.76712
2020-09-02,28.76712
2020-09-03,31.50684
2020-09-04,20.54794
2020-09-05,23.28767
2020-09-06,21.9178
2020-09-07,10.9589
2020-09-08,24.65753
2020-09-09,41.09589
2020-09-10,41.09589
2020-09-11,20.54794
2020-09-12,15.06849
2020-09-13,16.43835
2020-09-14,38.35616
2020-09-15,20.54794
2020-09-16,26.02739
2020-09-17,28.76712
2020-09-18,26.02739
2020-09-19,10.9589
2020-09-20,16.43835
2020-09-21,8.21917
2020-09-22,28.76712
2020-09-23,15.06849
2020-09-24,24.65753
2020-09-25,21.9178
2020-09-28,17.80821
2020-09-29,6.84931
2020-09-30,6.84931
2020-10-03,8.21917
2020-10-05,23.28767
2020-10-06,23.28767
2020-10-07,23.28767
2020-10-08,23.28767
2020-10-09,8.21917
2020-10-10,6.84931
2020-10-12,21.9178
2020-10-13,19.17808
2020-10-14,23.28767
2020-10-15,17.80821
2020-10-16,27.39726
2020-10-17,9.58904
2020-10-18,17.80821
2020-10-19,43.83561
2020-10-20,24.65753
2020-10-21,31.50684
2020-10-22,8.21917
2020-10-23,24.65753
2020-10-24,6.84931
2020-10-25,20.54794
2020-10-27,10.9589
2020-10-28,16.43835
2020-10-29,20.54794
2020-10-30,6.84931
2020-11-02,19.17808
2020-11-03,9.58904
2020-11-04,19.17808
2020-11-05,9.58904
2020-11-06,13.69863
2020-11-09,13.69863
2020-11-10,23.28767
2020-11-11,20.54794
2020-11-12,20.54794
2020-11-13,13.69863
2020-11-14,6.84931
2020-11-16,15.06849
2020-11-17,9.58904
2020-11-18,9.58904
2020-11-19,27.39726
2020-11-20,19.17808
2020-11-23,19.17808
2020-11-24,24.65753
2020-11-25,10.9589
2020-11-26,24.65753
2020-11-27,17.80821
2020-11-28,8.21917
2020-11-29,13.69863
2020-12-01,21.9178
2020-12-02,9.58904
2020-12-03,26.02739
2020-12-04,12.32876
2020-12-05,10.9589
2020-12-06,9.58904
2020-12-07,31.50684
2020-12-08,24.65753
2020-12-09,24.65753
2020-12-10,27.39726
2020-12-11,34.24657
2020-12-12,6.84931
2020-12-13,20.54794
2020-12-14,19.17808
2020-12-15,16.43835
2020-12-16,30.13698
2020-12-17,27.39726
2020-12-18,31.50684
2020-12-19,16.43835
2020-12-20,26.02739
2020-12-21,32.87671
2020-12-22,34.24657
2020-12-23,21.9178
2020-12-24,19.17808
2020-12-25,9.58904
2020-12-26,6.84931
2020-12-27,24.65753
2020-12-28,24.65753
2020-12-29,12.32876
2020-12-30,21.9178
2020-12-31,26.02739
2021-01-01,9.58904
2021-01-02,13.69863
2021-01-03,24.65753
2021-01-04,50.68493
2021-01-05,43.83561
2021-01-06,24.65753
2021-01-07,26.02739
2021-01-08,52.05479
2021-01-09,17.80821
2021-01-10,13.69863
2021-01-11,58.9041
2021-01-12,46.57534
2021-01-13,52.05479
2021-01-14,46.57534
2021-01-15,39.72602
2021-01-16,19.17808
2021-01-17,10.9589
2021-01-18,31.50684
2021-01-19,39.72602
2021-01-20,52.05479
2021-01-21,54.79452
2021-01-22,53.42465
2021-01-23,16.43835
2021-01-24,20.54794
2021-01-25,60.27397
2021-01-26,53.42465
2021-01-27,19.17808
2021-01-28,39.72602
2021-01-29,27.39726
2021-01-30,20.54794
2021-01-31,15.06849
2021-02-01,16.43835
2021-02-02,10.9589
2021-02-03,32.87671
2021-02-04,32.87671
2021-02-05,42.46575
2021-02-06,12.32876
2021-02-07,36.9863
2021-02-08,35.61643
2021-02-09,34.24657
2021-02-10,38.35616
2021-02-11,9.58904
2021-02-12,8.21917
2021-02-13,30.13698
2021-02-14,9.58904
2021-02-15,54.79452
2021-02-16,41.09589
2021-02-17,73.9726
2021-02-18,67.12328
2021-02-19,46.57534
2021-02-20,30.13698
2021-02-21,34.24657
2021-02-22,53.42465
2021-02-23,42.46575
2021-02-24,46.57534
2021-02-25,80.82191
2021-02-26,46.57534
2021-02-27,26.02739
2021-02-28,16.43835
2021-03-01,10.9589
2021-03-02,24.65753
2021-03-03,36.9863
2021-03-04,26.02739
2021-03-05,23.28767
2021-03-06,15.06849
2021-03-07,17.80821
2021-03-08,31.50684
2021-03-09,45.20547
2021-03-10,36.9863
2021-03-11,49.31506
2021-03-12,31.50684
2021-03-13,12.32876
2021-03-15,21.9178
2021-03-16,19.17808
2021-03-17,41.09589
2021-03-18,17.80821
2021-03-19,30.13698
2021-03-20,12.32876
2021-03-21,9.58904
2021-03-22,42.46575
2021-03-23,20.54794
2021-03-24,32.87671
2021-03-25,9.58904
2021-03-29,9.58904
2021-03-30,20.54794
2021-03-31,17.80821
2021-04-01,17.80821
2021-04-02,27.39726
2021-04-03,19.17808
2021-04-04,6.84931
2021-04-05,13.69863
2021-04-06,24.65753
2021-04-07,27.39726
2021-04-08,19.17808
2021-04-09,10.9589
2021-04-10,13.69863
2021-04-12,27.39726
2021-04-13,19.17808
2021-04-14,32.87671
2021-04-15,28.76712
2021-04-16,28.76712
2021-04-17,10.9589
2021-04-18,10.9589
2021-04-19,24.65753
2021-04-20,24.65753
2021-04-21,38.35616
2021-04-22,31.50684
2021-04-23,13.69863
2021-04-24,6.84931
2021-04-25,9.58904
2021-04-26,16.43835
2021-04-28,34.24657
2021-04-29,10.9589
2021-04-30,6.84931
2021-05-01,10.9589
2021-05-03,19.17808
2021-05-04,19.17808
2021-05-06,10.9589
2021-05-07,8.21917
2021-05-08,6.84931
2021-05-09,12.32876
2021-05-10,8.21917
2021-05-11,42.46575
2021-05-12,36.9863
2021-05-13,8.21917
2021-05-14,8.21917
2021-05-16,6.84931
2021-05-18,16.43835
2021-05-19,10.9589
2021-05-20,12.32876
2021-05-21,6.84931
2021-05-25,17.80821
2021-05-26,6.84931
2021-05-27,9.58904
2021-05-28,15.06849
2021-05-29,6.84931
2021-05-30,8.21917
2021-06-01,13.69863
2021-06-02,19.17808
2021-06-03,12.32876
2021-06-04,17.80821
2021-06-05,6.84931
2021-06-07,8.21917
2021-06-08,19.17808
2021-06-09,10.9589
2021-06-10,9.58904
2021-06-11,9.58904
2021-06-14,12.32876
2021-06-15,8.21917
2021-06-16,8.21917
2021-06-17,15.06849
2021-06-18,6.84931
2021-06-19,6.84931
2021-06-20,6.84931
2021-06-21,12.32876
2021-06-22,12.32876
2021-06-23,34.24657
2021-06-24,8.21917
2021-06-25,10.9589
2021-06-26,10.9589
2021-06-28,34.24657
2021-06-29,17.80821
2021-07-02,15.06849
2021-07-05,19.17808
2021-07-06,12.32876
2021-07-07,26.02739
2021-07-09,9.58904
2021-07-10,6.84931
2021-07-12,19.17808
2021-07-13,30.13698
2021-07-14,10.9589
2021-07-15,39.72602
2021-07-16,24.65753
2021-07-19,19.17808
2021-07-20,10.9589
2021-07-21,31.50684
2021-07-22,38.35616
2021-07-23,36.9863
2021-07-26,31.50684
2021-07-27,53.42465
2021-07-28,61.64383
2021-07-29,39.72602
2021-07-30,12.32876
2021-08-01,6.84931
2021-08-02,24.65753
2021-08-03,47.9452
2021-08-04,15.06849
2021-08-05,24.65753
2021-08-06,45.20547
2021-08-09,17.80821
2021-08-10,43.83561
2021-08-11,57.53424
2021-08-12,53.42465
2021-08-13,24.65753
2021-08-16,8.21917
2021-08-17,61.64383
2021-08-18,39.72602
2021-08-19,32.87671
2021-08-20,39.72602
2021-08-22,6.84931
2021-08-23,10.9589
2021-08-24,21.9178
2021-08-25,27.39726
2021-08-26,42.46575
2021-08-27,38.35616
2021-08-30,30.13698
2021-08-31,52.05479
2021-09-01,28.76712
2021-09-02,39.72602
2021-09-03,39.72602
2021-09-04,6.84931
2021-09-06,32.87671
2021-09-07,47.9452
2021-09-08,36.9863
2021-09-09,54.79452
2021-09-10,31.50684
2021-09-11,6.84931
2021-09-13,21.9178
2021-09-14,30.13698
2021-09-15,27.39726
2021-09-16,56.16438
2021-09-17,31.50684
2021-09-22,8.21917
2021-09-23,38.35616
2021-09-24,12.32876
2021-09-27,26.02739
2021-09-28,75.34246
2021-09-29,53.42465
2021-09-30,32.87671
2021-10-01,68.49315
2021-10-04,6.84931
2021-10-05,46.57534
2021-10-06,35.61643
2021-10-07,20.54794
2021-10-08,8.21917
2021-10-12,28.76712
2021-10-13,13.69863
2021-10-14,30.13698
2021-10-15,24.65753
2021-10-16,8.21917
2021-10-18,15.06849
2021-10-19,8.21917
2021-10-20,32.87671
2021-10-21,27.39726
2021-10-22,17.80821
2021-10-25,17.80821
2021-10-26,31.50684
2021-10-27,15.06849
2021-10-28,46.57534
2021-10-29,28.76712
2021-10-30,8.21917
2021-10-31,8.21917
2021-11-01,20.54794
2021-11-02,32.87671
2021-11-03,36.9863
2021-11-04,20.54794
2021-11-05,21.9178
2021-11-06,6.84931
2021-11-08,17.80821
2021-11-09,24.65753
2021-11-10,27.39726
2021-11-11,20.54794
2021-11-12,19.17808
2021-11-15,28.76712
2021-11-16,30.13698
2021-11-17,23.28767
2021-11-18,10.9589
2021-11-19,15.06849
2021-11-22,12.32876
2021-11-23,16.43835
2021-11-24,15.06849
2021-11-25,16.43835
2021-11-26,30.13698
2021-11-29,12.32876
2021-11-30,13.69863
2021-12-01,13.69863
2021-12-02,10.9589
2021-12-03,10.9589
2021-12-05,8.21917
2021-12-06,26.02739
2021-12-07,13.69863
2021-12-08,12.32876
2021-12-09,10.9589
2021-12-10,12.32876
2021-12-11,6.84931
2021-12-12,10.9589
2021-12-13,13.69863
2021-12-14,15.06849
2021-12-15,10.9589
2021-12-16,16.43835
2021-12-17,15.06849
2021-12-18,8.21917
2021-12-20,13.69863
2021-12-21,19.17808
2021-12-22,10.9589
2021-12-23,13.69863
2021-12-27,12.32876
2021-12-28,15.06849
2021-12-29,49.31506
2021-12-30,43.83561
2021-12-31,9.58904
2022-01-03,12.32876
2022-01-04,21.9178
2022-01-05,23.28767
2022-01-06,16.43835
2022-01-07,12.32876
2022-01-08,6.84931
2022-01-10,12.32876
2022-01-11,6.84931
2022-01-12,21.9178
2022-01-13,23.28767
2022-01-14,17.80821
2022-01-15,6.84931
2022-01-17,27.39726
2022-01-18,28.76712
2022-01-19,21.9178
2022-01-20,20.54794
2022-01-21,27.39726
2022-01-22,9.58904
2022-01-24,20.54794
2022-01-25,23.28767
2022-01-26,17.80821
2022-01-27,46.57534
2022-01-28,12.32876
2022-02-03,6.84931
2022-02-04,17.80821
2022-02-06,6.84931
2022-02-08,9.58904
2022-02-09,13.69863
2022-02-10,19.17808
2022-02-11,12.32876
2022-02-14,15.06849
2022-02-17,15.06849
2022-02-21,13.69863
2022-02-22,17.80821
2022-02-23,13.69863
2022-02-24,36.9863
2022-02-25,6.84931
2022-02-27,6.84931
2022-02-28,10.9589
2022-03-01,8.21917
2022-03-02,32.87671
2022-03-03,15.06849
2022-03-07,12.32876
2022-03-08,6.84931
2022-03-10,8.21917
2022-03-11,24.65753
2022-03-13,6.84931
2022-03-14,9.58904
2022-03-15,9.58904
2022-03-16,20.54794
2022-03-18,13.69863
2022-03-21,15.06849
2022-03-22,17.80821
2022-03-24,16.43835
2022-03-25,13.69863
2022-03-28,15.06849
2022-03-29,9.58904
2022-03-30,12.32876
2022-04-01,12.32876
2022-04-05,6.84931
2022-04-06,8.21917
2022-04-10,8.21917
2022-04-12,6.84931
2022-04-13,8.21917
2022-04-14,6.84931
2022-04-15,6.84931
2022-04-19,17.80821
2022-04-20,31.50684
2022-04-21,21.9178
2022-04-22,24.65753
2022-04-24,9.58904
2022-04-25,15.06849
2022-04-26,20.54794
2022-04-27,20.54794
2022-04-28,19.17808
2022-04-29,6.84931
2022-05-02,12.32876
2022-05-03,24.65753
2022-05-04,12.32876
2022-05-06,9.58904
2022-05-09,8.21917
2022-05-11,6.84931
2022-05-12,6.84931
2022-05-13,9.58904
2022-05-16,8.21917
2022-05-17,9.58904
2022-05-18,8.21917
2022-05-19,8.21917
2022-05-23,6.84931
2022-05-25,9.58904
2022-05-26,13.69863
2022-05-27,9.58904
2022-05-30,12.32876
2022-06-01,6.84931
2022-06-02,6.84931
2022-06-03,12.32876
2022-06-07,16.43835
2022-06-08,16.43835
2022-06-09,9.58904
2022-06-10,9.58904
2022-06-13,8.21917
2022-06-14,13.69863
2022-06-15,6.84931
2022-06-16,52.05479
2022-06-17,82.19178
2022-06-20,93.15068
2022-06-21,100.0
2022-06-22,39.72602
2022-06-23,68.49315
2022-06-24,53.42465
2022-06-27,64.38356
2022-06-28,61.64383
2022-06-29,63.01369
2022-06-30,56.16438
2022-07-01,46.57534
2022-07-04,67.12328
2022-07-05,43.83561
2022-07-06,28.76712
2022-07-07,41.09589
2022-07-08,27.39726
2022-07-11,35.61643
2022-07-12,26.02739
2022-07-13,21.9178
2022-07-14,32.87671
2022-07-15,28.76712
2022-07-18,30.13698
2022-07-19,30.13698
2022-07-20,38.35616
2022-07-21,41.09589
2022-07-22,31.50684
2022-07-25,27.39726
2022-07-26,23.28767
2022-07-27,36.9863
2022-07-28,28.76712
2022-07-29,36.9863
2022-07-30,6.84931
2022-07-31,10.9589
2022-08-01,39.72602
2022-08-02,49.31506
2022-08-03,45.20547
2022-08-04,43.83561
2022-08-05,41.09589
2022-08-06,6.84931
2022-08-08,61.64383
2022-08-09,47.9452
2022-08-10,53.42465
2022-08-11,42.46575
2022-08-12,45.20547
2022-08-13,9.58904
2022-08-16,56.16438
2022-08-17,47.9452
2022-08-18,23.28767
2022-08-19,56.16438
2022-08-22,36.9863
2022-08-23,45.20547
2022-08-24,30.13698
2022-08-25,36.9863
2022-08-26,68.49315
2022-08-29,72.60273
2022-08-30,28.76712
2022-08-31,49.31506
2022-09-01,47.9452
2022-09-02,93.15068
2022-09-05,39.72602
2022-09-06,34.24657
2022-09-07,41.09589
2022-09-08,19.17808
2022-09-13,16.43835
2022-09-14,20.54794
2022-09-15,21.9178
2022-09-16,31.50684
2022-09-19,30.13698
2022-09-22,21.9178
2022-09-23,15.06849
2022-09-24,6.84931
2022-09-26,23.28767
2022-09-27,13.69863
2022-09-28,17.80821
2022-09-29,30.13698
2022-09-30,26.02739
2022-10-04,15.06849
2022-10-05,19.17808
2022-10-06,8.21917
2022-10-07,9.58904
2022-10-11,9.58904
2022-10-12,8.21917
2022-10-14,8.21917
2022-10-17,19.17808
2022-10-18,8.21917
2022-10-19,16.43835
2022-10-25,9.58904
2022-10-26,6.84931
2022-10-27,8.21917
2022-10-29,6.84931
2022-11-02,6.84931
