date,여성창업지원센터
2020-08-02,31.25
2020-08-03,48.6413
2020-08-04,51.90217
2020-08-05,56.25
2020-08-06,54.8913
2020-08-07,47.2826
2020-08-08,35.32608
2020-08-09,43.75
2020-08-10,64.94565
2020-08-11,62.22826
2020-08-12,64.94565
2020-08-13,50.27173
2020-08-14,43.47826
2020-08-15,30.70652
2020-08-16,30.97826
2020-08-17,41.84782
2020-08-18,45.65217
2020-08-19,50.81521
2020-08-20,51.90217
2020-08-21,40.48913
2020-08-22,34.51086
2020-08-23,41.84782
2020-08-24,65.48913
2020-08-25,52.98913
2020-08-26,52.98913
2020-08-27,48.6413
2020-08-28,47.2826
2020-08-29,38.58695
2020-08-30,32.88043
2020-08-31,62.5
2020-09-01,59.51086
2020-09-02,47.2826
2020-09-03,50.81521
2020-09-04,42.3913
2020-09-05,27.98913
2020-09-06,33.96739
2020-09-07,52.98913
2020-09-08,52.17391
2020-09-09,50.27173
2020-09-10,53.80434
2020-09-11,44.29347
2020-09-12,34.23913
2020-09-13,35.86956
2020-09-14,55.97826
2020-09-15,57.33695
2020-09-16,46.73913
2020-09-17,51.63043
2020-09-18,43.75
2020-09-19,36.95652
2020-09-20,25.27173
2020-09-21,51.35869
2020-09-22,45.10869
2020-09-23,59.51086
2020-09-24,46.46739
2020-09-25,45.38043
2020-09-26,27.44565
2020-09-27,30.97826
2020-09-28,38.31521
2020-09-29,33.69565
2020-09-30,24.45652
2020-10-01,23.36956
2020-10-02,22.2826
2020-10-03,19.56521
2020-10-04,15.21739
2020-10-05,33.96739
2020-10-06,41.57608
2020-10-07,44.56521
2020-10-08,43.47826
2020-10-09,32.60869
2020-10-10,27.98913
2020-10-11,19.83695
2020-10-12,36.1413
2020-10-13,36.68478
2020-10-14,38.04347
2020-10-15,53.26086
2020-10-16,50.81521
2020-10-17,30.43478
2020-10-18,36.41304
2020-10-19,54.8913
2020-10-20,61.1413
2020-10-21,59.7826
2020-10-22,64.40217
2020-10-23,51.90217
2020-10-24,29.34782
2020-10-25,39.94565
2020-10-26,60.05434
2020-10-27,67.11956
2020-10-28,75.54347
2020-10-29,58.96739
2020-10-30,55.97826
2020-10-31,40.48913
2020-11-01,54.8913
2020-11-02,70.92391
2020-11-03,54.34782
2020-11-04,56.25
2020-11-05,71.19565
2020-11-06,50.27173
2020-11-07,32.88043
2020-11-08,37.22826
2020-11-09,72.55434
2020-11-10,61.1413
2020-11-11,59.51086
2020-11-12,65.76086
2020-11-13,45.92391
2020-11-14,32.06521
2020-11-15,48.91304
2020-11-16,69.56521
2020-11-17,61.68478
2020-11-18,64.13043
2020-11-19,68.75
2020-11-20,43.47826
2020-11-21,40.48913
2020-11-22,53.5326
2020-11-23,54.61956
2020-11-24,58.42391
2020-11-25,52.98913
2020-11-26,57.06521
2020-11-27,53.80434
2020-11-28,31.79347
2020-11-29,36.1413
2020-11-30,57.60869
2020-12-01,49.72826
2020-12-02,57.60869
2020-12-03,51.08695
2020-12-04,45.10869
2020-12-05,34.23913
2020-12-06,36.41304
2020-12-07,61.68478
2020-12-08,56.52173
2020-12-09,58.42391
2020-12-10,48.6413
2020-12-11,52.44565
2020-12-12,30.97826
2020-12-13,41.0326
2020-12-14,50.81521
2020-12-15,42.93478
2020-12-16,44.56521
2020-12-17,43.20652
2020-12-18,37.22826
2020-12-19,29.8913
2020-12-20,27.98913
2020-12-21,48.6413
2020-12-22,48.6413
2020-12-23,45.65217
2020-12-24,33.69565
2020-12-25,31.52173
2020-12-26,42.66304
2020-12-27,41.57608
2020-12-28,70.10869
2020-12-29,61.68478
2020-12-30,53.80434
2020-12-31,43.75
2021-01-01,40.21739
2021-01-02,49.72826
2021-01-03,44.29347
2021-01-04,79.07608
2021-01-05,52.71739
2021-01-06,66.0326
2021-01-07,52.17391
2021-01-08,47.82608
2021-01-09,37.22826
2021-01-10,58.15217
2021-01-11,76.35869
2021-01-12,66.57608
2021-01-13,69.02173
2021-01-14,74.72826
2021-01-15,58.96739
2021-01-16,50.27173
2021-01-17,51.08695
2021-01-18,71.73913
2021-01-19,77.17391
2021-01-20,80.43478
2021-01-21,89.67391
2021-01-22,65.76086
2021-01-23,50.81521
2021-01-24,44.56521
2021-01-25,75.81521
2021-01-26,72.01086
2021-01-27,72.01086
2021-01-28,67.66304
2021-01-29,51.63043
2021-01-30,51.63043
2021-01-31,54.61956
2021-02-01,70.38043
2021-02-02,77.44565
2021-02-03,77.98913
2021-02-04,69.02173
2021-02-05,60.05434
2021-02-06,44.56521
2021-02-07,41.84782
2021-02-08,73.91304
2021-02-09,66.0326
2021-02-10,49.72826
2021-02-11,36.1413
2021-02-12,30.70652
2021-02-13,48.09782
2021-02-14,52.71739
2021-02-15,83.96739
2021-02-16,82.33695
2021-02-17,73.36956
2021-02-18,79.61956
2021-02-19,68.47826
2021-02-20,50.27173
2021-02-21,47.2826
2021-02-22,69.83695
2021-02-23,73.91304
2021-02-24,69.56521
2021-02-25,66.57608
2021-02-26,58.15217
2021-02-27,48.36956
2021-02-28,48.36956
2021-03-01,50.54347
2021-03-02,82.88043
2021-03-03,78.5326
2021-03-04,76.35869
2021-03-05,64.94565
2021-03-06,50.27173
2021-03-07,57.33695
2021-03-08,78.80434
2021-03-09,76.90217
2021-03-10,75.81521
2021-03-11,73.36956
2021-03-12,62.5
2021-03-13,39.94565
2021-03-14,54.07608
2021-03-15,92.93478
2021-03-16,84.7826
2021-03-17,83.15217
2021-03-18,73.09782
2021-03-19,58.96739
2021-03-20,45.65217
2021-03-21,48.36956
2021-03-22,79.8913
2021-03-23,66.30434
2021-03-24,71.19565
2021-03-25,64.67391
2021-03-26,67.3913
2021-03-27,44.29347
2021-03-28,53.80434
2021-03-29,88.04347
2021-03-30,80.97826
2021-03-31,64.67391
2021-04-01,63.04347
2021-04-02,63.04347
2021-04-03,58.15217
2021-04-04,51.63043
2021-04-05,84.7826
2021-04-06,80.43478
2021-04-07,68.47826
2021-04-08,70.10869
2021-04-09,61.41304
2021-04-10,50.81521
2021-04-11,49.72826
2021-04-12,89.94565
2021-04-13,82.60869
2021-04-14,74.72826
2021-04-15,78.5326
2021-04-16,60.05434
2021-04-17,50.81521
2021-04-18,55.43478
2021-04-19,88.85869
2021-04-20,82.88043
2021-04-21,75.27173
2021-04-22,69.29347
2021-04-23,62.22826
2021-04-24,36.1413
2021-04-25,62.77173
2021-04-26,71.46739
2021-04-27,68.75
2021-04-28,66.30434
2021-04-29,70.38043
2021-04-30,70.65217
2021-05-01,42.3913
2021-05-02,48.6413
2021-05-03,79.34782
2021-05-04,68.20652
2021-05-05,44.02173
2021-05-06,70.65217
2021-05-07,54.61956
2021-05-08,47.55434
2021-05-09,46.73913
2021-05-10,79.61956
2021-05-11,66.30434
2021-05-12,86.1413
2021-05-13,80.16304
2021-05-14,64.67391
2021-05-15,45.10869
2021-05-16,44.02173
2021-05-17,100.0
2021-05-18,68.75
2021-05-19,54.61956
2021-05-20,72.82608
2021-05-21,62.5
2021-05-22,43.20652
2021-05-23,40.21739
2021-05-24,77.71739
2021-05-25,78.80434
2021-05-26,75.0
2021-05-27,67.3913
2021-05-28,67.66304
2021-05-29,46.19565
2021-05-30,42.93478
2021-05-31,68.47826
2021-06-01,60.32608
2021-06-02,62.5
2021-06-03,57.33695
2021-06-04,50.0
2021-06-05,32.33695
2021-06-06,40.21739
2021-06-07,61.1413
2021-06-08,63.04347
2021-06-09,50.27173
2021-06-10,51.90217
2021-06-11,41.0326
2021-06-12,34.7826
2021-06-13,34.23913
2021-06-14,73.36956
2021-06-15,57.06521
2021-06-16,62.22826
2021-06-17,47.01086
2021-06-18,47.2826
2021-06-19,33.69565
2021-06-20,33.42391
2021-06-21,55.97826
2021-06-22,43.47826
2021-06-23,65.48913
2021-06-24,40.21739
2021-06-25,35.32608
2021-06-26,27.71739
2021-06-27,36.41304
2021-06-28,44.29347
2021-06-29,41.0326
2021-06-30,44.29347
2021-07-01,40.76086
2021-07-02,29.07608
2021-07-03,26.63043
2021-07-04,30.97826
2021-07-05,46.19565
2021-07-06,40.48913
2021-07-07,36.68478
2021-07-08,39.94565
2021-07-09,33.15217
2021-07-10,22.01086
2021-07-11,20.92391
2021-07-12,44.56521
2021-07-13,38.58695
2021-07-14,42.66304
2021-07-15,39.94565
2021-07-16,33.42391
2021-07-17,20.10869
2021-07-18,23.6413
2021-07-19,41.57608
2021-07-20,45.65217
2021-07-21,26.90217
2021-07-22,30.43478
2021-07-23,32.33695
2021-07-24,19.83695
2021-07-25,22.82608
2021-07-26,36.41304
2021-07-27,37.77173
2021-07-28,36.41304
2021-07-29,39.40217
2021-07-30,37.5
2021-07-31,21.73913
2021-08-01,23.6413
2021-08-02,30.43478
2021-08-03,25.54347
2021-08-04,46.46739
2021-08-05,29.61956
2021-08-06,25.81521
2021-08-07,21.46739
2021-08-08,17.93478
2021-08-09,38.04347
2021-08-10,30.43478
2021-08-11,37.77173
2021-08-12,33.15217
2021-08-13,30.70652
2021-08-14,17.11956
2021-08-15,20.65217
2021-08-16,22.82608
2021-08-17,39.13043
2021-08-18,40.21739
2021-08-19,35.59782
2021-08-20,33.69565
2021-08-21,26.63043
2021-08-22,27.17391
2021-08-23,46.46739
2021-08-24,38.85869
2021-08-25,44.29347
2021-08-26,32.88043
2021-08-27,27.44565
2021-08-28,27.44565
2021-08-29,29.8913
2021-08-30,44.02173
2021-08-31,36.1413
2021-09-01,32.88043
2021-09-02,32.60869
2021-09-03,33.42391
2021-09-04,16.84782
2021-09-05,27.98913
2021-09-06,42.93478
2021-09-07,42.93478
2021-09-08,45.10869
2021-09-09,30.97826
2021-09-10,27.71739
2021-09-11,27.44565
2021-09-12,22.55434
2021-09-13,42.11956
2021-09-14,38.31521
2021-09-15,36.95652
2021-09-16,36.95652
2021-09-17,23.91304
2021-09-18,11.95652
2021-09-19,10.59782
2021-09-20,17.93478
2021-09-21,17.3913
2021-09-22,30.16304
2021-09-23,45.38043
2021-09-24,33.96739
2021-09-25,24.18478
2021-09-26,22.2826
2021-09-27,41.84782
2021-09-28,38.31521
2021-09-29,35.86956
2021-09-30,36.68478
2021-10-01,30.43478
2021-10-02,25.27173
2021-10-03,22.55434
2021-10-04,27.71739
2021-10-05,36.68478
2021-10-06,47.01086
2021-10-07,36.68478
2021-10-08,30.43478
2021-10-09,23.36956
2021-10-10,17.66304
2021-10-11,26.08695
2021-10-12,39.40217
2021-10-13,33.42391
2021-10-14,35.32608
2021-10-15,35.59782
2021-10-16,18.20652
2021-10-17,22.01086
2021-10-18,33.96739
2021-10-19,34.51086
2021-10-20,31.52173
2021-10-21,30.43478
2021-10-22,36.68478
2021-10-23,14.40217
2021-10-24,27.44565
2021-10-25,34.7826
2021-10-26,38.31521
2021-10-27,30.70652
2021-10-28,36.68478
2021-10-29,28.5326
2021-10-30,18.75
2021-10-31,22.01086
2021-11-01,32.33695
2021-11-02,37.5
2021-11-03,26.63043
2021-11-04,32.33695
2021-11-05,33.69565
2021-11-06,15.76086
2021-11-07,17.66304
2021-11-08,32.60869
2021-11-09,26.08695
2021-11-10,40.48913
2021-11-11,26.35869
2021-11-12,22.01086
2021-11-13,13.85869
2021-11-14,21.73913
2021-11-15,32.88043
2021-11-16,32.88043
2021-11-17,35.32608
2021-11-18,29.07608
2021-11-19,26.35869
2021-11-20,16.30434
2021-11-21,20.65217
2021-11-22,33.42391
2021-11-23,32.88043
2021-11-24,29.34782
2021-11-25,25.0
2021-11-26,29.34782
2021-11-27,14.13043
2021-11-28,22.55434
2021-11-29,31.52173
2021-11-30,32.06521
2021-12-01,34.7826
2021-12-02,34.7826
2021-12-03,40.48913
2021-12-04,21.73913
2021-12-05,17.11956
2021-12-06,29.07608
2021-12-07,33.69565
2021-12-08,38.31521
2021-12-09,29.61956
2021-12-10,30.16304
2021-12-11,21.46739
2021-12-12,23.91304
2021-12-13,38.31521
2021-12-14,32.60869
2021-12-15,38.85869
2021-12-16,28.80434
2021-12-17,30.70652
2021-12-18,19.56521
2021-12-19,17.93478
2021-12-20,32.88043
2021-12-21,32.33695
2021-12-22,32.88043
2021-12-23,33.42391
2021-12-24,24.72826
2021-12-25,10.86956
2021-12-26,22.01086
2021-12-27,35.05434
2021-12-28,33.96739
2021-12-29,31.79347
2021-12-30,30.16304
2021-12-31,17.66304
2022-01-01,28.26086
2022-01-02,27.98913
2022-01-03,41.0326
2022-01-04,50.54347
2022-01-05,34.23913
2022-01-06,34.51086
2022-01-07,40.48913
2022-01-08,25.0
2022-01-09,31.52173
2022-01-10,42.66304
2022-01-11,35.05434
2022-01-12,34.51086
2022-01-13,39.40217
2022-01-14,27.98913
2022-01-15,25.0
2022-01-16,22.82608
2022-01-17,35.32608
2022-01-18,39.40217
2022-01-19,34.51086
2022-01-20,44.29347
2022-01-21,33.42391
2022-01-22,24.45652
2022-01-23,26.35869
2022-01-24,43.47826
2022-01-25,44.29347
2022-01-26,36.95652
2022-01-27,35.86956
2022-01-28,27.44565
2022-01-29,25.54347
2022-01-30,14.40217
2022-01-31,14.40217
2022-02-01,12.5
2022-02-02,22.55434
2022-02-03,41.57608
2022-02-04,32.88043
2022-02-05,23.6413
2022-02-06,27.17391
2022-02-07,47.01086
2022-02-08,47.55434
2022-02-09,29.07608
2022-02-10,30.97826
2022-02-11,40.76086
2022-02-12,26.63043
2022-02-13,28.5326
2022-02-14,39.67391
2022-02-15,33.69565
2022-02-16,35.05434
2022-02-17,32.33695
2022-02-18,32.60869
2022-02-19,22.82608
2022-02-20,27.17391
2022-02-21,44.02173
2022-02-22,35.59782
2022-02-23,32.06521
2022-02-24,35.05434
2022-02-25,33.96739
2022-02-26,23.36956
2022-02-27,25.81521
2022-02-28,33.42391
2022-03-01,27.71739
2022-03-02,33.15217
2022-03-03,30.97826
2022-03-04,32.60869
2022-03-05,19.83695
2022-03-06,19.56521
2022-03-07,34.7826
2022-03-08,34.51086
2022-03-09,19.56521
2022-03-10,29.8913
2022-03-11,44.02173
2022-03-12,30.43478
2022-03-13,25.54347
2022-03-14,42.93478
2022-03-15,32.33695
2022-03-16,44.02173
2022-03-17,37.5
2022-03-18,24.45652
2022-03-19,16.57608
2022-03-20,21.73913
2022-03-21,32.60869
2022-03-22,40.48913
2022-03-23,31.52173
2022-03-24,37.5
2022-03-25,29.34782
2022-03-26,20.65217
2022-03-27,20.92391
2022-03-28,33.69565
2022-03-29,26.08695
2022-03-30,25.81521
2022-03-31,31.52173
2022-04-01,22.55434
2022-04-02,16.84782
2022-04-03,15.76086
2022-04-04,32.33695
2022-04-05,33.96739
2022-04-06,28.26086
2022-04-07,29.07608
2022-04-08,25.81521
2022-04-09,12.77173
2022-04-10,16.0326
2022-04-11,30.43478
2022-04-12,24.72826
2022-04-13,22.55434
2022-04-14,27.44565
2022-04-15,30.97826
2022-04-16,18.20652
2022-04-17,15.48913
2022-04-18,41.0326
2022-04-19,37.5
2022-04-20,29.61956
2022-04-21,28.80434
2022-04-22,29.07608
2022-04-23,15.76086
2022-04-24,19.02173
2022-04-25,40.21739
2022-04-26,37.5
2022-04-27,35.32608
2022-04-28,32.88043
2022-04-29,23.09782
2022-04-30,16.84782
2022-05-01,15.48913
2022-05-02,32.88043
2022-05-03,35.86956
2022-05-04,32.33695
2022-05-05,16.57608
2022-05-06,24.18478
2022-05-07,16.84782
2022-05-08,18.47826
2022-05-09,30.70652
2022-05-10,38.31521
2022-05-11,38.31521
2022-05-12,32.60869
2022-05-13,26.90217
2022-05-14,17.11956
2022-05-15,26.35869
2022-05-16,35.59782
2022-05-17,45.10869
2022-05-18,38.58695
2022-05-19,41.0326
2022-05-20,34.7826
2022-05-21,23.91304
2022-05-22,19.29347
2022-05-23,39.13043
2022-05-24,36.95652
2022-05-25,28.5326
2022-05-26,33.15217
2022-05-27,35.32608
2022-05-28,22.82608
2022-05-29,16.57608
2022-05-30,35.05434
2022-05-31,29.07608
2022-06-01,23.6413
2022-06-02,37.5
2022-06-03,30.70652
2022-06-04,16.0326
2022-06-05,19.83695
2022-06-06,25.27173
2022-06-07,44.83695
2022-06-08,39.40217
2022-06-09,45.38043
2022-06-10,28.26086
2022-06-11,19.29347
2022-06-12,24.45652
2022-06-13,34.51086
2022-06-14,32.06521
2022-06-15,34.23913
2022-06-16,29.61956
2022-06-17,30.16304
2022-06-18,19.83695
2022-06-19,21.73913
2022-06-20,38.31521
2022-06-21,37.5
2022-06-22,36.95652
2022-06-23,31.25
2022-06-24,23.91304
2022-06-25,16.84782
2022-06-26,19.02173
2022-06-27,36.1413
2022-06-28,30.43478
2022-06-29,26.35869
2022-06-30,33.69565
2022-07-01,25.27173
2022-07-02,13.85869
2022-07-03,18.20652
2022-07-04,35.86956
2022-07-05,35.05434
2022-07-06,33.42391
2022-07-07,31.25
2022-07-08,18.20652
2022-07-09,12.22826
2022-07-10,18.47826
2022-07-11,32.60869
2022-07-12,35.05434
2022-07-13,27.44565
2022-07-14,25.81521
2022-07-15,31.52173
2022-07-16,14.13043
2022-07-17,14.94565
2022-07-18,31.79347
2022-07-19,29.61956
2022-07-20,23.6413
2022-07-21,26.63043
2022-07-22,29.07608
2022-07-23,13.04347
2022-07-24,15.21739
2022-07-25,26.08695
2022-07-26,25.27173
2022-07-27,22.55434
2022-07-28,26.35869
2022-07-29,27.17391
2022-07-30,14.67391
2022-07-31,21.46739
2022-08-01,20.38043
2022-08-02,25.81521
2022-08-03,29.34782
2022-08-04,26.08695
2022-08-05,29.34782
2022-08-06,14.13043
2022-08-07,14.67391
2022-08-08,30.70652
2022-08-09,25.81521
2022-08-10,31.52173
2022-08-11,30.16304
2022-08-12,23.09782
2022-08-13,15.21739
2022-08-14,16.84782
2022-08-15,21.19565
2022-08-16,32.33695
2022-08-17,24.72826
2022-08-18,26.35869
2022-08-19,27.71739
2022-08-20,16.30434
2022-08-21,19.29347
2022-08-22,25.27173
2022-08-23,27.98913
2022-08-24,27.17391
2022-08-25,30.70652
2022-08-26,23.91304
2022-08-27,13.58695
2022-08-28,17.66304
2022-08-29,32.60869
2022-08-30,26.08695
2022-08-31,24.18478
2022-09-01,21.46739
2022-09-02,23.36956
2022-09-03,17.93478
2022-09-04,18.20652
2022-09-05,23.6413
2022-09-06,16.57608
2022-09-07,16.57608
2022-09-08,15.48913
2022-09-09,6.79347
2022-09-10,5.97826
2022-09-11,19.02173
2022-09-12,16.30434
2022-09-13,31.25
2022-09-14,34.23913
2022-09-15,26.08695
2022-09-16,26.90217
2022-09-17,12.22826
2022-09-18,22.01086
2022-09-19,29.61956
2022-09-20,31.25
2022-09-21,20.38043
2022-09-22,30.70652
2022-09-23,29.34782
2022-09-24,15.21739
2022-09-25,20.65217
2022-09-26,26.08695
2022-09-27,29.8913
2022-09-28,22.55434
2022-09-29,23.09782
2022-09-30,20.38043
2022-10-01,16.0326
2022-10-02,15.76086
2022-10-03,18.75
2022-10-04,27.71739
2022-10-05,29.34782
2022-10-06,19.56521
2022-10-07,20.10869
2022-10-08,13.04347
2022-10-09,17.3913
2022-10-10,24.18478
2022-10-11,25.81521
2022-10-12,28.26086
2022-10-13,30.16304
2022-10-14,27.98913
2022-10-15,12.77173
2022-10-16,14.94565
2022-10-17,29.07608
2022-10-18,33.15217
2022-10-19,33.42391
2022-10-20,26.90217
2022-10-21,21.73913
2022-10-22,16.84782
2022-10-23,13.04347
2022-10-24,28.80434
2022-10-25,29.34782
2022-10-26,23.36956
2022-10-27,24.45652
2022-10-28,20.92391
2022-10-29,13.85869
2022-10-30,17.11956
2022-10-31,28.26086
2022-11-01,27.17391
2022-11-02,25.81521
2022-11-03,26.35869
2022-11-04,17.3913
2022-11-05,18.75
2022-11-06,12.77173
2022-11-07,26.63043
2022-11-08,34.23913
2022-11-09,27.17391
2022-11-10,25.0
2022-11-11,21.73913
2022-11-12,14.13043
2022-11-13,19.83695
2022-11-14,32.06521
2022-11-15,30.43478
2022-11-16,29.8913
2022-11-17,24.72826
2022-11-18,25.0
2022-11-19,17.3913
2022-11-20,15.21739
2022-11-21,27.17391
2022-11-22,24.45652
2022-11-23,28.26086
2022-11-24,24.18478
2022-11-25,18.20652
2022-11-26,13.85869
2022-11-27,11.95652
2022-11-28,23.91304
2022-11-29,25.27173
2022-11-30,26.35869
2022-12-01,19.83695
2022-12-02,16.57608
2022-12-03,12.5
2022-12-04,17.3913
2022-12-05,25.0
2022-12-06,16.30434
2022-12-07,27.44565
2022-12-08,27.44565
2022-12-09,20.10869
2022-12-10,18.20652
2022-12-11,20.38043
2022-12-12,28.5326
2022-12-13,30.16304
2022-12-14,30.70652
2022-12-15,20.10869
2022-12-16,17.93478
2022-12-17,14.94565
2022-12-18,17.93478
2022-12-19,33.42391
2022-12-20,28.26086
2022-12-21,25.27173
2022-12-22,31.25
2022-12-23,28.5326
2022-12-24,11.95652
2022-12-25,11.95652
2022-12-26,30.70652
2022-12-27,25.54347
2022-12-28,33.42391
2022-12-29,23.91304
2022-12-30,22.01086
2022-12-31,16.30434
2023-01-01,17.66304
2023-01-02,46.19565
2023-01-03,46.73913
2023-01-04,44.56521
2023-01-05,37.5
2023-01-06,25.54347
2023-01-07,26.63043
2023-01-08,32.88043
2023-01-09,40.48913
2023-01-10,39.13043
2023-01-11,38.58695
2023-01-12,33.42391
2023-01-13,31.25
2023-01-14,20.92391
2023-01-15,26.63043
2023-01-16,36.68478
2023-01-17,27.44565
2023-01-18,30.16304
2023-01-19,26.35869
2023-01-20,24.45652
2023-01-21,10.32608
2023-01-22,10.32608
2023-01-23,16.57608
2023-01-24,17.66304
2023-01-25,36.1413
2023-01-26,30.43478
2023-01-27,32.06521
2023-01-28,23.91304
2023-01-29,18.47826
2023-01-30,37.5
2023-01-31,33.15217
2023-02-01,33.96739
2023-02-02,35.32608
2023-02-03,30.16304
2023-02-04,16.30434
2023-02-05,15.21739
2023-02-06,30.16304
2023-02-07,31.52173
2023-02-08,35.86956
2023-02-09,31.79347
2023-02-10,20.65217
2023-02-11,18.75
2023-02-12,19.83695
2023-02-13,34.23913
2023-02-14,31.79347
2023-02-15,28.5326
2023-02-16,25.81521
2023-02-17,26.90217
2023-02-18,22.55434
2023-02-19,22.01086
2023-02-20,36.1413
2023-02-21,29.8913
2023-02-22,30.43478
2023-02-23,24.18478
2023-02-24,30.97826
2023-02-25,20.65217
2023-02-26,23.91304
2023-02-27,28.5326
2023-02-28,26.90217
2023-03-01,18.47826
2023-03-02,34.23913
2023-03-03,26.08695
2023-03-04,19.56521
2023-03-05,20.38043
2023-03-06,40.76086
2023-03-07,38.04347
2023-03-08,33.96739
2023-03-09,27.17391
2023-03-10,26.08695
2023-03-11,13.31521
2023-03-12,17.66304
2023-03-13,29.61956
2023-03-14,29.34782
2023-03-15,29.34782
2023-03-16,30.16304
2023-03-17,27.71739
2023-03-18,18.47826
2023-03-19,14.40217
2023-03-20,33.15217
2023-03-21,29.34782
2023-03-22,33.42391
2023-03-23,30.70652
2023-03-24,25.0
2023-03-25,14.40217
2023-03-26,16.0326
2023-03-27,29.34782
2023-03-28,33.69565
2023-03-29,30.16304
2023-03-30,31.79347
2023-03-31,22.2826
2023-04-01,13.58695
2023-04-02,14.13043
2023-04-03,32.60869
2023-04-04,30.43478
2023-04-05,30.97826
2023-04-06,19.83695
2023-04-07,26.35869
2023-04-08,15.21739
2023-04-09,19.29347
2023-04-10,25.81521
2023-04-11,30.97826
2023-04-12,29.34782
2023-04-13,24.45652
2023-04-14,21.46739
2023-04-15,17.66304
2023-04-16,15.21739
2023-04-17,38.04347
2023-04-18,30.16304
2023-04-19,22.55434
2023-04-20,26.08695
2023-04-21,28.5326
2023-04-22,14.94565
2023-04-23,18.47826
2023-04-24,25.27173
2023-04-25,33.42391
2023-04-26,21.46739
2023-04-27,29.07608
2023-04-28,19.83695
2023-04-29,13.31521
2023-04-30,13.85869
2023-05-01,21.73913
2023-05-02,26.90217
2023-05-03,23.36956
2023-05-04,24.45652
2023-05-05,14.67391
2023-05-06,16.30434
2023-05-07,14.40217
2023-05-08,32.33695
2023-05-09,34.7826
2023-05-10,29.07608
2023-05-11,27.71739
2023-05-12,25.27173
2023-05-13,14.67391
2023-05-14,16.0326
2023-05-15,30.97826
2023-05-16,29.61956
2023-05-17,36.68478
2023-05-18,25.27173
2023-05-19,23.36956
2023-05-20,14.13043
2023-05-21,18.20652
2023-05-22,30.97826
2023-05-23,22.55434
2023-05-24,25.54347
2023-05-25,24.72826
2023-05-26,24.72826
2023-05-27,11.68478
2023-05-28,14.40217
2023-05-29,17.93478
2023-05-30,32.88043
2023-05-31,28.80434
