date,퇴직연금담보대출
2023-05-28,2.07501
2023-05-29,4.07023
2023-05-30,7.5818
2023-05-31,7.50199
2023-06-01,7.02314
2023-06-02,6.30486
2023-06-03,2.23463
2023-06-04,2.79329
2023-06-05,6.06544
2023-06-06,2.79329
2023-06-07,6.6241
2023-06-08,7.5818
2023-06-09,6.30486
2023-06-10,2.55387
2023-06-11,2.39425
2023-06-12,7.74142
2023-06-13,7.10295
2023-06-14,8.5395
2023-06-15,8.22027
2023-06-16,5.02793
2023-06-17,2.63367
2023-06-18,3.67118
2023-06-19,4.38946
2023-06-20,6.6241
2023-06-21,7.26256
2023-06-22,5.7462
2023-06-23,4.86831
2023-06-24,1.83559
2023-06-25,2.15482
2023-06-26,9.81644
2023-06-27,8.93854
2023-06-28,7.90103
2023-06-29,5.42697
2023-06-30,4.30965
2023-07-01,3.19233
2023-07-02,1.83559
2023-07-03,6.86352
2023-07-04,8.14046
2023-07-05,6.54429
2023-07-06,6.22505
2023-07-07,5.90582
2023-07-08,2.47406
2023-07-09,2.07501
2023-07-10,8.85873
2023-07-11,7.02314
2023-07-12,6.70391
2023-07-13,5.6664
2023-07-14,5.98563
2023-07-15,2.23463
2023-07-16,2.23463
2023-07-17,6.94333
2023-07-18,6.54429
2023-07-19,6.46448
2023-07-20,5.90582
2023-07-21,3.91061
2023-07-22,2.71348
2023-07-23,2.8731
2023-07-24,8.69912
2023-07-25,9.73663
2023-07-26,8.06065
2023-07-27,7.34237
2023-07-28,6.70391
2023-07-29,2.79329
2023-07-30,1.99521
2023-07-31,6.30486
2023-08-01,6.14525
2023-08-02,5.02793
2023-08-03,5.50678
2023-08-04,4.94812
2023-08-05,3.03272
2023-08-06,0.87789
2023-08-07,7.02314
2023-08-08,5.42697
2023-08-09,6.14525
2023-08-10,6.70391
2023-08-11,5.7462
2023-08-12,2.23463
2023-08-13,1.83559
2023-08-14,4.7885
2023-08-15,2.8731
2023-08-16,6.78371
2023-08-17,7.18276
2023-08-18,6.86352
2023-08-19,3.59138
2023-08-20,2.15482
2023-08-21,5.82601
2023-08-22,7.18276
2023-08-23,6.46448
2023-08-24,5.58659
2023-08-25,4.70869
2023-08-26,0.9577
2023-08-27,3.19233
2023-08-28,7.10295
2023-08-29,7.10295
2023-08-30,4.54908
2023-08-31,5.7462
2023-09-01,4.54908
2023-09-02,2.63367
2023-09-03,1.99521
2023-09-04,7.34237
2023-09-05,7.74142
2023-09-06,5.7462
2023-09-07,6.14525
2023-09-08,5.18754
2023-09-09,2.71348
2023-09-10,2.23463
2023-09-11,7.66161
2023-09-12,5.98563
2023-09-13,5.50678
2023-09-14,5.98563
2023-09-15,3.75099
2023-09-16,2.23463
2023-09-17,2.15482
2023-09-18,6.38467
2023-09-19,5.98563
2023-09-20,3.91061
2023-09-21,5.6664
2023-09-22,4.86831
2023-09-23,2.15482
2023-09-24,4.07023
2023-09-25,6.70391
2023-09-26,5.02793
2023-09-27,5.7462
2023-09-28,1.67597
2023-09-29,1.35674
2023-09-30,1.59616
2023-10-01,1.35674
2023-10-02,3.99042
2023-10-03,3.91061
2023-10-04,11.97126
2023-10-05,8.30007
2023-10-06,7.42218
2023-10-07,2.31444
2023-10-08,1.99521
2023-10-09,2.63367
2023-10-10,10.13567
2023-10-11,8.85873
2023-10-12,7.82122
2023-10-13,6.22505
2023-10-14,2.63367
2023-10-15,2.95291
2023-10-16,7.90103
2023-10-17,7.34237
2023-10-18,6.54429
2023-10-19,7.90103
2023-10-20,5.82601
2023-10-21,1.59616
2023-10-22,2.71348
2023-10-23,6.54429
2023-10-24,5.90582
2023-10-25,8.5395
2023-10-26,7.50199
2023-10-27,5.42697
2023-10-28,2.8731
2023-10-29,1.67597
2023-10-30,7.10295
2023-10-31,8.45969
2023-11-01,7.50199
2023-11-02,6.6241
2023-11-03,7.42218
2023-11-04,2.31444
2023-11-05,3.19233
2023-11-06,7.42218
2023-11-07,6.30486
2023-11-08,7.50199
2023-11-09,7.02314
2023-11-10,5.6664
2023-11-11,2.47406
2023-11-12,2.15482
2023-11-13,7.98084
2023-11-14,5.42697
2023-11-15,7.02314
2023-11-16,6.94333
2023-11-17,6.06544
2023-11-18,2.39425
2023-11-19,2.71348
2023-11-20,8.45969
2023-11-21,8.69912
2023-11-22,7.18276
2023-11-23,6.6241
2023-11-24,5.82601
2023-11-25,1.83559
2023-11-26,2.55387
2023-11-27,8.69912
2023-11-28,8.77893
2023-11-29,8.06065
2023-11-30,7.02314
2023-12-01,6.14525
2023-12-02,2.31444
2023-12-03,2.31444
2023-12-04,8.77893
2023-12-05,8.77893
2023-12-06,7.5818
2023-12-07,7.18276
2023-12-08,5.18754
2023-12-09,2.8731
2023-12-10,4.22984
2023-12-11,9.81644
2023-12-12,8.85873
2023-12-13,7.90103
2023-12-14,6.6241
2023-12-15,5.6664
2023-12-16,2.55387
2023-12-17,3.27214
2023-12-18,7.02314
2023-12-19,10.29529
2023-12-20,6.86352
2023-12-21,6.22505
2023-12-22,4.54908
2023-12-23,3.35195
2023-12-24,1.75578
2023-12-25,3.11252
2023-12-26,8.45969
2023-12-27,8.45969
2023-12-28,7.18276
2023-12-29,6.46448
2023-12-30,3.03272
2023-12-31,2.8731
2024-01-01,2.31444
2024-01-02,10.69433
2024-01-03,7.82122
2024-01-04,9.09816
2024-01-05,5.98563
2024-01-06,3.91061
2024-01-07,4.7885
2024-01-08,7.5818
2024-01-09,7.74142
2024-01-10,10.29529
2024-01-11,7.82122
2024-01-12,7.50199
2024-01-13,3.51157
2024-01-14,3.51157
2024-01-15,10.05586
2024-01-16,8.93854
2024-01-17,8.61931
2024-01-18,4.94812
2024-01-19,7.18276
2024-01-20,3.59138
2024-01-21,3.43176
2024-01-22,9.73663
2024-01-23,5.82601
2024-01-24,6.38467
2024-01-25,6.70391
2024-01-26,7.26256
2024-01-27,4.70869
2024-01-28,3.11252
2024-01-29,8.77893
2024-01-30,9.4972
2024-01-31,7.90103
2024-02-01,7.02314
2024-02-02,5.98563
2024-02-03,3.11252
2024-02-04,3.35195
2024-02-05,6.46448
2024-02-06,9.33758
2024-02-07,9.25778
2024-02-08,4.70869
2024-02-09,1.35674
2024-02-10,1.43655
2024-02-11,2.23463
2024-02-12,4.07023
2024-02-13,8.22027
2024-02-14,7.98084
2024-02-15,7.5818
2024-02-16,6.78371
2024-02-17,3.67118
2024-02-18,3.75099
2024-02-19,8.30007
2024-02-20,7.42218
2024-02-21,7.66161
2024-02-22,7.02314
2024-02-23,6.30486
2024-02-24,2.31444
2024-02-25,3.59138
2024-02-26,8.85873
2024-02-27,8.22027
2024-02-28,7.02314
2024-02-29,7.02314
2024-03-01,2.47406
2024-03-02,2.23463
2024-03-03,2.63367
2024-03-04,9.57701
2024-03-05,8.61931
2024-03-06,9.09816
2024-03-07,7.50199
2024-03-08,5.42697
2024-03-09,2.8731
2024-03-10,3.51157
2024-03-11,9.89624
2024-03-12,9.33758
2024-03-13,7.90103
2024-03-14,6.38467
2024-03-15,7.34237
2024-03-16,2.63367
2024-03-17,5.02793
2024-03-18,9.33758
2024-03-19,7.10295
2024-03-20,7.34237
