date,자동차보험료1년
2020-08-02,35.924
2020-08-03,49.05008
2020-08-04,42.83246
2020-08-05,47.49568
2020-08-06,45.76856
2020-08-07,47.49568
2020-08-08,28.67012
2020-08-09,29.53367
2020-08-10,50.7772
2020-08-11,53.54058
2020-08-12,54.57685
2020-08-13,56.30397
2020-08-14,43.3506
2020-08-15,31.4335
2020-08-16,27.11571
2020-08-17,49.56822
2020-08-18,54.40414
2020-08-19,54.05872
2020-08-20,49.3955
2020-08-21,47.15025
2020-08-22,34.19689
2020-08-23,34.3696
2020-08-24,55.09499
2020-08-25,57.34024
2020-08-26,48.01381
2020-08-27,54.05872
2020-08-28,53.71329
2020-08-29,33.33333
2020-08-30,32.64248
2020-08-31,54.23143
2020-09-01,48.87737
2020-09-02,56.47668
2020-09-03,46.45941
2020-09-04,46.45941
2020-09-05,37.65112
2020-09-06,36.61485
2020-09-07,57.68566
2020-09-08,59.7582
2020-09-09,55.95854
2020-09-10,52.3316
2020-09-11,50.08635
2020-09-12,35.23316
2020-09-13,33.50604
2020-09-14,53.88601
2020-09-15,56.64939
2020-09-16,59.06735
2020-09-17,45.76856
2020-09-18,40.93264
2020-09-19,32.81519
2020-09-20,35.23316
2020-09-21,48.53195
2020-09-22,47.8411
2020-09-23,49.3955
2020-09-24,42.14162
2020-09-25,43.17789
2020-09-26,28.32469
2020-09-27,32.46977
2020-09-28,49.22279
2020-09-29,41.7962
2020-09-30,26.07944
2020-10-01,25.04317
2020-10-02,31.95164
2020-10-03,33.16062
2020-10-04,35.23316
2020-10-05,61.13989
2020-10-06,53.02245
2020-10-07,52.50431
2020-10-08,52.15889
2020-10-09,33.16062
2020-10-10,32.64248
2020-10-11,34.88773
2020-10-12,54.23143
2020-10-13,59.7582
2020-10-14,45.25043
2020-10-15,45.76856
2020-10-16,42.65975
2020-10-17,29.53367
2020-10-18,26.77029
2020-10-19,48.53195
2020-10-20,58.89464
2020-10-21,51.29533
2020-10-22,48.01381
2020-10-23,43.69602
2020-10-24,29.53367
2020-10-25,36.09671
2020-10-26,55.78583
2020-10-27,49.22279
2020-10-28,51.46804
2020-10-29,44.04145
2020-10-30,41.27806
2020-10-31,35.06044
2020-11-01,31.08808
2020-11-02,51.12262
2020-11-03,53.36787
2020-11-04,41.27806
2020-11-05,43.69602
2020-11-06,44.21416
2020-11-07,30.39723
2020-11-08,34.3696
2020-11-09,52.15889
2020-11-10,56.8221
2020-11-11,49.56822
2020-11-12,45.76856
2020-11-13,38.16925
2020-11-14,25.21588
2020-11-15,28.67012
2020-11-16,53.36787
2020-11-17,47.49568
2020-11-18,48.70466
2020-11-19,43.52331
2020-11-20,35.40587
2020-11-21,33.33333
2020-11-22,35.40587
2020-11-23,49.05008
2020-11-24,49.91364
2020-11-25,46.11398
2020-11-26,48.18652
2020-11-27,47.66839
2020-11-28,29.18825
2020-11-29,33.33333
2020-11-30,48.53195
2020-12-01,46.63212
2020-12-02,47.32297
2020-12-03,46.11398
2020-12-04,44.21416
2020-12-05,30.22452
2020-12-06,38.68739
2020-12-07,53.02245
2020-12-08,57.85837
2020-12-09,46.63212
2020-12-10,48.87737
2020-12-11,55.78583
2020-12-12,34.3696
2020-12-13,34.3696
2020-12-14,50.60449
2020-12-15,55.95854
2020-12-16,54.05872
2020-12-17,50.43177
2020-12-18,41.62348
2020-12-19,31.08808
2020-12-20,31.60621
2020-12-21,57.16753
2020-12-22,56.13126
2020-12-23,41.7962
2020-12-24,46.45941
2020-12-25,29.01554
2020-12-26,34.54231
2020-12-27,34.71502
2020-12-28,60.96718
2020-12-29,53.88601
2020-12-30,55.78583
2020-12-31,46.45941
2021-01-01,31.60621
2021-01-02,39.55094
2021-01-03,41.45077
2021-01-04,70.2936
2021-01-05,58.72193
2021-01-06,59.24006
2021-01-07,43.86873
2021-01-08,52.84974
2021-01-09,32.64248
2021-01-10,40.06908
2021-01-11,62.34887
2021-01-12,59.41278
2021-01-13,64.2487
2021-01-14,71.84801
2021-01-15,56.64939
2021-01-16,42.48704
2021-01-17,37.30569
2021-01-18,65.28497
2021-01-19,56.30397
2021-01-20,54.05872
2021-01-21,55.09499
2021-01-22,46.45941
2021-01-23,35.40587
2021-01-24,37.99654
2021-01-25,54.92227
2021-01-26,60.79447
2021-01-27,56.47668
2021-01-28,48.53195
2021-01-29,55.44041
2021-01-30,34.88773
2021-01-31,37.99654
2021-02-01,48.18652
2021-02-02,49.74093
2021-02-03,45.59585
2021-02-04,39.72366
2021-02-05,47.66839
2021-02-06,26.77029
2021-02-07,29.36096
2021-02-08,45.94127
2021-02-09,50.43177
2021-02-10,46.45941
2021-02-11,30.39723
2021-02-12,26.77029
2021-02-13,25.56131
2021-02-14,41.27806
2021-02-15,54.92227
2021-02-16,59.93091
2021-02-17,51.12262
2021-02-18,53.54058
2021-02-19,43.52331
2021-02-20,34.19689
2021-02-21,32.46977
2021-02-22,55.09499
2021-02-23,54.92227
2021-02-24,50.7772
2021-02-25,57.34024
2021-02-26,44.04145
2021-02-27,27.80656
2021-02-28,31.95164
2021-03-01,34.3696
2021-03-02,54.57685
2021-03-03,48.01381
2021-03-04,47.32297
2021-03-05,44.21416
2021-03-06,31.77892
2021-03-07,34.54231
2021-03-08,49.3955
2021-03-09,48.53195
2021-03-10,55.09499
2021-03-11,46.45941
2021-03-12,38.34196
2021-03-13,28.15198
2021-03-14,30.56994
2021-03-15,47.66839
2021-03-16,45.76856
2021-03-17,46.45941
2021-03-18,46.45941
2021-03-19,37.47841
2021-03-20,29.18825
2021-03-21,30.74265
2021-03-22,55.61312
2021-03-23,43.00518
2021-03-24,40.58721
2021-03-25,46.2867
2021-03-26,36.96027
2021-03-27,27.46113
2021-03-28,30.22452
2021-03-29,44.21416
2021-03-30,44.905
2021-03-31,47.32297
2021-04-01,38.68739
2021-04-02,38.8601
2021-04-03,29.01554
2021-04-04,27.63385
2021-04-05,41.96891
2021-04-06,43.00518
2021-04-07,39.03281
2021-04-08,37.82383
2021-04-09,33.85146
2021-04-10,28.4974
2021-04-11,27.28842
2021-04-12,49.3955
2021-04-13,44.905
2021-04-14,39.37823
2021-04-15,40.4145
2021-04-16,42.48704
2021-04-17,26.943
2021-04-18,26.07944
2021-04-19,45.59585
2021-04-20,45.25043
2021-04-21,47.32297
2021-04-22,34.02417
2021-04-23,43.17789
2021-04-24,21.58894
2021-04-25,30.91537
2021-04-26,40.58721
2021-04-27,39.89637
2021-04-28,37.13298
2021-04-29,39.55094
2021-04-30,35.40587
2021-05-01,32.46977
2021-05-02,31.4335
2021-05-03,47.66839
2021-05-04,40.24179
2021-05-05,31.95164
2021-05-06,42.14162
2021-05-07,43.52331
2021-05-08,32.12435
2021-05-09,28.67012
2021-05-10,46.97754
2021-05-11,48.35924
2021-05-12,41.45077
2021-05-13,43.69602
2021-05-14,40.75993
2021-05-15,30.05181
2021-05-16,35.23316
2021-05-17,46.45941
2021-05-18,40.06908
2021-05-19,34.19689
2021-05-20,50.43177
2021-05-21,47.32297
2021-05-22,28.15198
2021-05-23,29.53367
2021-05-24,50.43177
2021-05-25,45.76856
2021-05-26,44.73229
2021-05-27,38.68739
2021-05-28,40.24179
2021-05-29,25.21588
2021-05-30,29.8791
2021-05-31,41.10535
2021-06-01,46.80483
2021-06-02,44.38687
2021-06-03,37.82383
2021-06-04,40.93264
2021-06-05,25.90673
2021-06-06,31.4335
2021-06-07,51.29533
2021-06-08,43.52331
2021-06-09,39.55094
2021-06-10,43.69602
2021-06-11,42.48704
2021-06-12,32.12435
2021-06-13,33.67875
2021-06-14,44.55958
2021-06-15,48.18652
2021-06-16,48.18652
2021-06-17,43.52331
2021-06-18,39.72366
2021-06-19,25.04317
2021-06-20,30.39723
2021-06-21,44.38687
2021-06-22,45.94127
2021-06-23,39.20552
2021-06-24,45.07772
2021-06-25,38.68739
2021-06-26,23.31606
2021-06-27,27.63385
2021-06-28,43.69602
2021-06-29,38.8601
2021-06-30,39.20552
2021-07-01,40.93264
2021-07-02,37.82383
2021-07-03,26.25215
2021-07-04,33.33333
2021-07-05,40.75993
2021-07-06,46.80483
2021-07-07,40.4145
2021-07-08,41.96891
2021-07-09,38.51468
2021-07-10,25.56131
2021-07-11,25.73402
2021-07-12,41.62348
2021-07-13,42.65975
2021-07-14,43.52331
2021-07-15,42.65975
2021-07-16,43.17789
2021-07-17,27.28842
2021-07-18,31.95164
2021-07-19,44.38687
2021-07-20,48.01381
2021-07-21,38.34196
2021-07-22,37.82383
2021-07-23,38.34196
2021-07-24,30.22452
2021-07-25,32.81519
2021-07-26,46.11398
2021-07-27,41.27806
2021-07-28,36.78756
2021-07-29,40.24179
2021-07-30,38.68739
2021-07-31,27.28842
2021-08-01,30.22452
2021-08-02,48.87737
2021-08-03,35.57858
2021-08-04,32.46977
2021-08-05,38.68739
2021-08-06,34.02417
2021-08-07,33.50604
2021-08-08,33.16062
2021-08-09,43.00518
2021-08-10,48.18652
2021-08-11,47.49568
2021-08-12,46.80483
2021-08-13,36.09671
2021-08-14,34.71502
2021-08-15,27.28842
2021-08-16,33.85146
2021-08-17,48.53195
2021-08-18,42.83246
2021-08-19,43.86873
2021-08-20,33.16062
2021-08-21,28.4974
2021-08-22,27.97927
2021-08-23,43.69602
2021-08-24,42.83246
2021-08-25,42.14162
2021-08-26,44.73229
2021-08-27,35.06044
2021-08-28,26.59758
2021-08-29,30.74265
2021-08-30,44.55958
2021-08-31,39.55094
2021-09-01,36.09671
2021-09-02,40.4145
2021-09-03,34.88773
2021-09-04,26.943
2021-09-05,30.22452
2021-09-06,39.72366
2021-09-07,37.30569
2021-09-08,36.96027
2021-09-09,35.06044
2021-09-10,33.85146
2021-09-11,28.67012
2021-09-12,26.07944
2021-09-13,42.31433
2021-09-14,40.75993
2021-09-15,38.16925
2021-09-16,34.3696
2021-09-17,27.46113
2021-09-18,22.97063
2021-09-19,18.13471
2021-09-20,22.10708
2021-09-21,23.14335
2021-09-22,27.80656
2021-09-23,40.75993
2021-09-24,40.4145
2021-09-25,27.11571
2021-09-26,22.79792
2021-09-27,46.45941
2021-09-28,42.65975
2021-09-29,40.93264
2021-09-30,38.16925
2021-10-01,31.95164
2021-10-02,23.66148
2021-10-03,26.42487
2021-10-04,34.71502
2021-10-05,46.11398
2021-10-06,43.3506
2021-10-07,43.3506
2021-10-08,37.65112
2021-10-09,26.59758
2021-10-10,24.52504
2021-10-11,28.4974
2021-10-12,40.58721
2021-10-13,45.07772
2021-10-14,38.68739
2021-10-15,39.55094
2021-10-16,23.14335
2021-10-17,24.52504
2021-10-18,40.75993
2021-10-19,35.57858
2021-10-20,31.77892
2021-10-21,36.09671
2021-10-22,34.19689
2021-10-23,20.20725
2021-10-24,24.87046
2021-10-25,37.47841
2021-10-26,37.65112
2021-10-27,36.78756
2021-10-28,35.40587
2021-10-29,33.16062
2021-10-30,20.72538
2021-10-31,23.31606
2021-11-01,35.06044
2021-11-02,39.55094
2021-11-03,33.85146
2021-11-04,33.67875
2021-11-05,33.50604
2021-11-06,20.8981
2021-11-07,25.3886
2021-11-08,45.42314
2021-11-09,38.34196
2021-11-10,36.44214
2021-11-11,28.15198
2021-11-12,34.71502
2021-11-13,18.48013
2021-11-14,27.46113
2021-11-15,42.14162
2021-11-16,34.19689
2021-11-17,37.99654
2021-11-18,37.82383
2021-11-19,32.46977
2021-11-20,22.27979
2021-11-21,22.10708
2021-11-22,31.60621
2021-11-23,33.16062
2021-11-24,32.81519
2021-11-25,33.16062
2021-11-26,31.08808
2021-11-27,20.20725
2021-11-28,21.41623
2021-11-29,36.26943
2021-11-30,41.27806
2021-12-01,34.02417
2021-12-02,33.85146
2021-12-03,35.75129
2021-12-04,22.79792
2021-12-05,21.24352
2021-12-06,37.99654
2021-12-07,38.34196
2021-12-08,30.56994
2021-12-09,33.16062
2021-12-10,32.64248
2021-12-11,23.83419
2021-12-12,24.35233
2021-12-13,44.55958
2021-12-14,38.68739
2021-12-15,36.44214
2021-12-16,44.73229
2021-12-17,36.26943
2021-12-18,23.14335
2021-12-19,27.11571
2021-12-20,43.17789
2021-12-21,35.57858
2021-12-22,40.24179
2021-12-23,40.24179
2021-12-24,29.18825
2021-12-25,24.35233
2021-12-26,26.07944
2021-12-27,42.14162
2021-12-28,38.8601
2021-12-29,36.61485
2021-12-30,34.54231
2021-12-31,33.50604
2022-01-01,30.91537
2022-01-02,38.34196
2022-01-03,48.70466
2022-01-04,49.3955
2022-01-05,46.97754
2022-01-06,50.7772
2022-01-07,43.69602
2022-01-08,30.22452
2022-01-09,31.60621
2022-01-10,52.50431
2022-01-11,50.94991
2022-01-12,45.76856
2022-01-13,52.3316
2022-01-14,43.86873
2022-01-15,31.08808
2022-01-16,31.60621
2022-01-17,54.23143
2022-01-18,53.36787
2022-01-19,52.50431
2022-01-20,44.905
2022-01-21,40.06908
2022-01-22,30.56994
2022-01-23,31.4335
2022-01-24,44.905
2022-01-25,37.47841
2022-01-26,43.52331
2022-01-27,37.13298
2022-01-28,39.03281
2022-01-29,36.09671
2022-01-30,22.62521
2022-01-31,21.93436
2022-02-01,28.15198
2022-02-02,32.46977
2022-02-03,54.05872
2022-02-04,43.69602
2022-02-05,32.12435
2022-02-06,25.04317
2022-02-07,42.48704
2022-02-08,43.69602
2022-02-09,38.68739
2022-02-10,34.71502
2022-02-11,37.65112
2022-02-12,26.943
2022-02-13,35.924
2022-02-14,39.89637
2022-02-15,44.73229
2022-02-16,45.94127
2022-02-17,43.17789
2022-02-18,33.50604
2022-02-19,27.28842
2022-02-20,30.22452
2022-02-21,38.34196
2022-02-22,36.09671
2022-02-23,37.65112
2022-02-24,40.75993
2022-02-25,38.68739
2022-02-26,27.80656
2022-02-27,25.73402
2022-02-28,43.17789
2022-03-01,29.70639
2022-03-02,39.20552
2022-03-03,34.19689
2022-03-04,35.40587
2022-03-05,22.4525
2022-03-06,27.28842
2022-03-07,40.06908
2022-03-08,33.67875
2022-03-09,26.42487
2022-03-10,36.61485
2022-03-11,32.64248
2022-03-12,27.11571
2022-03-13,28.84283
2022-03-14,42.31433
2022-03-15,39.03281
2022-03-16,35.23316
2022-03-17,38.34196
2022-03-18,33.50604
2022-03-19,25.90673
2022-03-20,26.25215
2022-03-21,37.99654
2022-03-22,40.24179
2022-03-23,31.95164
2022-03-24,27.63385
2022-03-25,30.91537
2022-03-26,22.62521
2022-03-27,28.15198
2022-03-28,36.26943
2022-03-29,29.18825
2022-03-30,39.37823
2022-03-31,31.4335
2022-04-01,37.82383
2022-04-02,21.76165
2022-04-03,27.97927
2022-04-04,36.96027
2022-04-05,33.50604
2022-04-06,34.71502
2022-04-07,29.53367
2022-04-08,29.53367
2022-04-09,21.76165
2022-04-10,24.35233
2022-04-11,39.55094
2022-04-12,39.72366
2022-04-13,41.27806
2022-04-14,32.98791
2022-04-15,31.26079
2022-04-16,26.25215
2022-04-17,23.48877
2022-04-18,37.82383
2022-04-19,38.51468
2022-04-20,31.77892
2022-04-21,36.96027
2022-04-22,29.18825
2022-04-23,19.5164
2022-04-24,29.8791
2022-04-25,38.68739
2022-04-26,34.3696
2022-04-27,39.37823
2022-04-28,35.23316
2022-04-29,35.23316
2022-04-30,20.37996
2022-05-01,26.25215
2022-05-02,35.06044
2022-05-03,33.50604
2022-05-04,37.13298
2022-05-05,22.79792
2022-05-06,27.97927
2022-05-07,19.68911
2022-05-08,25.3886
2022-05-09,39.55094
2022-05-10,36.44214
2022-05-11,35.924
2022-05-12,35.75129
2022-05-13,30.91537
2022-05-14,24.0069
2022-05-15,20.37996
2022-05-16,37.65112
2022-05-17,37.82383
2022-05-18,39.37823
2022-05-19,36.09671
2022-05-20,33.16062
2022-05-21,18.82556
2022-05-22,20.72538
2022-05-23,36.09671
2022-05-24,39.20552
2022-05-25,33.85146
2022-05-26,34.3696
2022-05-27,28.4974
2022-05-28,22.4525
2022-05-29,23.48877
2022-05-30,39.20552
2022-05-31,32.29706
2022-06-01,22.27979
2022-06-02,32.29706
2022-06-03,39.89637
2022-06-04,17.09844
2022-06-05,24.52504
2022-06-06,29.53367
2022-06-07,42.65975
2022-06-08,37.99654
2022-06-09,34.3696
2022-06-10,38.8601
2022-06-11,21.93436
2022-06-12,24.35233
2022-06-13,37.47841
2022-06-14,44.905
2022-06-15,43.69602
2022-06-16,36.96027
2022-06-17,29.8791
2022-06-18,18.48013
2022-06-19,22.79792
2022-06-20,39.03281
2022-06-21,40.58721
2022-06-22,33.67875
2022-06-23,33.67875
2022-06-24,26.25215
2022-06-25,23.31606
2022-06-26,22.79792
2022-06-27,38.68739
2022-06-28,33.33333
2022-06-29,34.02417
2022-06-30,32.12435
2022-07-01,37.30569
2022-07-02,23.48877
2022-07-03,22.4525
2022-07-04,36.09671
2022-07-05,35.57858
2022-07-06,37.82383
2022-07-07,29.8791
2022-07-08,26.77029
2022-07-09,19.86183
2022-07-10,22.62521
2022-07-11,40.4145
2022-07-12,35.924
2022-07-13,31.4335
2022-07-14,40.24179
2022-07-15,31.08808
2022-07-16,20.37996
2022-07-17,23.83419
2022-07-18,36.61485
2022-07-19,38.34196
2022-07-20,35.06044
2022-07-21,32.46977
2022-07-22,31.08808
2022-07-23,21.93436
2022-07-24,22.62521
2022-07-25,35.924
2022-07-26,41.96891
2022-07-27,38.68739
2022-07-28,31.60621
2022-07-29,29.18825
2022-07-30,21.24352
2022-07-31,21.24352
2022-08-01,35.57858
2022-08-02,39.20552
2022-08-03,34.71502
2022-08-04,31.77892
2022-08-05,27.63385
2022-08-06,19.17098
2022-08-07,21.24352
2022-08-08,35.40587
2022-08-09,36.78756
2022-08-10,37.99654
2022-08-11,33.85146
2022-08-12,29.36096
2022-08-13,21.93436
2022-08-14,20.55267
2022-08-15,22.97063
2022-08-16,37.47841
2022-08-17,38.8601
2022-08-18,34.88773
2022-08-19,34.54231
2022-08-20,20.72538
2022-08-21,25.90673
2022-08-22,36.09671
2022-08-23,35.23316
2022-08-24,35.75129
2022-08-25,38.51468
2022-08-26,31.4335
2022-08-27,18.99827
2022-08-28,17.09844
2022-08-29,34.02417
2022-08-30,34.54231
2022-08-31,29.53367
2022-09-01,37.82383
2022-09-02,33.16062
2022-09-03,19.17098
2022-09-04,17.962
2022-09-05,27.46113
2022-09-06,28.32469
2022-09-07,31.4335
2022-09-08,25.3886
2022-09-09,20.20725
2022-09-10,19.5164
2022-09-11,19.5164
2022-09-12,26.77029
2022-09-13,43.3506
2022-09-14,36.96027
2022-09-15,37.13298
2022-09-16,34.3696
2022-09-17,22.62521
2022-09-18,19.86183
2022-09-19,35.924
2022-09-20,32.81519
2022-09-21,31.95164
2022-09-22,31.08808
2022-09-23,28.84283
2022-09-24,22.4525
2022-09-25,22.79792
2022-09-26,32.29706
2022-09-27,35.924
2022-09-28,33.50604
2022-09-29,32.81519
2022-09-30,24.35233
2022-10-01,24.0069
2022-10-02,18.48013
2022-10-03,20.72538
2022-10-04,42.14162
2022-10-05,34.54231
2022-10-06,37.47841
2022-10-07,29.36096
2022-10-08,19.86183
2022-10-09,19.68911
2022-10-10,20.37996
2022-10-11,32.46977
2022-10-12,35.924
2022-10-13,30.39723
2022-10-14,27.80656
2022-10-15,20.8981
2022-10-16,19.5164
2022-10-17,39.72366
2022-10-18,31.4335
2022-10-19,28.4974
2022-10-20,30.05181
2022-10-21,27.63385
2022-10-22,20.37996
2022-10-23,22.79792
2022-10-24,37.30569
2022-10-25,43.00518
2022-10-26,29.18825
2022-10-27,27.28842
2022-10-28,27.97927
2022-10-29,20.03454
2022-10-30,22.62521
2022-10-31,33.85146
2022-11-01,37.99654
2022-11-02,34.54231
2022-11-03,30.56994
2022-11-04,27.46113
2022-11-05,22.62521
2022-11-06,18.99827
2022-11-07,35.75129
2022-11-08,39.89637
2022-11-09,35.924
2022-11-10,36.26943
2022-11-11,36.61485
2022-11-12,20.03454
2022-11-13,22.27979
2022-11-14,38.16925
2022-11-15,39.72366
2022-11-16,34.3696
2022-11-17,30.74265
2022-11-18,32.29706
2022-11-19,22.27979
2022-11-20,22.97063
2022-11-21,33.16062
2022-11-22,33.67875
2022-11-23,31.26079
2022-11-24,31.4335
2022-11-25,29.36096
2022-11-26,17.962
2022-11-27,23.14335
2022-11-28,31.60621
2022-11-29,30.39723
2022-11-30,32.12435
2022-12-01,34.19689
2022-12-02,26.42487
2022-12-03,15.0259
2022-12-04,24.0069
2022-12-05,35.40587
2022-12-06,36.44214
2022-12-07,38.8601
2022-12-08,32.29706
2022-12-09,31.4335
2022-12-10,19.68911
2022-12-11,19.86183
2022-12-12,36.61485
2022-12-13,40.24179
2022-12-14,39.03281
2022-12-15,38.34196
2022-12-16,35.57858
2022-12-17,25.56131
2022-12-18,24.17962
2022-12-19,40.4145
2022-12-20,43.17789
2022-12-21,38.68739
2022-12-22,35.06044
2022-12-23,34.54231
2022-12-24,18.13471
2022-12-25,21.07081
2022-12-26,41.7962
2022-12-27,39.03281
2022-12-28,37.47841
2022-12-29,46.63212
2022-12-30,34.88773
2022-12-31,25.21588
2023-01-01,30.56994
2023-01-02,54.92227
2023-01-03,51.46804
2023-01-04,49.74093
2023-01-05,46.11398
2023-01-06,41.27806
2023-01-07,26.77029
2023-01-08,34.19689
2023-01-09,50.60449
2023-01-10,48.70466
2023-01-11,67.35751
2023-01-12,60.10362
2023-01-13,42.14162
2023-01-14,31.95164
2023-01-15,35.40587
2023-01-16,55.44041
2023-01-17,48.87737
2023-01-18,44.21416
2023-01-19,36.09671
2023-01-20,37.47841
2023-01-21,24.52504
2023-01-22,26.42487
2023-01-23,28.67012
2023-01-24,26.42487
2023-01-25,48.53195
2023-01-26,51.12262
2023-01-27,44.905
2023-01-28,35.23316
2023-01-29,32.46977
2023-01-30,48.35924
2023-01-31,50.7772
2023-02-01,45.07772
2023-02-02,39.03281
2023-02-03,34.71502
2023-02-04,28.15198
2023-02-05,32.46977
2023-02-06,41.27806
2023-02-07,43.00518
2023-02-08,40.93264
2023-02-09,41.7962
2023-02-10,34.3696
2023-02-11,30.56994
2023-02-12,29.01554
2023-02-13,44.04145
2023-02-14,43.86873
2023-02-15,45.76856
2023-02-16,41.45077
2023-02-17,31.60621
2023-02-18,24.0069
2023-02-19,29.53367
2023-02-20,44.04145
2023-02-21,36.26943
2023-02-22,38.8601
2023-02-23,36.09671
2023-02-24,37.47841
2023-02-25,22.79792
2023-02-26,29.18825
2023-02-27,45.42314
2023-02-28,39.20552
2023-03-01,34.02417
2023-03-02,41.10535
2023-03-03,32.64248
2023-03-04,25.3886
2023-03-05,26.42487
2023-03-06,40.58721
2023-03-07,36.26943
2023-03-08,34.71502
2023-03-09,35.75129
2023-03-10,31.60621
2023-03-11,24.87046
2023-03-12,23.83419
2023-03-13,44.55958
2023-03-14,43.52331
2023-03-15,35.23316
2023-03-16,42.14162
2023-03-17,28.84283
2023-03-18,26.07944
2023-03-19,23.31606
2023-03-20,40.06908
2023-03-21,38.16925
2023-03-22,39.37823
2023-03-23,39.37823
2023-03-24,31.95164
2023-03-25,29.01554
2023-03-26,31.60621
2023-03-27,46.45941
2023-03-28,41.10535
2023-03-29,43.17789
2023-03-30,46.80483
2023-03-31,43.17789
2023-04-01,31.60621
2023-04-02,31.08808
2023-04-03,45.42314
2023-04-04,40.75993
2023-04-05,37.99654
2023-04-06,31.4335
2023-04-07,34.71502
2023-04-08,21.24352
2023-04-09,22.10708
2023-04-10,40.4145
2023-04-11,39.03281
2023-04-12,35.924
2023-04-13,32.46977
2023-04-14,35.23316
2023-04-15,21.58894
2023-04-16,23.14335
2023-04-17,41.96891
2023-04-18,35.924
2023-04-19,34.3696
2023-04-20,33.85146
2023-04-21,24.0069
2023-04-22,19.17098
2023-04-23,20.03454
2023-04-24,40.4145
2023-04-25,38.8601
2023-04-26,48.53195
2023-04-27,39.55094
2023-04-28,40.4145
2023-04-29,34.3696
2023-04-30,24.52504
2023-05-01,28.4974
2023-05-02,43.17789
2023-05-03,35.75129
2023-05-04,34.54231
2023-05-05,25.73402
2023-05-06,24.52504
2023-05-07,27.63385
2023-05-08,39.03281
2023-05-09,38.34196
2023-05-10,37.13298
2023-05-11,49.74093
2023-05-12,41.45077
2023-05-13,39.72366
2023-05-14,39.55094
2023-05-15,43.00518
2023-05-16,35.40587
2023-05-17,34.3696
2023-05-18,34.54231
2023-05-19,36.78756
2023-05-20,20.37996
2023-05-21,25.73402
2023-05-22,40.4145
2023-05-23,36.96027
2023-05-24,30.91537
2023-05-25,30.74265
2023-05-26,30.74265
2023-05-27,22.27979
2023-05-28,20.72538
2023-05-29,24.35233
