date,배당금상위종목
2020-06-24,3.18074
2020-06-25,2.92284
2020-06-26,2.96582
2020-06-27,1.48291
2020-06-28,1.99871
2020-06-29,2.2566
2020-06-30,1.86976
2020-07-01,1.89125
2020-07-02,2.36406
2020-07-03,4.38426
2020-07-04,2.45003
2020-07-05,2.55748
2020-07-06,3.2667
2020-07-07,3.95443
2020-07-08,2.96582
2020-07-09,2.85837
2020-07-10,2.23511
2020-07-11,1.99871
2020-07-12,1.78379
2020-07-13,2.53599
2020-07-14,2.87986
2020-07-15,2.7724
2020-07-16,2.42854
2020-07-17,2.57898
2020-07-18,1.65484
2020-07-19,1.91274
2020-07-20,3.07328
2020-07-21,2.60047
2020-07-22,3.18074
2020-07-23,3.24521
2020-07-24,2.90135
2020-07-25,1.67633
2020-07-26,1.86976
2020-07-27,3.00881
2020-07-28,3.15925
2020-07-29,3.07328
2020-07-30,3.0303
2020-07-31,2.79389
2020-08-01,1.52589
2020-08-02,1.93423
2020-08-03,3.0303
2020-08-04,3.2667
2020-08-05,3.07328
2020-08-06,3.95443
2020-08-07,18.61164
2020-08-08,13.94799
2020-08-09,14.1629
2020-08-10,26.75693
2020-08-11,30.23855
2020-08-12,29.40038
2020-08-13,28.8416
2020-08-14,26.95035
2020-08-15,17.53707
2020-08-16,15.25897
2020-08-17,18.74059
2020-08-18,25.72533
2020-08-19,25.03761
2020-08-20,26.60649
2020-08-21,22.97442
2020-08-22,15.83924
2020-08-23,14.1629
2020-08-24,21.94283
2020-08-25,23.96303
2020-08-26,27.59509
2020-08-27,23.42574
2020-08-28,21.94283
2020-08-29,16.16161
2020-08-30,18.76208
2020-08-31,26.15516
2020-09-01,25.03761
2020-09-02,27.59509
2020-09-03,30.75435
2020-09-04,30.41048
2020-09-05,20.39544
2020-09-06,21.47001
2020-09-07,32.08682
2020-09-08,33.31184
2020-09-09,33.97807
2020-09-10,35.1816
2020-09-11,32.36621
2020-09-12,20.00859
2020-09-13,20.41693
2020-09-14,32.88201
2020-09-15,31.93638
2020-09-16,31.35611
2020-09-17,28.82011
2020-09-18,28.71265
2020-09-19,20.18052
2020-09-20,29.42187
2020-09-21,35.1816
2020-09-22,33.82763
2020-09-23,31.03374
2020-09-24,28.86309
2020-09-25,24.50032
2020-09-26,15.45239
2020-09-27,16.37653
2020-09-28,22.07178
2020-09-29,21.87835
2020-09-30,15.88222
2020-10-01,13.10982
2020-10-02,13.08833
2020-10-03,17.709
2020-10-04,18.7191
2020-10-05,27.81001
2020-10-06,28.19686
2020-10-07,27.61659
2020-10-08,21.89984
2020-10-09,16.84934
2020-10-10,14.72168
2020-10-11,16.78486
2020-10-12,27.68106
2020-10-13,26.15516
2020-10-14,25.08059
2020-10-15,24.8012
2020-10-16,22.37266
2020-10-17,13.84053
2020-10-18,14.63571
2020-10-19,22.93144
2020-10-20,23.83408
2020-10-21,26.67096
2020-10-22,24.97313
2020-10-23,22.56608
2020-10-24,13.38921
2020-10-25,14.89361
2020-10-26,20.245
2020-10-27,21.31957
2020-10-28,20.54588
2020-10-29,19.01998
2020-10-30,18.67612
2020-10-31,10.98216
2020-11-01,10.68128
2020-11-02,15.38792
2020-11-03,18.11734
2020-11-04,16.84934
2020-11-05,21.83537
2020-11-06,19.21341
2020-11-07,16.16161
2020-11-08,13.69009
2020-11-09,24.5433
2020-11-10,25.20954
2020-11-11,28.97055
2020-11-12,26.34859
2020-11-13,22.80249
2020-11-14,13.38921
2020-11-15,15.15151
2020-11-16,31.18418
2020-11-17,30.53943
2020-11-18,33.29035
2020-11-19,27.55211
2020-11-20,25.94025
2020-11-21,17.2147
2020-11-22,14.80765
2020-11-23,28.23984
2020-11-24,30.94777
2020-11-25,34.08553
2020-11-26,39.45841
2020-11-27,31.57102
2020-11-28,21.57747
2020-11-29,22.58757
2020-11-30,38.53427
2020-12-01,37.52417
2020-12-02,41.99441
2020-12-03,41.82248
2020-12-04,37.13733
2020-12-05,24.30689
2020-12-06,26.95035
2020-12-07,36.92241
2020-12-08,36.62153
2020-12-09,37.48119
2020-12-10,41.77949
2020-12-11,40.76939
2020-12-12,23.25381
2020-12-13,24.86567
2020-12-14,45.19664
2020-12-15,41.90844
2020-12-16,46.55061
2020-12-17,41.37115
2020-12-18,37.11583
2020-12-19,26.09069
2020-12-20,26.17666
2020-12-21,39.39393
2020-12-22,42.46722
2020-12-23,52.20287
2020-12-24,64.96883
2020-12-25,32.60262
2020-12-26,32.43068
2020-12-27,38.68471
2020-12-28,100.0
2020-12-29,55.96389
2020-12-30,39.7378
2020-12-31,22.99591
2021-01-01,16.35503
2021-01-02,15.47388
2021-01-03,18.977
2021-01-04,34.53685
2021-01-05,32.96797
2021-01-06,33.54824
2021-01-07,33.59123
2021-01-08,37.02987
2021-01-09,26.73543
2021-01-10,25.33849
2021-01-11,38.68471
2021-01-12,37.67461
2021-01-13,33.11841
2021-01-14,33.11841
2021-01-15,28.06791
2021-01-16,20.15903
2021-01-17,19.04147
2021-01-18,25.27401
2021-01-19,29.33591
2021-01-20,29.18547
2021-01-21,30.19557
2021-01-22,27.98194
2021-01-23,20.43842
2021-01-24,20.9972
2021-01-25,30.28153
2021-01-26,33.84912
2021-01-27,31.50655
2021-01-28,43.45583
2021-01-29,32.21577
2021-01-30,21.83537
2021-01-31,18.977
2021-02-01,25.40296
2021-02-02,26.77842
2021-02-03,44.42295
2021-02-04,38.94261
2021-02-05,27.35869
2021-02-06,19.7292
2021-02-07,19.27788
2021-02-08,28.73415
2021-02-09,28.71265
2021-02-10,26.39157
2021-02-11,17.47259
2021-02-12,19.57876
2021-02-13,17.88093
2021-02-14,19.79368
2021-02-15,35.46099
2021-02-16,40.38254
2021-02-17,34.55834
2021-02-18,32.25875
2021-02-19,29.14248
2021-02-20,22.84547
2021-02-21,24.15645
2021-02-22,32.53814
2021-02-23,32.73157
2021-02-24,32.83902
2021-02-25,32.40919
2021-02-26,32.98946
2021-02-27,19.96561
2021-02-28,21.79239
2021-03-01,20.93273
2021-03-02,22.95293
2021-03-03,28.19686
2021-03-04,31.33462
2021-03-05,26.62798
2021-03-06,18.37524
2021-03-07,20.69632
2021-03-08,27.18676
2021-03-09,27.25123
2021-03-10,26.67096
2021-03-11,27.8315
2021-03-12,24.5433
2021-03-13,19.44981
2021-03-14,20.13754
2021-03-15,27.44465
2021-03-16,28.23984
2021-03-17,29.16398
2021-03-18,31.67848
2021-03-19,28.30431
2021-03-20,18.7191
2021-03-21,21.87835
2021-03-22,25.14506
2021-03-23,26.21964
2021-03-24,26.3271
2021-03-25,24.13496
2021-03-26,25.23103
2021-03-27,18.86954
2021-03-28,17.27917
2021-03-29,26.54201
2021-03-30,29.33591
2021-03-31,28.02493
2021-04-01,28.54072
2021-04-02,25.18805
2021-04-03,18.7191
2021-04-04,20.03008
2021-04-05,24.95164
2021-04-06,26.52052
2021-04-07,25.87577
2021-04-08,25.0591
2021-04-09,29.76574
2021-04-10,17.02127
2021-04-11,16.91381
2021-04-12,25.5534
2021-04-13,27.31571
2021-04-14,29.05652
2021-04-15,30.94777
2021-04-16,43.99312
2021-04-17,25.72533
2021-04-18,21.62045
2021-04-19,28.82011
2021-04-20,30.81882
2021-04-21,31.14119
2021-04-22,31.61401
2021-04-23,30.73286
2021-04-24,18.7191
2021-04-25,18.03137
2021-04-26,26.71394
2021-04-27,24.88716
2021-04-28,23.68364
2021-04-29,22.95293
2021-04-30,21.68493
2021-05-01,16.87083
2021-05-02,15.21598
2021-05-03,20.65334
2021-05-04,21.10466
2021-05-05,19.90113
2021-05-06,19.83666
2021-05-07,18.65463
2021-05-08,16.48398
2021-05-09,17.75198
2021-05-10,23.2753
2021-05-11,23.33978
2021-05-12,21.70642
2021-05-13,19.87964
2021-05-14,18.33225
2021-05-15,13.6471
2021-05-16,15.25897
2021-05-17,17.49408
2021-05-18,26.60649
2021-05-19,21.08317
2021-05-20,20.7393
2021-05-21,20.05157
2021-05-22,15.30195
2021-05-23,14.63571
2021-05-24,17.709
2021-05-25,24.24242
2021-05-26,21.85686
2021-05-27,22.69503
2021-05-28,23.46872
2021-05-29,15.60283
2021-05-30,18.84805
2021-05-31,25.46744
2021-06-01,26.58499
2021-06-02,24.13496
2021-06-03,24.82269
2021-06-04,20.86825
2021-06-05,13.49666
2021-06-06,15.47388
2021-06-07,22.24371
2021-06-08,22.02879
2021-06-09,22.90995
2021-06-10,21.04018
2021-06-11,20.11605
2021-06-12,13.79754
2021-06-13,12.72297
2021-06-14,20.78229
2021-06-15,23.08188
2021-06-16,23.29679
2021-06-17,23.87706
2021-06-18,23.76961
2021-06-19,14.03395
2021-06-20,15.4309
2021-06-21,21.98581
2021-06-22,21.72791
2021-06-23,26.09069
2021-06-24,24.69374
2021-06-25,22.65205
2021-06-26,16.56995
2021-06-27,16.09714
2021-06-28,33.72018
2021-06-29,19.40683
2021-06-30,16.76337
2021-07-01,16.52697
2021-07-02,16.20459
2021-07-03,13.47517
2021-07-04,16.05415
2021-07-05,19.4928
2021-07-06,20.13754
2021-07-07,18.69761
2021-07-08,16.59144
2021-07-09,16.29056
2021-07-10,9.24134
2021-07-11,10.48785
2021-07-12,14.1629
2021-07-13,15.00107
2021-07-14,16.84934
2021-07-15,16.29056
2021-07-16,13.56114
2021-07-17,10.29443
2021-07-18,10.29443
2021-07-19,15.38792
2021-07-20,15.10853
2021-07-21,14.97958
2021-07-22,16.14012
2021-07-23,17.06425
2021-07-24,9.58521
2021-07-25,9.67117
2021-07-26,13.04534
2021-07-27,15.62432
2021-07-28,14.89361
2021-07-29,18.37524
2021-07-30,16.14012
2021-07-31,11.49795
2021-08-01,10.81022
2021-08-02,13.19578
2021-08-03,16.72039
2021-08-04,17.60154
2021-08-05,17.04276
2021-08-06,22.58757
2021-08-07,13.6686
2021-08-08,13.34622
2021-08-09,20.43842
2021-08-10,22.95293
2021-08-11,22.22222
2021-08-12,24.41435
2021-08-13,21.44852
2021-08-14,13.84053
2021-08-15,12.65849
2021-08-16,13.58263
2021-08-17,21.83537
2021-08-18,31.69997
2021-08-19,27.18676
2021-08-20,23.14635
2021-08-21,15.45239
2021-08-22,14.18439
2021-08-23,20.54588
2021-08-24,19.75069
2021-08-25,20.05157
2021-08-26,21.513
2021-08-27,18.74059
2021-08-28,11.75585
2021-08-29,12.33612
2021-08-30,18.16032
2021-08-31,19.08446
2021-09-01,22.90995
2021-09-02,22.86696
2021-09-03,19.10595
2021-09-04,12.70148
2021-09-05,12.27165
2021-09-06,18.11734
2021-09-07,18.00988
2021-09-08,17.83795
2021-09-09,21.7494
2021-09-10,18.48269
2021-09-11,10.83172
2021-09-12,12.05673
2021-09-13,17.02127
2021-09-14,18.67612
2021-09-15,17.92392
2021-09-16,18.65463
2021-09-17,17.32215
2021-09-18,11.17558
2021-09-19,10.31592
2021-09-20,9.69267
2021-09-21,11.30453
2021-09-22,14.29185
2021-09-23,23.16784
2021-09-24,20.61035
2021-09-25,13.38921
2021-09-26,13.26026
2021-09-27,19.96561
2021-09-28,20.20202
2021-09-29,22.11476
2021-09-30,20.4814
2021-10-01,17.1932
2021-10-02,11.32602
2021-10-03,12.33612
2021-10-04,15.30195
2021-10-05,19.94412
2021-10-06,23.0174
2021-10-07,20.37395
2021-10-08,17.77347
2021-10-09,12.09972
2021-10-10,12.44358
2021-10-11,12.22866
2021-10-12,16.99978
2021-10-13,19.34235
2021-10-14,19.10595
2021-10-15,17.49408
2021-10-16,13.77605
2021-10-17,11.79883
2021-10-18,16.24758
2021-10-19,19.19191
2021-10-20,17.79497
2021-10-21,17.27917
2021-10-22,14.01246
2021-10-23,9.19836
2021-10-24,10.48785
2021-10-25,16.50548
2021-10-26,18.80507
2021-10-27,16.16161
2021-10-28,19.77218
2021-10-29,16.74188
2021-10-30,8.83301
2021-10-31,10.22995
2021-11-01,14.89361
2021-11-02,19.66473
2021-11-03,17.25768
2021-11-04,17.32215
2021-11-05,17.51558
2021-11-06,10.42338
2021-11-07,8.83301
2021-11-08,16.65592
2021-11-09,17.73049
2021-11-10,16.441
2021-11-11,15.4309
2021-11-12,15.06554
2021-11-13,8.94046
2021-11-14,10.20846
2021-11-15,16.72039
2021-11-16,16.22609
2021-11-17,23.72662
2021-11-18,19.4928
2021-11-19,15.40941
2021-11-20,9.28433
2021-11-21,9.06941
2021-11-22,16.61293
2021-11-23,16.39802
2021-11-24,15.71029
2021-11-25,16.1831
2021-11-26,14.18439
2021-11-27,8.72555
2021-11-28,18.59015
2021-11-29,25.87577
2021-11-30,24.049
2021-12-01,19.38534
2021-12-02,20.97571
2021-12-03,18.69761
2021-12-04,14.50676
2021-12-05,12.95938
2021-12-06,18.89103
2021-12-07,20.56737
2021-12-08,19.85815
2021-12-09,19.4713
2021-12-10,15.32344
2021-12-11,9.24134
2021-12-12,11.369
2021-12-13,22.2652
2021-12-14,20.03008
2021-12-15,18.03137
2021-12-16,18.52568
2021-12-17,21.2551
2021-12-18,12.25016
2021-12-19,10.8747
2021-12-20,19.70771
2021-12-21,20.15903
2021-12-22,21.85686
2021-12-23,23.76961
2021-12-24,26.99333
2021-12-25,13.86202
2021-12-26,15.64581
2021-12-27,42.08037
2021-12-28,56.52267
2021-12-29,32.04384
2021-12-30,18.18181
2021-12-31,11.369
2022-01-01,8.42467
2022-01-02,10.29443
2022-01-03,15.32344
2022-01-04,12.50805
2022-01-05,12.52955
2022-01-06,11.28304
2022-01-07,10.27294
2022-01-08,7.93036
2022-01-09,9.19836
2022-01-10,11.56243
2022-01-11,12.67999
2022-01-12,11.34751
2022-01-13,11.6269
2022-01-14,11.66989
2022-01-15,6.89877
2022-01-16,7.50053
2022-01-17,11.3905
2022-01-18,11.64839
2022-01-19,12.80894
2022-01-20,14.6787
2022-01-21,12.42209
2022-01-22,8.23124
2022-01-23,8.18826
2022-01-24,12.61551
2022-01-25,15.47388
2022-01-26,21.44852
2022-01-27,29.03503
2022-01-28,23.83408
2022-01-29,13.56114
2022-01-30,9.56372
2022-01-31,10.1225
2022-02-01,10.22995
2022-02-02,10.50934
2022-02-03,17.94541
2022-02-04,16.41951
2022-02-05,11.369
2022-02-06,11.97077
2022-02-07,15.40941
2022-02-08,15.88222
2022-02-09,18.95551
2022-02-10,15.49537
2022-02-11,13.47517
2022-02-12,9.47775
2022-02-13,10.18697
2022-02-14,13.23877
2022-02-15,13.92649
2022-02-16,13.28175
2022-02-17,15.77476
2022-02-18,12.76595
2022-02-19,8.8545
2022-02-20,9.15538
2022-02-21,12.637
2022-02-22,12.93788
2022-02-23,13.56114
2022-02-24,16.87083
2022-02-25,17.94541
2022-02-26,10.31592
2022-02-27,9.32731
2022-02-28,11.84182
2022-03-01,10.91768
2022-03-02,13.10982
2022-03-03,15.34493
2022-03-04,13.43219
2022-03-05,8.74704
2022-03-06,8.46765
2022-03-07,12.16419
2022-03-08,11.97077
2022-03-09,8.81151
2022-03-10,11.11111
2022-03-11,12.42209
2022-03-12,8.94046
2022-03-13,9.84311
2022-03-14,12.20717
2022-03-15,12.4006
2022-03-16,12.55104
2022-03-17,15.21598
2022-03-18,13.86202
2022-03-19,11.04663
2022-03-20,9.13389
2022-03-21,12.1427
2022-03-22,12.55104
2022-03-23,12.91639
2022-03-24,14.70019
2022-03-25,12.33612
2022-03-26,10.74575
2022-03-27,9.90758
2022-03-28,12.52955
2022-03-29,13.4107
2022-03-30,13.94799
2022-03-31,17.06425
2022-04-01,13.08833
2022-04-02,10.05802
2022-04-03,9.43477
2022-04-04,13.51816
2022-04-05,15.04405
2022-04-06,13.58263
2022-04-07,15.77476
2022-04-08,18.63313
2022-04-09,13.08833
2022-04-10,10.48785
2022-04-11,13.99097
2022-04-12,13.36771
2022-04-13,14.01246
2022-04-14,16.14012
2022-04-15,18.54717
2022-04-16,8.87599
2022-04-17,8.87599
2022-04-18,11.8848
2022-04-19,13.19578
2022-04-20,14.89361
2022-04-21,18.28927
2022-04-22,17.36514
2022-04-23,9.0909
2022-04-24,7.97335
2022-04-25,11.17558
2022-04-26,11.49795
2022-04-27,14.39931
2022-04-28,12.74446
2022-04-29,12.72297
2022-04-30,7.50053
2022-05-01,7.13518
2022-05-02,8.61809
2022-05-03,11.21856
2022-05-04,9.58521
2022-05-05,6.01762
2022-05-06,8.79002
2022-05-07,5.5663
2022-05-08,6.8128
2022-05-09,8.91897
2022-05-10,10.63829
2022-05-11,9.17687
2022-05-12,9.95056
2022-05-13,9.97206
2022-05-14,5.95314
2022-05-15,5.43735
2022-05-16,8.55362
2022-05-17,12.80894
2022-05-18,9.0909
2022-05-19,10.03653
2022-05-20,9.19836
2022-05-21,5.26542
2022-05-22,4.64216
2022-05-23,6.55491
2022-05-24,8.0808
2022-05-25,7.86589
2022-05-26,7.99484
2022-05-27,6.8343
2022-05-28,4.77111
2022-05-29,5.50182
2022-05-30,7.3286
2022-05-31,8.14528
2022-06-01,6.89877
2022-06-02,7.19965
2022-06-03,7.67246
2022-06-04,5.26542
2022-06-05,4.14786
2022-06-06,5.48033
2022-06-07,6.8343
2022-06-08,6.68385
2022-06-09,6.87728
2022-06-10,6.16806
2022-06-11,4.38426
2022-06-12,5.17945
2022-06-13,8.76853
2022-06-14,9.97206
2022-06-15,9.52073
2022-06-16,8.63958
2022-06-17,9.54223
2022-06-18,7.5865
2022-06-19,5.26542
2022-06-20,10.29443
2022-06-21,9.0909
2022-06-22,9.41328
2022-06-23,10.40189
2022-06-24,8.96196
2022-06-25,5.24392
2022-06-26,5.41586
2022-06-27,7.15667
2022-06-28,8.5966
2022-06-29,7.97335
2022-06-30,7.54352
2022-07-01,6.64087
2022-07-02,4.01891
2022-07-03,3.93294
2022-07-04,6.79131
2022-07-05,6.70535
2022-07-06,6.46894
2022-07-07,5.78121
2022-07-08,5.5448
2022-07-09,3.61057
2022-07-10,4.12637
2022-07-11,5.20094
2022-07-12,5.52331
2022-07-13,5.52331
2022-07-14,6.21104
2022-07-15,5.65226
2022-07-16,3.61057
2022-07-17,3.82548
2022-07-18,5.50182
2022-07-19,6.25402
2022-07-20,6.29701
2022-07-21,6.79131
2022-07-22,5.5448
2022-07-23,4.38426
2022-07-24,5.32989
2022-07-25,7.39307
2022-07-26,6.94175
2022-07-27,6.5764
2022-07-28,6.61938
2022-07-29,6.14657
2022-07-30,4.12637
2022-07-31,3.84698
2022-08-01,6.46894
2022-08-02,6.8343
2022-08-03,6.36148
2022-08-04,6.64087
2022-08-05,6.85579
2022-08-06,3.97592
2022-08-07,3.65355
2022-08-08,6.66236
2022-08-09,7.47904
2022-08-10,7.11369
2022-08-11,7.00623
2022-08-12,7.54352
2022-08-13,6.38297
2022-08-14,6.59789
2022-08-15,5.69525
2022-08-16,11.73436
2022-08-17,10.96067
2022-08-18,8.42467
2022-08-19,8.46765
2022-08-20,5.0505
2022-08-21,6.76982
2022-08-22,9.04792
2022-08-23,9.24134
2022-08-24,8.40318
2022-08-25,9.17687
2022-08-26,7.52202
2022-08-27,4.7926
2022-08-28,5.8027
2022-08-29,8.91897
2022-08-30,8.23124
2022-08-31,8.05931
2022-09-01,6.68385
2022-09-02,5.95314
2022-09-03,4.83558
2022-09-04,5.0505
2022-09-05,6.5764
2022-09-06,7.11369
2022-09-07,6.87728
2022-09-08,5.45884
2022-09-09,3.65355
2022-09-10,3.97592
2022-09-11,4.85708
2022-09-12,6.33999
2022-09-13,8.42467
2022-09-14,7.60799
2022-09-15,7.5865
2022-09-16,6.36148
2022-09-17,4.08338
2022-09-18,3.88996
2022-09-19,6.40447
2022-09-20,6.55491
2022-09-21,6.94175
2022-09-22,6.5764
2022-09-23,6.94175
2022-09-24,4.36277
2022-09-25,3.76101
2022-09-26,9.21985
2022-09-27,8.40318
2022-09-28,9.77863
2022-09-29,7.8444
2022-09-30,8.3387
2022-10-01,6.21104
2022-10-02,6.68385
2022-10-03,6.98474
2022-10-04,9.97206
2022-10-05,8.96196
2022-10-06,9.62819
2022-10-07,7.37158
2022-10-08,5.67375
2022-10-09,4.47023
2022-10-10,6.12508
2022-10-11,10.03653
2022-10-12,9.75714
2022-10-13,10.03653
2022-10-14,8.83301
2022-10-15,8.31721
2022-10-16,7.0707
2022-10-17,10.6168
2022-10-18,12.31463
2022-10-19,11.3905
2022-10-20,8.27423
2022-10-21,7.26413
2022-10-22,6.38297
2022-10-23,5.67375
2022-10-24,6.89877
2022-10-25,9.1124
2022-10-26,10.03653
2022-10-27,10.59531
2022-10-28,10.07951
2022-10-29,5.13647
2022-10-30,4.2983
2022-10-31,8.23124
2022-11-01,9.30582
2022-11-02,10.07951
2022-11-03,8.81151
2022-11-04,10.57382
2022-11-05,6.44745
2022-11-06,5.78121
2022-11-07,10.44487
2022-11-08,13.04534
2022-11-09,12.8949
2022-11-10,10.93917
2022-11-11,12.76595
2022-11-12,9.0909
2022-11-13,7.73694
2022-11-14,13.28175
2022-11-15,18.67612
2022-11-16,15.45239
2022-11-17,12.25016
2022-11-18,10.91768
2022-11-19,6.16806
2022-11-20,6.36148
2022-11-21,9.52073
2022-11-22,12.78744
2022-11-23,11.11111
2022-11-24,9.28433
2022-11-25,9.77863
2022-11-26,6.23253
2022-11-27,5.26542
2022-11-28,9.67117
2022-11-29,11.60541
2022-11-30,12.87341
2022-12-01,14.35632
2022-12-02,10.31592
2022-12-03,5.09348
2022-12-04,6.44745
2022-12-05,11.54094
2022-12-06,10.76724
2022-12-07,10.27294
2022-12-08,10.96067
2022-12-09,12.33612
2022-12-10,6.94175
2022-12-11,6.18955
2022-12-12,12.37911
2022-12-13,13.56114
2022-12-14,14.85063
2022-12-15,14.9151
2022-12-16,14.72168
2022-12-17,7.73694
2022-12-18,7.69396
2022-12-19,15.34493
2022-12-20,16.56995
2022-12-21,17.15022
2022-12-22,17.81646
2022-12-23,20.63185
2022-12-24,9.99355
2022-12-25,12.07822
2022-12-26,31.78594
2022-12-27,47.00193
2022-12-28,22.95293
2022-12-29,12.35761
2022-12-30,7.47904
2022-12-31,4.90006
2023-01-01,6.25402
2023-01-02,10.50934
2023-01-03,10.07951
2023-01-04,10.85321
2023-01-05,9.47775
2023-01-06,10.10101
2023-01-07,7.75843
2023-01-08,7.75843
2023-01-09,11.47646
2023-01-10,12.1427
2023-01-11,11.54094
2023-01-12,10.96067
2023-01-13,10.18697
2023-01-14,8.31721
2023-01-15,7.47904
2023-01-16,10.55233
2023-01-17,10.50934
2023-01-18,9.39179
2023-01-19,8.51063
2023-01-20,8.8545
2023-01-21,5.8027
2023-01-22,6.38297
2023-01-23,6.8128
2023-01-24,9.52073
2023-01-25,12.67999
2023-01-26,16.09714
2023-01-27,17.51558
2023-01-28,11.43348
2023-01-29,10.44487
2023-01-30,14.65721
2023-01-31,16.61293
2023-02-01,16.46249
2023-02-02,16.07565
2023-02-03,13.45368
2023-02-04,11.02514
2023-02-05,11.21856
2023-02-06,12.57253
2023-02-07,13.6686
2023-02-08,16.05415
2023-02-09,13.56114
2023-02-10,13.38921
2023-02-11,9.73565
2023-02-12,11.43348
2023-02-13,13.21727
2023-02-14,16.26907
2023-02-15,13.94799
2023-02-16,14.9151
2023-02-17,15.00107
2023-02-18,9.45626
2023-02-19,9.88609
2023-02-20,13.905
2023-02-21,14.74317
2023-02-22,13.99097
2023-02-23,13.96948
2023-02-24,13.51816
2023-02-25,8.72555
2023-02-26,13.58263
2023-02-27,13.84053
2023-02-28,13.96948
2023-03-01,13.08833
2023-03-02,13.96948
2023-03-03,14.31334
2023-03-04,10.6168
2023-03-05,10.53084
2023-03-06,13.73307
2023-03-07,14.44229
2023-03-08,11.73436
2023-03-09,11.6269
2023-03-10,10.46636
2023-03-11,7.8444
2023-03-12,6.98474
2023-03-13,10.96067
2023-03-14,12.80894
2023-03-15,13.17429
2023-03-16,13.84053
2023-03-17,11.82033
2023-03-18,9.58521
2023-03-19,8.23124
2023-03-20,11.369
2023-03-21,14.07693
2023-03-22,13.6471
2023-03-23,12.76595
2023-03-24,12.1427
2023-03-25,8.87599
2023-03-26,9.39179
2023-03-27,13.905
2023-03-28,15.75327
2023-03-29,15.51687
2023-03-30,15.98968
2023-03-31,17.49408
2023-04-01,12.01375
2023-04-02,11.66989
2023-04-03,16.26907
2023-04-04,17.85944
2023-04-05,19.19191
2023-04-06,15.73178
2023-04-07,18.84805
2023-04-08,13.4107
2023-04-09,11.94928
2023-04-10,18.35375
2023-04-11,21.83537
2023-04-12,20.71781
2023-04-13,20.76079
2023-04-14,30.30303
2023-04-15,15.45239
2023-04-16,14.97958
2023-04-17,23.89856
2023-04-18,22.32967
2023-04-19,23.68364
2023-04-20,23.92005
2023-04-21,34.10702
2023-04-22,19.83666
2023-04-23,13.71158
2023-04-24,18.31076
2023-04-25,23.89856
2023-04-26,22.05029
2023-04-27,19.7292
2023-04-28,20.37395
2023-04-29,12.91639
2023-04-30,10.68128
2023-05-01,11.45497
2023-05-02,15.02256
2023-05-03,16.99978
2023-05-04,16.91381
2023-05-05,13.71158
2023-05-06,11.92778
2023-05-07,11.56243
2023-05-08,15.49537
2023-05-09,17.55856
2023-05-10,17.38663
2023-05-11,16.11863
2023-05-12,14.33483
2023-05-13,8.8545
2023-05-14,10.27294
2023-05-15,12.8949
2023-05-16,15.23748
2023-05-17,21.38405
2023-05-18,17.1932
2023-05-19,16.37653
2023-05-20,12.72297
2023-05-21,20.78229
2023-05-22,18.43971
2023-05-23,19.96561
2023-05-24,16.72039
2023-05-25,16.1831
2023-05-26,15.64581
2023-05-27,10.42338
2023-05-28,12.1427
2023-05-29,12.76595
