date,일본ETF
2020-03-20,4.15929
2020-03-21,3.45132
2020-03-22,4.77876
2020-03-23,7.43362
2020-03-24,4.95575
2020-03-25,3.36283
2020-03-26,4.86725
2020-03-27,5.8407
2020-03-28,1.8584
2020-03-29,1.50442
2020-03-30,3.36283
2020-03-31,3.27433
2020-04-01,3.53982
2020-04-02,3.18584
2020-04-03,2.92035
2020-04-04,4.07079
2020-04-05,4.60176
2020-04-06,4.15929
2020-04-07,3.62831
2020-04-08,2.38938
2020-04-09,2.12389
2020-04-10,2.56637
2020-04-11,1.32743
2020-04-12,1.41592
2020-04-13,2.21238
2020-04-14,1.06194
2020-04-15,1.15044
2020-04-16,1.8584
2020-04-17,2.03539
2020-04-18,0.70796
2020-04-19,0.79646
2020-04-20,3.09734
2020-04-21,2.03539
2020-04-22,1.32743
2020-04-23,2.12389
2020-04-24,1.06194
2020-04-25,0.53097
2020-04-26,1.50442
2020-04-27,0.44247
2020-04-28,0.88495
2020-04-29,0.88495
2020-04-30,0.53097
2020-05-01,0.88495
2020-05-02,0.44247
2020-05-03,0.70796
2020-05-04,0.97345
2020-05-05,1.15044
2020-05-06,1.32743
2020-05-07,0.53097
2020-05-08,0.88495
2020-05-09,0.61946
2020-05-10,1.50442
2020-05-12,1.15044
2020-05-13,0.53097
2020-05-14,0.70796
2020-05-15,1.06194
2020-05-17,0.88495
2020-05-19,1.06194
2020-05-20,0.61946
2020-05-22,0.44247
2020-05-24,0.44247
2020-05-25,0.44247
2020-05-26,0.61946
2020-05-27,0.53097
2020-05-28,1.50442
2020-05-29,0.44247
2020-05-30,1.15044
2020-05-31,0.61946
2020-06-01,1.15044
2020-06-02,0.53097
2020-06-03,0.44247
2020-06-04,0.61946
2020-06-05,0.44247
2020-06-09,0.97345
2020-06-16,0.79646
2020-06-19,0.44247
2020-06-20,0.44247
2020-07-05,0.44247
2020-07-07,0.53097
2020-07-09,0.53097
2020-07-12,0.44247
2020-07-13,0.53097
2020-07-21,0.61946
2020-07-29,0.97345
2020-07-31,1.06194
2020-08-02,1.06194
2020-08-03,0.88495
2020-08-07,0.53097
2020-08-11,0.70796
2020-08-12,0.44247
2020-08-14,0.88495
2020-08-17,1.32743
2020-08-22,0.44247
2020-08-24,0.53097
2020-08-26,0.88495
2020-08-28,1.59292
2020-08-29,0.53097
2020-08-30,1.06194
2020-08-31,1.9469
2020-09-01,1.76991
2020-09-02,1.59292
2020-09-03,1.32743
2020-09-04,0.79646
2020-09-05,0.61946
2020-09-06,0.53097
2020-09-07,0.79646
2020-09-08,0.44247
2020-09-10,1.15044
2020-09-11,2.56637
2020-09-12,0.97345
2020-09-14,1.23893
2020-09-15,1.15044
2020-09-16,0.88495
2020-09-18,0.53097
2020-09-25,0.44247
2020-10-01,0.61946
2020-10-02,1.41592
2020-10-04,0.79646
2020-10-06,0.61946
2020-10-07,0.88495
2020-10-08,1.23893
2020-10-09,0.61946
2020-10-10,0.44247
2020-10-11,0.61946
2020-10-12,1.50442
2020-10-13,0.53097
2020-10-16,0.79646
2020-10-17,0.44247
2020-10-19,0.44247
2020-10-20,0.44247
2020-10-21,0.61946
2020-10-25,0.61946
2020-11-02,0.79646
2020-11-05,0.53097
2020-11-06,1.06194
2020-11-07,0.88495
2020-11-09,0.53097
2020-11-10,1.41592
2020-11-11,0.97345
2020-11-12,0.61946
2020-11-13,0.61946
2020-11-16,1.41592
2020-11-17,0.97345
2020-11-18,1.15044
2020-11-19,2.21238
2020-11-20,0.61946
2020-11-22,0.79646
2020-11-23,1.06194
2020-11-24,0.61946
2020-11-25,1.06194
2020-11-26,1.41592
2020-11-27,1.32743
2020-11-28,0.79646
2020-11-29,0.70796
2020-11-30,1.50442
2020-12-01,0.53097
2020-12-02,1.41592
2020-12-03,2.47787
2020-12-04,0.44247
2020-12-05,0.70796
2020-12-06,0.97345
2020-12-07,0.70796
2020-12-08,0.70796
2020-12-09,0.70796
2020-12-11,0.61946
2020-12-12,0.53097
2020-12-15,1.23893
2020-12-16,0.53097
2020-12-17,1.9469
2020-12-18,0.44247
2020-12-19,0.44247
2020-12-20,1.68141
2020-12-21,1.23893
2020-12-22,1.59292
2020-12-23,0.44247
2020-12-24,3.8053
2020-12-25,1.41592
2020-12-26,1.50442
2020-12-27,1.15044
2020-12-28,1.76991
2020-12-29,1.06194
2020-12-30,1.06194
2020-12-31,0.88495
2021-01-01,0.97345
2021-01-02,2.03539
2021-01-03,2.83185
2021-01-04,3.18584
2021-01-05,2.47787
2021-01-06,2.12389
2021-01-07,2.38938
2021-01-08,3.09734
2021-01-09,1.41592
2021-01-10,2.56637
2021-01-11,2.21238
2021-01-12,1.9469
2021-01-13,1.68141
2021-01-14,2.47787
2021-01-15,2.03539
2021-01-16,0.88495
2021-01-17,2.30088
2021-01-18,0.70796
2021-01-19,2.03539
2021-01-20,1.68141
2021-01-21,1.50442
2021-01-22,2.38938
2021-01-23,1.15044
2021-01-24,2.21238
2021-01-25,1.15044
2021-01-26,5.39823
2021-01-27,3.53982
2021-01-28,1.8584
2021-01-29,1.8584
2021-01-30,0.88495
2021-01-31,0.53097
2021-02-01,1.68141
2021-02-02,2.12389
2021-02-03,0.97345
2021-02-04,1.06194
2021-02-05,1.68141
2021-02-06,2.12389
2021-02-07,1.8584
2021-02-08,4.07079
2021-02-09,3.36283
2021-02-10,3.71681
2021-02-11,1.32743
2021-02-12,2.38938
2021-02-13,1.68141
2021-02-14,3.00884
2021-02-15,5.30973
2021-02-16,6.01769
2021-02-17,6.63716
2021-02-18,4.60176
2021-02-19,1.32743
2021-02-20,1.41592
2021-02-21,2.12389
2021-02-22,2.92035
2021-02-23,1.76991
2021-02-24,1.41592
2021-02-25,1.50442
2021-02-26,1.76991
2021-02-27,1.32743
2021-02-28,0.70796
2021-03-01,1.8584
2021-03-02,1.23893
2021-03-03,0.70796
2021-03-04,1.23893
2021-03-06,0.70796
2021-03-07,1.06194
2021-03-08,0.88495
2021-03-10,0.97345
2021-03-11,2.21238
2021-03-12,1.06194
2021-03-13,1.06194
2021-03-14,1.23893
2021-03-15,2.12389
2021-03-16,1.41592
2021-03-17,1.06194
2021-03-18,1.76991
2021-03-19,3.8053
2021-03-20,2.56637
2021-03-21,1.15044
2021-03-22,2.30088
2021-03-23,1.50442
2021-03-24,1.76991
2021-03-25,1.8584
2021-03-26,1.41592
2021-03-27,1.8584
2021-03-28,0.53097
2021-03-30,0.44247
2021-03-31,0.70796
2021-04-01,1.06194
2021-04-02,1.06194
2021-04-03,0.61946
2021-04-05,1.15044
2021-04-06,1.9469
2021-04-07,1.15044
2021-04-08,1.23893
2021-04-09,0.88495
2021-04-10,0.97345
2021-04-11,2.12389
2021-04-12,1.59292
2021-04-13,1.06194
2021-04-14,2.03539
2021-04-15,1.32743
2021-04-16,0.79646
2021-04-17,0.44247
2021-04-18,1.15044
2021-04-19,0.97345
2021-04-20,1.06194
2021-04-21,2.03539
2021-04-22,1.50442
2021-04-23,1.41592
2021-04-24,0.53097
2021-04-25,0.88495
2021-04-26,1.59292
2021-04-28,1.32743
2021-04-29,0.70796
2021-05-02,0.79646
2021-05-03,1.50442
2021-05-04,1.76991
2021-05-05,0.70796
2021-05-06,1.15044
2021-05-07,0.61946
2021-05-08,0.97345
2021-05-09,0.79646
2021-05-10,1.41592
2021-05-11,0.61946
2021-05-12,0.44247
2021-05-14,1.06194
2021-05-15,0.61946
2021-05-16,0.44247
2021-05-17,1.15044
2021-05-18,1.15044
2021-05-19,1.76991
2021-05-20,0.70796
2021-05-21,0.53097
2021-05-22,0.53097
2021-05-23,0.61946
2021-05-24,0.61946
2021-05-25,0.53097
2021-05-26,0.88495
2021-05-28,1.8584
2021-05-29,0.88495
2021-05-30,0.44247
2021-06-01,0.79646
2021-06-02,1.15044
2021-06-03,0.97345
2021-06-04,0.61946
2021-06-06,1.15044
2021-06-07,1.76991
2021-06-08,0.44247
2021-06-09,0.44247
2021-06-10,0.53097
2021-06-12,0.70796
2021-06-13,0.53097
2021-06-14,0.44247
2021-06-15,0.70796
2021-06-16,0.44247
2021-06-17,0.53097
2021-06-18,0.79646
2021-06-20,0.79646
2021-06-21,1.32743
2021-06-22,0.79646
2021-06-23,1.68141
2021-06-24,1.32743
2021-06-25,0.97345
2021-06-26,0.88495
2021-06-27,0.70796
2021-06-29,0.79646
2021-07-02,0.44247
2021-07-03,0.70796
2021-07-04,0.79646
2021-07-06,0.53097
2021-07-07,1.23893
2021-07-08,1.8584
2021-07-09,1.76991
2021-07-10,0.88495
2021-07-11,0.44247
2021-07-12,0.97345
2021-07-13,0.97345
2021-07-14,0.53097
2021-07-15,0.53097
2021-07-18,0.61946
2021-07-21,0.53097
2021-07-22,0.88495
2021-07-23,0.70796
2021-07-24,0.44247
2021-07-26,0.44247
2021-07-27,1.23893
2021-07-28,0.53097
2021-07-29,1.15044
2021-07-30,0.70796
2021-07-31,1.06194
2021-08-01,0.44247
2021-08-02,0.53097
2021-08-04,0.44247
2021-08-05,0.53097
2021-08-07,0.88495
2021-08-08,1.23893
2021-08-09,0.53097
2021-08-10,0.61946
2021-08-12,0.88495
2021-08-13,1.59292
2021-08-17,0.44247
2021-08-19,0.53097
2021-08-21,0.53097
2021-08-23,0.61946
2021-08-24,1.06194
2021-08-25,0.79646
2021-08-26,0.61946
2021-08-27,1.23893
2021-08-28,0.61946
2021-08-29,0.97345
2021-08-30,0.44247
2021-08-31,1.32743
2021-09-01,0.53097
2021-09-02,1.06194
2021-09-03,1.41592
2021-09-04,0.61946
2021-09-06,1.68141
2021-09-07,2.47787
2021-09-08,3.27433
2021-09-09,4.24778
2021-09-10,2.21238
2021-09-11,2.12389
2021-09-12,1.59292
2021-09-13,2.47787
2021-09-14,3.8053
2021-09-15,2.92035
2021-09-16,2.38938
2021-09-17,0.79646
2021-09-18,0.53097
2021-09-19,0.53097
2021-09-20,2.83185
2021-09-21,1.32743
2021-09-22,2.03539
2021-09-23,0.61946
2021-09-24,1.76991
2021-09-25,1.15044
2021-09-26,0.53097
2021-09-27,2.03539
2021-09-28,0.97345
2021-09-29,1.76991
2021-09-30,1.32743
2021-10-01,0.61946
2021-10-03,0.88495
2021-10-04,0.88495
2021-10-05,1.68141
2021-10-06,0.79646
2021-10-08,0.53097
2021-10-11,1.06194
2021-10-12,0.61946
2021-10-13,0.44247
2021-10-14,0.79646
2021-10-15,0.53097
2021-10-16,1.23893
2021-10-17,0.53097
2021-10-18,1.32743
2021-10-19,0.88495
2021-10-20,1.06194
2021-10-21,1.41592
2021-10-22,0.61946
2021-10-24,0.61946
2021-10-25,1.41592
2021-10-26,0.70796
2021-10-27,0.44247
2021-10-29,0.53097
2021-10-30,0.79646
2021-10-31,0.88495
2021-11-01,1.06194
2021-11-02,0.44247
2021-11-04,1.32743
2021-11-05,1.50442
2021-11-06,0.88495
2021-11-07,0.53097
2021-11-08,1.06194
2021-11-09,0.70796
2021-11-10,1.15044
2021-11-11,1.32743
2021-11-12,1.06194
2021-11-13,0.53097
2021-11-14,0.61946
2021-11-16,0.70796
2021-11-17,1.23893
2021-11-18,1.23893
2021-11-19,1.8584
2021-11-20,1.15044
2021-11-21,0.61946
2021-11-22,1.76991
2021-11-23,1.23893
2021-11-24,1.50442
2021-11-25,0.53097
2021-11-26,0.44247
2021-11-29,0.61946
2021-11-30,0.88495
2021-12-01,0.44247
2021-12-03,0.61946
2021-12-05,0.53097
2021-12-06,0.79646
2021-12-08,0.61946
2021-12-09,0.44247
2021-12-11,1.06194
2021-12-12,0.97345
2021-12-14,0.88495
2021-12-15,0.44247
2021-12-16,0.53097
2021-12-18,0.53097
2021-12-19,0.88495
2021-12-22,1.23893
2021-12-23,0.61946
2021-12-24,0.61946
2021-12-28,0.44247
2021-12-30,1.15044
2021-12-31,0.61946
2022-01-01,0.70796
2022-01-02,1.23893
2022-01-03,0.79646
2022-01-04,1.15044
2022-01-05,1.23893
2022-01-06,4.42477
2022-01-07,4.24778
2022-01-08,1.32743
2022-01-09,2.92035
2022-01-10,0.70796
2022-01-11,1.68141
2022-01-12,0.79646
2022-01-13,1.23893
2022-01-17,1.06194
2022-01-19,0.61946
2022-01-20,1.41592
2022-01-21,1.41592
2022-01-22,1.50442
2022-01-24,0.61946
2022-01-25,0.97345
2022-01-26,0.44247
2022-01-27,0.44247
2022-01-28,0.88495
2022-01-29,0.97345
2022-01-30,1.15044
2022-02-01,0.53097
2022-02-03,1.23893
2022-02-04,0.53097
2022-02-05,0.88495
2022-02-06,0.79646
2022-02-08,1.23893
2022-02-09,0.97345
2022-02-10,1.41592
2022-02-11,0.70796
2022-02-12,0.44247
2022-02-15,0.70796
2022-02-16,0.88495
2022-02-19,0.61946
2022-02-20,0.53097
2022-02-22,0.53097
2022-02-23,1.59292
2022-02-27,0.44247
2022-02-28,0.61946
2022-03-01,1.06194
2022-03-02,0.88495
2022-03-04,0.97345
2022-03-07,0.61946
2022-03-09,0.44247
2022-03-10,1.15044
2022-03-14,0.44247
2022-03-15,0.44247
2022-03-16,0.44247
2022-03-17,0.53097
2022-03-18,0.70796
2022-03-19,0.79646
2022-03-20,1.15044
2022-03-21,0.97345
2022-03-22,1.50442
2022-03-23,5.8407
2022-03-24,1.41592
2022-03-25,1.68141
2022-03-26,1.9469
2022-03-27,2.12389
2022-03-28,5.30973
2022-03-29,8.40707
2022-03-30,6.19469
2022-03-31,3.71681
2022-04-01,2.12389
2022-04-02,1.50442
2022-04-03,1.59292
2022-04-04,2.92035
2022-04-05,2.83185
2022-04-06,3.8053
2022-04-07,3.27433
2022-04-08,2.65486
2022-04-09,0.88495
2022-04-10,1.15044
2022-04-11,5.48672
2022-04-12,5.13274
2022-04-13,2.92035
2022-04-14,4.42477
2022-04-15,3.18584
2022-04-16,1.68141
2022-04-17,2.56637
2022-04-18,3.36283
2022-04-19,4.95575
2022-04-20,5.66371
2022-04-21,5.30973
2022-04-22,3.53982
2022-04-23,1.68141
2022-04-24,2.30088
2022-04-25,3.71681
2022-04-26,1.68141
2022-04-27,2.38938
2022-04-28,2.56637
2022-04-29,3.09734
2022-04-30,1.76991
2022-05-01,2.38938
2022-05-02,2.47787
2022-05-03,1.68141
2022-05-04,1.9469
2022-05-05,1.50442
2022-05-06,2.83185
2022-05-07,1.23893
2022-05-08,3.18584
2022-05-09,2.38938
2022-05-10,3.27433
2022-05-11,2.21238
2022-05-12,2.38938
2022-05-13,1.59292
2022-05-14,0.53097
2022-05-15,4.15929
2022-05-16,1.76991
2022-05-17,1.32743
2022-05-18,2.74336
2022-05-19,2.30088
2022-05-20,1.68141
2022-05-21,0.70796
2022-05-22,0.44247
2022-05-23,0.44247
2022-05-24,1.06194
2022-05-25,1.41592
2022-05-26,0.53097
2022-05-28,1.15044
2022-05-29,1.32743
2022-05-30,3.71681
2022-05-31,1.68141
2022-06-01,3.45132
2022-06-02,2.03539
2022-06-03,1.76991
2022-06-04,1.68141
2022-06-05,0.79646
2022-06-06,3.27433
2022-06-07,4.33628
2022-06-08,7.34513
2022-06-09,9.55752
2022-06-10,7.61061
2022-06-11,2.38938
2022-06-12,2.74336
2022-06-13,3.27433
2022-06-14,2.38938
2022-06-15,2.74336
2022-06-16,2.12389
2022-06-17,2.38938
2022-06-18,2.03539
2022-06-19,1.23893
2022-06-20,3.09734
2022-06-21,2.83185
2022-06-22,3.27433
2022-06-23,1.76991
2022-06-24,1.8584
2022-06-25,1.41592
2022-06-26,2.92035
2022-06-27,2.74336
2022-06-28,4.07079
2022-06-29,4.07079
2022-06-30,1.32743
2022-07-01,2.30088
2022-07-02,1.8584
2022-07-03,2.38938
2022-07-04,2.92035
2022-07-05,1.23893
2022-07-06,2.47787
2022-07-07,2.47787
2022-07-08,7.8761
2022-07-09,3.9823
2022-07-10,2.83185
2022-07-11,4.60176
2022-07-12,2.56637
2022-07-13,1.50442
2022-07-14,2.65486
2022-07-15,4.24778
2022-07-16,1.9469
2022-07-17,2.83185
2022-07-18,4.07079
2022-07-19,3.00884
2022-07-20,2.74336
2022-07-21,2.56637
2022-07-22,7.9646
2022-07-23,1.9469
2022-07-24,5.13274
2022-07-25,1.8584
2022-07-26,7.78761
2022-07-27,4.60176
2022-07-28,3.8938
2022-07-29,2.38938
2022-07-30,1.06194
2022-07-31,3.27433
2022-08-01,3.00884
2022-08-02,2.30088
2022-08-03,3.36283
2022-08-04,1.76991
2022-08-05,2.47787
2022-08-06,1.41592
2022-08-07,1.32743
2022-08-08,3.45132
2022-08-09,1.8584
2022-08-10,2.56637
2022-08-11,3.8053
2022-08-12,4.69026
2022-08-13,2.56637
2022-08-14,2.30088
2022-08-15,2.03539
2022-08-16,3.9823
2022-08-17,1.68141
2022-08-18,2.74336
2022-08-19,2.03539
2022-08-20,1.06194
2022-08-21,2.65486
2022-08-22,5.9292
2022-08-23,2.83185
2022-08-24,2.38938
2022-08-25,1.68141
2022-08-26,2.65486
2022-08-27,0.97345
2022-08-28,1.8584
2022-08-29,5.75221
2022-08-30,12.65486
2022-08-31,7.8761
2022-09-01,5.48672
2022-09-02,4.07079
2022-09-03,2.12389
2022-09-04,1.8584
2022-09-05,6.19469
2022-09-06,11.50442
2022-09-07,5.66371
2022-09-08,3.8053
2022-09-09,3.8938
2022-09-10,1.8584
2022-09-11,15.57522
2022-09-12,7.52212
2022-09-13,6.90265
2022-09-14,3.27433
2022-09-15,5.9292
2022-09-16,4.69026
2022-09-17,4.86725
2022-09-18,4.33628
2022-09-19,6.37168
2022-09-20,6.37168
2022-09-21,6.28318
2022-09-22,6.81415
2022-09-23,5.22123
2022-09-24,3.09734
2022-09-25,3.27433
2022-09-26,5.13274
2022-09-27,5.04424
2022-09-28,3.9823
2022-09-29,2.30088
2022-09-30,3.00884
2022-10-01,3.62831
2022-10-02,3.8053
2022-10-03,3.27433
2022-10-04,2.65486
2022-10-05,3.53982
2022-10-06,2.56637
2022-10-07,2.56637
2022-10-08,1.15044
2022-10-09,2.56637
2022-10-10,1.32743
2022-10-11,1.68141
2022-10-12,3.18584
2022-10-13,1.8584
2022-10-14,2.92035
2022-10-15,1.8584
2022-10-16,3.53982
2022-10-17,1.59292
2022-10-18,3.8053
2022-10-19,5.04424
2022-10-20,3.00884
2022-10-21,3.27433
2022-10-22,5.8407
2022-10-23,4.60176
2022-10-24,2.92035
2022-10-25,4.07079
2022-10-26,4.60176
2022-10-27,2.74336
2022-10-28,1.15044
2022-10-29,4.15929
2022-10-30,2.92035
2022-10-31,5.48672
2022-11-01,3.71681
2022-11-02,6.46017
2022-11-03,4.51327
2022-11-04,2.74336
2022-11-05,1.41592
2022-11-06,1.68141
2022-11-07,3.71681
2022-11-08,3.45132
2022-11-09,5.8407
2022-11-10,2.12389
2022-11-11,3.53982
2022-11-12,1.9469
2022-11-13,2.83185
2022-11-14,1.68141
2022-11-15,3.27433
2022-11-16,2.56637
2022-11-17,1.76991
2022-11-18,2.65486
2022-11-19,0.79646
2022-11-20,1.15044
2022-11-21,1.41592
2022-11-22,3.18584
2022-11-23,2.92035
2022-11-24,2.03539
2022-11-25,2.92035
2022-11-26,2.03539
2022-11-27,1.41592
2022-11-28,1.68141
2022-11-29,1.23893
2022-11-30,1.9469
2022-12-01,4.15929
2022-12-02,3.18584
2022-12-03,1.32743
2022-12-04,1.68141
2022-12-05,2.38938
2022-12-06,2.65486
2022-12-07,2.03539
2022-12-08,2.30088
2022-12-09,3.36283
2022-12-10,1.15044
2022-12-11,1.41592
2022-12-12,0.97345
2022-12-13,2.03539
2022-12-14,2.03539
2022-12-15,1.9469
2022-12-16,0.88495
2022-12-17,0.70796
2022-12-18,1.59292
2022-12-19,1.59292
2022-12-20,4.24778
2022-12-21,3.8053
2022-12-22,1.9469
2022-12-23,2.03539
2022-12-24,1.32743
2022-12-25,1.8584
2022-12-26,2.47787
2022-12-27,2.56637
2022-12-28,3.45132
2022-12-29,3.71681
2022-12-30,2.47787
2022-12-31,0.61946
2023-01-01,1.06194
2023-01-02,2.03539
2023-01-03,2.12389
2023-01-04,1.76991
2023-01-05,2.56637
2023-01-06,3.18584
2023-01-07,1.59292
2023-01-08,1.15044
2023-01-09,2.21238
2023-01-10,3.9823
2023-01-11,4.77876
2023-01-12,3.45132
2023-01-13,4.77876
2023-01-14,0.97345
2023-01-15,1.50442
2023-01-16,1.9469
2023-01-17,3.18584
2023-01-18,4.42477
2023-01-19,3.9823
2023-01-20,2.03539
2023-01-21,1.59292
2023-01-22,0.79646
2023-01-23,2.03539
2023-01-24,3.18584
2023-01-25,3.45132
2023-01-26,3.36283
2023-01-27,2.03539
2023-01-28,1.23893
2023-01-29,0.88495
2023-01-30,1.06194
2023-01-31,1.68141
2023-02-01,1.50442
2023-02-02,1.68141
2023-02-03,2.30088
2023-02-04,0.70796
2023-02-05,1.23893
2023-02-06,2.12389
2023-02-07,2.12389
2023-02-08,1.68141
2023-02-09,1.59292
2023-02-10,1.9469
2023-02-11,1.06194
2023-02-12,1.06194
2023-02-13,0.61946
2023-02-14,0.88495
2023-02-15,0.97345
2023-02-16,1.59292
2023-02-17,1.68141
2023-02-18,0.61946
2023-02-19,0.61946
2023-02-20,0.61946
2023-02-21,1.06194
2023-02-22,0.70796
2023-02-23,0.88495
2023-02-24,1.15044
2023-02-25,0.70796
2023-02-26,1.23893
2023-02-27,2.47787
2023-02-28,1.59292
2023-03-01,1.76991
2023-03-02,2.12389
2023-03-03,1.9469
2023-03-04,0.70796
2023-03-05,0.79646
2023-03-06,1.06194
2023-03-07,1.68141
2023-03-08,1.15044
2023-03-09,1.50442
2023-03-10,0.70796
2023-03-11,0.88495
2023-03-12,0.53097
2023-03-13,0.70796
2023-03-14,1.41592
2023-03-15,0.70796
2023-03-16,1.23893
2023-03-17,1.41592
2023-03-18,0.53097
2023-03-19,0.97345
2023-03-20,0.97345
2023-03-21,0.88495
2023-03-22,0.97345
2023-03-23,0.70796
2023-03-24,0.88495
2023-03-25,0.44247
2023-03-26,0.70796
2023-03-27,0.53097
2023-03-28,0.61946
2023-03-29,0.70796
2023-03-30,1.15044
2023-03-31,0.44247
2023-04-01,1.32743
2023-04-02,1.50442
2023-04-03,1.06194
2023-04-04,1.15044
2023-04-05,1.41592
2023-04-06,1.59292
2023-04-07,1.50442
