date,에코프로주가
2020-03-20,0.9168
2020-03-21,0.09816
2020-03-22,0.05902
2020-03-23,0.75833
2020-03-24,0.82377
2020-03-25,0.85778
2020-03-26,0.83981
2020-03-27,0.81608
2020-03-28,0.08789
2020-03-29,0.05774
2020-03-30,0.76218
2020-03-31,0.69995
2020-04-01,0.75705
2020-04-02,0.67429
2020-04-03,0.72946
2020-04-04,0.05902
2020-04-05,0.05196
2020-04-06,0.66338
2020-04-07,0.85521
2020-04-08,0.92193
2020-04-09,0.80453
2020-04-10,0.76603
2020-04-11,0.08468
2020-04-12,0.05709
2020-04-13,0.66531
2020-04-14,0.7346
2020-04-15,0.12895
2020-04-16,0.84751
2020-04-17,0.93797
2020-04-18,0.11099
2020-04-19,0.08853
2020-04-20,0.77309
2020-04-21,0.64798
2020-04-22,0.65376
2020-04-23,0.63323
2020-04-24,0.49016
2020-04-25,0.05709
2020-04-26,0.04555
2020-04-27,0.60756
2020-04-28,0.59088
2020-04-29,0.59152
2020-04-30,0.08917
2020-05-01,0.07185
2020-05-02,0.05389
2020-05-03,0.03785
2020-05-04,0.4908
2020-05-05,0.0526
2020-05-06,0.5556
2020-05-07,0.52544
2020-05-08,0.5819
2020-05-09,0.05709
2020-05-10,0.03079
2020-05-11,0.48823
2020-05-12,0.51967
2020-05-13,1.04704
2020-05-14,0.85649
2020-05-15,0.65119
2020-05-16,0.06736
2020-05-17,0.05902
2020-05-18,1.11826
2020-05-19,1.00277
2020-05-20,1.04063
2020-05-21,1.21385
2020-05-22,0.88986
2020-05-23,0.10714
2020-05-24,0.07827
2020-05-25,1.54169
2020-05-26,1.61868
2020-05-27,1.47818
2020-05-28,1.15868
2020-05-29,1.04576
2020-05-30,0.11548
2020-05-31,0.07891
2020-06-01,1.50448
2020-06-02,1.73609
2020-06-03,1.57185
2020-06-04,2.4168
2020-06-05,2.17044
2020-06-06,0.27908
2020-06-07,0.25791
2020-06-08,1.69695
2020-06-09,2.05816
2020-06-10,1.87595
2020-06-11,2.08511
2020-06-12,1.64306
2020-06-13,0.14435
2020-06-14,0.12959
2020-06-15,1.38643
2020-06-16,1.49293
2020-06-17,1.57121
2020-06-18,1.3473
2020-06-19,1.32484
2020-06-20,0.1251
2020-06-21,0.09687
2020-06-22,1.35756
2020-06-23,1.37489
2020-06-24,1.28506
2020-06-25,1.20808
2020-06-26,1.33318
2020-06-27,0.08532
2020-06-28,0.07185
2020-06-29,0.94118
2020-06-30,1.16702
2020-07-01,1.17343
2020-07-02,1.14392
2020-07-03,1.29982
2020-07-04,0.14114
2020-07-05,0.10906
2020-07-06,1.52565
2020-07-07,1.37489
2020-07-08,1.19781
2020-07-09,1.15354
2020-07-10,1.01945
2020-07-11,0.11035
2020-07-12,0.11676
2020-07-13,1.27352
2020-07-14,1.06629
2020-07-15,1.11826
2020-07-16,1.4307
2020-07-17,1.17664
2020-07-18,0.10906
2020-07-19,0.06864
2020-07-20,1.26582
2020-07-21,1.41787
2020-07-22,2.43027
2020-07-23,2.02736
2020-07-24,1.40953
2020-07-25,0.12254
2020-07-26,0.10072
2020-07-27,1.32484
2020-07-28,1.16637
2020-07-29,1.13558
2020-07-30,1.12852
2020-07-31,1.23566
2020-08-01,0.11869
2020-08-02,0.08917
2020-08-03,1.4461
2020-08-04,1.36719
2020-08-05,1.50769
2020-08-06,2.09345
2020-08-07,2.1884
2020-08-08,0.27395
2020-08-09,0.22711
2020-08-10,2.13066
2020-08-11,2.22048
2020-08-12,2.5387
2020-08-13,2.18519
2020-08-14,1.67642
2020-08-15,0.13537
2020-08-16,0.08404
2020-08-17,0.20979
2020-08-18,1.61932
2020-08-19,1.54298
2020-08-20,1.41659
2020-08-21,1.47112
2020-08-22,0.1251
2020-08-23,0.09431
2020-08-24,1.52501
2020-08-25,1.56479
2020-08-26,1.51346
2020-08-27,1.50384
2020-08-28,1.37039
2020-08-29,0.13601
2020-08-30,0.11163
2020-08-31,2.14734
2020-09-01,1.60649
2020-09-02,1.62574
2020-09-03,1.90867
2020-09-04,1.9754
2020-09-05,0.33618
2020-09-06,0.38879
2020-09-07,2.72219
2020-09-08,2.20187
2020-09-09,2.11783
2020-09-10,2.02801
2020-09-11,1.76945
2020-09-12,0.19183
2020-09-13,0.20786
2020-09-14,1.67514
2020-09-15,1.56415
2020-09-16,1.6251
2020-09-17,1.53849
2020-09-18,1.56287
2020-09-19,0.26112
2020-09-20,0.17643
2020-09-21,1.50897
2020-09-22,1.64499
2020-09-23,1.5295
2020-09-24,1.38708
2020-09-25,1.19909
2020-09-26,0.23289
2020-09-27,0.15526
2020-09-28,1.19332
2020-09-29,1.13173
2020-09-30,0.10842
2020-10-01,0.09751
2020-10-02,0.07763
2020-10-03,0.07634
2020-10-04,0.07891
2020-10-05,0.99315
2020-10-06,1.17087
2020-10-07,1.09131
2020-10-08,1.25427
2020-10-09,0.1822
2020-10-10,0.09816
2020-10-11,0.11227
2020-10-12,1.11312
2020-10-13,0.99187
2020-10-14,0.99957
2020-10-15,1.12146
2020-10-16,1.22476
2020-10-17,0.19888
2020-10-18,0.1097
2020-10-19,1.10093
2020-10-20,1.12275
2020-10-21,0.96749
2020-10-22,0.95401
2020-10-23,0.99122
2020-10-24,0.10136
2020-10-25,0.07827
2020-10-26,1.01111
2020-10-27,1.07527
2020-10-28,1.09837
2020-10-29,1.04961
2020-10-30,1.00149
2020-10-31,0.12446
2020-11-01,0.11804
2020-11-02,0.99443
2020-11-03,1.19075
2020-11-04,1.26325
2020-11-05,1.52565
2020-11-06,1.83168
2020-11-07,0.19567
2020-11-08,0.15397
2020-11-09,1.63151
2020-11-10,1.50833
2020-11-11,1.37809
2020-11-12,1.20359
2020-11-13,1.14007
2020-11-14,0.17643
2020-11-15,0.12831
2020-11-16,1.2177
2020-11-17,1.14969
2020-11-18,1.06693
2020-11-19,1.11248
2020-11-20,1.11761
2020-11-21,0.13986
2020-11-22,0.10906
2020-11-23,1.08939
2020-11-24,1.06436
2020-11-25,1.17664
2020-11-26,1.16702
2020-11-27,1.47625
2020-11-28,0.27844
2020-11-29,0.19439
2020-11-30,1.6328
2020-12-01,1.41338
2020-12-02,1.28442
2020-12-03,1.16637
2020-12-04,1.18434
2020-12-05,0.19311
2020-12-06,0.16745
2020-12-07,1.6822
2020-12-08,1.42044
2020-12-09,1.41145
2020-12-10,1.32613
2020-12-11,1.60713
2020-12-12,0.25149
2020-12-13,0.21749
2020-12-14,1.57121
2020-12-15,1.66488
2020-12-16,1.52565
2020-12-17,1.61098
2020-12-18,1.41787
2020-12-19,0.18862
2020-12-20,0.13601
2020-12-21,1.26004
2020-12-22,1.4307
2020-12-23,1.64563
2020-12-24,1.79576
2020-12-25,0.28806
2020-12-26,0.20786
2020-12-27,0.21428
2020-12-28,1.68605
2020-12-29,1.65333
2020-12-30,1.46855
2020-12-31,0.32014
2021-01-01,0.42728
2021-01-02,0.22775
2021-01-03,0.22647
2021-01-04,2.33789
2021-01-05,2.14349
2021-01-06,1.86569
2021-01-07,2.43797
2021-01-08,2.99742
2021-01-09,0.51005
2021-01-10,0.55752
2021-01-11,3.63964
2021-01-12,2.69396
2021-01-13,2.27886
2021-01-14,2.60606
2021-01-15,2.318
2021-01-16,0.36441
2021-01-17,0.36313
2021-01-18,1.95872
2021-01-19,2.07612
2021-01-20,1.96898
2021-01-21,1.86056
2021-01-22,1.97476
2021-01-23,0.32271
2021-01-24,0.25342
2021-01-25,1.95102
2021-01-26,1.70337
2021-01-27,1.75277
2021-01-28,1.4615
2021-01-29,1.53335
2021-01-30,0.23289
2021-01-31,0.18028
2021-02-01,1.75213
2021-02-02,1.97091
2021-02-03,1.73545
2021-02-04,1.86697
2021-02-05,1.6591
2021-02-06,0.24251
2021-02-07,0.21941
2021-02-08,1.90867
2021-02-09,1.60906
2021-02-10,1.51667
2021-02-11,0.21428
2021-02-12,0.21171
2021-02-13,0.19952
2021-02-14,0.21107
2021-02-15,1.85991
2021-02-16,1.62382
2021-02-17,1.46342
2021-02-18,1.23181
2021-02-19,1.39991
2021-02-20,0.2393
2021-02-21,0.21428
2021-02-22,1.47048
2021-02-23,1.35243
2021-02-24,1.38579
2021-02-25,1.81629
2021-02-26,1.58917
2021-02-27,0.30859
2021-02-28,0.35928
2021-03-01,0.50042
2021-03-02,2.14798
2021-03-03,2.22304
2021-03-04,2.28143
2021-03-05,1.79512
2021-03-06,0.38494
2021-03-07,0.36569
2021-03-08,1.90097
2021-03-09,1.88429
2021-03-10,1.60906
2021-03-11,1.76304
2021-03-12,1.70786
2021-03-13,0.30153
2021-03-14,0.29704
2021-03-15,1.67001
2021-03-16,1.6174
2021-03-17,1.69503
2021-03-18,1.60585
2021-03-19,1.39092
2021-03-20,0.24251
2021-03-21,0.19567
2021-03-22,1.35051
2021-03-23,1.31009
2021-03-24,1.23181
2021-03-25,1.25234
2021-03-26,1.16509
2021-03-27,0.19632
2021-03-28,0.19439
2021-03-29,1.26197
2021-03-30,1.14841
2021-03-31,1.51282
2021-04-01,1.49229
2021-04-02,1.33126
2021-04-03,0.22647
2021-04-04,0.18477
2021-04-05,1.28186
2021-04-06,1.30239
2021-04-07,1.2331
2021-04-08,1.03293
2021-04-09,1.75021
2021-04-10,0.23802
2021-04-11,0.27844
2021-04-12,1.98887
2021-04-13,1.71299
2021-04-14,1.50448
2021-04-15,1.35179
2021-04-16,1.21064
2021-04-17,0.24187
2021-04-18,0.24123
2021-04-19,2.11269
2021-04-20,1.60713
2021-04-21,1.36783
2021-04-22,1.51796
2021-04-23,1.95358
2021-04-24,0.29512
2021-04-25,0.23994
2021-04-26,1.76047
2021-04-27,2.23203
2021-04-28,1.86633
2021-04-29,1.38194
2021-04-30,0.75513
2021-05-01,0.14884
2021-05-02,0.14435
2021-05-03,0.69418
2021-05-04,0.53571
2021-05-05,0.10842
2021-05-06,0.46898
2021-05-07,0.41445
2021-05-08,0.10008
2021-05-09,0.10393
2021-05-10,0.46578
2021-05-11,0.33746
2021-05-12,0.27523
2021-05-13,0.28678
2021-05-14,0.30795
2021-05-15,0.06993
2021-05-16,0.05966
2021-05-17,0.29384
2021-05-18,0.2964
2021-05-19,0.09944
2021-05-20,0.28036
2021-05-21,0.22326
2021-05-22,0.06351
2021-05-23,0.10329
2021-05-24,0.33169
2021-05-25,0.29448
2021-05-26,0.28614
2021-05-27,0.3689
2021-05-28,1.59879
2021-05-29,0.28742
2021-05-30,0.21941
2021-05-31,1.38002
2021-06-01,1.1529
2021-06-02,1.0881
2021-06-03,1.26069
2021-06-04,1.0464
2021-06-05,0.1668
2021-06-06,0.15397
2021-06-07,1.04383
2021-06-08,0.89948
2021-06-09,0.9399
2021-06-10,0.93733
2021-06-11,1.25299
2021-06-12,0.27587
2021-06-13,0.17194
2021-06-14,1.15162
2021-06-15,0.963
2021-06-16,1.26261
2021-06-17,1.19011
2021-06-18,1.09837
2021-06-19,0.17065
2021-06-20,0.18477
2021-06-21,0.93156
2021-06-22,0.97134
2021-06-23,1.11697
2021-06-24,1.09195
2021-06-25,1.31843
2021-06-26,0.24443
2021-06-27,0.19247
2021-06-28,1.03742
2021-06-29,1.0124
2021-06-30,1.00662
2021-07-01,1.06885
2021-07-02,1.07206
2021-07-03,0.16745
2021-07-04,0.12446
2021-07-05,0.95915
2021-07-06,0.94247
2021-07-07,1.1914
2021-07-08,1.39349
2021-07-09,1.48139
2021-07-10,0.23866
2021-07-11,0.20337
2021-07-12,1.33062
2021-07-13,1.91188
2021-07-14,2.16017
2021-07-15,2.71064
2021-07-16,3.41252
2021-07-17,0.59602
2021-07-18,0.55816
2021-07-19,3.20273
2021-07-20,2.64712
2021-07-21,2.7286
2021-07-22,2.55795
2021-07-23,2.35392
2021-07-24,0.43883
2021-07-25,0.49465
2021-07-26,3.63964
2021-07-27,3.32847
2021-07-28,2.77608
2021-07-29,3.65696
2021-07-30,2.88707
2021-07-31,0.36569
2021-08-01,0.34131
2021-08-02,2.33853
2021-08-03,2.33339
2021-08-04,2.65675
2021-08-05,2.42257
2021-08-06,2.61633
2021-08-07,0.31886
2021-08-08,0.22904
2021-08-09,6.0744
2021-08-10,6.49463
2021-08-11,5.25255
2021-08-12,7.22474
2021-08-13,6.48116
2021-08-14,0.73716
2021-08-15,0.52544
2021-08-16,0.73395
2021-08-17,5.33339
2021-08-18,4.68604
2021-08-19,4.27094
2021-08-20,5.34045
2021-08-21,0.61975
2021-08-22,0.44845
2021-08-23,4.13236
2021-08-24,4.05987
2021-08-25,3.47732
2021-08-26,2.89285
2021-08-27,2.86847
2021-08-28,0.36697
2021-08-29,0.36569
2021-08-30,3.14691
2021-08-31,5.50212
2021-09-01,4.58403
2021-09-02,3.69353
2021-09-03,3.71598
2021-09-04,0.44268
2021-09-05,0.36954
2021-09-06,3.27779
2021-09-07,3.63579
2021-09-08,3.18989
2021-09-09,3.80388
2021-09-10,4.98245
2021-09-11,0.68327
2021-09-12,0.48053
2021-09-13,4.43711
2021-09-14,3.88215
2021-09-15,3.71534
2021-09-16,5.14477
2021-09-17,4.00854
2021-09-18,0.40996
2021-09-19,0.26432
2021-09-20,0.22262
2021-09-21,0.24572
2021-09-22,0.37724
2021-09-23,3.48823
2021-09-24,4.36269
2021-09-25,0.51839
2021-09-26,0.42857
2021-09-27,3.53827
2021-09-28,3.17321
2021-09-29,3.38942
2021-09-30,3.22261
2021-10-01,2.57848
2021-10-02,0.33233
2021-10-03,0.28036
2021-10-04,0.39841
2021-10-05,2.75747
2021-10-06,2.65996
2021-10-07,2.56308
2021-10-08,2.67856
2021-10-09,0.32078
2021-10-10,0.22647
2021-10-11,0.34324
2021-10-12,2.74143
2021-10-13,2.92813
2021-10-14,3.01025
2021-10-15,2.69652
2021-10-16,0.28165
2021-10-17,0.24443
2021-10-18,2.43861
2021-10-19,2.61184
2021-10-20,2.24742
2021-10-21,2.58297
2021-10-22,2.55345
2021-10-23,0.27844
2021-10-24,0.23738
2021-10-25,2.11334
2021-10-26,2.19289
2021-10-27,1.86569
2021-10-28,1.747
2021-10-29,3.03399
2021-10-30,0.34195
2021-10-31,0.23032
2021-11-01,2.56179
2021-11-02,2.37189
2021-11-03,6.1206
2021-11-04,5.73052
2021-11-05,6.22004
2021-11-06,0.92193
2021-11-07,0.72882
2021-11-08,5.04789
2021-11-09,5.59194
2021-11-10,4.5404
2021-11-11,7.75725
2021-11-12,6.0635
2021-11-13,0.80196
2021-11-14,0.77309
2021-11-15,5.52971
2021-11-16,5.44951
2021-11-17,4.67898
2021-11-18,4.48715
2021-11-19,4.36012
2021-11-20,0.60051
2021-11-21,0.64927
2021-11-22,4.24015
2021-11-23,3.5774
2021-11-24,3.8706
2021-11-25,3.54917
2021-11-26,3.32013
2021-11-27,0.44653
2021-11-28,0.3689
2021-11-29,3.06735
2021-11-30,3.47668
2021-12-01,3.25983
2021-12-02,3.41252
2021-12-03,3.21235
2021-12-04,0.39392
2021-12-05,0.2964
2021-12-06,2.72732
2021-12-07,2.99806
2021-12-08,3.74614
2021-12-09,3.19888
2021-12-10,3.46705
2021-12-11,0.53122
2021-12-12,0.45615
2021-12-13,3.01988
2021-12-14,2.76197
2021-12-15,2.86269
2021-12-16,2.95123
2021-12-17,2.52779
2021-12-18,0.35928
2021-12-19,0.31565
2021-12-20,2.90824
2021-12-21,3.20337
2021-12-22,2.89477
