date,CD금리
2020-06-12,16.11479
2020-06-13,5.40838
2020-06-14,3.5596
2020-06-15,17.49448
2020-06-16,15.56291
2020-06-17,14.79028
2020-06-18,14.15562
2020-06-19,12.88631
2020-06-20,3.61479
2020-06-21,3.1181
2020-06-22,14.18322
2020-06-23,14.34878
2020-06-24,12.52759
2020-06-25,13.07947
2020-06-26,11.31346
2020-06-27,2.70419
2020-06-28,2.51103
2020-06-29,13.18984
2020-06-30,14.37637
2020-07-01,12.63796
2020-07-02,11.20309
2020-07-03,10.76158
2020-07-04,2.62141
2020-07-05,2.2075
2020-07-06,12.72075
2020-07-07,12.74834
2020-07-08,11.45143
2020-07-09,10.37527
2020-07-10,9.24392
2020-07-11,2.29028
2020-07-12,2.45584
2020-07-13,12.27924
2020-07-14,11.39624
2020-07-15,16.66666
2020-07-16,15.67328
2020-07-17,9.7958
2020-07-18,2.98013
2020-07-19,2.45584
2020-07-20,12.41721
2020-07-21,11.17549
2020-07-22,10.34768
2020-07-23,10.2649
2020-07-24,11.39624
2020-07-25,2.31788
2020-07-26,2.73178
2020-07-27,12.74834
2020-07-28,10.34768
2020-07-29,10.62362
2020-07-30,11.56181
2020-07-31,11.89293
2020-08-01,2.84216
2020-08-02,2.23509
2020-08-03,11.34105
2020-08-04,10.76158
2020-08-05,11.23068
2020-08-06,9.98896
2020-08-07,10.73399
2020-08-08,2.78697
2020-08-09,2.6766
2020-08-10,11.92052
2020-08-11,13.10706
2020-08-12,15.06622
2020-08-13,15.48013
2020-08-14,16.08719
2020-08-15,4.30463
2020-08-16,2.84216
2020-08-17,6.42935
2020-08-18,19.83995
2020-08-19,17.8256
2020-08-20,16.28035
2020-08-21,13.7969
2020-08-22,4.33222
2020-08-23,3.14569
2020-08-24,16.22516
2020-08-25,15.39735
2020-08-26,13.90728
2020-08-27,15.94922
2020-08-28,14.7075
2020-08-29,4.41501
2020-08-30,3.14569
2020-08-31,14.84547
2020-09-01,15.50772
2020-09-02,13.18984
2020-09-03,11.86534
2020-09-04,13.16225
2020-09-05,3.00772
2020-09-06,2.53863
2020-09-07,14.12803
2020-09-08,12.69315
2020-09-09,12.69315
2020-09-10,12.11368
2020-09-11,12.27924
2020-09-12,2.84216
2020-09-13,2.78697
2020-09-14,12.41721
2020-09-15,15.50772
2020-09-16,14.266
2020-09-17,15.09381
2020-09-18,11.20309
2020-09-19,2.84216
2020-09-20,2.92494
2020-09-21,11.67218
2020-09-22,12.44481
2020-09-23,11.94812
2020-09-24,12.4724
2020-09-25,11.06512
2020-09-26,3.20088
2020-09-27,3.58719
2020-09-28,11.72737
2020-09-29,11.64459
2020-09-30,2.23509
2020-10-01,2.01434
2020-10-02,2.45584
2020-10-03,1.62803
2020-10-04,3.20088
2020-10-05,14.18322
2020-10-06,13.16225
2020-10-07,11.75496
2020-10-08,9.10596
2020-10-09,3.17328
2020-10-10,2.59381
2020-10-11,2.62141
2020-10-12,11.86534
2020-10-13,10.87196
2020-10-14,13.93487
2020-10-15,13.30022
2020-10-16,11.1203
2020-10-17,3.42163
2020-10-18,2.06953
2020-10-19,12.25165
2020-10-20,10.95474
2020-10-21,11.75496
2020-10-22,11.06512
2020-10-23,10.40286
2020-10-24,2.78697
2020-10-25,2.23509
2020-10-26,10.89955
2020-10-27,10.56843
2020-10-28,10.2373
2020-10-29,9.98896
2020-10-30,9.82339
2020-10-31,2.2075
2020-11-01,2.23509
2020-11-02,10.92715
2020-11-03,10.87196
2020-11-04,12.4724
2020-11-05,11.34105
2020-11-06,10.62362
2020-11-07,2.73178
2020-11-08,2.86975
2020-11-09,12.9415
2020-11-10,11.53421
2020-11-11,10.51324
2020-11-12,11.67218
2020-11-13,11.34105
2020-11-14,3.36644
2020-11-15,2.40066
2020-11-16,12.58278
2020-11-17,11.78256
2020-11-18,11.69977
2020-11-19,11.1203
2020-11-20,10.01655
2020-11-21,2.86975
2020-11-22,3.39403
2020-11-23,11.28587
2020-11-24,12.05849
2020-11-25,11.86534
2020-11-26,12.36203
2020-11-27,9.74061
2020-11-28,2.37306
2020-11-29,2.17991
2020-11-30,10.89955
2020-12-01,11.09271
2020-12-02,10.56843
2020-12-03,10.37527
2020-12-04,8.77483
2020-12-05,2.649
2020-12-06,3.22847
2020-12-07,10.59602
2020-12-08,10.95474
2020-12-09,10.2649
2020-12-10,9.57505
2020-12-11,9.76821
2020-12-12,2.73178
2020-12-13,2.62141
2020-12-14,11.45143
2020-12-15,12.83112
2020-12-16,13.85209
2020-12-17,10.98233
2020-12-18,9.49227
2020-12-19,2.84216
2020-12-20,2.15231
2020-12-21,9.65783
2020-12-22,9.63024
2020-12-23,9.63024
2020-12-24,7.61589
2020-12-25,2.45584
2020-12-26,2.34547
2020-12-27,2.53863
2020-12-28,10.43046
2020-12-29,8.0298
2020-12-30,8.4437
2020-12-31,7.09161
2021-01-01,2.75938
2021-01-02,2.26269
2021-01-03,3.0905
2021-01-04,14.34878
2021-01-05,13.41059
2021-01-06,12.33443
2021-01-07,11.92052
2021-01-08,10.92715
2021-01-09,4.11147
2021-01-10,3.36644
2021-01-11,12.80353
2021-01-12,11.47902
2021-01-13,11.47902
2021-01-14,14.34878
2021-01-15,14.07284
2021-01-16,3.83554
2021-01-17,2.98013
2021-01-18,13.93487
2021-01-19,14.92825
2021-01-20,13.49337
2021-01-21,12.66556
2021-01-22,11.89293
2021-01-23,2.70419
2021-01-24,2.73178
2021-01-25,12.0309
2021-01-26,14.56953
2021-01-27,13.07947
2021-01-28,14.48675
2021-01-29,13.68653
2021-01-30,4.16666
2021-01-31,4.80132
2021-02-01,14.43156
2021-02-02,15.45253
2021-02-03,14.87306
2021-02-04,14.29359
2021-02-05,11.72737
2021-02-06,3.78035
2021-02-07,3.86313
2021-02-08,14.37637
2021-02-09,13.52097
2021-02-10,11.17549
2021-02-11,3.28366
2021-02-12,2.40066
2021-02-13,2.70419
2021-02-14,3.61479
2021-02-15,14.73509
2021-02-16,14.98344
2021-02-17,14.84547
2021-02-18,14.7075
2021-02-19,12.72075
2021-02-20,3.91832
2021-02-21,3.31125
2021-02-22,13.8245
2021-02-23,15.78366
2021-02-24,12.83112
2021-02-25,14.34878
2021-02-26,15.36975
2021-02-27,5.07726
2021-02-28,5.10485
2021-03-01,7.72626
2021-03-02,15.83885
2021-03-03,12.85871
2021-03-04,13.93487
2021-03-05,12.88631
2021-03-06,3.532
2021-03-07,4.11147
2021-03-08,14.37637
2021-03-09,15.92163
2021-03-10,14.67991
2021-03-11,14.07284
2021-03-12,11.1479
2021-03-13,3.39403
2021-03-14,4.33222
2021-03-15,14.76269
2021-03-16,13.8245
2021-03-17,11.69977
2021-03-18,11.61699
2021-03-19,11.86534
2021-03-20,3.72516
2021-03-21,3.22847
2021-03-22,12.4724
2021-03-23,12.38962
2021-03-24,12.11368
2021-03-25,11.64459
2021-03-26,9.57505
2021-03-27,2.86975
2021-03-28,3.36644
2021-03-29,10.54083
2021-03-30,11.5894
2021-03-31,11.47902
2021-04-01,11.53421
2021-04-02,9.10596
2021-04-03,2.73178
2021-04-04,2.45584
2021-04-05,10.2649
2021-04-06,9.46467
2021-04-07,9.05077
2021-04-08,8.96799
2021-04-09,8.9128
2021-04-10,2.34547
2021-04-11,2.73178
2021-04-12,10.48565
2021-04-13,9.90618
2021-04-14,10.54083
2021-04-15,13.10706
2021-04-16,8.96799
2021-04-17,2.23509
2021-04-18,2.26269
2021-04-19,10.54083
2021-04-20,10.15452
2021-04-21,10.78918
2021-04-22,10.32008
2021-04-23,9.27152
2021-04-24,2.31788
2021-04-25,2.86975
2021-04-26,10.15452
2021-04-27,9.90618
2021-04-28,10.51324
2021-04-29,10.98233
2021-04-30,10.40286
2021-05-01,2.23509
2021-05-02,2.48344
2021-05-03,10.04415
2021-05-04,8.25055
2021-05-05,3.39403
2021-05-06,9.49227
2021-05-07,8.80242
2021-05-08,2.31788
2021-05-09,3.64238
2021-05-10,11.72737
2021-05-11,11.64459
2021-05-12,11.25827
2021-05-13,13.383
2021-05-14,15.42494
2021-05-15,4.41501
2021-05-16,4.11147
2021-05-17,14.43156
2021-05-18,10.56843
2021-05-19,4.13907
2021-05-20,11.69977
2021-05-21,11.23068
2021-05-22,3.36644
2021-05-23,2.70419
2021-05-24,12.41721
2021-05-25,10.51324
2021-05-26,10.18211
2021-05-27,11.83774
2021-05-28,10.01655
2021-05-29,2.649
2021-05-30,2.649
2021-05-31,10.59602
2021-06-01,11.67218
2021-06-02,9.21633
2021-06-03,9.93377
2021-06-04,8.77483
2021-06-05,2.40066
2021-06-06,2.42825
2021-06-07,9.63024
2021-06-08,9.16114
2021-06-09,9.51986
2021-06-10,8.4713
2021-06-11,9.46467
2021-06-12,2.51103
2021-06-13,2.98013
2021-06-14,10.20971
2021-06-15,9.85099
2021-06-16,9.71302
2021-06-17,8.80242
2021-06-18,7.75386
2021-06-19,1.90397
2021-06-20,1.49006
2021-06-21,9.07836
2021-06-22,8.8852
2021-06-23,8.66445
2021-06-24,9.82339
2021-06-25,9.43708
2021-06-26,2.53863
2021-06-27,2.04194
2021-06-28,9.40949
2021-06-29,10.95474
2021-06-30,10.7064
2021-07-01,9.96136
2021-07-02,8.94039
2021-07-03,2.04194
2021-07-04,1.98675
2021-07-05,11.34105
2021-07-06,9.57505
2021-07-07,8.74724
2021-07-08,8.22295
2021-07-09,8.63686
2021-07-10,1.79359
2021-07-11,1.90397
2021-07-12,9.74061
2021-07-13,9.60264
2021-07-14,10.65121
2021-07-15,11.06512
2021-07-16,9.21633
2021-07-17,2.62141
2021-07-18,2.78697
2021-07-19,11.06512
2021-07-20,9.60264
2021-07-21,9.54746
2021-07-22,9.49227
2021-07-23,8.25055
2021-07-24,1.51766
2021-07-25,1.84878
2021-07-26,9.65783
2021-07-27,9.90618
2021-07-28,8.4713
2021-07-29,9.76821
2021-07-30,9.07836
2021-07-31,1.93156
2021-08-01,2.48344
2021-08-02,9.32671
2021-08-03,9.29911
2021-08-04,8.11258
2021-08-05,8.80242
2021-08-06,6.51214
2021-08-07,1.93156
2021-08-08,1.93156
2021-08-09,10.01655
2021-08-10,9.16114
2021-08-11,9.57505
2021-08-12,8.36092
2021-08-13,8.08498
2021-08-14,2.23509
2021-08-15,1.90397
2021-08-16,2.59381
2021-08-17,11.50662
2021-08-18,11.31346
2021-08-19,11.39624
2021-08-20,10.73399
2021-08-21,2.84216
2021-08-22,3.00772
2021-08-23,12.80353
2021-08-24,12.9139
2021-08-25,12.22406
2021-08-26,32.75386
2021-08-27,21.27483
2021-08-28,4.4426
2021-08-29,4.16666
2021-08-30,15.53532
2021-08-31,13.3554
2021-09-01,12.96909
2021-09-02,10.95474
2021-09-03,9.57505
2021-09-04,3.44922
2021-09-05,3.50441
2021-09-06,11.89293
2021-09-07,10.01655
2021-09-08,10.12693
2021-09-09,9.76821
2021-09-10,8.66445
2021-09-11,1.71081
2021-09-12,1.82119
2021-09-13,11.75496
2021-09-14,11.1479
2021-09-15,10.7064
2021-09-16,11.53421
2021-09-17,8.9128
2021-09-18,2.01434
2021-09-19,1.82119
2021-09-20,1.87637
2021-09-21,2.17991
2021-09-22,2.78697
2021-09-23,12.16887
2021-09-24,10.84437
2021-09-25,2.31788
2021-09-26,1.87637
2021-09-27,12.19646
2021-09-28,13.43818
2021-09-29,11.69977
2021-09-30,13.05187
2021-10-01,9.90618
2021-10-02,3.17328
2021-10-03,2.62141
2021-10-04,3.72516
2021-10-05,13.65894
2021-10-06,11.89293
2021-10-07,12.41721
2021-10-08,12.05849
2021-10-09,2.59381
2021-10-10,2.17991
2021-10-11,2.40066
2021-10-12,15.83885
2021-10-13,13.32781
2021-10-14,12.77593
2021-10-15,15.23178
2021-10-16,5.18763
2021-10-17,5.7671
2021-10-18,19.59161
2021-10-19,17.21854
2021-10-20,14.01766
2021-10-21,14.90066
2021-10-22,11.20309
2021-10-23,4.13907
2021-10-24,4.99448
2021-10-25,15.72847
2021-10-26,13.85209
2021-10-27,12.11368
2021-10-28,14.18322
2021-10-29,13.02428
2021-10-30,3.532
2021-10-31,2.84216
2021-11-01,15.06622
2021-11-02,12.77593
2021-11-03,12.69315
2021-11-04,11.72737
2021-11-05,9.40949
2021-11-06,3.47682
2021-11-07,1.98675
2021-11-08,12.16887
2021-11-09,11.64459
2021-11-10,17.43929
2021-11-11,18.48785
2021-11-12,12.74834
2021-11-13,3.44922
2021-11-14,3.31125
2021-11-15,15.42494
2021-11-16,15.50772
2021-11-17,12.05849
2021-11-18,9.96136
2021-11-19,10.2649
2021-11-20,3.0905
2021-11-21,3.36644
2021-11-22,11.83774
2021-11-23,11.56181
2021-11-24,10.78918
2021-11-25,23.6203
2021-11-26,16.19757
2021-11-27,3.66997
2021-11-28,3.64238
2021-11-29,12.99668
2021-11-30,13.16225
2021-12-01,12.27924
2021-12-02,11.36865
2021-12-03,9.13355
2021-12-04,2.31788
2021-12-05,2.34547
2021-12-06,10.2373
2021-12-07,9.65783
2021-12-08,10.07174
2021-12-09,9.60264
2021-12-10,8.52649
2021-12-11,1.79359
2021-12-12,2.09713
2021-12-13,9.93377
2021-12-14,10.04415
2021-12-15,11.03752
2021-12-16,11.42384
2021-12-17,8.83002
2021-12-18,2.29028
2021-12-19,2.95253
2021-12-20,10.76158
2021-12-21,8.80242
2021-12-22,8.83002
2021-12-23,8.77483
2021-12-24,6.92604
2021-12-25,1.57284
2021-12-26,2.31788
2021-12-27,8.9128
2021-12-28,8.94039
2021-12-29,8.36092
2021-12-30,8.41611
2021-12-31,6.98123
2022-01-01,1.87637
2022-01-02,2.51103
2022-01-03,14.12803
2022-01-04,11.86534
2022-01-05,13.05187
2022-01-06,11.36865
2022-01-07,10.32008
2022-01-08,2.98013
2022-01-09,2.84216
2022-01-10,11.42384
2022-01-11,12.00331
2022-01-12,12.0309
2022-01-13,12.16887
2022-01-14,22.84768
2022-01-15,4.80132
2022-01-16,3.66997
2022-01-17,17.35651
2022-01-18,21.63355
2022-01-19,17.46688
2022-01-20,14.40397
2022-01-21,12.25165
2022-01-22,4.47019
2022-01-23,9.51986
2022-01-24,28.78035
2022-01-25,20.00551
2022-01-26,16.9426
2022-01-27,15.25938
2022-01-28,13.383
2022-01-29,3.72516
2022-01-30,2.78697
2022-01-31,3.06291
2022-02-01,3.36644
2022-02-02,3.83554
2022-02-03,15.01103
2022-02-04,12.41721
2022-02-05,3.0905
2022-02-06,3.78035
2022-02-07,12.5
2022-02-08,13.65894
2022-02-09,12.72075
2022-02-10,12.41721
2022-02-11,11.28587
2022-02-12,2.70419
2022-02-13,3.36644
2022-02-14,13.74172
2022-02-15,14.87306
2022-02-16,14.07284
2022-02-17,10.89955
2022-02-18,11.28587
2022-02-19,2.59381
2022-02-20,3.31125
2022-02-21,12.19646
2022-02-22,12.25165
2022-02-23,11.69977
2022-02-24,12.96909
2022-02-25,11.06512
2022-02-26,1.79359
2022-02-27,2.649
2022-02-28,9.82339
2022-03-01,3.22847
2022-03-02,11.56181
2022-03-03,10.87196
2022-03-04,10.18211
2022-03-05,2.53863
2022-03-06,2.51103
2022-03-07,11.09271
2022-03-08,9.32671
2022-03-09,2.42825
2022-03-10,9.32671
2022-03-11,9.38189
2022-03-12,2.34547
2022-03-13,2.84216
2022-03-14,11.03752
2022-03-15,11.17549
2022-03-16,10.95474
2022-03-17,12.55518
2022-03-18,9.65783
2022-03-19,2.09713
2022-03-20,2.59381
2022-03-21,10.87196
2022-03-22,10.78918
2022-03-23,10.20971
2022-03-24,10.29249
2022-03-25,10.32008
2022-03-26,2.78697
2022-03-27,2.45584
2022-03-28,11.5894
2022-03-29,12.9139
2022-03-30,12.9415
2022-03-31,12.38962
2022-04-01,10.98233
2022-04-02,3.5596
2022-04-03,2.95253
2022-04-04,13.05187
2022-04-05,12.4724
2022-04-06,12.19646
2022-04-07,11.45143
2022-04-08,10.43046
2022-04-09,2.53863
2022-04-10,2.92494
2022-04-11,12.9415
2022-04-12,12.96909
2022-04-13,12.80353
2022-04-14,29.74613
2022-04-15,24.19977
2022-04-16,5.18763
2022-04-17,4.66335
2022-04-18,19.56401
2022-04-19,17.27373
2022-04-20,16.97019
2022-04-21,15.01103
2022-04-22,12.63796
2022-04-23,2.92494
2022-04-24,2.2075
2022-04-25,15.81125
2022-04-26,15.149
2022-04-27,14.18322
2022-04-28,12.9415
2022-04-29,12.22406
2022-04-30,2.56622
2022-05-01,2.92494
2022-05-02,12.63796
2022-05-03,16.66666
2022-05-04,11.56181
2022-05-05,5.65673
2022-05-06,11.1479
2022-05-07,3.72516
2022-05-08,3.33885
2022-05-09,14.7075
2022-05-10,14.07284
2022-05-11,13.68653
2022-05-12,12.9415
2022-05-13,11.34105
2022-05-14,2.649
2022-05-15,2.48344
2022-05-16,16.08719
2022-05-17,15.06622
2022-05-18,13.63134
2022-05-19,12.72075
2022-05-20,10.84437
2022-05-21,2.51103
2022-05-22,2.56622
2022-05-23,13.41059
2022-05-24,14.73509
2022-05-25,15.28697
2022-05-26,32.64348
2022-05-27,24.31015
2022-05-28,4.13907
2022-05-29,3.86313
2022-05-30,19.75717
2022-05-31,14.92825
2022-06-01,3.83554
2022-06-02,15.25938
2022-06-03,13.24503
2022-06-04,3.28366
2022-06-05,2.59381
2022-06-06,3.20088
2022-06-07,15.81125
2022-06-08,16.41832
2022-06-09,14.10044
2022-06-10,11.39624
2022-06-11,3.25607
2022-06-12,2.92494
2022-06-13,17.90838
2022-06-14,17.32891
2022-06-15,19.97792
2022-06-16,30.18763
2022-06-17,22.46136
2022-06-18,6.18101
2022-06-19,5.62913
2022-06-20,25.33112
2022-06-21,24.5309
2022-06-22,21.52317
2022-06-23,21.4128
2022-06-24,16.52869
2022-06-25,3.64238
2022-06-26,3.50441
2022-06-27,20.64017
2022-06-28,17.71523
2022-06-29,21.24724
2022-06-30,20.11589
2022-07-01,18.48785
2022-07-02,4.0011
2022-07-03,4.05629
2022-07-04,23.1788
2022-07-05,19.75717
2022-07-06,20.77814
2022-07-07,20.17108
2022-07-08,15.89403
2022-07-09,4.05629
2022-07-10,4.0011
2022-07-11,22.15783
2022-07-12,24.0894
2022-07-13,65.5905
2022-07-14,51.49006
2022-07-15,37.66556
2022-07-16,8.9128
2022-07-17,7.50551
2022-07-18,33.19536
2022-07-19,30.73951
2022-07-20,29.8841
2022-07-21,22.68211
2022-07-22,20.19867
2022-07-23,4.82891
2022-07-24,4.60816
2022-07-25,24.77924
2022-07-26,23.73068
2022-07-27,25.46909
2022-07-28,35.59602
2022-07-29,28.00772
2022-07-30,5.84988
2022-07-31,6.12582
2022-08-01,29.19426
2022-08-02,28.66997
2022-08-03,23.53752
2022-08-04,21.93708
2022-08-05,20.58498
2022-08-06,4.82891
2022-08-07,4.8841
2022-08-08,23.48233
2022-08-09,20.75055
2022-08-10,23.78587
2022-08-11,22.21302
2022-08-12,17.88079
2022-08-13,5.16004
2022-08-14,3.89072
2022-08-15,5.27041
2022-08-16,28.44922
2022-08-17,29.19426
2022-08-18,23.45474
2022-08-19,17.88079
2022-08-20,5.04966
2022-08-21,4.69094
2022-08-22,25.19315
2022-08-23,22.43377
2022-08-24,20.58498
2022-08-25,45.44701
2022-08-26,35.62362
2022-08-27,7.5883
2022-08-28,5.54635
2022-08-29,31.87086
2022-08-30,28.39403
2022-08-31,23.73068
2022-09-01,20.9713
2022-09-02,17.52207
2022-09-03,4.49779
2022-09-04,4.11147
2022-09-05,20.28145
2022-09-06,20.36423
2022-09-07,20.80573
2022-09-08,15.6181
2022-09-09,3.75275
2022-09-10,2.73178
2022-09-11,3.28366
2022-09-12,4.85651
2022-09-13,23.67549
2022-09-14,27.86975
2022-09-15,24.03421
2022-09-16,25.05518
2022-09-17,4.99448
2022-09-18,4.47019
2022-09-19,24.28256
2022-09-20,27.56622
2022-09-21,26.46247
2022-09-22,40.94922
2022-09-23,31.2086
2022-09-24,6.84326
2022-09-25,6.51214
2022-09-26,38.383
2022-09-27,32.36754
2022-09-28,35.73399
2022-09-29,31.56732
2022-09-30,30.10485
2022-10-01,6.42935
2022-10-02,5.96026
2022-10-03,7.86423
2022-10-04,36.75496
2022-10-05,34.57505
2022-10-06,30.40838
2022-10-07,26.40728
2022-10-08,6.51214
2022-10-09,6.81567
2022-10-10,8.66445
2022-10-11,38.46578
2022-10-12,70.55739
2022-10-13,62.61037
2022-10-14,41.00441
2022-10-15,9.98896
2022-10-16,8.9128
2022-10-17,46.93708
2022-10-18,47.32339
2022-10-19,39.76269
2022-10-20,40.36975
2022-10-21,37.99668
2022-10-22,10.48565
2022-10-23,8.96799
2022-10-24,46.24724
2022-10-25,43.15673
2022-10-26,40.86644
2022-10-27,42.35651
2022-10-28,36.97571
2022-10-29,9.87858
2022-10-30,9.46467
2022-10-31,44.03973
2022-11-01,41.08719
2022-11-02,38.63134
2022-11-03,53.0905
2022-11-04,38.7969
2022-11-05,9.65783
2022-11-06,9.87858
2022-11-07,40.86644
2022-11-08,42.90838
2022-11-09,35.95474
2022-11-10,35.2649
2022-11-11,31.40176
2022-11-12,8.55408
2022-11-13,8.55408
2022-11-14,38.90728
2022-11-15,40.42494
2022-11-16,40.75607
2022-11-17,31.65011
2022-11-18,26.40728
2022-11-19,8.55408
2022-11-20,9.3543
2022-11-21,35.2649
2022-11-22,35.81677
2022-11-23,36.81015
2022-11-24,56.6777
2022-11-25,38.13465
2022-11-26,10.09933
2022-11-27,8.85761
2022-11-28,39.67991
2022-11-29,36.72737
2022-11-30,32.64348
2022-12-01,31.81567
2022-12-02,25.08278
2022-12-03,6.04304
2022-12-04,6.62251
2022-12-05,30.29801
2022-12-06,27.73178
2022-12-07,25.57947
2022-12-08,26.13134
2022-12-09,23.95143
2022-12-10,6.26379
2022-12-11,7.36754
2022-12-12,30.10485
2022-12-13,32.86423
2022-12-14,29.93929
2022-12-15,37.00331
2022-12-16,29.16666
2022-12-17,7.67108
2022-12-18,7.83664
2022-12-19,26.73841
2022-12-20,24.61368
2022-12-21,25.02759
2022-12-22,22.26821
2022-12-23,19.01214
2022-12-24,5.13245
2022-12-25,6.31898
2022-12-26,21.71633
2022-12-27,24.33774
2022-12-28,31.2362
2022-12-29,29.74613
2022-12-30,21.19205
2022-12-31,8.05739
2023-01-01,7.97461
2023-01-02,35.54083
2023-01-03,37.38962
2023-01-04,36.25827
2023-01-05,33.74724
2023-01-06,30.57395
2023-01-07,9.90618
2023-01-08,11.28587
2023-01-09,41.16997
2023-01-10,41.11479
2023-01-11,44.03973
2023-01-12,49.64128
2023-01-13,75.11037
2023-01-14,19.20529
2023-01-15,16.99779
2023-01-16,65.06622
2023-01-17,57.47792
2023-01-18,57.83664
2023-01-19,56.18101
2023-01-20,47.10264
2023-01-21,16.80463
2023-01-22,12.72075
2023-01-23,13.13465
2023-01-24,20.61258
2023-01-25,59.46467
2023-01-26,58.05739
2023-01-27,51.21412
2023-01-28,16.63907
2023-01-29,13.76931
2023-01-30,54.22185
2023-01-31,51.60044
2023-02-01,58.85761
2023-02-02,66.33554
2023-02-03,60.87196
2023-02-04,20.14348
2023-02-05,15.48013
2023-02-06,70.11589
2023-02-07,68.54304
2023-02-08,63.7969
2023-02-09,60.32008
2023-02-10,49.80684
2023-02-11,16.22516
2023-02-12,13.76931
2023-02-13,61.64459
2023-02-14,55.90507
2023-02-15,58.96799
2023-02-16,52.84216
2023-02-17,45.64017
2023-02-18,12.9415
2023-02-19,11.50662
2023-02-20,51.2969
2023-02-21,51.79359
2023-02-22,47.95805
2023-02-23,60.95474
2023-02-24,45.11589
2023-02-25,13.90728
2023-02-26,12.80353
2023-02-27,47.26821
2023-02-28,46.82671
2023-03-01,16.39072
2023-03-02,43.21192
2023-03-03,37.11368
2023-03-04,11.23068
2023-03-05,12.0309
2023-03-06,43.7362
2023-03-07,38.07947
2023-03-08,42.08057
2023-03-09,33.80242
2023-03-10,29.82891
2023-03-11,9.46467
2023-03-12,8.94039
2023-03-13,42.88079
2023-03-14,44.01214
2023-03-15,43.21192
2023-03-16,41.77704
2023-03-17,34.21633
2023-03-18,10.09933
2023-03-19,8.30573
2023-03-20,37.99668
2023-03-21,36.17549
2023-03-22,35.2373
2023-03-23,40.78366
2023-03-24,31.81567
2023-03-25,9.71302
2023-03-26,7.78145
2023-03-27,35.43046
2023-03-28,36.97571
2023-03-29,35.51324
2023-03-30,33.9128
2023-03-31,30.62913
2023-04-01,10.37527
2023-04-02,14.29359
2023-04-03,39.67991
2023-04-04,34.51986
2023-04-05,32.39514
2023-04-06,29.80132
2023-04-07,26.51766
2023-04-08,8.83002
2023-04-09,8.96799
2023-04-10,36.1479
2023-04-11,50.77262
2023-04-12,42.79801
2023-04-13,38.68653
2023-04-14,35.73399
2023-04-15,10.87196
2023-04-16,14.76269
2023-04-17,49.44812
2023-04-18,35.95474
2023-04-19,32.33995
2023-04-20,30.49116
2023-04-21,27.62141
2023-04-22,9.13355
2023-04-23,8.71964
2023-04-24,36.89293
2023-04-25,31.45695
2023-04-26,31.45695
2023-04-27,30.87748
2023-04-28,26.79359
2023-04-29,9.32671
2023-04-30,6.59492
2023-05-01,11.53421
2023-05-02,31.01545
2023-05-03,29.05629
2023-05-04,33.99558
2023-05-05,8.99558
2023-05-06,6.76048
2023-05-07,7.53311
2023-05-08,31.6777
2023-05-09,29.8841
2023-05-10,27.56622
2023-05-11,30.7947
2023-05-12,26.13134
2023-05-13,7.50551
2023-05-14,7.97461
2023-05-15,38.24503
2023-05-16,35.95474
2023-05-17,34.60264
2023-05-18,33.27814
2023-05-19,28.80794
2023-05-20,9.16114
2023-05-21,7.5883
2023-05-22,32.25717
2023-05-23,31.12582
2023-05-24,35.81677
2023-05-25,42.77041
2023-05-26,36.94812
2023-05-27,8.19536
2023-05-28,7.89183
2023-05-29,10.04415
