date,적립식펀드
2020-07-29,10.19867
2020-07-30,7.51655
2020-07-31,7.54966
2020-08-01,5.09933
2020-08-02,4.90066
2020-08-03,8.60927
2020-08-04,8.27814
2020-08-05,8.54304
2020-08-06,8.80794
2020-08-07,10.16556
2020-08-08,7.01986
2020-08-09,6.49006
2020-08-10,10.43046
2020-08-11,12.74834
2020-08-12,10.5298
2020-08-13,10.62913
2020-08-14,9.60264
2020-08-15,4.53642
2020-08-16,5.39735
2020-08-17,7.74834
2020-08-18,10.76158
2020-08-19,8.67549
2020-08-20,8.87417
2020-08-21,10.06622
2020-08-22,6.12582
2020-08-23,6.65562
2020-08-24,8.41059
2020-08-25,9.30463
2020-08-26,9.30463
2020-08-27,9.43708
2020-08-28,6.8543
2020-08-29,5.2649
2020-08-30,7.08609
2020-08-31,9.50331
2020-09-01,11.22516
2020-09-02,10.72847
2020-09-03,9.63576
2020-09-04,8.80794
2020-09-05,6.0596
2020-09-06,5.56291
2020-09-07,9.83443
2020-09-08,8.80794
2020-09-09,9.13907
2020-09-10,8.14569
2020-09-11,8.84105
2020-09-12,4.17218
2020-09-13,4.63576
2020-09-14,9.20529
2020-09-15,8.77483
2020-09-16,9.37086
2020-09-17,8.41059
2020-09-18,6.0596
2020-09-19,5.72847
2020-09-20,5.03311
2020-09-21,9.96688
2020-09-22,17.25165
2020-09-23,8.21192
2020-09-24,7.54966
2020-09-25,6.98675
2020-09-26,5.29801
2020-09-27,4.40397
2020-09-28,8.14569
2020-09-29,8.04635
2020-09-30,3.87417
2020-10-01,5.09933
2020-10-02,4.66887
2020-10-03,7.81456
2020-10-04,6.65562
2020-10-05,8.84105
2020-10-06,9.37086
2020-10-07,8.37748
2020-10-08,6.19205
2020-10-09,4.70198
2020-10-10,3.50993
2020-10-11,4.66887
2020-10-12,13.37748
2020-10-13,10.33112
2020-10-14,9.96688
2020-10-15,8.41059
2020-10-16,8.47682
2020-10-17,7.48344
2020-10-18,5.36423
2020-10-19,8.1788
2020-10-20,7.1192
2020-10-21,8.01324
2020-10-22,7.45033
2020-10-23,6.52317
2020-10-24,3.84105
2020-10-25,4.47019
2020-10-26,5.7947
2020-10-27,5.66225
2020-10-28,6.35761
2020-10-29,5.43046
2020-10-30,5.29801
2020-10-31,4.47019
2020-11-01,4.27152
2020-11-02,6.22516
2020-11-03,7.21854
2020-11-04,5.03311
2020-11-05,6.02649
2020-11-06,8.31125
2020-11-07,3.94039
2020-11-08,4.37086
2020-11-09,8.21192
2020-11-10,7.18543
2020-11-11,7.41721
2020-11-12,6.78807
2020-11-13,7.94701
2020-11-14,4.96688
2020-11-15,6.0596
2020-11-16,8.7086
2020-11-17,9.86754
2020-11-18,9.66887
2020-11-19,8.67549
2020-11-20,8.04635
2020-11-21,5.2649
2020-11-22,6.02649
2020-11-23,8.14569
2020-11-24,10.09933
2020-11-25,11.98675
2020-11-26,9.20529
2020-11-27,7.74834
2020-11-28,6.25827
2020-11-29,7.58278
2020-11-30,8.4437
2020-12-01,11.52317
2020-12-02,11.15894
2020-12-03,9.56953
2020-12-04,11.15894
2020-12-05,6.8543
2020-12-06,8.11258
2020-12-07,10.56291
2020-12-08,36.55629
2020-12-09,15.29801
2020-12-10,13.37748
2020-12-11,10.59602
2020-12-12,5.76158
2020-12-13,7.31788
2020-12-14,11.92052
2020-12-15,9.70198
2020-12-16,8.11258
2020-12-17,9.76821
2020-12-18,7.649
2020-12-19,4.90066
2020-12-20,5.36423
2020-12-21,6.95364
2020-12-22,7.58278
2020-12-23,7.68211
2020-12-24,7.21854
2020-12-25,6.15894
2020-12-26,6.62251
2020-12-27,7.31788
2020-12-28,10.7947
2020-12-29,11.49006
2020-12-30,10.82781
2020-12-31,9.17218
2021-01-01,8.94039
2021-01-02,10.49668
2021-01-03,11.35761
2021-01-04,14.90066
2021-01-05,16.29139
2021-01-06,17.15231
2021-01-07,15.36423
2021-01-08,15.99337
2021-01-09,13.21192
2021-01-10,13.01324
2021-01-11,20.19867
2021-01-12,15.29801
2021-01-13,19.56953
2021-01-14,18.11258
2021-01-15,15.7947
2021-01-16,10.69536
2021-01-17,11.49006
2021-01-18,13.7086
2021-01-19,13.11258
2021-01-20,14.07284
2021-01-21,15.59602
2021-01-22,17.3841
2021-01-23,10.43046
2021-01-24,9.63576
2021-01-25,15.5298
2021-01-26,16.15894
2021-01-27,13.47682
2021-01-28,18.11258
2021-01-29,11.15894
2021-01-30,7.51655
2021-01-31,7.01986
2021-02-01,9.90066
2021-02-02,11.19205
2021-02-03,9.40397
2021-02-04,11.62251
2021-02-05,10.29801
2021-02-06,6.8543
2021-02-07,6.78807
2021-02-08,8.74172
2021-02-09,10.76158
2021-02-10,11.72185
2021-02-11,6.92052
2021-02-12,5.76158
2021-02-13,5.82781
2021-02-14,7.31788
2021-02-15,12.08609
2021-02-16,13.07947
2021-02-17,12.28476
2021-02-18,12.08609
2021-02-19,8.7086
2021-02-20,7.649
2021-02-21,8.90728
2021-02-22,11.55629
2021-02-23,10.72847
2021-02-24,9.73509
2021-02-25,8.27814
2021-02-26,8.21192
2021-02-27,5.43046
2021-02-28,7.05298
2021-03-01,6.52317
2021-03-02,10.36423
2021-03-03,8.4437
2021-03-04,8.01324
2021-03-05,5.13245
2021-03-06,4.30463
2021-03-07,4.60264
2021-03-08,6.95364
2021-03-09,7.15231
2021-03-10,7.35099
2021-03-11,6.45695
2021-03-12,6.92052
2021-03-13,4.27152
2021-03-14,5.39735
2021-03-15,7.61589
2021-03-16,7.51655
2021-03-17,6.12582
2021-03-18,6.75496
2021-03-19,6.98675
2021-03-20,5.23178
2021-03-21,4.50331
2021-03-22,5.56291
2021-03-23,7.08609
2021-03-24,6.02649
2021-03-25,6.39072
2021-03-26,6.92052
2021-03-27,3.7086
2021-03-28,5.33112
2021-03-29,6.42384
2021-03-30,7.58278
2021-03-31,5.76158
2021-04-01,6.39072
2021-04-02,5.03311
2021-04-03,4.10596
2021-04-04,4.27152
2021-04-05,5.92715
2021-04-06,5.96026
2021-04-07,6.12582
2021-04-08,5.62913
2021-04-09,5.96026
2021-04-10,4.63576
2021-04-11,4.70198
2021-04-12,6.19205
2021-04-13,6.42384
2021-04-14,5.06622
2021-04-15,6.29139
2021-04-16,5.43046
2021-04-17,3.50993
2021-04-18,3.37748
2021-04-19,5.13245
2021-04-20,6.62251
2021-04-21,6.45695
2021-04-22,5.36423
2021-04-23,5.62913
2021-04-24,4.23841
2021-04-25,4.63576
2021-04-26,5.99337
2021-04-27,6.65562
2021-04-28,5.96026
2021-04-29,5.62913
2021-04-30,5.49668
2021-05-01,3.50993
2021-05-02,4.30463
2021-05-03,5.09933
2021-05-04,4.50331
2021-05-05,4.60264
2021-05-06,4.53642
2021-05-07,4.60264
2021-05-08,3.31125
2021-05-09,2.98013
2021-05-10,4.93377
2021-05-11,4.60264
2021-05-12,4.53642
2021-05-13,4.93377
2021-05-14,4.50331
2021-05-15,3.9735
2021-05-16,4.40397
2021-05-17,4.47019
2021-05-18,4.27152
2021-05-19,3.67549
2021-05-20,4.23841
2021-05-21,5.0
2021-05-22,2.78145
2021-05-23,5.16556
2021-05-24,7.18543
2021-05-25,7.81456
2021-05-26,7.18543
2021-05-27,7.35099
2021-05-28,4.83443
2021-05-29,3.04635
2021-05-30,3.37748
2021-05-31,5.36423
2021-06-01,5.82781
2021-06-02,5.19867
2021-06-03,5.5298
2021-06-04,6.0596
2021-06-05,3.37748
2021-06-06,3.87417
2021-06-07,5.72847
2021-06-08,6.78807
2021-06-09,5.49668
2021-06-10,4.76821
2021-06-11,5.56291
2021-06-12,3.60927
2021-06-13,3.34437
2021-06-14,5.09933
2021-06-15,5.19867
2021-06-16,6.8543
2021-06-17,4.20529
2021-06-18,5.62913
2021-06-19,3.84105
2021-06-20,2.48344
2021-06-21,4.30463
2021-06-22,4.13907
2021-06-23,6.15894
2021-06-24,5.92715
2021-06-25,6.92052
2021-06-26,4.00662
2021-06-27,4.30463
2021-06-28,6.95364
2021-06-29,5.19867
2021-06-30,5.03311
2021-07-01,5.5298
2021-07-02,6.12582
2021-07-03,3.80794
2021-07-04,4.20529
2021-07-05,6.75496
2021-07-06,5.5298
2021-07-07,5.62913
2021-07-08,4.33774
2021-07-09,5.13245
2021-07-10,2.94701
2021-07-11,4.03973
2021-07-12,4.70198
2021-07-13,6.0596
2021-07-14,4.80132
2021-07-15,4.83443
2021-07-16,4.50331
2021-07-17,4.27152
2021-07-18,3.90728
2021-07-19,4.80132
2021-07-20,5.7947
2021-07-21,4.70198
2021-07-22,5.66225
2021-07-23,6.02649
2021-07-24,3.90728
2021-07-25,2.9139
2021-07-26,4.23841
2021-07-27,5.46357
2021-07-28,5.19867
2021-07-29,5.29801
2021-07-30,5.5298
2021-07-31,2.58278
2021-08-01,3.11258
2021-08-02,6.42384
2021-08-03,6.0596
2021-08-04,5.16556
2021-08-05,6.68874
2021-08-06,6.92052
2021-08-07,4.17218
2021-08-08,3.84105
2021-08-09,5.39735
2021-08-10,5.59602
2021-08-11,6.98675
2021-08-12,4.43708
2021-08-13,6.82119
2021-08-14,3.80794
2021-08-15,4.10596
2021-08-16,5.06622
2021-08-17,7.18543
2021-08-18,7.61589
2021-08-19,9.23841
2021-08-20,7.15231
2021-08-21,7.1192
2021-08-22,8.27814
2021-08-23,9.13907
2021-08-24,7.58278
2021-08-25,8.34437
2021-08-26,6.62251
2021-08-27,5.16556
2021-08-28,3.74172
2021-08-29,4.40397
2021-08-30,5.62913
2021-08-31,7.08609
2021-09-01,5.76158
2021-09-02,5.72847
2021-09-03,6.65562
2021-09-04,5.0
2021-09-05,5.66225
2021-09-06,6.29139
2021-09-07,5.76158
2021-09-08,6.3245
2021-09-09,4.96688
2021-09-10,6.75496
2021-09-11,3.4437
2021-09-12,4.20529
2021-09-13,4.66887
2021-09-14,4.70198
2021-09-15,4.07284
2021-09-16,4.83443
2021-09-17,3.87417
2021-09-18,2.649
2021-09-19,2.1192
2021-09-20,3.04635
2021-09-21,3.57615
2021-09-22,4.73509
2021-09-23,6.92052
2021-09-24,7.01986
2021-09-25,4.17218
2021-09-26,4.53642
2021-09-27,6.68874
2021-09-28,5.82781
2021-09-29,5.99337
2021-09-30,5.96026
2021-10-01,5.19867
2021-10-02,3.60927
2021-10-03,2.41721
2021-10-04,3.90728
2021-10-05,5.82781
2021-10-06,5.09933
2021-10-07,4.73509
2021-10-08,4.03973
2021-10-09,2.78145
2021-10-10,2.58278
2021-10-11,3.54304
2021-10-12,5.13245
2021-10-13,4.70198
2021-10-14,4.00662
2021-10-15,4.50331
2021-10-16,2.71523
2021-10-17,4.80132
2021-10-18,5.19867
2021-10-19,5.09933
2021-10-20,4.76821
2021-10-21,4.23841
2021-10-22,4.50331
2021-10-23,2.58278
2021-10-24,3.27814
2021-10-25,4.70198
2021-10-26,5.5298
2021-10-27,4.00662
2021-10-28,4.23841
2021-10-29,4.33774
2021-10-30,3.24503
2021-10-31,3.31125
2021-11-01,3.80794
2021-11-02,5.46357
2021-11-03,6.12582
2021-11-04,4.23841
2021-11-05,3.90728
2021-11-06,2.01986
2021-11-07,3.37748
2021-11-08,4.30463
2021-11-09,4.86754
2021-11-10,3.60927
2021-11-11,5.23178
2021-11-12,3.9735
2021-11-13,2.58278
2021-11-14,3.27814
2021-11-15,4.47019
2021-11-16,4.37086
2021-11-17,3.67549
2021-11-18,4.33774
2021-11-19,4.33774
2021-11-20,2.94701
2021-11-21,3.24503
2021-11-22,4.83443
2021-11-23,4.17218
2021-11-24,4.60264
2021-11-25,4.17218
2021-11-26,3.4437
2021-11-27,2.68211
2021-11-28,3.31125
2021-11-29,4.43708
2021-11-30,4.10596
2021-12-01,4.07284
2021-12-02,3.21192
2021-12-03,4.07284
2021-12-04,2.94701
2021-12-05,3.60927
2021-12-06,3.87417
2021-12-07,3.34437
2021-12-08,3.9735
2021-12-09,3.77483
2021-12-10,4.90066
2021-12-11,3.50993
2021-12-12,3.57615
2021-12-13,4.30463
2021-12-14,3.41059
2021-12-15,4.07284
2021-12-16,3.87417
2021-12-17,2.94701
2021-12-18,1.68874
2021-12-19,2.94701
2021-12-20,4.07284
2021-12-21,5.76158
2021-12-22,4.30463
2021-12-23,4.43708
2021-12-24,4.33774
2021-12-25,2.54966
2021-12-26,3.94039
2021-12-27,4.96688
2021-12-28,5.86092
2021-12-29,5.33112
2021-12-30,4.90066
2021-12-31,3.21192
2022-01-01,3.41059
2022-01-02,3.7086
2022-01-03,5.59602
2022-01-04,5.82781
2022-01-05,4.96688
2022-01-06,5.29801
2022-01-07,4.93377
2022-01-08,3.57615
2022-01-09,3.31125
2022-01-10,5.59602
2022-01-11,4.33774
2022-01-12,4.33774
2022-01-13,4.90066
2022-01-14,3.90728
2022-01-15,2.88079
2022-01-16,3.74172
2022-01-17,5.82781
2022-01-18,5.29801
2022-01-19,5.96026
2022-01-20,5.7947
2022-01-21,5.66225
2022-01-22,5.82781
2022-01-23,4.50331
2022-01-24,5.16556
2022-01-25,5.89403
2022-01-26,6.62251
2022-01-27,7.25165
2022-01-28,6.15894
2022-01-29,5.03311
2022-01-30,3.21192
2022-01-31,4.50331
2022-02-01,7.31788
2022-02-02,6.3245
2022-02-03,8.9735
2022-02-04,6.75496
2022-02-05,5.36423
2022-02-06,5.19867
2022-02-07,5.76158
2022-02-08,5.36423
2022-02-09,5.13245
2022-02-10,5.96026
2022-02-11,5.76158
2022-02-12,3.21192
2022-02-13,4.07284
2022-02-14,5.72847
2022-02-15,5.46357
2022-02-16,4.96688
2022-02-17,4.70198
2022-02-18,4.83443
2022-02-19,2.45033
2022-02-20,6.19205
2022-02-21,9.60264
2022-02-22,6.72185
2022-02-23,6.82119
2022-02-24,5.7947
2022-02-25,5.76158
2022-02-26,5.7947
2022-02-27,4.86754
2022-02-28,5.23178
2022-03-01,4.66887
2022-03-02,5.06622
2022-03-03,4.60264
2022-03-04,3.37748
2022-03-05,3.54304
2022-03-06,2.98013
2022-03-07,4.03973
2022-03-08,3.80794
2022-03-09,2.48344
2022-03-10,3.37748
2022-03-11,4.37086
2022-03-12,2.48344
2022-03-13,5.39735
2022-03-14,4.37086
2022-03-15,3.90728
2022-03-16,2.81456
2022-03-17,6.09271
2022-03-18,4.60264
2022-03-19,3.14569
2022-03-20,3.31125
2022-03-21,4.00662
2022-03-22,3.57615
2022-03-23,3.84105
2022-03-24,4.03973
2022-03-25,3.80794
2022-03-26,3.41059
2022-03-27,2.94701
2022-03-28,3.27814
2022-03-29,2.98013
2022-03-30,4.13907
2022-03-31,3.9735
2022-04-01,2.61589
2022-04-02,2.84768
2022-04-03,3.01324
2022-04-04,4.80132
2022-04-05,4.27152
2022-04-06,3.24503
2022-04-07,3.7086
2022-04-08,3.77483
2022-04-09,2.41721
2022-04-10,2.1192
2022-04-11,3.04635
2022-04-12,3.14569
2022-04-13,3.57615
2022-04-14,3.04635
2022-04-15,3.80794
2022-04-16,2.1192
2022-04-17,2.25165
2022-04-18,3.01324
2022-04-19,3.77483
2022-04-20,4.33774
2022-04-21,3.94039
2022-04-22,2.98013
2022-04-23,2.01986
2022-04-24,2.45033
2022-04-25,2.88079
2022-04-26,3.74172
2022-04-27,3.21192
2022-04-28,3.1788
2022-04-29,2.1192
2022-04-30,2.18543
2022-05-01,2.05298
2022-05-02,2.9139
2022-05-03,2.649
2022-05-04,2.94701
2022-05-05,1.78807
2022-05-06,3.1788
2022-05-07,1.8543
2022-05-08,1.95364
2022-05-09,2.68211
2022-05-10,3.57615
2022-05-11,3.67549
2022-05-12,3.24503
2022-05-13,3.84105
2022-05-14,1.98675
2022-05-15,1.8543
2022-05-16,2.3841
2022-05-17,2.41721
2022-05-18,3.1788
2022-05-19,4.37086
2022-05-20,2.68211
2022-05-21,2.05298
2022-05-22,2.18543
2022-05-23,2.31788
2022-05-24,3.01324
2022-05-25,2.78145
2022-05-26,3.14569
2022-05-27,2.68211
2022-05-28,1.15894
2022-05-29,1.25827
2022-05-30,2.61589
2022-05-31,2.41721
2022-06-01,1.65562
2022-06-02,1.95364
2022-06-03,1.95364
2022-06-04,1.78807
2022-06-05,1.15894
2022-06-06,1.72185
2022-06-07,2.31788
2022-06-08,2.71523
2022-06-09,2.54966
2022-06-10,2.78145
2022-06-11,2.3841
2022-06-12,2.31788
2022-06-13,2.71523
2022-06-14,4.10596
2022-06-15,3.94039
2022-06-16,2.88079
2022-06-17,3.1788
2022-06-18,1.52317
2022-06-19,1.5894
2022-06-20,5.33112
2022-06-21,3.54304
2022-06-22,2.88079
2022-06-23,2.48344
2022-06-24,3.34437
2022-06-25,1.49006
2022-06-26,1.95364
2022-06-27,3.11258
2022-06-28,2.61589
2022-06-29,2.51655
2022-06-30,3.04635
2022-07-01,1.92052
2022-07-02,1.5894
2022-07-03,1.62251
2022-07-04,2.54966
2022-07-05,2.48344
2022-07-06,1.52317
2022-07-07,2.61589
2022-07-08,1.82119
2022-07-09,1.35761
2022-07-10,1.15894
2022-07-11,1.95364
2022-07-12,3.01324
2022-07-13,1.92052
2022-07-14,2.3841
2022-07-15,2.28476
2022-07-16,1.62251
2022-07-17,0.86092
2022-07-18,2.08609
2022-07-19,1.72185
2022-07-20,1.82119
2022-07-21,1.25827
2022-07-22,1.75496
2022-07-23,1.15894
2022-07-24,0.82781
2022-07-25,1.68874
2022-07-26,1.98675
2022-07-27,2.45033
2022-07-28,2.35099
2022-07-29,1.5894
2022-07-30,1.39072
2022-07-31,1.82119
2022-08-01,2.1192
2022-08-02,1.75496
2022-08-03,2.1192
2022-08-04,1.88741
2022-08-05,1.82119
2022-08-06,1.22516
2022-08-07,1.82119
2022-08-08,1.68874
2022-08-09,1.02649
2022-08-10,2.28476
2022-08-11,1.15894
2022-08-12,1.25827
2022-08-13,4.20529
2022-08-14,1.22516
2022-08-15,1.52317
2022-08-16,1.72185
2022-08-17,2.31788
2022-08-18,2.1192
2022-08-19,2.18543
2022-08-20,1.22516
2022-08-21,1.12582
2022-08-22,1.88741
2022-08-23,1.88741
2022-08-24,1.88741
2022-08-25,3.74172
2022-08-26,2.08609
2022-08-27,0.96026
2022-08-28,1.39072
2022-08-29,1.62251
2022-08-30,2.08609
2022-08-31,2.08609
2022-09-01,1.95364
2022-09-02,2.28476
2022-09-03,0.82781
2022-09-04,0.96026
2022-09-05,1.72185
2022-09-06,2.28476
2022-09-07,1.5894
2022-09-08,1.25827
2022-09-09,0.56291
2022-09-10,0.69536
2022-09-11,1.09271
2022-09-12,1.65562
2022-09-13,2.51655
2022-09-14,2.31788
2022-09-15,2.31788
2022-09-16,1.5894
2022-09-17,1.39072
2022-09-18,1.45695
2022-09-19,2.18543
2022-09-20,1.95364
2022-09-21,1.35761
2022-09-22,1.88741
2022-09-23,1.82119
2022-09-24,1.12582
2022-09-25,1.02649
2022-09-26,3.34437
2022-09-27,3.87417
2022-09-28,2.84768
2022-09-29,2.41721
2022-09-30,2.71523
2022-10-01,1.25827
2022-10-02,1.29139
2022-10-03,7.45033
2022-10-04,2.94701
2022-10-05,3.01324
2022-10-06,1.92052
2022-10-07,1.82119
2022-10-08,0.92715
2022-10-09,1.22516
2022-10-10,1.42384
2022-10-11,1.62251
2022-10-12,2.74834
2022-10-13,2.08609
2022-10-14,2.58278
2022-10-15,0.99337
2022-10-16,2.54966
2022-10-17,1.92052
2022-10-18,2.51655
2022-10-19,2.48344
2022-10-20,1.68874
2022-10-21,1.68874
2022-10-22,0.92715
2022-10-23,1.72185
2022-10-24,1.75496
2022-10-25,2.45033
2022-10-26,2.71523
2022-10-27,2.21854
2022-10-28,2.1192
2022-10-29,1.12582
2022-10-30,1.02649
2022-10-31,2.3841
2022-11-01,2.31788
2022-11-02,1.8543
2022-11-03,1.82119
2022-11-04,1.78807
2022-11-05,1.15894
2022-11-06,0.62913
2022-11-07,1.92052
2022-11-08,1.65562
2022-11-09,1.92052
2022-11-10,1.5894
2022-11-11,1.15894
2022-11-12,0.99337
2022-11-13,1.45695
2022-11-14,1.29139
2022-11-15,1.45695
2022-11-16,1.3245
2022-11-17,1.62251
2022-11-18,0.82781
2022-11-19,0.59602
2022-11-20,0.82781
2022-11-21,1.29139
2022-11-22,1.68874
2022-11-23,1.15894
2022-11-24,1.45695
2022-11-25,1.68874
2022-11-26,0.96026
2022-11-27,1.12582
2022-11-28,1.25827
2022-11-29,1.42384
2022-11-30,1.42384
2022-12-01,1.42384
2022-12-02,0.96026
2022-12-03,0.16556
2022-12-04,0.99337
2022-12-05,0.99337
2022-12-06,1.3245
2022-12-07,1.49006
2022-12-08,1.25827
2022-12-09,1.35761
2022-12-10,0.7947
2022-12-11,0.92715
2022-12-12,1.5894
2022-12-13,1.72185
2022-12-14,1.65562
2022-12-15,1.65562
2022-12-16,1.39072
2022-12-17,1.62251
2022-12-18,1.52317
2022-12-19,1.82119
2022-12-20,1.35761
2022-12-21,2.25165
2022-12-22,1.88741
2022-12-23,2.05298
2022-12-24,0.49668
2022-12-25,1.3245
2022-12-26,2.41721
2022-12-27,1.42384
2022-12-28,1.62251
2022-12-29,1.5894
2022-12-30,1.98675
2022-12-31,1.15894
2023-01-01,1.39072
2023-01-02,2.649
2023-01-03,1.92052
2023-01-04,2.98013
2023-01-05,2.48344
2023-01-06,2.68211
2023-01-07,1.02649
2023-01-08,0.76158
2023-01-09,1.72185
2023-01-10,2.48344
2023-01-11,2.21854
2023-01-12,2.08609
2023-01-13,1.92052
2023-01-14,1.15894
2023-01-15,1.3245
2023-01-16,2.35099
2023-01-17,2.15231
2023-01-18,2.35099
2023-01-19,2.18543
2023-01-20,1.8543
2023-01-21,0.86092
2023-01-22,1.52317
2023-01-23,1.78807
2023-01-24,1.95364
2023-01-25,3.24503
2023-01-26,2.71523
2023-01-27,2.54966
2023-01-28,2.21854
2023-01-29,1.52317
2023-01-30,2.51655
2023-01-31,2.71523
2023-02-01,2.74834
2023-02-02,2.68211
2023-02-03,2.45033
2023-02-04,0.92715
2023-02-05,1.3245
2023-02-06,2.58278
2023-02-07,1.55629
2023-02-08,1.92052
2023-02-09,2.1192
2023-02-10,2.31788
2023-02-11,1.09271
2023-02-12,1.65562
2023-02-13,1.72185
2023-02-14,2.71523
2023-02-15,2.01986
2023-02-16,2.41721
2023-02-17,2.01986
2023-02-18,0.99337
2023-02-19,1.92052
2023-02-20,2.45033
2023-02-21,2.94701
2023-02-22,2.1192
2023-02-23,2.05298
2023-02-24,3.54304
2023-02-25,1.55629
2023-02-26,1.88741
2023-02-27,2.98013
2023-02-28,2.51655
2023-03-01,2.61589
2023-03-02,2.58278
2023-03-03,2.28476
2023-03-04,1.8543
2023-03-05,1.19205
2023-03-06,2.18543
2023-03-07,2.01986
2023-03-08,1.8543
2023-03-09,1.78807
2023-03-10,2.1192
2023-03-11,0.86092
2023-03-12,1.02649
2023-03-13,1.92052
2023-03-14,2.15231
2023-03-15,2.1192
2023-03-16,2.01986
2023-03-17,1.82119
2023-03-18,0.96026
2023-03-19,1.49006
2023-03-20,1.49006
2023-03-21,2.31788
2023-03-22,1.25827
2023-03-23,2.1192
2023-03-24,1.95364
2023-03-25,1.19205
2023-03-26,1.55629
2023-03-27,2.05298
2023-03-28,1.8543
2023-03-29,1.29139
2023-03-30,1.68874
2023-03-31,1.35761
2023-04-01,1.15894
2023-04-02,1.45695
2023-04-03,1.52317
2023-04-04,1.98675
2023-04-05,2.74834
2023-04-06,1.25827
2023-04-07,1.45695
2023-04-08,0.99337
2023-04-09,1.0596
2023-04-10,1.82119
2023-04-11,2.01986
2023-04-12,2.15231
2023-04-13,2.15231
2023-04-14,1.62251
2023-04-15,0.7947
2023-04-16,0.89403
2023-04-17,0.86092
2023-04-18,2.08609
2023-04-19,1.62251
2023-04-20,2.21854
2023-04-21,1.95364
2023-04-22,1.0596
2023-04-23,0.99337
2023-04-24,1.5894
2023-04-25,1.95364
2023-04-26,2.01986
2023-04-27,1.72185
2023-04-28,1.29139
2023-04-29,1.02649
2023-04-30,1.29139
2023-05-01,1.35761
2023-05-02,1.88741
2023-05-03,1.39072
2023-05-04,1.52317
2023-05-05,0.76158
2023-05-06,1.29139
2023-05-07,1.19205
2023-05-08,1.65562
2023-05-09,1.15894
2023-05-10,1.88741
2023-05-11,1.68874
2023-05-12,1.65562
2023-05-13,0.96026
2023-05-14,1.65562
2023-05-15,2.01986
2023-05-16,1.52317
2023-05-17,1.55629
2023-05-18,2.18543
2023-05-19,2.71523
2023-05-20,0.99337
2023-05-21,2.08609
2023-05-22,2.51655
2023-05-23,2.58278
2023-05-24,2.18543
2023-05-25,2.54966
2023-05-26,1.8543
2023-05-27,1.02649
2023-05-28,0.7947
2023-05-29,1.42384
