date,배당금높은주식
2021-05-21,41.38568
2021-05-22,28.6682
2021-05-23,30.74672
2021-05-24,34.27251
2021-05-25,51.03926
2021-05-26,37.61354
2021-05-27,36.27405
2021-05-28,36.73595
2021-05-29,25.77367
2021-05-30,26.71285
2021-05-31,32.48652
2021-06-01,33.61046
2021-06-02,34.64203
2021-06-03,40.13856
2021-06-04,31.43956
2021-06-05,22.97151
2021-06-06,22.1401
2021-06-07,29.26866
2021-06-08,34.01077
2021-06-09,31.00846
2021-06-10,31.63972
2021-06-11,30.23864
2021-06-12,19.9692
2021-06-13,17.89068
2021-06-14,26.0508
2021-06-15,31.03926
2021-06-16,32.10161
2021-06-17,38.2294
2021-06-18,32.11701
2021-06-19,19.58429
2021-06-20,20.12317
2021-06-21,28.08314
2021-06-22,32.5789
2021-06-23,34.28791
2021-06-24,36.505
2021-06-25,34.99615
2021-06-26,23.47959
2021-06-27,23.26404
2021-06-28,65.91224
2021-06-29,27.15935
2021-06-30,26.78983
2021-07-01,21.80138
2021-07-02,21.73979
2021-07-03,17.3518
2021-07-04,22.27867
2021-07-05,29.39183
2021-07-06,28.45265
2021-07-07,25.77367
2021-07-08,21.20092
2021-07-09,18.6759
2021-07-10,14.94996
2021-07-11,15.04234
2021-07-12,17.98306
2021-07-13,21.2625
2021-07-14,19.43033
2021-07-15,20.96997
2021-07-16,19.29176
2021-07-17,14.28791
2021-07-18,15.85835
2021-07-19,18.84526
2021-07-20,17.50577
2021-07-21,19.38414
2021-07-22,19.75365
2021-07-23,20.69284
2021-07-24,12.71747
2021-07-25,12.31716
2021-07-26,14.88837
2021-07-27,17.75211
2021-07-28,17.90608
2021-07-29,24.91147
2021-07-30,18.27559
2021-07-31,11.93225
2021-08-01,11.10084
2021-08-02,15.79676
2021-08-03,20.35411
2021-08-04,21.44726
2021-08-05,22.34026
2021-08-06,26.9284
2021-08-07,16.4896
2021-08-08,14.05696
2021-08-09,22.72517
2021-08-10,25.01924
2021-08-11,28.19091
2021-08-12,24.94226
2021-08-13,25.94303
2021-08-14,18.2448
2021-08-15,13.64126
2021-08-16,15.39645
2021-08-17,25.26558
2021-08-18,50.08468
2021-08-19,34.16474
2021-08-20,28.32948
2021-08-21,20.69284
2021-08-22,17.27482
2021-08-23,24.41878
2021-08-24,27.28252
2021-08-25,25.89684
2021-08-26,25.204
2021-08-27,26.03541
2021-08-28,15.73518
2021-08-29,16.24326
2021-08-30,20.90839
2021-08-31,24.63433
2021-09-01,27.88298
2021-09-02,29.05311
2021-09-03,26.03541
2021-09-04,15.50423
2021-09-05,14.81139
2021-09-06,20.95458
2021-09-07,23.15627
2021-09-08,20.01539
2021-09-09,47.77521
2021-09-10,24.80369
2021-09-11,16.32024
2021-09-12,15.84295
2021-09-13,20.64665
2021-09-14,22.74056
2021-09-15,23.95688
2021-09-16,26.00461
2021-09-17,22.50962
2021-09-18,16.0739
2021-09-19,12.19399
2021-09-20,11.301
2021-09-21,12.53271
2021-09-22,16.64357
2021-09-23,33.42571
2021-09-24,27.99076
2021-09-25,18.19861
2021-09-26,17.32101
2021-09-27,28.97613
2021-09-28,26.42032
2021-09-29,27.57505
2021-09-30,26.28175
2021-10-01,20.52347
2021-10-02,12.05542
2021-10-03,16.28945
2021-10-04,15.27328
2021-10-05,20.24634
2021-10-06,21.87836
2021-10-07,22.07852
2021-10-08,20.4311
2021-10-09,14.41108
2021-10-10,13.97998
2021-10-11,13.37952
2021-10-12,19.9692
2021-10-13,21.709
2021-10-14,24.04926
2021-10-15,22.84834
2021-10-16,12.5943
2021-10-17,15.56581
2021-10-18,22.00153
2021-10-19,24.46497
2021-10-20,21.98614
2021-10-21,20.23094
2021-10-22,20.72363
2021-10-23,11.65511
2021-10-24,12.70207
2021-10-25,20.12317
2021-10-26,23.66435
2021-10-27,20.66204
2021-10-28,25.23479
2021-10-29,19.83063
2021-10-30,12.00923
2021-10-31,11.47036
2021-11-01,16.90531
2021-11-02,20.67744
2021-11-03,18.46035
2021-11-04,19.84603
2021-11-05,22.92532
2021-11-06,11.94765
2021-11-07,10.96227
2021-11-08,18.18321
2021-11-09,19.50731
2021-11-10,19.49191
2021-11-11,16.16628
2021-11-12,17.85989
2021-11-13,11.76289
2021-11-14,12.68668
2021-11-15,20.4157
2021-11-16,21.84757
2021-11-17,34.39568
2021-11-18,23.40261
2021-11-19,22.40184
2021-11-20,11.82448
2021-11-21,12.45573
2021-11-22,21.43187
2021-11-23,22.72517
2021-11-24,20.72363
2021-11-25,21.38568
2021-11-26,17.89068
2021-11-27,11.20862
2021-11-28,13.81062
2021-11-29,21.69361
2021-11-30,23.24865
2021-12-01,22.5866
2021-12-02,23.54118
2021-12-03,22.66358
2021-12-04,18.96843
2021-12-05,15.51963
2021-12-06,24.43418
2021-12-07,29.46882
2021-12-08,28.59122
2021-12-09,29.02232
2021-12-10,25.94303
2021-12-11,13.62586
2021-12-12,13.70284
2021-12-13,26.55889
2021-12-14,28.91454
2021-12-15,24.49576
2021-12-16,25.95842
2021-12-17,27.15935
2021-12-18,14.53425
2021-12-19,14.51886
2021-12-20,27.23633
2021-12-21,28.82217
2021-12-22,32.67128
2021-12-23,37.85989
2021-12-24,44.7729
2021-12-25,22.5866
2021-12-26,26.85142
2021-12-27,73.33333
2021-12-28,92.5943
2021-12-29,38.89145
2021-12-30,19.90762
2021-12-31,10.79291
2022-01-01,7.52886
2022-01-02,8.80677
2022-01-03,12.71747
2022-01-04,11.36258
2022-01-05,10.57736
2022-01-06,8.89915
2022-01-07,9.17628
2022-01-08,6.4973
2022-01-09,7.806
2022-01-10,9.46882
2022-01-11,10.05388
2022-01-12,9.37644
2022-01-13,9.33025
2022-01-14,9.29946
2022-01-15,6.69745
2022-01-16,6.88221
2022-01-17,8.16012
2022-01-18,8.85296
2022-01-19,9.40723
2022-01-20,11.23941
2022-01-21,9.62278
2022-01-22,6.98999
2022-01-23,7.11316
2022-01-24,8.29869
2022-01-25,8.92994
2022-01-26,11.79368
2022-01-27,18.56812
2022-01-28,16.61277
2022-01-29,14.19553
2022-01-30,10.8545
2022-01-31,9.40723
2022-02-01,9.02232
2022-02-02,10.54657
2022-02-03,15.39645
2022-02-04,15.81216
2022-02-05,11.13163
2022-02-06,10.36181
2022-02-07,14.30331
2022-02-08,14.16474
2022-02-09,15.16551
2022-02-10,15.35026
2022-02-11,16.21247
2022-02-12,10.46959
2022-02-13,11.56274
2022-02-14,14.08775
2022-02-15,15.33487
2022-02-16,14.21093
2022-02-17,16.01231
2022-02-18,13.08698
2022-02-19,10.50038
2022-02-20,10.23864
2022-02-21,11.79368
2022-02-22,12.79445
2022-02-23,13.85681
2022-02-24,15.15011
2022-02-25,27.60585
2022-02-26,14.22632
2022-02-27,11.56274
2022-02-28,14.79599
2022-03-01,12.27097
2022-03-02,14.64203
2022-03-03,16.12009
2022-03-04,15.04234
2022-03-05,11.42417
2022-03-06,8.60662
2022-03-07,13.62586
2022-03-08,13.10238
2022-03-09,10.11547
2022-03-10,12.94842
2022-03-11,15.07313
2022-03-12,9.79214
2022-03-13,10.70053
2022-03-14,14.13394
2022-03-15,14.24172
2022-03-16,13.8722
2022-03-17,17.76751
2022-03-18,16.85912
2022-03-19,11.76289
2022-03-20,10.59276
2022-03-21,13.39491
2022-03-22,14.01077
2022-03-23,14.56505
2022-03-24,13.77983
2022-03-25,14.19553
2022-03-26,12.25558
2022-03-27,11.79368
2022-03-28,13.65665
2022-03-29,14.50346
2022-03-30,16.32024
2022-03-31,18.01385
2022-04-01,15.1809
2022-04-02,10.53117
2022-04-03,10.63895
2022-04-04,15.70438
2022-04-05,19.06081
2022-04-06,21.33949
2022-04-07,24.01847
2022-04-08,25.1886
2022-04-09,17.04387
2022-04-10,14.13394
2022-04-11,18.70669
2022-04-12,18.2294
2022-04-13,23.55658
2022-04-14,24.04926
2022-04-15,29.1147
2022-04-16,15.31947
2022-04-17,12.1632
2022-04-18,19.9846
2022-04-19,21.33949
2022-04-20,27.11316
2022-04-21,41.66281
2022-04-22,32.70207
2022-04-23,16.27405
2022-04-24,13.73364
2022-04-25,18.90685
2022-04-26,19.46112
2022-04-27,22.41724
2022-04-28,22.5866
2022-04-29,23.21785
2022-04-30,12.77906
2022-05-01,12.85604
2022-05-02,14.7652
2022-05-03,16.25866
2022-05-04,14.84218
2022-05-05,11.51655
2022-05-06,12.30177
2022-05-07,8.00615
2022-05-08,8.26789
2022-05-09,10.74672
2022-05-10,13.4719
2022-05-11,14.14934
2022-05-12,12.70207
2022-05-13,13.62586
2022-05-14,8.62201
2022-05-15,7.85219
2022-05-16,11.13163
2022-05-17,19.86143
2022-05-18,16.27405
2022-05-19,13.70284
2022-05-20,13.67205
2022-05-21,9.57659
2022-05-22,7.85219
2022-05-23,11.51655
2022-05-24,13.59507
2022-05-25,15.2117
2022-05-26,14.71901
2022-05-27,12.31716
2022-05-28,9.43802
2022-05-29,9.03772
2022-05-30,13.53348
2022-05-31,14.65742
2022-06-01,13.22555
2022-06-02,14.39568
2022-06-03,13.39491
2022-06-04,7.62124
2022-06-05,7.59045
2022-06-06,9.02232
2022-06-07,11.34719
2022-06-08,11.60892
2022-06-09,11.99384
2022-06-10,11.00846
2022-06-11,8.2371
2022-06-12,7.63664
2022-06-13,11.91685
2022-06-14,13.8722
2022-06-15,13.67205
2022-06-16,12.85604
2022-06-17,14.10315
2022-06-18,9.9615
2022-06-19,8.26789
2022-06-20,14.3341
2022-06-21,13.25635
2022-06-22,13.68745
2022-06-23,13.48729
2022-06-24,13.97998
2022-06-25,9.37644
2022-06-26,7.43648
2022-06-27,11.47036
2022-06-28,13.07159
2022-06-29,11.53194
2022-06-30,10.25404
2022-07-01,8.94534
2022-07-02,6.31254
2022-07-03,5.6197
2022-07-04,9.29946
2022-07-05,9.93071
2022-07-06,8.94534
2022-07-07,9.28406
2022-07-08,8.49884
2022-07-09,5.66589
2022-07-10,4.51116
2022-07-11,7.05157
2022-07-12,7.66743
2022-07-13,7.59045
2022-07-14,8.26789
2022-07-15,8.12933
2022-07-16,5.37336
2022-07-17,5.45034
2022-07-18,8.2525
2022-07-19,8.94534
2022-07-20,8.60662
2022-07-21,8.52963
2022-07-22,9.05311
2022-07-23,7.11316
2022-07-24,7.71362
2022-07-25,9.9615
2022-07-26,10.56197
2022-07-27,9.26866
2022-07-28,9.85373
2022-07-29,9.1301
2022-07-30,6.00461
2022-07-31,6.0662
2022-08-01,9.14549
2022-08-02,10.4234
2022-08-03,9.76135
2022-08-04,10.51578
2022-08-05,9.79214
2022-08-06,6.25096
2022-08-07,6.45111
2022-08-08,14.96535
2022-08-09,11.53194
2022-08-10,12.04003
2022-08-11,12.50192
2022-08-12,12.54811
2022-08-13,11.37798
2022-08-14,8.49884
2022-08-15,8.19091
2022-08-16,22.43264
2022-08-17,19.21478
2022-08-18,17.25943
2022-08-19,14.3187
2022-08-20,8.85296
2022-08-21,9.66897
2022-08-22,13.57967
2022-08-23,13.13317
2022-08-24,11.90146
2022-08-25,14.53425
2022-08-26,12.90223
2022-08-27,7.62124
2022-08-28,7.57505
2022-08-29,12.45573
2022-08-30,12.85604
2022-08-31,12.45573
2022-09-01,11.50115
2022-09-02,11.2856
2022-09-03,7.72902
2022-09-04,7.62124
2022-09-05,10.90069
2022-09-06,10.73133
2022-09-07,9.76135
2022-09-08,9.00692
2022-09-09,6.11239
2022-09-10,5.77367
2022-09-11,6.9438
2022-09-12,8.97613
2022-09-13,12.39414
2022-09-14,14.50346
2022-09-15,14.10315
2022-09-16,12.07082
2022-09-17,7.15935
2022-09-18,6.82063
2022-09-19,10.06928
2022-09-20,11.50115
2022-09-21,10.34642
2022-09-22,9.73056
2022-09-23,9.39183
2022-09-24,5.98922
2022-09-25,6.62047
2022-09-26,10.88529
2022-09-27,11.67051
2022-09-28,12.45573
2022-09-29,11.20862
2022-09-30,11.65511
2022-10-01,7.94457
2022-10-02,8.52963
2022-10-03,9.5612
2022-10-04,11.93225
2022-10-05,11.79368
2022-10-06,11.7013
2022-10-07,11.20862
2022-10-08,7.34411
2022-10-09,7.3595
2022-10-10,7.85219
2022-10-11,11.97844
2022-10-12,12.65588
2022-10-13,12.82525
2022-10-14,11.34719
2022-10-15,8.00615
2022-10-16,7.86759
2022-10-17,12.50192
2022-10-18,12.74826
2022-10-19,13.14857
2022-10-20,10.3926
2022-10-21,9.62278
2022-10-22,7.57505
2022-10-23,6.55889
2022-10-24,8.54503
2022-10-25,11.99384
2022-10-26,12.05542
2022-10-27,14.62663
2022-10-28,13.27174
2022-10-29,8.11393
2022-10-30,5.68129
2022-10-31,10.20785
2022-11-01,12.07082
2022-11-02,13.14857
2022-11-03,12.1324
2022-11-04,13.28714
2022-11-05,7.806
2022-11-06,6.77444
2022-11-07,12.37875
2022-11-08,15.13471
2022-11-09,14.82678
2022-11-10,12.67128
2022-11-11,14.48806
2022-11-12,10.02309
2022-11-13,7.806
2022-11-14,16.04311
2022-11-15,27.11316
2022-11-16,21.61662
2022-11-17,16.98229
2022-11-18,14.61123
2022-11-19,7.85219
2022-11-20,8.20631
2022-11-21,12.47113
2022-11-22,15.99692
2022-11-23,16.9515
2022-11-24,16.87451
2022-11-25,14.71901
2022-11-26,8.85296
2022-11-27,8.31408
2022-11-28,15.47344
2022-11-29,18.61431
2022-11-30,19.0916
2022-12-01,19.92301
2022-12-02,18.16782
2022-12-03,7.23633
2022-12-04,9.31485
2022-12-05,16.9361
2022-12-06,15.05773
2022-12-07,16.76674
2022-12-08,17.64434
2022-12-09,16.85912
2022-12-10,8.69899
2022-12-11,9.23787
2022-12-12,18.61431
2022-12-13,18.29099
2022-12-14,20.47729
2022-12-15,19.36874
2022-12-16,17.84449
2022-12-17,9.82294
2022-12-18,9.40723
2022-12-19,19.18398
2022-12-20,21.60123
2022-12-21,23.43341
2022-12-22,23.20246
2022-12-23,27.49807
2022-12-24,12.62509
2022-12-25,13.91839
2022-12-26,42.63279
2022-12-27,59.90762
2022-12-28,24.63433
2022-12-29,11.05465
2022-12-30,6.35873
2022-12-31,4.03387
2023-01-01,4.54195
2023-01-02,6.60508
2023-01-03,6.35873
2023-01-04,6.75904
2023-01-05,6.15858
2023-01-06,5.74287
2023-01-07,6.26635
2023-01-08,5.58891
2023-01-09,8.79137
2023-01-10,9.71516
2023-01-11,10.31562
2023-01-12,9.16089
2023-01-13,10.51578
2023-01-14,6.46651
2023-01-15,5.6351
2023-01-16,9.14549
2023-01-17,7.43648
2023-01-18,7.29792
2023-01-19,7.09776
2023-01-20,6.22016
2023-01-21,4.18783
2023-01-22,4.15704
2023-01-23,4.97305
2023-01-24,6.4819
2023-01-25,12.04003
2023-01-26,14.3341
2023-01-27,14.54965
2023-01-28,9.33025
2023-01-29,8.99153
2023-01-30,12.56351
2023-01-31,15.02694
2023-02-01,13.59507
2023-02-02,13.8722
2023-02-03,13.0408
2023-02-04,9.69976
2023-02-05,8.37567
2023-02-06,10.93148
2023-02-07,13.34872
2023-02-08,14.07236
2023-02-09,12.99461
2023-02-10,12.64049
2023-02-11,7.91377
2023-02-12,9.39183
2023-02-13,12.54811
2023-02-14,14.68822
2023-02-15,14.05696
2023-02-16,13.73364
2023-02-17,13.48729
2023-02-18,8.97613
2023-02-19,8.39107
2023-02-20,13.4411
2023-02-21,12.68668
2023-02-22,12.02463
2023-02-23,13.4719
2023-02-24,12.71747
2023-02-25,7.806
2023-02-26,11.62432
2023-02-27,12.74826
2023-02-28,13.70284
2023-03-01,13.85681
2023-03-02,13.25635
2023-03-03,12.45573
2023-03-04,8.80677
2023-03-05,10.26943
2023-03-06,13.33333
2023-03-07,14.61123
2023-03-08,12.50192
2023-03-09,12.67128
2023-03-10,10.79291
2023-03-11,6.54349
2023-03-12,6.17397
2023-03-13,9.88452
2023-03-14,10.30023
2023-03-15,11.14703
2023-03-16,10.96227
2023-03-17,11.301
2023-03-18,7.806
2023-03-19,7.40569
2023-03-20,10.63895
2023-03-21,12.10161
2023-03-22,12.1632
2023-03-23,11.79368
2023-03-24,11.51655
2023-03-25,7.28252
2023-03-26,7.83679
2023-03-27,11.37798
2023-03-28,12.76366
2023-03-29,13.14857
2023-03-30,14.02617
2023-03-31,15.15011
2023-04-01,9.49961
2023-04-02,9.80754
2023-04-03,13.19476
2023-04-04,14.50346
2023-04-05,16.81293
2023-04-06,13.4565
2023-04-07,16.10469
2023-04-08,10.45419
2023-04-09,9.39183
2023-04-10,13.08698
2023-04-11,16.10469
2023-04-12,15.53502
2023-04-13,17.29022
2023-04-14,29.03772
2023-04-15,13.68745
2023-04-16,12.91762
2023-04-17,20.90839
2023-04-18,18.73749
2023-04-19,18.58352
2023-04-20,20.4157
2023-04-21,26.29715
2023-04-22,15.76597
2023-04-23,12.33256
2023-04-24,16.56658
2023-04-25,20.30792
2023-04-26,18.70669
2023-04-27,17.72132
2023-04-28,19.49191
2023-04-29,11.87066
2023-04-30,10.57736
2023-05-01,10.4234
2023-05-02,14.56505
2023-05-03,16.98229
2023-05-04,15.85835
2023-05-05,12.5789
2023-05-06,9.91531
2023-05-07,10.59276
2023-05-08,14.3187
2023-05-09,15.31947
2023-05-10,16.72055
2023-05-11,15.39645
2023-05-12,13.77983
2023-05-13,8.28329
2023-05-14,9.19168
2023-05-15,12.67128
2023-05-16,12.97921
2023-05-17,20.27713
2023-05-18,18.47575
2023-05-19,18.07544
2023-05-20,11.82448
2023-05-21,13.51809
2023-05-22,17.50577
2023-05-23,17.33641
2023-05-24,15.10392
2023-05-25,16.99769
2023-05-26,15.99692
2023-05-27,10.17705
2023-05-28,10.46959
2023-05-29,11.60892
