date,삼성전자우
2020-03-20,33.23992
2020-03-21,5.56469
2020-03-22,4.10578
2020-03-23,30.20144
2020-03-24,28.73841
2020-03-25,30.93593
2020-03-26,27.39396
2020-03-27,24.05154
2020-03-28,3.9346
2020-03-29,3.03615
2020-03-30,22.88832
2020-03-31,20.20304
2020-04-01,20.43584
2020-04-02,19.42602
2020-04-03,16.42931
2020-04-04,2.94154
2020-04-05,2.36947
2020-04-06,17.08955
2020-04-07,19.55853
2020-04-08,16.05085
2020-04-09,14.9967
2020-04-10,14.47155
2020-04-11,2.50378
2020-04-12,2.06578
2020-04-13,13.65251
2020-04-14,12.00205
2020-04-15,2.75334
2020-04-16,11.74553
2020-04-17,18.21666
2020-04-18,2.61619
2020-04-19,2.04799
2020-04-20,15.26842
2020-04-21,16.20373
2020-04-22,14.51744
2020-04-23,12.9157
2020-04-24,11.32145
2020-04-25,1.75512
2020-04-26,1.54501
2020-04-27,11.80612
2020-04-28,11.2722
2020-04-29,11.07034
2020-04-30,2.08666
2020-05-01,2.24701
2020-05-02,1.23797
2020-05-03,1.1663
2020-05-04,11.31345
2020-05-05,2.20834
2020-05-06,12.32765
2020-05-07,10.10255
2020-05-08,9.09144
2020-05-09,1.63679
2020-05-10,1.2769
2020-05-11,9.67073
2020-05-12,10.94892
2020-05-13,11.89145
2020-05-14,10.55087
2020-05-15,9.86331
2020-05-16,1.60018
2020-05-17,1.35089
2020-05-18,11.37533
2020-05-19,14.64428
2020-05-20,12.1294
2020-05-21,11.91439
2020-05-22,11.09252
2020-05-23,1.65174
2020-05-24,1.48958
2020-05-25,11.34026
2020-05-26,11.84736
2020-05-27,10.99197
2020-05-28,11.95255
2020-05-29,10.35417
2020-05-30,1.66541
2020-05-31,1.42668
2020-06-01,12.85873
2020-06-02,13.63034
2020-06-03,24.00771
2020-06-04,20.99166
2020-06-05,16.41565
2020-06-06,2.54735
2020-06-07,2.2434
2020-06-08,19.50697
2020-06-09,17.724
2020-06-10,15.7353
2020-06-11,17.77066
2020-06-12,17.93643
2020-06-13,2.12971
2020-06-14,1.81468
2020-06-15,19.20379
2020-06-16,18.41491
2020-06-17,16.99699
2020-06-18,15.47879
2020-06-19,16.30531
2020-06-20,2.70332
2020-06-21,2.13306
2020-06-22,15.29704
2020-06-23,13.59759
2020-06-24,15.10729
2020-06-25,13.66952
2020-06-26,13.93171
2020-06-27,2.05005
2020-06-28,1.61797
2020-06-29,12.30213
2020-06-30,11.99715
2020-07-01,11.18326
2020-07-02,11.1348
2020-07-03,10.69524
2020-07-04,1.56022
2020-07-05,1.55636
2020-07-06,14.5574
2020-07-07,17.77401
2020-07-08,13.69917
2020-07-09,12.77391
2020-07-10,10.76201
2020-07-11,1.60302
2020-07-12,1.41663
2020-07-13,11.58208
2020-07-14,10.28121
2020-07-15,11.36063
2020-07-16,9.82154
2020-07-17,9.6385
2020-07-18,1.42952
2020-07-19,1.21245
2020-07-20,9.37064
2020-07-21,11.30933
2020-07-22,10.38948
2020-07-23,9.51244
2020-07-24,9.22215
2020-07-25,1.4357
2020-07-26,1.43364
2020-07-27,11.09071
2020-07-28,20.37036
2020-07-29,18.80239
2020-07-30,16.23441
2020-07-31,14.05855
2020-08-01,2.20576
2020-08-02,1.86134
2020-08-03,12.942
2020-08-04,14.11294
2020-08-05,14.08123
2020-08-06,14.35193
2020-08-07,13.61306
2020-08-08,2.1939
2020-08-09,1.94564
2020-08-10,13.98378
2020-08-11,14.97143
2020-08-12,13.56511
2020-08-13,14.21271
2020-08-14,12.50116
2020-08-15,1.78554
2020-08-16,1.44911
2020-08-17,3.10008
2020-08-18,15.99517
2020-08-19,14.28645
2020-08-20,20.00943
2020-08-21,16.37646
2020-08-22,2.09878
2020-08-23,1.78348
2020-08-24,13.53907
2020-08-25,12.68497
2020-08-26,12.65403
2020-08-27,13.19155
2020-08-28,12.46661
2020-08-29,2.07428
2020-08-30,2.11321
2020-08-31,14.80051
2020-09-01,16.00935
2020-09-02,14.61901
2020-09-03,15.68168
2020-09-04,14.68707
2020-09-05,2.31894
2020-09-06,2.05804
2020-09-07,16.44478
2020-09-08,19.59643
2020-09-09,17.18519
2020-09-10,17.79799
2020-09-11,15.88328
2020-09-12,2.70539
2020-09-13,2.36715
2020-09-14,19.49382
2020-09-15,19.35358
2020-09-16,17.80521
2020-09-17,17.34658
2020-09-18,16.22797
2020-09-19,2.6546
2020-09-20,2.27563
2020-09-21,16.09855
2020-09-22,16.2241
2020-09-23,15.80671
2020-09-24,15.68709
2020-09-25,14.56152
2020-09-26,2.32281
2020-09-27,1.84329
2020-09-28,15.02093
2020-09-29,12.14075
2020-09-30,2.15395
2020-10-01,1.65458
2020-10-02,1.7247
2020-10-03,1.52413
2020-10-04,1.67495
2020-10-05,14.43107
2020-10-06,13.76156
2020-10-07,13.48004
2020-10-08,16.8088
2020-10-09,2.81057
2020-10-10,1.69273
2020-10-11,1.72109
2020-10-12,16.07999
2020-10-13,19.43814
2020-10-14,18.81271
2020-10-15,17.10862
2020-10-16,16.07174
2020-10-17,2.53111
2020-10-18,2.03768
2020-10-19,15.6907
2020-10-20,16.52264
2020-10-21,15.6724
2020-10-22,14.569
2020-10-23,13.37279
2020-10-24,2.13229
2020-10-25,4.93204
2020-10-26,24.67774
2020-10-27,16.7477
2020-10-28,16.15501
2020-10-29,21.56811
2020-10-30,20.78954
2020-10-31,3.54866
2020-11-01,2.82733
2020-11-02,21.54775
2020-11-03,17.45279
2020-11-04,16.94363
2020-11-05,17.56829
2020-11-06,17.14523
2020-11-07,2.51229
2020-11-08,1.97116
2020-11-09,20.49771
2020-11-10,21.07983
2020-11-11,24.87444
2020-11-12,24.47227
2020-11-13,26.08148
2020-11-14,4.1924
2020-11-15,3.14391
2020-11-16,32.72483
2020-11-17,31.20353
2020-11-18,27.39937
2020-11-19,23.16082
2020-11-20,21.03162
2020-11-21,3.49788
2020-11-22,2.91885
2020-11-23,33.87463
2020-11-24,36.28406
2020-11-25,33.49489
2020-11-26,29.58297
2020-11-27,26.83066
2020-11-28,4.53554
2020-11-29,4.1148
2020-11-30,30.07821
2020-12-01,28.37026
2020-12-02,33.80296
2020-12-03,37.33977
2020-12-04,40.20165
2020-12-05,5.81218
2020-12-06,5.00603
2020-12-07,39.75152
2020-12-08,38.33695
2020-12-09,36.09329
2020-12-10,40.69457
2020-12-11,44.18884
2020-12-12,6.56729
2020-12-13,5.45151
2020-12-14,53.84823
2020-12-15,48.31344
2020-12-16,39.56668
2020-12-17,41.02456
2020-12-18,35.96052
2020-12-19,5.56056
2020-12-20,4.6616
2020-12-21,38.32819
2020-12-22,33.97749
2020-12-23,39.27897
2020-12-24,53.70309
2020-12-25,8.23218
2020-12-26,5.74953
2020-12-27,5.88333
2020-12-28,55.01428
2020-12-29,48.32298
2020-12-30,50.59526
2020-12-31,12.41737
2021-01-01,5.02794
2021-01-02,4.56183
2021-01-03,4.92585
2021-01-04,53.15371
2021-01-05,48.92366
2021-01-06,46.91254
2021-01-07,43.55413
2021-01-08,63.78708
2021-01-09,10.23893
2021-01-10,8.4294
2021-01-11,100.0
2021-01-12,75.06445
2021-01-13,62.45939
2021-01-14,54.5345
2021-01-15,51.99901
2021-01-16,7.43583
2021-01-17,5.73329
2021-01-18,69.10609
2021-01-19,65.32565
2021-01-20,49.37379
2021-01-21,51.04487
2021-01-22,50.6311
2021-01-23,6.51598
2021-01-24,5.00989
2021-01-25,50.26321
2021-01-26,44.62427
2021-01-27,41.65747
2021-01-28,48.88551
2021-01-29,50.03454
2021-01-30,6.73821
2021-01-31,5.18185
2021-02-01,47.61351
2021-02-02,42.21484
2021-02-03,37.0964
2021-02-04,34.68491
2021-02-05,33.04734
2021-02-06,4.64974
2021-02-07,3.56929
2021-02-08,32.1672
2021-02-09,29.63505
2021-02-10,27.38004
2021-02-11,4.4154
2021-02-12,3.71314
2021-02-13,3.3731
2021-02-14,3.60203
2021-02-15,35.48178
2021-02-16,32.44898
2021-02-17,29.43035
2021-02-18,28.4226
2021-02-19,30.88694
2021-02-20,4.526
2021-02-21,3.69329
2021-02-22,30.42986
2021-02-23,30.63919
2021-02-24,31.61833
2021-02-25,33.15123
2021-02-26,29.11609
2021-02-27,3.99853
2021-02-28,5.23289
2021-03-01,4.66057
2021-03-02,28.66364
2021-03-03,25.8046
2021-03-04,24.13919
2021-03-05,26.01136
2021-03-06,3.58604
2021-03-07,3.86189
2021-03-08,24.87238
2021-03-09,27.62289
2021-03-10,26.3447
2021-03-11,25.77186
2021-03-12,23.70453
2021-03-13,3.66287
2021-03-14,3.35815
