date,주식프로그램매매
2021-07-08,26.15026
2021-07-09,24.05358
2021-07-10,6.69772
2021-07-11,3.84391
2021-07-12,19.9767
2021-07-13,20.09318
2021-07-14,21.60745
2021-07-15,21.08328
2021-07-16,22.53931
2021-07-17,5.64938
2021-07-18,5.06697
2021-07-19,16.94816
2021-07-20,22.53931
2021-07-21,27.72277
2021-07-22,26.03377
2021-07-23,27.25684
2021-07-24,7.16365
2021-07-25,5.2417
2021-07-26,17.82178
2021-07-27,19.04484
2021-07-28,17.12288
2021-07-29,21.14152
2021-07-30,17.18112
2021-07-31,3.90215
2021-08-01,3.78567
2021-08-02,12.28887
2021-08-03,18.75364
2021-08-04,17.88002
2021-08-05,24.69423
2021-08-06,19.68549
2021-08-07,6.23179
2021-08-08,3.02853
2021-08-09,15.08444
2021-08-10,18.9866
2021-08-11,29.81945
2021-08-12,23.29644
2021-08-13,27.78101
2021-08-14,6.11531
2021-08-15,4.48456
2021-08-16,5.00873
2021-08-17,14.21083
2021-08-18,20.67559
2021-08-19,27.02387
2021-08-20,21.43273
2021-08-21,6.93069
2021-08-22,3.84391
2021-08-23,19.10308
2021-08-24,20.85032
2021-08-25,24.17006
2021-08-26,22.30634
2021-08-27,23.41292
2021-08-28,6.05707
2021-08-29,4.13511
2021-08-30,14.85148
2021-08-31,20.9668
2021-09-01,22.77227
2021-09-02,22.65579
2021-09-03,21.37449
2021-09-04,5.29994
2021-09-05,4.30984
2021-09-06,14.15259
2021-09-07,16.36575
2021-09-08,19.9767
2021-09-09,20.32615
2021-09-10,20.9668
2021-09-11,5.76587
2021-09-12,3.72743
2021-09-13,13.39545
2021-09-14,18.9866
2021-09-15,17.12288
2021-09-16,16.65695
2021-09-17,15.43389
2021-09-18,3.84391
2021-09-19,3.2615
2021-09-20,2.50436
2021-09-21,1.45602
2021-09-22,1.80547
2021-09-23,11.00757
2021-09-24,14.50203
2021-09-25,3.78567
2021-09-26,2.67909
2021-09-27,9.66802
2021-09-28,12.98776
2021-09-29,13.68666
2021-09-30,15.31741
2021-10-01,15.0262
2021-10-02,4.13511
2021-10-03,3.5527
2021-10-04,3.66919
2021-10-05,14.32731
2021-10-06,19.10308
2021-10-07,17.12288
2021-10-08,21.49097
2021-10-09,4.42632
2021-10-10,2.85381
2021-10-11,2.44612
2021-10-12,11.4735
2021-10-13,14.735
2021-10-14,19.33605
2021-10-15,20.44263
2021-10-16,4.65928
2021-10-17,3.20326
2021-10-18,10.25043
2021-10-19,11.7647
2021-10-20,15.08444
2021-10-21,15.14269
2021-10-22,12.92952
2021-10-23,3.66919
2021-10-24,2.79557
2021-10-25,12.87128
2021-10-26,14.67676
2021-10-27,15.78334
2021-10-28,17.93826
2021-10-29,17.53057
2021-10-30,5.76587
2021-10-31,2.2714
2021-11-01,10.42516
2021-11-02,14.735
2021-11-03,10.94933
2021-11-04,20.2679
2021-11-05,14.61852
2021-11-06,3.49446
2021-11-07,3.61094
2021-11-08,13.62842
2021-11-09,15.37565
2021-11-10,21.49097
2021-11-11,18.40419
2021-11-12,19.56901
2021-11-13,7.22189
2021-11-14,4.48456
2021-11-15,14.26907
2021-11-16,18.40419
2021-11-17,17.47233
2021-11-18,14.735
2021-11-19,17.76354
2021-11-20,4.2516
2021-11-21,3.5527
2021-11-22,12.58008
2021-11-23,13.86138
2021-11-24,16.7152
2021-11-25,14.38555
2021-11-26,16.48223
2021-11-27,3.31974
2021-11-28,3.37798
2021-11-29,11.82294
2021-11-30,24.11182
2021-12-01,21.258
2021-12-02,20.50087
2021-12-03,14.32731
2021-12-04,4.71753
2021-12-05,2.5626
2021-12-06,12.23063
2021-12-07,13.91962
2021-12-08,15.31741
2021-12-09,17.58881
2021-12-10,17.82178
2021-12-11,4.60104
2021-12-12,4.07687
2021-12-13,12.52184
2021-12-14,15.7251
2021-12-15,13.7449
2021-12-16,13.86138
2021-12-17,13.16249
2021-12-18,4.42632
2021-12-19,3.2615
2021-12-20,12.05591
2021-12-21,16.0163
2021-12-22,13.97786
2021-12-23,14.44379
2021-12-24,14.38555
2021-12-25,3.5527
2021-12-26,4.07687
2021-12-27,13.62842
2021-12-28,14.0361
2021-12-29,22.59755
2021-12-30,16.0163
2021-12-31,3.72743
2022-01-01,2.03843
2022-01-02,2.91205
2022-01-03,8.91089
2022-01-04,14.61852
2022-01-05,16.65695
2022-01-06,14.85148
2022-01-07,15.60861
2022-01-08,4.07687
2022-01-09,4.42632
2022-01-10,11.12405
2022-01-11,13.10425
2022-01-12,13.45369
2022-01-13,15.7251
2022-01-14,11.93942
2022-01-15,3.02853
2022-01-16,4.36808
2022-01-17,7.92079
2022-01-18,10.83284
2022-01-19,13.62842
2022-01-20,11.7647
2022-01-21,13.33721
2022-01-22,4.5428
2022-01-23,3.49446
2022-01-24,10.7746
2022-01-25,13.62842
2022-01-26,13.33721
2022-01-27,15.31741
2022-01-28,17.18112
2022-01-29,5.5329
2022-01-30,3.49446
2022-01-31,4.19336
2022-02-01,2.91205
2022-02-02,3.02853
2022-02-03,14.79324
2022-02-04,17.06464
2022-02-05,5.5329
2022-02-06,4.19336
2022-02-07,12.98776
2022-02-08,16.07454
2022-02-09,21.78217
2022-02-10,16.24927
2022-02-11,17.29761
2022-02-12,4.19336
2022-02-13,2.5626
2022-02-14,10.13395
2022-02-15,10.65812
2022-02-16,13.57018
2022-02-17,16.24927
2022-02-18,11.88118
2022-02-19,4.95049
2022-02-20,4.01863
2022-02-21,9.84274
2022-02-22,7.74606
2022-02-23,14.32731
2022-02-24,11.41525
2022-02-25,10.89108
2022-02-26,4.71753
2022-02-27,2.62085
2022-02-28,7.97903
2022-03-01,2.50436
2022-03-02,7.39662
2022-03-03,10.59988
2022-03-04,10.94933
2022-03-05,2.73733
2022-03-06,2.32964
2022-03-07,8.21199
2022-03-08,12.40535
2022-03-09,3.43622
2022-03-10,8.38672
2022-03-11,11.7647
2022-03-12,4.2516
2022-03-13,3.02853
2022-03-14,11.93942
2022-03-15,13.86138
2022-03-16,12.69656
2022-03-17,13.7449
2022-03-18,15.20093
2022-03-19,4.07687
2022-03-20,2.85381
2022-03-21,9.02737
2022-03-22,10.13395
2022-03-23,13.33721
2022-03-24,12.69656
2022-03-25,14.735
2022-03-26,3.90215
2022-03-27,3.37798
2022-03-28,10.19219
2022-03-29,9.26033
2022-03-30,12.46359
2022-03-31,13.62842
2022-04-01,13.16249
2022-04-02,3.02853
2022-04-03,2.21316
2022-04-04,7.68782
2022-04-05,11.18229
2022-04-06,10.7746
2022-04-07,12.98776
2022-04-08,11.24053
2022-04-09,2.73733
2022-04-10,1.63075
2022-04-11,8.67792
2022-04-12,10.4834
2022-04-13,11.88118
2022-04-14,10.4834
2022-04-15,10.13395
2022-04-16,3.14502
2022-04-17,3.43622
2022-04-18,8.09551
2022-04-19,12.17239
2022-04-20,11.41525
2022-04-21,11.64822
2022-04-22,10.25043
2022-04-23,4.48456
2022-04-24,4.30984
2022-04-25,8.67792
2022-04-26,11.18229
2022-04-27,10.71636
2022-04-28,11.24053
2022-04-29,11.53174
2022-04-30,3.08677
2022-05-01,2.03843
2022-05-02,9.20209
2022-05-03,8.09551
2022-05-04,9.84274
2022-05-05,4.13511
2022-05-06,8.15375
2022-05-07,1.63075
2022-05-08,3.66919
2022-05-09,6.17355
2022-05-10,7.74606
2022-05-11,10.94933
2022-05-12,10.65812
2022-05-13,10.07571
2022-05-14,2.50436
2022-05-15,2.50436
2022-05-16,8.15375
2022-05-17,10.19219
2022-05-18,10.7746
2022-05-19,11.58998
2022-05-20,9.90099
2022-05-21,2.38788
2022-05-22,3.02853
2022-05-23,7.10541
2022-05-24,9.4933
2022-05-25,8.91089
2022-05-26,8.91089
2022-05-27,9.08561
2022-05-28,2.62085
2022-05-29,1.63075
2022-05-30,6.23179
2022-05-31,8.38672
2022-06-01,2.38788
2022-06-02,5.99883
2022-06-03,9.90099
2022-06-04,2.50436
2022-06-05,1.98019
2022-06-06,1.45602
2022-06-07,6.23179
2022-06-08,8.7944
2022-06-09,9.95923
2022-06-10,7.97903
2022-06-11,2.67909
2022-06-12,2.09668
2022-06-13,5.88235
2022-06-14,10.25043
2022-06-15,8.5032
2022-06-16,8.44496
2022-06-17,9.7845
2022-06-18,2.5626
2022-06-19,2.2714
2022-06-20,9.14385
2022-06-21,10.54164
2022-06-22,10.42516
2022-06-23,11.24053
2022-06-24,10.36691
2022-06-25,2.44612
2022-06-26,2.38788
2022-06-27,7.16365
2022-06-28,9.08561
2022-06-29,8.27023
2022-06-30,8.73616
2022-07-01,8.09551
2022-07-02,1.74723
2022-07-03,1.45602
2022-07-04,6.63948
2022-07-05,7.92079
2022-07-06,8.03727
2022-07-07,6.63948
2022-07-08,8.38672
2022-07-09,1.57251
2022-07-10,1.51426
2022-07-11,5.64938
2022-07-12,6.69772
2022-07-13,8.09551
2022-07-14,7.28013
2022-07-15,7.68782
2022-07-16,1.80547
2022-07-17,1.80547
2022-07-18,5.88235
2022-07-19,8.56144
2022-07-20,7.45486
2022-07-21,8.44496
2022-07-22,10.19219
2022-07-23,2.03843
2022-07-24,1.63075
2022-07-25,5.64938
2022-07-26,8.5032
2022-07-27,7.16365
2022-07-28,8.85264
2022-07-29,8.91089
2022-07-30,2.44612
2022-07-31,1.86371
2022-08-01,7.10541
2022-08-02,7.62958
2022-08-03,8.44496
2022-08-04,6.23179
2022-08-05,9.72626
2022-08-06,2.50436
2022-08-07,1.74723
2022-08-08,7.22189
2022-08-09,7.86255
2022-08-10,8.38672
2022-08-11,8.73616
2022-08-12,10.54164
2022-08-13,2.62085
2022-08-14,1.22306
2022-08-15,1.63075
2022-08-16,6.58124
2022-08-17,7.86255
2022-08-18,8.32847
2022-08-19,7.57134
2022-08-20,1.10658
2022-08-21,1.39778
2022-08-22,4.48456
2022-08-23,5.47466
2022-08-24,8.7944
2022-08-25,8.91089
2022-08-26,8.5032
2022-08-27,1.92195
2022-08-28,2.03843
2022-08-29,5.76587
2022-08-30,7.39662
2022-08-31,7.22189
2022-09-01,9.26033
2022-09-02,8.56144
2022-09-03,2.03843
2022-09-04,1.2813
2022-09-05,6.93069
2022-09-06,6.46476
2022-09-07,8.56144
2022-09-08,7.39662
2022-09-09,1.98019
2022-09-10,1.16482
2022-09-11,1.2813
2022-09-12,1.74723
2022-09-13,6.93069
2022-09-14,3.96039
2022-09-15,4.2516
2022-09-16,4.2516
2022-09-17,0.52417
2022-09-18,0.34944
2022-09-19,3.96039
2022-09-20,2.67909
2022-09-21,2.32964
2022-09-22,2.79557
2022-09-23,2.21316
2022-09-24,0.46592
2022-09-25,0.58241
2022-09-26,1.39778
2022-09-27,1.80547
2022-09-28,3.14502
2022-09-29,3.90215
2022-09-30,1.98019
2022-10-01,1.51426
2022-10-02,0.40768
2022-10-03,0.46592
2022-10-04,2.91205
2022-10-05,3.66919
2022-10-06,2.73733
2022-10-07,3.37798
2022-10-08,0.46592
2022-10-09,0.46592
2022-10-10,1.10658
2022-10-11,2.15492
2022-10-12,3.2615
2022-10-13,3.31974
2022-10-14,3.78567
2022-10-15,1.45602
2022-10-16,0.75713
2022-10-17,3.96039
2022-10-18,3.90215
2022-10-19,2.91205
2022-10-20,2.73733
2022-10-21,3.43622
2022-10-22,0.99009
2022-10-23,0.34944
2022-10-24,2.15492
2022-10-25,2.85381
2022-10-26,3.2615
2022-10-27,2.79557
2022-10-28,2.32964
2022-10-29,1.10658
2022-10-30,0.34944
2022-10-31,2.44612
2022-11-01,3.14502
2022-11-02,2.79557
2022-11-03,2.85381
2022-11-04,3.37798
2022-11-05,0.99009
2022-11-06,0.87361
2022-11-07,2.09668
2022-11-08,2.91205
2022-11-09,3.43622
2022-11-10,5.06697
2022-11-11,4.83401
2022-11-12,1.68899
2022-11-13,0.99009
2022-11-14,3.90215
2022-11-15,4.07687
2022-11-16,4.89225
2022-11-17,4.83401
2022-11-18,4.36808
2022-11-19,0.93185
2022-11-20,1.2813
2022-11-21,2.91205
2022-11-22,3.43622
2022-11-23,3.96039
2022-11-24,5.29994
2022-11-25,4.2516
2022-11-26,1.2813
2022-11-27,0.40768
2022-11-28,2.73733
2022-11-29,3.78567
2022-11-30,5.64938
2022-12-01,4.13511
2022-12-02,3.66919
2022-12-03,0.81537
2022-12-04,0.52417
2022-12-05,2.32964
2022-12-06,2.73733
2022-12-07,3.37798
2022-12-08,3.96039
2022-12-09,3.96039
2022-12-10,1.04834
2022-12-11,0.40768
2022-12-12,3.2615
2022-12-13,3.14502
2022-12-14,3.08677
2022-12-15,3.96039
2022-12-16,3.5527
2022-12-17,0.81537
2022-12-18,0.58241
2022-12-19,2.50436
2022-12-20,2.50436
2022-12-21,2.91205
2022-12-22,3.2615
2022-12-23,3.66919
2022-12-24,1.33954
2022-12-25,0.99009
2022-12-26,2.62085
2022-12-27,2.85381
2022-12-28,3.43622
2022-12-29,3.02853
2022-12-30,1.92195
2022-12-31,0.34944
2023-01-01,0.81537
2023-01-02,1.80547
2023-01-03,2.5626
2023-01-04,3.02853
2023-01-05,3.66919
2023-01-06,3.84391
2023-01-07,1.68899
2023-01-08,0.93185
2023-01-09,3.02853
2023-01-10,2.73733
2023-01-11,3.20326
2023-01-12,2.38788
2023-01-13,3.66919
2023-01-14,1.10658
2023-01-15,0.69889
2023-01-16,2.5626
2023-01-17,3.20326
2023-01-18,4.07687
2023-01-19,3.61094
2023-01-20,2.67909
2023-01-21,1.45602
2023-01-22,0.87361
2023-01-23,0.46592
2023-01-24,0.93185
2023-01-25,2.32964
2023-01-26,2.73733
2023-01-27,3.43622
2023-01-28,1.57251
2023-01-29,1.57251
2023-01-30,2.5626
2023-01-31,4.01863
2023-02-01,3.43622
2023-02-02,3.2615
2023-02-03,3.2615
2023-02-04,1.33954
2023-02-05,0.93185
2023-02-06,2.79557
2023-02-07,3.66919
2023-02-08,5.00873
2023-02-09,3.61094
2023-02-10,4.65928
2023-02-11,0.93185
2023-02-12,1.04834
2023-02-13,3.96039
2023-02-14,4.48456
2023-02-15,4.07687
2023-02-16,5.06697
2023-02-17,4.89225
2023-02-18,1.74723
2023-02-19,1.2813
2023-02-20,4.2516
2023-02-21,5.06697
2023-02-22,7.8043
2023-02-23,7.68782
2023-02-24,5.59114
2023-02-25,2.73733
2023-02-26,1.10658
2023-02-27,3.20326
2023-02-28,3.96039
2023-03-01,1.51426
2023-03-02,4.30984
2023-03-03,4.2516
2023-03-04,2.03843
2023-03-05,1.22306
2023-03-06,4.89225
2023-03-07,5.59114
2023-03-08,7.10541
2023-03-09,6.87245
2023-03-10,5.64938
2023-03-11,1.51426
2023-03-12,1.92195
2023-03-13,3.61094
2023-03-14,4.71753
2023-03-15,5.59114
2023-03-16,5.41642
2023-03-17,6.98893
2023-03-18,2.09668
2023-03-19,1.39778
2023-03-20,5.06697
2023-03-21,5.12521
2023-03-22,5.41642
2023-03-23,8.32847
2023-03-24,9.90099
2023-03-25,2.2714
2023-03-26,1.92195
2023-03-27,6.69772
2023-03-28,7.92079
2023-03-29,7.5131
2023-03-30,7.97903
2023-03-31,6.11531
2023-04-01,1.16482
2023-04-02,1.51426
2023-04-03,4.77577
2023-04-04,6.23179
2023-04-05,7.28013
2023-04-06,5.94059
2023-04-07,5.88235
2023-04-08,1.74723
2023-04-09,1.2813
2023-04-10,5.00873
2023-04-11,5.00873
2023-04-12,6.75596
2023-04-13,7.04717
2023-04-14,5.47466
2023-04-15,1.57251
2023-04-16,0.99009
2023-04-17,5.35818
2023-04-18,7.22189
2023-04-19,5.47466
2023-04-20,5.99883
2023-04-21,6.05707
2023-04-22,0.81537
2023-04-23,1.45602
2023-04-24,5.76587
2023-04-25,5.59114
2023-04-26,5.29994
2023-04-27,4.71753
2023-04-28,5.06697
2023-04-29,1.98019
2023-04-30,0.87361
2023-05-01,1.92195
2023-05-02,2.44612
2023-05-03,4.19336
2023-05-04,4.48456
2023-05-05,0.99009
2023-05-06,0.81537
2023-05-07,0.75713
2023-05-08,4.19336
2023-05-09,4.42632
2023-05-10,4.01863
2023-05-11,4.65928
2023-05-12,5.18345
2023-05-13,1.16482
2023-05-14,0.52417
2023-05-15,2.62085
2023-05-16,3.37798
2023-05-17,4.13511
2023-05-18,4.71753
2023-05-19,5.59114
2023-05-20,0.52417
2023-05-21,0.58241
2023-05-22,3.66919
2023-05-23,4.30984
2023-05-24,3.72743
2023-05-25,4.2516
2023-05-26,5.06697
2023-05-27,1.33954
2023-05-28,0.81537
