date,주식프로그램매매
2020-03-20,14.38555
2020-03-21,4.13511
2020-03-22,2.79557
2020-03-23,8.85264
2020-03-24,10.4834
2020-03-25,11.4735
2020-03-26,12.05591
2020-03-27,14.61852
2020-03-28,5.06697
2020-03-29,4.83401
2020-03-30,10.13395
2020-03-31,16.07454
2020-04-01,20.50087
2020-04-02,18.69539
2020-04-03,16.07454
2020-04-04,7.68782
2020-04-05,5.94059
2020-04-06,13.97786
2020-04-07,17.93826
2020-04-08,18.57891
2020-04-09,20.38439
2020-04-10,22.30634
2020-04-11,7.97903
2020-04-12,6.98893
2020-04-13,16.30751
2020-04-14,16.48223
2020-04-15,5.82411
2020-04-16,16.07454
2020-04-17,22.65579
2020-04-18,8.5032
2020-04-19,4.65928
2020-04-20,17.47233
2020-04-21,17.88002
2020-04-22,19.74373
2020-04-23,23.93709
2020-04-24,31.39196
2020-04-25,10.4834
2020-04-26,6.40652
2020-04-27,20.03494
2020-04-28,27.25684
2020-04-29,30.11065
2020-04-30,10.7746
2020-05-01,7.16365
2020-05-02,4.2516
2020-05-03,4.77577
2020-05-04,19.45253
2020-05-05,10.36691
2020-05-06,25.04368
2020-05-07,25.74257
2020-05-08,26.44146
2020-05-09,9.14385
2020-05-10,7.74606
2020-05-11,22.36458
2020-05-12,25.10192
2020-05-13,33.37216
2020-05-14,29.76121
2020-05-15,31.62492
2020-05-16,11.06581
2020-05-17,11.64822
2020-05-18,24.40302
2020-05-19,36.22597
2020-05-20,34.01281
2020-05-21,35.29411
2020-05-22,33.95457
2020-05-23,10.54164
2020-05-24,9.37682
2020-05-25,21.14152
2020-05-26,26.15026
2020-05-27,30.92603
2020-05-28,29.99417
2020-05-29,36.63366
2020-05-30,10.19219
2020-05-31,7.04717
2020-06-01,24.2283
2020-06-02,31.10075
2020-06-03,33.4304
2020-06-04,37.04135
2020-06-05,31.97437
2020-06-06,9.31857
2020-06-07,8.67792
2020-06-08,25.62609
2020-06-09,26.73267
2020-06-10,30.11065
2020-06-11,32.20733
2020-06-12,27.1986
2020-06-13,7.62958
2020-06-14,4.60104
2020-06-15,23.35468
2020-06-16,32.14909
2020-06-17,24.98543
2020-06-18,26.09202
2020-06-19,24.2283
2020-06-20,7.62958
2020-06-21,5.70762
2020-06-22,19.45253
2020-06-23,23.99534
2020-06-24,29.87769
2020-06-25,26.96563
2020-06-26,25.45136
2020-06-27,7.5131
2020-06-28,4.83401
2020-06-29,19.45253
2020-06-30,23.58765
2020-07-01,23.29644
2020-07-02,20.85032
2020-07-03,23.35468
2020-07-04,6.87245
2020-07-05,5.88235
2020-07-06,20.03494
2020-07-07,25.2184
2020-07-08,24.28654
2020-07-09,26.32498
2020-07-10,24.63599
2020-07-11,7.22189
2020-07-12,5.35818
2020-07-13,19.04484
2020-07-14,19.62725
2020-07-15,24.05358
2020-07-16,24.75247
2020-07-17,20.2679
2020-07-18,6.93069
2020-07-19,7.33838
2020-07-20,18.05474
2020-07-21,23.64589
2020-07-22,24.86895
2020-07-23,29.64472
2020-07-24,25.91729
2020-07-25,9.08561
2020-07-26,7.8043
2020-07-27,24.28654
2020-07-28,29.70297
2020-07-29,29.58648
2020-07-30,29.06231
2020-07-31,25.62609
2020-08-01,7.62958
2020-08-02,6.69772
2020-08-03,20.32615
2020-08-04,29.81945
2020-08-05,32.67326
2020-08-06,37.79848
2020-08-07,35.23587
2020-08-08,12.11415
2020-08-09,10.25043
2020-08-10,30.34362
2020-08-11,32.78974
2020-08-12,38.03145
2020-08-13,37.62376
2020-08-14,40.01164
2020-08-15,9.66802
2020-08-16,6.63948
2020-08-17,6.63948
2020-08-18,20.67559
2020-08-19,30.86779
2020-08-20,33.19743
2020-08-21,31.56668
2020-08-22,8.85264
2020-08-23,5.47466
2020-08-24,22.88875
2020-08-25,30.75131
2020-08-26,33.31391
2020-08-27,34.30401
2020-08-28,40.30285
2020-08-29,10.54164
2020-08-30,7.97903
2020-08-31,38.6721
2020-09-01,39.60396
2020-09-02,40.30285
2020-09-03,36.10949
2020-09-04,34.76994
2020-09-05,11.4735
2020-09-06,8.56144
2020-09-07,29.99417
2020-09-08,36.28421
2020-09-09,42.34129
2020-09-10,37.50728
2020-09-11,35.81828
2020-09-12,9.72626
2020-09-13,7.92079
2020-09-14,25.62609
2020-09-15,29.58648
2020-09-16,38.6721
2020-09-17,39.02154
2020-09-18,38.49737
2020-09-19,9.20209
2020-09-20,7.8043
2020-09-21,25.27664
2020-09-22,34.47874
2020-09-23,34.24577
2020-09-24,34.36225
2020-09-25,31.56668
2020-09-26,8.73616
2020-09-27,6.63948
2020-09-28,23.64589
2020-09-29,26.67443
2020-09-30,6.34828
2020-10-01,8.32847
2020-10-02,4.95049
2020-10-03,4.89225
2020-10-04,7.39662
2020-10-05,17.12288
2020-10-06,19.9767
2020-10-07,23.06348
2020-10-08,24.63599
2020-10-09,8.96913
2020-10-10,4.77577
2020-10-11,4.5428
2020-10-12,16.59871
2020-10-13,18.11298
2020-10-14,22.13162
2020-10-15,17.93826
2020-10-16,22.42283
2020-10-17,7.10541
2020-10-18,5.29994
2020-10-19,15.08444
2020-10-20,22.42283
2020-10-21,20.15142
2020-10-22,22.30634
2020-10-23,20.03494
2020-10-24,4.30984
2020-10-25,4.01863
2020-10-26,16.13278
2020-10-27,18.40419
2020-10-28,16.42399
2020-10-29,18.17122
2020-10-30,19.27781
2020-10-31,7.10541
2020-11-01,4.42632
2020-11-02,10.83284
2020-11-03,16.13278
2020-11-04,14.735
2020-11-05,18.52067
2020-11-06,19.04484
2020-11-07,4.65928
2020-11-08,4.01863
2020-11-09,17.47233
2020-11-10,20.2679
2020-11-11,20.32615
2020-11-12,25.97553
2020-11-13,24.28654
2020-11-14,5.82411
2020-11-15,4.71753
2020-11-16,16.88992
2020-11-17,20.73383
2020-11-18,27.95573
2020-11-19,23.87885
2020-11-20,23.70413
2020-11-21,6.11531
2020-11-22,4.36808
2020-11-23,16.83168
2020-11-24,25.33488
2020-11-25,30.92603
2020-11-26,28.1887
2020-11-27,27.4898
2020-11-28,6.81421
2020-11-29,8.21199
2020-11-30,22.71403
2020-12-01,28.01397
2020-12-02,22.53931
2020-12-03,27.72277
2020-12-04,26.2085
2020-12-05,7.16365
2020-12-06,6.87245
2020-12-07,22.53931
2020-12-08,35.99301
2020-12-09,33.25567
2020-12-10,40.30285
2020-12-11,34.24577
2020-12-12,9.95923
2020-12-13,6.46476
2020-12-14,22.71403
2020-12-15,27.4898
2020-12-16,28.36342
2020-12-17,29.58648
2020-12-18,29.06231
2020-12-19,9.7845
2020-12-20,7.39662
2020-12-21,22.2481
2020-12-22,30.69306
2020-12-23,30.92603
2020-12-24,27.25684
2020-12-25,9.31857
2020-12-26,5.18345
2020-12-27,4.95049
2020-12-28,28.88759
2020-12-29,29.93593
2020-12-30,29.47
2020-12-31,8.5032
2021-01-01,5.00873
2021-01-02,4.2516
2021-01-03,7.97903
2021-01-04,21.08328
2021-01-05,29.99417
2021-01-06,34.4205
2021-01-07,30.80955
2021-01-08,36.34245
2021-01-09,11.7647
2021-01-10,9.95923
2021-01-11,41.05998
2021-01-12,37.33255
2021-01-13,36.45894
2021-01-14,43.2149
2021-01-15,39.83692
2021-01-16,14.0361
2021-01-17,11.35701
2021-01-18,33.02271
2021-01-19,39.48747
2021-01-20,41.05998
2021-01-21,39.60396
2021-01-22,37.44903
2021-01-23,13.91962
2021-01-24,9.95923
2021-01-25,28.77111
2021-01-26,45.48631
2021-01-27,42.57425
2021-01-28,100.0
2021-01-29,58.00815
2021-01-30,20.44263
2021-01-31,14.96796
2021-02-01,32.4403
2021-02-02,39.19627
2021-02-03,38.03145
2021-02-04,43.97204
2021-02-05,39.42923
2021-02-06,20.44263
2021-02-07,14.50203
2021-02-08,32.55678
2021-02-09,34.24577
2021-02-10,31.62492
2021-02-11,10.54164
2021-02-12,5.59114
2021-02-13,7.33838
2021-02-14,8.09551
2021-02-15,23.82061
2021-02-16,25.56785
2021-02-17,37.85672
2021-02-18,40.41933
2021-02-19,36.6919
2021-02-20,12.87128
2021-02-21,9.20209
2021-02-22,26.61619
2021-02-23,28.53814
2021-02-24,33.02271
2021-02-25,33.37216
2021-02-26,31.21723
2021-02-27,9.55154
2021-02-28,6.63948
2021-03-01,6.98893
2021-03-02,20.20966
2021-03-03,24.51951
2021-03-04,27.37332
2021-03-05,24.46126
2021-03-06,8.15375
2021-03-07,6.58124
2021-03-08,20.09318
2021-03-09,27.08211
2021-03-10,27.83925
2021-03-11,32.4403
2021-03-12,31.97437
2021-03-13,8.32847
2021-03-14,5.59114
2021-03-15,23.06348
2021-03-16,30.63482
2021-03-17,25.62609
2021-03-18,26.15026
2021-03-19,27.89749
2021-03-20,8.85264
2021-03-21,7.28013
2021-03-22,20.2679
2021-03-23,28.65463
2021-03-24,27.31508
2021-03-25,29.06231
2021-03-26,30.22714
2021-03-27,9.31857
2021-03-28,7.62958
2021-03-29,22.65579
2021-03-30,29.70297
2021-03-31,26.79091
2021-04-01,23.76237
2021-04-02,24.46126
2021-04-03,7.39662
2021-04-04,5.70762
2021-04-05,17.18112
2021-04-06,21.78217
2021-04-07,25.62609
2021-04-08,25.74257
2021-04-09,26.44146
2021-04-10,7.74606
2021-04-11,4.71753
2021-04-12,18.92836
2021-04-13,22.59755
2021-04-14,28.77111
2021-04-15,31.85789
2021-04-16,27.95573
2021-04-17,9.4933
2021-04-18,6.98893
2021-04-19,21.02504
2021-04-20,23.99534
2021-04-21,27.66453
2021-04-22,27.95573
2021-04-23,31.7414
2021-04-24,6.46476
2021-04-25,5.82411
2021-04-26,21.9569
2021-04-27,26.96563
2021-04-28,26.03377
2021-04-29,27.54804
2021-04-30,30.28538
2021-05-01,9.26033
2021-05-02,7.39662
2021-05-03,25.5096
2021-05-04,29.87769
2021-05-05,7.92079
2021-05-06,23.41292
2021-05-07,25.10192
2021-05-08,6.05707
2021-05-09,6.40652
2021-05-10,23.41292
2021-05-11,24.46126
2021-05-12,34.01281
2021-05-13,22.48107
2021-05-14,27.78101
2021-05-15,6.81421
2021-05-16,5.18345
2021-05-17,22.53931
2021-05-18,24.05358
2021-05-19,8.44496
2021-05-20,26.26674
2021-05-21,27.1986
2021-05-22,5.64938
2021-05-23,4.60104
2021-05-24,18.75364
2021-05-25,26.55794
2021-05-26,28.42166
2021-05-27,29.87769
2021-05-28,25.97553
2021-05-29,6.98893
2021-05-30,5.00873
2021-05-31,19.74373
2021-06-01,21.60745
2021-06-02,29.64472
2021-06-03,31.27548
2021-06-04,27.43156
2021-06-05,8.67792
2021-06-06,6.69772
2021-06-07,21.84041
2021-06-08,27.02387
2021-06-09,30.16889
2021-06-10,31.97437
2021-06-11,28.88759
2021-06-12,7.74606
2021-06-13,6.58124
2021-06-14,17.93826
2021-06-15,27.08211
2021-06-16,23.58765
2021-06-17,21.14152
2021-06-18,23.87885
2021-06-19,9.20209
2021-06-20,5.64938
2021-06-21,21.14152
2021-06-22,23.87885
2021-06-23,36.51718
2021-06-24,35.00291
2021-06-25,32.09085
2021-06-26,8.91089
2021-06-27,6.98893
2021-06-28,21.08328
2021-06-29,22.2481
2021-06-30,21.89866
2021-07-01,26.38322
2021-07-02,23.17996
2021-07-03,5.94059
2021-07-04,5.76587
2021-07-05,18.75364
2021-07-06,25.39312
2021-07-07,24.57775
