date,포스코케미칼주가
2020-03-20,8.93573
2020-03-21,1.37017
2020-03-22,1.05655
2020-03-23,8.61182
2020-03-24,8.58354
2020-03-25,9.0
2020-03-26,9.24164
2020-03-27,8.18766
2020-03-28,0.99485
2020-03-29,0.88688
2020-03-30,7.56555
2020-03-31,8.04884
2020-04-01,8.51928
2020-04-02,7.88946
2020-04-03,7.43958
2020-04-04,0.75578
2020-04-05,0.59383
2020-04-06,6.86118
2020-04-07,8.13624
2020-04-08,8.51156
2020-04-09,7.76863
2020-04-10,7.36503
2020-04-11,0.94344
2020-04-12,0.8329
2020-04-13,6.78149
2020-04-14,6.76863
2020-04-15,1.12853
2020-04-16,8.85604
2020-04-17,10.61696
2020-04-18,1.24678
2020-04-19,1.23136
2020-04-20,8.61439
2020-04-21,8.39331
2020-04-22,8.95886
2020-04-23,10.33933
2020-04-24,8.29048
2020-04-25,1.10025
2020-04-26,0.91002
2020-04-27,7.23393
2020-04-28,6.98714
2020-04-29,6.2185
2020-04-30,0.98971
2020-05-01,1.15938
2020-05-02,0.55784
2020-05-03,0.61439
2020-05-04,5.47557
2020-05-05,0.73778
2020-05-06,5.40616
2020-05-07,4.88946
2020-05-08,4.97172
2020-05-09,0.69665
2020-05-10,0.53727
2020-05-11,4.83804
2020-05-12,4.71465
2020-05-13,6.81233
2020-05-14,6.70437
2020-05-15,8.04113
2020-05-16,0.99742
2020-05-17,0.77634
2020-05-18,8.81491
2020-05-19,9.5167
2020-05-20,8.16966
2020-05-21,9.70437
2020-05-22,8.55269
2020-05-23,0.93316
2020-05-24,0.81748
2020-05-25,8.96143
2020-05-26,9.78149
2020-05-27,9.10025
2020-05-28,8.89974
2020-05-29,7.26221
2020-05-30,0.8766
2020-05-31,0.69408
2020-06-01,9.46272
2020-06-02,8.59125
2020-06-03,8.07455
2020-06-04,8.75064
2020-06-05,8.90488
2020-06-06,0.90488
2020-06-07,0.73521
2020-06-08,8.94344
2020-06-09,10.07969
2020-06-10,9.70951
2020-06-11,10.473
2020-06-12,9.75835
2020-06-13,0.93059
2020-06-14,0.87917
2020-06-15,9.85861
2020-06-16,14.97429
2020-06-17,16.55269
2020-06-18,16.35475
2020-06-19,15.45501
2020-06-20,1.90745
2020-06-21,1.55784
2020-06-22,17.74293
2020-06-23,16.473
2020-06-24,15.49614
2020-06-25,14.26478
2020-06-26,13.99485
2020-06-27,1.49357
2020-06-28,1.26735
2020-06-29,13.11053
2020-06-30,13.4293
2020-07-01,13.90231
2020-07-02,12.21079
2020-07-03,13.45501
2020-07-04,1.76606
2020-07-05,1.46272
2020-07-06,14.02056
2020-07-07,13.32904
2020-07-08,12.13881
2020-07-09,15.64781
2020-07-10,14.12082
2020-07-11,1.5964
2020-07-12,1.24421
2020-07-13,13.00257
2020-07-14,11.36246
2020-07-15,11.8766
2020-07-16,11.4473
2020-07-17,11.04884
2020-07-18,1.31619
2020-07-19,1.06683
2020-07-20,11.1748
2020-07-21,12.52956
2020-07-22,13.02827
2020-07-23,12.93316
2020-07-24,11.33933
2020-07-25,1.14652
2020-07-26,0.89717
2020-07-27,10.96401
2020-07-28,12.05912
2020-07-29,10.45244
2020-07-30,10.12339
2020-07-31,12.87403
2020-08-01,2.0694
2020-08-02,1.97686
2020-08-03,15.37275
2020-08-04,15.41131
2020-08-05,26.2982
2020-08-06,32.62982
2020-08-07,39.49614
2020-08-08,7.99742
2020-08-09,8.46272
2020-08-10,46.5964
2020-08-11,40.54498
2020-08-12,33.62724
2020-08-13,38.84318
2020-08-14,33.69922
2020-08-15,3.49614
2020-08-16,2.80205
2020-08-17,4.87917
2020-08-18,29.94858
2020-08-19,27.2982
2020-08-20,26.1928
2020-08-21,25.23136
2020-08-22,2.21593
2020-08-23,1.77377
2020-08-24,23.25706
2020-08-25,22.48071
2020-08-26,22.16709
2020-08-27,22.1928
2020-08-28,19.91002
2020-08-29,1.81748
2020-08-30,1.65552
2020-08-31,18.97686
2020-09-01,18.33419
2020-09-02,17.16709
2020-09-03,17.88946
2020-09-04,16.44987
2020-09-05,2.03598
2020-09-06,1.56812
2020-09-07,16.26992
2020-09-08,15.99742
2020-09-09,14.40359
2020-09-10,14.79691
2020-09-11,13.00771
2020-09-12,2.0
2020-09-13,1.5784
2020-09-14,14.95115
2020-09-15,14.61182
2020-09-16,12.59383
2020-09-17,12.80462
2020-09-18,17.9383
2020-09-19,2.29048
2020-09-20,1.99228
2020-09-21,16.46786
2020-09-22,16.37275
2020-09-23,17.24421
2020-09-24,16.84832
2020-09-25,15.35732
2020-09-26,1.73264
2020-09-27,1.45501
2020-09-28,14.48329
2020-09-29,14.13624
2020-09-30,1.34961
2020-10-01,1.02056
2020-10-02,1.01542
2020-10-03,0.83547
2020-10-04,0.77892
2020-10-05,12.80719
2020-10-06,11.20051
2020-10-07,10.78406
2020-10-08,12.11568
2020-10-09,1.57326
2020-10-10,1.11825
2020-10-11,1.17223
2020-10-12,11.20308
2020-10-13,10.45758
2020-10-14,10.38817
2020-10-15,10.33933
2020-10-16,10.03598
2020-10-17,0.88688
2020-10-18,0.74807
2020-10-19,10.5347
2020-10-20,9.87403
2020-10-21,9.54241
2020-10-22,9.07969
2020-10-23,10.15681
2020-10-24,1.22107
2020-10-25,1.03598
2020-10-26,10.35475
2020-10-27,10.39588
2020-10-28,10.10025
2020-10-29,9.18251
2020-10-30,9.2185
2020-10-31,0.89974
2020-11-01,0.63753
2020-11-02,9.29562
2020-11-03,11.28791
2020-11-04,11.50128
2020-11-05,13.28791
2020-11-06,16.75064
2020-11-07,3.74035
2020-11-08,2.3856
2020-11-09,18.90488
2020-11-10,15.43187
2020-11-11,14.18766
2020-11-12,13.05398
2020-11-13,11.97943
2020-11-14,1.82005
2020-11-15,1.14652
2020-11-16,12.36503
2020-11-17,12.25964
2020-11-18,12.38303
2020-11-19,11.43187
2020-11-20,9.97943
2020-11-21,1.33933
2020-11-22,0.99485
2020-11-23,11.15681
2020-11-24,13.94601
2020-11-25,17.12853
2020-11-26,15.4473
2020-11-27,19.45244
2020-11-28,2.52185
2020-11-29,2.67352
2020-11-30,17.17994
2020-12-01,16.49871
2020-12-02,20.37017
2020-12-03,26.86118
2020-12-04,27.70437
2020-12-05,3.70694
2020-12-06,3.72493
2020-12-07,24.66323
2020-12-08,26.05912
2020-12-09,34.55012
2020-12-10,37.50899
2020-12-11,29.65295
2020-12-12,4.25192
2020-12-13,3.5167
2020-12-14,25.75835
2020-12-15,23.47814
2020-12-16,23.06426
2020-12-17,25.45244
2020-12-18,24.17223
2020-12-19,4.17737
2020-12-20,3.9383
2020-12-21,26.27763
2020-12-22,23.40874
2020-12-23,22.92802
2020-12-24,21.15424
2020-12-25,3.64781
2020-12-26,3.25192
2020-12-27,3.47814
2020-12-28,22.88431
2020-12-29,21.22879
2020-12-30,21.92544
2020-12-31,4.47814
2021-01-01,2.70951
2021-01-02,3.37017
2021-01-03,2.99742
2021-01-04,36.84061
2021-01-05,40.87917
2021-01-06,40.08483
2021-01-07,36.31362
2021-01-08,37.53727
2021-01-09,6.54498
2021-01-10,5.56298
2021-01-11,40.52442
2021-01-12,31.29048
2021-01-13,28.21593
2021-01-14,30.37532
2021-01-15,26.5347
2021-01-16,4.01542
2021-01-17,3.81233
2021-01-18,27.48843
2021-01-19,29.53727
2021-01-20,27.79948
2021-01-21,27.35218
2021-01-22,35.19794
2021-01-23,5.28791
2021-01-24,4.41645
2021-01-25,30.95115
2021-01-26,26.92287
2021-01-27,28.79434
2021-01-28,26.93316
2021-01-29,26.21336
2021-01-30,3.47043
2021-01-31,2.7455
2021-02-01,27.84318
2021-02-02,25.46529
2021-02-03,26.59897
2021-02-04,23.66066
2021-02-05,23.59897
2021-02-06,3.57326
2021-02-07,3.10025
2021-02-08,22.94601
2021-02-09,27.37789
2021-02-10,24.68637
2021-02-11,4.12853
2021-02-12,3.41645
2021-02-13,3.18508
2021-02-14,3.25706
2021-02-15,32.01028
2021-02-16,30.45244
2021-02-17,39.87146
2021-02-18,38.05398
2021-02-19,43.87403
2021-02-20,7.40616
2021-02-21,5.50899
2021-02-22,49.03341
2021-02-23,44.17737
2021-02-24,44.3676
2021-02-25,39.54498
2021-02-26,31.31876
2021-02-27,3.79691
2021-02-28,3.38817
2021-03-01,4.04627
2021-03-02,32.982
2021-03-03,34.39588
2021-03-04,44.17994
2021-03-05,33.30591
2021-03-06,4.16709
2021-03-07,3.07197
2021-03-08,30.42159
2021-03-09,32.31105
2021-03-10,28.08483
2021-03-11,30.91773
2021-03-12,29.21336
2021-03-13,3.41902
2021-03-14,2.69922
2021-03-15,26.14138
2021-03-16,27.2802
2021-03-17,27.53727
2021-03-18,25.13624
2021-03-19,23.03341
2021-03-20,3.2982
2021-03-21,2.54755
2021-03-22,21.7712
2021-03-23,20.21336
2021-03-24,22.12339
2021-03-25,21.20308
2021-03-26,19.55526
2021-03-27,2.41902
2021-03-28,2.10025
2021-03-29,19.76606
2021-03-30,26.20822
2021-03-31,22.43444
2021-04-01,22.57069
2021-04-02,24.54241
2021-04-03,2.85604
2021-04-04,2.58868
2021-04-05,27.76863
2021-04-06,25.85861
2021-04-07,24.38303
2021-04-08,22.63239
2021-04-09,20.53984
2021-04-10,2.16966
2021-04-11,2.25964
2021-04-12,28.49614
2021-04-13,26.24935
2021-04-14,26.62724
2021-04-15,25.3856
2021-04-16,22.01028
2021-04-17,3.16709
2021-04-18,4.48843
2021-04-19,26.34704
2021-04-20,23.04884
2021-04-21,19.69665
2021-04-22,20.45244
2021-04-23,18.76092
2021-04-24,2.37017
2021-04-25,1.91516
2021-04-26,23.51928
2021-04-27,25.14652
2021-04-28,22.46529
2021-04-29,21.18251
2021-04-30,20.38303
2021-05-01,2.26478
2021-05-02,1.84575
2021-05-03,22.16452
2021-05-04,21.45501
2021-05-05,2.91773
2021-05-06,19.51413
2021-05-07,17.93316
2021-05-08,1.8766
2021-05-09,1.68637
2021-05-10,20.3419
2021-05-11,17.82005
2021-05-12,18.70179
2021-05-13,17.54498
2021-05-14,17.43701
2021-05-15,1.85347
2021-05-16,1.63239
2021-05-17,16.03598
2021-05-18,15.96143
2021-05-19,2.24935
2021-05-20,17.50899
2021-05-21,17.21079
2021-05-22,1.7712
2021-05-23,1.491
2021-05-24,15.35218
2021-05-25,14.72236
2021-05-26,15.04113
2021-05-27,14.90231
2021-05-28,15.38303
2021-05-29,1.65809
2021-05-30,1.31362
2021-05-31,15.70951
2021-06-01,14.67609
2021-06-02,15.2365
2021-06-03,16.28277
2021-06-04,13.49871
2021-06-05,1.54498
2021-06-06,1.26221
2021-06-07,14.68637
2021-06-08,13.73778
2021-06-09,13.82519
2021-06-10,15.5784
2021-06-11,17.88174
2021-06-12,2.02313
2021-06-13,1.51413
2021-06-14,16.82519
2021-06-15,16.00257
2021-06-16,15.58611
2021-06-17,19.16452
2021-06-18,19.54498
2021-06-19,2.11825
2021-06-20,1.86889
2021-06-21,17.35475
2021-06-22,15.26221
2021-06-23,18.41131
2021-06-24,19.69922
2021-06-25,17.50385
2021-06-26,2.03341
2021-06-27,1.53727
2021-06-28,15.78406
2021-06-29,14.86632
2021-06-30,14.63496
2021-07-01,16.57326
2021-07-02,17.05655
2021-07-03,1.68894
2021-07-04,1.51413
2021-07-05,17.5784
2021-07-06,18.75321
2021-07-07,19.86118
2021-07-08,39.30591
2021-07-09,36.65552
2021-07-10,5.21336
2021-07-11,4.30591
2021-07-12,34.06426
2021-07-13,33.58868
2021-07-14,37.10025
2021-07-15,33.88431
2021-07-16,30.43187
2021-07-17,3.01542
2021-07-18,2.50128
2021-07-19,28.16966
2021-07-20,33.44987
2021-07-21,27.07712
2021-07-22,28.79434
2021-07-23,29.66838
2021-07-24,2.82262
2021-07-25,1.92544
2021-07-26,23.67866
2021-07-27,24.4473
2021-07-28,23.13624
2021-07-29,23.25706
2021-07-30,22.08483
2021-07-31,2.03341
2021-08-01,1.60668
2021-08-02,20.24421
2021-08-03,20.08997
2021-08-04,22.78663
2021-08-05,23.93573
2021-08-06,21.82262
2021-08-07,2.07197
2021-08-08,1.7712
2021-08-09,24.21336
2021-08-10,21.9383
2021-08-11,21.27506
2021-08-12,22.89717
2021-08-13,24.36503
2021-08-14,2.46272
2021-08-15,2.00257
2021-08-16,3.24678
2021-08-17,23.95372
2021-08-18,23.31876
2021-08-19,21.55784
2021-08-20,22.01028
2021-08-21,2.50128
2021-08-22,1.92287
2021-08-23,26.30334
2021-08-24,26.68123
2021-08-25,34.49357
2021-08-26,29.92287
2021-08-27,24.79434
2021-08-28,2.37275
2021-08-29,1.93573
2021-08-30,27.19537
2021-08-31,27.45244
2021-09-01,24.25449
2021-09-02,20.7892
2021-09-03,22.82776
2021-09-04,2.11311
2021-09-05,1.64524
2021-09-06,20.8946
2021-09-07,21.96658
2021-09-08,21.0257
2021-09-09,29.24421
2021-09-10,25.14138
2021-09-11,2.49871
2021-09-12,2.03598
2021-09-13,28.72493
2021-09-14,28.00771
2021-09-15,31.07712
2021-09-16,33.39588
2021-09-17,26.10539
2021-09-18,2.25706
2021-09-19,1.54241
2021-09-20,1.30848
2021-09-21,1.40874
2021-09-22,1.65295
2021-09-23,22.11568
2021-09-24,26.64781
2021-09-25,3.2185
2021-09-26,2.79948
2021-09-27,37.99485
2021-09-28,30.31362
2021-09-29,39.65552
2021-09-30,38.84318
2021-10-01,34.61696
2021-10-02,3.48071
2021-10-03,2.26221
2021-10-04,4.29048
2021-10-05,34.00514
2021-10-06,33.58611
2021-10-07,31.12596
2021-10-08,44.96658
2021-10-09,4.35475
2021-10-10,2.60668
2021-10-11,3.80462
2021-10-12,29.29562
2021-10-13,30.16966
2021-10-14,31.63496
2021-10-15,29.21079
2021-10-16,2.97429
2021-10-17,2.1491
2021-10-18,26.91259
2021-10-19,25.90488
2021-10-20,27.75064
2021-10-21,27.04884
2021-10-22,26.43958
2021-10-23,2.9383
2021-10-24,1.93059
2021-10-25,27.00771
2021-10-26,24.26478
2021-10-27,20.86375
2021-10-28,21.67095
2021-10-29,21.01799
2021-10-30,2.12082
2021-10-31,1.57069
2021-11-01,21.10539
2021-11-02,21.4293
2021-11-03,20.80976
2021-11-04,22.03856
2021-11-05,22.66838
2021-11-06,2.8329
2021-11-07,2.15681
2021-11-08,21.53727
2021-11-09,21.38046
2021-11-10,20.50128
2021-11-11,21.99485
2021-11-12,22.00514
2021-11-13,2.75835
2021-11-14,2.64267
2021-11-15,23.50128
2021-11-16,20.52956
2021-11-17,19.05655
2021-11-18,19.15938
2021-11-19,20.21079
2021-11-20,2.5784
2021-11-21,2.08483
2021-11-22,20.09511
2021-11-23,22.85604
2021-11-24,23.68894
2021-11-25,37.23907
2021-11-26,31.20051
2021-11-27,2.91259
2021-11-28,2.34961
2021-11-29,24.43187
2021-11-30,31.35989
2021-12-01,31.22622
2021-12-02,35.76863
2021-12-03,31.92544
2021-12-04,3.60411
2021-12-05,2.77377
2021-12-06,26.98457
2021-12-07,27.24678
2021-12-08,26.92287
2021-12-09,26.491
2021-12-10,25.08997
2021-12-11,4.54498
2021-12-12,3.59897
2021-12-13,25.41388
2021-12-14,22.6658
2021-12-15,21.39845
2021-12-16,22.2365
2021-12-17,20.78149
2021-12-18,2.46529
2021-12-19,2.20308
2021-12-20,19.40874
2021-12-21,22.33676
2021-12-22,21.14395
2021-12-23,22.78406
2021-12-24,20.32904
2021-12-25,2.81491
2021-12-26,2.5784
2021-12-27,19.7712
2021-12-28,20.80976
2021-12-29,19.73007
2021-12-30,18.63239
2021-12-31,5.20051
2022-01-01,2.19794
2022-01-02,2.15424
2022-01-03,18.42159
2022-01-04,17.57069
2022-01-05,19.00257
2022-01-06,19.22879
2022-01-07,20.41388
2022-01-08,2.75321
2022-01-09,2.42673
2022-01-10,19.78149
2022-01-11,21.74035
2022-01-12,23.7275
2022-01-13,20.40616
2022-01-14,17.21079
2022-01-15,2.49871
2022-01-16,2.17737
2022-01-17,16.82005
2022-01-18,17.52442
2022-01-19,18.4473
2022-01-20,19.01542
2022-01-21,17.20051
2022-01-22,2.27249
2022-01-23,2.27506
