date,KODEX200
2020-03-20,100.0
2020-03-21,25.38605
2020-03-22,23.03362
2020-03-23,76.79318
2020-03-24,71.39558
2020-03-25,87.15543
2020-03-26,69.86578
2020-03-27,62.47654
2020-03-28,16.81339
2020-03-29,15.61552
2020-03-30,51.92668
2020-03-31,46.74556
2020-04-01,48.46298
2020-04-02,48.04445
2020-04-03,38.15846
2020-04-04,10.49213
2020-04-05,9.13551
2020-04-06,41.62216
2020-04-07,47.7991
2020-04-08,38.82234
2020-04-09,38.86563
2020-04-10,40.23668
2020-04-11,10.29008
2020-04-12,8.71698
2020-04-13,32.58767
2020-04-14,36.28229
2020-04-15,9.61177
2020-04-16,26.71381
2020-04-17,37.76879
2020-04-18,9.23654
2020-04-19,8.24072
2020-04-20,33.84326
2020-04-21,31.70731
2020-04-22,32.47221
2020-04-23,30.27853
2020-04-24,24.34694
2020-04-25,6.99956
2020-04-26,6.53773
2020-04-27,27.522
2020-04-28,30.22081
2020-04-29,25.57367
2020-04-30,7.05729
2020-05-01,6.6099
2020-05-02,4.47395
2020-05-03,5.16669
2020-05-04,23.01919
2020-05-05,7.20161
2020-05-06,24.15933
2020-05-07,19.69981
2020-05-08,19.20912
2020-05-09,5.31101
2020-05-10,4.57497
2020-05-11,20.34925
2020-05-12,19.91629
2020-05-13,19.09366
2020-05-14,18.47308
2020-05-15,16.81339
2020-05-16,3.75234
2020-05-17,4.64713
2020-05-18,16.81339
2020-05-19,23.72636
2020-05-20,19.61321
2020-05-21,20.81108
2020-05-22,14.86505
2020-05-23,3.8245
2020-05-24,3.92553
2020-05-25,16.82782
2020-05-26,22.18213
2020-05-27,19.28128
2020-05-28,20.72449
2020-05-29,16.00519
2020-05-30,4.45951
2020-05-31,4.34406
2020-06-01,21.08529
2020-06-02,20.53687
2020-06-03,30.42286
2020-06-04,27.50757
2020-06-05,22.74498
2020-06-06,5.68624
2020-06-07,5.06566
2020-06-08,23.89955
2020-06-09,21.98008
2020-06-10,19.07923
2020-06-11,18.76172
2020-06-12,21.38836
2020-06-13,3.66575
2020-06-14,3.73791
2020-06-15,22.47077
2020-06-16,24.75104
2020-06-17,21.07086
2020-06-18,15.1537
2020-06-19,15.62996
2020-06-20,3.88223
2020-06-21,3.26165
2020-06-22,14.02799
2020-06-23,13.39298
2020-06-24,15.35575
2020-06-25,13.9847
2020-06-26,13.81151
2020-06-27,2.58334
2020-06-28,3.29051
2020-06-29,13.78265
2020-06-30,14.63414
2020-07-01,13.14764
2020-07-02,11.53124
2020-07-03,12.25285
2020-07-04,2.52561
2020-07-05,2.38129
2020-07-06,15.1537
2020-07-07,14.07129
2020-07-08,12.35387
2020-07-09,11.97864
2020-07-10,11.25703
2020-07-11,2.97301
2020-07-12,3.00187
2020-07-13,14.25891
2020-07-14,11.74772
2020-07-15,11.94977
2020-07-16,13.1765
2020-07-17,10.8385
2020-07-18,2.79982
2020-07-19,2.41016
2020-07-20,11.44465
2020-07-21,14.48982
2020-07-22,12.29614
2020-07-23,12.91672
2020-07-24,10.91066
2020-07-25,2.52561
2020-07-26,3.37711
2020-07-27,14.01356
2020-07-28,18.89161
2020-07-29,16.85668
2020-07-30,14.01356
2020-07-31,13.68162
2020-08-01,3.33381
2020-08-02,3.81007
2020-08-03,13.9414
2020-08-04,14.73517
2020-08-05,17.41954
2020-08-06,19.26684
2020-08-07,17.15976
2020-08-08,5.15225
2020-08-09,5.13782
2020-08-10,20.58017
2020-08-11,26.06436
2020-08-12,19.12252
2020-08-13,19.85856
2020-08-14,15.86087
2020-08-15,3.83893
2020-08-16,3.85336
2020-08-17,5.18112
2020-08-18,18.55967
2020-08-19,15.16813
2020-08-20,22.4852
2020-08-21,19.65651
2020-08-22,3.89666
2020-08-23,3.85336
2020-08-24,15.18256
2020-08-25,14.47539
2020-08-26,15.0671
2020-08-27,16.35156
2020-08-28,16.07735
2020-08-29,4.82032
2020-08-30,5.85943
2020-08-31,17.13089
2020-09-01,14.01356
2020-09-02,13.29196
2020-09-03,15.58666
2020-09-04,13.73935
2020-09-05,3.96882
2020-09-06,3.21835
2020-09-07,12.31057
2020-09-08,15.05267
2020-09-09,13.1765
2020-09-10,14.85062
2020-09-11,11.83431
2020-09-12,3.52143
2020-09-13,3.47813
2020-09-14,13.62389
2020-09-15,14.73517
2020-09-16,14.76403
2020-09-17,13.1332
2020-09-18,11.70443
2020-09-19,3.76677
2020-09-20,3.53586
2020-09-21,12.09409
2020-09-22,14.61971
2020-09-23,15.19699
2020-09-24,16.45259
2020-09-25,13.04661
2020-09-26,3.07403
2020-09-27,3.53586
2020-09-28,11.6034
2020-09-29,10.82407
2020-09-30,3.34824
2020-10-01,3.31938
2020-10-02,2.74209
2020-10-03,2.6122
2020-10-04,3.16062
2020-10-05,12.80127
2020-10-06,11.54567
2020-10-07,12.4116
2020-10-08,11.70443
2020-10-09,3.30495
2020-10-10,2.62664
2020-10-11,3.34824
2020-10-12,11.48794
2020-10-13,10.99725
2020-10-14,11.68999
2020-10-15,11.04055
2020-10-16,10.99725
2020-10-17,3.13176
2020-10-18,3.57916
2020-10-19,10.4777
2020-10-20,11.2426
2020-10-21,9.87155
2020-10-22,10.57872
2020-10-23,9.78496
2020-10-24,3.27608
2020-10-25,3.0596
2020-10-26,11.45908
2020-10-27,10.98282
2020-10-28,9.94371
2020-10-29,11.6467
2020-10-30,12.44046
2020-10-31,3.0596
2020-11-01,3.37711
2020-11-02,10.82407
2020-11-03,11.50238
2020-11-04,10.00144
2020-11-05,12.85899
2020-11-06,12.94559
2020-11-07,2.97301
2020-11-08,2.6122
2020-11-09,13.95583
2020-11-10,13.34968
2020-11-11,15.75984
2020-11-12,13.40741
2020-11-13,14.31664
2020-11-14,5.57078
2020-11-15,4.73372
2020-11-16,19.91629
2020-11-17,19.8297
2020-11-18,18.2566
2020-11-19,15.54336
2020-11-20,14.28777
2020-11-21,4.86361
2020-11-22,4.67599
2020-11-23,21.57598
2020-11-24,25.57367
2020-11-25,21.99451
2020-11-26,19.18025
2020-11-27,16.6402
2020-11-28,5.78727
2020-11-29,6.07591
2020-11-30,17.41954
2020-12-01,17.52056
2020-12-02,20.83994
2020-12-03,22.39861
2020-12-04,26.48289
2020-12-05,7.63457
2020-12-06,8.08197
2020-12-07,24.62115
2020-12-08,25.08298
2020-12-09,25.6747
2020-12-10,24.30365
2020-12-11,20.79665
2020-12-12,7.05729
2020-12-13,6.89854
2020-12-14,20.83994
2020-12-15,17.69375
2020-12-16,17.75147
2020-12-17,17.73704
2020-12-18,17.13089
2020-12-19,5.7584
2020-12-20,5.51306
2020-12-21,17.27522
2020-12-22,17.92466
2020-12-23,19.7864
2020-12-24,24.80877
2020-12-25,6.99956
2020-12-26,9.25097
2020-12-27,10.41997
2020-12-28,26.81483
2020-12-29,28.21474
2020-12-30,30.48058
2020-12-31,11.87761
2021-01-01,8.87573
2021-01-02,9.45302
2021-01-03,10.37667
2021-01-04,37.84095
2021-01-05,35.21431
2021-01-06,35.64727
2021-01-07,37.11935
2021-01-08,55.01515
2021-01-09,21.37393
2021-01-10,22.34088
2021-01-11,65.49285
2021-01-12,46.41362
2021-01-13,38.88006
2021-01-14,34.60816
2021-01-15,30.65377
2021-01-16,9.3087
2021-01-17,9.36643
2021-01-18,30.36513
2021-01-19,34.9401
2021-01-20,29.48477
2021-01-21,31.17332
2021-01-22,30.22081
2021-01-23,10.31894
2021-01-24,9.53961
2021-01-25,30.49502
2021-01-26,33.54019
2021-01-27,27.5653
2021-01-28,27.75292
2021-01-29,31.49083
2021-01-30,8.68812
2021-01-31,10.04473
2021-02-01,29.57136
2021-02-02,28.35907
2021-02-03,26.98802
2021-02-04,23.91398
2021-02-05,24.36137
2021-02-06,7.7356
2021-02-07,8.03867
2021-02-08,22.32645
2021-02-09,20.58017
2021-02-10,19.36787
2021-02-11,6.14807
2021-02-12,5.88829
2021-02-13,5.93159
2021-02-14,6.5233
2021-02-15,23.09135
2021-02-16,20.5946
2021-02-17,20.75335
2021-02-18,18.11228
2021-02-19,19.58435
2021-02-20,5.71511
2021-02-21,6.06148
2021-02-22,21.34507
2021-02-23,18.81945
2021-02-24,22.00894
2021-02-25,23.84182
2021-02-26,27.42098
2021-02-27,9.16438
2021-02-28,7.82219
2021-03-01,7.57685
2021-03-02,20.9987
2021-03-03,17.52056
2021-03-04,17.62159
2021-03-05,19.35344
2021-03-06,5.02236
2021-03-07,5.02236
2021-03-08,18.45865
2021-03-09,20.36368
2021-03-10,16.87112
2021-03-11,18.53081
2021-03-12,16.36599
2021-03-13,4.60383
2021-03-14,5.67181
2021-03-15,14.21561
2021-03-16,15.67325
2021-03-17,15.1104
2021-03-18,16.17838
2021-03-19,15.50007
2021-03-20,4.53167
2021-03-21,4.48838
2021-03-22,14.40323
2021-03-23,15.74541
2021-03-24,15.02381
2021-03-25,14.73517
2021-03-26,15.34131
2021-03-27,5.02236
2021-03-28,5.10896
2021-03-29,14.20118
2021-03-30,15.24029
2021-03-31,15.71655
2021-04-01,13.03218
2021-04-02,17.15976
2021-04-03,4.76259
2021-04-04,5.91715
2021-04-05,18.08341
2021-04-06,15.9186
2021-04-07,14.48982
2021-04-08,14.3022
2021-04-09,13.52287
2021-04-10,4.08428
2021-04-11,4.01212
2021-04-12,14.86505
2021-04-13,15.22586
2021-04-14,14.57641
2021-04-15,17.33294
2021-04-16,15.09597
2021-04-17,4.32962
2021-04-18,4.64713
2021-04-19,14.21561
2021-04-20,14.17231
2021-04-21,15.83201
2021-04-22,15.32688
2021-04-23,15.05267
2021-04-24,5.90272
2021-04-25,5.55635
2021-04-26,14.43209
2021-04-27,13.95583
2021-04-28,14.80733
2021-04-29,16.43815
2021-04-30,14.07129
2021-05-01,4.32962
2021-05-02,3.89666
2021-05-03,15.99076
2021-05-04,18.63183
2021-05-05,5.87386
2021-05-06,14.3888
2021-05-07,14.11459
2021-05-08,4.11314
2021-05-09,4.30076
2021-05-10,19.67094
2021-05-11,19.3823
2021-05-12,17.39067
2021-05-13,15.65882
2021-05-14,13.68162
2021-05-15,3.72348
2021-05-16,5.49862
2021-05-17,13.11877
2021-05-18,12.74354
2021-05-19,4.92134
2021-05-20,11.48794
2021-05-21,17.36181
2021-05-22,6.98513
2021-05-23,5.10896
2021-05-24,13.14764
2021-05-25,15.16813
2021-05-26,13.66719
2021-05-27,13.04661
2021-05-28,13.81151
2021-05-29,4.28633
2021-05-30,4.87804
2021-05-31,13.79708
2021-06-01,13.92697
2021-06-02,12.55592
2021-06-03,14.96608
2021-06-04,11.12714
2021-06-05,2.78539
2021-06-06,3.89666
2021-06-07,13.16207
2021-06-08,12.22398
2021-06-09,11.06941
2021-06-10,11.83431
2021-06-11,11.06941
2021-06-12,4.64713
2021-06-13,4.14201
2021-06-14,13.14764
2021-06-15,13.06104
2021-06-16,14.3888
2021-06-17,12.4116
2021-06-18,11.5601
2021-06-19,4.73372
2021-06-20,4.19974
2021-06-21,11.76215
2021-06-22,11.08385
2021-06-23,12.10852
2021-06-24,12.68581
2021-06-25,12.51262
2021-06-26,4.84918
2021-06-27,4.1853
2021-06-28,11.77659
2021-06-29,10.30451
2021-06-30,11.32919
2021-07-01,9.6695
2021-07-02,8.80357
2021-07-03,2.81425
2021-07-04,3.07403
2021-07-05,9.85712
2021-07-06,11.28589
2021-07-07,10.85293
2021-07-08,10.82407
2021-07-09,11.94977
2021-07-10,3.43483
2021-07-11,3.4637
2021-07-12,10.21792
2021-07-13,9.75609
2021-07-14,9.23654
2021-07-15,9.46745
2021-07-16,8.12527
2021-07-17,2.77096
2021-07-18,2.64107
2021-07-19,8.57266
2021-07-20,9.65507
2021-07-21,15.24029
2021-07-22,13.5373
2021-07-23,11.09828
2021-07-24,3.21835
2021-07-25,2.81425
2021-07-26,9.40972
2021-07-27,8.39948
2021-07-28,9.84269
2021-07-29,9.00562
2021-07-30,10.08803
2021-07-31,2.91528
2021-08-01,2.97301
2021-08-02,9.72723
2021-08-03,10.86736
2021-08-04,11.57454
2021-08-05,10.05917
2021-08-06,9.51075
2021-08-07,3.13176
2021-08-08,4.19974
2021-08-09,9.91485
2021-08-10,10.40554
2021-08-11,11.15601
2021-08-12,12.33944
2021-08-13,16.14951
2021-08-14,3.76677
2021-08-15,3.57916
2021-08-16,4.79145
2021-08-17,14.01356
2021-08-18,13.30639
2021-08-19,16.71236
2021-08-20,17.36181
2021-08-21,6.43671
2021-08-22,5.48419
2021-08-23,17.11646
2021-08-24,15.94746
2021-08-25,14.7063
2021-08-26,13.66719
2021-08-27,12.55592
2021-08-28,3.21835
2021-08-29,3.03074
2021-08-30,11.89204
2021-08-31,15.22586
2021-09-01,11.18487
2021-09-02,11.12714
2021-09-03,10.99725
2021-09-04,2.84312
2021-09-05,3.36267
2021-09-06,10.21792
2021-09-07,9.69836
2021-09-08,10.21792
2021-09-09,12.25285
2021-09-10,11.06941
2021-09-11,3.18949
2021-09-12,3.49256
2021-09-13,11.30033
2021-09-14,12.16625
2021-09-15,9.98701
2021-09-16,10.65088
2021-09-17,9.58291
2021-09-18,2.52561
2021-09-19,2.2514
2021-09-20,2.52561
2021-09-21,3.33381
2021-09-22,3.33381
2021-09-23,11.6034
2021-09-24,11.15601
2021-09-25,3.26165
2021-09-26,3.18949
2021-09-27,10.11689
2021-09-28,10.44883
2021-09-29,14.79289
2021-09-30,9.82825
2021-10-01,12.49819
2021-10-02,3.16062
2021-10-03,3.13176
2021-10-04,4.17087
2021-10-05,15.93303
2021-10-06,15.13926
2021-10-07,14.28777
2021-10-08,12.32501
2021-10-09,2.71323
2021-10-10,3.08846
2021-10-11,3.53586
2021-10-12,12.74354
2021-10-13,10.72304
2021-10-14,11.37249
2021-10-15,10.46327
2021-10-16,3.17506
2021-10-17,2.95857
2021-10-18,9.23654
2021-10-19,9.6695
2021-10-20,9.84269
2021-10-21,8.51493
2021-10-22,8.74585
2021-10-23,2.64107
2021-10-24,2.42459
2021-10-25,10.17462
2021-10-26,10.91066
2021-10-27,10.00144
2021-10-28,10.4777
2021-10-29,10.57872
2021-10-30,2.81425
2021-10-31,2.6988
2021-11-01,8.97676
2021-11-02,11.40135
2021-11-03,10.26122
2021-11-04,10.41997
2021-11-05,9.03449
2021-11-06,2.22254
2021-11-07,2.56891
2021-11-08,10.60759
2021-11-09,9.2221
2021-11-10,8.74585
2021-11-11,8.99119
2021-11-12,8.70255
2021-11-13,2.28027
2021-11-14,2.71323
2021-11-15,10.00144
2021-11-16,9.09222
2021-11-17,8.26959
2021-11-18,7.66344
2021-11-19,8.16856
2021-11-20,2.55448
2021-11-21,2.6988
2021-11-22,11.47351
2021-11-23,8.5438
2021-11-24,8.21186
2021-11-25,8.02424
2021-11-26,8.71698
2021-11-27,2.72766
2021-11-28,3.26165
2021-11-29,10.0303
2021-11-30,14.31664
2021-12-01,12.39717
2021-12-02,11.41578
2021-12-03,9.72723
2021-12-04,2.42459
2021-12-05,2.6988
2021-12-06,9.61177
2021-12-07,9.88598
2021-12-08,10.93952
2021-12-09,11.11271
2021-12-10,8.37061
2021-12-11,2.84312
2021-12-12,2.38129
2021-12-13,9.49631
2021-12-14,9.38086
2021-12-15,8.77471
2021-12-16,8.63039
2021-12-17,9.12108
2021-12-18,2.38129
2021-12-19,2.13595
2021-12-20,8.76028
2021-12-21,9.25097
2021-12-22,8.65925
2021-12-23,8.99119
2021-12-24,8.5438
2021-12-25,2.62664
2021-12-26,2.55448
2021-12-27,9.10665
2021-12-28,10.82407
2021-12-29,11.51681
2021-12-30,9.77052
2021-12-31,3.8678
2022-01-01,2.2947
2022-01-02,3.04517
2022-01-03,10.3911
2022-01-04,9.19324
2022-01-05,10.10246
2022-01-06,9.68393
2022-01-07,9.16438
2022-01-08,2.12151
2022-01-09,2.84312
2022-01-10,9.6695
2022-01-11,9.6262
2022-01-12,10.23235
2022-01-13,8.71698
2022-01-14,8.8613
2022-01-15,2.58334
2022-01-16,2.33799
2022-01-17,9.38086
2022-01-18,9.55404
2022-01-19,10.20349
2022-01-20,10.24678
2022-01-21,11.66113
2022-01-22,3.68018
2022-01-23,3.24722
2022-01-24,13.55173
2022-01-25,22.38418
2022-01-26,16.71236
2022-01-27,29.71568
2022-01-28,25.48708
2022-01-29,4.28633
