date,컨설팅
2020-09-01,77.19087
2020-09-02,85.47418
2020-09-03,84.15366
2020-09-04,79.23169
2020-09-05,44.65786
2020-09-06,43.33733
2020-09-07,80.91236
2020-09-08,89.31572
2020-09-09,87.515
2020-09-10,90.7563
2020-09-11,81.87274
2020-09-12,44.17767
2020-09-13,51.5006
2020-09-14,78.99159
2020-09-15,85.35414
2020-09-16,83.07322
2020-09-17,83.79351
2020-09-18,76.11044
2020-09-19,47.05882
2020-09-20,42.97719
2020-09-21,74.06962
2020-09-22,77.07082
2020-09-23,78.15126
2020-09-24,80.07202
2020-09-25,67.70708
2020-09-26,40.57623
2020-09-27,39.85594
2020-09-28,61.82472
2020-09-29,54.74189
2020-09-30,31.45258
2020-10-01,24.0096
2020-10-02,29.65186
2020-10-03,31.33253
2020-10-04,35.17406
2020-10-05,74.66986
2020-10-06,83.19327
2020-10-07,82.71308
2020-10-08,79.47178
2020-10-09,45.018
2020-10-10,41.77671
2020-10-11,45.2581
2020-10-12,82.35294
2020-10-13,90.03601
2020-10-14,92.67707
2020-10-15,86.43457
2020-10-16,77.55102
2020-10-17,40.69627
2020-10-18,45.37815
2020-10-19,74.54981
2020-10-20,85.23409
2020-10-21,82.95318
2020-10-22,85.23409
2020-10-23,71.66866
2020-10-24,34.45378
2020-10-25,35.17406
2020-10-26,83.19327
2020-10-27,84.7539
2020-10-28,79.47178
2020-10-29,90.15606
2020-10-30,78.03121
2020-10-31,40.33613
2020-11-01,42.97719
2020-11-02,74.42977
2020-11-03,77.55102
2020-11-04,79.47178
2020-11-05,82.59303
2020-11-06,72.14885
2020-11-07,42.13685
2020-11-08,42.0168
2020-11-09,78.87154
2020-11-10,76.11044
2020-11-11,77.55102
2020-11-12,82.83313
2020-11-13,75.99039
2020-11-14,42.2569
2020-11-15,43.21728
2020-11-16,79.23169
2020-11-17,79.59183
2020-11-18,84.63385
2020-11-19,79.59183
2020-11-20,75.5102
2020-11-21,40.09603
2020-11-22,43.93757
2020-11-23,71.30852
2020-11-24,75.87034
2020-11-25,81.15246
2020-11-26,84.39375
2020-11-27,73.34933
2020-11-28,41.05642
2020-11-29,46.09843
2020-11-30,71.18847
2020-12-01,83.19327
2020-12-02,83.19327
2020-12-03,82.23289
2020-12-04,78.15126
2020-12-05,44.41776
2020-12-06,39.49579
2020-12-07,75.7503
2020-12-08,74.54981
2020-12-09,79.83193
2020-12-10,75.99039
2020-12-11,72.38895
2020-12-12,37.69507
2020-12-13,39.0156
2020-12-14,70.70828
2020-12-15,80.43217
2020-12-16,76.35054
2020-12-17,77.07082
2020-12-18,72.02881
2020-12-19,39.97599
2020-12-20,39.85594
2020-12-21,62.66506
2020-12-22,75.03001
2020-12-23,72.98919
2020-12-24,62.30492
2020-12-25,28.09123
2020-12-26,38.29531
2020-12-27,46.69867
2020-12-28,75.39015
2020-12-29,73.34933
2020-12-30,74.30972
2020-12-31,53.06122
2021-01-01,35.41416
2021-01-02,41.53661
2021-01-03,44.65786
2021-01-04,78.39135
2021-01-05,87.39495
2021-01-06,92.55702
2021-01-07,75.7503
2021-01-08,71.42857
2021-01-09,41.29651
2021-01-10,45.49819
2021-01-11,86.55462
2021-01-12,82.95318
2021-01-13,77.79111
2021-01-14,81.5126
2021-01-15,81.15246
2021-01-16,52.70108
2021-01-17,42.0168
2021-01-18,81.87274
2021-01-19,87.39495
2021-01-20,92.19687
2021-01-21,84.87394
2021-01-22,80.07202
2021-01-23,45.73829
2021-01-24,42.13685
2021-01-25,87.15486
2021-01-26,86.55462
2021-01-27,83.31332
2021-01-28,76.71068
2021-01-29,74.06962
2021-01-30,42.37695
2021-01-31,45.13805
2021-02-01,80.07202
2021-02-02,83.79351
2021-02-03,81.99279
2021-02-04,81.87274
2021-02-05,78.2713
2021-02-06,45.49819
2021-02-07,44.05762
2021-02-08,75.5102
2021-02-09,77.91116
2021-02-10,65.18607
2021-02-11,32.17286
2021-02-12,25.33013
2021-02-13,26.7707
2021-02-14,41.05642
2021-02-15,73.34933
2021-02-16,91.59663
2021-02-17,81.99279
2021-02-18,83.07322
2021-02-19,72.86914
2021-02-20,45.018
2021-02-21,45.85834
2021-02-22,81.99279
2021-02-23,83.43337
2021-02-24,88.35534
2021-02-25,81.15246
2021-02-26,77.31092
2021-02-27,41.05642
2021-02-28,42.13685
2021-03-01,45.2581
2021-03-02,78.99159
2021-03-03,83.79351
2021-03-04,85.47418
2021-03-05,80.55222
2021-03-06,45.018
2021-03-07,48.2593
2021-03-08,86.91476
2021-03-09,93.27731
2021-03-10,92.19687
2021-03-11,94.35774
2021-03-12,78.5114
2021-03-13,45.37815
2021-03-14,43.57743
2021-03-15,81.87274
2021-03-16,88.71548
2021-03-17,87.515
2021-03-18,93.5174
2021-03-19,74.54981
2021-03-20,41.77671
2021-03-21,43.45738
2021-03-22,85.95438
2021-03-23,89.91596
2021-03-24,100.0
2021-03-25,85.23409
2021-03-26,81.15246
2021-03-27,43.93757
2021-03-28,49.57983
2021-03-29,80.91236
2021-03-30,90.27611
2021-03-31,82.23289
2021-04-01,81.7527
2021-04-02,78.39135
2021-04-03,40.69627
2021-04-04,40.81632
2021-04-05,87.15486
2021-04-06,86.07442
2021-04-07,80.55222
2021-04-08,83.91356
2021-04-09,80.67226
2021-04-10,39.61584
2021-04-11,42.13685
2021-04-12,81.03241
2021-04-13,85.23409
2021-04-14,92.19687
2021-04-15,81.99279
2021-04-16,71.54861
2021-04-17,37.57503
2021-04-18,40.69627
2021-04-19,69.14765
2021-04-20,79.23169
2021-04-21,80.31212
2021-04-22,77.91116
2021-04-23,68.78751
2021-04-24,39.2557
2021-04-25,41.41656
2021-04-26,73.82953
2021-04-27,77.67106
2021-04-28,81.87274
2021-04-29,76.83073
2021-04-30,73.46938
2021-05-01,39.2557
2021-05-02,35.89435
2021-05-03,75.15006
2021-05-04,71.78871
2021-05-05,37.57503
2021-05-06,73.70948
2021-05-07,68.78751
2021-05-08,32.7731
2021-05-09,36.97478
2021-05-10,80.79231
2021-05-11,78.63145
2021-05-12,84.7539
2021-05-13,84.15366
2021-05-14,74.30972
2021-05-15,39.49579
2021-05-16,42.0168
2021-05-17,85.23409
2021-05-18,76.95078
2021-05-19,46.21848
2021-05-20,79.47178
2021-05-21,77.07082
2021-05-22,41.17647
2021-05-23,37.93517
2021-05-24,87.2749
2021-05-25,82.23289
2021-05-26,90.03601
2021-05-27,87.03481
2021-05-28,77.19087
2021-05-29,42.37695
2021-05-30,41.05642
2021-05-31,80.55222
2021-06-01,84.03361
2021-06-02,81.03241
2021-06-03,81.03241
2021-06-04,76.83073
2021-06-05,43.21728
2021-06-06,42.2569
2021-06-07,79.95198
2021-06-08,83.55342
2021-06-09,76.59063
2021-06-10,81.39255
2021-06-11,74.66986
2021-06-12,42.73709
2021-06-13,39.85594
2021-06-14,77.79111
2021-06-15,76.95078
2021-06-16,83.91356
2021-06-17,74.54981
2021-06-18,68.42737
2021-06-19,37.81512
2021-06-20,38.89555
2021-06-21,77.07082
2021-06-22,79.35174
2021-06-23,85.83433
2021-06-24,76.47058
2021-06-25,67.82713
2021-06-26,36.13445
2021-06-27,40.69627
2021-06-28,75.87034
2021-06-29,79.47178
2021-06-30,73.94957
2021-07-01,78.39135
2021-07-02,72.02881
2021-07-03,39.0156
2021-07-04,41.77671
2021-07-05,79.71188
2021-07-06,82.71308
2021-07-07,79.59183
2021-07-08,77.07082
2021-07-09,77.19087
2021-07-10,41.05642
2021-07-11,38.77551
2021-07-12,83.43337
2021-07-13,89.67587
2021-07-14,84.63385
2021-07-15,87.7551
2021-07-16,74.66986
2021-07-17,40.81632
2021-07-18,39.85594
2021-07-19,77.55102
2021-07-20,84.7539
2021-07-21,73.94957
2021-07-22,78.15126
2021-07-23,72.74909
2021-07-24,41.05642
2021-07-25,38.89555
2021-07-26,70.82833
2021-07-27,74.30972
2021-07-28,75.63025
2021-07-29,67.82713
2021-07-30,62.66506
2021-07-31,35.65426
2021-08-01,31.93277
2021-08-02,70.10804
2021-08-03,68.54741
2021-08-04,88.11524
2021-08-05,76.59063
2021-08-06,62.90516
2021-08-07,37.81512
2021-08-08,33.97358
2021-08-09,72.14885
2021-08-10,76.23049
2021-08-11,72.62905
2021-08-12,71.66866
2021-08-13,73.22929
2021-08-14,33.49339
2021-08-15,34.21368
2021-08-16,51.86074
2021-08-17,81.99279
2021-08-18,76.11044
2021-08-19,84.15366
2021-08-20,74.90996
2021-08-21,46.57863
2021-08-22,42.49699
2021-08-23,80.31212
2021-08-24,89.67587
2021-08-25,84.5138
2021-08-26,78.39135
2021-08-27,68.90756
2021-08-28,46.81872
2021-08-29,43.57743
2021-08-30,74.42977
2021-08-31,76.71068
2021-09-01,75.7503
2021-09-02,82.95318
2021-09-03,73.22929
2021-09-04,46.45858
2021-09-05,38.77551
2021-09-06,78.39135
2021-09-07,87.87515
2021-09-08,77.19087
2021-09-09,77.19087
2021-09-10,73.34933
2021-09-11,44.53781
2021-09-12,43.21728
2021-09-13,80.91236
2021-09-14,77.79111
2021-09-15,72.2689
2021-09-16,63.86554
2021-09-17,57.62304
2021-09-18,30.012
2021-09-19,23.52941
2021-09-20,24.96998
2021-09-21,22.08883
2021-09-22,32.65306
2021-09-23,67.94717
2021-09-24,72.98919
2021-09-25,36.85474
2021-09-26,40.09603
2021-09-27,73.70948
2021-09-28,73.94957
2021-09-29,76.95078
2021-09-30,71.78871
2021-10-01,71.42857
2021-10-02,35.53421
2021-10-03,32.7731
2021-10-04,42.97719
2021-10-05,72.02881
2021-10-06,79.59183
2021-10-07,78.2713
2021-10-08,66.5066
2021-10-09,34.57382
2021-10-10,36.49459
2021-10-11,43.57743
2021-10-12,73.34933
2021-10-13,79.47178
2021-10-14,74.90996
2021-10-15,68.66746
2021-10-16,41.17647
2021-10-17,36.49459
2021-10-18,72.86914
2021-10-19,75.63025
2021-10-20,75.15006
2021-10-21,73.82953
2021-10-22,71.78871
2021-10-23,35.89435
2021-10-24,38.41536
2021-10-25,74.18967
2021-10-26,77.79111
2021-10-27,82.11284
2021-10-28,75.5102
2021-10-29,63.5054
2021-10-30,33.73349
2021-10-31,37.33493
2021-11-01,77.19087
2021-11-02,76.71068
2021-11-03,75.99039
2021-11-04,79.11164
2021-11-05,67.46698
2021-11-06,33.73349
2021-11-07,38.77551
2021-11-08,72.38895
2021-11-09,77.91116
2021-11-10,74.30972
2021-11-11,78.03121
2021-11-12,68.18727
2021-11-13,35.41416
2021-11-14,38.65546
2021-11-15,70.58823
2021-11-16,74.90996
2021-11-17,78.2713
2021-11-18,80.31212
2021-11-19,79.23169
2021-11-20,39.13565
2021-11-21,41.77671
2021-11-22,74.30972
2021-11-23,77.31092
2021-11-24,77.43097
2021-11-25,87.39495
2021-11-26,69.02761
2021-11-27,44.53781
2021-11-28,45.97839
2021-11-29,75.5102
2021-11-30,85.47418
2021-12-01,77.79111
2021-12-02,69.74789
2021-12-03,70.10804
2021-12-04,39.49579
2021-12-05,36.49459
2021-12-06,72.2689
2021-12-07,76.95078
2021-12-08,75.7503
2021-12-09,78.99159
2021-12-10,80.19207
2021-12-11,41.29651
2021-12-12,41.65666
2021-12-13,71.18847
2021-12-14,74.90996
2021-12-15,79.83193
2021-12-16,78.39135
2021-12-17,70.82833
2021-12-18,38.65546
2021-12-19,45.018
2021-12-20,78.99159
2021-12-21,84.15366
2021-12-22,80.79231
2021-12-23,81.03241
2021-12-24,61.82472
2021-12-25,27.97118
2021-12-26,39.73589
2021-12-27,73.46938
2021-12-28,70.94837
2021-12-29,68.30732
2021-12-30,66.62665
2021-12-31,50.18007
2022-01-01,34.81392
2022-01-02,39.73589
2022-01-03,69.38775
2022-01-04,76.11044
2022-01-05,74.66986
2022-01-06,74.66986
2022-01-07,71.90876
2022-01-08,43.69747
2022-01-09,42.2569
2022-01-10,85.59423
2022-01-11,77.67106
2022-01-12,86.19447
2022-01-13,78.15126
2022-01-14,76.59063
2022-01-15,36.73469
2022-01-16,42.13685
2022-01-17,76.23049
2022-01-18,81.03241
2022-01-19,72.74909
2022-01-20,78.2713
2022-01-21,72.38895
2022-01-22,43.57743
2022-01-23,44.29771
2022-01-24,74.78991
2022-01-25,78.2713
2022-01-26,74.54981
2022-01-27,73.10924
2022-01-28,57.98319
2022-01-29,35.41416
2022-01-30,28.93157
2022-01-31,27.37094
2022-02-01,29.17166
2022-02-02,34.69387
2022-02-03,70.94837
2022-02-04,71.90876
2022-02-05,44.65786
2022-02-06,41.17647
2022-02-07,81.99279
2022-02-08,86.67466
2022-02-09,81.7527
2022-02-10,80.91236
2022-02-11,74.66986
2022-02-12,40.81632
2022-02-13,44.53781
2022-02-14,76.11044
2022-02-15,80.79231
2022-02-16,77.43097
2022-02-17,85.59423
2022-02-18,78.99159
2022-02-19,35.05402
2022-02-20,44.89795
2022-02-21,72.74909
2022-02-22,80.67226
2022-02-23,80.55222
2022-02-24,78.7515
2022-02-25,66.02641
2022-02-26,42.49699
2022-02-27,42.37695
2022-02-28,68.54741
2022-03-01,48.0192
2022-03-02,70.46818
2022-03-03,77.55102
2022-03-04,73.58943
2022-03-05,41.89675
2022-03-06,44.65786
2022-03-07,81.39255
2022-03-08,70.10804
2022-03-09,36.2545
2022-03-10,80.07202
2022-03-11,67.82713
2022-03-12,42.0168
2022-03-13,44.29771
2022-03-14,78.99159
2022-03-15,75.63025
2022-03-16,78.87154
2022-03-17,84.15366
2022-03-18,75.5102
2022-03-19,46.33853
2022-03-20,39.61584
2022-03-21,80.19207
2022-03-22,79.35174
2022-03-23,83.07322
2022-03-24,83.31332
2022-03-25,71.66866
2022-03-26,44.65786
2022-03-27,43.81752
2022-03-28,78.5114
2022-03-29,74.42977
2022-03-30,84.2737
2022-03-31,78.03121
2022-04-01,65.90636
2022-04-02,36.85474
2022-04-03,41.53661
2022-04-04,76.35054
2022-04-05,81.15246
2022-04-06,83.43337
2022-04-07,82.59303
2022-04-08,70.58823
2022-04-09,36.2545
2022-04-10,36.97478
2022-04-11,81.2725
2022-04-12,82.35294
2022-04-13,89.79591
2022-04-14,85.95438
2022-04-15,76.11044
2022-04-16,56.06242
2022-04-17,45.13805
2022-04-18,80.43217
2022-04-19,80.07202
2022-04-20,81.7527
2022-04-21,77.55102
2022-04-22,71.42857
2022-04-23,40.69627
2022-04-24,40.33613
2022-04-25,76.35054
2022-04-26,80.67226
2022-04-27,80.31212
2022-04-28,79.11164
2022-04-29,71.66866
2022-04-30,36.0144
2022-05-01,39.0156
2022-05-02,77.43097
2022-05-03,80.43217
2022-05-04,71.18847
2022-05-05,41.29651
2022-05-06,66.2665
2022-05-07,38.17527
2022-05-08,38.77551
2022-05-09,83.67346
2022-05-10,83.67346
2022-05-11,87.15486
2022-05-12,84.15366
2022-05-13,75.2701
2022-05-14,37.69507
2022-05-15,39.85594
2022-05-16,79.23169
2022-05-17,81.15246
2022-05-18,83.91356
2022-05-19,79.23169
2022-05-20,72.509
2022-05-21,38.29531
2022-05-22,43.69747
2022-05-23,82.95318
2022-05-24,83.79351
2022-05-25,84.87394
2022-05-26,87.2749
2022-05-27,70.34813
2022-05-28,39.73589
2022-05-29,38.53541
2022-05-30,76.23049
2022-05-31,76.95078
2022-06-01,36.61464
2022-06-02,79.23169
2022-06-03,73.70948
2022-06-04,36.2545
2022-06-05,34.81392
2022-06-06,44.41776
2022-06-07,77.67106
2022-06-08,81.7527
2022-06-09,79.11164
2022-06-10,69.86794
2022-06-11,41.89675
2022-06-12,41.17647
2022-06-13,82.35294
2022-06-14,86.91476
2022-06-15,87.515
2022-06-16,77.43097
2022-06-17,71.78871
2022-06-18,66.5066
2022-06-19,58.10324
2022-06-20,75.87034
2022-06-21,78.03121
2022-06-22,72.509
2022-06-23,80.31212
2022-06-24,71.30852
2022-06-25,39.13565
2022-06-26,37.81512
2022-06-27,74.66986
2022-06-28,74.66986
2022-06-29,75.87034
2022-06-30,74.54981
2022-07-01,63.38535
2022-07-02,36.37454
2022-07-03,31.69267
2022-07-04,72.86914
2022-07-05,84.2737
2022-07-06,78.03121
2022-07-07,90.15606
2022-07-08,77.07082
2022-07-09,40.93637
2022-07-10,41.17647
2022-07-11,83.43337
2022-07-12,83.43337
2022-07-13,79.59183
2022-07-14,83.91356
2022-07-15,74.42977
2022-07-16,34.57382
2022-07-17,41.41656
2022-07-18,78.7515
2022-07-19,87.03481
2022-07-20,84.2737
2022-07-21,81.99279
2022-07-22,84.63385
2022-07-23,46.93877
2022-07-24,46.33853
2022-07-25,85.23409
2022-07-26,85.35414
2022-07-27,84.15366
2022-07-28,76.95078
2022-07-29,66.98679
2022-07-30,39.97599
2022-07-31,46.33853
2022-08-01,72.62905
2022-08-02,75.63025
2022-08-03,76.23049
2022-08-04,73.82953
2022-08-05,62.90516
2022-08-06,36.0144
2022-08-07,39.13565
2022-08-08,76.23049
2022-08-09,73.22929
2022-08-10,83.31332
2022-08-11,73.70948
2022-08-12,68.54741
2022-08-13,34.21368
2022-08-14,33.73349
2022-08-15,39.49579
2022-08-16,75.63025
2022-08-17,78.63145
2022-08-18,79.95198
2022-08-19,72.86914
2022-08-20,44.53781
2022-08-21,37.21488
2022-08-22,82.71308
2022-08-23,82.71308
2022-08-24,83.91356
2022-08-25,81.39255
2022-08-26,74.06962
2022-08-27,40.93637
2022-08-28,41.77671
2022-08-29,78.63145
2022-08-30,81.87274
2022-08-31,77.91116
2022-09-01,84.99399
2022-09-02,73.46938
2022-09-03,41.77671
2022-09-04,42.49699
2022-09-05,73.34933
2022-09-06,72.38895
2022-09-07,70.34813
2022-09-08,62.06482
2022-09-09,25.93037
2022-09-10,30.2521
2022-09-11,30.61224
2022-09-12,42.37695
2022-09-13,80.19207
2022-09-14,87.15486
2022-09-15,84.63385
2022-09-16,72.74909
2022-09-17,44.77791
2022-09-18,43.69747
2022-09-19,83.31332
2022-09-20,78.15126
2022-09-21,79.47178
2022-09-22,77.31092
2022-09-23,65.78631
2022-09-24,33.61344
2022-09-25,37.09483
2022-09-26,75.99039
2022-09-27,80.31212
2022-09-28,77.79111
2022-09-29,78.87154
2022-09-30,68.66746
2022-10-01,40.69627
2022-10-02,35.89435
2022-10-03,40.21608
2022-10-04,76.11044
2022-10-05,76.23049
2022-10-06,76.23049
2022-10-07,65.90636
2022-10-08,32.29291
2022-10-09,32.05282
2022-10-10,39.61584
2022-10-11,71.66866
2022-10-12,76.35054
2022-10-13,80.67226
2022-10-14,64.34573
2022-10-15,39.13565
2022-10-16,35.89435
2022-10-17,71.78871
2022-10-18,76.35054
2022-10-19,70.82833
2022-10-20,76.59063
2022-10-21,61.22448
2022-10-22,33.73349
2022-10-23,35.05402
2022-10-24,75.87034
2022-10-25,79.11164
2022-10-26,69.38775
2022-10-27,65.42617
2022-10-28,60.2641
2022-10-29,33.73349
2022-10-30,28.81152
2022-10-31,64.82593
2022-11-01,67.10684
2022-11-02,74.66986
2022-11-03,70.46818
2022-11-04,58.46338
2022-11-05,32.89315
2022-11-06,34.81392
2022-11-07,65.30612
2022-11-08,69.98799
2022-11-09,78.2713
2022-11-10,71.66866
2022-11-11,60.62424
2022-11-12,35.41416
2022-11-13,35.53421
2022-11-14,67.22689
2022-11-15,71.66866
2022-11-16,75.63025
2022-11-17,73.82953
2022-11-18,71.90876
2022-11-19,34.57382
2022-11-20,39.85594
2022-11-21,71.42857
2022-11-22,76.47058
2022-11-23,79.71188
2022-11-24,64.34573
2022-11-25,70.58823
2022-11-26,35.41416
2022-11-27,38.41536
2022-11-28,70.22809
2022-11-29,66.74669
2022-11-30,67.10684
2022-12-01,62.90516
2022-12-02,61.34453
2022-12-03,28.93157
2022-12-04,31.57262
2022-12-05,61.22448
2022-12-06,65.06602
2022-12-07,64.58583
2022-12-08,65.66626
2022-12-09,64.82593
2022-12-10,33.37334
2022-12-11,38.53541
2022-12-12,66.02641
2022-12-13,73.10924
2022-12-14,72.62905
2022-12-15,75.7503
2022-12-16,60.74429
2022-12-17,35.7743
2022-12-18,35.05402
2022-12-19,66.02641
2022-12-20,67.82713
2022-12-21,70.70828
2022-12-22,69.14765
2022-12-23,54.98199
2022-12-24,29.17166
2022-12-25,27.61104
2022-12-26,67.94717
2022-12-27,67.58703
2022-12-28,65.18607
2022-12-29,63.74549
2022-12-30,74.42977
2022-12-31,29.53181
2023-01-01,31.57262
2023-01-02,59.90396
2023-01-03,70.70828
2023-01-04,66.86674
2023-01-05,68.18727
2023-01-06,64.46578
2023-01-07,37.21488
2023-01-08,36.61464
2023-01-09,76.35054
2023-01-10,80.31212
2023-01-11,72.62905
2023-01-12,75.87034
2023-01-13,75.15006
2023-01-14,40.21608
2023-01-15,40.93637
2023-01-16,73.46938
2023-01-17,70.22809
2023-01-18,75.39015
2023-01-19,61.94477
2023-01-20,53.06122
2023-01-21,25.33013
2023-01-22,21.36854
2023-01-23,23.04921
2023-01-24,34.81392
2023-01-25,63.38535
2023-01-26,74.42977
2023-01-27,67.22689
2023-01-28,40.81632
2023-01-29,37.69507
2023-01-30,73.34933
2023-01-31,70.34813
2023-02-01,76.11044
2023-02-02,82.23289
2023-02-03,69.38775
2023-02-04,39.13565
2023-02-05,37.21488
2023-02-06,68.66746
2023-02-07,82.11284
2023-02-08,78.03121
2023-02-09,81.15246
2023-02-10,70.22809
2023-02-11,38.17527
2023-02-12,43.93757
2023-02-13,72.509
2023-02-14,78.2713
2023-02-15,78.63145
2023-02-16,80.55222
2023-02-17,63.38535
2023-02-18,32.7731
2023-02-19,39.97599
2023-02-20,71.42857
2023-02-21,76.71068
2023-02-22,67.82713
2023-02-23,68.78751
2023-02-24,66.98679
2023-02-25,41.77671
2023-02-26,33.97358
2023-02-27,69.74789
2023-02-28,64.58583
2023-03-01,37.81512
2023-03-02,74.06962
2023-03-03,66.5066
2023-03-04,49.57983
2023-03-05,44.17767
2023-03-06,78.99159
2023-03-07,78.2713
2023-03-08,83.19327
2023-03-09,85.71428
2023-03-10,75.2701
2023-03-11,34.69387
2023-03-12,36.2545
2023-03-13,74.18967
2023-03-14,76.35054
2023-03-15,73.82953
2023-03-16,80.67226
2023-03-17,73.22929
2023-03-18,34.81392
2023-03-19,42.61704
2023-03-20,82.71308
2023-03-21,81.15246
2023-03-22,71.90876
2023-03-23,73.82953
2023-03-24,68.06722
2023-03-25,38.29531
2023-03-26,34.93397
2023-03-27,76.71068
2023-03-28,70.22809
2023-03-29,78.87154
2023-03-30,77.19087
2023-03-31,70.10804
2023-04-01,40.09603
2023-04-02,36.13445
2023-04-03,67.82713
2023-04-04,76.11044
2023-04-05,77.91116
2023-04-06,76.11044
2023-04-07,72.14885
2023-04-08,37.81512
2023-04-09,32.65306
2023-04-10,75.03001
2023-04-11,79.47178
2023-04-12,78.7515
2023-04-13,77.19087
2023-04-14,71.54861
2023-04-15,40.21608
2023-04-16,37.09483
2023-04-17,71.66866
2023-04-18,78.5114
2023-04-19,77.79111
2023-04-20,74.30972
2023-04-21,71.90876
2023-04-22,37.45498
2023-04-23,38.17527
2023-04-24,71.30852
2023-04-25,68.90756
2023-04-26,71.54861
2023-04-27,68.54741
2023-04-28,61.58463
2023-04-29,34.81392
2023-04-30,35.29411
2023-05-01,51.62064
2023-05-02,73.22929
2023-05-03,71.78871
2023-05-04,68.18727
2023-05-05,35.05402
2023-05-06,36.85474
2023-05-07,32.89315
2023-05-08,71.30852
2023-05-09,79.95198
2023-05-10,69.86794
2023-05-11,66.14645
2023-05-12,64.70588
2023-05-13,32.53301
2023-05-14,33.2533
2023-05-15,72.02881
2023-05-16,71.30852
2023-05-17,77.79111
2023-05-18,73.94957
2023-05-19,66.74669
2023-05-20,30.2521
2023-05-21,30.49219
2023-05-22,74.90996
2023-05-23,80.31212
2023-05-24,74.66986
2023-05-25,78.2713
2023-05-26,70.34813
2023-05-27,30.2521
2023-05-28,30.012
2023-05-29,43.93757
