date,선악과즙
2021-01-07,4.00421
2021-01-08,2.89778
2021-01-09,5.2687
2021-01-10,4.68914
2021-01-11,4.16227
2021-01-12,4.32033
2021-01-13,3.84615
2021-01-14,3.68809
2021-01-15,3.74077
2021-01-16,5.53213
2021-01-17,5.00526
2021-01-18,3.2139
2021-01-19,26.87038
2021-01-20,4.8472
2021-01-21,5.21601
2021-01-22,4.42571
2021-01-23,6.00632
2021-01-24,6.32244
2021-01-25,8.95679
2021-01-26,7.79768
2021-01-27,14.38356
2021-01-28,13.59325
2021-01-29,6.58587
2021-01-30,6.74394
2021-01-31,10.64278
2021-02-01,7.85036
2021-02-02,4.89989
2021-02-03,3.68809
2021-02-04,4.53108
2021-02-05,4.89989
2021-02-06,4.58377
2021-02-07,9.95785
2021-02-08,5.00526
2021-02-09,3.47734
2021-02-10,2.95047
2021-02-11,5.42676
2021-02-12,5.84826
2021-02-13,7.74499
2021-02-14,8.16649
2021-02-15,6.16438
2021-02-16,6.21707
2021-02-17,7.6923
2021-02-18,21.28556
2021-02-19,7.63962
2021-02-20,7.79768
2021-02-21,7.95574
2021-02-22,10.69546
2021-02-23,3.68809
2021-02-24,6.059
2021-02-25,16.06954
2021-02-26,8.37723
2021-02-27,8.58798
2021-02-28,12.32876
2021-03-01,11.53846
2021-03-02,20.12644
2021-03-03,12.64488
2021-03-04,6.32244
2021-03-05,6.00632
2021-03-06,8.5353
2021-03-07,4.68914
2021-03-08,4.0569
2021-03-09,3.79346
2021-03-10,3.31928
2021-03-11,3.84615
2021-03-12,3.53003
2021-03-13,3.58271
2021-03-14,3.58271
2021-03-15,3.95152
2021-03-16,17.65015
2021-03-17,7.11275
2021-03-18,4.63645
2021-03-19,3.74077
2021-03-20,4.47839
2021-03-21,4.63645
2021-03-22,4.42571
2021-03-23,4.8472
2021-03-24,3.84615
2021-03-25,3.84615
2021-03-26,4.21496
2021-03-27,5.42676
2021-03-28,4.89989
2021-03-29,4.10958
2021-03-30,4.53108
2021-03-31,4.74183
2021-04-01,5.74288
2021-04-02,2.4236
2021-04-03,4.63645
2021-04-04,4.47839
2021-04-05,5.74288
2021-04-06,3.37197
2021-04-07,3.10853
2021-04-08,3.68809
2021-04-09,3.26659
2021-04-10,2.79241
2021-04-11,3.53003
2021-04-12,4.10958
2021-04-13,2.63435
2021-04-14,3.89884
2021-04-15,4.79452
2021-04-16,3.37197
2021-04-17,4.42571
2021-04-18,4.0569
2021-04-19,3.6354
2021-04-20,2.79241
2021-04-21,3.10853
2021-04-22,2.4236
2021-04-23,3.16122
2021-04-24,3.74077
2021-04-25,3.05584
2021-04-26,2.37091
2021-04-27,3.84615
2021-04-28,3.6354
2021-04-29,2.68703
2021-04-30,2.68703
2021-05-01,4.37302
2021-05-02,3.47734
2021-05-03,6.58587
2021-05-04,3.53003
2021-05-05,2.95047
2021-05-06,2.8451
2021-05-07,2.52897
2021-05-08,2.21285
2021-05-09,3.37197
2021-05-10,2.8451
2021-05-11,2.26554
2021-05-12,2.73972
2021-05-13,2.26554
2021-05-14,2.52897
2021-05-15,3.31928
2021-05-16,3.6354
2021-05-17,3.10853
2021-05-18,2.63435
2021-05-19,3.00316
2021-05-20,3.37197
2021-05-21,3.58271
2021-05-22,3.00316
2021-05-23,2.68703
2021-05-24,2.58166
2021-05-25,1.63329
2021-05-26,2.31822
2021-05-27,2.37091
2021-05-28,2.68703
2021-05-29,3.42465
2021-05-30,4.8472
2021-05-31,3.05584
2021-06-01,3.26659
2021-06-02,2.95047
2021-06-03,3.74077
2021-06-04,2.37091
2021-06-05,4.00421
2021-06-06,3.2139
2021-06-07,2.31822
2021-06-08,2.95047
2021-06-09,3.84615
2021-06-10,2.73972
2021-06-11,3.68809
2021-06-12,3.74077
2021-06-13,3.68809
2021-06-14,3.84615
2021-06-15,5.2687
2021-06-16,4.63645
2021-06-17,4.16227
2021-06-18,3.47734
2021-06-19,4.0569
2021-06-20,3.58271
2021-06-21,4.37302
2021-06-22,5.05795
2021-06-23,4.10958
2021-06-24,3.53003
2021-06-25,5.16332
2021-06-26,3.74077
2021-06-27,6.16438
2021-06-28,5.00526
2021-06-29,3.53003
2021-06-30,2.73972
2021-07-01,3.68809
2021-07-02,5.00526
2021-07-03,5.21601
2021-07-04,5.63751
2021-07-05,5.58482
2021-07-06,4.0569
2021-07-07,5.32139
2021-07-08,4.16227
2021-07-09,4.63645
2021-07-10,4.74183
2021-07-11,5.32139
2021-07-12,5.58482
2021-07-13,3.58271
2021-07-14,4.63645
2021-07-15,4.53108
2021-07-16,4.95258
2021-07-17,3.2139
2021-07-18,5.58482
2021-07-19,7.06006
2021-07-20,6.42781
2021-07-21,5.2687
2021-07-22,5.74288
2021-07-23,6.21707
2021-07-24,5.42676
2021-07-25,7.6923
2021-07-26,9.00948
2021-07-27,7.11275
2021-07-28,5.6902
2021-07-29,8.5353
2021-07-30,12.27608
2021-07-31,8.5353
2021-08-01,9.16754
2021-08-02,9.16754
2021-08-03,6.4805
2021-08-04,6.58587
2021-08-05,7.21812
2021-08-06,6.16438
2021-08-07,6.902
2021-08-08,7.06006
2021-08-09,18.49315
2021-08-10,7.37618
2021-08-11,7.53424
2021-08-12,36.67017
2021-08-13,82.71865
2021-08-14,33.40358
2021-08-15,13.75131
2021-08-16,14.80505
2021-08-17,36.1433
2021-08-18,9.95785
2021-08-19,9.7471
2021-08-20,9.11485
2021-08-21,11.95995
2021-08-22,15.80611
2021-08-23,15.4373
2021-08-24,12.11801
2021-08-25,13.32982
2021-08-26,17.8609
2021-08-27,29.08324
2021-08-28,20.91675
2021-08-29,18.59852
2021-08-30,15.06849
2021-08-31,14.75237
2021-09-01,14.2255
2021-09-02,12.53951
2021-09-03,10.64278
2021-09-04,14.91043
2021-09-05,11.95995
2021-09-06,11.01159
2021-09-07,12.22339
2021-09-08,7.6923
2021-09-09,13.11907
2021-09-10,8.5353
2021-09-11,8.5353
2021-09-12,7.00737
2021-09-13,9.85247
2021-09-14,10.27397
2021-09-15,8.74604
2021-09-16,9.58904
2021-09-17,10.37934
2021-09-18,6.902
2021-09-19,7.6923
2021-09-20,5.90094
2021-09-21,6.00632
2021-09-22,6.69125
2021-09-23,8.16649
2021-09-24,5.58482
2021-09-25,5.32139
2021-09-26,7.11275
2021-09-27,7.90305
2021-09-28,9.00948
2021-09-29,6.16438
2021-09-30,19.59957
2021-10-01,7.90305
2021-10-02,9.27291
2021-10-03,10.11591
2021-10-04,6.95468
2021-10-05,7.06006
2021-10-06,7.11275
2021-10-07,6.902
2021-10-08,4.89989
2021-10-09,5.05795
2021-10-10,6.37513
2021-10-11,6.53319
2021-10-12,6.69125
2021-10-13,5.16332
2021-10-14,4.95258
2021-10-15,5.05795
2021-10-16,4.42571
2021-10-17,4.26765
2021-10-18,5.47945
2021-10-19,4.63645
2021-10-20,5.90094
2021-10-21,5.84826
2021-10-22,5.6902
2021-10-23,5.11064
2021-10-24,5.95363
2021-10-25,4.79452
2021-10-26,5.2687
2021-10-27,5.16332
2021-10-28,5.00526
2021-10-29,3.74077
2021-10-30,5.79557
2021-10-31,9.27291
2021-11-01,5.74288
2021-11-02,10.16859
2021-11-03,7.6923
2021-11-04,6.42781
2021-11-05,22.60273
2021-11-06,7.90305
2021-11-07,8.37723
2021-11-08,6.63856
2021-11-09,7.85036
2021-11-10,6.16438
2021-11-11,8.42992
2021-11-12,6.53319
2021-11-13,6.84931
2021-11-14,6.74394
2021-11-15,8.79873
2021-11-16,6.00632
2021-11-17,6.11169
2021-11-18,6.79662
2021-11-19,5.58482
2021-11-20,5.6902
2021-11-21,8.42992
2021-11-22,9.85247
2021-11-23,9.3256
2021-11-24,7.21812
2021-11-25,5.90094
2021-11-26,5.11064
2021-11-27,4.47839
2021-11-28,5.11064
2021-11-29,5.74288
2021-11-30,6.16438
2021-12-01,4.53108
2021-12-02,8.32455
2021-12-03,6.059
2021-12-04,4.79452
2021-12-05,8.27186
2021-12-06,7.63962
2021-12-07,9.43097
2021-12-08,9.00948
2021-12-09,10.48472
2021-12-10,12.43414
2021-12-11,7.00737
2021-12-12,9.79978
2021-12-13,8.95679
2021-12-14,8.95679
2021-12-15,8.27186
2021-12-16,8.69336
2021-12-17,8.27186
2021-12-18,18.17702
2021-12-19,8.58798
2021-12-20,9.37829
2021-12-21,8.85142
2021-12-22,8.1138
2021-12-23,7.11275
2021-12-24,6.63856
2021-12-25,6.58587
2021-12-26,6.63856
2021-12-27,7.00737
2021-12-28,6.26975
2021-12-29,6.37513
2021-12-30,6.32244
2021-12-31,4.89989
2022-01-01,4.63645
2022-01-02,5.95363
2022-01-03,5.84826
2022-01-04,6.26975
2022-01-05,5.21601
2022-01-06,5.79557
2022-01-07,3.47734
2022-01-08,7.42887
2022-01-09,5.84826
2022-01-10,4.79452
2022-01-11,4.74183
2022-01-12,6.63856
2022-01-13,4.79452
2022-01-14,3.84615
2022-01-15,4.47839
2022-01-16,5.16332
2022-01-17,4.47839
2022-01-18,5.11064
2022-01-19,4.8472
2022-01-20,5.11064
2022-01-21,3.95152
2022-01-22,4.95258
2022-01-23,6.00632
2022-01-24,4.63645
2022-01-25,4.26765
2022-01-26,5.21601
2022-01-27,4.10958
2022-01-28,4.53108
2022-01-29,5.84826
2022-01-30,19.28345
2022-01-31,4.58377
2022-02-01,3.95152
2022-02-02,5.47945
2022-02-03,9.11485
2022-02-04,6.42781
2022-02-05,7.06006
2022-02-06,7.58693
2022-02-07,6.58587
2022-02-08,4.63645
2022-02-09,6.21707
2022-02-10,5.63751
2022-02-11,4.8472
2022-02-12,4.42571
2022-02-13,5.74288
2022-02-14,6.26975
2022-02-15,5.00526
2022-02-16,4.63645
2022-02-17,4.95258
2022-02-18,4.47839
2022-02-19,4.32033
2022-02-20,6.16438
2022-02-21,5.2687
2022-02-22,5.00526
2022-02-23,6.16438
2022-02-24,5.95363
2022-02-25,4.21496
2022-02-26,5.79557
2022-02-27,5.47945
2022-02-28,6.00632
2022-03-01,6.74394
2022-03-02,5.32139
2022-03-03,4.21496
2022-03-04,4.00421
2022-03-05,4.68914
2022-03-06,4.68914
2022-03-07,5.2687
2022-03-08,5.37407
2022-03-09,4.26765
2022-03-10,5.21601
2022-03-11,4.21496
2022-03-12,5.53213
2022-03-13,4.63645
2022-03-14,4.00421
2022-03-15,4.89989
2022-03-16,3.95152
2022-03-17,4.89989
2022-03-18,4.53108
2022-03-19,3.16122
2022-03-20,4.16227
2022-03-21,4.0569
2022-03-22,3.26659
2022-03-23,5.11064
2022-03-24,3.74077
2022-03-25,3.74077
2022-03-26,3.16122
2022-03-27,5.2687
2022-03-28,4.8472
2022-03-29,4.00421
2022-03-30,4.68914
2022-03-31,3.84615
2022-04-01,4.68914
2022-04-02,3.89884
2022-04-03,4.10958
2022-04-04,3.74077
2022-04-05,4.89989
2022-04-06,4.89989
2022-04-07,4.58377
2022-04-08,3.37197
2022-04-09,4.21496
2022-04-10,4.42571
2022-04-11,4.32033
2022-04-12,5.53213
2022-04-13,5.05795
2022-04-14,4.79452
2022-04-15,4.68914
2022-04-16,5.2687
2022-04-17,5.58482
2022-04-18,5.11064
2022-04-19,7.21812
2022-04-20,6.4805
2022-04-21,5.74288
2022-04-22,6.00632
2022-04-23,6.11169
2022-04-24,7.21812
2022-04-25,8.21917
2022-04-26,6.26975
2022-04-27,6.21707
2022-04-28,6.21707
2022-04-29,5.74288
2022-04-30,7.11275
2022-05-01,7.27081
2022-05-02,6.902
2022-05-03,6.37513
2022-05-04,5.05795
2022-05-05,5.21601
2022-05-06,6.63856
2022-05-07,7.21812
2022-05-08,9.58904
2022-05-09,9.53635
2022-05-10,8.06111
2022-05-11,7.32349
2022-05-12,10.64278
2022-05-13,10.06322
2022-05-14,7.32349
2022-05-15,8.74604
2022-05-16,11.32771
2022-05-17,9.43097
2022-05-18,11.85458
2022-05-19,11.85458
2022-05-20,10.74815
2022-05-21,12.38145
2022-05-22,12.64488
2022-05-23,14.17281
2022-05-24,13.96206
2022-05-25,16.43835
2022-05-26,14.38356
2022-05-27,13.85669
2022-05-28,9.7471
2022-05-29,14.5943
2022-05-30,15.80611
2022-05-31,18.38777
2022-06-01,18.91464
2022-06-02,16.43835
2022-06-03,14.38356
2022-06-04,17.59747
2022-06-05,18.86195
2022-06-06,18.59852
2022-06-07,17.01791
2022-06-08,18.75658
2022-06-09,17.59747
2022-06-10,14.27818
2022-06-11,15.64805
2022-06-12,18.01896
2022-06-13,17.75553
2022-06-14,17.91359
2022-06-15,14.06743
2022-06-16,15.54267
2022-06-17,13.22444
2022-06-18,13.75131
2022-06-19,15.85879
2022-06-20,20.02107
2022-06-21,21.86512
2022-06-22,16.38566
2022-06-23,15.75342
2022-06-24,15.4373
2022-06-25,14.69968
2022-06-26,13.17175
2022-06-27,17.4394
2022-06-28,15.64805
2022-06-29,23.28767
2022-06-30,18.2824
2022-07-01,16.01685
2022-07-02,15.4373
2022-07-03,17.80821
2022-07-04,16.43835
2022-07-05,17.01791
2022-07-06,18.75658
2022-07-07,19.54689
2022-07-08,16.33298
2022-07-09,16.43835
2022-07-10,16.01685
2022-07-11,23.81454
2022-07-12,25.34246
2022-07-13,23.28767
2022-07-14,20.60063
2022-07-15,20.44257
2022-07-16,16.59641
2022-07-17,20.33719
2022-07-18,23.23498
2022-07-19,20.81138
2022-07-20,17.65015
2022-07-21,16.12223
2022-07-22,16.33298
2022-07-23,17.91359
2022-07-24,20.49525
2022-07-25,23.65648
2022-07-26,22.55005
2022-07-27,22.55005
2022-07-28,23.76185
2022-07-29,19.54689
2022-07-30,19.12539
2022-07-31,59.06217
2022-08-01,53.00316
2022-08-02,39.88408
2022-08-03,35.98524
2022-08-04,30.24236
2022-08-05,34.98419
2022-08-06,32.66596
2022-08-07,28.55637
2022-08-08,29.6628
2022-08-09,29.13593
2022-08-10,35.24762
2022-08-11,33.87776
2022-08-12,28.81981
2022-08-13,26.50158
2022-08-14,28.92518
2022-08-15,32.77133
2022-08-16,34.08851
2022-08-17,34.45732
2022-08-18,30.92729
2022-08-19,28.71443
2022-08-20,29.08324
2022-08-21,28.55637
2022-08-22,28.39831
2022-08-23,31.77028
2022-08-24,28.29293
2022-08-25,31.66491
2022-08-26,27.608
2022-08-27,25.86933
2022-08-28,28.87249
2022-08-29,31.45416
2022-08-30,32.61327
2022-08-31,31.61222
2022-09-01,29.03055
2022-09-02,24.71022
2022-09-03,25.44783
2022-09-04,27.39726
2022-09-05,29.34668
2022-09-06,27.97681
2022-09-07,25.71127
2022-09-08,20.81138
2022-09-09,20.12644
2022-09-10,18.2824
2022-09-11,23.44573
2022-09-12,27.08113
2022-09-13,30.92729
2022-09-14,26.87038
2022-09-15,24.86828
2022-09-16,23.07692
2022-09-17,29.13593
2022-09-18,23.76185
2022-09-19,25.65858
2022-09-20,26.29083
2022-09-21,24.28872
2022-09-22,21.75974
2022-09-23,19.02002
2022-09-24,19.54689
2022-09-25,18.75658
2022-09-26,24.49947
2022-09-27,20.38988
2022-09-28,39.56796
2022-09-29,42.6765
2022-09-30,23.49841
2022-10-01,22.07586
2022-10-02,23.23498
2022-10-03,22.55005
2022-10-04,25.23709
2022-10-05,21.65437
2022-10-06,22.91886
2022-10-07,19.33614
2022-10-08,19.28345
2022-10-09,19.23076
2022-10-10,19.75763
2022-10-11,26.02739
2022-10-12,23.70916
2022-10-13,34.29926
2022-10-14,35.87987
2022-10-15,21.97049
2022-10-16,28.55637
2022-10-17,22.3393
2022-10-18,20.02107
2022-10-19,20.60063
2022-10-20,21.9178
2022-10-21,16.01685
2022-10-22,17.54478
2022-10-23,19.44151
2022-10-24,20.38988
2022-10-25,35.24762
2022-10-26,29.76817
2022-10-27,40.93782
2022-10-28,22.81348
2022-10-29,17.0706
2022-10-30,14.64699
2022-10-31,17.96628
2022-11-01,18.80927
2022-11-02,18.86195
2022-11-03,19.65226
2022-11-04,16.54373
2022-11-05,17.54478
2022-11-06,21.39093
2022-11-07,26.55426
2022-11-08,19.44151
2022-11-09,18.96733
2022-11-10,18.07165
2022-11-11,20.49525
2022-11-12,19.9157
2022-11-13,21.07481
2022-11-14,24.7629
2022-11-15,30.50579
2022-11-16,28.13487
2022-11-17,21.44362
2022-11-18,23.81454
2022-11-19,18.33508
2022-11-20,21.44362
2022-11-21,24.92096
2022-11-22,69.0727
2022-11-23,47.9452
2022-11-24,30.29504
2022-11-25,27.97681
2022-11-26,27.97681
2022-11-27,24.7629
2022-11-28,28.39831
2022-11-29,28.24025
2022-11-30,25.39515
2022-12-01,27.55532
2022-12-02,20.91675
2022-12-03,22.97154
2022-12-04,22.39199
2022-12-05,30.82191
2022-12-06,28.81981
2022-12-07,29.61011
2022-12-08,27.23919
2022-12-09,26.55426
2022-12-10,24.7629
2022-12-11,28.87249
2022-12-12,29.97892
2022-12-13,56.58587
2022-12-14,77.608
2022-12-15,43.78292
2022-12-16,51.68598
2022-12-17,40.35827
2022-12-18,42.6765
2022-12-19,37.88198
2022-12-20,39.09378
2022-12-21,88.9884
2022-12-22,47.5237
2022-12-23,49.05163
2022-12-24,37.14436
2022-12-25,42.93993
2022-12-26,37.7766
2022-12-27,34.35194
2022-12-28,33.77239
2022-12-29,29.71548
2022-12-30,28.24025
2022-12-31,28.08219
2023-01-01,24.18335
2023-01-02,32.87671
2023-01-03,40.41095
2023-01-04,50.15806
2023-01-05,63.85669
2023-01-06,100.0
2023-01-07,54.42571
2023-01-08,44.46786
2023-01-09,44.73129
2023-01-10,56.11169
2023-01-11,67.65015
2023-01-12,66.12223
2023-01-13,51.15911
2023-01-14,42.83456
2023-01-15,48.63013
2023-01-16,47.04952
2023-01-17,39.09378
2023-01-18,44.57323
2023-01-19,40.99051
2023-01-20,31.66491
2023-01-21,35.77449
2023-01-22,37.03898
2023-01-23,43.99367
2023-01-24,46.25922
2023-01-25,46.15384
2023-01-26,45.20547
2023-01-27,40.41095
2023-01-28,36.61749
2023-01-29,43.20337
2023-01-30,40.41095
2023-01-31,38.1981
2023-02-01,39.4099
2023-02-02,39.62065
2023-02-03,33.50895
2023-02-04,33.82507
2023-02-05,32.71865
2023-02-06,33.66701
2023-02-07,64.69968
2023-02-08,67.91359
2023-02-09,41.67544
2023-02-10,27.34457
2023-02-11,30.03161
2023-02-12,32.66596
2023-02-13,33.66701
2023-02-14,33.50895
2023-02-15,26.76501
2023-02-16,27.92413
2023-02-17,25.02634
2023-02-18,23.5511
2023-02-19,24.60484
2023-02-20,30.34773
2023-02-21,29.50474
2023-02-22,25.39515
2023-02-23,28.13487
2023-02-24,28.97787
2023-02-25,24.86828
2023-02-26,34.51001
2023-02-27,34.35194
2023-02-28,27.55532
2023-03-01,30.50579
2023-03-02,28.66174
2023-03-03,28.76712
2023-03-04,34.9315
2023-03-05,31.87565
2023-03-06,30.18967
2023-03-07,58.48261
2023-03-08,68.96733
2023-03-09,39.35721
2023-03-10,31.24341
2023-03-11,30.03161
2023-03-12,32.92939
2023-03-13,33.98314
2023-03-14,30.18967
2023-03-15,33.61433
2023-03-16,31.55953
2023-03-17,27.608
2023-03-18,26.34351
2023-03-19,28.39831
2023-03-20,29.82086
2023-03-21,31.55953
2023-03-22,29.71548
2023-03-23,38.9884
2023-03-24,44.30979
2023-03-25,32.5079
2023-03-26,32.77133
2023-03-27,32.5079
2023-03-28,25.92202
2023-03-29,23.65648
2023-03-30,21.02212
2023-03-31,21.23287
2023-04-01,20.86406
2023-04-02,23.60379
2023-04-03,25.34246
2023-04-04,27.23919
2023-04-05,30.71654
2023-04-06,27.23919
2023-04-07,24.7629
2023-04-08,24.02528
2023-04-09,26.08008
2023-04-10,34.29926
2023-04-11,32.19178
2023-04-12,32.03371
2023-04-13,30.61116
2023-04-14,32.29715
2023-04-15,31.50684
2023-04-16,30.29504
2023-04-17,33.61433
2023-04-18,31.45416
2023-04-19,26.71232
2023-04-20,29.50474
2023-04-21,27.02845
2023-04-22,27.29188
2023-04-23,26.97576
2023-04-24,34.87881
2023-04-25,51.79135
2023-04-26,49.47312
2023-04-27,35.72181
2023-04-28,28.71443
2023-04-29,30.55848
2023-04-30,32.61327
2023-05-01,35.61643
2023-05-02,34.29926
2023-05-03,31.55953
2023-05-04,27.39726
2023-05-05,28.76712
2023-05-06,27.66069
2023-05-07,53.74077
2023-05-08,50.0
2023-05-09,32.45521
2023-05-10,30.82191
2023-05-11,33.14014
2023-05-12,29.29399
2023-05-13,26.71232
2023-05-14,28.55637
2023-05-15,39.25184
2023-05-16,30.71654
2023-05-17,29.08324
2023-05-18,27.55532
2023-05-19,32.24446
2023-05-20,28.92518
2023-05-21,31.13804
2023-05-22,32.56059
2023-05-23,30.40042
2023-05-24,30.29504
2023-05-25,30.66385
2023-05-26,26.44889
2023-05-27,25.81664
2023-05-28,29.76817
2023-05-29,29.2413
