date,선물옵션만기일
2021-01-19,4.40624
2021-01-20,1.65651
2021-01-21,1.77751
2021-01-22,2.54109
2021-01-23,2.49937
2021-01-24,1.26846
2021-01-25,1.74413
2021-01-26,1.73161
2021-01-27,1.75039
2021-01-28,2.94166
2021-01-29,4.20178
2021-01-30,3.29633
2021-01-31,1.61896
2021-02-01,2.47642
2021-02-02,1.8255
2021-02-03,1.80463
2021-02-04,2.26362
2021-02-05,2.3888
2021-02-06,2.2052
2021-02-07,1.24134
2021-02-08,3.60719
2021-02-09,4.68789
2021-02-10,5.5829
2021-02-11,3.15238
2021-02-12,1.84219
2021-02-13,2.22815
2021-02-14,1.5668
2021-02-15,6.20462
2021-02-16,4.69832
2021-02-17,2.04664
2021-02-18,2.01952
2021-02-19,2.2824
2021-02-20,2.39505
2021-02-21,1.22047
2021-02-22,1.45622
2021-02-23,1.50004
2021-02-24,1.93816
2021-02-25,2.00283
2021-02-26,2.7831
2021-02-27,2.04873
2021-02-28,1.59809
2021-03-01,2.58908
2021-03-02,2.13427
2021-03-03,2.23024
2021-03-04,2.64958
2021-03-05,3.38604
2021-03-06,2.36585
2021-03-07,1.96111
2021-03-08,5.22406
2021-03-09,7.37711
2021-03-10,15.63882
2021-03-11,12.33622
2021-03-12,3.0418
2021-03-13,1.95902
2021-03-14,1.13911
2021-03-15,1.58766
2021-03-16,1.32479
2021-03-17,1.52507
2021-03-18,1.81924
2021-03-19,2.16139
2021-03-20,1.20378
2021-03-21,0.65509
2021-03-22,0.82825
2021-03-23,0.85746
2021-03-24,0.81573
2021-03-25,1.66068
2021-03-26,2.4034
2021-03-27,1.37903
2021-03-28,0.76358
2021-03-29,1.01393
2021-03-30,0.68847
2021-03-31,0.88041
2021-04-01,0.92422
2021-04-02,2.55779
2021-04-03,1.49795
2021-04-04,0.74689
2021-04-05,1.475
2021-04-06,1.25177
2021-04-07,1.89643
2021-04-08,2.62455
2021-04-09,1.13285
2021-04-10,0.75523
2021-04-11,0.45272
2021-04-12,0.71768
2021-04-13,0.63214
2021-04-14,0.80739
2021-04-15,0.90127
2021-04-16,1.02854
2021-04-17,0.79904
2021-04-18,0.45689
2021-04-19,0.67595
2021-04-20,0.62797
2021-04-21,0.86998
2021-04-22,0.78027
2021-04-23,1.16623
2021-04-24,0.83868
2021-04-25,0.36092
2021-04-26,0.67387
2021-04-27,0.69473
2021-04-28,0.95969
2021-04-29,0.98472
2021-04-30,1.25594
2021-05-01,0.73854
2021-05-02,0.41725
2021-05-03,0.89084
2021-05-04,1.47709
2021-05-05,1.27054
2021-05-06,0.93883
2021-05-07,0.8971
2021-05-08,0.73854
2021-05-09,0.4861
2021-05-10,1.1099
2021-05-11,1.92147
2021-05-12,4.9445
2021-05-13,4.62947
2021-05-14,1.47917
2021-05-15,0.90753
2021-05-16,0.52991
2021-05-17,0.77401
2021-05-18,0.84911
2021-05-19,0.90962
2021-05-20,0.82199
2021-05-21,0.98055
2021-05-22,0.61128
2021-05-23,0.43186
2021-05-24,0.79904
2021-05-25,0.79278
2021-05-26,0.82408
2021-05-27,1.27889
2021-05-28,2.66419
2021-05-29,1.28306
2021-05-30,0.69473
2021-05-31,2.22607
2021-06-01,2.21981
2021-06-02,1.82758
2021-06-03,2.72886
2021-06-04,2.5557
2021-06-05,1.50421
2021-06-06,1.78377
2021-06-07,4.20804
2021-06-08,5.4765
2021-06-09,17.36626
2021-06-10,12.86614
2021-06-11,2.25736
2021-06-12,0.7594
2021-06-13,0.48819
2021-06-14,0.95552
2021-06-15,0.71976
2021-06-16,0.78861
2021-06-17,1.00976
2021-06-18,1.14954
2021-06-19,0.63423
2021-06-20,0.38179
2021-06-21,0.81156
2021-06-22,0.48193
2021-06-23,0.71768
2021-06-24,0.8971
2021-06-25,1.22673
2021-06-26,0.55078
2021-06-27,0.3338
2021-06-28,0.74897
2021-06-29,0.46732
2021-06-30,0.54452
2021-07-01,0.58416
2021-07-02,0.67595
2021-07-03,0.43812
2021-07-04,0.3651
2021-07-05,1.47291
2021-07-06,1.37486
2021-07-07,1.9319
2021-07-08,8.2012
2021-07-09,2.3575
2021-07-10,0.70933
2021-07-11,0.39222
2021-07-12,0.61128
2021-07-13,0.56955
2021-07-14,0.56121
2021-07-15,0.63214
2021-07-16,0.71142
2021-07-17,0.39848
2021-07-18,0.23992
2021-07-19,0.532
2021-07-20,0.54869
2021-07-21,0.52991
2021-07-22,0.51114
2021-07-23,0.47358
2021-07-24,0.35466
2021-07-25,0.23366
2021-07-26,0.5466
2021-07-27,0.5007
2021-07-28,0.49236
2021-07-29,0.50488
2021-07-30,0.85746
2021-07-31,0.44855
2021-08-01,0.32963
2021-08-02,0.59459
2021-08-03,0.55286
2021-08-04,0.82617
2021-08-05,0.83034
2021-08-06,0.80113
2021-08-07,0.51531
2021-08-08,0.37553
2021-08-09,1.06817
2021-08-10,1.72953
2021-08-11,3.45698
2021-08-12,3.70733
2021-08-13,2.72469
2021-08-14,1.01602
2021-08-15,0.96803
2021-08-16,1.59809
2021-08-17,0.97221
2021-08-18,0.68013
2021-08-19,1.28098
2021-08-20,1.21213
2021-08-21,0.64674
2021-08-22,0.39639
2021-08-23,0.68638
2021-08-24,0.78861
2021-08-25,0.79696
2021-08-26,0.87415
2021-08-27,1.24968
2021-08-28,0.81991
2021-08-29,0.47567
2021-08-30,0.99724
2021-08-31,1.42076
2021-09-01,1.35191
2021-09-02,1.9924
2021-09-03,1.72536
2021-09-04,1.05566
2021-09-05,1.16832
2021-09-06,4.15171
2021-09-07,5.28456
2021-09-08,11.06359
2021-09-09,13.67979
2021-09-10,2.09463
2021-09-11,0.78027
2021-09-12,0.54869
2021-09-13,0.71768
2021-09-14,0.6238
2021-09-15,0.72394
2021-09-16,1.15789
2021-09-17,1.26429
2021-09-18,0.94926
2021-09-19,0.54243
2021-09-20,0.88041
2021-09-21,0.92839
2021-09-22,0.89293
2021-09-23,1.12659
2021-09-24,1.53968
2021-09-25,0.67387
2021-09-26,0.40474
2021-09-27,0.64049
2021-09-28,0.79696
2021-09-29,0.90753
2021-09-30,0.70516
2021-10-01,1.1412
2021-10-02,0.6989
2021-10-03,0.65718
2021-10-04,1.2163
2021-10-05,1.12659
2021-10-06,1.92773
2021-10-07,1.39364
2021-10-08,0.99307
2021-10-09,0.46315
2021-10-10,0.4861
2021-10-11,0.88041
2021-10-12,1.18292
2021-10-13,1.89435
2021-10-14,2.1447
2021-10-15,0.77609
2021-10-16,0.41308
2021-10-17,0.30042
2021-10-18,0.46315
2021-10-19,0.41308
2021-10-20,0.4256
2021-10-21,0.42768
2021-10-22,0.45898
2021-10-23,0.40682
2021-10-24,0.21906
2021-10-25,0.49027
2021-10-26,0.48401
2021-10-27,0.70725
2021-10-28,0.96386
2021-10-29,1.18292
2021-10-30,0.67387
2021-10-31,0.42351
2021-11-01,0.70725
2021-11-02,0.6238
2021-11-03,0.77609
2021-11-04,0.66761
2021-11-05,0.74689
2021-11-06,0.6384
2021-11-07,0.49653
2021-11-08,2.15722
2021-11-09,1.49378
2021-11-10,2.71634
2021-11-11,2.49728
2021-11-12,1.16206
2021-11-13,0.74063
2021-11-14,0.43812
2021-11-15,0.91379
2021-11-16,0.72602
2021-11-17,1.00976
2021-11-18,2.33038
2021-11-19,1.17249
2021-11-20,0.71142
2021-11-21,0.41725
2021-11-22,0.88041
2021-11-23,0.65092
2021-11-24,0.81573
2021-11-25,1.6878
2021-11-26,2.65167
2021-11-27,1.21213
2021-11-28,0.67595
2021-11-29,1.08904
2021-11-30,1.33731
2021-12-01,1.18292
2021-12-02,1.61687
2021-12-03,1.73579
2021-12-04,1.15163
2021-12-05,0.92631
2021-12-06,2.95209
2021-12-07,3.62388
2021-12-08,7.8048
2021-12-09,8.17407
2021-12-10,1.69823
2021-12-11,0.67804
2021-12-12,0.56538
2021-12-13,0.85537
2021-12-14,0.7907
2021-12-15,0.76984
2021-12-16,1.1099
2021-12-17,1.67111
2021-12-18,0.76984
2021-12-19,0.532
2021-12-20,1.08695
2021-12-21,0.78235
2021-12-22,0.88041
2021-12-23,1.50004
2021-12-24,4.84019
2021-12-25,1.81924
2021-12-26,1.10573
2021-12-27,2.25527
2021-12-28,3.21705
2021-12-29,5.01752
2021-12-30,7.17057
2021-12-31,9.14003
2022-01-01,1.35191
2022-01-02,1.79629
2022-01-03,11.86055
2022-01-04,1.02019
2022-01-05,1.50421
2022-01-06,1.32896
2022-01-07,0.90753
2022-01-08,0.72185
2022-01-09,0.45689
2022-01-10,1.17458
2022-01-11,1.17875
2022-01-12,1.38112
2022-01-13,2.12384
2022-01-14,0.98055
2022-01-15,0.44437
2022-01-16,0.31502
2022-01-17,1.27054
2022-01-18,1.25177
2022-01-19,0.64049
2022-01-20,0.64049
2022-01-21,0.95134
2022-01-22,0.74689
2022-01-23,0.55703
2022-01-24,1.00976
2022-01-25,1.04314
2022-01-26,0.87415
2022-01-27,1.84427
2022-01-28,1.83593
2022-01-29,1.55845
2022-01-30,0.95552
2022-01-31,1.28515
2022-02-01,0.92005
2022-02-02,1.22047
2022-02-03,1.43536
2022-02-04,1.1412
2022-02-05,0.88041
2022-02-06,0.5925
2022-02-07,1.04523
2022-02-08,0.95343
2022-02-09,1.22882
2022-02-10,2.36376
2022-02-11,0.99307
2022-02-12,0.63214
2022-02-13,0.42768
2022-02-14,0.64049
2022-02-15,0.51114
2022-02-16,0.60293
2022-02-17,0.83242
2022-02-18,0.96177
2022-02-19,0.71976
2022-02-20,0.51322
2022-02-21,1.31227
2022-02-22,1.56263
2022-02-23,0.66969
2022-02-24,0.82825
2022-02-25,0.7907
2022-02-26,0.83034
2022-02-27,0.55912
2022-02-28,1.03271
2022-03-01,0.83451
2022-03-02,0.73437
2022-03-03,0.83034
2022-03-04,1.0181
2022-03-05,0.61962
2022-03-06,0.64257
2022-03-07,1.84845
2022-03-08,2.1447
2022-03-09,1.08278
2022-03-10,4.29149
2022-03-11,1.30393
2022-03-12,0.59459
2022-03-13,0.49027
2022-03-14,0.75732
2022-03-15,0.81156
2022-03-16,0.66761
2022-03-17,1.18083
2022-03-18,1.47709
2022-03-19,0.7448
2022-03-20,0.40891
2022-03-21,0.62171
2022-03-22,0.5007
2022-03-23,0.4715
2022-03-24,0.60502
2022-03-25,0.90544
2022-03-26,0.39222
2022-03-27,0.24618
2022-03-28,0.45272
2022-03-29,0.47776
2022-03-30,0.52157
2022-03-31,0.56955
2022-04-01,0.68847
2022-04-02,0.35258
2022-04-03,0.29208
2022-04-04,0.59876
2022-04-05,0.62797
2022-04-06,0.75732
2022-04-07,1.34982
2022-04-08,0.61336
2022-04-09,0.34841
2022-04-10,0.23366
2022-04-11,0.70725
2022-04-12,0.81991
2022-04-13,1.21839
2022-04-14,1.99031
2022-04-15,1.95693
2022-04-16,0.74271
2022-04-17,0.35049
2022-04-18,0.83242
2022-04-19,0.37344
2022-04-20,0.34215
2022-04-21,0.40474
2022-04-22,0.49653
2022-04-23,0.38596
2022-04-24,0.29416
2022-04-25,0.44229
2022-04-26,0.35675
2022-04-27,0.49445
2022-04-28,0.47776
2022-04-29,0.68638
2022-04-30,0.56747
2022-05-01,0.34632
2022-05-02,0.67387
2022-05-03,0.48193
2022-05-04,0.51948
2022-05-05,0.65509
2022-05-06,0.74689
2022-05-07,0.33797
2022-05-08,0.3338
2022-05-09,0.66761
2022-05-10,0.78861
2022-05-11,0.8971
2022-05-12,2.00492
2022-05-13,0.66552
2022-05-14,0.42977
2022-05-15,0.25452
2022-05-16,0.40891
2022-05-17,0.30251
2022-05-18,0.36301
2022-05-19,0.77192
2022-05-20,0.54452
2022-05-21,0.47776
2022-05-22,0.20654
2022-05-23,0.38387
2022-05-24,0.40265
2022-05-25,0.30877
2022-05-26,0.46941
2022-05-27,0.55495
2022-05-28,0.40474
2022-05-29,0.30459
2022-05-30,1.62313
2022-05-31,1.41867
2022-06-01,0.64049
2022-06-02,0.60085
2022-06-03,0.71142
2022-06-04,0.41934
2022-06-05,0.32546
2022-06-06,0.6238
2022-06-07,2.02578
2022-06-08,3.36727
2022-06-09,5.34715
2022-06-10,1.06817
2022-06-11,0.34632
2022-06-12,0.25035
2022-06-13,0.77818
2022-06-14,0.72185
2022-06-15,0.73645
2022-06-16,1.51673
2022-06-17,1.70449
2022-06-18,0.4861
2022-06-19,0.27956
2022-06-20,1.18501
2022-06-21,0.76149
2022-06-22,0.47567
2022-06-23,0.70516
2022-06-24,0.49653
2022-06-25,0.30251
2022-06-26,0.25452
2022-06-27,0.45898
2022-06-28,0.38179
2022-06-29,0.38387
2022-06-30,0.40265
2022-07-01,0.5466
2022-07-02,0.34841
2022-07-03,0.24826
2022-07-04,0.93048
2022-07-05,0.73854
2022-07-06,0.5779
2022-07-07,0.59876
2022-07-08,0.37135
2022-07-09,0.27747
2022-07-10,0.17524
2022-07-11,0.48193
2022-07-12,0.46106
2022-07-13,0.64466
2022-07-14,1.14537
2022-07-15,0.60085
2022-07-16,0.22114
2022-07-17,0.16481
2022-07-18,0.31711
2022-07-19,0.24618
2022-07-20,0.24826
2022-07-21,0.30668
2022-07-22,0.27121
2022-07-23,0.24618
2022-07-24,0.11265
2022-07-25,0.23575
2022-07-26,0.19193
2022-07-27,0.21488
2022-07-28,0.26495
2022-07-29,0.46106
2022-07-30,0.26078
2022-07-31,0.16898
2022-08-01,0.29416
2022-08-02,0.27539
2022-08-03,0.29416
2022-08-04,0.3338
2022-08-05,0.34632
2022-08-06,0.23783
2022-08-07,0.15855
2022-08-08,0.39013
2022-08-09,0.48193
2022-08-10,0.73437
2022-08-11,1.01185
2022-08-12,0.46941
2022-08-13,0.36301
2022-08-14,0.3192
2022-08-15,0.39222
2022-08-16,0.3192
2022-08-17,0.33797
2022-08-18,0.40682
2022-08-19,0.62588
2022-08-20,0.32754
2022-08-21,0.13978
2022-08-22,0.29416
2022-08-23,0.23366
2022-08-24,0.2733
2022-08-25,0.35884
2022-08-26,0.30668
2022-08-27,0.31502
2022-08-28,0.21071
2022-08-29,0.41517
2022-08-30,0.35049
2022-08-31,0.60085
2022-09-01,0.75732
2022-09-02,0.83868
2022-09-03,0.47358
2022-09-04,0.44437
2022-09-05,1.90895
2022-09-06,1.47083
2022-09-07,2.79771
2022-09-08,2.86864
2022-09-09,0.51739
2022-09-10,0.36927
2022-09-11,0.27747
2022-09-12,0.47567
2022-09-13,0.76358
2022-09-14,0.67804
2022-09-15,0.78027
2022-09-16,1.44579
2022-09-17,0.34632
2022-09-18,0.26078
2022-09-19,0.47984
2022-09-20,0.34632
2022-09-21,0.21071
2022-09-22,0.31085
2022-09-23,0.43394
2022-09-24,0.23575
2022-09-25,0.1356
2022-09-26,0.39848
2022-09-27,0.36718
2022-09-28,0.51948
2022-09-29,0.50905
2022-09-30,0.64883
2022-10-01,0.31502
2022-10-02,0.23366
2022-10-03,0.36092
2022-10-04,0.4402
2022-10-05,0.59459
2022-10-06,0.4402
2022-10-07,0.42351
2022-10-08,0.41099
2022-10-09,0.25661
2022-10-10,0.49862
2022-10-11,0.49445
2022-10-12,0.5925
2022-10-13,1.66485
2022-10-14,0.48193
2022-10-15,0.26704
2022-10-16,0.2733
2022-10-17,0.37553
2022-10-18,0.242
2022-10-19,0.28582
2022-10-20,0.4402
2022-10-21,0.51739
2022-10-22,0.19402
2022-10-23,0.1356
2022-10-24,0.26704
2022-10-25,0.22114
2022-10-26,0.2128
2022-10-27,0.29208
2022-10-28,0.33171
2022-10-29,0.19193
2022-10-30,0.14395
2022-10-31,0.34841
2022-11-01,0.31294
2022-11-02,0.31502
2022-11-03,0.49862
2022-11-04,0.44855
2022-11-05,0.27539
2022-11-06,0.21488
2022-11-07,1.57306
2022-11-08,0.80948
2022-11-09,0.85329
2022-11-10,1.26637
2022-11-11,0.74271
2022-11-12,0.2879
2022-11-13,0.19402
2022-11-14,0.45481
2022-11-15,0.36927
2022-11-16,0.51322
2022-11-17,1.74622
2022-11-18,0.56955
2022-11-19,0.17942
2022-11-20,0.14812
2022-11-21,0.37344
2022-11-22,0.39848
2022-11-23,0.42768
2022-11-24,0.55078
2022-11-25,0.68847
2022-11-26,0.24618
2022-11-27,0.11683
2022-11-28,0.34006
2022-11-29,0.31711
2022-11-30,0.62171
2022-12-01,0.5779
2022-12-02,0.75732
2022-12-03,0.27121
2022-12-04,0.31711
2022-12-05,1.16832
2022-12-06,1.55219
2022-12-07,2.51606
2022-12-08,4.57314
2022-12-09,0.84703
2022-12-10,0.27539
2022-12-11,0.25244
2022-12-12,0.46941
2022-12-13,0.41934
2022-12-14,0.45689
2022-12-15,0.98055
2022-12-16,1.26637
2022-12-17,0.46732
2022-12-18,0.22114
2022-12-19,0.50279
2022-12-20,0.45272
2022-12-21,0.58624
2022-12-22,0.71142
2022-12-23,1.45205
2022-12-24,0.76149
2022-12-25,0.85537
2022-12-26,3.35892
2022-12-27,3.53
2022-12-28,4.24351
2022-12-29,7.36042
2022-12-30,11.05733
2022-12-31,1.22256
2023-01-01,2.51189
2023-01-02,12.65334
2023-01-03,1.4145
2023-01-04,0.63214
2023-01-05,0.54034
2023-01-06,0.50488
2023-01-07,0.40891
2023-01-08,0.27956
2023-01-09,0.77401
2023-01-10,0.54869
2023-01-11,0.89919
2023-01-12,1.48126
2023-01-13,0.66343
2023-01-14,0.40682
2023-01-15,0.32963
2023-01-16,1.11616
2023-01-17,1.01602
2023-01-18,0.53408
2023-01-19,0.70725
2023-01-20,0.69056
2023-01-21,0.5466
2023-01-22,0.45063
2023-01-23,0.7907
2023-01-24,0.67178
2023-01-25,0.72394
2023-01-26,0.61336
2023-01-27,0.64883
2023-01-28,0.61128
2023-01-29,0.34006
2023-01-30,0.66135
2023-01-31,0.48193
2023-02-01,0.46732
2023-02-02,0.60502
2023-02-03,0.67387
2023-02-04,0.49236
2023-02-05,0.25452
2023-02-06,0.7907
2023-02-07,0.55286
2023-02-08,0.99307
2023-02-09,1.48961
2023-02-10,0.6843
2023-02-11,0.30668
2023-02-12,0.25661
2023-02-13,0.46315
2023-02-14,0.3338
2023-02-15,0.54452
2023-02-16,0.70307
2023-02-17,0.69056
2023-02-18,0.35675
2023-02-19,0.23992
2023-02-20,0.85537
2023-02-21,0.75523
2023-02-22,0.41725
2023-02-23,0.44437
2023-02-24,0.45481
2023-02-25,0.31502
2023-02-26,0.19402
2023-02-27,0.42351
2023-02-28,0.51739
2023-03-01,0.45063
2023-03-02,0.60711
2023-03-03,0.62588
2023-03-04,0.41308
2023-03-05,0.39222
2023-03-06,1.14328
2023-03-07,1.33939
2023-03-08,2.29909
2023-03-09,5.2032
2023-03-10,1.35191
2023-03-11,0.28582
2023-03-12,0.32128
2023-03-13,0.48819
2023-03-14,0.66135
2023-03-15,0.51948
2023-03-16,0.66552
2023-03-17,0.95134
2023-03-18,0.35049
2023-03-19,0.17942
2023-03-20,0.30042
2023-03-21,0.27539
2023-03-22,0.26495
2023-03-23,0.60502
2023-03-24,0.32963
2023-03-25,0.20862
2023-03-26,0.17107
2023-03-27,0.32754
2023-03-28,0.26495
2023-03-29,0.25244
2023-03-30,0.3797
2023-03-31,0.44229
2023-04-01,0.26287
2023-04-02,0.16273
2023-04-03,0.42351
2023-04-04,0.40265
2023-04-05,0.49236
2023-04-06,1.14954
2023-04-07,0.95969
2023-04-08,0.42351
2023-04-09,0.2128
2023-04-10,0.64466
2023-04-11,0.59459
2023-04-12,0.98681
2023-04-13,1.80672
2023-04-14,0.55703
2023-04-15,0.26704
2023-04-16,0.16481
2023-04-17,0.31085
2023-04-18,0.37344
2023-04-19,0.41099
2023-04-20,0.66969
2023-04-21,0.56329
2023-04-22,0.23783
2023-04-23,0.17524
2023-04-24,0.35884
2023-04-25,0.37761
2023-04-26,0.35884
2023-04-27,0.49236
2023-04-28,0.79487
2023-04-29,0.48819
2023-04-30,0.88458
2023-05-01,1.74205
2023-05-02,0.34841
2023-05-03,0.35675
2023-05-04,0.39639
2023-05-05,0.36718
2023-05-06,0.26495
2023-05-07,0.17524
2023-05-08,0.44437
2023-05-09,0.39848
2023-05-10,0.68847
2023-05-11,1.31436
2023-05-12,0.49445
2023-05-13,0.1669
2023-05-14,0.14812
2023-05-15,0.26495
2023-05-16,0.18359
2023-05-17,0.18776
2023-05-18,0.35884
2023-05-19,0.35466
2023-05-20,0.16898
2023-05-21,0.16273
2023-05-22,0.24826
2023-05-23,0.25244
2023-05-24,0.25661
2023-05-25,0.43394
2023-05-26,0.46524
2023-05-27,0.34841
2023-05-28,0.38804
