date,INSURANCE
2020-03-20,44.84641
2020-03-21,26.96245
2020-03-22,27.09897
2020-03-23,49.76109
2020-03-24,53.58361
2020-03-25,47.23549
2020-03-26,51.46757
2020-03-27,45.59726
2020-03-28,32.01365
2020-03-29,29.62457
2020-03-30,49.35153
2020-03-31,48.94197
2020-04-01,43.686
2020-04-02,47.98634
2020-04-03,40.75085
2020-04-04,26.00682
2020-04-05,27.91808
2020-04-06,46.48464
2020-04-07,49.48805
2020-04-08,46.68941
2020-04-09,59.52218
2020-04-10,49.96587
2020-04-11,25.11945
2020-04-12,30.51194
2020-04-13,53.78839
2020-04-14,54.33447
2020-04-15,36.24573
2020-04-16,44.64163
2020-04-17,42.66211
2020-04-18,25.93856
2020-04-19,24.23208
2020-04-20,44.70989
2020-04-21,43.13993
2020-04-22,46.14334
2020-04-23,40.20477
2020-04-24,33.72013
2020-04-25,22.66211
2020-04-26,23.89078
2020-04-27,39.6587
2020-04-28,37.74744
2020-04-29,39.38566
2020-04-30,25.59726
2020-05-01,25.66552
2020-05-02,20.06825
2020-05-03,20.75085
2020-05-04,32.49146
2020-05-05,27.09897
2020-05-06,37.4744
2020-05-07,37.54266
2020-05-08,33.44709
2020-05-09,23.13993
2020-05-10,25.93856
2020-05-11,40.13651
2020-05-12,39.93174
2020-05-13,36.7918
2020-05-14,37.61092
2020-05-15,33.92491
2020-05-16,22.25255
2020-05-17,21.36518
2020-05-18,36.24573
2020-05-19,37.33788
2020-05-20,40.40955
2020-05-21,35.56313
2020-05-22,33.51535
2020-05-23,24.98293
2020-05-24,24.3686
2020-05-25,39.93174
2020-05-26,40.68259
2020-05-27,39.59044
2020-05-28,37.95221
2020-05-29,31.19453
2020-05-30,25.32423
2020-05-31,23.61774
2020-06-01,37.33788
2020-06-02,38.83959
2020-06-03,39.59044
2020-06-04,34.9488
2020-06-05,30.64846
2020-06-06,23.89078
2020-06-07,23.82252
2020-06-08,36.92832
2020-06-09,38.08873
2020-06-10,35.2901
2020-06-11,35.35836
2020-06-12,32.90102
2020-06-13,23.27645
2020-06-14,25.39249
2020-06-15,32.15017
2020-06-16,36.92832
2020-06-17,30.17064
2020-06-18,27.50853
2020-06-19,30.37542
2020-06-20,18.9761
2020-06-21,22.11604
2020-06-22,34.26621
2020-06-23,33.78839
2020-06-24,32.62798
2020-06-25,28.87372
2020-06-26,22.52559
2020-06-27,15.15358
2020-06-28,14.88054
2020-06-29,26.2116
2020-06-30,29.07849
2020-07-01,28.32764
2020-07-02,26.68941
2020-07-03,22.1843
2020-07-04,13.92491
2020-07-05,15.97269
2020-07-06,31.39931
2020-07-07,31.80887
2020-07-08,26.34812
2020-07-09,31.87713
2020-07-10,27.64505
2020-07-11,17.40614
2020-07-12,20.47781
2020-07-13,30.85324
2020-07-14,31.19453
2020-07-15,31.05802
2020-07-16,30.10238
2020-07-17,27.16723
2020-07-18,15.83617
2020-07-19,17.67918
2020-07-20,27.71331
2020-07-21,27.57679
2020-07-22,29.41979
2020-07-23,29.82935
2020-07-24,25.25597
2020-07-25,16.31399
2020-07-26,17.26962
2020-07-27,32.4232
2020-07-28,28.87372
2020-07-29,29.07849
2020-07-30,26.14334
2020-07-31,22.79863
2020-08-01,14.81228
2020-08-02,15.90443
2020-08-03,26.89419
2020-08-04,30.51194
2020-08-05,32.83276
2020-08-06,30.10238
2020-08-07,26.82593
2020-08-08,16.92832
2020-08-09,21.09215
2020-08-10,32.83276
2020-08-11,34.06143
2020-08-12,33.44709
2020-08-13,35.2901
2020-08-14,28.66894
2020-08-15,19.93174
2020-08-16,16.51877
2020-08-17,24.09556
2020-08-18,30.37542
2020-08-19,29.62457
2020-08-20,34.81228
2020-08-21,31.87713
2020-08-22,20.13651
2020-08-23,19.45392
2020-08-24,31.94539
2020-08-25,36.72354
2020-08-26,35.90443
2020-08-27,34.53924
2020-08-28,37.4744
2020-08-29,19.6587
2020-08-30,18.77133
2020-08-31,31.46757
2020-09-01,36.31399
2020-09-02,33.24232
2020-09-03,36.65529
2020-09-04,31.26279
2020-09-05,16.51877
2020-09-06,19.93174
2020-09-07,34.88054
2020-09-08,35.69965
2020-09-09,38.29351
2020-09-10,38.43003
2020-09-11,35.22184
2020-09-12,21.70648
2020-09-13,23.41296
2020-09-14,32.83276
2020-09-15,38.83959
2020-09-16,33.72013
2020-09-17,35.2901
2020-09-18,32.35494
2020-09-19,15.56313
2020-09-20,18.70307
2020-09-21,30.78498
2020-09-22,34.40273
2020-09-23,33.24232
2020-09-24,30.64846
2020-09-25,24.50511
2020-09-26,17.4744
2020-09-27,17.20136
2020-09-28,28.53242
2020-09-29,25.32423
2020-09-30,14.40273
2020-10-01,11.60409
2020-10-02,11.19453
2020-10-03,16.31399
2020-10-04,20.27303
2020-10-05,27.23549
2020-10-06,30.03412
2020-10-07,27.57679
2020-10-08,26.00682
2020-10-09,19.38566
2020-10-10,19.24914
2020-10-11,18.83959
2020-10-12,30.9215
2020-10-13,31.53583
2020-10-14,31.05802
2020-10-15,30.10238
2020-10-16,25.8703
2020-10-17,16.24573
2020-10-18,19.6587
2020-10-19,32.83276
2020-10-20,35.63139
2020-10-21,32.96928
2020-10-22,29.07849
2020-10-23,26.62116
2020-10-24,14.40273
2020-10-25,18.02047
2020-10-26,26.75767
2020-10-27,27.37201
2020-10-28,36.45051
2020-10-29,35.90443
2020-10-30,32.55972
2020-10-31,53.17406
2020-11-01,43.95904
2020-11-02,39.52218
2020-11-03,42.52559
2020-11-04,37.67918
2020-11-05,34.81228
2020-11-06,28.12286
2020-11-07,25.25597
2020-11-08,26.75767
2020-11-09,45.39249
2020-11-10,46.5529
2020-11-11,36.7918
2020-11-12,39.45392
2020-11-13,43.41296
2020-11-14,26.41638
2020-11-15,38.77133
2020-11-16,36.72354
2020-11-17,40.47781
2020-11-18,32.15017
2020-11-19,37.54266
2020-11-20,35.63139
2020-11-21,24.98293
2020-11-22,43.82252
2020-11-23,35.97269
2020-11-24,35.97269
2020-11-25,31.26279
2020-11-26,34.33447
2020-11-27,32.28668
2020-11-28,19.72696
2020-11-29,18.36177
2020-11-30,29.01023
2020-12-01,33.44709
2020-12-02,32.28668
2020-12-03,32.01365
2020-12-04,30.78498
2020-12-05,36.17747
2020-12-06,31.67235
2020-12-07,38.63481
2020-12-08,37.20136
2020-12-09,35.22184
2020-12-10,40.34129
2020-12-11,36.86006
2020-12-12,39.6587
2020-12-13,38.22525
2020-12-14,50.98976
2020-12-15,42.1843
2020-12-16,45.52901
2020-12-17,45.93856
2020-12-18,44.77815
2020-12-19,43.00341
2020-12-20,72.01365
2020-12-21,54.74402
2020-12-22,45.80204
2020-12-23,48.25938
2020-12-24,45.05119
2020-12-25,44.84641
2020-12-26,78.63481
2020-12-27,41.43344
2020-12-28,45.05119
2020-12-29,48.32764
2020-12-30,44.23208
2020-12-31,40.40955
2021-01-01,16.38225
2021-01-02,33.44709
2021-01-03,26.89419
2021-01-04,41.29692
2021-01-05,46.96245
2021-01-06,47.78156
2021-01-07,61.02389
2021-01-08,50.51194
2021-01-09,43.89078
2021-01-10,41.56996
2021-01-11,47.98634
2021-01-12,49.01023
2021-01-13,49.21501
2021-01-14,48.32764
2021-01-15,42.32081
2021-01-16,32.55972
2021-01-17,31.80887
2021-01-18,53.03754
2021-01-19,54.33447
2021-01-20,46.96245
2021-01-21,45.80204
2021-01-22,42.86689
2021-01-23,32.83276
2021-01-24,29.76109
2021-01-25,43.54948
2021-01-26,54.6075
2021-01-27,46.14334
2021-01-28,44.0273
2021-01-29,45.59726
2021-01-30,30.98976
2021-01-31,29.89761
2021-02-01,43.54948
2021-02-02,44.30034
2021-02-03,41.1604
2021-02-04,45.46075
2021-02-05,37.88395
2021-02-06,27.84982
2021-02-07,22.04778
2021-02-08,38.77133
2021-02-09,36.72354
2021-02-10,30.78498
2021-02-11,17.54266
2021-02-12,14.26621
2021-02-13,16.7918
2021-02-14,21.09215
2021-02-15,39.6587
2021-02-16,40.75085
2021-02-17,40.88737
2021-02-18,36.99658
2021-02-19,35.63139
2021-02-20,22.59385
2021-02-21,19.93174
2021-02-22,38.02047
2021-02-23,39.04436
2021-02-24,35.22184
2021-02-25,33.85665
2021-02-26,30.17064
2021-02-27,17.1331
2021-02-28,15.63139
2021-03-01,20.40955
2021-03-02,33.65187
2021-03-03,34.40273
2021-03-04,33.92491
2021-03-05,26.62116
2021-03-06,21.1604
2021-03-07,22.25255
2021-03-08,35.56313
2021-03-09,40.40955
2021-03-10,36.38225
2021-03-11,35.2901
2021-03-12,29.21501
2021-03-13,20.61433
2021-03-14,22.59385
2021-03-15,34.67576
2021-03-16,36.45051
2021-03-17,33.31058
2021-03-18,34.6075
2021-03-19,28.32764
2021-03-20,20.27303
2021-03-21,21.09215
2021-03-22,31.12627
2021-03-23,32.96928
2021-03-24,33.1058
2021-03-25,33.1058
2021-03-26,26.14334
2021-03-27,20.61433
2021-03-28,20.47781
2021-03-29,31.26279
2021-03-30,32.49146
2021-03-31,27.91808
2021-04-01,29.55631
2021-04-02,23.686
2021-04-03,19.38566
2021-04-04,17.74744
2021-04-05,33.92491
2021-04-06,28.0546
2021-04-07,33.65187
2021-04-08,31.39931
2021-04-09,27.03071
2021-04-10,19.18088
2021-04-11,19.72696
2021-04-12,30.85324
2021-04-13,28.94197
2021-04-14,32.15017
2021-04-15,30.9215
2021-04-16,26.82593
2021-04-17,17.88395
2021-04-18,21.56996
2021-04-19,33.24232
2021-04-20,29.82935
2021-04-21,32.4232
2021-04-22,29.62457
2021-04-23,23.41296
2021-04-24,19.6587
2021-04-25,16.72354
2021-04-26,29.07849
2021-04-27,24.3686
2021-04-28,21.77474
2021-04-29,23.82252
2021-04-30,20.06825
2021-05-01,11.87713
2021-05-02,11.87713
2021-05-03,23.89078
2021-05-04,26.75767
2021-05-05,15.69965
2021-05-06,27.50853
2021-05-07,25.32423
2021-05-08,15.83617
2021-05-09,15.97269
2021-05-10,29.55631
2021-05-11,29.55631
2021-05-12,29.21501
2021-05-13,28.87372
2021-05-14,25.73378
2021-05-15,15.2901
2021-05-16,18.15699
2021-05-17,29.21501
2021-05-18,25.8703
2021-05-19,17.54266
2021-05-20,31.74061
2021-05-21,25.66552
2021-05-22,16.31399
2021-05-23,18.70307
2021-05-24,30.44368
2021-05-25,26.82593
2021-05-26,25.52901
2021-05-27,25.46075
2021-05-28,22.59385
2021-05-29,16.31399
2021-05-30,16.10921
2021-05-31,22.59385
2021-06-01,26.07508
2021-06-02,26.2116
2021-06-03,24.98293
2021-06-04,28.60068
2021-06-05,21.1604
2021-06-06,24.16382
2021-06-07,33.58361
2021-06-08,34.81228
2021-06-09,30.17064
2021-06-10,29.76109
2021-06-11,29.55631
2021-06-12,18.9761
2021-06-13,16.65529
2021-06-14,30.5802
2021-06-15,25.05119
2021-06-16,28.7372
2021-06-17,27.44027
2021-06-18,25.05119
2021-06-19,15.49488
2021-06-20,15.56313
2021-06-21,26.82593
2021-06-22,25.05119
2021-06-23,25.93856
2021-06-24,23.54948
2021-06-25,22.11604
2021-06-26,16.99658
2021-06-27,19.18088
2021-06-28,27.44027
2021-06-29,21.29692
2021-06-30,24.91467
2021-07-01,23.41296
2021-07-02,19.45392
2021-07-03,13.85665
2021-07-04,15.90443
2021-07-05,26.89419
2021-07-06,32.55972
2021-07-07,29.55631
2021-07-08,31.33105
2021-07-09,30.51194
2021-07-10,18.22525
2021-07-11,18.70307
2021-07-12,32.69624
2021-07-13,37.4744
2021-07-14,34.9488
2021-07-15,37.4744
2021-07-16,32.21843
2021-07-17,19.86348
2021-07-18,20.95563
2021-07-19,38.9761
2021-07-20,35.2901
2021-07-21,38.56655
2021-07-22,38.56655
2021-07-23,30.78498
2021-07-24,21.22866
2021-07-25,18.49829
2021-07-26,35.08532
2021-07-27,32.01365
2021-07-28,34.67576
2021-07-29,31.94539
2021-07-30,26.82593
2021-07-31,16.65529
2021-08-01,16.86006
2021-08-02,32.62798
2021-08-03,34.19795
2021-08-04,33.78839
2021-08-05,33.65187
2021-08-06,33.1058
2021-08-07,22.59385
2021-08-08,21.91126
2021-08-09,35.90443
2021-08-10,37.61092
2021-08-11,33.1058
2021-08-12,32.62798
2021-08-13,31.53583
2021-08-14,19.3174
