date,집에서하는부업
2020-07-11,27.74018
2020-07-12,41.00135
2020-07-13,53.4506
2020-07-14,46.00811
2020-07-15,43.43707
2020-07-16,45.33152
2020-07-17,33.82949
2020-07-18,25.03382
2020-07-19,30.44654
2020-07-20,42.76048
2020-07-21,46.27875
2020-07-22,47.09066
2020-07-23,43.70771
2020-07-24,30.31123
2020-07-25,27.19891
2020-07-26,29.22868
2020-07-27,50.06765
2020-07-28,48.30852
2020-07-29,42.62516
2020-07-30,37.6184
2020-07-31,30.58186
2020-08-01,23.13937
2020-08-02,30.17591
2020-08-03,33.01759
2020-08-04,32.61163
2020-08-05,36.67117
2020-08-06,29.63464
2020-08-07,29.76995
2020-08-08,30.31123
2020-08-09,24.0866
2020-08-10,38.43031
2020-08-11,37.88903
2020-08-12,35.85926
2020-08-13,31.79972
2020-08-14,26.11637
2020-08-15,22.86874
2020-08-16,22.73342
2020-08-17,32.341
2020-08-18,33.1529
2020-08-19,45.19621
2020-08-20,37.07713
2020-08-21,32.07036
2020-08-22,30.04059
2020-08-23,35.04736
2020-08-24,47.76725
2020-08-25,50.33829
2020-08-26,45.60216
2020-08-27,48.30852
2020-08-28,43.70771
2020-08-29,37.21244
2020-08-30,35.18267
2020-08-31,53.4506
2020-09-01,54.12719
2020-09-02,49.12043
2020-09-03,42.62516
2020-09-04,47.09066
2020-09-05,35.45331
2020-09-06,39.64817
2020-09-07,56.4276
2020-09-08,56.29228
2020-09-09,48.30852
2020-09-10,46.00811
2020-09-11,43.30175
2020-09-12,31.39377
2020-09-13,29.63464
2020-09-14,44.3843
2020-09-15,46.54939
2020-09-16,48.30852
2020-09-17,46.6847
2020-09-18,38.70094
2020-09-19,29.09336
2020-09-20,29.09336
2020-09-21,49.79702
2020-09-22,40.86603
2020-09-23,49.6617
2020-09-24,46.27875
2020-09-25,40.18944
2020-09-26,26.92828
2020-09-27,29.76995
2020-09-28,36.67117
2020-09-29,24.22192
2020-09-30,21.92151
2020-10-01,19.21515
2020-10-02,21.92151
2020-10-03,20.70365
2020-10-04,33.1529
2020-10-05,40.18944
2020-10-06,41.13667
2020-10-07,37.34776
2020-10-08,35.99458
2020-10-09,23.41001
2020-10-10,25.03382
2020-10-11,27.19891
2020-10-12,43.30175
2020-10-13,44.24898
2020-10-14,42.08389
2020-10-15,48.57916
2020-10-16,39.9188
2020-10-17,29.90527
2020-10-18,33.01759
2020-10-19,54.12719
2020-10-20,47.90257
2020-10-21,43.30175
2020-10-22,42.08389
2020-10-23,36.1299
2020-10-24,24.0866
2020-10-25,28.14614
2020-10-26,49.6617
2020-10-27,49.25575
2020-10-28,43.30175
2020-10-29,40.46008
2020-10-30,36.80649
2020-10-31,30.44654
2020-11-01,29.09336
2020-11-02,43.84303
2020-11-03,48.1732
2020-11-04,42.21921
2020-11-05,40.73071
2020-11-06,30.44654
2020-11-07,22.73342
2020-11-08,28.95805
2020-11-09,44.24898
2020-11-10,41.00135
2020-11-11,39.9188
2020-11-12,33.82949
2020-11-13,35.04736
2020-11-14,21.92151
2020-11-15,30.98782
2020-11-16,41.94857
2020-11-17,39.51285
2020-11-18,39.24221
2020-11-19,39.78349
2020-11-20,33.55886
2020-11-21,25.30446
2020-11-22,34.77672
2020-11-23,44.79025
2020-11-24,47.63193
2020-11-25,49.39106
2020-11-26,47.63193
2020-11-27,43.84303
2020-11-28,31.12313
2020-11-29,38.56562
2020-11-30,51.69147
2020-12-01,50.33829
2020-12-02,47.36129
2020-12-03,47.22598
2020-12-04,51.82679
2020-12-05,35.18267
2020-12-06,46.6847
2020-12-07,61.56968
2020-12-08,53.58592
2020-12-09,52.09742
2020-12-10,55.34506
2020-12-11,51.01488
2020-12-12,37.6184
2020-12-13,41.27198
2020-12-14,67.11772
2020-12-15,65.76454
2020-12-16,68.20027
2020-12-17,55.61569
2020-12-18,48.98511
2020-12-19,48.84979
2020-12-20,43.97834
2020-12-21,60.2165
2020-12-22,59.94587
2020-12-23,60.75778
2020-12-24,42.62516
2020-12-25,41.00135
2020-12-26,42.8958
2020-12-27,56.69824
2020-12-28,98.24086
2020-12-29,80.10825
2020-12-30,61.02841
2020-12-31,54.12719
2021-01-01,52.23274
2021-01-02,56.02165
2021-01-03,66.1705
2021-01-04,87.95669
2021-01-05,74.15426
2021-01-06,69.55345
2021-01-07,58.45737
2021-01-08,60.75778
2021-01-09,51.28552
2021-01-10,56.83355
2021-01-11,67.65899
2021-01-12,63.32882
2021-01-13,64.682
2021-01-14,63.87009
2021-01-15,52.09742
2021-01-16,48.71447
2021-01-17,57.78078
2021-01-18,66.57645
2021-01-19,72.12449
2021-01-20,71.58322
2021-01-21,67.79431
2021-01-22,55.88633
2021-01-23,42.48985
2021-01-24,47.90257
2021-01-25,57.10419
2021-01-26,56.56292
2021-01-27,57.51014
2021-01-28,55.20974
2021-01-29,52.6387
2021-01-30,35.85926
2021-01-31,45.33152
2021-02-01,51.69147
2021-02-02,48.84979
2021-02-03,48.57916
2021-02-04,40.46008
2021-02-05,40.05412
2021-02-06,33.1529
2021-02-07,39.9188
2021-02-08,39.9188
2021-02-09,35.99458
2021-02-10,30.8525
2021-02-11,22.32746
2021-02-12,22.19215
2021-02-13,30.04059
2021-02-14,45.19621
2021-02-15,48.1732
2021-02-16,45.8728
2021-02-17,44.3843
2021-02-18,49.12043
2021-02-19,42.76048
2021-02-20,32.20568
2021-02-21,40.18944
2021-02-22,43.43707
2021-02-23,46.00811
2021-02-24,51.01488
2021-02-25,50.33829
2021-02-26,33.96481
2021-02-27,30.98782
2021-02-28,32.74695
2021-03-01,34.10013
2021-03-02,41.4073
2021-03-03,52.36806
2021-03-04,42.62516
2021-03-05,36.67117
2021-03-06,32.07036
2021-03-07,31.93504
2021-03-08,46.14343
2021-03-09,49.93234
2021-03-10,48.57916
2021-03-11,41.67794
2021-03-12,36.26522
2021-03-13,27.06359
2021-03-14,30.31123
2021-03-15,47.22598
2021-03-16,52.09742
2021-03-17,44.65493
2021-03-18,38.83626
2021-03-19,32.47631
2021-03-20,26.387
2021-03-21,34.50608
2021-03-22,38.02435
2021-03-23,40.46008
2021-03-24,48.1732
2021-03-25,38.70094
2021-03-26,30.31123
2021-03-27,29.90527
2021-03-28,29.63464
2021-03-29,44.65493
2021-03-30,42.62516
2021-03-31,42.21921
2021-04-01,36.53585
2021-04-02,26.92828
2021-04-03,29.63464
2021-04-04,24.76319
2021-04-05,36.53585
2021-04-06,36.53585
2021-04-07,34.91204
2021-04-08,36.67117
2021-04-09,33.96481
2021-04-10,25.16914
2021-04-11,30.44654
2021-04-12,44.79025
2021-04-13,37.88903
2021-04-14,42.62516
2021-04-15,40.46008
2021-04-16,33.82949
2021-04-17,27.33423
2021-04-18,30.58186
2021-04-19,40.18944
2021-04-20,45.06089
2021-04-21,41.27198
2021-04-22,35.72395
2021-04-23,35.18267
2021-04-24,29.49932
2021-04-25,28.95805
2021-04-26,41.00135
2021-04-27,44.11366
2021-04-28,34.23545
2021-04-29,41.27198
2021-04-30,33.82949
2021-05-01,24.0866
2021-05-02,25.16914
2021-05-03,36.40054
2021-05-04,35.04736
2021-05-05,26.79296
2021-05-06,33.69418
2021-05-07,27.19891
2021-05-08,22.05683
2021-05-09,24.89851
2021-05-10,41.94857
2021-05-11,41.54262
2021-05-12,35.58863
2021-05-13,38.15967
2021-05-14,32.61163
2021-05-15,32.07036
2021-05-16,38.43031
2021-05-17,48.84979
2021-05-18,34.23545
2021-05-19,37.6184
2021-05-20,39.51285
2021-05-21,35.85926
2021-05-22,34.37077
2021-05-23,31.79972
2021-05-24,41.54262
2021-05-25,43.03112
2021-05-26,42.8958
2021-05-27,44.3843
2021-05-28,34.10013
2021-05-29,30.04059
2021-05-30,27.33423
2021-05-31,42.76048
2021-06-01,70.77131
2021-06-02,49.12043
2021-06-03,55.48037
2021-06-04,32.341
2021-06-05,21.65087
2021-06-06,34.37077
2021-06-07,42.21921
2021-06-08,40.46008
2021-06-09,32.88227
2021-06-10,32.74695
2021-06-11,29.364
2021-06-12,20.43301
2021-06-13,24.89851
2021-06-14,38.83626
2021-06-15,40.46008
2021-06-16,46.14343
2021-06-17,36.53585
2021-06-18,29.22868
2021-06-19,21.92151
2021-06-20,26.65764
2021-06-21,36.67117
2021-06-22,39.1069
2021-06-23,41.81326
2021-06-24,36.1299
2021-06-25,31.25845
2021-06-26,20.29769
2021-06-27,22.5981
2021-06-28,37.21244
2021-06-29,34.91204
2021-06-30,35.99458
2021-07-01,30.58186
2021-07-02,31.39377
2021-07-03,20.97428
2021-07-04,28.82273
2021-07-05,37.88903
2021-07-06,40.18944
2021-07-07,41.00135
2021-07-08,37.34776
2021-07-09,31.12313
2021-07-10,23.41001
2021-07-11,28.01082
2021-07-12,33.82949
2021-07-13,38.56562
2021-07-14,38.56562
2021-07-15,33.69418
2021-07-16,30.58186
2021-07-17,26.387
2021-07-18,23.27469
2021-07-19,38.02435
2021-07-20,33.55886
2021-07-21,35.72395
2021-07-22,39.51285
2021-07-23,27.74018
2021-07-24,21.51556
2021-07-25,18.8092
2021-07-26,41.00135
2021-07-27,30.44654
2021-07-28,30.04059
2021-07-29,29.76995
2021-07-30,30.71718
2021-07-31,24.62787
2021-08-01,30.58186
2021-08-02,32.20568
2021-08-03,33.82949
2021-08-04,26.25169
2021-08-05,34.77672
2021-08-06,28.41677
2021-08-07,26.52232
2021-08-08,23.27469
2021-08-09,36.40054
2021-08-10,38.29499
2021-08-11,41.54262
2021-08-12,42.8958
2021-08-13,34.10013
2021-08-14,25.16914
2021-08-15,31.79972
2021-08-16,41.00135
2021-08-17,43.03112
2021-08-18,42.76048
2021-08-19,40.18944
2021-08-20,34.77672
2021-08-21,29.76995
2021-08-22,34.37077
2021-08-23,41.67794
2021-08-24,41.13667
2021-08-25,38.29499
2021-08-26,38.97158
2021-08-27,35.58863
2021-08-28,24.76319
2021-08-29,26.11637
2021-08-30,36.80649
2021-08-31,30.44654
2021-09-01,33.42354
2021-09-02,29.09336
2021-09-03,26.65764
2021-09-04,25.30446
2021-09-05,25.30446
2021-09-06,29.22868
2021-09-07,33.01759
2021-09-08,28.41677
2021-09-09,30.17591
2021-09-10,29.76995
2021-09-11,21.92151
2021-09-12,20.83897
2021-09-13,23.54533
2021-09-14,28.01082
2021-09-15,29.76995
2021-09-16,23.13937
2021-09-17,19.89174
2021-09-18,12.99052
2021-09-19,10.28416
2021-09-20,10.41948
2021-09-21,8.11907
2021-09-22,20.29769
2021-09-23,26.25169
2021-09-24,24.49255
2021-09-25,20.16238
2021-09-26,24.89851
2021-09-27,37.6184
2021-09-28,36.40054
2021-09-29,38.97158
2021-09-30,30.44654
2021-10-01,26.65764
2021-10-02,18.40324
2021-10-03,20.02706
2021-10-04,25.98105
2021-10-05,34.23545
2021-10-06,32.341
2021-10-07,32.61163
2021-10-08,25.03382
2021-10-09,18.94451
2021-10-10,21.1096
2021-10-11,26.25169
2021-10-12,30.8525
2021-10-13,30.71718
2021-10-14,32.74695
2021-10-15,24.89851
2021-10-16,20.16238
2021-10-17,23.27469
2021-10-18,24.0866
2021-10-19,29.76995
2021-10-20,29.09336
2021-10-21,29.22868
2021-10-22,27.60487
2021-10-23,16.37347
2021-10-24,22.05683
2021-10-25,25.43978
2021-10-26,32.341
2021-10-27,34.23545
2021-10-28,34.10013
2021-10-29,28.28146
2021-10-30,17.45602
2021-10-31,21.1096
2021-11-01,29.49932
2021-11-02,37.75372
2021-11-03,31.79972
2021-11-04,33.28822
2021-11-05,28.55209
2021-11-06,19.21515
2021-11-07,19.6211
2021-11-08,33.96481
2021-11-09,26.387
2021-11-10,29.49932
2021-11-11,31.66441
2021-11-12,25.71041
2021-11-13,18.40324
2021-11-14,21.92151
2021-11-15,32.88227
2021-11-16,38.56562
2021-11-17,34.6414
2021-11-18,30.31123
2021-11-19,33.01759
2021-11-20,21.38024
2021-11-21,22.86874
2021-11-22,41.27198
2021-11-23,40.18944
2021-11-24,37.07713
2021-11-25,33.01759
2021-11-26,35.45331
2021-11-27,27.60487
2021-11-28,22.86874
2021-11-29,41.00135
2021-11-30,36.67117
2021-12-01,35.18267
2021-12-02,36.80649
2021-12-03,36.1299
2021-12-04,21.78619
2021-12-05,35.58863
2021-12-06,48.84979
2021-12-07,45.06089
2021-12-08,42.08389
2021-12-09,47.22598
2021-12-10,31.39377
2021-12-11,30.44654
2021-12-12,30.98782
2021-12-13,47.09066
2021-12-14,37.88903
2021-12-15,41.27198
2021-12-16,42.21921
2021-12-17,32.47631
2021-12-18,22.73342
2021-12-19,28.68741
2021-12-20,40.86603
2021-12-21,40.46008
2021-12-22,37.48308
2021-12-23,30.71718
2021-12-24,22.73342
2021-12-25,23.13937
2021-12-26,30.71718
2021-12-27,39.9188
2021-12-28,34.91204
2021-12-29,37.34776
2021-12-30,36.40054
2021-12-31,25.5751
2022-01-01,20.56833
2022-01-02,35.04736
2022-01-03,44.3843
2022-01-04,41.81326
2022-01-05,46.14343
2022-01-06,35.72395
2022-01-07,38.29499
2022-01-08,29.49932
2022-01-09,38.97158
2022-01-10,40.32476
2022-01-11,40.73071
2022-01-12,34.10013
2022-01-13,36.26522
2022-01-14,34.77672
2022-01-15,30.17591
2022-01-16,34.10013
2022-01-17,45.73748
2022-01-18,41.27198
2022-01-19,37.07713
2022-01-20,39.24221
2022-01-21,30.8525
2022-01-22,29.90527
2022-01-23,26.11637
2022-01-24,38.70094
2022-01-25,42.48985
2022-01-26,34.50608
2022-01-27,28.68741
2022-01-28,22.73342
2022-01-29,24.0866
2022-01-30,22.19215
2022-01-31,16.77943
2022-02-01,19.21515
2022-02-02,32.20568
2022-02-03,39.64817
2022-02-04,33.01759
2022-02-05,33.28822
2022-02-06,35.85926
2022-02-07,47.49661
2022-02-08,47.63193
2022-02-09,45.33152
2022-02-10,41.81326
2022-02-11,31.66441
2022-02-12,28.14614
2022-02-13,31.25845
2022-02-14,42.35453
2022-02-15,42.76048
2022-02-16,38.70094
2022-02-17,37.07713
2022-02-18,32.20568
2022-02-19,28.41677
2022-02-20,30.17591
2022-02-21,39.51285
2022-02-22,49.39106
2022-02-23,38.83626
2022-02-24,38.70094
2022-02-25,31.25845
2022-02-26,24.22192
2022-02-27,29.90527
2022-02-28,36.26522
2022-03-01,33.96481
2022-03-02,34.23545
2022-03-03,35.18267
2022-03-04,31.25845
2022-03-05,24.62787
2022-03-06,25.16914
2022-03-07,31.12313
2022-03-08,28.14614
2022-03-09,24.49255
2022-03-10,29.76995
2022-03-11,33.42354
2022-03-12,21.51556
2022-03-13,26.65764
2022-03-14,36.67117
2022-03-15,42.48985
2022-03-16,35.58863
2022-03-17,30.71718
2022-03-18,29.76995
2022-03-19,26.92828
2022-03-20,26.79296
2022-03-21,44.3843
2022-03-22,37.88903
2022-03-23,37.21244
2022-03-24,39.9188
2022-03-25,29.90527
2022-03-26,25.30446
2022-03-27,30.31123
2022-03-28,37.6184
2022-03-29,31.12313
2022-03-30,31.25845
2022-03-31,28.55209
2022-04-01,28.41677
2022-04-02,20.97428
2022-04-03,18.26792
2022-04-04,30.04059
2022-04-05,30.31123
2022-04-06,30.58186
2022-04-07,36.40054
2022-04-08,25.71041
2022-04-09,17.59133
2022-04-10,21.38024
2022-04-11,29.49932
2022-04-12,29.22868
2022-04-13,31.93504
2022-04-14,24.62787
2022-04-15,22.46278
2022-04-16,19.21515
2022-04-17,21.51556
2022-04-18,36.94181
2022-04-19,28.14614
2022-04-20,27.33423
2022-04-21,32.74695
2022-04-22,30.71718
2022-04-23,22.46278
2022-04-24,21.38024
2022-04-25,23.81596
2022-04-26,35.45331
2022-04-27,31.79972
2022-04-28,30.71718
2022-04-29,28.28146
2022-04-30,16.77943
2022-05-01,19.75642
2022-05-02,29.364
2022-05-03,29.22868
2022-05-04,25.84573
2022-05-05,22.46278
2022-05-06,22.32746
2022-05-07,18.26792
2022-05-08,23.95128
2022-05-09,33.1529
2022-05-10,35.72395
2022-05-11,32.88227
2022-05-12,28.01082
2022-05-13,24.35723
2022-05-14,17.3207
2022-05-15,21.1096
2022-05-16,33.69418
2022-05-17,30.17591
2022-05-18,33.28822
2022-05-19,33.01759
2022-05-20,26.52232
2022-05-21,18.40324
2022-05-22,16.23815
2022-05-23,30.17591
2022-05-24,40.73071
2022-05-25,35.99458
2022-05-26,31.25845
2022-05-27,32.47631
2022-05-28,19.35047
2022-05-29,22.86874
2022-05-30,35.85926
2022-05-31,34.50608
2022-06-01,27.06359
2022-06-02,43.03112
2022-06-03,29.22868
2022-06-04,16.10284
2022-06-05,21.78619
2022-06-06,34.6414
2022-06-07,37.34776
2022-06-08,35.04736
2022-06-09,33.28822
2022-06-10,26.52232
2022-06-11,20.02706
2022-06-12,25.84573
2022-06-13,38.97158
2022-06-14,35.99458
2022-06-15,38.97158
2022-06-16,39.51285
2022-06-17,33.96481
2022-06-18,23.41001
2022-06-19,26.11637
2022-06-20,39.9188
2022-06-21,41.54262
2022-06-22,34.10013
2022-06-23,35.31799
2022-06-24,30.71718
2022-06-25,22.19215
2022-06-26,24.62787
2022-06-27,36.53585
2022-06-28,39.51285
2022-06-29,26.25169
2022-06-30,35.72395
2022-07-01,24.76319
2022-07-02,22.86874
2022-07-03,24.22192
2022-07-04,32.47631
2022-07-05,35.99458
2022-07-06,32.61163
2022-07-07,30.58186
2022-07-08,24.89851
2022-07-09,21.1096
2022-07-10,21.38024
2022-07-11,30.71718
2022-07-12,29.49932
2022-07-13,31.79972
2022-07-14,34.50608
2022-07-15,26.65764
2022-07-16,14.74966
2022-07-17,24.76319
2022-07-18,40.05412
2022-07-19,35.18267
2022-07-20,36.67117
2022-07-21,33.1529
2022-07-22,27.19891
2022-07-23,19.07983
2022-07-24,20.02706
2022-07-25,33.1529
2022-07-26,29.364
2022-07-27,32.88227
2022-07-28,29.76995
2022-07-29,26.65764
2022-07-30,16.23815
2022-07-31,21.38024
2022-08-01,28.95805
2022-08-02,31.52909
2022-08-03,28.55209
2022-08-04,25.84573
2022-08-05,23.00405
2022-08-06,19.48579
2022-08-07,25.03382
2022-08-08,35.45331
2022-08-09,29.364
2022-08-10,34.10013
2022-08-11,31.66441
2022-08-12,22.32746
2022-08-13,19.89174
2022-08-14,22.05683
2022-08-15,22.73342
2022-08-16,31.52909
2022-08-17,33.1529
2022-08-18,28.28146
2022-08-19,27.46955
2022-08-20,20.83897
2022-08-21,24.62787
2022-08-22,36.26522
2022-08-23,35.04736
2022-08-24,29.76995
2022-08-25,32.341
2022-08-26,24.89851
2022-08-27,14.07307
2022-08-28,16.77943
2022-08-29,31.12313
2022-08-30,33.1529
2022-08-31,30.44654
2022-09-01,27.60487
2022-09-02,17.99729
2022-09-03,15.02029
2022-09-04,20.70365
2022-09-05,27.19891
2022-09-06,28.41677
2022-09-07,19.07983
2022-09-08,17.05006
2022-09-09,8.66035
2022-09-10,9.74289
2022-09-11,15.02029
2022-09-12,19.89174
2022-09-13,33.96481
2022-09-14,32.47631
2022-09-15,30.17591
2022-09-16,24.89851
2022-09-17,20.29769
2022-09-18,23.41001
2022-09-19,36.80649
2022-09-20,35.99458
2022-09-21,33.01759
2022-09-22,28.41677
2022-09-23,31.79972
2022-09-24,19.07983
2022-09-25,25.84573
2022-09-26,39.24221
2022-09-27,38.97158
2022-09-28,34.77672
2022-09-29,33.82949
2022-09-30,33.01759
2022-10-01,19.35047
2022-10-02,19.35047
2022-10-03,30.17591
2022-10-04,43.43707
2022-10-05,35.18267
2022-10-06,28.41677
2022-10-07,32.88227
2022-10-08,20.29769
2022-10-09,23.68064
2022-10-10,31.39377
2022-10-11,38.56562
2022-10-12,36.80649
2022-10-13,30.8525
2022-10-14,23.95128
2022-10-15,24.22192
2022-10-16,21.1096
2022-10-17,41.4073
2022-10-18,35.72395
2022-10-19,32.20568
2022-10-20,33.42354
2022-10-21,30.58186
2022-10-22,19.21515
2022-10-23,25.43978
2022-10-24,36.94181
2022-10-25,38.83626
2022-10-26,38.70094
2022-10-27,38.15967
2022-10-28,25.98105
2022-10-29,20.56833
2022-10-30,17.05006
2022-10-31,33.1529
2022-11-01,37.75372
2022-11-02,36.53585
2022-11-03,32.61163
2022-11-04,27.06359
2022-11-05,19.35047
2022-11-06,23.68064
2022-11-07,36.40054
2022-11-08,35.58863
2022-11-09,35.31799
2022-11-10,38.29499
2022-11-11,33.55886
2022-11-12,24.22192
2022-11-13,23.81596
2022-11-14,41.54262
2022-11-15,35.04736
2022-11-16,42.21921
2022-11-17,35.18267
2022-11-18,29.63464
2022-11-19,18.67388
2022-11-20,25.03382
2022-11-21,42.62516
2022-11-22,47.90257
2022-11-23,40.46008
2022-11-24,34.23545
2022-11-25,31.93504
2022-11-26,19.89174
2022-11-27,26.65764
2022-11-28,33.42354
2022-11-29,36.67117
2022-11-30,38.70094
2022-12-01,32.88227
2022-12-02,29.22868
2022-12-03,19.35047
2022-12-04,26.65764
2022-12-05,35.31799
2022-12-06,36.80649
2022-12-07,39.78349
2022-12-08,41.94857
2022-12-09,31.25845
2022-12-10,23.95128
2022-12-11,29.49932
2022-12-12,41.4073
2022-12-13,39.24221
2022-12-14,35.45331
2022-12-15,35.04736
2022-12-16,42.48985
2022-12-17,26.79296
2022-12-18,31.66441
2022-12-19,39.37753
2022-12-20,48.1732
2022-12-21,44.3843
2022-12-22,41.81326
2022-12-23,36.67117
2022-12-24,21.51556
2022-12-25,26.25169
2022-12-26,46.82002
2022-12-27,48.1732
2022-12-28,52.23274
2022-12-29,66.03518
2022-12-30,48.1732
2022-12-31,31.93504
2023-01-01,41.81326
2023-01-02,57.9161
2023-01-03,63.73477
2023-01-04,60.35182
2023-01-05,50.06765
2023-01-06,48.71447
2023-01-07,36.26522
2023-01-08,40.73071
2023-01-09,54.66847
2023-01-10,50.74424
2023-01-11,48.30852
2023-01-12,50.47361
2023-01-13,42.8958
2023-01-14,30.31123
2023-01-15,35.18267
2023-01-16,46.27875
2023-01-17,41.67794
2023-01-18,42.08389
2023-01-19,36.80649
2023-01-20,21.65087
2023-01-21,14.88497
2023-01-22,19.89174
2023-01-23,25.16914
2023-01-24,33.28822
2023-01-25,43.84303
2023-01-26,46.6847
2023-01-27,41.54262
2023-01-28,36.1299
2023-01-29,38.02435
2023-01-30,58.18673
2023-01-31,51.82679
2023-02-01,45.46684
2023-02-02,46.95534
2023-02-03,40.46008
2023-02-04,31.12313
2023-02-05,31.79972
2023-02-06,45.06089
2023-02-07,50.74424
2023-02-08,48.57916
2023-02-09,40.86603
2023-02-10,37.75372
2023-02-11,28.95805
2023-02-12,35.04736
2023-02-13,46.14343
2023-02-14,49.6617
2023-02-15,49.39106
2023-02-16,43.03112
2023-02-17,34.10013
2023-02-18,26.65764
2023-02-19,27.8755
2023-02-20,43.03112
2023-02-21,37.34776
2023-02-22,38.02435
2023-02-23,35.18267
2023-02-24,31.79972
2023-02-25,21.65087
2023-02-26,28.28146
2023-02-27,37.07713
2023-02-28,34.6414
2023-03-01,35.85926
2023-03-02,42.35453
2023-03-03,37.6184
2023-03-04,24.35723
2023-03-05,28.28146
2023-03-06,36.26522
2023-03-07,37.07713
2023-03-08,42.08389
2023-03-09,33.28822
2023-03-10,24.89851
2023-03-11,16.50879
2023-03-12,26.25169
2023-03-13,35.99458
2023-03-14,36.80649
2023-03-15,40.73071
2023-03-16,34.91204
2023-03-17,27.60487
2023-03-18,20.29769
2023-03-19,28.95805
2023-03-20,39.9188
2023-03-21,38.43031
2023-03-22,33.96481
2023-03-23,34.10013
2023-03-24,31.79972
2023-03-25,22.19215
2023-03-26,31.52909
2023-03-27,51.82679
2023-03-28,40.18944
2023-03-29,35.85926
2023-03-30,33.42354
2023-03-31,29.49932
2023-04-01,16.37347
2023-04-02,23.54533
2023-04-03,32.88227
2023-04-04,33.01759
2023-04-05,32.47631
2023-04-06,36.40054
2023-04-07,25.5751
2023-04-08,20.56833
2023-04-09,25.98105
2023-04-10,40.46008
2023-04-11,34.6414
2023-04-12,33.69418
2023-04-13,34.10013
2023-04-14,25.16914
2023-04-15,20.02706
2023-04-16,25.98105
2023-04-17,37.21244
2023-04-18,39.1069
2023-04-19,30.98782
2023-04-20,34.37077
2023-04-21,31.25845
2023-04-22,18.40324
2023-04-23,24.49255
2023-04-24,37.88903
2023-04-25,43.03112
2023-04-26,37.48308
2023-04-27,28.82273
2023-04-28,25.43978
2023-04-29,19.6211
2023-04-30,20.29769
2023-05-01,24.76319
2023-05-02,30.31123
2023-05-03,28.68741
2023-05-04,23.13937
2023-05-05,22.86874
2023-05-06,17.18538
2023-05-07,28.55209
2023-05-08,33.1529
2023-05-09,33.55886
2023-05-10,33.28822
2023-05-11,33.69418
2023-05-12,28.14614
2023-05-13,19.48579
2023-05-14,20.70365
2023-05-15,39.24221
2023-05-16,35.45331
2023-05-17,32.61163
2023-05-18,29.22868
2023-05-19,21.1096
2023-05-20,17.18538
2023-05-21,18.8092
2023-05-22,32.47631
2023-05-23,36.40054
2023-05-24,30.8525
2023-05-25,29.76995
2023-05-26,23.68064
2023-05-27,19.48579
2023-05-28,20.97428
2023-05-29,27.46955
