date,골프어플
2020-03-20,6.81818
2020-03-21,12.87878
2020-03-22,7.57575
2020-03-23,7.57575
2020-03-24,13.63636
2020-03-25,12.12121
2020-03-26,9.84848
2020-03-27,13.63636
2020-03-28,7.57575
2020-03-29,10.60606
2020-03-30,13.63636
2020-03-31,9.84848
2020-04-01,7.57575
2020-04-02,10.60606
2020-04-03,11.36363
2020-04-04,7.57575
2020-04-05,11.36363
2020-04-06,11.36363
2020-04-07,24.24242
2020-04-08,11.36363
2020-04-09,14.39393
2020-04-10,20.45454
2020-04-11,15.15151
2020-04-12,12.87878
2020-04-13,18.93939
2020-04-14,14.39393
2020-04-15,22.72727
2020-04-16,18.18181
2020-04-17,15.15151
2020-04-18,9.84848
2020-04-19,20.45454
2020-04-20,6.81818
2020-04-21,9.84848
2020-04-22,16.66666
2020-04-23,27.27272
2020-04-24,15.15151
2020-04-25,11.36363
2020-04-26,13.63636
2020-04-27,12.87878
2020-04-28,17.42424
2020-04-29,24.24242
2020-04-30,18.93939
2020-05-01,16.66666
2020-05-02,12.87878
2020-05-03,15.90909
2020-05-04,18.18181
2020-05-05,25.75757
2020-05-06,21.21212
2020-05-07,10.60606
2020-05-08,8.33333
2020-05-09,19.69696
2020-05-10,12.12121
2020-05-11,15.15151
2020-05-12,18.93939
2020-05-13,17.42424
2020-05-14,21.21212
2020-05-15,18.18181
2020-05-16,11.36363
2020-05-17,12.12121
2020-05-18,21.96969
2020-05-19,23.48484
2020-05-20,18.18181
2020-05-21,21.96969
2020-05-22,21.96969
2020-05-23,15.90909
2020-05-24,22.72727
2020-05-25,31.0606
2020-05-26,22.72727
2020-05-27,27.27272
2020-05-28,15.15151
2020-05-29,17.42424
2020-05-30,18.93939
2020-05-31,21.96969
2020-06-01,22.72727
2020-06-02,19.69696
2020-06-03,18.93939
2020-06-04,43.18181
2020-06-05,22.72727
2020-06-06,18.18181
2020-06-07,30.30303
2020-06-08,21.96969
2020-06-09,31.81818
2020-06-10,14.39393
2020-06-11,42.42424
2020-06-12,43.18181
2020-06-13,27.27272
2020-06-14,12.87878
2020-06-15,23.48484
2020-06-16,18.18181
2020-06-17,23.48484
2020-06-18,32.57575
2020-06-19,17.42424
2020-06-20,22.72727
2020-06-21,23.48484
2020-06-22,25.75757
2020-06-23,26.51515
2020-06-24,21.21212
2020-06-25,17.42424
2020-06-26,21.21212
2020-06-27,21.21212
2020-06-28,17.42424
2020-06-29,13.63636
2020-06-30,21.96969
2020-07-01,19.69696
2020-07-02,22.72727
2020-07-03,31.0606
2020-07-04,28.0303
2020-07-05,20.45454
2020-07-06,36.36363
2020-07-07,31.0606
2020-07-08,22.72727
2020-07-09,33.33333
2020-07-10,24.24242
2020-07-11,21.21212
2020-07-12,22.72727
2020-07-13,21.96969
2020-07-14,15.15151
2020-07-15,14.39393
2020-07-16,18.93939
2020-07-17,10.60606
2020-07-18,13.63636
2020-07-19,8.33333
2020-07-20,27.27272
2020-07-21,20.45454
2020-07-22,21.96969
2020-07-23,15.90909
2020-07-24,12.87878
2020-07-25,9.84848
2020-07-26,20.45454
2020-07-27,21.96969
2020-07-28,10.60606
2020-07-29,12.12121
2020-07-30,13.63636
2020-07-31,14.39393
2020-08-01,11.36363
2020-08-02,9.84848
2020-08-03,15.90909
2020-08-04,16.66666
2020-08-05,18.18181
2020-08-06,25.0
2020-08-07,19.69696
2020-08-08,8.33333
2020-08-09,16.66666
2020-08-10,24.24242
2020-08-11,18.18181
2020-08-12,21.96969
2020-08-13,24.24242
2020-08-14,16.66666
2020-08-15,14.39393
2020-08-16,24.24242
2020-08-17,22.72727
2020-08-18,19.69696
2020-08-19,23.48484
2020-08-20,16.66666
2020-08-21,10.60606
2020-08-22,18.93939
2020-08-23,10.60606
2020-08-24,29.54545
2020-08-25,15.15151
2020-08-26,16.66666
2020-08-27,17.42424
2020-08-28,27.27272
2020-08-29,11.36363
2020-08-30,14.39393
2020-08-31,18.18181
2020-09-01,15.90909
2020-09-02,18.93939
2020-09-03,13.63636
2020-09-04,17.42424
2020-09-05,13.63636
2020-09-06,15.90909
2020-09-07,16.66666
2020-09-08,14.39393
2020-09-09,11.36363
2020-09-10,18.93939
2020-09-11,21.21212
2020-09-12,15.15151
2020-09-13,16.66666
2020-09-14,17.42424
2020-09-15,18.93939
2020-09-16,15.90909
2020-09-17,18.93939
2020-09-18,18.93939
2020-09-19,14.39393
2020-09-20,15.90909
2020-09-21,12.87878
2020-09-22,13.63636
2020-09-23,19.69696
2020-09-24,21.96969
2020-09-25,16.66666
2020-09-26,18.18181
2020-09-27,14.39393
2020-09-28,18.18181
2020-09-29,19.69696
2020-09-30,16.66666
2020-10-01,18.93939
2020-10-02,15.90909
2020-10-03,19.69696
2020-10-04,15.90909
2020-10-05,25.0
2020-10-06,19.69696
2020-10-07,25.0
2020-10-08,18.18181
2020-10-09,17.42424
2020-10-10,15.90909
2020-10-11,20.45454
2020-10-12,17.42424
2020-10-13,27.27272
2020-10-14,24.24242
2020-10-15,22.72727
2020-10-16,21.96969
2020-10-17,14.39393
2020-10-18,13.63636
2020-10-19,31.0606
2020-10-20,18.93939
2020-10-21,15.90909
2020-10-22,17.42424
2020-10-23,16.66666
2020-10-24,15.15151
2020-10-25,16.66666
2020-10-26,15.15151
2020-10-27,15.90909
2020-10-28,22.72727
2020-10-29,17.42424
2020-10-30,12.87878
2020-10-31,18.18181
2020-11-01,15.15151
2020-11-02,16.66666
2020-11-03,9.84848
2020-11-04,15.15151
2020-11-05,18.93939
2020-11-06,18.18181
2020-11-07,10.60606
2020-11-08,10.60606
2020-11-09,16.66666
2020-11-10,21.96969
2020-11-11,9.0909
2020-11-12,21.96969
2020-11-13,10.60606
2020-11-14,14.39393
2020-11-15,17.42424
2020-11-16,12.87878
2020-11-17,26.51515
2020-11-18,10.60606
2020-11-19,13.63636
2020-11-20,3.78787
2020-11-21,12.12121
2020-11-22,12.12121
2020-11-23,9.0909
2020-11-24,14.39393
2020-11-25,9.0909
2020-11-26,5.30303
2020-11-27,9.0909
2020-11-28,20.45454
2020-11-29,10.60606
2020-11-30,14.39393
2020-12-01,9.84848
2020-12-02,11.36363
2020-12-03,9.0909
2020-12-04,13.63636
2020-12-05,12.12121
2020-12-06,9.84848
2020-12-07,15.15151
2020-12-08,13.63636
2020-12-09,4.54545
2020-12-10,12.12121
2020-12-11,12.12121
2020-12-12,9.84848
2020-12-13,9.0909
2020-12-14,9.0909
2020-12-15,8.33333
2020-12-16,3.78787
2020-12-17,8.33333
2020-12-18,8.33333
2020-12-19,3.78787
2020-12-20,12.12121
2020-12-21,6.81818
2020-12-22,3.78787
2020-12-23,3.78787
2020-12-24,7.57575
2020-12-25,9.84848
2020-12-26,8.33333
2020-12-27,12.12121
2020-12-28,9.0909
2020-12-30,6.0606
2020-12-31,4.54545
2021-01-02,6.81818
2021-01-03,5.30303
2021-01-04,6.81818
2021-01-06,7.57575
2021-01-07,7.57575
2021-01-08,4.54545
2021-01-09,4.54545
2021-01-10,3.78787
2021-01-13,5.30303
2021-01-14,8.33333
2021-01-15,4.54545
2021-01-16,8.33333
2021-01-17,9.84848
2021-01-18,4.54545
2021-01-19,8.33333
2021-01-20,6.0606
2021-01-21,15.90909
2021-01-22,6.0606
2021-01-23,7.57575
2021-01-24,12.12121
2021-01-25,10.60606
2021-01-26,7.57575
2021-01-27,10.60606
2021-01-29,4.54545
2021-01-30,4.54545
2021-01-31,15.90909
2021-02-02,10.60606
2021-02-03,6.81818
2021-02-04,14.39393
2021-02-05,13.63636
2021-02-06,6.81818
2021-02-07,9.0909
2021-02-08,18.93939
2021-02-09,15.90909
2021-02-10,7.57575
2021-02-11,9.84848
2021-02-12,10.60606
2021-02-13,12.87878
2021-02-14,9.0909
2021-02-15,21.96969
2021-02-16,15.15151
2021-02-17,13.63636
2021-02-18,7.57575
2021-02-19,18.18181
2021-02-20,12.87878
2021-02-21,17.42424
2021-02-22,20.45454
2021-02-23,21.21212
2021-02-24,15.15151
2021-02-25,25.75757
2021-02-26,15.90909
2021-02-27,9.84848
2021-02-28,16.66666
2021-03-01,18.93939
2021-03-02,18.18181
2021-03-03,21.96969
2021-03-04,9.84848
2021-03-05,12.87878
2021-03-06,12.87878
2021-03-07,11.36363
2021-03-08,21.96969
2021-03-09,20.45454
2021-03-10,18.18181
2021-03-11,16.66666
2021-03-12,15.90909
2021-03-13,12.87878
2021-03-14,17.42424
2021-03-15,25.0
2021-03-16,24.24242
2021-03-17,21.96969
2021-03-18,12.87878
2021-03-19,17.42424
2021-03-20,17.42424
2021-03-21,33.33333
2021-03-22,29.54545
2021-03-23,21.21212
2021-03-24,28.78787
2021-03-25,21.96969
2021-03-26,22.72727
2021-03-27,21.21212
2021-03-28,24.24242
2021-03-29,20.45454
2021-03-30,25.75757
2021-03-31,17.42424
2021-04-01,15.90909
2021-04-02,7.57575
2021-04-03,15.15151
2021-04-04,12.87878
2021-04-05,21.21212
2021-04-06,16.66666
2021-04-07,14.39393
2021-04-08,12.87878
2021-04-09,28.0303
2021-04-10,12.12121
2021-04-11,18.18181
2021-04-12,22.72727
2021-04-13,28.0303
2021-04-14,25.75757
2021-04-15,18.18181
2021-04-16,19.69696
2021-04-17,17.42424
2021-04-18,23.48484
2021-04-19,22.72727
2021-04-20,24.24242
2021-04-21,15.90909
2021-04-22,12.12121
2021-04-23,27.27272
2021-04-24,12.87878
2021-04-25,22.72727
2021-04-26,31.0606
2021-04-27,18.18181
2021-04-28,34.0909
2021-04-29,14.39393
2021-04-30,17.42424
2021-05-01,18.18181
2021-05-02,21.96969
2021-05-03,16.66666
2021-05-04,21.21212
2021-05-05,18.93939
2021-05-06,35.60606
2021-05-07,21.96969
