date,자율주행관련주
2020-07-22,2.09031
2020-07-23,1.35305
2020-07-24,0.93645
2020-07-25,0.62794
2020-07-26,0.84171
2020-07-27,0.94981
2020-07-28,1.17451
2020-07-29,1.09556
2020-07-30,1.27653
2020-07-31,0.98382
2020-08-01,0.77612
2020-08-02,0.83199
2020-08-03,1.05426
2020-08-04,0.96924
2020-08-05,1.30325
2020-08-06,1.29475
2020-08-07,1.56318
2020-08-08,1.27168
2020-08-09,1.21459
2020-08-10,2.27857
2020-08-11,2.79478
2020-08-12,2.29315
2020-08-13,3.18952
2020-08-14,2.03566
2020-08-15,1.01054
2020-08-16,0.80527
2020-08-17,1.58018
2020-08-18,1.04819
2020-08-19,1.09677
2020-08-20,0.96681
2020-08-21,0.78584
2020-08-22,0.7664
2020-08-23,1.04455
2020-08-24,1.04455
2020-08-25,1.2158
2020-08-26,1.22795
2020-08-27,1.09799
2020-08-28,1.02147
2020-08-29,1.14657
2020-08-30,1.35427
2020-08-31,1.11864
2020-09-01,1.35548
2020-09-02,1.70893
2020-09-03,1.8644
2020-09-04,1.6482
2020-09-05,1.40285
2020-09-06,1.42836
2020-09-07,2.38667
2020-09-08,2.05873
2020-09-09,1.81581
2020-09-10,2.95146
2020-09-11,3.79682
2020-09-12,6.76772
2020-09-13,5.05757
2020-09-14,9.39367
2020-09-15,6.6669
2020-09-16,4.19035
2020-09-17,3.47252
2020-09-18,2.5968
2020-09-19,2.37088
2020-09-20,2.25185
2020-09-21,2.35995
2020-09-22,1.33483
2020-09-23,100.0
2020-09-24,10.23417
2020-09-25,4.71384
2020-09-26,2.56279
2020-09-27,2.05266
2020-09-28,4.54622
2020-09-29,8.01268
2020-09-30,3.69236
2020-10-01,2.61502
2020-10-02,2.40732
2020-10-03,2.3308
2020-10-04,3.0462
2020-10-05,5.02963
2020-10-06,3.93285
2020-10-07,3.47252
2020-10-08,3.945
2020-10-09,2.20691
2020-10-10,1.81581
2020-10-11,1.75873
2020-10-12,5.00898
2020-10-13,8.23859
2020-10-14,5.45838
2020-10-15,3.55147
2020-10-16,2.57251
2020-10-17,1.33969
2020-10-18,1.149
2020-10-19,2.48384
2020-10-20,2.68789
2020-10-21,2.49113
2020-10-22,2.22878
2020-10-23,2.0478
2020-10-24,1.50852
2020-10-25,1.0992
2020-10-26,2.14011
2020-10-27,1.47451
2020-10-28,1.35548
2020-10-29,1.62877
2020-10-30,4.15512
2020-10-31,2.5057
2020-11-01,2.08788
2020-11-02,2.40611
2020-11-03,1.89476
2020-11-04,1.86075
2020-11-05,1.6069
2020-11-06,1.44172
2020-11-07,2.05266
2020-11-08,1.49152
2020-11-09,2.0563
2020-11-10,2.31866
2020-11-11,2.54214
2020-11-12,2.4304
2020-11-13,1.53038
2020-11-14,1.10649
2020-11-15,1.01783
2020-11-16,1.69193
2020-11-17,3.14094
2020-11-18,2.70733
2020-11-19,3.33892
2020-11-20,2.4304
2020-11-21,2.02594
2020-11-22,2.79235
2020-11-23,2.57858
2020-11-24,3.33163
2020-11-25,3.64742
2020-11-26,3.41058
2020-11-27,3.51503
2020-11-28,2.72312
2020-11-29,3.4628
2020-11-30,3.18102
2020-12-01,2.61502
2020-12-02,3.72516
2020-12-03,3.51382
2020-12-04,2.6551
2020-12-05,2.05995
2020-12-06,3.77981
2020-12-07,4.45634
2020-12-08,2.813
2020-12-09,3.84176
2020-12-10,4.22678
2020-12-11,3.37535
2020-12-12,2.79113
2020-12-13,2.95146
2020-12-14,2.48384
2020-12-15,3.113
2020-12-16,2.92838
2020-12-17,4.20857
2020-12-18,2.46562
2020-12-19,1.57897
2020-12-20,4.06524
2020-12-21,5.56891
2020-12-22,10.25968
2020-12-23,15.67312
2020-12-24,6.4082
2020-12-25,3.30612
2020-12-26,3.60127
2020-12-27,4.70048
2020-12-28,4.57902
2020-12-29,3.58791
2020-12-30,3.95471
2020-12-31,3.09478
2021-01-01,3.14458
2021-01-02,4.72234
2021-01-03,4.37496
2021-01-04,6.42156
2021-01-05,5.36729
2021-01-06,4.42112
2021-01-07,5.51061
2021-01-08,13.05567
2021-01-09,10.39692
2021-01-10,8.52402
2021-01-11,8.22037
2021-01-12,5.36972
2021-01-13,6.92561
2021-01-14,8.03332
2021-01-15,4.89603
2021-01-16,3.95471
2021-01-17,4.06646
2021-01-18,5.43166
2021-01-19,5.70616
2021-01-20,8.29203
2021-01-21,12.69129
2021-01-22,6.98148
2021-01-23,3.70451
2021-01-24,3.90735
2021-01-25,4.6774
2021-01-26,4.88388
2021-01-27,5.32235
2021-01-28,4.05674
2021-01-29,2.27007
2021-01-30,1.46844
2021-01-31,2.12918
2021-02-01,3.04498
2021-02-02,6.51508
2021-02-03,5.20939
2021-02-04,4.28023
2021-02-05,3.2211
2021-02-06,2.84458
2021-02-07,2.91502
2021-02-08,2.89194
2021-02-09,2.55429
2021-02-10,2.14983
2021-02-11,1.65184
2021-02-12,1.84618
2021-02-13,2.58465
2021-02-14,2.58101
2021-02-15,4.20249
2021-02-16,3.95957
2021-02-17,3.69479
2021-02-18,3.07049
2021-02-19,1.97007
2021-02-20,1.76966
2021-02-21,3.95471
2021-02-22,2.32473
2021-02-23,2.27493
2021-02-24,1.7065
2021-02-25,1.72472
2021-02-26,2.36117
2021-02-27,1.30083
2021-02-28,1.89598
2021-03-01,7.37866
2021-03-02,3.09721
2021-03-03,1.87897
2021-03-04,1.65549
2021-03-05,1.51338
2021-03-06,3.75552
2021-03-07,1.80488
2021-03-08,1.83282
2021-03-09,1.35913
2021-03-10,2.14254
2021-03-11,2.03444
2021-03-12,1.93849
2021-03-13,1.92877
2021-03-14,1.43807
2021-03-15,1.84739
2021-03-16,1.8061
2021-03-17,1.86804
2021-03-18,2.18748
2021-03-19,1.84253
2021-03-20,1.74294
2021-03-21,2.34173
2021-03-22,2.57736
2021-03-23,1.63727
2021-03-24,2.40854
2021-03-25,1.3737
2021-03-26,1.09192
2021-03-27,1.14779
2021-03-28,0.9073
2021-03-29,1.6312
2021-03-30,1.61662
2021-03-31,1.28504
2021-04-01,1.50609
2021-04-02,2.29558
2021-04-03,1.68099
2021-04-04,1.85104
2021-04-05,2.17169
2021-04-06,2.67818
2021-04-07,2.40611
2021-04-08,1.88869
2021-04-09,1.32269
2021-04-10,1.39192
2021-04-11,1.47573
2021-04-12,1.68585
2021-04-13,1.52553
2021-04-14,1.5231
2021-04-15,1.33241
2021-04-16,1.56318
2021-04-17,1.0992
2021-04-18,0.93766
2021-04-19,1.24981
2021-04-20,1.19273
2021-04-21,1.12107
2021-04-22,1.20123
2021-04-23,1.05548
2021-04-24,0.97046
2021-04-25,0.93523
2021-04-26,1.13807
2021-04-27,0.94616
2021-04-28,0.78462
2021-04-29,0.72389
2021-04-30,0.67409
2021-05-01,0.58179
2021-05-02,0.52956
2021-05-03,0.59515
2021-05-04,0.98625
2021-05-05,0.73361
2021-05-06,2.09153
2021-05-07,0.77126
2021-05-08,0.50284
2021-05-09,1.1988
2021-05-10,0.96195
2021-05-11,1.30325
2021-05-12,0.80891
2021-05-13,0.96438
2021-05-14,0.68381
2021-05-15,0.99839
2021-05-16,0.8745
2021-05-17,0.62794
2021-05-18,0.57207
2021-05-19,0.5077
2021-05-20,0.69717
2021-05-21,0.66073
2021-05-22,0.7907
2021-05-23,0.62065
2021-05-24,0.66681
2021-05-25,0.71782
2021-05-26,0.66802
2021-05-27,0.70446
2021-05-28,0.70082
2021-05-29,0.54899
2021-05-30,0.59393
2021-05-31,0.6826
2021-06-01,0.73118
2021-06-02,0.89151
2021-06-03,0.81013
2021-06-04,0.7324
2021-06-05,3.12393
2021-06-06,2.01987
2021-06-07,1.63241
2021-06-08,1.13686
2021-06-09,1.34698
2021-06-10,1.33969
2021-06-11,1.16236
2021-06-12,1.0992
2021-06-13,0.9911
2021-06-14,1.01904
2021-06-15,1.42229
2021-06-16,1.75994
2021-06-17,1.87776
2021-06-18,1.0494
2021-06-19,0.84171
2021-06-20,0.91094
2021-06-21,0.94373
2021-06-22,1.11378
2021-06-23,2.03808
2021-06-24,1.10649
2021-06-25,1.00811
2021-06-26,1.00325
2021-06-27,4.58266
2021-06-28,2.38789
2021-06-29,1.42229
2021-06-30,1.08463
2021-07-01,0.73968
2021-07-02,0.76762
2021-07-03,0.63644
2021-07-04,0.66924
2021-07-05,0.94495
2021-07-06,1.57289
2021-07-07,0.7324
2021-07-08,0.61944
2021-07-09,0.48219
2021-07-10,0.55506
2021-07-11,0.62673
2021-07-12,0.6498
2021-07-13,1.07491
2021-07-14,0.76397
2021-07-15,0.8575
2021-07-16,0.80041
2021-07-17,0.64373
2021-07-18,1.06398
2021-07-19,0.84778
2021-07-20,0.87329
2021-07-21,1.01054
2021-07-22,0.90851
2021-07-23,0.67652
2021-07-24,0.52227
2021-07-25,0.97289
2021-07-26,0.90001
2021-07-27,1.98343
2021-07-28,1.08949
2021-07-29,0.95952
2021-07-30,0.90244
2021-07-31,0.55506
2021-08-01,0.65709
2021-08-02,1.4733
2021-08-03,1.22552
2021-08-04,1.31662
2021-08-05,1.20487
2021-08-06,1.06762
2021-08-07,0.80406
2021-08-08,1.132
2021-08-09,1.48787
2021-08-10,1.34455
2021-08-11,1.14293
2021-08-12,2.68911
2021-08-13,1.90205
2021-08-14,1.81217
2021-08-15,1.2571
2021-08-16,0.98382
2021-08-17,1.28261
2021-08-18,1.09313
2021-08-19,1.51702
2021-08-20,0.83442
2021-08-21,0.47976
2021-08-22,0.72632
2021-08-23,1.21337
2021-08-24,0.72025
2021-08-25,1.2073
2021-08-26,0.70446
2021-08-27,0.57085
2021-08-28,0.31215
2021-08-29,0.80406
2021-08-30,1.55103
2021-08-31,1.73079
2021-09-01,1.01783
2021-09-02,0.63158
2021-09-03,0.86843
2021-09-04,2.46319
2021-09-05,1.60205
2021-09-06,2.30165
2021-09-07,2.33687
2021-09-08,1.28504
2021-09-09,1.18787
2021-09-10,1.06034
2021-09-11,0.88908
2021-09-12,0.97896
2021-09-13,0.8162
2021-09-14,1.11135
2021-09-15,0.86357
2021-09-16,0.76276
2021-09-17,0.62915
2021-09-18,0.5745
2021-09-19,0.49555
2021-09-20,0.47004
2021-09-21,0.61458
2021-09-22,0.71296
2021-09-23,0.93523
2021-09-24,2.32109
2021-09-25,1.78788
2021-09-26,1.56196
2021-09-27,1.29597
2021-09-28,1.20487
2021-09-29,0.78219
2021-09-30,0.81256
2021-10-01,0.62794
2021-10-02,0.35344
2021-10-03,0.61458
2021-10-04,0.61701
2021-10-05,0.57814
2021-10-06,0.48705
2021-10-07,0.67531
2021-10-08,0.54292
2021-10-09,0.3996
2021-10-10,0.5745
2021-10-11,0.7579
2021-10-12,0.63523
2021-10-13,1.33483
2021-10-14,1.10042
2021-10-15,0.57207
2021-10-16,0.55385
2021-10-17,1.03119
2021-10-18,0.86236
2021-10-19,1.11013
2021-10-20,0.76397
2021-10-21,0.6498
2021-10-22,0.54778
2021-10-23,0.54778
2021-10-24,0.56114
2021-10-25,0.55871
2021-10-26,0.83807
2021-10-27,1.66399
2021-10-28,2.14011
2021-10-29,0.96195
2021-10-30,1.415
2021-10-31,1.35913
2021-11-01,1.02268
2021-11-02,1.1575
2021-11-03,0.79555
2021-11-04,0.71903
2021-11-05,0.60608
2021-11-06,0.68988
2021-11-07,0.7409
2021-11-08,0.86236
2021-11-09,0.82592
2021-11-10,0.79434
2021-11-11,0.8745
2021-11-12,0.73968
2021-11-13,0.79677
2021-11-14,1.43443
2021-11-15,1.27896
2021-11-16,1.08098
2021-11-17,1.2486
2021-11-18,1.6069
2021-11-19,8.62119
2021-11-20,5.5762
2021-11-21,4.8353
2021-11-22,4.9774
2021-11-23,3.88791
2021-11-24,4.49157
2021-11-25,4.08225
2021-11-26,2.9794
2021-11-27,1.51581
2021-11-28,1.32026
2021-11-29,2.31987
2021-11-30,2.38303
2021-12-01,1.50852
2021-12-02,1.56561
2021-12-03,1.26196
2021-12-04,1.09192
2021-12-05,1.12107
2021-12-06,1.28504
2021-12-07,1.9227
2021-12-08,4.73691
2021-12-09,2.44376
2021-12-10,1.49638
2021-12-11,2.3721
2021-12-12,2.7134
2021-12-13,3.82597
2021-12-14,2.63324
2021-12-15,2.60651
2021-12-16,4.22678
2021-12-17,3.11179
2021-12-18,4.65189
2021-12-19,5.55434
2021-12-20,3.88305
2021-12-21,3.1045
2021-12-22,3.60977
2021-12-23,3.82475
2021-12-24,2.72433
2021-12-25,3.08385
2021-12-26,4.51464
2021-12-27,4.21464
2021-12-28,3.99844
2021-12-29,3.07656
2021-12-30,3.2381
2021-12-31,2.62352
2022-01-01,2.14983
2022-01-02,2.37574
2022-01-03,3.13365
2022-01-04,5.909
2022-01-05,4.36403
2022-01-06,2.40611
2022-01-07,2.80206
2022-01-08,2.93688
2022-01-09,3.5624
2022-01-10,3.13851
2022-01-11,2.47169
2022-01-12,3.27819
2022-01-13,2.70611
2022-01-14,2.23728
2022-01-15,1.87169
2022-01-16,3.14579
2022-01-17,2.41097
2022-01-18,2.78749
2022-01-19,1.432
2022-01-20,2.62959
2022-01-21,2.05509
2022-01-22,1.59962
2022-01-23,1.5486
2022-01-24,1.48423
2022-01-25,1.29475
2022-01-26,1.19394
2022-01-27,1.61176
2022-01-28,1.65063
2022-01-29,1.74415
2022-01-30,1.60326
2022-01-31,1.08949
2022-02-01,1.19759
2022-02-02,2.15226
2022-02-03,1.94092
2022-02-04,1.97128
2022-02-05,1.59597
2022-02-06,1.81703
2022-02-07,1.47208
2022-02-08,1.40164
2022-02-09,2.17412
2022-02-10,2.33323
2022-02-11,1.3154
2022-02-12,0.81863
2022-02-13,0.8575
2022-02-14,0.87086
2022-02-15,0.9073
2022-02-16,1.13078
2022-02-17,1.02268
2022-02-18,1.50002
2022-02-19,0.84778
2022-02-20,0.88786
2022-02-21,1.08706
2022-02-22,1.02025
2022-02-23,0.96681
2022-02-24,0.78341
2022-02-25,0.68381
2022-02-26,0.51377
2022-02-27,0.60486
2022-02-28,0.61337
2022-03-01,0.56114
2022-03-02,0.56478
2022-03-03,0.83928
2022-03-04,0.59029
2022-03-05,0.43118
2022-03-06,0.45304
2022-03-07,0.46033
2022-03-08,0.76155
2022-03-09,0.48826
2022-03-10,0.70082
2022-03-11,0.69839
2022-03-12,0.72754
2022-03-13,1.38099
2022-03-14,1.30325
2022-03-15,0.82228
2022-03-16,0.96438
2022-03-17,1.51459
2022-03-18,1.48666
2022-03-19,1.40042
2022-03-20,1.28382
2022-03-21,1.10042
2022-03-22,1.05669
2022-03-23,1.14779
2022-03-24,0.8077
2022-03-25,1.12835
2022-03-26,0.95102
2022-03-27,1.28747
2022-03-28,1.66399
2022-03-29,1.26196
2022-03-30,1.2486
2022-03-31,1.415
2022-04-01,1.23159
2022-04-02,1.07977
2022-04-03,0.79677
2022-04-04,0.89272
2022-04-05,1.04333
2022-04-06,0.8745
2022-04-07,1.22309
2022-04-08,1.1405
2022-04-09,1.16236
2022-04-10,1.26196
2022-04-11,1.18787
2022-04-12,0.89029
2022-04-13,1.62998
2022-04-14,2.264
2022-04-15,1.20001
2022-04-16,0.82592
2022-04-17,0.92916
2022-04-18,0.97896
2022-04-19,0.99718
2022-04-20,1.20123
2022-04-21,1.20609
2022-04-22,0.99718
2022-04-23,1.36763
2022-04-24,1.90569
2022-04-25,2.06359
2022-04-26,2.51299
2022-04-27,1.44779
2022-04-28,1.18301
2022-04-29,1.26925
2022-04-30,0.68017
2022-05-01,0.75061
2022-05-02,0.96803
2022-05-03,1.03119
2022-05-04,0.94738
2022-05-05,0.81377
2022-05-06,0.57693
2022-05-07,0.48705
2022-05-08,0.61215
2022-05-09,0.78584
2022-05-10,0.62794
2022-05-11,1.01904
2022-05-12,1.02268
2022-05-13,0.79191
2022-05-14,0.90001
2022-05-15,0.91701
2022-05-16,0.7907
2022-05-17,1.48787
2022-05-18,1.33119
2022-05-19,0.76276
2022-05-20,0.67045
2022-05-21,0.79434
2022-05-22,2.29679
2022-05-23,1.47816
2022-05-24,0.96681
2022-05-25,2.03808
2022-05-26,1.85954
2022-05-27,0.84657
2022-05-28,0.74576
2022-05-29,1.0992
2022-05-30,0.90973
2022-05-31,0.74454
2022-06-01,0.79798
2022-06-02,0.73725
2022-06-03,0.72632
2022-06-04,0.53685
2022-06-05,0.45182
2022-06-06,0.61215
2022-06-07,0.44332
2022-06-08,0.76519
2022-06-09,2.94053
2022-06-10,5.55191
2022-06-11,1.57897
2022-06-12,1.7065
2022-06-13,3.18223
2022-06-14,2.14254
2022-06-15,1.50731
2022-06-16,1.00082
2022-06-17,0.79555
2022-06-18,0.61094
2022-06-19,1.06155
2022-06-20,0.97531
2022-06-21,0.85993
2022-06-22,0.76155
2022-06-23,0.90851
2022-06-24,0.73118
2022-06-25,0.41417
2022-06-26,0.68746
2022-06-27,1.20487
2022-06-28,0.76033
2022-06-29,0.95102
2022-06-30,0.73968
2022-07-01,0.6243
2022-07-02,0.51741
2022-07-03,0.7579
2022-07-04,0.65831
2022-07-05,0.70325
2022-07-06,0.50648
2022-07-07,0.53077
2022-07-08,0.61822
2022-07-09,0.66802
2022-07-10,0.55871
2022-07-11,0.72997
2022-07-12,0.56721
2022-07-13,0.52227
2022-07-14,0.45668
2022-07-15,0.52956
2022-07-16,0.40445
2022-07-17,0.60122
2022-07-18,0.64373
2022-07-19,0.63523
2022-07-20,0.61822
2022-07-21,0.61337
2022-07-22,0.54413
2022-07-23,0.38988
2022-07-24,0.66924
2022-07-25,0.74333
2022-07-26,0.7494
2022-07-27,0.49433
2022-07-28,0.53442
2022-07-29,0.65223
2022-07-30,0.66802
2022-07-31,1.01054
2022-08-01,0.67409
2022-08-02,0.65466
2022-08-03,0.94009
2022-08-04,0.52834
2022-08-05,0.61579
2022-08-06,0.52713
2022-08-07,0.57814
2022-08-08,0.78584
2022-08-09,0.83807
2022-08-10,0.65588
2022-08-11,0.69839
2022-08-12,0.70446
2022-08-13,0.56114
2022-08-14,0.70689
2022-08-15,0.58179
2022-08-16,1.05548
2022-08-17,1.65063
2022-08-18,1.5984
2022-08-19,0.84414
2022-08-20,0.7992
2022-08-21,0.69474
2022-08-22,0.81985
2022-08-23,0.64373
2022-08-24,1.34819
2022-08-25,1.20973
2022-08-26,0.7409
2022-08-27,0.41903
2022-08-28,1.05062
2022-08-29,0.98867
2022-08-30,1.40892
2022-08-31,1.04819
2022-09-01,0.72146
2022-09-02,0.39595
2022-09-03,1.02997
2022-09-04,1.53281
2022-09-05,1.20852
2022-09-06,0.81013
2022-09-07,0.64616
2022-09-08,0.74454
2022-09-09,0.34251
2022-09-10,0.37288
2022-09-11,0.78341
2022-09-12,0.87936
2022-09-13,2.52514
2022-09-14,1.75994
2022-09-15,1.60812
2022-09-16,1.35791
2022-09-17,1.03969
2022-09-18,1.40771
2022-09-19,2.67453
2022-09-20,3.89156
2022-09-21,2.49599
2022-09-22,1.7235
2022-09-23,1.14536
2022-09-24,0.74697
2022-09-25,1.12228
2022-09-26,1.13078
2022-09-27,1.04333
2022-09-28,0.77734
2022-09-29,0.78827
2022-09-30,0.62187
2022-10-01,0.47855
2022-10-02,0.47126
2022-10-03,0.61701
2022-10-04,1.67614
2022-10-05,1.11621
2022-10-06,0.76276
2022-10-07,0.56478
2022-10-08,0.34858
2022-10-09,0.55021
2022-10-10,0.7907
2022-10-11,0.77734
2022-10-12,0.51741
2022-10-13,0.57085
2022-10-14,0.5077
2022-10-15,0.47126
2022-10-16,0.48948
2022-10-17,0.59636
2022-10-18,0.60365
2022-10-19,0.57693
2022-10-20,0.47612
2022-10-21,0.48097
2022-10-22,0.317
2022-10-23,0.39474
2022-10-24,0.76397
2022-10-25,0.78219
2022-10-26,0.7992
2022-10-27,1.93606
2022-10-28,0.83685
2022-10-29,1.12835
2022-10-30,0.39109
2022-10-31,0.80163
2022-11-01,1.27532
2022-11-02,1.06277
2022-11-03,0.50284
2022-11-04,0.66195
2022-11-05,0.38138
2022-11-06,0.48462
2022-11-07,0.4749
2022-11-08,0.44089
2022-11-09,0.45182
2022-11-10,0.47369
2022-11-11,0.50648
2022-11-12,0.40567
2022-11-13,0.46883
2022-11-14,0.55871
2022-11-15,0.43603
2022-11-16,0.38502
2022-11-17,0.41539
2022-11-18,0.36559
2022-11-19,0.22712
2022-11-20,0.35587
2022-11-21,0.29879
2022-11-22,0.32794
2022-11-23,0.4834
2022-11-24,0.61458
2022-11-25,0.43846
2022-11-26,0.40567
2022-11-27,0.39838
2022-11-28,0.41539
2022-11-29,0.52591
2022-11-30,0.55506
2022-12-01,0.45182
2022-12-02,0.41174
2022-12-03,0.26478
2022-12-04,0.32065
2022-12-05,0.40688
2022-12-06,0.28421
2022-12-07,0.39231
2022-12-08,0.39717
2022-12-09,0.43482
2022-12-10,0.26235
2022-12-11,0.30607
2022-12-12,0.27692
2022-12-13,0.47004
2022-12-14,0.33644
2022-12-15,0.24291
2022-12-16,0.17611
2022-12-17,0.19797
2022-12-18,0.21012
2022-12-19,0.3
2022-12-20,0.23684
2022-12-21,0.30972
2022-12-22,0.31457
2022-12-23,0.23563
2022-12-24,0.16032
2022-12-25,0.1919
2022-12-26,0.25385
2022-12-27,0.34494
2022-12-28,0.31457
2022-12-29,0.24656
2022-12-30,0.39474
2022-12-31,0.19919
2023-01-01,0.19312
2023-01-02,0.29879
2023-01-03,0.33036
2023-01-04,0.53685
2023-01-05,0.61701
2023-01-06,0.57207
2023-01-07,0.46883
2023-01-08,0.6413
2023-01-09,0.84535
2023-01-10,0.53563
2023-01-11,0.43239
2023-01-12,0.45668
2023-01-13,0.42875
2023-01-14,0.71053
2023-01-15,0.39231
2023-01-16,0.35466
2023-01-17,0.38016
2023-01-18,0.53927
2023-01-19,0.63887
2023-01-20,0.38988
2023-01-21,0.38988
2023-01-22,0.32551
2023-01-23,0.38138
2023-01-24,0.82349
2023-01-25,1.18301
2023-01-26,1.84253
2023-01-27,2.13039
2023-01-28,1.72593
2023-01-29,1.30083
2023-01-30,1.30083
2023-01-31,0.98625
2023-02-01,1.12957
2023-02-02,0.70567
2023-02-03,0.70446
2023-02-04,0.72997
2023-02-05,0.98625
2023-02-06,0.62551
2023-02-07,0.69596
2023-02-08,0.97167
2023-02-09,0.88058
2023-02-10,1.22916
2023-02-11,0.7579
2023-02-12,0.59515
2023-02-13,0.57571
2023-02-14,1.15143
2023-02-15,0.92309
2023-02-16,0.51984
2023-02-17,0.36802
2023-02-18,0.30607
2023-02-19,0.3498
2023-02-20,0.37895
2023-02-21,0.88665
2023-02-22,1.0154
2023-02-23,1.41257
2023-02-24,1.00568
2023-02-25,0.75547
2023-02-26,0.71053
2023-02-27,0.99596
2023-02-28,1.03726
2023-03-01,0.79434
2023-03-02,0.65952
2023-03-03,0.75183
2023-03-04,0.63158
2023-03-05,0.72389
2023-03-06,0.90122
2023-03-07,0.90973
2023-03-08,0.83078
2023-03-09,0.71539
2023-03-10,0.43361
2023-03-11,0.29271
2023-03-12,0.52713
2023-03-13,0.56235
2023-03-14,0.52349
2023-03-15,0.59272
2023-03-16,0.82228
2023-03-17,0.71053
2023-03-18,0.74333
2023-03-19,0.57207
2023-03-20,1.08949
2023-03-21,0.90001
2023-03-22,0.74697
2023-03-23,0.97774
2023-03-24,0.74697
2023-03-25,0.60729
2023-03-26,0.60365
2023-03-27,0.63887
2023-03-28,0.73847
2023-03-29,0.77855
2023-03-30,1.06641
2023-03-31,0.7081
2023-04-01,1.61055
2023-04-02,0.89879
2023-04-03,1.07005
2023-04-04,1.04698
2023-04-05,0.84414
2023-04-06,0.56114
2023-04-07,0.5417
2023-04-08,0.52106
2023-04-09,0.4081
2023-04-10,0.6243
2023-04-11,1.00082
2023-04-12,1.11378
2023-04-13,0.96074
2023-04-14,0.72025
2023-04-15,0.4251
2023-04-16,0.50041
2023-04-17,0.58421
2023-04-18,0.44089
2023-04-19,0.49312
2023-04-20,0.65345
2023-04-21,0.53442
2023-04-22,0.27935
2023-04-23,0.30972
2023-04-24,0.35709
2023-04-25,0.39474
2023-04-26,0.70932
2023-04-27,0.58786
2023-04-28,0.37409
2023-04-29,0.1834
2023-04-30,0.33401
2023-05-01,0.23441
2023-05-02,0.36316
2023-05-03,0.23563
2023-05-04,0.33279
2023-05-05,0.32915
2023-05-06,0.33644
2023-05-07,0.35587
2023-05-08,0.49069
2023-05-09,0.58179
2023-05-10,0.39109
2023-05-11,0.40203
2023-05-12,0.36194
2023-05-13,0.23684
2023-05-14,0.45182
2023-05-15,0.62308
2023-05-16,0.41174
2023-05-17,0.40688
2023-05-18,0.85264
2023-05-19,1.2656
2023-05-20,0.70446
2023-05-21,0.45061
2023-05-22,0.53806
2023-05-23,0.48705
2023-05-24,0.56235
2023-05-25,0.61822
2023-05-26,0.48219
2023-05-27,0.30486
2023-05-28,0.32308
2023-05-29,0.34615
