date,환급금조회
2023-06-07,16.07254
2023-06-08,18.11548
2023-06-09,16.03085
2023-06-10,11.27788
2023-06-11,10.71503
2023-06-12,22.32645
2023-06-13,24.43193
2023-06-14,22.57661
2023-06-15,29.78945
2023-06-16,22.65999
2023-06-17,11.36126
2023-06-18,9.63101
2023-06-19,23.88993
2023-06-20,24.76547
2023-06-21,24.39024
2023-06-22,20.72128
2023-06-23,19.4288
2023-06-24,9.73525
2023-06-25,9.52678
2023-06-26,22.28476
2023-06-27,25.4534
2023-06-28,20.26266
2023-06-29,19.30373
2023-06-30,16.80216
2023-07-01,8.17177
2023-07-02,7.33791
2023-07-03,12.17427
2023-07-04,12.65374
2023-07-05,11.27788
2023-07-06,10.81926
2023-07-07,8.547
2023-07-08,6.50406
2023-07-09,4.69043
2023-07-10,10.08963
2023-07-11,9.65186
2023-07-12,9.9854
2023-07-13,9.4017
2023-07-14,8.50531
2023-07-15,4.41942
2023-07-16,4.50281
2023-07-17,10.5691
2023-07-18,11.23618
2023-07-19,12.23681
2023-07-20,11.59057
2023-07-21,11.61142
2023-07-22,8.04669
2023-07-23,7.56722
2023-07-24,13.29997
2023-07-25,14.23806
2023-07-26,11.59057
2023-07-27,10.48572
2023-07-28,11.4238
2023-07-29,8.21346
2023-07-30,7.25453
2023-07-31,12.40358
2023-08-01,13.92537
2023-08-02,14.00875
2023-08-03,15.25953
2023-08-04,13.32082
2023-08-05,8.23431
2023-08-06,7.06691
2023-08-07,11.71565
2023-08-08,13.04982
2023-08-09,13.69606
2023-08-10,13.84198
2023-08-11,10.92349
2023-08-12,9.4434
2023-08-13,6.94183
2023-08-14,11.09026
2023-08-15,8.276
2023-08-16,16.65624
2023-08-17,13.48759
2023-08-18,15.84323
2023-08-19,7.6923
2023-08-20,8.90139
2023-08-21,18.99103
2023-08-22,21.22159
2023-08-23,57.97373
2023-08-24,59.66228
2023-08-25,54.20054
2023-08-26,27.07942
2023-08-27,23.76485
2023-08-28,44.19428
2023-08-29,48.05086
2023-08-30,42.19303
2023-08-31,29.51844
2023-09-01,25.28663
2023-09-02,15.07191
2023-09-03,13.52928
2023-09-04,21.40921
2023-09-05,25.64102
2023-09-06,26.43318
2023-09-07,27.16281
2023-09-08,25.20325
2023-09-09,16.281
2023-09-10,21.09651
2023-09-11,27.7465
2023-09-12,32.12424
2023-09-13,26.70419
2023-09-14,24.18178
2023-09-15,22.3056
2023-09-16,15.23869
2023-09-17,14.40483
2023-09-18,22.05545
2023-09-19,26.3081
2023-09-20,28.74713
2023-09-21,29.20575
2023-09-22,21.74275
2023-09-23,16.03085
2023-09-24,15.44715
2023-09-25,22.36814
2023-09-26,22.74338
2023-09-27,19.36627
2023-09-28,12.69543
2023-09-29,11.54888
2023-09-30,9.50594
2023-10-01,7.87992
2023-10-02,8.08838
2023-10-03,10.25641
2023-10-04,20.0125
2023-10-05,20.70043
2023-10-06,16.36439
2023-10-07,11.56973
2023-10-08,10.94434
2023-10-09,13.23744
2023-10-10,20.8672
2023-10-11,21.86783
2023-10-12,23.93162
2023-10-13,18.3031
2023-10-14,10.54825
2023-10-15,9.27663
2023-10-16,12.63289
2023-10-17,16.46862
2023-10-18,17.69856
2023-10-19,18.32395
2023-10-20,11.90327
2023-10-21,7.98415
2023-10-22,8.29685
2023-10-23,13.82113
2023-10-24,20.49197
2023-10-25,17.40671
2023-10-26,17.01063
2023-10-27,18.72003
2023-10-28,8.04669
2023-10-29,9.48509
2023-10-30,16.90639
2023-10-31,18.84511
2023-11-01,19.11611
2023-11-02,17.74025
2023-11-03,13.19574
2023-11-04,8.71377
2023-11-05,9.42255
2023-11-06,14.71753
2023-11-07,13.88367
2023-11-08,15.05107
2023-11-09,15.55138
2023-11-10,44.31936
2023-11-11,13.90452
2023-11-12,11.63227
2023-11-13,24.14008
2023-11-14,19.57473
2023-11-15,18.19887
2023-11-16,16.80216
2023-11-17,16.21846
2023-11-18,10.08963
2023-11-19,10.61079
2023-11-20,25.95372
2023-11-21,19.09526
2023-11-22,21.84698
2023-11-23,16.55201
2023-11-24,19.01188
2023-11-25,12.36189
2023-11-26,11.65311
2023-11-27,16.5937
2023-11-28,23.28538
2023-11-29,20.72128
2023-11-30,18.6158
2023-12-01,20.74213
2023-12-02,11.19449
2023-12-03,9.23493
2023-12-04,18.21972
2023-12-05,25.32833
2023-12-06,27.93412
2023-12-07,20.99228
2023-12-08,16.15593
2023-12-09,9.81863
2023-12-10,11.31957
2023-12-11,17.67771
2023-12-12,28.49697
2023-12-13,21.70106
2023-12-14,17.21909
2023-12-15,18.19887
2023-12-16,11.11111
2023-12-17,12.61204
2023-12-18,18.63664
2023-12-19,21.70106
2023-12-20,22.63914
2023-12-21,22.84761
2023-12-22,20.47112
2023-12-23,12.29935
2023-12-24,11.75734
2023-12-25,11.90327
2023-12-26,20.61705
2023-12-27,22.15968
2023-12-28,24.5987
2023-12-29,17.32332
2023-12-30,11.81988
2023-12-31,12.82051
2024-01-01,12.79966
2024-01-02,27.16281
2024-01-03,32.45778
2024-01-04,30.60245
2024-01-05,21.74275
2024-01-06,11.4238
2024-01-07,11.50719
2024-01-08,16.44777
2024-01-09,18.67834
2024-01-10,17.05232
2024-01-11,17.61517
2024-01-12,16.281
2024-01-13,9.50594
2024-01-14,11.21534
2024-01-15,34.58411
2024-01-16,35.98082
2024-01-17,28.3302
2024-01-18,27.16281
2024-01-19,24.95309
2024-01-20,15.96831
2024-01-21,16.30185
2024-01-22,34.06295
2024-01-23,42.31811
2024-01-24,27.53804
2024-01-25,27.62143
2024-01-26,20.42943
2024-01-27,15.19699
2024-01-28,15.86408
2024-01-29,21.32582
2024-01-30,20.88805
2024-01-31,19.40796
2024-02-01,25.68271
2024-02-02,26.68334
2024-02-03,13.02897
2024-02-04,13.80029
2024-02-05,29.41421
2024-02-06,27.80904
2024-02-07,23.07692
2024-02-08,22.8893
2024-02-09,14.8843
2024-02-10,12.8622
2024-02-11,11.04857
2024-02-12,14.78007
2024-02-13,26.6208
2024-02-14,24.61955
2024-02-15,24.28601
2024-02-16,20.40858
2024-02-17,12.57035
2024-02-18,13.09151
2024-02-19,19.99166
2024-02-20,20.55451
2024-02-21,21.13821
2024-02-22,18.82426
2024-02-23,20.88805
2024-02-24,12.23681
2024-02-25,11.19449
2024-02-26,20.80466
2024-02-27,19.1578
2024-02-28,17.61517
2024-02-29,17.67771
2024-03-01,11.81988
2024-03-02,10.38148
2024-03-03,11.31957
2024-03-04,29.14321
2024-03-05,42.77673
2024-03-06,30.81092
2024-03-07,21.36752
2024-03-08,21.82614
2024-03-09,13.82113
2024-03-10,15.17615
2024-03-11,21.84698
2024-03-12,21.22159
2024-03-13,20.49197
2024-03-14,21.13821
2024-03-15,21.4509
2024-03-16,13.25828
2024-03-17,11.71565
2024-03-18,21.80529
2024-03-19,21.88868
2024-03-20,20.67959
