date,체크카드혜택
2020-10-11,21.72236
2020-10-12,34.19023
2020-10-13,32.13367
2020-10-14,31.10539
2020-10-15,31.491
2020-10-16,27.12082
2020-10-17,20.43701
2020-10-18,20.82262
2020-10-19,38.04627
2020-10-20,32.13367
2020-10-21,33.03341
2020-10-22,29.69151
2020-10-23,33.29048
2020-10-24,25.5784
2020-10-25,24.29305
2020-10-26,38.68894
2020-10-27,31.61953
2020-10-28,30.33419
2020-10-29,32.26221
2020-10-30,28.40616
2020-10-31,22.10796
2020-11-01,29.82005
2020-11-02,35.86118
2020-11-03,31.74807
2020-11-04,28.5347
2020-11-05,29.82005
2020-11-06,29.94858
2020-11-07,21.85089
2020-11-08,23.65038
2020-11-09,31.23393
2020-11-10,34.96143
2020-11-11,31.10539
2020-11-12,31.10539
2020-11-13,28.5347
2020-11-14,19.79434
2020-11-15,26.09254
2020-11-16,33.03341
2020-11-17,32.26221
2020-11-18,31.74807
2020-11-19,31.23393
2020-11-20,28.1491
2020-11-21,20.43701
2020-11-22,28.1491
2020-11-23,35.73264
2020-11-24,30.33419
2020-11-25,38.68894
2020-11-26,33.93316
2020-11-27,29.04884
2020-11-28,27.37789
2020-11-29,27.12082
2020-11-30,35.60411
2020-12-01,34.4473
2020-12-02,41.25964
2020-12-03,33.41902
2020-12-04,32.13367
2020-12-05,24.67866
2020-12-06,33.03341
2020-12-07,33.29048
2020-12-08,34.06169
2020-12-09,30.97686
2020-12-10,40.61696
2020-12-11,33.03341
2020-12-12,28.27763
2020-12-13,28.66323
2020-12-14,33.41902
2020-12-15,36.11825
2020-12-16,34.4473
2020-12-17,29.30591
2020-12-18,29.69151
2020-12-19,24.55012
2020-12-20,27.89203
2020-12-21,35.60411
2020-12-22,34.57583
2020-12-23,33.41902
2020-12-24,33.03341
2020-12-25,23.90745
2020-12-26,28.9203
2020-12-27,32.77634
2020-12-28,43.95886
2020-12-29,46.14395
2020-12-30,40.7455
2020-12-31,36.37532
2021-01-01,35.2185
2021-01-02,37.66066
2021-01-03,45.24421
2021-01-04,50.12853
2021-01-05,51.54241
2021-01-06,52.44215
2021-01-07,41.38817
2021-01-08,41.25964
2021-01-09,28.5347
2021-01-10,48.32904
2021-01-11,50.7712
2021-01-12,60.15424
2021-01-13,56.2982
2021-01-14,52.44215
2021-01-15,54.11311
2021-01-16,41.25964
2021-01-17,43.83033
2021-01-18,55.14138
2021-01-19,56.55526
2021-01-20,64.52442
2021-01-21,57.45501
2021-01-22,56.16966
2021-01-23,42.41645
2021-01-24,45.88688
2021-01-25,65.68123
2021-01-26,58.48329
2021-01-27,51.54241
2021-01-28,50.0
2021-01-29,47.17223
2021-01-30,37.91773
2021-01-31,37.40359
2021-02-01,57.45501
2021-02-02,57.71208
2021-02-03,55.14138
2021-02-04,49.35732
2021-02-05,49.22879
2021-02-06,34.4473
2021-02-07,37.91773
2021-02-08,53.98457
2021-02-09,39.58868
2021-02-10,46.91516
2021-02-11,30.71979
2021-02-12,36.50385
2021-02-13,42.67352
2021-02-14,46.40102
2021-02-15,64.65295
2021-02-16,60.28277
2021-02-17,48.45758
2021-02-18,50.89974
2021-02-19,42.67352
2021-02-20,31.36246
2021-02-21,33.93316
2021-02-22,40.23136
2021-02-23,39.07455
2021-02-24,46.01542
2021-02-25,43.31619
2021-02-26,32.26221
2021-02-27,28.79177
2021-02-28,32.77634
2021-03-01,43.18766
2021-03-02,36.50385
2021-03-03,35.47557
2021-03-04,35.98971
2021-03-05,33.67609
2021-03-06,24.93573
2021-03-07,29.56298
2021-03-08,33.80462
2021-03-09,39.46015
2021-03-10,39.97429
2021-03-11,34.4473
2021-03-12,24.55012
2021-03-13,23.52185
2021-03-14,27.24935
2021-03-15,37.66066
2021-03-16,34.8329
2021-03-17,29.30591
2021-03-18,29.17737
2021-03-19,30.20565
2021-03-20,24.42159
2021-03-21,27.76349
2021-03-22,29.82005
2021-03-23,30.71979
2021-03-24,27.76349
2021-03-25,32.26221
2021-03-26,27.50642
2021-03-27,24.67866
2021-03-28,25.96401
2021-03-29,33.41902
2021-03-30,30.46272
2021-03-31,30.71979
2021-04-01,29.43444
2021-04-02,24.03598
2021-04-03,20.95115
2021-04-04,27.89203
2021-04-05,38.04627
2021-04-06,31.491
2021-04-07,30.46272
2021-04-08,23.90745
2021-04-09,27.63496
2021-04-10,23.00771
2021-04-11,24.55012
2021-04-12,30.84832
2021-04-13,30.20565
2021-04-14,21.20822
2021-04-15,26.99228
2021-04-16,30.07712
2021-04-17,20.56555
2021-04-18,21.85089
2021-04-19,30.71979
2021-04-20,28.40616
2021-04-21,30.71979
2021-04-22,26.22107
2021-04-23,27.89203
2021-04-24,18.8946
2021-04-25,25.5784
2021-04-26,34.57583
2021-04-27,30.20565
2021-04-28,32.51928
2021-04-29,29.04884
2021-04-30,31.491
2021-05-01,25.44987
2021-05-02,26.47814
2021-05-03,35.73264
2021-05-04,31.23393
2021-05-05,26.99228
2021-05-06,25.1928
2021-05-07,29.56298
2021-05-08,20.82262
2021-05-09,23.00771
2021-05-10,33.16195
2021-05-11,25.96401
2021-05-12,30.97686
2021-05-13,25.1928
2021-05-14,25.06426
2021-05-15,16.3239
2021-05-16,20.56555
2021-05-17,30.97686
2021-05-18,27.76349
2021-05-19,21.59383
2021-05-20,27.12082
2021-05-21,22.36503
2021-05-22,20.43701
2021-05-23,23.65038
2021-05-24,30.97686
2021-05-25,34.19023
2021-05-26,29.17737
2021-05-27,34.06169
2021-05-28,25.32133
2021-05-29,21.46529
2021-05-30,24.93573
2021-05-31,33.16195
2021-06-01,32.64781
2021-06-02,28.02056
2021-06-03,29.17737
2021-06-04,22.87917
2021-06-05,17.22365
2021-06-06,23.13624
2021-06-07,32.26221
2021-06-08,24.80719
2021-06-09,29.17737
2021-06-10,27.37789
2021-06-11,25.32133
2021-06-12,19.53727
2021-06-13,18.38046
2021-06-14,27.63496
2021-06-15,28.1491
2021-06-16,27.24935
2021-06-17,26.47814
2021-06-18,23.13624
2021-06-19,21.72236
2021-06-20,20.56555
2021-06-21,25.44987
2021-06-22,26.47814
2021-06-23,29.56298
2021-06-24,25.70694
2021-06-25,30.33419
2021-06-26,21.07969
2021-06-27,24.55012
2021-06-28,29.94858
2021-06-29,29.43444
2021-06-30,28.5347
2021-07-01,35.73264
2021-07-02,25.1928
2021-07-03,18.25192
2021-07-04,20.05141
2021-07-05,24.67866
2021-07-06,25.44987
2021-07-07,24.03598
2021-07-08,22.87917
2021-07-09,21.46529
2021-07-10,18.76606
2021-07-11,22.10796
2021-07-12,28.27763
2021-07-13,25.83547
2021-07-14,25.06426
2021-07-15,26.22107
2021-07-16,21.72236
2021-07-17,15.42416
2021-07-18,24.67866
2021-07-19,29.30591
2021-07-20,25.06426
2021-07-21,28.27763
2021-07-22,26.73521
2021-07-23,24.80719
2021-07-24,21.85089
2021-07-25,21.72236
2021-07-26,31.74807
2021-07-27,30.59125
2021-07-28,28.79177
2021-07-29,27.76349
2021-07-30,22.6221
2021-07-31,17.73778
2021-08-01,38.81748
2021-08-02,34.8329
2021-08-03,29.69151
2021-08-04,27.89203
2021-08-05,30.33419
2021-08-06,25.70694
2021-08-07,21.97943
2021-08-08,23.26478
2021-08-09,28.9203
2021-08-10,38.30334
2021-08-11,34.31876
2021-08-12,30.59125
2021-08-13,29.43444
2021-08-14,20.43701
2021-08-15,20.17994
2021-08-16,24.16452
2021-08-17,32.64781
2021-08-18,29.43444
2021-08-19,32.26221
2021-08-20,30.20565
2021-08-21,22.49357
2021-08-22,25.5784
2021-08-23,34.19023
2021-08-24,30.20565
2021-08-25,42.28791
2021-08-26,39.07455
2021-08-27,32.51928
2021-08-28,24.55012
2021-08-29,28.1491
2021-08-30,36.76092
2021-08-31,43.70179
2021-09-01,39.20308
2021-09-02,37.53213
2021-09-03,31.61953
2021-09-04,27.24935
2021-09-05,37.66066
2021-09-06,55.26992
2021-09-07,51.28534
2021-09-08,41.64524
2021-09-09,45.24421
2021-09-10,38.68894
2021-09-11,28.66323
2021-09-12,27.63496
2021-09-13,37.40359
2021-09-14,35.98971
2021-09-15,32.64781
2021-09-16,32.00514
2021-09-17,24.29305
2021-09-18,19.02313
2021-09-19,19.02313
2021-09-20,17.09511
2021-09-21,21.59383
2021-09-22,24.80719
2021-09-23,34.31876
2021-09-24,37.01799
2021-09-25,27.63496
2021-09-26,27.37789
2021-09-27,41.38817
2021-09-28,38.94601
2021-09-29,37.7892
2021-09-30,40.23136
2021-10-01,50.3856
2021-10-02,27.50642
2021-10-03,29.94858
2021-10-04,29.30591
2021-10-05,42.93059
2021-10-06,32.90488
2021-10-07,35.98971
2021-10-08,33.67609
2021-10-09,25.83547
2021-10-10,25.32133
2021-10-11,24.16452
2021-10-12,31.10539
2021-10-13,32.00514
2021-10-14,30.07712
2021-10-15,31.491
2021-10-16,21.33676
2021-10-17,24.55012
2021-10-18,21.97943
2021-10-19,25.5784
2021-10-20,24.80719
2021-10-21,22.87917
2021-10-22,24.29305
2021-10-23,18.8946
2021-10-24,23.26478
2021-10-25,31.491
2021-10-26,29.56298
2021-10-27,27.37789
2021-10-28,25.06426
2021-10-29,22.49357
2021-10-30,19.53727
2021-10-31,20.95115
2021-11-01,28.27763
2021-11-02,30.59125
2021-11-03,28.1491
2021-11-04,23.39331
2021-11-05,22.36503
2021-11-06,19.53727
2021-11-07,20.82262
2021-11-08,25.96401
2021-11-09,24.80719
2021-11-10,28.79177
2021-11-11,23.00771
2021-11-12,21.46529
2021-11-13,18.38046
2021-11-14,18.8946
2021-11-15,27.37789
2021-11-16,29.17737
2021-11-17,24.80719
2021-11-18,23.26478
2021-11-19,24.55012
2021-11-20,15.9383
2021-11-21,20.69408
2021-11-22,24.80719
2021-11-23,27.89203
2021-11-24,26.86375
2021-11-25,28.9203
2021-11-26,24.55012
2021-11-27,16.19537
2021-11-28,21.46529
2021-11-29,30.97686
2021-11-30,30.84832
2021-12-01,31.36246
2021-12-02,25.06426
2021-12-03,24.67866
2021-12-04,18.50899
2021-12-05,21.85089
2021-12-06,27.37789
2021-12-07,31.10539
2021-12-08,26.22107
2021-12-09,29.69151
2021-12-10,27.63496
2021-12-11,21.72236
2021-12-12,23.65038
2021-12-13,32.39074
2021-12-14,26.60668
2021-12-15,31.61953
2021-12-16,25.5784
2021-12-17,26.86375
2021-12-18,17.99485
2021-12-19,20.56555
2021-12-20,30.46272
2021-12-21,35.73264
2021-12-22,31.8766
2021-12-23,26.34961
2021-12-24,25.83547
2021-12-25,19.40874
2021-12-26,28.1491
2021-12-27,37.14652
2021-12-28,37.27506
2021-12-29,33.67609
2021-12-30,32.64781
2021-12-31,33.93316
2022-01-01,31.10539
2022-01-02,38.04627
2022-01-03,51.41388
2022-01-04,44.85861
2022-01-05,44.473
2022-01-06,39.33161
2022-01-07,31.36246
2022-01-08,29.43444
2022-01-09,31.491
2022-01-10,41.1311
2022-01-11,40.10282
2022-01-12,35.86118
2022-01-13,34.06169
2022-01-14,27.89203
2022-01-15,32.26221
2022-01-16,32.39074
2022-01-17,44.34447
2022-01-18,41.00257
2022-01-19,41.90231
2022-01-20,46.14395
2022-01-21,43.95886
2022-01-22,32.64781
2022-01-23,38.43187
2022-01-24,51.28534
2022-01-25,54.62724
2022-01-26,52.82776
2022-01-27,44.60154
2022-01-28,41.5167
2022-01-29,38.56041
2022-01-30,35.60411
2022-01-31,34.57583
2022-02-01,42.54498
2022-02-02,43.95886
2022-02-03,60.66838
2022-02-04,55.65552
2022-02-05,41.64524
2022-02-06,36.50385
2022-02-07,48.32904
2022-02-08,42.93059
2022-02-09,45.62982
2022-02-10,44.473
2022-02-11,40.61696
2022-02-12,28.79177
2022-02-13,31.61953
2022-02-14,43.57326
2022-02-15,46.01542
2022-02-16,40.7455
2022-02-17,39.71722
2022-02-18,33.03341
2022-02-19,27.63496
2022-02-20,33.41902
2022-02-21,50.12853
2022-02-22,49.87146
2022-02-23,45.75835
2022-02-24,44.85861
2022-02-25,45.11568
2022-02-26,31.8766
2022-02-27,33.80462
2022-02-28,39.58868
2022-03-01,46.14395
2022-03-02,44.34447
2022-03-03,34.31876
2022-03-04,36.24678
2022-03-05,22.2365
2022-03-06,26.73521
2022-03-07,28.66323
2022-03-08,29.82005
2022-03-09,20.30848
2022-03-10,30.07712
2022-03-11,32.26221
2022-03-12,23.52185
2022-03-13,24.55012
2022-03-14,29.56298
2022-03-15,29.17737
2022-03-16,31.10539
2022-03-17,28.79177
2022-03-18,26.09254
2022-03-19,19.53727
2022-03-20,22.49357
2022-03-21,27.37789
2022-03-22,26.60668
2022-03-23,25.5784
2022-03-24,24.55012
2022-03-25,25.1928
2022-03-26,21.33676
2022-03-27,22.75064
2022-03-28,24.55012
2022-03-29,25.96401
2022-03-30,26.86375
2022-03-31,29.30591
2022-04-01,29.30591
2022-04-02,17.09511
2022-04-03,20.69408
2022-04-04,23.26478
2022-04-05,27.50642
2022-04-06,22.75064
2022-04-07,21.20822
2022-04-08,22.6221
2022-04-09,17.48071
2022-04-10,20.43701
2022-04-11,28.1491
2022-04-12,30.46272
2022-04-13,27.63496
2022-04-14,22.6221
2022-04-15,20.82262
2022-04-16,19.2802
2022-04-17,21.46529
2022-04-18,24.93573
2022-04-19,22.49357
2022-04-20,23.65038
2022-04-21,23.52185
2022-04-22,21.59383
2022-04-23,18.25192
2022-04-24,20.43701
2022-04-25,27.76349
2022-04-26,28.5347
2022-04-27,23.13624
2022-04-28,24.03598
2022-04-29,23.00771
2022-04-30,18.38046
2022-05-01,23.77892
2022-05-02,27.24935
2022-05-03,23.65038
2022-05-04,25.44987
2022-05-05,19.02313
2022-05-06,20.95115
2022-05-07,19.15167
2022-05-08,22.2365
2022-05-09,23.77892
2022-05-10,33.67609
2022-05-11,20.82262
2022-05-12,24.55012
2022-05-13,19.6658
2022-05-14,16.3239
2022-05-15,24.67866
2022-05-16,26.99228
2022-05-17,27.12082
2022-05-18,24.29305
2022-05-19,23.65038
2022-05-20,27.24935
2022-05-21,15.9383
2022-05-22,21.46529
2022-05-23,28.79177
2022-05-24,26.34961
2022-05-25,31.36246
2022-05-26,24.29305
2022-05-27,23.26478
2022-05-28,16.06683
2022-05-29,22.36503
2022-05-30,29.94858
2022-05-31,30.71979
2022-06-01,26.09254
2022-06-02,33.16195
2022-06-03,25.1928
2022-06-04,16.3239
2022-06-05,17.48071
2022-06-06,21.20822
2022-06-07,25.70694
2022-06-08,27.50642
2022-06-09,25.5784
2022-06-10,26.47814
2022-06-11,17.09511
2022-06-12,25.70694
2022-06-13,31.61953
2022-06-14,32.39074
2022-06-15,27.63496
2022-06-16,29.30591
2022-06-17,21.33676
2022-06-18,16.19537
2022-06-19,19.2802
2022-06-20,32.90488
2022-06-21,32.00514
2022-06-22,29.43444
2022-06-23,33.16195
2022-06-24,30.07712
2022-06-25,24.16452
2022-06-26,24.80719
2022-06-27,31.61953
2022-06-28,29.82005
2022-06-29,29.04884
2022-06-30,35.73264
2022-07-01,39.33161
2022-07-02,22.75064
2022-07-03,30.59125
2022-07-04,35.86118
2022-07-05,30.97686
2022-07-06,28.79177
2022-07-07,30.33419
2022-07-08,32.26221
2022-07-09,19.40874
2022-07-10,24.16452
2022-07-11,32.64781
2022-07-12,30.97686
2022-07-13,31.491
2022-07-14,28.27763
2022-07-15,32.39074
2022-07-16,23.90745
2022-07-17,26.47814
2022-07-18,37.01799
2022-07-19,34.8329
2022-07-20,35.86118
2022-07-21,34.96143
2022-07-22,30.97686
2022-07-23,26.34961
2022-07-24,27.63496
2022-07-25,45.11568
2022-07-26,37.7892
2022-07-27,34.70437
2022-07-28,36.50385
2022-07-29,34.57583
2022-07-30,24.29305
2022-07-31,35.08997
2022-08-01,54.88431
2022-08-02,43.70179
2022-08-03,38.43187
2022-08-04,35.98971
2022-08-05,34.8329
2022-08-06,23.26478
2022-08-07,24.42159
2022-08-08,35.73264
2022-08-09,33.16195
2022-08-10,36.76092
2022-08-11,32.90488
2022-08-12,29.30591
2022-08-13,18.50899
2022-08-14,26.86375
2022-08-15,28.1491
2022-08-16,40.61696
2022-08-17,33.16195
2022-08-18,31.10539
2022-08-19,34.96143
2022-08-20,25.70694
2022-08-21,25.1928
2022-08-22,32.51928
2022-08-23,34.57583
2022-08-24,32.51928
2022-08-25,36.11825
2022-08-26,32.51928
2022-08-27,24.42159
2022-08-28,28.02056
2022-08-29,37.01799
2022-08-30,33.80462
2022-08-31,33.67609
2022-09-01,33.03341
2022-09-02,30.20565
2022-09-03,25.06426
2022-09-04,25.1928
2022-09-05,29.43444
2022-09-06,33.67609
2022-09-07,25.83547
2022-09-08,24.93573
2022-09-09,19.53727
2022-09-10,18.25192
2022-09-11,24.16452
2022-09-12,31.36246
2022-09-13,36.76092
2022-09-14,31.10539
2022-09-15,32.64781
2022-09-16,27.12082
2022-09-17,22.6221
2022-09-18,27.50642
2022-09-19,35.08997
2022-09-20,34.57583
2022-09-21,33.03341
2022-09-22,29.04884
2022-09-23,30.46272
2022-09-24,21.85089
2022-09-25,23.26478
2022-09-26,33.80462
2022-09-27,32.26221
2022-09-28,26.34961
2022-09-29,31.491
2022-09-30,28.02056
2022-10-01,19.79434
2022-10-02,25.1928
2022-10-03,26.47814
2022-10-04,30.59125
2022-10-05,30.59125
2022-10-06,36.76092
2022-10-07,27.63496
2022-10-08,21.33676
2022-10-09,21.85089
2022-10-10,23.90745
2022-10-11,26.22107
2022-10-12,32.51928
2022-10-13,27.37789
2022-10-14,28.27763
2022-10-15,26.99228
2022-10-16,33.54755
2022-10-17,37.91773
2022-10-18,27.63496
2022-10-19,30.20565
2022-10-20,29.43444
2022-10-21,22.10796
2022-10-22,20.69408
2022-10-23,21.97943
2022-10-24,27.24935
2022-10-25,33.54755
2022-10-26,24.67866
2022-10-27,28.02056
2022-10-28,22.49357
2022-10-29,19.02313
2022-10-30,17.48071
2022-10-31,29.30591
2022-11-01,37.7892
2022-11-02,31.61953
2022-11-03,25.44987
2022-11-04,27.24935
2022-11-05,16.3239
2022-11-06,19.15167
2022-11-07,26.22107
2022-11-08,28.27763
2022-11-09,27.12082
2022-11-10,31.23393
2022-11-11,22.10796
2022-11-12,20.30848
2022-11-13,22.75064
2022-11-14,29.56298
2022-11-15,29.82005
2022-11-16,27.76349
2022-11-17,26.86375
2022-11-18,26.86375
2022-11-19,17.86632
2022-11-20,22.75064
2022-11-21,31.8766
2022-11-22,32.39074
2022-11-23,28.79177
2022-11-24,28.66323
2022-11-25,24.55012
2022-11-26,21.33676
2022-11-27,22.36503
2022-11-28,32.39074
2022-11-29,29.69151
2022-11-30,28.66323
2022-12-01,35.34704
2022-12-02,28.66323
2022-12-03,15.29562
2022-12-04,26.99228
2022-12-05,26.09254
2022-12-06,28.40616
2022-12-07,30.59125
2022-12-08,28.9203
2022-12-09,22.49357
2022-12-10,19.02313
2022-12-11,23.52185
2022-12-12,34.8329
2022-12-13,33.03341
2022-12-14,25.1928
2022-12-15,24.03598
2022-12-16,23.52185
2022-12-17,19.79434
2022-12-18,23.13624
2022-12-19,28.79177
2022-12-20,30.59125
2022-12-21,28.66323
2022-12-22,24.16452
2022-12-23,28.1491
2022-12-24,27.76349
2022-12-25,24.16452
2022-12-26,30.07712
2022-12-27,31.74807
2022-12-28,33.67609
2022-12-29,33.80462
2022-12-30,34.57583
2022-12-31,28.1491
2023-01-01,40.23136
2023-01-02,52.18508
2023-01-03,42.80205
2023-01-04,39.71722
2023-01-05,45.50128
2023-01-06,37.40359
2023-01-07,28.27763
2023-01-08,29.94858
2023-01-09,41.25964
2023-01-10,43.31619
2023-01-11,41.5167
2023-01-12,38.04627
2023-01-13,39.46015
2023-01-14,32.13367
2023-01-15,30.07712
2023-01-16,45.62982
2023-01-17,45.24421
2023-01-18,45.75835
2023-01-19,45.11568
2023-01-20,45.11568
2023-01-21,33.41902
2023-01-22,33.16195
2023-01-23,39.07455
2023-01-24,43.83033
2023-01-25,73.13624
2023-01-26,60.15424
2023-01-27,50.25706
2023-01-28,39.97429
2023-01-29,38.81748
2023-01-30,55.39845
2023-01-31,51.67095
2023-02-01,64.26735
2023-02-02,52.69922
2023-02-03,45.50128
2023-02-04,32.90488
2023-02-05,32.64781
2023-02-06,45.62982
2023-02-07,38.04627
2023-02-08,38.94601
2023-02-09,38.30334
2023-02-10,39.07455
2023-02-11,31.491
2023-02-12,31.74807
2023-02-13,43.95886
2023-02-14,45.37275
2023-02-15,40.87403
2023-02-16,39.33161
2023-02-17,33.54755
2023-02-18,29.82005
2023-02-19,30.20565
2023-02-20,39.71722
2023-02-21,51.41388
2023-02-22,48.71465
2023-02-23,42.67352
2023-02-24,47.0437
2023-02-25,35.47557
2023-02-26,37.14652
2023-02-27,41.77377
2023-02-28,41.00257
2023-03-01,44.73007
2023-03-02,45.50128
2023-03-03,34.8329
2023-03-04,28.40616
2023-03-05,30.59125
2023-03-06,36.50385
2023-03-07,31.61953
2023-03-08,34.57583
2023-03-09,27.50642
2023-03-10,28.40616
2023-03-11,24.16452
2023-03-12,30.59125
2023-03-13,42.41645
2023-03-14,35.86118
2023-03-15,39.07455
2023-03-16,38.1748
2023-03-17,29.82005
2023-03-18,24.55012
2023-03-19,26.60668
2023-03-20,34.96143
2023-03-21,49.74293
2023-03-22,41.77377
2023-03-23,33.41902
2023-03-24,35.34704
2023-03-25,26.86375
2023-03-26,27.76349
2023-03-27,35.73264
2023-03-28,37.14652
2023-03-29,33.54755
2023-03-30,28.79177
2023-03-31,31.491
2023-04-01,29.17737
2023-04-02,29.94858
2023-04-03,35.47557
2023-04-04,30.46272
2023-04-05,25.5784
2023-04-06,32.39074
2023-04-07,26.09254
2023-04-08,23.26478
2023-04-09,21.97943
2023-04-10,35.2185
2023-04-11,33.16195
2023-04-12,30.33419
2023-04-13,28.79177
2023-04-14,25.44987
2023-04-15,22.75064
2023-04-16,26.09254
2023-04-17,26.60668
2023-04-18,30.59125
2023-04-19,28.27763
2023-04-20,22.75064
2023-04-21,25.32133
2023-04-22,19.2802
2023-04-23,22.10796
2023-04-24,28.1491
2023-04-25,30.97686
2023-04-26,28.27763
2023-04-27,26.47814
2023-04-28,28.02056
2023-04-29,21.07969
2023-04-30,21.97943
2023-05-01,27.24935
2023-05-02,31.8766
2023-05-03,34.96143
2023-05-04,27.50642
2023-05-05,26.22107
2023-05-06,20.82262
2023-05-07,24.67866
2023-05-08,31.8766
2023-05-09,31.61953
2023-05-10,33.29048
2023-05-11,29.56298
2023-05-12,23.52185
2023-05-13,17.48071
2023-05-14,22.10796
2023-05-15,25.96401
2023-05-16,30.84832
2023-05-17,23.39331
2023-05-18,28.02056
2023-05-19,25.1928
2023-05-20,18.8946
2023-05-21,22.87917
2023-05-22,29.94858
2023-05-23,30.84832
2023-05-24,29.94858
2023-05-25,35.47557
2023-05-26,24.16452
2023-05-27,18.38046
2023-05-28,20.30848
2023-05-29,22.49357
