date,바이비트수수료
2023-10-13,6.98254
2023-10-14,9.72568
2023-10-15,10.22443
2023-10-16,9.72568
2023-10-17,13.46633
2023-10-18,12.46882
2023-10-19,11.22194
2023-10-20,7.73067
2023-10-21,10.72319
2023-10-22,11.47132
2023-10-23,9.4763
2023-10-24,19.20199
2023-10-25,18.45386
2023-10-26,16.20947
2023-10-27,12.7182
2023-10-28,11.47132
2023-10-29,10.72319
2023-10-30,17.70573
2023-10-31,14.96259
2023-11-01,13.71571
2023-11-02,14.96259
2023-11-03,14.46384
2023-11-04,8.97755
2023-11-05,10.97256
2023-11-06,13.96508
2023-11-07,11.47132
2023-11-08,13.46633
2023-11-09,12.46882
2023-11-10,8.97755
2023-11-11,10.47381
2023-11-12,16.9576
2023-11-13,12.7182
2023-11-14,13.96508
2023-11-15,13.96508
2023-11-16,16.70822
2023-11-17,16.70822
2023-11-18,16.45885
2023-11-19,11.97007
2023-11-20,14.71321
2023-11-21,22.19451
2023-11-22,17.45635
2023-11-23,23.44139
2023-11-24,19.20199
2023-11-25,15.46134
2023-11-26,13.71571
2023-11-27,14.96259
2023-11-28,18.20448
2023-11-29,18.95261
2023-11-30,16.20947
2023-12-01,13.96508
2023-12-02,16.45885
2023-12-03,16.45885
2023-12-04,14.71321
2023-12-05,16.70822
2023-12-06,15.71072
2023-12-07,17.70573
2023-12-08,17.45635
2023-12-09,17.70573
2023-12-10,16.70822
2023-12-11,16.70822
2023-12-12,17.95511
2023-12-13,14.46384
2023-12-14,23.44139
2023-12-15,18.45386
2023-12-16,12.21945
2023-12-17,14.96259
2023-12-18,15.21197
2023-12-19,15.46134
2023-12-20,10.97256
2023-12-21,11.47132
2023-12-22,13.46633
2023-12-23,12.21945
2023-12-24,9.97506
2023-12-25,7.73067
2023-12-26,11.47132
2023-12-27,11.22194
2023-12-28,15.71072
2023-12-29,14.46384
2023-12-30,16.20947
2023-12-31,9.97506
2024-01-01,20.94763
2024-01-02,13.96508
2024-01-03,18.95261
2024-01-04,19.45137
2024-01-05,18.20448
2024-01-06,15.96009
2024-01-07,12.46882
2024-01-08,12.96758
2024-01-09,17.45635
2024-01-10,16.45885
2024-01-11,22.69326
2024-01-12,16.20947
2024-01-13,19.20199
2024-01-14,15.71072
2024-01-15,11.22194
2024-01-16,17.70573
2024-01-17,14.46384
2024-01-18,12.96758
2024-01-19,12.7182
2024-01-20,13.21695
2024-01-21,13.21695
2024-01-22,15.21197
2024-01-23,17.45635
2024-01-24,15.71072
2024-01-25,15.21197
2024-01-26,13.46633
2024-01-27,13.46633
2024-01-28,14.46384
2024-01-29,12.46882
2024-01-30,11.97007
2024-01-31,12.46882
2024-02-01,17.20698
2024-02-02,12.46882
2024-02-03,10.47381
2024-02-04,14.71321
2024-02-05,10.97256
2024-02-06,18.45386
2024-02-07,9.4763
2024-02-08,11.22194
2024-02-09,10.72319
2024-02-10,12.96758
2024-02-11,10.97256
2024-02-12,11.72069
2024-02-13,13.21695
2024-02-14,15.21197
2024-02-15,17.95511
2024-02-16,16.9576
2024-02-17,15.46134
2024-02-18,12.7182
2024-02-19,15.71072
2024-02-20,15.96009
2024-02-21,16.20947
2024-02-22,10.72319
2024-02-23,16.20947
2024-02-24,15.21197
2024-02-25,15.96009
2024-02-26,14.96259
2024-02-27,19.95012
2024-02-28,18.70324
2024-02-29,20.44887
2024-03-01,21.44638
2024-03-02,19.70074
2024-03-03,19.45137
2024-03-04,31.17206
2024-03-05,26.18453
2024-03-06,23.69077
2024-03-07,28.17955
2024-03-08,28.42892
2024-03-09,27.93017
2024-03-10,20.1995
2024-03-11,29.92518
2024-03-12,27.93017
2024-03-13,31.42144
2024-03-14,40.14962
2024-03-15,30.92269
2024-03-16,24.93765
2024-03-17,25.93516
2024-03-18,30.42394
2024-03-19,30.67331
2024-03-20,26.18453
