date,캐쉬백
2023-05-27,0.86194
2023-05-28,1.17402
2023-05-29,1.1443
2023-05-30,1.38207
2023-05-31,1.27805
2023-06-01,1.35235
2023-06-02,1.2186
2023-06-03,0.80249
2023-06-04,0.81735
2023-06-05,1.4861
2023-06-06,1.06999
2023-06-07,1.38207
2023-06-08,1.17402
2023-06-09,1.32263
2023-06-10,0.77277
2023-06-11,0.89166
2023-06-12,1.01055
2023-06-13,1.2186
2023-06-14,1.09971
2023-06-15,1.27805
2023-06-16,1.11457
2023-06-17,0.93624
2023-06-18,0.86194
2023-06-19,1.72388
2023-06-20,1.69415
2023-06-21,1.57527
2023-06-22,1.4861
2023-06-23,1.29291
2023-06-24,0.86194
2023-06-25,0.96596
2023-06-26,1.35235
2023-06-27,1.24832
2023-06-28,1.26318
2023-06-29,1.41179
2023-06-30,1.29291
2023-07-01,0.89166
2023-07-02,0.9511
2023-07-03,1.18888
2023-07-04,1.30777
2023-07-05,1.30777
2023-07-06,1.35235
2023-07-07,1.33749
2023-07-08,0.90652
2023-07-09,1.01055
2023-07-10,1.15916
2023-07-11,1.57527
2023-07-12,1.63471
2023-07-13,2.95734
2023-07-14,2.49665
2023-07-15,1.01055
2023-07-16,0.69846
2023-07-17,1.38207
2023-07-18,0.9511
2023-07-19,1.32263
2023-07-20,1.33749
2023-07-21,0.99569
2023-07-22,0.92138
2023-07-23,1.05513
2023-07-24,1.24832
2023-07-25,1.56041
2023-07-26,1.24832
2023-07-27,1.05513
2023-07-28,1.18888
2023-07-29,0.96596
2023-07-30,1.61985
2023-07-31,1.4861
2023-08-01,1.91707
2023-08-02,1.47124
2023-08-03,1.66443
2023-08-04,2.16971
2023-08-05,1.53068
2023-08-06,0.92138
2023-08-07,1.57527
2023-08-08,1.42666
2023-08-09,1.1443
2023-08-10,1.97651
2023-08-11,1.09971
2023-08-12,0.84707
2023-08-13,0.90652
2023-08-14,0.96596
2023-08-15,1.11457
2023-08-16,1.50096
2023-08-17,1.11457
2023-08-18,1.12943
2023-08-19,0.72819
2023-08-20,0.69846
2023-08-21,0.98082
2023-08-22,1.08485
2023-08-23,1.23346
2023-08-24,1.20374
2023-08-25,1.76846
2023-08-26,0.80249
2023-08-27,1.02541
2023-08-28,1.53068
2023-08-29,1.84277
2023-08-30,1.33749
2023-08-31,1.56041
2023-09-01,1.2186
2023-09-02,0.80249
2023-09-03,1.05513
2023-09-04,1.36721
2023-09-05,1.27805
2023-09-06,0.99569
2023-09-07,1.41179
2023-09-08,0.93624
2023-09-09,0.86194
2023-09-10,0.72819
2023-09-11,1.23346
2023-09-12,1.67929
2023-09-13,1.36721
2023-09-14,4.33942
2023-09-15,1.99138
2023-09-16,1.51582
2023-09-17,1.33749
2023-09-18,1.54554
2023-09-19,1.36721
2023-09-20,1.59013
2023-09-21,1.54554
2023-09-22,0.9511
2023-09-23,0.69846
2023-09-24,0.84707
2023-09-25,1.20374
2023-09-26,1.44152
2023-09-27,0.90652
2023-09-28,0.71333
2023-09-29,0.62416
2023-09-30,0.65388
2023-10-01,0.83221
2023-10-02,0.92138
2023-10-03,0.74305
2023-10-04,1.08485
2023-10-05,0.92138
2023-10-06,1.27805
2023-10-07,0.66874
2023-10-08,0.81735
2023-10-09,0.84707
2023-10-10,1.30777
2023-10-11,1.27805
2023-10-12,1.23346
2023-10-13,1.05513
2023-10-14,0.86194
2023-10-15,0.71333
2023-10-16,0.96596
2023-10-17,0.99569
2023-10-18,1.1443
2023-10-19,1.78332
2023-10-20,1.39693
2023-10-21,0.86194
2023-10-22,0.89166
2023-10-23,1.06999
2023-10-24,1.32263
2023-10-25,1.08485
2023-10-26,1.1443
2023-10-27,0.74305
2023-10-28,0.71333
2023-10-29,0.6836
2023-10-30,1.11457
2023-10-31,1.06999
2023-11-01,1.26318
2023-11-02,1.09971
2023-11-03,0.86194
2023-11-04,0.80249
2023-11-05,0.69846
2023-11-06,1.02541
2023-11-07,1.33749
2023-11-08,0.98082
2023-11-09,1.04027
2023-11-10,1.01055
2023-11-11,0.62416
2023-11-12,0.56471
2023-11-13,1.54554
2023-11-14,0.93624
2023-11-15,1.17402
2023-11-16,0.78763
2023-11-17,1.20374
2023-11-18,0.78763
2023-11-19,0.77277
2023-11-20,1.08485
2023-11-21,0.89166
2023-11-22,0.90652
2023-11-23,0.92138
2023-11-24,1.02541
2023-11-25,0.93624
2023-11-26,0.81735
2023-11-27,1.15916
2023-11-28,1.2186
2023-11-29,1.05513
2023-11-30,1.41179
2023-12-01,0.98082
2023-12-02,0.83221
2023-12-03,0.98082
2023-12-04,1.38207
2023-12-05,1.38207
2023-12-06,0.93624
2023-12-07,1.50096
2023-12-08,1.32263
2023-12-09,0.78763
2023-12-10,1.12943
2023-12-11,2.86818
2023-12-12,1.12943
2023-12-13,1.20374
2023-12-14,1.20374
2023-12-15,1.09971
2023-12-16,0.62416
2023-12-17,0.86194
2023-12-18,1.01055
2023-12-19,1.08485
2023-12-20,0.92138
2023-12-21,1.44152
2023-12-22,1.17402
2023-12-23,0.84707
2023-12-24,0.66874
2023-12-25,0.93624
2023-12-26,1.61985
2023-12-27,1.50096
2023-12-28,1.12943
2023-12-29,1.02541
2023-12-30,1.2186
2023-12-31,1.20374
2024-01-01,1.26318
2024-01-02,1.67929
2024-01-03,1.39693
2024-01-04,1.18888
2024-01-05,1.12943
2024-01-06,0.77277
2024-01-07,1.02541
2024-01-08,1.02541
2024-01-09,1.36721
2024-01-10,1.63471
2024-01-11,1.33749
2024-01-12,1.33749
2024-01-13,0.93624
2024-01-14,0.80249
2024-01-15,1.54554
2024-01-16,1.56041
2024-01-17,1.24832
2024-01-18,1.23346
2024-01-19,1.51582
2024-01-20,0.75791
2024-01-21,1.01055
2024-01-22,1.2186
2024-01-23,0.98082
2024-01-24,1.29291
2024-01-25,1.63471
2024-01-26,1.23346
2024-01-27,0.80249
2024-01-28,0.93624
2024-01-29,1.51582
2024-01-30,1.41179
2024-01-31,1.04027
2024-02-01,2.33318
2024-02-02,2.21429
2024-02-03,1.11457
2024-02-04,0.89166
2024-02-05,2.86818
2024-02-06,2.66012
2024-02-07,1.97651
2024-02-08,1.41179
2024-02-09,0.77277
2024-02-10,0.62416
2024-02-11,0.59444
2024-02-12,0.8768
2024-02-13,1.36721
2024-02-14,1.56041
2024-02-15,1.12943
2024-02-16,1.41179
2024-02-17,0.77277
2024-02-18,0.93624
2024-02-19,1.02541
2024-02-20,1.12943
2024-02-21,1.02541
2024-02-22,1.1443
2024-02-23,1.09971
2024-02-24,0.72819
2024-02-25,1.30777
2024-02-26,1.60499
2024-02-27,1.41179
2024-02-28,1.42666
2024-02-29,1.05513
2024-03-01,0.78763
2024-03-02,0.78763
2024-03-03,1.04027
2024-03-04,1.23346
2024-03-05,1.54554
2024-03-06,1.45638
2024-03-07,1.01055
2024-03-08,1.1443
2024-03-09,0.84707
2024-03-10,0.6093
2024-03-11,1.30777
2024-03-12,1.35235
2024-03-13,1.15916
2024-03-14,1.18888
2024-03-15,1.30777
2024-03-16,0.84707
2024-03-17,0.6836
2024-03-18,1.8279
2024-03-19,1.29291
2024-03-20,1.54554
