date,포스코엠텍주가
2020-10-04,0.04323
2020-10-05,0.31129
2020-10-06,0.40064
2020-10-07,0.43235
2020-10-08,0.49576
2020-10-09,0.05764
2020-10-10,0.04611
2020-10-11,0.04035
2020-10-12,0.35164
2020-10-13,0.37182
2020-10-14,0.47846
2020-10-15,0.43235
2020-10-16,0.37758
2020-10-17,0.01441
2020-10-18,0.02305
2020-10-19,0.49864
2020-10-20,0.29976
2020-10-21,0.34876
2020-10-22,0.29976
2020-10-23,0.32858
2020-10-24,0.02882
2020-10-25,0.02305
2020-10-26,0.38911
2020-10-27,0.27958
2020-10-28,0.29976
2020-10-29,0.25364
2020-10-30,0.29976
2020-10-31,0.01729
2020-11-01,0.03458
2020-11-02,0.28246
2020-11-03,0.23346
2020-11-04,0.38911
2020-11-05,0.29399
2020-11-06,0.25652
2020-11-09,0.26229
2020-11-10,0.26805
2020-11-11,0.36029
2020-11-12,0.34876
2020-11-13,0.29111
2020-11-14,0.03458
2020-11-15,0.04035
2020-11-16,0.35452
2020-11-17,0.31994
2020-11-18,0.4237
2020-11-19,0.38623
2020-11-20,0.29399
2020-11-21,0.03458
2020-11-22,0.02305
2020-11-23,0.33723
2020-11-24,0.31705
2020-11-25,0.28535
2020-11-26,0.32282
2020-11-27,0.30552
2020-11-28,0.04611
2020-11-29,0.02882
2020-11-30,0.22194
2020-12-01,0.25076
2020-12-02,0.23635
2020-12-03,0.40064
2020-12-04,0.41505
2020-12-05,0.06341
2020-12-06,0.02882
2020-12-07,0.42082
2020-12-08,0.39488
2020-12-09,0.57358
2020-12-10,0.43235
2020-12-11,0.48999
2020-12-12,0.06629
2020-12-13,0.02594
2020-12-14,0.58511
2020-12-15,0.6197
2020-12-16,0.57935
2020-12-17,0.44676
2020-12-18,0.54764
2020-12-19,0.02305
2020-12-20,0.03458
2020-12-21,0.4727
2020-12-22,0.4237
2020-12-23,0.47846
2020-12-24,0.58799
2020-12-25,0.05188
2020-12-26,0.03458
2020-12-27,0.02594
2020-12-28,0.43811
2020-12-29,0.46693
2020-12-30,0.42946
2020-12-31,0.0807
2021-01-01,0.02305
2021-01-02,0.04323
2021-01-03,0.0317
2021-01-04,0.69464
2021-01-05,0.87911
2021-01-06,0.93676
2021-01-07,0.82435
2021-01-08,0.70905
2021-01-09,0.14699
2021-01-10,0.14411
2021-01-11,0.70617
2021-01-12,0.56205
2021-01-13,0.87334
2021-01-14,0.83011
2021-01-15,0.47846
2021-01-16,0.09799
2021-01-17,0.12105
2021-01-18,0.70617
2021-01-19,0.9137
2021-01-20,2.39522
2021-01-21,2.6114
2021-01-22,1.58817
2021-01-23,0.40641
2021-01-24,0.25364
2021-01-25,1.86199
2021-01-26,1.77552
2021-01-27,2.14446
2021-01-28,1.6314
2021-01-29,2.24822
2021-01-30,0.21617
2021-01-31,0.22482
2021-02-01,2.05799
2021-02-02,2.03205
2021-02-03,2.24246
2021-02-04,2.86793
2021-02-05,2.07816
2021-02-06,0.22482
2021-02-07,0.20464
2021-02-08,2.47305
2021-02-09,1.82452
2021-02-10,1.62275
2021-02-11,0.14411
2021-02-12,0.13547
2021-02-13,0.11817
2021-02-14,0.13547
2021-02-15,1.68905
2021-02-16,2.06952
2021-02-17,8.13108
2021-02-18,5.16515
2021-02-19,5.0758
2021-02-20,0.56493
2021-02-21,0.52746
2021-02-22,10.43119
2021-02-23,8.20314
2021-02-24,8.58073
2021-02-25,9.82014
2021-02-26,6.87438
2021-02-27,1.26823
2021-02-28,0.99152
2021-03-01,1.36623
2021-03-02,6.40744
2021-03-03,9.45984
2021-03-04,29.86395
2021-03-05,36.27716
2021-03-06,5.3698
2021-03-07,4.43592
2021-03-08,24.41632
2021-03-09,16.93088
2021-03-10,13.08583
2021-03-11,11.90984
2021-03-12,10.91254
2021-03-13,1.40946
2021-03-14,1.11834
2021-03-15,9.9729
2021-03-16,8.28673
2021-03-17,7.08191
2021-03-18,7.1165
2021-03-19,6.06444
2021-03-20,0.97711
2021-03-21,0.87623
2021-03-22,6.07886
2021-03-23,6.3498
2021-03-24,5.23145
2021-03-25,5.35539
2021-03-26,4.9778
2021-03-27,0.72923
2021-03-28,0.58511
2021-03-29,5.19686
2021-03-30,5.14209
2021-03-31,4.3898
2021-04-01,4.81351
2021-04-02,4.45033
2021-04-03,0.59088
2021-04-04,0.35164
2021-04-05,3.93728
2021-04-06,3.84504
2021-04-07,3.68651
2021-04-08,3.62022
2021-04-09,4.28316
2021-04-10,0.6514
2021-04-11,0.71482
2021-04-12,3.84216
2021-04-13,3.55392
2021-04-14,7.25773
2021-04-15,14.12924
2021-04-16,7.1165
2021-04-17,0.9627
2021-04-18,0.8157
2021-04-19,6.00968
2021-04-20,5.1738
2021-04-21,3.8998
2021-04-22,5.90592
2021-04-23,5.85692
2021-04-24,0.80129
2021-04-25,0.80417
2021-04-26,5.78197
2021-04-27,6.45933
2021-04-28,6.33538
2021-04-29,5.70703
2021-04-30,4.55986
2021-05-01,0.61393
2021-05-02,0.48999
2021-05-03,4.3898
2021-05-04,4.15057
2021-05-05,0.69464
2021-05-06,4.43016
2021-05-07,4.38404
2021-05-08,0.60817
2021-05-09,0.52746
2021-05-10,5.48221
2021-05-11,6.28638
2021-05-12,16.23335
2021-05-13,15.96817
2021-05-14,9.32726
2021-05-15,1.29417
2021-05-16,1.27687
2021-05-17,7.73332
2021-05-18,7.13668
2021-05-19,1.09529
2021-05-20,7.56038
2021-05-21,5.92321
2021-05-22,0.75517
2021-05-23,0.69176
2021-05-24,7.17415
2021-05-25,6.63803
2021-05-26,6.11921
2021-05-27,5.5658
2021-05-28,4.80774
2021-05-29,0.63988
2021-05-30,0.6687
2021-05-31,4.56563
2021-06-01,4.17363
2021-06-02,4.27739
2021-06-03,4.51951
2021-06-04,3.93728
2021-06-05,0.53611
2021-06-06,0.49864
2021-06-07,4.30622
2021-06-08,4.52239
2021-06-09,4.11022
2021-06-10,3.65769
2021-06-11,4.12175
2021-06-12,0.66005
2021-06-13,0.39199
2021-06-14,3.65192
2021-06-15,3.06104
2021-06-16,3.44151
2021-06-17,2.94575
2021-06-18,3.38675
2021-06-19,0.41505
2021-06-20,0.4727
2021-06-21,2.93422
2021-06-22,4.00933
2021-06-23,3.5741
2021-06-24,6.52562
2021-06-25,5.57156
2021-06-26,0.56205
2021-06-27,0.44388
2021-06-28,3.86522
2021-06-29,2.98898
2021-06-30,3.12445
2021-07-01,3.19651
2021-07-02,2.8564
2021-07-03,0.22482
2021-07-04,0.14411
2021-07-05,4.95762
2021-07-06,6.24603
2021-07-07,4.00357
2021-07-08,4.1621
2021-07-09,3.20804
2021-07-10,0.43235
2021-07-11,0.40929
2021-07-12,4.52527
2021-07-13,5.79062
2021-07-14,4.15345
2021-07-15,3.8191
2021-07-16,3.06104
2021-07-17,0.34299
2021-07-18,0.58511
2021-07-19,3.30316
2021-07-20,2.87946
2021-07-21,2.74975
2021-07-22,2.91116
2021-07-23,3.37234
2021-07-24,0.54764
2021-07-25,0.42946
2021-07-26,2.64599
2021-07-27,2.9544
2021-07-28,2.40099
2021-07-29,2.31452
2021-07-30,2.23669
2021-07-31,0.23635
2021-08-01,0.26229
2021-08-02,2.32605
2021-08-03,2.19634
2021-08-04,2.52493
2021-08-05,2.75551
2021-08-06,2.61428
2021-08-07,0.29976
2021-08-08,0.2277
2021-08-09,4.10445
2021-08-10,3.39539
2021-08-11,2.83046
2021-08-12,2.66904
2021-08-13,2.46152
2021-08-14,0.29111
2021-08-15,0.22482
2021-08-16,0.34876
2021-08-17,2.38369
2021-08-18,2.4961
2021-08-19,2.18193
2021-08-20,2.13581
2021-08-21,0.22482
2021-08-22,0.14988
2021-08-23,2.31163
2021-08-24,2.40675
2021-08-25,2.26263
2021-08-26,3.22245
2021-08-27,2.28569
2021-08-28,0.19888
2021-08-29,0.20752
2021-08-30,2.3491
2021-08-31,2.08393
2021-09-01,2.28281
2021-09-02,2.37505
2021-09-03,1.98016
2021-09-04,0.23635
2021-09-05,0.17582
2021-09-06,1.96864
2021-09-07,2.73822
2021-09-08,2.9544
2021-09-09,2.18193
2021-09-10,1.89946
2021-09-11,0.17294
2021-09-12,0.19599
2021-09-13,2.13005
2021-09-14,2.00899
2021-09-15,1.87064
2021-09-16,1.91099
2021-09-17,1.85046
2021-09-18,0.25652
2021-09-19,0.14699
2021-09-20,0.08358
2021-09-21,0.08358
2021-09-22,0.13835
2021-09-23,2.26552
2021-09-24,1.75534
2021-09-25,0.13835
2021-09-26,0.15276
2021-09-27,1.83317
2021-09-28,1.73517
2021-09-29,1.59105
2021-09-30,1.90811
2021-10-01,1.5997
2021-10-02,0.10664
2021-10-03,0.12105
2021-10-04,0.26229
2021-10-05,1.68328
2021-10-06,1.60258
2021-10-07,1.65446
2021-10-08,1.4354
2021-10-09,0.14988
2021-10-10,0.08358
2021-10-11,0.33146
2021-10-12,1.66022
2021-10-13,1.86199
2021-10-14,1.54493
2021-10-15,1.68328
2021-10-16,0.13547
2021-10-17,0.11241
2021-10-18,1.3374
2021-10-19,1.27399
2021-10-20,1.74958
2021-10-21,2.09546
2021-10-22,2.06087
2021-10-23,0.15564
2021-10-24,0.16717
2021-10-25,2.00322
2021-10-26,1.72652
2021-10-27,2.02628
2021-10-28,1.71499
2021-10-29,2.09546
2021-10-30,0.33723
2021-10-31,0.23923
2021-11-01,2.00034
2021-11-02,1.8274
2021-11-03,2.33181
2021-11-04,1.80434
2021-11-05,2.01763
2021-11-06,0.24499
2021-11-07,0.25076
2021-11-08,1.91099
2021-11-09,4.35233
2021-11-10,3.74704
2021-11-11,2.32605
2021-11-12,2.14734
2021-11-13,0.23346
2021-11-14,0.35741
2021-11-15,2.15022
2021-11-16,1.84469
2021-11-17,1.74958
2021-11-18,1.66022
2021-11-19,1.58528
2021-11-20,0.16141
2021-11-21,0.12682
2021-11-22,1.51034
2021-11-23,1.51322
2021-11-24,1.38352
2021-11-25,1.27111
2021-11-26,1.44693
2021-11-27,0.20464
2021-11-28,0.20176
2021-11-29,1.73805
2021-11-30,1.54493
2021-12-01,1.61122
2021-12-02,1.53917
2021-12-03,1.61122
2021-12-04,0.17005
2021-12-05,0.19023
2021-12-06,1.62852
2021-12-07,2.06952
2021-12-08,1.87928
2021-12-09,1.94269
2021-12-10,1.57664
2021-12-11,0.30552
2021-12-12,0.16141
2021-12-13,1.75534
2021-12-14,1.24805
2021-12-15,1.24805
2021-12-16,4.31774
2021-12-17,4.49357
2021-12-18,0.48135
2021-12-19,0.38335
2021-12-20,2.53934
2021-12-21,2.3001
2021-12-22,2.2684
2021-12-23,3.38098
2021-12-24,2.37505
2021-12-25,0.34299
2021-12-26,0.37182
2021-12-27,2.42981
2021-12-28,2.08393
2021-12-29,2.20787
2021-12-30,1.90234
2021-12-31,0.43811
2022-01-01,0.16429
2022-01-02,0.19023
2022-01-03,2.29434
2022-01-04,2.80451
2022-01-05,2.34334
2022-01-06,2.14734
2022-01-07,2.14734
2022-01-08,0.30841
2022-01-09,0.21041
2022-01-10,1.91099
2022-01-11,2.58834
2022-01-12,2.73246
2022-01-13,2.50475
2022-01-14,1.71211
2022-01-15,0.26805
2022-01-16,0.25652
2022-01-17,1.76399
2022-01-18,1.69769
2022-01-19,1.68905
2022-01-20,1.81299
2022-01-21,1.54493
2022-01-22,0.19311
2022-01-23,0.23635
2022-01-24,1.48152
2022-01-25,1.46423
2022-01-26,1.56222
2022-01-27,1.37199
2022-01-28,1.48152
2022-01-29,0.13547
2022-01-30,0.10952
2022-01-31,0.07494
2022-02-01,0.05476
2022-02-02,0.11529
2022-02-03,1.34317
2022-02-04,1.29417
2022-02-05,0.18735
2022-02-06,0.18158
2022-02-07,1.78705
2022-02-08,1.34605
2022-02-09,1.51611
2022-02-10,1.15581
2022-02-11,1.13276
2022-02-12,0.0807
2022-02-13,0.09511
2022-02-14,1.02899
2022-02-15,1.38352
2022-02-16,1.33452
2022-02-17,1.30858
2022-02-18,1.27111
2022-02-19,0.10952
2022-02-20,0.12105
2022-02-21,1.2884
2022-02-22,1.02899
2022-02-23,1.1414
2022-02-24,1.16158
2022-02-25,1.17599
2022-02-26,0.13547
2022-02-27,0.10088
2022-02-28,1.18176
2022-03-01,0.16141
2022-03-02,1.36623
2022-03-03,1.2567
2022-03-04,1.33452
2022-03-05,0.13547
2022-03-06,0.12682
2022-03-07,1.67752
2022-03-08,1.51322
2022-03-09,0.17005
2022-03-10,1.4037
2022-03-11,1.44981
2022-03-12,0.21329
2022-03-13,0.20176
2022-03-14,2.17616
2022-03-15,1.40658
2022-03-16,1.26246
2022-03-17,1.31434
2022-03-18,1.46999
2022-03-19,0.21041
2022-03-20,0.19023
2022-03-21,1.88793
2022-03-22,1.81875
2022-03-23,2.48746
2022-03-24,1.74093
2022-03-25,1.56222
2022-03-26,0.17582
2022-03-27,0.16141
2022-03-28,1.70922
2022-03-29,1.52764
2022-03-30,1.84758
2022-03-31,1.75534
2022-04-01,1.40658
2022-04-02,0.12394
2022-04-03,0.13835
2022-04-04,1.43252
2022-04-05,1.26246
2022-04-06,1.55358
2022-04-07,1.54493
2022-04-08,1.90234
2022-04-09,0.28535
2022-04-10,0.34588
2022-04-11,1.85046
2022-04-12,1.71211
2022-04-13,1.85622
2022-04-14,1.74381
2022-04-15,1.46711
2022-04-16,0.13835
2022-04-17,0.16141
2022-04-18,1.34893
2022-04-19,1.42099
2022-04-20,1.68617
2022-04-21,1.69481
2022-04-22,1.86199
2022-04-23,0.22482
2022-04-24,0.20464
2022-04-25,1.52187
2022-04-26,1.64581
2022-04-27,1.4037
2022-04-28,1.36623
2022-04-29,1.82452
2022-04-30,0.28823
2022-05-01,0.37182
2022-05-02,1.52764
2022-05-03,1.58817
2022-05-04,1.51899
2022-05-05,0.35452
2022-05-06,1.42099
2022-05-07,0.28246
2022-05-08,0.19311
2022-05-09,1.48728
2022-05-10,1.42964
2022-05-11,1.38352
2022-05-12,1.56799
2022-05-13,1.57952
2022-05-14,0.1787
2022-05-15,0.23058
2022-05-16,1.79569
2022-05-17,1.94269
2022-05-18,1.63428
2022-05-19,1.46999
2022-05-20,1.98593
2022-05-21,0.41505
2022-05-22,0.34299
2022-05-23,1.6314
2022-05-24,1.46423
2022-05-25,2.33757
2022-05-26,7.76503
2022-05-27,3.68939
2022-05-28,0.67158
2022-05-29,0.5044
2022-05-30,2.25399
2022-05-31,2.00611
2022-06-01,0.34588
2022-06-02,1.74669
2022-06-03,2.09546
2022-06-04,0.28246
2022-06-05,0.21329
2022-06-06,0.27382
2022-06-07,1.46999
2022-06-08,1.46711
2022-06-09,1.34028
2022-06-10,1.36046
2022-06-11,0.20752
2022-06-12,0.14988
2022-06-13,1.31434
2022-06-14,1.16158
2022-06-15,1.22211
2022-06-16,1.32011
2022-06-17,1.19328
2022-06-18,0.19888
2022-06-19,0.11817
2022-06-20,1.3547
2022-06-21,1.15293
2022-06-22,1.43252
2022-06-23,1.01746
2022-06-24,1.21346
2022-06-25,0.12682
2022-06-26,0.09511
2022-06-27,1.10393
2022-06-28,1.02611
2022-06-29,0.87334
2022-06-30,0.93099
2022-07-01,0.8964
2022-07-02,0.07782
2022-07-03,0.06917
2022-07-04,0.87334
2022-07-05,0.80993
2022-07-06,0.8647
2022-07-07,0.80129
2022-07-08,0.82146
2022-07-09,0.07494
2022-07-10,0.05476
2022-07-11,0.77535
2022-07-12,0.74652
2022-07-13,1.93981
2022-07-14,1.34893
2022-07-15,1.16734
2022-07-16,0.15564
2022-07-17,0.13547
2022-07-18,1.34893
2022-07-19,1.30281
2022-07-20,1.22211
2022-07-21,1.6487
2022-07-22,1.14429
2022-07-23,0.21329
2022-07-24,0.12394
2022-07-25,1.15005
2022-07-26,1.0607
2022-07-27,1.0117
2022-07-28,2.56528
2022-07-29,1.51611
2022-07-30,0.23346
2022-07-31,0.1787
2022-08-01,2.29434
2022-08-02,6.15668
2022-08-03,5.18821
2022-08-04,3.06393
2022-08-05,2.40675
2022-08-06,0.30264
2022-08-07,0.27958
2022-08-08,2.48169
2022-08-09,2.9861
2022-08-10,2.24534
2022-08-11,2.29146
2022-08-12,2.14446
2022-08-13,0.36029
2022-08-14,0.27958
2022-08-15,0.59376
2022-08-16,2.40675
2022-08-17,1.87928
2022-08-18,1.61411
2022-08-19,1.81011
2022-08-20,0.16141
2022-08-21,0.14699
2022-08-22,1.60258
2022-08-23,1.66311
2022-08-24,2.9544
2022-08-25,2.13005
2022-08-26,1.80722
2022-08-27,0.18735
2022-08-28,0.1787
2022-08-29,1.96287
2022-08-30,2.46152
2022-08-31,2.42693
2022-09-01,2.00899
2022-09-02,1.83605
2022-09-03,0.15564
2022-09-04,0.13547
2022-09-05,1.63428
2022-09-06,1.46134
2022-09-07,1.21634
2022-09-08,1.0607
2022-09-09,0.12682
2022-09-10,0.06917
2022-09-11,0.09223
2022-09-12,0.10664
2022-09-13,1.42675
2022-09-14,1.27976
2022-09-15,1.10681
2022-09-16,1.12411
2022-09-17,0.20176
2022-09-18,0.14988
2022-09-19,1.03476
2022-09-20,0.92523
2022-09-21,0.91082
2022-09-22,1.0117
2022-09-23,0.90505
2022-09-24,0.17582
2022-09-25,0.08935
2022-09-26,0.97999
2022-09-27,0.93387
2022-09-28,0.8964
2022-09-29,0.83299
2022-09-30,0.84452
2022-10-01,0.1297
2022-10-02,0.10088
2022-10-03,0.09511
2022-10-04,1.16734
2022-10-05,1.16158
2022-10-06,1.14429
2022-10-07,0.99152
2022-10-08,0.06629
2022-10-09,0.0807
2022-10-10,0.11529
2022-10-11,1.1904
2022-10-12,0.98287
2022-10-13,7.69585
2022-10-14,3.2484
2022-10-15,0.4727
2022-10-16,0.50729
2022-10-17,3.6721
2022-10-18,4.10445
2022-10-19,3.75857
2022-10-20,2.87081
2022-10-21,2.68922
2022-10-22,0.68311
2022-10-23,0.52458
2022-10-24,3.78163
2022-10-25,3.79892
2022-10-26,3.41269
2022-10-27,3.08698
2022-10-28,3.49051
2022-10-29,0.71482
2022-10-30,0.63411
2022-10-31,4.40998
2022-11-01,3.95457
2022-11-02,5.52833
2022-11-03,6.28638
2022-11-04,5.52833
2022-11-05,0.9627
2022-11-06,0.94252
2022-11-07,5.78197
2022-11-08,4.7328
2022-11-09,4.3898
2022-11-10,4.01798
2022-11-11,4.03816
2022-11-12,1.00593
2022-11-13,1.11834
2022-11-14,4.85674
2022-11-15,4.12751
2022-11-16,3.55681
2022-11-17,3.20228
2022-11-18,2.74399
2022-11-19,0.43235
2022-11-20,0.58799
2022-11-21,2.94575
2022-11-22,3.11004
2022-11-23,3.26569
2022-11-24,3.39828
2022-11-25,2.8881
2022-11-26,0.47846
2022-11-27,0.41793
2022-11-28,36.2714
2022-11-29,28.87819
2022-11-30,18.69487
2022-12-01,28.89836
2022-12-02,28.03943
2022-12-03,2.68346
2022-12-04,1.73228
2022-12-05,9.42526
2022-12-06,9.05343
2022-12-07,9.3849
2022-12-08,6.73027
2022-12-09,6.30368
2022-12-10,0.88199
2022-12-11,0.7984
2022-12-12,5.70127
2022-12-13,5.96356
2022-12-14,6.40744
2022-12-15,5.2228
2022-12-16,4.59733
2022-12-17,0.56205
2022-12-18,0.58223
2022-12-19,6.49103
2022-12-20,5.47933
2022-12-21,28.59572
2022-12-22,15.98547
2022-12-23,7.20873
2022-12-24,1.10105
2022-12-25,1.00017
2022-12-26,6.2835
2022-12-27,6.04715
2022-12-28,5.35827
2022-12-29,4.97204
2022-12-30,1.37775
2022-12-31,0.59376
2023-01-01,0.59664
2023-01-02,4.57427
2023-01-03,4.98645
2023-01-04,4.62904
2023-01-05,4.25722
2023-01-06,3.83351
2023-01-07,0.76093
2023-01-08,0.76093
2023-01-09,4.42727
2023-01-10,4.20245
2023-01-11,4.32927
2023-01-12,4.71551
2023-01-13,3.89404
2023-01-14,0.59088
2023-01-15,1.0607
2023-01-16,4.67804
2023-01-17,4.10445
2023-01-18,3.59428
2023-01-19,3.3781
2023-01-20,2.73534
2023-01-21,0.36893
2023-01-22,0.33435
2023-01-23,0.37182
2023-01-24,0.5707
2023-01-25,3.60581
2023-01-26,4.8798
2023-01-27,4.23704
2023-01-28,0.5707
2023-01-29,0.58511
2023-01-30,4.42727
2023-01-31,15.57329
2023-02-01,7.3442
2023-02-02,5.04121
2023-02-03,4.85674
2023-02-04,0.69176
2023-02-05,0.72923
2023-02-06,4.59733
2023-02-07,4.21398
2023-02-08,3.75281
2023-02-09,4.25433
2023-02-10,3.38675
2023-02-11,0.71482
2023-02-12,0.65717
2023-02-13,4.00933
2023-02-14,3.49628
2023-02-15,4.15057
2023-02-16,4.85386
2023-02-17,4.6521
2023-02-18,0.86758
2023-02-19,0.92811
2023-02-20,5.35251
2023-02-21,4.98068
2023-02-22,4.34945
2023-02-23,4.46474
2023-02-24,3.49628
2023-02-25,0.80417
2023-02-26,0.69464
2023-02-27,3.82198
2023-02-28,3.32622
2023-03-01,0.82435
2023-03-02,4.10445
2023-03-03,4.20533
2023-03-04,1.42387
2023-03-05,1.42964
2023-03-06,33.219
2023-03-07,27.33325
2023-03-08,15.59635
2023-03-09,11.36507
2023-03-10,8.52596
2023-03-11,1.51322
2023-03-12,1.99458
2023-03-13,9.73943
2023-03-14,8.3732
2023-03-15,8.75943
2023-03-16,19.3751
2023-03-17,10.03631
2023-03-18,1.46999
2023-03-19,1.51322
2023-03-20,7.96679
2023-03-21,20.45886
2023-03-22,16.24488
2023-03-23,21.5311
2023-03-24,17.71199
2023-03-25,1.97152
2023-03-26,1.99458
2023-03-27,73.95803
2023-03-28,43.98166
2023-03-29,60.10261
2023-03-30,36.59422
2023-03-31,31.94212
2023-04-01,4.71839
2023-04-02,4.15922
2023-04-03,30.64795
2023-04-04,25.97279
2023-04-05,26.65878
2023-04-06,21.41004
2023-04-07,22.35833
2023-04-08,4.52239
2023-04-09,4.41863
2023-04-10,38.99233
2023-04-11,33.65135
2023-04-12,27.0969
2023-04-13,26.33884
2023-04-14,63.50665
2023-04-15,12.49495
2023-04-16,7.9495
2023-04-17,60.28996
2023-04-18,64.67977
2023-04-19,41.41638
2023-04-20,32.435
2023-04-21,26.30714
2023-04-22,3.99492
2023-04-23,4.19957
2023-04-24,27.88954
2023-04-25,24.94091
2023-04-26,22.06433
2023-04-27,23.58044
2023-04-28,23.81968
2023-04-29,3.77875
2023-04-30,2.85063
2023-05-01,4.27739
2023-05-02,19.37222
2023-05-03,16.64552
2023-05-04,14.60483
2023-05-05,2.36928
2023-05-06,1.8764
2023-05-07,1.57952
2023-05-08,14.1523
2023-05-09,12.13466
2023-05-10,11.89254
2023-05-11,14.86135
2023-05-12,11.16619
2023-05-13,1.53628
2023-05-14,1.49017
2023-05-15,12.6996
2023-05-16,11.85507
2023-05-17,11.90119
2023-05-18,12.52089
2023-05-19,10.07955
2023-05-20,1.50746
2023-05-21,1.23364
2023-05-22,12.6016
2023-05-23,18.3144
2023-05-24,28.44007
2023-05-25,14.78641
2023-05-26,15.57618
2023-05-27,2.60275
2023-05-28,1.89946
2023-05-29,2.7584
2023-05-30,13.89289
2023-05-31,11.67637
2023-06-01,11.55242
2023-06-02,14.75471
2023-06-03,1.82452
2023-06-04,1.51611
2023-06-05,24.01279
2023-06-06,3.74992
2023-06-07,22.82815
