date,이율높은적금
2023-05-30,16.14785
2023-05-31,16.92607
2023-06-01,18.09338
2023-06-02,14.20233
2023-06-03,6.32295
2023-06-04,9.24124
2023-06-05,16.92607
2023-06-06,9.53307
2023-06-07,13.22957
2023-06-08,15.36964
2023-06-09,14.29961
2023-06-10,9.04669
2023-06-11,6.1284
2023-06-12,17.607
2023-06-13,15.66147
2023-06-14,14.98054
2023-06-15,14.39688
2023-06-16,14.29961
2023-06-17,7.39299
2023-06-18,9.04669
2023-06-19,14.78599
2023-06-20,15.07782
2023-06-21,15.27237
2023-06-22,13.61867
2023-06-23,13.5214
2023-06-24,11.08949
2023-06-25,8.46303
2023-06-26,15.9533
2023-06-27,15.36964
2023-06-28,18.57976
2023-06-29,14.59143
2023-06-30,15.17509
2023-07-01,8.65758
2023-07-02,10.79766
2023-07-03,13.61867
2023-07-04,16.92607
2023-07-05,16.53696
2023-07-06,16.82879
2023-07-07,12.74319
2023-07-08,6.32295
2023-07-09,8.94941
2023-07-10,18.67704
2023-07-11,14.59143
2023-07-12,14.20233
2023-07-13,12.2568
2023-07-14,12.06225
2023-07-15,6.5175
2023-07-16,7.39299
2023-07-17,12.15953
2023-07-18,12.74319
2023-07-19,11.96498
2023-07-20,10.50583
2023-07-21,9.63035
2023-07-22,6.42023
2023-07-23,7.19844
2023-07-24,12.64591
2023-07-25,19.06614
2023-07-26,15.75875
2023-07-27,12.2568
2023-07-28,8.94941
2023-07-29,7.19844
2023-07-30,7.19844
2023-07-31,14.39688
2023-08-01,15.9533
2023-08-02,14.88326
2023-08-03,12.35408
2023-08-04,11.77042
2023-08-05,7.68482
2023-08-06,7.19844
2023-08-07,13.61867
2023-08-08,13.71595
2023-08-09,12.54863
2023-08-10,17.21789
2023-08-11,14.20233
2023-08-12,7.39299
2023-08-13,5.83657
2023-08-14,14.29961
2023-08-15,9.8249
2023-08-16,15.66147
2023-08-17,13.22957
2023-08-18,16.05058
2023-08-19,9.14396
2023-08-20,9.92217
2023-08-21,15.9533
2023-08-22,11.57587
2023-08-23,13.42412
2023-08-24,12.93774
2023-08-25,14.59143
2023-08-26,8.26848
2023-08-27,7.00389
2023-08-28,15.5642
2023-08-29,13.42412
2023-08-30,14.78599
2023-08-31,14.29961
2023-09-01,14.10505
2023-09-02,7.00389
2023-09-03,8.36575
2023-09-04,14.29961
2023-09-05,12.64591
2023-09-06,15.46692
2023-09-07,11.96498
2023-09-08,10.31128
2023-09-09,8.75486
2023-09-10,8.1712
2023-09-11,14.29961
2023-09-12,14.98054
2023-09-13,12.84046
2023-09-14,10.70038
2023-09-15,12.2568
2023-09-16,9.8249
2023-09-17,5.73929
2023-09-18,12.2568
2023-09-19,14.00778
2023-09-20,12.35408
2023-09-21,13.13229
2023-09-22,10.79766
2023-09-23,8.65758
2023-09-24,7.58754
2023-09-25,14.00778
2023-09-26,17.12062
2023-09-27,13.13229
2023-09-28,8.36575
2023-09-29,5.93385
2023-09-30,6.80933
2023-10-01,9.53307
2023-10-02,11.77042
2023-10-03,13.22957
2023-10-04,20.52529
2023-10-05,15.27237
2023-10-06,15.27237
2023-10-07,7.00389
2023-10-08,6.71206
2023-10-09,9.92217
2023-10-10,19.16342
2023-10-11,19.6498
2023-10-12,15.07782
2023-10-13,15.66147
2023-10-14,8.36575
2023-10-15,8.1712
2023-10-16,15.9533
2023-10-17,19.06614
2023-10-18,20.81712
2023-10-19,18.09338
2023-10-20,21.6926
2023-10-21,10.99221
2023-10-22,10.99221
2023-10-23,16.92607
2023-10-24,18.48249
2023-10-25,24.61089
2023-10-26,15.9533
2023-10-27,16.43968
2023-10-28,8.75486
2023-10-29,12.84046
2023-10-30,21.40077
2023-10-31,21.6926
2023-11-01,21.78988
2023-11-02,19.06614
2023-11-03,12.64591
2023-11-04,11.18677
2023-11-05,11.47859
2023-11-06,20.03891
2023-11-07,16.05058
2023-11-08,18.19066
2023-11-09,14.20233
2023-11-10,16.82879
2023-11-11,11.08949
2023-11-12,9.04669
2023-11-13,15.36964
2023-11-14,14.29961
2023-11-15,17.21789
2023-11-16,15.36964
2023-11-17,12.35408
2023-11-18,7.97665
2023-11-19,10.31128
2023-11-20,19.2607
2023-11-21,15.46692
2023-11-22,16.05058
2023-11-23,14.98054
2023-11-24,17.02334
2023-11-25,10.89494
2023-11-26,8.94941
2023-11-27,22.27626
2023-11-28,16.43968
2023-11-29,18.96887
2023-11-30,20.33073
2023-12-01,14.20233
2023-12-02,10.214
2023-12-03,9.92217
2023-12-04,20.23346
2023-12-05,21.20622
2023-12-06,20.33073
2023-12-07,17.89883
2023-12-08,14.68871
2023-12-09,9.24124
2023-12-10,11.38132
2023-12-11,20.52529
2023-12-12,19.35797
2023-12-13,14.78599
2023-12-14,16.14785
2023-12-15,18.77431
2023-12-16,10.89494
2023-12-17,9.14396
2023-12-18,16.73151
2023-12-19,18.77431
2023-12-20,18.09338
2023-12-21,15.27237
2023-12-22,18.96887
2023-12-23,12.64591
2023-12-24,12.45136
2023-12-25,11.47859
2023-12-26,22.95719
2023-12-27,22.95719
2023-12-28,19.6498
2023-12-29,20.23346
2023-12-30,12.93774
2023-12-31,14.39688
2024-01-01,17.89883
2024-01-02,31.42023
2024-01-03,29.4747
2024-01-04,26.65369
2024-01-05,25.77821
2024-01-06,14.20233
2024-01-07,18.77431
2024-01-08,22.56809
2024-01-09,23.7354
2024-01-10,29.57198
2024-01-11,30.35019
2024-01-12,21.78988
2024-01-13,14.88326
2024-01-14,18.48249
2024-01-15,29.86381
2024-01-16,22.85992
2024-01-17,22.56809
2024-01-18,23.3463
2024-01-19,25.58365
2024-01-20,19.2607
2024-01-21,16.73151
2024-01-22,30.15564
2024-01-23,25.0
2024-01-24,26.36186
2024-01-25,43.96887
2024-01-26,30.73929
2024-01-27,18.48249
2024-01-28,21.88715
2024-01-29,31.61478
2024-01-30,34.14396
2024-01-31,33.65758
2024-02-01,33.46303
2024-02-02,26.75097
2024-02-03,17.70428
2024-02-04,17.50972
2024-02-05,27.14007
2024-02-06,27.0428
2024-02-07,20.71984
2024-02-08,20.81712
2024-02-09,10.01945
2024-02-10,15.27237
2024-02-11,19.74708
2024-02-12,18.96887
2024-02-13,38.71595
2024-02-14,32.68482
2024-02-15,24.31906
2024-02-16,25.09727
2024-02-17,15.07782
2024-02-18,17.02334
2024-02-19,27.14007
2024-02-20,35.40856
2024-02-21,40.75875
2024-02-22,35.89494
2024-02-23,41.34241
2024-02-24,24.02723
2024-02-25,29.76653
2024-02-26,43.57976
2024-02-27,33.36575
2024-02-28,35.11673
2024-02-29,32.29571
2024-03-01,19.84435
2024-03-02,18.96887
2024-03-03,21.40077
2024-03-04,32.87937
2024-03-05,35.31128
2024-03-06,26.26459
2024-03-07,25.48638
2024-03-08,25.0
2024-03-09,13.71595
2024-03-10,15.5642
2024-03-11,20.71984
2024-03-12,25.97276
2024-03-13,23.63813
2024-03-14,24.22178
2024-03-15,17.50972
2024-03-16,10.40856
2024-03-17,12.54863
2024-03-18,20.62256
2024-03-19,21.6926
2024-03-20,21.78988
