date,나스닥선물지수실시간
2022-02-25,0.80595
2022-02-26,0.25644
2022-02-27,0.08548
2022-02-28,0.70826
2022-03-01,0.31749
2022-03-02,0.47624
2022-03-03,0.69605
2022-03-04,0.95249
2022-03-05,0.31749
2022-03-06,0.12211
2022-03-07,1.18451
2022-03-08,2.08816
2022-03-09,0.36634
2022-03-10,0.97692
2022-03-11,0.67163
2022-03-12,0.26865
2022-03-13,0.09769
2022-03-14,0.83038
2022-03-15,0.81817
2022-03-16,0.9647
2022-03-17,0.84259
2022-03-18,0.80595
2022-03-19,0.12211
2022-03-21,0.78153
2022-03-22,0.48846
2022-03-23,0.34192
2022-03-24,1.0624
2022-03-25,0.59836
2022-03-26,0.12211
2022-03-27,0.07326
2022-03-28,1.78287
2022-03-29,1.30663
2022-03-30,1.22115
2022-03-31,1.16009
2022-04-01,1.03797
2022-04-02,0.34192
2022-04-03,0.09769
2022-04-04,1.22115
2022-04-05,1.20893
2022-04-06,0.84259
2022-04-07,1.88057
2022-04-08,1.47759
2022-04-09,0.23201
2022-04-10,0.17096
2022-04-11,2.0271
2022-04-12,3.07729
2022-04-13,1.79509
2022-04-14,2.45451
2022-04-15,1.5997
2022-04-16,0.19538
2022-04-17,0.19538
2022-04-18,3.41922
2022-04-19,2.6621
2022-04-20,2.60105
2022-04-21,1.95384
2022-04-22,1.66076
2022-04-23,0.72047
2022-04-24,0.32971
2022-04-25,5.22652
2022-04-26,3.88325
2022-04-27,6.59421
2022-04-28,5.06777
2022-04-29,5.65392
2022-04-30,1.2822
2022-05-01,0.52509
2022-05-02,5.76382
2022-05-03,4.9945
2022-05-04,3.91989
2022-05-05,3.80998
2022-05-06,6.91171
2022-05-07,1.19672
2022-05-08,0.54951
2022-05-09,8.48699
2022-05-10,10.70948
2022-05-11,11.82073
2022-05-12,12.79765
2022-05-13,8.24276
2022-05-14,1.83172
2022-05-15,0.86701
2022-05-16,9.58603
2022-05-17,8.37709
2022-05-18,9.50054
2022-05-19,15.64293
2022-05-20,8.09622
2022-05-21,2.03932
2022-05-22,0.6472
2022-05-23,8.82891
2022-05-24,10.07449
2022-05-25,8.35266
2022-05-26,9.09756
2022-05-27,7.36353
2022-05-28,0.97692
2022-05-29,0.41519
2022-05-30,5.40969
2022-05-31,8.64574
2022-06-01,7.40017
2022-06-02,8.84112
2022-06-03,7.37574
2022-06-04,1.67297
2022-06-05,0.78153
2022-06-06,6.97276
2022-06-07,8.45036
2022-06-08,10.12333
2022-06-09,11.83294
2022-06-10,13.84784
2022-06-11,2.67431
2022-06-12,1.12345
2022-06-13,21.57772
2022-06-14,28.81914
2022-06-15,25.76627
2022-06-16,32.7024
2022-06-17,26.42569
2022-06-18,3.76114
2022-06-19,1.63634
2022-06-20,19.95359
2022-06-21,18.25619
2022-06-22,26.70655
2022-06-23,23.38502
2022-06-24,17.31591
2022-06-25,3.15056
2022-06-26,1.36768
2022-06-27,22.49358
2022-06-28,21.00378
2022-06-29,24.81377
2022-06-30,21.9807
2022-07-01,22.12724
2022-07-02,3.22383
2022-07-03,1.00134
2022-07-04,15.11784
2022-07-05,18.65917
2022-07-06,18.13408
2022-07-07,14.18976
2022-07-08,18.28062
2022-07-09,2.96739
2022-07-10,1.09903
2022-07-11,17.97533
2022-07-12,16.58322
2022-07-13,17.37696
2022-07-14,18.64696
2022-07-15,14.10428
2022-07-16,1.86835
2022-07-17,0.62278
2022-07-18,11.12467
2022-07-19,13.57919
2022-07-20,13.44486
2022-07-21,13.44486
2022-07-22,11.67419
2022-07-23,1.83172
2022-07-24,0.75711
2022-07-25,12.24813
2022-07-26,11.6864
2022-07-27,12.37025
2022-07-28,12.11381
2022-07-29,12.78544
2022-07-30,2.03932
2022-07-31,0.70826
2022-08-01,12.41909
2022-08-02,15.41091
2022-08-03,12.91977
2022-08-04,11.47881
2022-08-05,11.60092
2022-08-06,2.40566
2022-08-07,0.90365
2022-08-08,13.66467
2022-08-09,13.98217
2022-08-10,17.13273
2022-08-11,14.82476
2022-08-12,13.71351
2022-08-13,1.99047
2022-08-14,1.09903
2022-08-15,13.32275
2022-08-16,16.43668
2022-08-17,19.00109
2022-08-18,20.29551
2022-08-19,22.81108
2022-08-20,3.63902
2022-08-21,1.4898
2022-08-22,29.96702
2022-08-23,34.17999
2022-08-24,28.7703
2022-08-25,26.62107
2022-08-26,23.89791
2022-08-27,4.49383
2022-08-28,1.12345
2022-08-29,24.05666
2022-08-30,22.02955
2022-08-31,21.84637
2022-09-01,23.62925
2022-09-02,24.43521
2022-09-03,3.37037
2022-09-04,0.89143
2022-09-05,23.03089
2022-09-06,25.1679
2022-09-07,26.5478
2022-09-08,21.16253
2022-09-09,14.18976
2022-09-10,3.5047
2022-09-11,1.2822
2022-09-12,21.65099
2022-09-13,51.86225
2022-09-14,79.16717
2022-09-15,71.40065
2022-09-16,64.87971
2022-09-17,10.92929
2022-09-18,3.07729
2022-09-19,59.33569
2022-09-20,59.72646
2022-09-21,64.36683
2022-09-22,70.76566
2022-09-23,62.60837
2022-09-24,10.20881
2022-09-25,3.52912
2022-09-26,82.41543
2022-09-27,75.3816
2022-09-28,95.42068
2022-09-29,86.3109
2022-09-30,77.1767
2022-10-01,12.04054
2022-10-02,4.20075
2022-10-03,63.3777
2022-10-04,73.23238
2022-10-05,80.16851
2022-10-06,79.76553
2022-10-07,70.53364
2022-10-08,11.80852
2022-10-09,4.39614
2022-10-10,67.11442
2022-10-11,93.11271
2022-10-12,85.68811
2022-10-13,100.0
2022-10-14,81.40188
2022-10-15,13.02967
2022-10-16,4.73806
2022-10-17,67.72499
2022-10-18,77.3965
2022-10-19,79.82659
2022-10-20,82.26889
2022-10-21,69.65441
2022-10-22,12.13823
2022-10-23,3.51691
2022-10-24,71.04652
2022-10-25,66.18634
2022-10-26,79.77775
2022-10-27,69.4346
2022-10-28,62.44962
2022-10-29,11.10025
2022-10-30,3.24825
2022-10-31,60.89876
2022-11-01,59.29905
2022-11-02,60.4103
2022-11-03,71.05873
2022-11-04,61.31395
2022-11-05,10.48968
2022-11-06,3.10172
2022-11-07,63.93943
2022-11-08,61.30174
2022-11-09,61.74136
2022-11-10,71.25412
2022-11-11,71.11979
2022-11-12,11.73525
2022-11-13,3.2971
2022-11-14,65.83221
2022-11-15,68.90951
2022-11-16,74.50238
2022-11-17,74.02613
2022-11-18,65.02625
2022-11-19,11.07583
2022-11-20,2.95518
2022-11-21,57.35743
2022-11-22,64.80644
2022-11-23,57.21089
2022-11-24,49.62754
2022-11-25,45.35352
2022-11-26,7.80315
2022-11-27,2.69874
2022-11-28,53.0834
2022-11-29,57.30858
2022-11-30,53.57186
2022-12-01,61.44828
2022-12-02,58.82281
2022-12-03,13.05409
2022-12-04,2.74758
2022-12-05,48.91928
2022-12-06,57.66271
2022-12-07,66.82134
2022-12-08,65.38038
2022-12-09,54.34118
2022-12-10,11.40554
2022-12-11,2.58883
2022-12-12,52.43619
2022-12-13,71.92575
2022-12-14,68.78739
2022-12-15,77.714
2022-12-16,70.1795
2022-12-17,13.50592
2022-12-18,3.01624
2022-12-19,58.21223
2022-12-20,84.63792
2022-12-21,75.13737
2022-12-22,66.80913
2022-12-23,73.84296
2022-12-24,11.84515
2022-12-25,2.58883
2022-12-26,26.47453
2022-12-27,60.00732
2022-12-28,66.95567
2022-12-29,59.76309
2022-12-30,47.5638
2022-12-31,10.15997
2023-01-01,3.27268
2023-01-02,28.66039
2023-01-03,73.59873
2023-01-04,69.37354
2023-01-05,77.93381
2023-01-06,68.25009
2023-01-07,13.13957
2023-01-08,3.04066
2023-01-09,59.83636
2023-01-10,75.32055
2023-01-11,72.24325
2023-01-12,79.97313
2023-01-13,65.95432
2023-01-14,13.20063
2023-01-15,2.9796
2023-01-16,49.01697
2023-01-17,66.30846
2023-01-18,67.21211
2023-01-19,70.28941
2023-01-20,70.02075
2023-01-21,15.59408
2023-01-22,4.75027
2023-01-23,38.34412
2023-01-24,51.60581
2023-01-25,67.34644
2023-01-26,55.75772
2023-01-27,43.68054
2023-01-28,8.7068
2023-01-29,3.34595
2023-01-30,50.89754
2023-01-31,47.83245
2023-02-01,42.23958
2023-02-02,43.76602
2023-02-03,42.94785
2023-02-04,7.82757
2023-02-05,3.07729
2023-02-06,42.91122
2023-02-07,38.24642
2023-02-08,34.87605
2023-02-09,34.58297
2023-02-10,33.47173
2023-02-11,5.53181
2023-02-12,1.62412
2023-02-13,30.95616
2023-02-14,41.83661
2023-02-15,47.78361
2023-02-16,40.28574
2023-02-17,41.20161
2023-02-18,7.14372
2023-02-19,1.85614
2023-02-20,30.19904
2023-02-21,44.88948
2023-02-22,58.99377
2023-02-23,53.96263
2023-02-24,49.62754
2023-02-25,8.73122
2023-02-26,2.57662
2023-02-27,48.23543
2023-02-28,46.96544
2023-03-01,43.30199
2023-03-02,52.17975
2023-03-03,41.43363
2023-03-04,7.61997
2023-03-05,2.51556
2023-03-06,38.93027
2023-03-07,44.58419
2023-03-08,53.03455
2023-03-09,51.25167
2023-03-10,60.17828
2023-03-11,13.93332
2023-03-12,4.09085
2023-03-13,84.06398
2023-03-14,92.70973
2023-03-15,91.48858
2023-03-16,80.9012
2023-03-17,66.18634
2023-03-18,12.73659
2023-03-19,4.05421
2023-03-20,76.95689
2023-03-21,67.54182
2023-03-22,67.38307
2023-03-23,72.81719
2023-03-24,62.5351
2023-03-25,10.14775
2023-03-26,3.17499
2023-03-27,58.84723
2023-03-28,62.49847
2023-03-29,57.57723
2023-03-30,57.43069
2023-03-31,48.82158
2023-04-01,8.05959
2023-04-02,2.36903
2023-04-03,54.4633
2023-04-04,59.68982
2023-04-05,60.70338
2023-04-06,66.00317
2023-04-07,39.99267
2023-04-08,8.29161
2023-04-09,2.93076
2023-04-10,50.54341
2023-04-11,52.3385
2023-04-12,59.06704
2023-04-13,56.50262
2023-04-14,46.12284
2023-04-15,9.06093
2023-04-16,2.53999
2023-04-17,45.62217
2023-04-18,51.60581
2023-04-19,56.2706
2023-04-20,62.03443
2023-04-21,54.60984
2023-04-22,9.06093
2023-04-23,2.50335
2023-04-24,51.30052
2023-04-25,56.38051
2023-04-26,70.08181
2023-04-27,56.41714
2023-04-28,46.48919
2023-04-29,8.84112
2023-04-30,2.57662
2023-05-01,36.10941
2023-05-02,50.59225
2023-05-03,61.71693
2023-05-04,55.29368
2023-05-05,35.70643
2023-05-06,10.11112
2023-05-07,3.30931
2023-05-08,47.39284
2023-05-09,52.52167
2023-05-10,61.1552
2023-05-11,53.12003
2023-05-12,44.96275
2023-05-13,9.85468
2023-05-14,2.60105
2023-05-15,48.04005
2023-05-16,49.61533
2023-05-17,51.82561
2023-05-18,50.50677
2023-05-19,44.87727
2023-05-20,7.70545
2023-05-21,2.32018
2023-05-22,39.6019
2023-05-23,44.25448
2023-05-24,48.36976
2023-05-25,51.386
2023-05-26,39.89498
2023-05-27,8.10843
2023-05-28,2.69874
2023-05-29,30.56539
2023-05-30,42.69141
2023-05-31,40.04151
2023-06-01,40.28574
2023-06-02,30.4677
2023-06-03,6.27671
2023-06-04,1.95384
2023-06-05,25.11906
2023-06-06,22.79887
2023-06-07,32.91
2023-06-08,35.96287
2023-06-09,27.72011
2023-06-10,6.24007
2023-06-11,1.81951
2023-06-12,28.9901
2023-06-13,32.95884
2023-06-14,35.47441
2023-06-15,35.62095
2023-06-16,27.79338
2023-06-17,5.55623
2023-06-18,1.37989
2023-06-19,23.38502
2023-06-20,33.10538
2023-06-21,34.22884
2023-06-22,33.64269
2023-06-23,28.42837
2023-06-24,4.83575
2023-06-25,1.31884
2023-06-26,28.12309
2023-06-27,30.98058
2023-06-28,30.1502
2023-06-29,28.81914
2023-06-30,24.06887
2023-07-01,4.17633
2023-07-02,1.13566
2023-07-03,19.99023
2023-07-04,19.80705
2023-07-05,26.37684
2023-07-06,28.83135
2023-07-07,28.89241
2023-07-08,5.23873
2023-07-09,1.30663
2023-07-10,28.33068
2023-07-11,25.98607
2023-07-12,28.46501
2023-07-13,25.46098
2023-07-14,23.38502
2023-07-15,4.44498
2023-07-16,1.26999
2023-07-17,22.65233
2023-07-18,23.69031
2023-07-19,21.04042
2023-07-20,24.02002
2023-07-21,22.15166
2023-07-22,4.32287
2023-07-23,1.25778
2023-07-24,19.86811
2023-07-25,19.62388
2023-07-26,21.84637
2023-07-27,22.73781
2023-07-28,19.44071
2023-07-29,3.80998
2023-07-30,0.8548
2023-07-31,17.71889
2023-08-01,21.11368
2023-08-02,30.18683
2023-08-03,33.64269
2023-08-04,24.44742
2023-08-05,3.99316
2023-08-06,1.07461
2023-08-07,21.8708
2023-08-08,24.99694
2023-08-09,21.61436
2023-08-10,23.92233
2023-08-11,22.17608
2023-08-12,3.34595
2023-08-13,0.87922
2023-08-14,17.45023
2023-08-15,14.64159
2023-08-16,26.85309
2023-08-17,26.0105
2023-08-18,24.50848
2023-08-19,4.22518
2023-08-20,1.2822
2023-08-21,21.58993
2023-08-22,22.39589
2023-08-23,24.03223
2023-08-24,23.26291
2023-08-25,25.47319
2023-08-26,4.50604
2023-08-27,0.83038
2023-08-28,18.64696
2023-08-29,21.51666
2023-08-30,22.88435
2023-08-31,20.36878
2023-09-01,18.83013
2023-09-02,3.22383
2023-09-03,0.9647
2023-09-04,13.43265
2023-09-05,19.52619
2023-09-06,20.6008
2023-09-07,22.65233
2023-09-08,20.57638
2023-09-09,3.1872
2023-09-10,0.68384
2023-09-11,17.13273
2023-09-12,19.75821
2023-09-13,21.33349
2023-09-14,19.67273
2023-09-15,16.79081
2023-09-16,3.70008
2023-09-17,0.81817
2023-09-18,18.01196
2023-09-19,19.08657
2023-09-20,19.56282
2023-09-21,25.14348
2023-09-22,21.6632
2023-09-23,3.73671
2023-09-24,1.25778
2023-09-25,19.31859
2023-09-26,22.07839
2023-09-27,14.29967
2023-09-28,9.57381
2023-09-29,9.23189
2023-09-30,3.84662
2023-10-01,1.45316
2023-10-02,10.50189
2023-10-03,14.32409
2023-10-04,28.20857
2023-10-05,23.91012
2023-10-06,20.22224
2023-10-07,3.54133
2023-10-08,1.52643
2023-10-09,22.06618
2023-10-10,24.75271
2023-10-11,21.38234
2023-10-12,20.75955
2023-10-13,20.01465
2023-10-14,3.9321
2023-10-15,1.64855
2023-10-16,22.99426
2023-10-17,20.86945
2023-10-18,21.30907
2023-10-19,29.56404
2023-10-20,26.96299
2023-10-21,5.06777
2023-10-22,1.58749
2023-10-23,28.84357
2023-10-24,25.8029
2023-10-25,28.84357
2023-10-26,38.46623
2023-10-27,29.01453
2023-10-28,4.72585
2023-10-29,1.8073
2023-10-30,22.13945
2023-10-31,26.79203
2023-11-01,27.08511
2023-11-02,24.48406
2023-11-03,23.0431
2023-11-04,3.89546
2023-11-05,1.46538
2023-11-06,20.78397
2023-11-07,23.59262
2023-11-08,22.11503
2023-11-09,20.69849
2023-11-10,20.4909
2023-11-11,4.16412
2023-11-12,1.2822
2023-11-13,22.98204
2023-11-14,22.99426
2023-11-15,23.21406
2023-11-16,24.91146
2023-11-17,21.06484
2023-11-18,3.84662
2023-11-19,1.2822
2023-11-20,19.13542
2023-11-21,19.40407
2023-11-22,20.95493
2023-11-23,16.80302
2023-11-24,14.20197
2023-11-25,3.10172
2023-11-26,0.98913
2023-11-27,17.0961
2023-11-28,19.31859
2023-11-29,17.74331
2023-11-30,18.3661
2023-12-01,15.83831
2023-12-02,3.17499
2023-12-03,0.76932
2023-12-04,16.64427
2023-12-05,22.06618
2023-12-06,21.18695
2023-12-07,20.2833
2023-12-08,18.41494
2023-12-09,3.77335
2023-12-10,0.9647
2023-12-11,15.48418
2023-12-12,16.9862
2023-12-13,16.75418
2023-12-14,16.9862
2023-12-15,14.91024
2023-12-16,2.62547
2023-12-17,0.90365
2023-12-18,13.60361
2023-12-19,15.05678
2023-12-20,15.88716
2023-12-21,19.50177
2023-12-22,14.47063
2023-12-23,2.57662
2023-12-24,0.69605
2023-12-25,1.94162
2023-12-26,13.43265
2023-12-27,13.46928
2023-12-28,10.48968
2023-12-29,7.60776
2023-12-30,2.06374
2023-12-31,0.62278
2024-01-01,1.73403
2024-01-02,13.9089
2024-01-03,20.61301
2024-01-04,21.91964
2024-01-05,17.54793
2024-01-06,3.51691
2024-01-07,0.75711
2024-01-08,14.21418
2024-01-09,17.21821
2024-01-10,17.59677
2024-01-11,17.34033
2024-01-12,15.66735
2024-01-13,3.13835
2024-01-14,0.8548
2024-01-15,13.39601
2024-01-16,18.20735
2024-01-17,20.12455
2024-01-18,20.89388
2024-01-19,15.16668
2024-01-20,2.93076
2024-01-21,0.90365
2024-01-22,16.49774
2024-01-23,16.7786
2024-01-24,15.80168
2024-01-25,17.23043
2024-01-26,15.5086
2024-01-27,2.74758
2024-01-28,1.00134
2024-01-29,12.67554
2024-01-30,13.99438
2024-01-31,17.59677
2024-02-01,15.94822
2024-02-02,13.7013
2024-02-03,3.84662
2024-02-04,0.68384
2024-02-05,13.95774
2024-02-06,15.32543
2024-02-07,14.81255
2024-02-08,9.91574
2024-02-09,5.53181
2024-02-10,2.18585
2024-02-11,0.95249
2024-02-12,8.68237
2024-02-13,15.6063
2024-02-14,18.18292
2024-02-15,14.93466
2024-02-16,13.3838
2024-02-17,2.79643
2024-02-18,0.79374
2024-02-19,10.80718
2024-02-20,16.3512
2024-02-21,16.41226
2024-02-22,15.37428
2024-02-23,12.51679
2024-02-24,2.85749
2024-02-25,0.76932
2024-02-26,10.36756
2024-02-27,13.26169
2024-02-28,12.27256
2024-02-29,10.90487
2024-03-01,6.91171
2024-03-02,1.97826
2024-03-03,0.59836
2024-03-04,11.67419
2024-03-05,13.35938
2024-03-06,14.58053
2024-03-07,15.14226
2024-03-08,12.61448
2024-03-09,2.64989
2024-03-10,0.67163
2024-03-11,14.07986
2024-03-12,14.48284
2024-03-13,12.43131
2024-03-14,13.39601
2024-03-15,11.21015
2024-03-16,2.06374
2024-03-17,0.40297
2024-03-18,10.88044
2024-03-19,13.72572
2024-03-20,13.22505
