date,은시세
2020-03-20,2.71091
2020-03-21,1.45471
2020-03-22,1.02955
2020-03-23,2.37227
2020-03-24,2.80217
2020-03-25,2.61285
2020-03-26,2.33079
2020-03-27,1.99896
2020-03-28,1.05888
2020-03-29,0.86304
2020-03-30,1.79453
2020-03-31,1.64166
2020-04-01,1.54448
2020-04-02,1.61499
2020-04-03,1.53855
2020-04-04,0.88764
2020-04-05,0.74661
2020-04-06,3.00511
2020-04-07,2.81846
2020-04-08,2.27983
2020-04-09,2.0283
2020-04-10,2.18502
2020-04-11,1.27546
2020-04-12,1.45234
2020-04-13,2.92927
2020-04-14,2.50559
2020-04-15,1.49974
2020-04-16,2.044
2020-04-17,1.7969
2020-04-18,1.38656
2020-04-19,0.94689
2020-04-20,1.75868
2020-04-21,2.00311
2020-04-22,1.92193
2020-04-23,1.85823
2020-04-24,1.68906
2020-04-25,0.93948
2020-04-26,0.85682
2020-04-27,1.62151
2020-04-28,1.35605
2020-04-29,1.26391
2020-04-30,0.86749
2020-05-01,0.8426
2020-05-02,0.70157
2020-05-03,0.78542
2020-05-04,1.27279
2020-05-05,0.91845
2020-05-06,1.45826
2020-05-07,1.38242
2020-05-08,1.51841
2020-05-09,0.90452
2020-05-10,0.62869
2020-05-11,1.20139
2020-05-12,1.18806
2020-05-13,1.0177
2020-05-14,1.08881
2020-05-15,1.37945
2020-05-16,1.01474
2020-05-17,0.78305
2020-05-18,2.08607
2020-05-19,1.85557
2020-05-20,1.85675
2020-05-21,1.64699
2020-05-22,1.48345
2020-05-23,0.87045
2020-05-24,0.82749
2020-05-25,1.62477
2020-05-26,1.58507
2020-05-27,1.29383
2020-05-28,1.31783
2020-05-29,1.34686
2020-05-30,1.03844
2020-05-31,0.98985
2020-06-01,1.74891
2020-06-02,1.65647
2020-06-03,1.51663
2020-06-04,1.33353
2020-06-05,1.25531
2020-06-06,0.69269
2020-06-07,0.64647
2020-06-08,1.23428
2020-06-09,1.37175
2020-06-10,1.14806
2020-06-11,1.10392
2020-06-12,1.14273
2020-06-13,0.62602
2020-06-14,0.56321
2020-06-15,1.05325
2020-06-16,0.97356
2020-06-17,0.92852
2020-06-18,0.89089
2020-06-19,0.86364
2020-06-20,0.55877
2020-06-21,0.49566
2020-06-22,1.05385
2020-06-23,1.0974
2020-06-24,1.04555
2020-06-25,1.02748
2020-06-26,0.89356
2020-06-27,0.65654
2020-06-28,0.53507
2020-06-29,0.986
2020-06-30,0.94156
2020-07-01,1.24672
2020-07-02,1.28227
2020-07-03,1.04348
2020-07-04,0.67639
2020-07-05,0.69002
2020-07-06,1.1768
2020-07-07,1.19576
2020-07-08,1.36731
2020-07-09,1.78387
2020-07-10,1.26509
2020-07-11,0.78038
2020-07-12,0.74365
2020-07-13,1.48226
2020-07-14,2.02178
2020-07-15,1.99185
2020-07-16,2.03363
2020-07-17,2.23539
2020-07-18,1.1765
2020-07-19,0.90097
2020-07-20,1.71898
2020-07-21,2.72217
2020-07-22,5.46509
2020-07-23,5.27606
2020-07-24,4.23643
2020-07-25,3.09252
2020-07-26,1.84401
2020-07-27,5.12467
2020-07-28,6.72574
2020-07-29,5.66122
2020-07-30,4.10963
2020-07-31,3.62551
2020-08-01,2.08696
2020-08-02,1.74298
2020-08-03,3.14762
2020-08-04,2.8552
2020-08-05,5.50034
2020-08-06,5.96994
2020-08-07,6.31273
2020-08-08,3.4519
2020-08-09,2.17791
2020-08-10,4.71344
2020-08-11,5.06482
2020-08-12,6.75922
2020-08-13,4.32798
2020-08-14,3.55648
2020-08-15,1.75631
2020-08-16,1.45826
2020-08-17,2.18799
2020-08-18,3.71943
2020-08-19,3.1574
2020-08-20,2.93993
2020-08-21,2.54115
2020-08-22,1.39516
2020-08-23,1.39871
2020-08-24,2.67151
2020-08-25,2.37168
2020-08-26,2.07925
2020-08-27,2.35124
2020-08-28,2.02415
2020-08-29,1.38508
2020-08-30,1.08999
2020-08-31,2.33287
2020-09-01,2.56752
2020-09-02,2.35035
2020-09-03,2.0991
2020-09-04,2.22739
2020-09-05,1.22776
2020-09-06,2.17228
2020-09-07,9.18305
2020-09-08,2.58559
2020-09-09,2.40664
2020-09-10,2.2828
2020-09-11,2.13288
2020-09-12,1.15754
2020-09-13,1.00792
2020-09-14,1.78179
2020-09-15,1.87838
2020-09-16,1.77883
2020-09-17,1.71484
2020-09-18,1.6144
2020-09-19,0.94808
2020-09-20,0.73979
2020-09-21,1.60877
2020-09-22,2.40456
2020-09-23,2.11155
2020-09-24,2.3379
2020-09-25,1.91186
2020-09-26,0.99785
2020-09-27,0.82246
2020-09-28,1.77054
2020-09-29,1.56522
2020-09-30,0.95904
2020-10-01,1.00763
2020-10-02,1.35723
2020-10-03,1.11636
2020-10-04,0.88378
2020-10-05,1.65291
2020-10-06,1.60314
2020-10-07,1.53885
2020-10-08,1.42923
2020-10-09,0.91667
2020-10-10,0.9623
2020-10-11,0.7632
2020-10-12,1.64166
2020-10-13,1.77409
2020-10-14,1.55811
2020-10-15,1.46922
2020-10-16,1.36345
2020-10-17,0.74513
2020-10-18,0.69417
2020-10-19,1.30687
2020-10-20,1.2959
2020-10-21,1.33383
2020-10-22,1.33886
2020-10-23,1.10688
2020-10-24,0.66306
2020-10-25,0.61654
2020-10-26,1.20821
2020-10-27,1.16939
2020-10-28,1.20613
2020-10-29,1.28761
2020-10-30,1.23369
2020-10-31,0.64232
2020-11-01,0.59521
2020-11-02,1.08495
2020-11-03,1.09236
2020-11-04,1.24228
2020-11-05,1.16969
2020-11-06,1.39516
2020-11-07,0.75224
2020-11-08,0.70128
2020-11-09,1.45974
2020-11-10,1.62536
2020-11-11,1.25857
2020-11-12,1.15399
2020-11-13,1.04525
2020-11-14,0.64884
2020-11-15,0.54573
2020-11-16,1.18835
2020-11-17,1.1448
2020-11-18,1.15932
2020-11-19,1.07459
2020-11-20,1.02422
2020-11-21,0.68558
2020-11-22,0.63017
2020-11-23,1.11873
2020-11-24,1.25057
2020-11-25,1.30894
2020-11-26,1.16791
2020-11-27,1.15754
2020-11-28,0.85742
2020-11-29,0.67698
2020-11-30,1.39812
2020-12-01,1.31309
2020-12-02,1.40375
2020-12-03,1.36553
2020-12-04,1.26924
2020-12-05,0.78898
2020-12-06,0.69832
2020-12-07,1.30716
2020-12-08,1.3042
2020-12-09,1.22065
2020-12-10,1.15932
2020-12-11,1.09295
2020-12-12,0.71017
2020-12-13,0.66602
2020-12-14,1.18539
2020-12-15,1.14836
2020-12-16,1.18747
2020-12-17,1.37086
2020-12-18,1.47633
2020-12-19,0.86838
2020-12-20,0.74602
2020-12-21,1.60077
2020-12-22,1.50004
2020-12-23,1.26746
2020-12-24,1.69499
2020-12-25,0.91697
2020-12-26,0.88793
2020-12-27,0.82927
2020-12-28,1.50418
2020-12-29,1.40078
2020-12-30,1.39012
2020-12-31,1.35664
2021-01-01,0.95341
2021-01-02,1.13888
2021-01-03,1.46567
2021-01-04,2.0754
2021-01-05,2.09822
2021-01-06,2.05318
2021-01-07,1.86564
2021-01-08,1.88608
2021-01-09,1.60462
2021-01-10,1.19784
2021-01-11,2.36901
2021-01-12,1.98978
2021-01-13,1.72165
2021-01-14,1.68225
2021-01-15,1.61766
2021-01-16,1.06629
2021-01-17,1.0334
2021-01-18,1.52137
2021-01-19,1.51692
2021-01-20,1.42478
2021-01-21,1.44937
2021-01-22,1.38419
2021-01-23,0.88971
2021-01-24,0.80053
2021-01-25,1.35782
2021-01-26,1.86268
2021-01-27,1.34301
2021-01-28,1.31131
2021-01-29,2.12962
2021-01-30,1.5744
2021-01-31,1.50774
2021-02-01,33.91818
2021-02-02,100.0
2021-02-03,6.8001
2021-02-04,3.74136
2021-02-05,3.06496
2021-02-06,1.80016
2021-02-07,1.49085
2021-02-08,2.50648
2021-02-09,2.63299
2021-02-10,2.27687
2021-02-11,1.42952
2021-02-12,1.49678
2021-02-13,1.30983
2021-02-14,1.31042
2021-02-15,2.49789
2021-02-16,2.66203
2021-02-17,2.54589
2021-02-18,2.52811
2021-02-19,2.34057
2021-02-20,1.48048
2021-02-21,1.2245
2021-02-22,2.23658
2021-02-23,2.67655
2021-02-24,2.29702
2021-02-25,2.12666
2021-02-26,2.00252
2021-02-27,1.1925
2021-02-28,0.99104
2021-03-01,1.34657
2021-03-02,2.13258
2021-03-03,1.91927
2021-03-04,1.84372
2021-03-05,1.74535
2021-03-06,1.06155
2021-03-07,0.93534
2021-03-08,1.70358
2021-03-09,1.67425
2021-03-10,1.62477
2021-03-11,1.73083
2021-03-12,1.46004
2021-03-13,0.86749
2021-03-14,0.95104
2021-03-15,1.47189
2021-03-16,1.41915
2021-03-17,1.39278
2021-03-18,1.47545
2021-03-19,1.3516
2021-03-20,0.81268
2021-03-21,0.70424
2021-03-22,1.20465
2021-03-23,1.29827
2021-03-24,1.2722
2021-03-25,1.31101
2021-03-26,1.41056
2021-03-27,0.83697
2021-03-28,0.79431
2021-03-29,1.2488
2021-03-30,1.22894
2021-03-31,1.22006
2021-04-01,1.06866
2021-04-02,1.15014
2021-04-03,0.71106
2021-04-04,0.61684
2021-04-05,0.88941
2021-04-06,0.99459
2021-04-07,1.07962
2021-04-08,0.95045
2021-04-09,0.91549
2021-04-10,0.59788
2021-04-11,0.54129
2021-04-12,0.91963
2021-04-13,1.04674
2021-04-14,1.02214
2021-04-15,1.05562
2021-04-16,1.0574
2021-04-17,0.76794
2021-04-18,0.60943
2021-04-19,1.12614
2021-04-20,1.06451
2021-04-21,1.06629
2021-04-22,1.17028
2021-04-23,1.1611
2021-04-24,0.68676
2021-04-25,0.54722
2021-04-26,0.94778
2021-04-27,0.9777
2021-04-28,0.96467
2021-04-29,0.95548
2021-04-30,0.89326
2021-05-01,0.5644
2021-05-02,0.46189
2021-05-03,0.86897
2021-05-04,1.13888
2021-05-05,0.84556
2021-05-06,1.05207
2021-05-07,1.27072
2021-05-08,0.80083
2021-05-09,0.6201
2021-05-10,1.43426
2021-05-11,1.34242
2021-05-12,1.37975
2021-05-13,1.33175
2021-05-14,1.17028
2021-05-15,0.75313
2021-05-16,0.68706
2021-05-17,1.55337
2021-05-18,1.84342
2021-05-19,1.59307
2021-05-20,1.85497
2021-05-21,1.35368
2021-05-22,0.8346
2021-05-23,0.81446
2021-05-24,1.6938
2021-05-25,1.47456
2021-05-26,1.60196
2021-05-27,1.3679
2021-05-28,1.23131
2021-05-29,0.84438
2021-05-30,0.6361
2021-05-31,1.26953
2021-06-01,1.39664
2021-06-02,1.36582
2021-06-03,1.36819
2021-06-04,1.20554
2021-06-05,0.69772
2021-06-06,0.61743
2021-06-07,1.10006
2021-06-08,1.13977
2021-06-09,1.08525
2021-06-10,1.01681
2021-06-11,1.06392
2021-06-12,0.67372
2021-06-13,0.53625
2021-06-14,0.978
2021-06-15,0.95904
2021-06-16,0.98215
2021-06-17,1.05888
2021-06-18,1.21946
2021-06-19,0.69683
2021-06-20,0.52411
2021-06-21,1.04674
2021-06-22,0.99044
2021-06-23,0.95548
2021-06-24,0.87223
2021-06-25,0.90304
2021-06-26,0.60469
2021-06-27,0.49092
2021-06-28,0.90275
2021-06-29,1.24109
2021-06-30,1.41086
2021-07-01,1.05503
2021-07-02,0.90393
2021-07-03,0.58632
2021-07-04,0.49389
2021-07-05,1.02659
2021-07-06,0.94748
2021-07-07,0.97741
2021-07-08,0.94482
2021-07-09,0.93593
2021-07-10,0.55907
2021-07-11,0.5641
2021-07-12,0.8503
2021-07-13,0.93208
2021-07-14,1.18984
2021-07-15,1.07636
2021-07-16,1.04229
2021-07-17,0.64143
2021-07-18,0.51611
2021-07-19,0.93356
2021-07-20,1.04733
2021-07-21,0.97356
2021-07-22,0.91934
2021-07-23,0.86364
2021-07-24,0.6761
2021-07-25,0.53359
2021-07-26,0.87223
2021-07-27,0.89801
2021-07-28,0.91697
2021-07-29,0.89919
2021-07-30,0.90334
2021-07-31,0.60854
2021-08-01,0.48974
2021-08-02,0.74365
2021-08-03,0.82246
2021-08-04,0.82394
2021-08-05,0.81268
2021-08-06,0.77238
2021-08-07,0.60054
2021-08-08,0.5327
2021-08-09,1.26094
2021-08-10,1.1765
2021-08-11,1.20435
2021-08-12,1.1851
2021-08-13,1.04733
2021-08-14,0.70187
2021-08-15,0.60914
2021-08-16,0.88645
2021-08-17,1.24168
2021-08-18,1.06718
2021-08-19,1.14984
2021-08-20,1.12466
2021-08-21,0.69743
2021-08-22,0.60825
2021-08-23,1.11577
2021-08-24,1.03755
2021-08-25,1.00229
2021-08-26,0.96082
2021-08-27,0.92319
2021-08-28,0.63758
2021-08-29,0.59314
2021-08-30,0.97326
2021-08-31,0.95193
2021-09-01,0.89297
2021-09-02,0.90778
2021-09-03,0.82305
2021-09-04,0.64439
2021-09-05,0.53092
2021-09-06,0.93859
2021-09-07,0.98037
2021-09-08,0.88615
2021-09-09,0.88378
2021-09-10,0.74898
2021-09-11,0.52174
2021-09-12,0.51225
2021-09-13,0.84349
2021-09-14,0.81357
2021-09-15,0.76527
2021-09-16,0.80053
2021-09-17,0.89267
2021-09-18,0.56321
2021-09-19,0.45122
2021-09-20,0.61595
2021-09-21,0.68676
2021-09-22,0.6601
2021-09-23,0.99666
2021-09-24,0.88497
2021-09-25,0.6038
2021-09-26,0.4844
2021-09-27,0.8346
2021-09-28,0.88764
2021-09-29,0.95904
2021-09-30,1.07518
2021-10-01,0.95726
2021-10-02,0.57981
2021-10-03,0.57477
2021-10-04,0.91519
2021-10-05,1.39753
2021-10-06,1.06866
2021-10-07,0.97415
2021-10-08,0.85208
2021-10-09,0.72942
2021-10-10,0.50988
2021-10-11,0.74839
2021-10-12,1.04259
2021-10-13,0.92763
2021-10-14,1.09532
2021-10-15,0.93119
2021-10-16,0.55818
2021-10-17,0.48292
2021-10-18,0.81594
2021-10-19,0.94808
2021-10-20,0.95637
2021-10-21,1.08347
2021-10-22,0.92319
2021-10-23,0.62395
2021-10-24,0.55344
2021-10-25,1.07162
2021-10-26,0.954
2021-10-27,0.88141
2021-10-28,0.8589
2021-10-29,0.74513
2021-10-30,0.469
2021-10-31,0.42782
2021-11-01,0.77742
2021-11-02,0.87312
2021-11-03,0.83282
2021-11-04,0.81416
2021-11-05,0.80675
2021-11-06,0.49952
2021-11-07,0.45093
2021-11-08,0.90986
2021-11-09,0.986
2021-11-10,0.90186
2021-11-11,1.21798
2021-11-12,1.17384
2021-11-13,0.64143
2021-11-14,0.55729
2021-11-15,1.17354
2021-11-16,1.19932
2021-11-17,1.13947
2021-11-18,0.99281
2021-11-19,0.94689
2021-11-20,0.50485
2021-11-21,0.45359
2021-11-22,0.83579
2021-11-23,0.83816
2021-11-24,0.83312
2021-11-25,0.82305
2021-11-26,0.75135
2021-11-27,0.55462
2021-11-28,0.56499
2021-11-29,0.89652
2021-11-30,0.8983
2021-12-01,0.82275
2021-12-02,0.80705
2021-12-03,0.6998
2021-12-04,0.48411
2021-12-05,0.39967
2021-12-06,0.74365
2021-12-07,0.74868
2021-12-08,0.71224
2021-12-09,0.68676
2021-12-10,0.73831
2021-12-11,0.43819
2021-12-12,0.40234
2021-12-13,0.74661
2021-12-14,0.75253
