date,대신증권배당금
2023-05-29,9.12311
2023-05-30,12.40035
2023-05-31,11.95748
2023-06-01,13.99468
2023-06-02,12.84322
2023-06-03,8.76882
2023-06-04,10.00885
2023-06-05,12.13463
2023-06-06,12.04605
2023-06-07,11.51461
2023-06-08,13.72896
2023-06-09,13.90611
2023-06-10,13.28609
2023-06-11,10.186
2023-06-12,13.55181
2023-06-13,11.51461
2023-06-14,16.2976
2023-06-15,14.08325
2023-06-16,12.13463
2023-06-17,6.28875
2023-06-18,9.65456
2023-06-19,8.85739
2023-06-20,9.56598
2023-06-21,6.55447
2023-06-22,7.7945
2023-06-23,6.73162
2023-06-24,4.42869
2023-06-25,3.89725
2023-06-26,6.64304
2023-06-27,6.73162
2023-06-28,7.08591
2023-06-29,6.99734
2023-06-30,7.52878
2023-07-01,6.02302
2023-07-02,5.58015
2023-07-03,5.66873
2023-07-04,7.08591
2023-07-05,6.90876
2023-07-06,5.93445
2023-07-07,5.66873
2023-07-08,6.73162
2023-07-09,5.49158
2023-07-10,6.02302
2023-07-11,6.55447
2023-07-12,7.52878
2023-07-13,7.44021
2023-07-14,7.17449
2023-07-15,3.80868
2023-07-16,3.80868
2023-07-17,5.22586
2023-07-18,5.7573
2023-07-19,5.49158
2023-07-20,5.04871
2023-07-21,3.54295
2023-07-22,3.80868
2023-07-23,3.36581
2023-07-24,3.80868
2023-07-25,4.96014
2023-07-26,5.40301
2023-07-27,5.58015
2023-07-28,6.90876
2023-07-29,5.58015
2023-07-30,4.16297
2023-07-31,5.40301
2023-08-01,4.87156
2023-08-02,5.66873
2023-08-03,6.28875
2023-08-04,7.61736
2023-08-05,4.60584
2023-08-06,4.69441
2023-08-07,6.99734
2023-08-08,8.06023
2023-08-09,7.26306
2023-08-10,8.94596
2023-08-11,8.76882
2023-08-12,5.22586
2023-08-13,7.70593
2023-08-14,9.21169
2023-08-15,9.30026
2023-08-16,9.74313
2023-08-17,7.08591
2023-08-18,6.90876
2023-08-19,4.42869
2023-08-20,5.84588
2023-08-21,6.28875
2023-08-22,6.20017
2023-08-23,5.13728
2023-08-24,5.93445
2023-08-25,7.26306
2023-08-26,4.96014
2023-08-27,4.60584
2023-08-28,6.64304
2023-08-29,7.26306
2023-08-30,8.41452
2023-08-31,7.35163
2023-09-01,6.37732
2023-09-02,4.69441
2023-09-03,4.96014
2023-09-04,4.87156
2023-09-05,7.17449
2023-09-06,6.28875
2023-09-07,5.93445
2023-09-08,6.02302
2023-09-09,3.89725
2023-09-10,2.56864
2023-09-11,5.93445
2023-09-12,4.87156
2023-09-13,4.96014
2023-09-14,5.04871
2023-09-15,7.52878
2023-09-16,4.16297
2023-09-17,4.87156
2023-09-18,7.44021
2023-09-19,5.22586
2023-09-20,7.17449
2023-09-21,6.02302
2023-09-22,3.89725
2023-09-23,2.30292
2023-09-24,2.30292
2023-09-25,5.31443
2023-09-26,3.89725
2023-09-27,3.89725
2023-09-28,2.12577
2023-09-29,2.74579
2023-09-30,1.06288
2023-10-01,2.83436
2023-10-02,2.39149
2023-10-03,2.12577
2023-10-04,3.80868
2023-10-05,3.7201
2023-10-06,4.16297
2023-10-07,2.39149
2023-10-08,1.86005
2023-10-09,3.36581
2023-10-10,4.42869
2023-10-11,6.46589
2023-10-12,4.96014
2023-10-13,4.96014
2023-10-14,4.16297
2023-10-15,3.54295
2023-10-16,3.89725
2023-10-17,6.20017
2023-10-18,5.58015
2023-10-19,5.40301
2023-10-20,5.58015
2023-10-21,2.74579
2023-10-22,2.74579
2023-10-23,3.89725
2023-10-24,6.99734
2023-10-25,6.28875
2023-10-26,5.13728
2023-10-27,5.7573
2023-10-28,2.21434
2023-10-29,3.63153
2023-10-30,5.31443
2023-10-31,4.87156
2023-11-01,4.87156
2023-11-02,5.58015
2023-11-03,4.51727
2023-11-04,4.25155
2023-11-05,2.65721
2023-11-06,6.82019
2023-11-07,7.44021
2023-11-08,7.26306
2023-11-09,7.61736
2023-11-10,6.46589
2023-11-11,2.65721
2023-11-12,3.27723
2023-11-13,7.44021
2023-11-14,9.8317
2023-11-15,8.85739
2023-11-16,7.35163
2023-11-17,7.35163
2023-11-18,4.25155
2023-11-19,3.98582
2023-11-20,10.5403
2023-11-21,11.16031
2023-11-22,8.76882
2023-11-23,8.68024
2023-11-24,7.97165
2023-11-25,3.36581
2023-11-26,5.04871
2023-11-27,7.44021
2023-11-28,8.32595
2023-11-29,8.59167
2023-11-30,15.05757
2023-12-01,8.1488
2023-12-02,7.08591
2023-12-03,4.96014
2023-12-04,9.74313
2023-12-05,10.09743
2023-12-06,11.51461
2023-12-07,13.28609
2023-12-08,13.72896
2023-12-09,6.82019
2023-12-10,6.02302
2023-12-11,12.5775
2023-12-12,12.31178
2023-12-13,10.71744
2023-12-14,13.37466
2023-12-15,12.75465
2023-12-16,9.12311
2023-12-17,9.56598
2023-12-18,17.09477
2023-12-19,13.72896
2023-12-20,17.36049
2023-12-21,16.12046
2023-12-22,19.66341
2023-12-23,8.32595
2023-12-24,8.5031
2023-12-25,12.5775
2023-12-26,24.26926
2023-12-27,20.54915
2023-12-28,15.32329
2023-12-29,12.5775
2023-12-30,7.08591
2023-12-31,5.40301
2024-01-01,8.5031
2024-01-02,19.48627
2024-01-03,14.70327
2024-01-04,13.02037
2024-01-05,13.37466
2024-01-06,6.20017
2024-01-07,6.46589
2024-01-08,10.62887
2024-01-09,12.48892
2024-01-10,14.17183
2024-01-11,13.46324
2024-01-12,13.28609
2024-01-13,8.68024
2024-01-14,6.02302
2024-01-15,12.40035
2024-01-16,11.69176
2024-01-17,12.31178
2024-01-18,12.31178
2024-01-19,9.92028
2024-01-20,6.28875
2024-01-21,6.20017
2024-01-22,13.10894
2024-01-23,12.48892
2024-01-24,12.66607
2024-01-25,14.6147
2024-01-26,100.0
2024-01-27,20.46058
2024-01-28,15.58901
2024-01-29,31.53232
2024-01-30,33.83525
2024-01-31,23.91496
2024-02-01,27.90079
2024-02-02,26.92648
2024-02-03,11.78033
2024-02-04,10.09743
2024-02-05,22.05491
2024-02-06,23.29495
2024-02-07,28.96368
2024-02-08,26.57218
2024-02-09,11.51461
2024-02-10,11.24889
2024-02-11,10.71744
2024-02-12,13.02037
2024-02-13,36.84676
2024-02-14,24.8007
2024-02-15,25.155
2024-02-16,21.78919
2024-02-17,12.48892
2024-02-18,10.98317
2024-02-19,28.25509
2024-02-20,25.33215
2024-02-21,22.14348
2024-02-22,24.97785
2024-02-23,26.48361
2024-02-24,14.08325
2024-02-25,12.48892
2024-02-26,28.69796
2024-02-27,27.1922
2024-02-28,26.74933
2024-02-29,31.53232
2024-03-01,13.99468
2024-03-02,10.62887
2024-03-03,11.69176
2024-03-04,41.54118
2024-03-05,34.89813
2024-03-06,17.80336
2024-03-07,15.14614
2024-03-08,18.51195
2024-03-09,9.92028
2024-03-10,6.37732
2024-03-11,15.58901
2024-03-12,16.47475
2024-03-13,20.54915
2024-03-14,31.44375
2024-03-15,22.05491
2024-03-16,9.21169
2024-03-17,9.38883
2024-03-18,19.0434
2024-03-19,19.30912
2024-03-20,18.86625
