date,코인지갑
2020-03-20,2.76497
2020-03-21,3.2258
2020-03-22,3.2258
2020-03-23,5.18433
2020-03-24,4.26267
2020-03-25,4.49308
2020-03-26,4.03225
2020-03-27,4.37788
2020-03-28,4.8387
2020-03-29,3.91705
2020-03-30,4.7235
2020-03-31,3.34101
2020-04-01,3.91705
2020-04-02,2.88018
2020-04-03,4.60829
2020-04-04,4.37788
2020-04-05,2.30414
2020-04-06,2.88018
2020-04-07,3.68663
2020-04-08,4.03225
2020-04-09,1.26728
2020-04-10,1.72811
2020-04-11,2.41935
2020-04-12,2.76497
2020-04-13,3.80184
2020-04-14,4.37788
2020-04-15,1.49769
2020-04-16,3.34101
2020-04-17,2.99539
2020-04-18,2.30414
2020-04-19,4.60829
2020-04-20,3.68663
2020-04-21,2.88018
2020-04-22,1.26728
2020-04-23,2.18894
2020-04-24,3.2258
2020-04-25,4.14746
2020-04-26,3.34101
2020-04-27,3.57142
2020-04-28,2.30414
2020-04-29,1.84331
2020-04-30,2.07373
2020-05-01,2.88018
2020-05-02,1.95852
2020-05-03,1.84331
2020-05-04,1.6129
2020-05-05,2.18894
2020-05-06,3.91705
2020-05-07,2.64976
2020-05-08,2.64976
2020-05-09,2.64976
2020-05-10,1.95852
2020-05-11,2.53456
2020-05-12,2.64976
2020-05-13,1.72811
2020-05-14,2.41935
2020-05-15,2.88018
2020-05-16,3.57142
2020-05-17,3.45622
2020-05-18,4.60829
2020-05-19,3.45622
2020-05-20,3.2258
2020-05-21,2.53456
2020-05-22,5.41474
2020-05-23,0.92165
2020-05-24,2.88018
2020-05-25,3.11059
2020-05-26,4.8387
2020-05-27,4.8387
2020-05-28,2.64976
2020-05-29,1.6129
2020-05-30,3.45622
2020-05-31,1.95852
2020-06-01,4.49308
2020-06-02,3.11059
2020-06-03,4.14746
2020-06-04,5.99078
2020-06-05,4.26267
2020-06-06,2.18894
2020-06-07,3.57142
2020-06-08,4.8387
2020-06-09,3.45622
2020-06-10,2.41935
2020-06-11,3.45622
2020-06-12,3.11059
2020-06-13,1.95852
2020-06-14,2.64976
2020-06-15,3.11059
2020-06-16,6.10599
2020-06-17,2.99539
2020-06-18,2.88018
2020-06-19,1.84331
2020-06-20,1.95852
2020-06-21,2.53456
2020-06-22,2.76497
2020-06-23,3.11059
2020-06-24,1.38248
2020-06-25,2.99539
2020-06-26,3.45622
2020-06-27,2.99539
2020-06-28,1.95852
2020-06-29,3.68663
2020-06-30,2.64976
2020-07-01,2.18894
2020-07-02,3.2258
2020-07-03,3.80184
2020-07-04,2.64976
2020-07-05,2.30414
2020-07-06,3.68663
2020-07-07,4.8387
2020-07-08,2.64976
2020-07-09,3.68663
2020-07-10,3.57142
2020-07-11,2.53456
2020-07-12,2.30414
2020-07-13,3.68663
2020-07-14,3.68663
2020-07-15,5.52995
2020-07-16,3.2258
2020-07-17,1.95852
2020-07-18,3.2258
2020-07-19,1.15207
2020-07-20,2.18894
2020-07-21,3.2258
2020-07-22,3.34101
2020-07-23,3.57142
2020-07-24,2.64976
2020-07-25,3.11059
2020-07-26,1.84331
2020-07-27,4.03225
2020-07-28,2.76497
2020-07-29,4.60829
2020-07-30,3.45622
2020-07-31,2.99539
2020-08-01,3.2258
2020-08-02,4.60829
2020-08-03,4.26267
2020-08-04,4.7235
2020-08-05,4.26267
2020-08-06,4.26267
2020-08-07,3.68663
2020-08-08,3.45622
2020-08-09,2.88018
2020-08-10,4.03225
2020-08-11,4.49308
2020-08-12,4.49308
2020-08-13,3.91705
2020-08-14,2.99539
2020-08-15,3.2258
2020-08-16,2.53456
2020-08-17,2.30414
2020-08-18,4.49308
2020-08-19,4.49308
2020-08-20,2.64976
2020-08-21,5.76036
2020-08-22,2.88018
2020-08-23,3.80184
2020-08-24,4.49308
2020-08-25,4.03225
2020-08-26,5.87557
2020-08-27,4.03225
2020-08-28,1.6129
2020-08-29,2.76497
2020-08-30,3.57142
2020-08-31,4.26267
2020-09-01,3.68663
2020-09-02,5.29953
2020-09-03,3.2258
2020-09-04,2.99539
2020-09-05,2.76497
2020-09-06,2.99539
2020-09-07,2.53456
2020-09-08,3.80184
2020-09-09,4.03225
2020-09-10,3.68663
2020-09-11,3.2258
2020-09-12,1.6129
2020-09-13,2.30414
2020-09-14,2.88018
2020-09-15,3.34101
2020-09-16,2.41935
2020-09-17,2.76497
2020-09-18,3.91705
2020-09-19,1.84331
2020-09-20,2.88018
2020-09-21,2.64976
2020-09-22,2.88018
2020-09-23,2.88018
2020-09-24,2.76497
2020-09-25,6.22119
2020-09-26,3.57142
2020-09-27,5.18433
2020-09-28,3.80184
2020-09-29,2.76497
2020-09-30,1.95852
2020-10-01,2.53456
2020-10-02,1.84331
2020-10-03,1.95852
2020-10-04,2.64976
2020-10-05,4.14746
2020-10-06,2.99539
2020-10-07,2.53456
2020-10-08,2.88018
2020-10-09,2.53456
2020-10-10,1.72811
2020-10-11,3.68663
2020-10-12,3.68663
2020-10-13,2.64976
2020-10-14,3.45622
2020-10-15,2.88018
2020-10-16,1.72811
2020-10-17,1.49769
2020-10-18,2.99539
2020-10-19,3.2258
2020-10-20,3.91705
2020-10-21,3.34101
2020-10-22,2.30414
2020-10-23,3.57142
2020-10-24,1.95852
2020-10-25,2.18894
2020-10-26,2.18894
2020-10-27,2.64976
2020-10-28,1.49769
2020-10-29,2.07373
2020-10-30,2.30414
2020-10-31,1.84331
2020-11-01,3.68663
2020-11-02,2.99539
2020-11-03,1.38248
2020-11-04,3.11059
2020-11-05,3.45622
2020-11-06,8.41013
2020-11-07,4.49308
2020-11-08,2.30414
2020-11-09,3.80184
2020-11-10,1.95852
2020-11-11,3.45622
2020-11-12,2.41935
2020-11-13,2.99539
2020-11-14,2.88018
2020-11-15,2.30414
2020-11-16,3.34101
2020-11-17,3.57142
2020-11-18,7.37327
2020-11-19,4.26267
2020-11-20,3.80184
2020-11-21,5.29953
2020-11-22,4.26267
2020-11-23,8.17972
2020-11-24,10.02304
2020-11-25,8.75576
2020-11-26,9.33179
2020-11-27,5.99078
2020-11-28,4.14746
2020-11-29,6.56682
2020-11-30,5.64516
2020-12-01,9.33179
2020-12-02,5.29953
2020-12-03,7.37327
2020-12-04,4.7235
2020-12-05,5.18433
2020-12-06,3.91705
2020-12-07,5.76036
2020-12-08,6.56682
2020-12-09,5.87557
2020-12-10,4.60829
2020-12-11,4.7235
2020-12-12,4.60829
2020-12-13,4.37788
2020-12-14,3.34101
2020-12-15,5.18433
2020-12-16,3.80184
2020-12-17,8.29493
2020-12-18,8.52534
2020-12-19,6.3364
2020-12-20,4.49308
2020-12-21,6.79723
2020-12-22,4.7235
2020-12-23,6.79723
2020-12-24,5.64516
2020-12-25,4.60829
2020-12-26,4.60829
