date,서울집값
2020-03-20,81.08474
2020-03-21,60.27118
2020-03-22,64.20338
2020-03-23,88.20338
2020-03-24,69.42372
2020-03-25,67.79661
2020-03-26,76.94915
2020-03-27,75.45762
2020-03-28,63.9322
2020-03-29,64.47457
2020-03-30,75.52542
2020-03-31,66.37288
2020-04-01,69.55932
2020-04-02,71.66101
2020-04-03,61.22033
2020-04-04,52.94915
2020-04-05,58.71186
2020-04-06,61.22033
2020-04-07,62.71186
2020-04-08,68.40677
2020-04-09,73.15254
2020-04-10,72.54237
2020-04-11,66.44067
2020-04-12,66.77966
2020-04-13,73.8983
2020-04-14,66.84745
2020-04-15,62.71186
2020-04-16,92.88135
2020-04-17,75.79661
2020-04-18,58.37288
2020-04-19,66.23728
2020-04-20,74.30508
2020-04-21,83.11864
2020-04-22,73.49152
2020-04-23,74.23728
2020-04-24,62.50847
2020-04-25,55.8644
2020-04-26,66.84745
2020-04-27,76.33898
2020-04-28,73.9661
2020-04-29,58.91525
2020-04-30,55.25423
2020-05-01,65.62711
2020-05-02,55.9322
2020-05-03,61.55932
2020-05-04,66.30508
2020-05-05,57.49152
2020-05-06,68.81355
2020-05-07,64.81355
2020-05-08,54.30508
2020-05-09,44.13559
2020-05-10,50.03389
2020-05-11,61.55932
2020-05-12,57.15254
2020-05-13,53.69491
2020-05-14,60.27118
2020-05-15,55.25423
2020-05-16,46.16949
2020-05-17,50.77966
2020-05-18,61.35593
2020-05-19,54.10169
2020-05-20,50.64406
2020-05-21,54.91525
2020-05-22,47.11864
2020-05-23,43.38983
2020-05-24,55.18644
2020-05-25,57.8305
2020-05-26,56.94915
2020-05-27,53.42372
2020-05-28,55.11864
2020-05-29,55.72881
2020-05-30,49.55932
2020-05-31,56.47457
2020-06-01,67.18644
2020-06-02,59.8644
2020-06-03,56.47457
2020-06-04,69.22033
2020-06-05,64.74576
2020-06-06,63.8644
2020-06-07,72.67796
2020-06-08,83.05084
2020-06-09,74.37288
2020-06-10,75.38983
2020-06-11,84.88135
2020-06-12,87.05084
2020-06-13,61.76271
2020-06-14,74.44067
2020-06-15,87.18644
2020-06-16,70.03389
2020-06-17,84.27118
2020-06-18,88.33898
2020-06-19,77.35593
2020-06-20,70.64406
2020-06-21,74.91525
2020-06-22,85.9661
2020-06-23,86.57627
2020-06-24,88.20338
2020-06-25,79.8644
2020-06-26,79.66101
2020-06-27,66.91525
2020-06-28,72.88135
2020-06-29,96.06779
2020-06-30,83.52542
2020-07-01,93.69491
2020-07-02,98.98305
2020-07-03,90.71186
2020-07-04,74.03389
2020-07-05,77.35593
2020-07-06,94.16949
2020-07-07,88.40677
2020-07-08,90.10169
2020-07-09,97.55932
2020-07-10,96.13559
2020-07-11,74.23728
2020-07-12,77.62711
2020-07-13,93.08474
2020-07-14,81.35593
2020-07-15,78.77966
2020-07-16,92.81355
2020-07-17,96.61016
2020-07-18,89.69491
2020-07-19,85.69491
2020-07-20,98.16949
2020-07-21,92.06779
2020-07-22,96.74576
2020-07-23,95.11864
2020-07-24,77.8983
2020-07-25,76.06779
2020-07-26,80.13559
2020-07-27,81.8305
2020-07-28,76.54237
2020-07-29,89.8305
2020-07-30,78.44067
2020-07-31,75.52542
2020-08-01,62.77966
2020-08-02,61.8983
2020-08-03,82.64406
2020-08-04,86.50847
2020-08-05,72.20338
2020-08-06,64.06779
2020-08-07,62.84745
2020-08-08,54.98305
2020-08-09,60.81355
2020-08-10,74.91525
2020-08-11,70.16949
2020-08-12,72.47457
2020-08-13,75.66101
2020-08-14,65.01694
2020-08-15,61.08474
2020-08-16,66.03389
2020-08-17,65.55932
2020-08-18,70.37288
2020-08-19,59.25423
2020-08-20,65.15254
2020-08-21,61.49152
2020-08-22,62.03389
2020-08-23,70.77966
2020-08-24,66.71186
2020-08-25,69.62711
2020-08-26,69.8983
2020-08-27,67.79661
2020-08-28,64.33898
2020-08-29,61.8983
2020-08-30,70.10169
2020-08-31,70.30508
2020-09-01,63.05084
2020-09-02,61.69491
2020-09-03,61.01694
2020-09-04,60.0
2020-09-05,55.32203
2020-09-06,61.8305
2020-09-07,70.03389
2020-09-08,86.77966
2020-09-09,68.94915
2020-09-10,67.72881
2020-09-11,63.18644
2020-09-12,53.35593
2020-09-13,61.15254
2020-09-14,72.06779
2020-09-15,66.71186
2020-09-16,66.98305
2020-09-17,62.64406
2020-09-18,51.05084
2020-09-19,56.06779
2020-09-20,50.23728
2020-09-21,69.8983
2020-09-22,58.91525
2020-09-23,60.88135
2020-09-24,59.8644
2020-09-25,47.79661
2020-09-26,44.47457
2020-09-27,63.45762
2020-09-28,67.11864
2020-09-29,52.54237
2020-09-30,44.61016
2020-10-01,48.06779
2020-10-02,57.62711
2020-10-03,70.44067
2020-10-04,70.84745
2020-10-05,76.0
2020-10-06,69.35593
2020-10-07,65.55932
2020-10-08,61.76271
2020-10-09,56.54237
2020-10-10,65.69491
2020-10-11,58.64406
2020-10-12,76.40677
2020-10-13,69.08474
2020-10-14,77.76271
2020-10-15,69.49152
2020-10-16,63.66101
2020-10-17,54.57627
2020-10-18,59.8644
2020-10-19,62.37288
2020-10-20,65.8305
2020-10-21,83.25423
2020-10-22,67.18644
2020-10-23,53.62711
2020-10-24,50.16949
2020-10-25,52.27118
2020-10-26,64.40677
2020-10-27,65.8983
2020-10-28,60.40677
2020-10-29,65.49152
2020-10-30,53.76271
2020-10-31,56.94915
2020-11-01,55.66101
2020-11-02,61.35593
2020-11-03,52.40677
2020-11-04,50.98305
2020-11-05,57.49152
2020-11-06,55.9322
2020-11-07,48.94915
2020-11-08,53.42372
2020-11-09,63.05084
2020-11-10,56.61016
2020-11-11,64.88135
2020-11-12,62.03389
2020-11-13,61.76271
2020-11-14,50.50847
2020-11-15,61.76271
2020-11-16,60.40677
2020-11-17,64.13559
2020-11-18,60.40677
2020-11-19,62.50847
2020-11-20,64.61016
2020-11-21,59.79661
2020-11-22,60.67796
2020-11-23,69.01694
2020-11-24,61.69491
2020-11-25,61.69491
2020-11-26,61.49152
2020-11-27,63.9322
2020-11-28,52.40677
2020-11-29,60.13559
2020-11-30,71.25423
2020-12-01,61.62711
2020-12-02,57.62711
2020-12-03,65.35593
2020-12-04,60.40677
2020-12-05,55.72881
2020-12-06,57.76271
2020-12-07,61.22033
2020-12-08,53.76271
2020-12-09,57.8305
2020-12-10,62.10169
2020-12-11,57.55932
2020-12-12,58.50847
2020-12-13,59.45762
2020-12-14,56.40677
2020-12-15,53.49152
2020-12-16,52.33898
2020-12-17,57.08474
2020-12-18,52.47457
2020-12-19,43.59322
2020-12-20,55.45762
2020-12-21,51.72881
2020-12-22,57.69491
2020-12-23,44.40677
2020-12-24,52.47457
2020-12-25,51.18644
2020-12-26,48.0
2020-12-27,53.55932
2020-12-28,52.67796
2020-12-29,61.01694
2020-12-30,52.27118
2020-12-31,64.61016
2021-01-01,48.20338
2021-01-02,51.18644
2021-01-03,54.91525
2021-01-04,53.62711
2021-01-05,48.94915
2021-01-06,51.79661
2021-01-07,46.03389
2021-01-08,43.38983
2021-01-09,43.72881
2021-01-10,47.8644
2021-01-11,53.35593
2021-01-12,55.59322
2021-01-13,56.54237
2021-01-14,62.23728
2021-01-15,58.98305
2021-01-16,51.45762
2021-01-17,54.30508
2021-01-18,57.08474
2021-01-19,57.76271
2021-01-20,57.42372
2021-01-21,57.55932
2021-01-22,54.37288
2021-01-23,55.11864
2021-01-24,57.15254
2021-01-25,57.28813
2021-01-26,56.20338
2021-01-27,56.13559
2021-01-28,51.11864
2021-01-29,49.69491
2021-01-30,51.25423
2021-01-31,55.45762
2021-02-01,53.35593
2021-02-02,53.62711
2021-02-03,56.94915
2021-02-04,63.18644
2021-02-05,59.45762
2021-02-06,54.23728
2021-02-07,55.79661
2021-02-08,57.9661
2021-02-09,51.32203
2021-02-10,48.0
2021-02-11,39.18644
2021-02-12,47.79661
2021-02-13,57.35593
2021-02-14,60.94915
2021-02-15,61.76271
2021-02-16,55.59322
2021-02-17,53.22033
2021-02-18,50.03389
2021-02-19,46.37288
2021-02-20,46.16949
2021-02-21,51.9322
2021-02-22,58.91525
2021-02-23,49.76271
2021-02-24,56.61016
2021-02-25,53.08474
2021-02-26,46.98305
2021-02-27,36.61016
2021-02-28,45.8305
2021-03-01,50.44067
2021-03-02,56.40677
2021-03-03,53.69491
2021-03-04,49.35593
2021-03-05,43.9322
2021-03-06,41.35593
2021-03-07,51.11864
2021-03-08,46.10169
2021-03-09,48.61016
2021-03-10,46.98305
2021-03-11,47.11864
2021-03-12,39.38983
2021-03-13,40.67796
2021-03-14,46.37288
2021-03-15,51.45762
2021-03-16,49.01694
2021-03-17,45.9661
2021-03-18,43.9322
2021-03-19,39.38983
2021-03-20,41.22033
2021-03-21,78.77966
2021-03-22,80.27118
2021-03-23,63.9322
2021-03-24,60.54237
2021-03-25,56.88135
2021-03-26,51.25423
2021-03-27,49.01694
2021-03-28,58.57627
2021-03-29,65.22033
2021-03-30,52.0
2021-03-31,49.15254
2021-04-01,47.18644
2021-04-02,44.54237
