date,매매
2020-03-20,77.19162
2020-03-21,63.07214
2020-03-22,59.96896
2020-03-23,82.85492
2020-03-24,79.1311
2020-03-25,73.77812
2020-03-26,82.23429
2020-03-27,70.0543
2020-03-28,59.34833
2020-03-29,58.72769
2020-03-30,69.51124
2020-03-31,78.74321
2020-04-01,73.70054
2020-04-02,72.30411
2020-04-03,65.24437
2020-04-04,53.60744
2020-04-05,56.63304
2020-04-06,73.23506
2020-04-07,76.57098
2020-04-08,66.71838
2020-04-09,66.17532
2020-04-10,64.31342
2020-04-11,52.59891
2020-04-12,63.46004
2020-04-13,77.50193
2020-04-14,73.77812
2020-04-15,62.29635
2020-04-16,74.63149
2020-04-17,69.12335
2020-04-18,63.14972
2020-04-19,59.11559
2020-04-20,76.33824
2020-04-21,79.519
2020-04-22,69.97672
2020-04-23,67.57176
2020-04-24,67.0287
2020-04-25,55.77967
2020-04-26,70.67494
2020-04-27,71.37315
2020-04-28,78.89837
2020-04-29,63.46004
2020-04-30,56.08999
2020-05-01,53.52986
2020-05-02,61.83087
2020-05-03,62.68425
2020-05-04,73.4678
2020-05-05,66.02017
2020-05-06,67.88207
2020-05-07,68.73545
2020-05-08,63.53762
2020-05-09,49.10783
2020-05-10,53.91776
2020-05-11,71.68347
2020-05-12,69.51124
2020-05-13,66.2529
2020-05-14,64.23584
2020-05-15,62.83941
2020-05-16,55.70209
2020-05-17,60.12412
2020-05-18,73.77812
2020-05-19,72.61442
2020-05-20,71.68347
2020-05-21,61.59813
2020-05-22,68.65787
2020-05-23,50.89216
2020-05-24,61.83087
2020-05-25,83.24282
2020-05-26,75.40729
2020-05-27,67.72692
2020-05-28,71.60589
2020-05-29,65.55469
2020-05-30,53.52986
2020-05-31,57.33126
2020-06-01,70.28704
2020-06-02,67.0287
2020-06-03,61.44297
2020-06-04,60.35686
2020-06-05,57.48642
2020-06-06,51.90069
2020-06-07,51.97827
2020-06-08,72.92474
2020-06-09,67.0287
2020-06-10,67.33902
2020-06-11,66.09775
2020-06-12,61.52055
2020-06-13,51.20248
2020-06-14,60.35686
2020-06-15,74.86423
2020-06-16,70.20946
2020-06-17,73.00232
2020-06-18,70.13188
2020-06-19,61.83087
2020-06-20,51.90069
2020-06-21,63.53762
2020-06-22,78.20015
2020-06-23,74.24359
2020-06-24,68.73545
2020-06-25,70.98525
2020-06-26,62.29635
2020-06-27,49.49573
2020-06-28,57.25368
2020-06-29,71.45073
2020-06-30,63.6152
2020-07-01,66.02017
2020-07-02,62.91698
2020-07-03,60.9775
2020-07-04,53.91776
2020-07-05,50.11636
2020-07-06,67.64934
2020-07-07,67.64934
2020-07-08,65.78743
2020-07-09,65.47711
2020-07-10,61.59813
2020-07-11,54.07292
2020-07-12,58.96043
2020-07-13,73.0799
2020-07-14,76.33824
2020-07-15,70.51978
2020-07-16,67.88207
2020-07-17,66.95112
2020-07-18,57.9519
2020-07-19,55.62451
2020-07-20,73.4678
2020-07-21,66.79596
2020-07-22,67.95965
2020-07-23,70.13188
2020-07-24,59.65865
2020-07-25,47.47866
2020-07-26,53.21955
2020-07-27,68.81303
2020-07-28,67.4166
2020-07-29,63.6152
2020-07-30,64.54615
2020-07-31,62.68425
2020-08-01,58.88285
2020-08-02,53.60744
2020-08-03,74.01086
2020-08-04,67.64934
2020-08-05,69.51124
2020-08-06,66.56322
2020-08-07,57.33126
2020-08-08,49.26299
2020-08-09,50.03878
2020-08-10,66.33048
2020-08-11,70.90768
2020-08-12,69.12335
2020-08-13,67.49418
2020-08-14,57.40884
2020-08-15,46.47013
2020-08-16,48.40961
2020-08-17,58.41737
2020-08-18,68.26997
2020-08-19,66.02017
2020-08-20,66.09775
2020-08-21,65.01163
2020-08-22,58.57253
2020-08-23,60.04654
2020-08-24,70.98525
2020-08-25,74.55391
2020-08-26,74.86423
2020-08-27,67.95965
2020-08-28,66.17532
2020-08-29,62.45151
2020-08-30,55.93483
2020-08-31,74.78665
2020-09-01,68.50271
2020-09-02,74.47633
2020-09-03,67.4166
2020-09-04,67.57176
2020-09-05,57.64158
2020-09-06,66.71838
2020-09-07,82.46702
2020-09-08,76.57098
2020-09-09,80.37238
2020-09-10,75.40729
2020-09-11,67.33902
2020-09-12,64.0031
2020-09-13,71.52831
2020-09-14,76.72614
2020-09-15,70.51978
2020-09-16,74.08844
2020-09-17,70.8301
2020-09-18,64.46858
2020-09-19,54.5384
2020-09-20,53.14197
2020-09-21,80.44996
2020-09-22,61.75329
2020-09-23,65.01163
2020-09-24,62.29635
2020-09-25,55.62451
2020-09-26,49.18541
2020-09-27,50.737
2020-09-28,71.91621
2020-09-29,57.25368
2020-09-30,45.15128
2020-10-01,46.08223
2020-10-02,55.23661
2020-10-03,58.96043
2020-10-04,64.391
2020-10-05,70.8301
2020-10-06,72.14895
2020-10-07,70.0543
2020-10-08,61.98603
2020-10-09,60.35686
2020-10-10,61.67571
2020-10-11,64.23584
2020-10-12,75.17455
2020-10-13,72.92474
2020-10-14,73.31264
2020-10-15,75.17455
2020-10-16,68.73545
2020-10-17,57.71916
2020-10-18,65.55469
2020-10-19,77.73467
2020-10-20,75.71761
2020-10-21,68.96819
2020-10-22,74.55391
2020-10-23,65.86501
2020-10-24,52.52133
2020-10-25,60.12412
2020-10-26,72.14895
2020-10-27,69.97672
2020-10-28,69.97672
2020-10-29,67.64934
2020-10-30,64.0031
2020-10-31,55.31419
2020-11-01,58.80527
2020-11-02,71.14041
2020-11-03,66.79596
2020-11-04,67.80449
2020-11-05,60.2017
2020-11-06,59.65865
2020-11-07,52.67649
2020-11-08,56.08999
2020-11-09,68.81303
2020-11-10,67.88207
2020-11-11,67.72692
2020-11-12,69.27851
2020-11-13,65.63227
2020-11-14,55.23661
2020-11-15,63.38246
2020-11-16,74.86423
2020-11-17,74.78665
2020-11-18,69.35608
2020-11-19,76.95888
2020-11-20,71.29557
2020-11-21,68.81303
2020-11-22,66.71838
2020-11-23,77.03646
2020-11-24,75.71761
2020-11-25,74.86423
2020-11-26,74.08844
2020-11-27,63.30488
2020-11-28,61.83087
2020-11-29,63.77036
2020-11-30,83.01008
2020-12-01,78.12257
2020-12-02,75.95034
2020-12-03,75.56245
2020-12-04,76.33824
2020-12-05,62.45151
2020-12-06,65.01163
2020-12-07,83.39798
2020-12-08,73.54538
2020-12-09,80.83785
2020-12-10,74.94181
2020-12-11,72.22653
2020-12-12,64.77889
2020-12-13,66.95112
2020-12-14,83.24282
2020-12-15,82.23429
2020-12-16,72.61442
2020-12-17,77.19162
2020-12-18,74.32117
2020-12-19,59.27075
2020-12-20,70.36462
2020-12-21,78.35531
2020-12-22,75.01939
2020-12-23,75.71761
2020-12-24,66.09775
2020-12-25,52.67649
2020-12-26,54.77114
2020-12-27,73.93328
2020-12-28,87.89759
2020-12-29,85.5702
2020-12-30,76.72614
2020-12-31,60.74476
2021-01-01,53.7626
2021-01-02,67.0287
2021-01-03,68.03723
2021-01-04,96.50892
2021-01-05,92.86268
2021-01-06,87.97517
2021-01-07,83.39798
2021-01-08,80.13964
2021-01-09,77.42435
2021-01-10,82.9325
2021-01-11,100.0
2021-01-12,91.85415
2021-01-13,89.06128
2021-01-14,99.37936
2021-01-15,80.52754
2021-01-16,74.78665
2021-01-17,74.63149
2021-01-18,96.81923
2021-01-19,94.41427
2021-01-20,88.20791
2021-01-21,90.45771
2021-01-22,80.52754
2021-01-23,71.45073
2021-01-24,77.11404
2021-01-25,97.67261
2021-01-26,94.41427
2021-01-27,89.7595
2021-01-28,86.7339
2021-01-29,80.76027
2021-01-30,78.27773
2021-01-31,81.84639
2021-02-01,98.60356
2021-02-02,95.34522
2021-02-03,93.173
2021-02-04,88.20791
2021-02-05,73.62296
2021-02-06,73.77812
2021-02-07,80.91543
2021-02-08,90.92319
2021-02-09,84.32893
2021-02-10,74.70907
2021-02-11,57.64158
2021-02-12,62.91698
2021-02-13,74.01086
2021-02-14,83.55314
2021-02-15,98.8363
2021-02-16,94.33669
2021-02-17,92.0093
2021-02-18,88.51823
2021-02-19,82.62218
2021-02-20,69.20093
2021-02-21,74.01086
2021-02-22,91.38867
2021-02-23,91.15593
2021-02-24,86.7339
2021-02-25,80.68269
2021-02-26,68.42513
2021-02-27,65.39953
2021-02-28,68.73545
2021-03-01,74.94181
2021-03-02,82.46702
2021-03-03,83.94103
2021-03-04,82.85492
2021-03-05,75.64003
2021-03-06,75.17455
2021-03-07,77.19162
2021-03-08,83.16524
2021-03-09,83.47556
2021-03-10,81.14817
2021-03-11,80.37238
2021-03-12,72.30411
2021-03-13,70.36462
2021-03-14,69.82156
2021-03-15,85.41505
2021-03-16,84.25135
2021-03-17,80.21722
2021-03-18,75.40729
2021-03-19,81.76881
2021-03-20,69.97672
2021-03-21,65.24437
2021-03-22,86.42358
2021-03-23,82.62218
2021-03-24,85.41505
2021-03-25,78.66563
2021-03-26,69.82156
2021-03-27,65.01163
2021-03-28,68.58029
2021-03-29,91.07835
2021-03-30,78.74321
2021-03-31,76.26066
2021-04-01,73.70054
2021-04-02,66.79596
2021-04-03,68.81303
2021-04-04,70.28704
2021-04-05,87.58727
2021-04-06,77.03646
2021-04-07,82.00155
2021-04-08,67.49418
2021-04-09,69.27851
2021-04-10,64.77889
2021-04-11,66.6408
2021-04-12,70.75252
2021-04-13,77.50193
2021-04-14,79.05352
2021-04-15,77.42435
2021-04-16,77.50193
2021-04-17,63.14972
2021-04-18,77.88983
2021-04-19,91.07835
2021-04-20,77.19162
2021-04-21,75.79519
2021-04-22,75.79519
2021-04-23,67.88207
2021-04-24,59.96896
2021-04-25,66.48564
2021-04-26,80.37238
2021-04-27,80.91543
2021-04-28,72.07137
2021-04-29,72.14895
2021-04-30,64.54615
2021-05-01,56.86578
2021-05-02,55.31419
2021-05-03,67.88207
2021-05-04,67.33902
2021-05-05,57.79674
2021-05-06,66.79596
2021-05-07,64.77889
2021-05-08,61.05508
2021-05-09,65.01163
2021-05-10,85.41505
2021-05-11,85.9581
2021-05-12,71.91621
2021-05-13,67.72692
2021-05-14,68.65787
2021-05-15,56.94336
2021-05-16,59.34833
2021-05-17,72.76958
2021-05-18,66.95112
2021-05-19,63.07214
2021-05-20,75.09697
2021-05-21,70.20946
2021-05-22,55.23661
2021-05-23,69.51124
2021-05-24,81.14817
2021-05-25,76.57098
2021-05-26,77.96741
2021-05-27,78.89837
2021-05-28,72.45927
2021-05-29,65.32195
2021-05-30,69.20093
2021-05-31,84.94957
2021-06-01,87.50969
2021-06-02,78.04499
2021-06-03,74.32117
2021-06-04,71.91621
2021-06-05,66.09775
2021-06-06,67.0287
2021-06-07,89.68192
2021-06-08,79.67416
2021-06-09,75.79519
2021-06-10,73.93328
2021-06-11,69.43366
2021-06-12,59.96896
2021-06-13,67.64934
2021-06-14,80.60512
2021-06-15,75.87276
2021-06-16,78.04499
2021-06-17,74.94181
2021-06-18,78.58805
2021-06-19,63.77036
2021-06-20,64.77889
2021-06-21,86.03568
2021-06-22,82.23429
2021-06-23,83.63072
2021-06-24,80.2948
2021-06-25,67.57176
2021-06-26,66.02017
2021-06-27,68.26997
2021-06-28,84.25135
2021-06-29,76.02792
2021-06-30,77.73467
2021-07-01,73.4678
2021-07-02,69.89914
2021-07-03,65.32195
2021-07-04,66.2529
2021-07-05,81.69123
2021-07-06,77.50193
2021-07-07,71.60589
2021-07-08,73.62296
2021-07-09,64.62373
2021-07-10,62.45151
2021-07-11,57.09852
2021-07-12,70.51978
2021-07-13,82.46702
2021-07-14,68.89061
2021-07-15,74.94181
2021-07-16,70.4422
2021-07-17,57.25368
2021-07-18,62.60667
2021-07-19,81.61365
2021-07-20,77.88983
2021-07-21,70.36462
2021-07-22,67.10628
2021-07-23,66.87354
2021-07-24,60.04654
2021-07-25,60.51202
2021-07-26,74.08844
2021-07-27,74.01086
2021-07-28,68.26997
2021-07-29,70.67494
2021-07-30,74.39875
2021-07-31,60.74476
2021-08-01,60.66718
2021-08-02,82.62218
2021-08-03,80.37238
2021-08-04,78.58805
2021-08-05,76.72614
2021-08-06,67.4166
2021-08-07,62.68425
2021-08-08,66.09775
2021-08-09,81.69123
2021-08-10,75.95034
2021-08-11,80.37238
2021-08-12,71.21799
2021-08-13,69.6664
2021-08-14,65.78743
2021-08-15,62.83941
2021-08-16,67.57176
2021-08-17,81.07059
2021-08-18,87.43211
2021-08-19,78.97595
2021-08-20,76.26066
2021-08-21,70.90768
2021-08-22,72.38169
2021-08-23,83.47556
2021-08-24,87.43211
2021-08-25,85.80294
2021-08-26,84.40651
2021-08-27,76.80372
2021-08-28,73.8557
2021-08-29,72.22653
2021-08-30,88.36307
2021-08-31,78.51047
2021-09-01,74.78665
2021-09-02,79.98448
2021-09-03,71.91621
2021-09-04,66.56322
2021-09-05,66.33048
2021-09-06,79.28626
2021-09-07,74.16602
2021-09-08,81.45849
2021-09-09,75.71761
2021-09-10,75.01939
2021-09-11,61.83087
2021-09-12,66.02017
2021-09-13,74.01086
2021-09-14,73.00232
2021-09-15,73.70054
2021-09-16,77.73467
2021-09-17,63.14972
2021-09-18,49.88363
2021-09-19,46.08223
2021-09-20,54.46082
2021-09-21,54.69356
2021-09-22,65.70985
2021-09-23,87.74243
2021-09-24,75.40729
2021-09-25,65.24437
2021-09-26,71.91621
2021-09-27,85.41505
2021-09-28,80.37238
2021-09-29,80.44996
2021-09-30,80.60512
2021-10-01,70.36462
2021-10-02,63.2273
2021-10-03,68.34755
2021-10-04,80.06206
2021-10-05,84.79441
2021-10-06,77.57951
2021-10-07,75.09697
2021-10-08,69.82156
2021-10-09,64.46858
2021-10-10,69.6664
2021-10-11,78.74321
2021-10-12,74.78665
2021-10-13,75.56245
2021-10-14,77.2692
2021-10-15,78.89837
2021-10-16,61.36539
2021-10-17,61.28782
2021-10-18,72.14895
2021-10-19,70.4422
2021-10-20,72.22653
2021-10-21,68.96819
2021-10-22,60.89992
2021-10-23,59.58107
2021-10-24,73.31264
2021-10-25,78.20015
2021-10-26,72.76958
2021-10-27,76.26066
2021-10-28,69.43366
2021-10-29,62.37393
2021-10-30,57.33126
2021-10-31,65.70985
2021-11-01,67.95965
2021-11-02,74.78665
2021-11-03,75.32971
2021-11-04,68.96819
2021-11-05,69.27851
2021-11-06,58.96043
2021-11-07,61.98603
2021-11-08,69.12335
2021-11-09,68.89061
2021-11-10,70.75252
2021-11-11,67.95965
2021-11-12,60.5896
2021-11-13,54.5384
2021-11-14,62.83941
2021-11-15,67.49418
2021-11-16,71.91621
2021-11-17,64.15826
2021-11-18,60.43444
2021-11-19,59.42591
2021-11-20,53.14197
2021-11-21,58.33979
2021-11-22,66.48564
2021-11-23,66.02017
2021-11-24,60.9775
2021-11-25,62.83941
2021-11-26,68.03723
2021-11-27,49.41815
2021-11-28,54.69356
2021-11-29,65.55469
2021-11-30,65.63227
2021-12-01,59.50349
2021-12-02,62.45151
2021-12-03,57.25368
2021-12-04,54.77114
2021-12-05,58.72769
2021-12-06,72.53685
2021-12-07,67.4166
2021-12-08,65.16679
2021-12-09,60.9775
2021-12-10,60.35686
2021-12-11,53.45228
2021-12-12,57.40884
2021-12-13,63.14972
2021-12-14,61.13266
2021-12-15,62.76183
2021-12-16,61.67571
2021-12-17,49.18541
2021-12-18,45.84949
2021-12-19,49.88363
2021-12-20,63.38246
2021-12-21,61.59813
2021-12-22,57.48642
2021-12-23,54.46082
2021-12-24,47.01318
2021-12-25,38.6346
2021-12-26,52.21101
2021-12-27,60.74476
2021-12-28,55.08145
2021-12-29,57.79674
2021-12-30,56.94336
2021-12-31,46.31497
2022-01-01,43.13421
2022-01-02,51.74553
2022-01-03,63.77036
2022-01-04,67.18386
2022-01-05,61.52055
2022-01-06,61.59813
2022-01-07,67.10628
2022-01-08,54.46082
2022-01-09,58.02948
2022-01-10,72.76958
2022-01-11,67.57176
2022-01-12,64.62373
2022-01-13,70.13188
2022-01-14,60.66718
2022-01-15,60.66718
2022-01-16,68.96819
2022-01-17,78.58805
2022-01-18,71.76105
2022-01-19,69.04577
2022-01-20,66.79596
2022-01-21,66.6408
2022-01-22,59.19317
2022-01-23,65.78743
2022-01-24,71.06283
2022-01-25,67.64934
2022-01-26,64.54615
2022-01-27,67.57176
2022-01-28,58.49495
2022-01-29,49.96121
2022-01-30,52.13343
2022-01-31,46.39255
2022-02-01,51.97827
2022-02-02,60.27928
2022-02-03,71.99379
2022-02-04,68.89061
