date,나스닥상장
2021-01-10,0.0303
2021-01-11,0.25333
2021-01-12,0.34255
2021-01-13,0.35456
2021-01-14,0.20987
2021-01-15,0.16755
2021-01-16,0.0772
2021-01-17,0.0629
2021-01-18,0.07091
2021-01-19,0.09435
2021-01-20,0.06061
2021-01-21,0.05775
2021-01-22,0.06119
2021-01-23,0.04231
2021-01-24,0.03774
2021-01-25,0.03831
2021-01-26,0.06576
2021-01-27,0.06519
2021-01-28,0.05032
2021-01-29,0.05204
2021-01-30,0.0406
2021-01-31,0.02744
2021-02-01,0.0223
2021-02-02,0.05489
2021-02-03,0.05032
2021-02-04,0.07777
2021-02-05,0.06119
2021-02-06,0.03374
2021-02-07,0.03659
2021-02-08,0.03888
2021-02-09,0.04632
2021-02-10,0.07491
2021-02-11,0.04746
2021-02-12,0.05432
2021-02-13,0.14811
2021-02-14,0.0852
2021-02-15,0.17728
2021-02-16,0.12695
2021-02-17,0.3048
2021-02-18,0.39916
2021-02-19,0.20301
2021-02-20,0.09378
2021-02-21,0.06805
2021-02-22,0.09321
2021-02-23,0.07434
2021-02-24,0.06748
2021-02-25,0.07091
2021-02-26,0.06176
2021-02-27,0.03602
2021-02-28,0.02802
2021-03-01,0.04346
2021-03-02,0.0589
2021-03-03,0.05432
2021-03-04,0.04231
2021-03-05,0.08749
2021-03-06,0.06976
2021-03-07,0.06061
2021-03-08,0.08578
2021-03-09,0.08292
2021-03-10,0.11437
2021-03-11,0.19901
2021-03-12,0.32711
2021-03-13,0.13839
2021-03-14,0.08806
2021-03-15,0.33168
2021-03-16,0.25219
2021-03-17,0.19901
2021-03-18,0.10636
2021-03-19,0.09493
2021-03-20,0.04403
2021-03-21,0.06004
2021-03-22,0.07605
2021-03-23,0.06519
2021-03-24,0.05775
2021-03-25,0.06004
2021-03-26,0.05833
2021-03-27,0.0486
2021-03-28,0.03202
2021-03-29,0.06633
2021-03-30,0.17327
2021-03-31,0.1727
2021-04-01,0.14296
2021-04-02,0.12466
2021-04-03,0.08806
2021-04-04,0.07205
2021-04-05,0.08921
2021-04-06,0.13439
2021-04-07,0.16755
2021-04-08,0.17213
2021-04-09,0.13324
2021-04-10,0.15669
2021-04-11,0.13381
2021-04-12,0.19443
2021-04-13,0.51868
2021-04-14,1.07569
2021-04-15,0.40374
2021-04-16,0.07034
2021-04-17,0.07034
2021-04-18,0.04975
2021-04-19,0.03488
2021-04-20,0.05604
2021-04-21,0.05718
2021-04-22,0.0486
2021-04-23,0.04689
2021-04-24,0.02973
2021-04-25,0.02973
2021-04-26,0.04174
2021-04-27,0.06176
2021-04-28,0.06119
2021-04-29,0.06633
2021-04-30,0.0486
2021-05-01,0.03774
2021-05-02,0.01658
2021-05-03,0.02401
2021-05-04,0.02859
2021-05-05,0.03545
2021-05-06,0.04117
2021-05-07,0.03202
2021-05-08,0.02744
2021-05-09,0.01086
2021-05-10,0.03374
2021-05-11,0.03316
2021-05-12,0.08177
2021-05-13,0.0446
2021-05-14,0.03545
2021-05-15,0.03888
2021-05-16,0.02973
2021-05-17,0.03374
2021-05-18,0.04574
2021-05-19,0.03488
2021-05-20,0.09378
2021-05-21,0.07205
2021-05-22,0.02401
2021-05-23,0.01429
2021-05-24,0.04174
2021-05-25,0.05375
2021-05-26,0.05318
2021-05-27,0.06805
2021-05-28,0.05032
2021-05-29,0.02344
2021-05-30,0.02973
2021-05-31,0.03888
2021-06-01,0.07262
2021-06-02,0.05661
2021-06-03,0.04689
2021-06-04,0.03717
2021-06-05,0.01715
2021-06-06,0.01086
2021-06-07,0.0629
2021-06-08,0.06061
2021-06-09,0.04003
2021-06-10,0.03602
2021-06-11,0.03545
2021-06-12,0.01544
2021-06-13,0.01429
2021-06-14,0.03316
2021-06-15,0.03374
2021-06-16,0.02573
2021-06-17,0.0303
2021-06-18,0.03717
2021-06-19,0.01372
2021-06-20,0.01372
2021-06-21,0.03259
2021-06-22,0.03145
2021-06-23,0.03774
2021-06-24,0.03202
2021-06-25,0.02344
2021-06-26,0.01258
2021-06-27,0.02516
2021-06-28,0.0223
2021-06-29,0.03431
2021-06-30,0.03202
2021-07-01,0.04803
2021-07-02,0.03602
2021-07-03,0.02573
2021-07-04,0.02115
2021-07-05,0.02802
2021-07-06,0.0303
2021-07-07,0.03088
2021-07-08,0.03945
2021-07-09,0.02859
2021-07-10,0.0263
2021-07-11,0.02173
2021-07-12,0.03717
2021-07-13,0.03145
2021-07-14,0.03145
2021-07-15,0.02973
2021-07-16,0.03545
2021-07-17,0.01658
2021-07-18,0.01829
2021-07-19,0.02744
2021-07-20,0.03259
2021-07-21,0.03202
2021-07-22,0.02916
2021-07-23,0.02687
2021-07-24,0.01544
2021-07-25,0.00629
2021-07-26,0.02573
2021-07-27,0.02459
2021-07-28,0.02573
2021-07-29,0.03374
2021-07-30,0.03431
2021-07-31,0.01029
2021-08-01,0.00743
2021-08-02,0.02401
2021-08-03,0.02573
2021-08-04,0.02573
2021-08-05,0.02859
2021-08-06,0.0263
2021-08-07,0.012
2021-08-08,0.00972
2021-08-09,0.02115
2021-08-10,0.04231
2021-08-11,0.02859
2021-08-12,0.03945
2021-08-13,0.0263
2021-08-14,0.01601
2021-08-15,0.02173
2021-08-16,0.01086
2021-08-17,0.02001
2021-08-18,0.02173
2021-08-19,0.03545
2021-08-20,0.02401
2021-08-21,0.05661
2021-08-22,0.02687
2021-08-23,0.03431
2021-08-24,0.04918
2021-08-25,0.0303
2021-08-26,0.03545
2021-08-27,0.01944
2021-08-28,0.01658
2021-08-29,0.01086
2021-08-30,0.02173
2021-08-31,0.04174
2021-09-01,0.05604
2021-09-02,0.03774
2021-09-03,0.01887
2021-09-04,0.01429
2021-09-05,0.00686
2021-09-06,0.01372
2021-09-07,0.02344
2021-09-08,0.02344
2021-09-09,0.02516
2021-09-10,0.01887
2021-09-11,0.01315
2021-09-12,0.01429
2021-09-13,0.02115
2021-09-14,0.03088
2021-09-15,0.02916
2021-09-16,0.03545
2021-09-17,0.03774
2021-09-18,0.01772
2021-09-19,0.012
2021-09-20,0.01086
2021-09-21,0.01372
2021-09-22,0.00972
2021-09-23,0.03888
2021-09-24,0.02687
2021-09-25,0.01315
2021-09-26,0.01544
2021-09-27,0.02001
2021-09-28,0.0223
2021-09-29,0.02687
2021-09-30,0.03945
2021-10-01,0.02516
2021-10-02,0.02001
2021-10-03,0.01601
2021-10-04,0.01258
2021-10-05,0.03488
2021-10-06,0.02573
2021-10-07,0.02916
2021-10-08,0.02516
2021-10-09,0.01887
2021-10-10,0.01829
2021-10-11,0.01258
2021-10-12,0.02687
2021-10-13,0.0263
2021-10-14,0.02573
2021-10-15,0.02115
2021-10-16,0.01086
2021-10-17,0.01601
2021-10-18,0.02516
2021-10-19,0.03088
2021-10-20,0.02687
2021-10-21,0.0406
2021-10-22,0.0303
2021-10-23,0.01544
2021-10-24,0.01372
2021-10-25,0.02401
2021-10-26,0.03088
2021-10-27,0.02973
2021-10-28,0.02802
2021-10-29,0.0263
2021-10-30,0.01429
2021-10-31,0.01143
2021-11-01,0.01944
2021-11-02,0.0263
2021-11-03,0.03202
2021-11-04,0.0446
2021-11-05,0.03831
2021-11-06,0.00972
2021-11-07,0.01486
2021-11-08,0.03602
2021-11-09,0.04975
2021-11-10,0.07777
2021-11-11,0.07834
2021-11-12,0.05604
2021-11-13,0.0263
2021-11-14,0.012
2021-11-15,0.02802
2021-11-16,0.05547
2021-11-17,0.04346
2021-11-18,0.04803
2021-11-19,0.03945
2021-11-20,0.02001
2021-11-21,0.01772
2021-11-22,0.03602
2021-11-23,0.03374
2021-11-24,0.03888
2021-11-25,0.03145
2021-11-26,0.02573
2021-11-27,0.01086
2021-11-28,0.01887
2021-11-29,0.03088
2021-11-30,0.02687
2021-12-01,0.03374
2021-12-02,0.03831
2021-12-03,0.02173
2021-12-04,0.01601
2021-12-05,0.01143
2021-12-06,0.01944
2021-12-07,0.0303
2021-12-08,0.02573
2021-12-09,0.03431
2021-12-10,0.02173
2021-12-11,0.01601
2021-12-12,0.01143
2021-12-13,0.02401
2021-12-14,0.03145
2021-12-15,0.02516
2021-12-16,0.01658
2021-12-17,0.01887
2021-12-18,0.01887
2021-12-19,0.02058
2021-12-20,0.01829
2021-12-21,0.01829
2021-12-22,0.01315
2021-12-23,0.01429
2021-12-24,0.01429
2021-12-25,0.01086
2021-12-26,0.00686
2021-12-27,0.01544
2021-12-28,0.02115
2021-12-29,0.01772
2021-12-30,0.01486
2021-12-31,0.01086
2022-01-01,0.00914
2022-01-02,0.00857
2022-01-03,0.01658
2022-01-04,0.00914
2022-01-05,0.02459
2022-01-06,0.01601
2022-01-07,0.01887
2022-01-08,0.00972
2022-01-09,0.01029
2022-01-10,0.01372
2022-01-11,0.02344
2022-01-12,0.01887
2022-01-13,0.02401
2022-01-14,0.01143
2022-01-15,0.012
2022-01-16,0.00972
2022-01-17,0.01372
2022-01-18,0.01544
2022-01-19,0.02173
2022-01-20,0.01715
2022-01-21,0.02173
2022-01-22,0.01029
2022-01-23,0.01601
2022-01-24,0.0223
2022-01-25,0.01944
2022-01-26,0.03374
2022-01-27,0.01829
2022-01-28,0.02173
2022-01-29,0.01315
2022-01-30,0.00743
2022-01-31,0.00914
2022-02-01,0.01086
2022-02-02,0.01029
2022-02-03,0.02687
2022-02-04,0.02173
2022-02-05,0.01887
2022-02-06,0.00571
2022-02-07,0.01829
2022-02-08,0.02573
2022-02-09,0.02802
2022-02-10,0.02573
2022-02-11,0.02115
2022-02-12,0.02001
2022-02-13,0.00686
2022-02-14,0.01486
2022-02-15,0.01658
2022-02-16,0.01772
2022-02-17,0.02001
2022-02-18,0.01315
2022-02-19,0.00857
2022-02-20,0.00514
2022-02-21,0.01086
2022-02-22,0.00857
2022-02-23,0.01429
2022-02-24,0.01887
2022-02-25,0.02001
2022-02-26,0.00457
2022-02-27,0.00629
2022-02-28,0.01029
2022-03-01,0.01143
2022-03-02,0.01429
2022-03-03,0.01429
2022-03-04,0.02001
2022-03-05,0.00857
2022-03-06,0.008
2022-03-07,0.00571
2022-03-08,0.01372
2022-03-09,0.00857
2022-03-10,0.01429
2022-03-11,0.01029
2022-03-13,0.008
2022-03-14,0.01544
2022-03-15,0.01143
2022-03-16,0.01429
2022-03-17,0.02401
2022-03-18,0.01143
2022-03-19,0.01486
2022-03-20,0.008
2022-03-21,0.01029
2022-03-22,0.01715
2022-03-23,0.01772
2022-03-24,0.02573
2022-03-25,0.01829
2022-03-26,0.00571
2022-03-27,0.01086
2022-03-28,0.02115
2022-03-29,0.01715
2022-03-30,0.01829
2022-03-31,0.02287
2022-04-01,0.01658
2022-04-02,0.01029
2022-04-03,0.00743
2022-04-04,0.01715
2022-04-05,0.01372
2022-04-06,0.01544
2022-04-07,0.01658
2022-04-08,0.01715
2022-04-09,0.00857
2022-04-10,0.01086
2022-04-11,0.01029
2022-04-12,0.01086
2022-04-13,0.00972
2022-04-14,0.02115
2022-04-15,0.012
2022-04-16,0.004
2022-04-17,0.00857
2022-04-18,0.00914
2022-04-19,0.008
2022-04-20,0.008
2022-04-21,0.00743
2022-04-22,0.02916
2022-04-23,0.01829
2022-04-24,0.02173
2022-04-25,0.01429
2022-04-26,0.0223
2022-04-27,0.012
2022-04-28,0.02744
2022-04-29,0.01372
2022-04-30,0.008
2022-05-01,0.01086
2022-05-02,0.01601
2022-05-03,0.02516
2022-05-04,0.01429
2022-05-05,0.01258
2022-05-06,0.00629
2022-05-07,0.00857
2022-05-08,0.01258
2022-05-09,0.01086
2022-05-10,0.01143
2022-05-11,0.00972
2022-05-12,0.01086
2022-05-13,0.01086
2022-05-14,0.01029
2022-05-15,0.008
2022-05-16,0.01258
2022-05-17,0.00972
2022-05-18,0.00972
2022-05-19,0.01315
2022-05-20,0.01372
2022-05-21,0.00343
2022-05-22,0.00686
2022-05-23,0.00914
2022-05-24,0.01315
2022-05-25,0.00457
2022-05-26,0.00914
2022-05-27,0.01029
2022-05-28,0.00857
2022-05-29,0.00514
2022-05-30,0.00972
2022-05-31,0.00972
2022-06-01,0.004
2022-06-02,0.004
2022-06-03,0.00857
2022-06-04,0.00571
2022-06-05,0.00343
2022-06-06,0.00743
2022-06-07,0.01258
2022-06-08,0.01029
2022-06-10,0.00743
2022-06-12,0.00514
2022-06-14,0.00686
2022-06-15,0.00514
2022-06-16,0.00972
2022-06-17,0.01315
2022-06-18,0.03774
2022-06-19,0.01143
2022-06-20,0.01372
2022-06-21,0.01029
2022-06-22,0.01544
2022-06-23,0.00343
2022-06-24,0.00857
2022-06-25,0.01486
2022-06-26,0.00914
2022-06-27,0.00571
2022-06-28,0.05432
2022-06-29,0.07891
2022-06-30,0.01887
2022-07-01,0.01258
2022-07-02,0.02973
2022-07-03,0.00914
2022-07-04,0.00571
2022-07-05,0.008
2022-07-06,0.008
2022-07-07,0.01258
2022-07-08,0.00857
2022-07-09,0.01258
2022-07-10,0.01486
2022-07-11,0.00857
2022-07-12,0.01486
2022-07-13,0.00514
2022-07-14,0.00514
2022-07-15,0.01029
2022-07-16,0.01315
2022-07-17,0.00343
2022-07-18,0.00285
2022-07-19,0.01772
2022-07-20,0.01143
2022-07-21,0.00914
2022-07-22,0.01315
2022-07-23,0.01086
2022-07-24,0.00857
2022-07-25,0.00914
2022-07-26,0.00914
2022-07-27,0.00743
2022-07-28,0.00857
2022-07-29,0.004
2022-07-30,0.01315
2022-07-31,0.00743
2022-08-01,0.00686
2022-08-02,0.00972
2022-08-03,0.012
2022-08-04,0.01086
2022-08-05,0.01315
2022-08-06,0.02173
2022-08-07,0.008
2022-08-08,0.00857
2022-08-09,0.01601
2022-08-10,0.01429
2022-08-11,0.01086
2022-08-12,0.01029
2022-08-13,0.008
2022-08-14,0.008
2022-08-15,0.01086
2022-08-16,0.01486
2022-08-17,0.00914
2022-08-18,0.01715
2022-08-19,0.00686
2022-08-20,0.01829
2022-08-21,0.008
2022-08-22,0.01429
2022-08-23,0.00857
2022-08-24,0.01486
2022-08-25,0.01086
2022-08-26,0.01029
2022-08-27,0.00972
2022-08-28,0.00571
2022-08-29,0.004
2022-08-30,0.02058
2022-08-31,0.008
2022-09-01,0.01887
2022-09-02,0.004
2022-09-03,0.00914
2022-09-04,0.00629
2022-09-05,0.01029
2022-09-06,0.012
2022-09-07,0.00857
2022-09-09,0.01315
2022-09-10,0.00914
2022-09-11,0.00343
2022-09-12,0.012
2022-09-13,0.00914
2022-09-14,0.008
2022-09-15,0.00457
2022-09-17,0.004
2022-09-18,0.00514
2022-09-19,0.00743
2022-09-20,0.01143
2022-09-21,0.00972
2022-09-22,0.00285
2022-09-23,0.00514
2022-09-24,0.01258
2022-09-25,0.008
2022-09-26,0.01029
2022-09-27,0.01258
2022-09-29,0.01143
2022-09-30,0.00743
2022-10-01,0.00857
2022-10-02,0.00571
2022-10-03,0.00914
2022-10-04,0.01372
2022-10-05,0.01544
2022-10-06,0.00571
2022-10-07,0.00571
2022-10-08,0.008
2022-10-09,0.00571
2022-10-10,0.00514
2022-10-11,0.00914
2022-10-12,0.00743
2022-10-13,0.00571
2022-10-14,0.00629
2022-10-15,0.008
2022-10-16,0.012
2022-10-17,0.01372
2022-10-18,0.01029
2022-10-19,0.00914
2022-10-20,0.01029
2022-10-21,0.00457
2022-10-22,0.00686
2022-10-23,0.00857
2022-10-24,0.01029
2022-10-25,0.00914
2022-10-26,0.01658
2022-10-27,0.01715
2022-10-28,0.00972
2022-10-29,0.00857
2022-10-30,0.00972
2022-10-31,0.008
2022-11-01,0.00686
2022-11-02,0.00743
2022-11-03,0.01086
2022-11-04,0.00343
2022-11-05,0.00686
2022-11-06,0.00457
2022-11-07,0.00972
2022-11-08,0.01086
2022-11-09,0.01029
2022-11-10,0.01544
2022-11-11,0.01086
2022-11-12,0.00686
2022-11-13,0.01029
2022-11-14,0.00743
2022-11-15,0.012
2022-11-16,0.012
2022-11-18,0.00457
2022-11-19,0.00571
2022-11-20,0.00857
2022-11-22,0.01086
2022-11-23,0.00857
2022-11-24,0.00343
2022-11-25,0.00914
2022-11-26,0.02401
2022-11-27,0.01315
2022-11-28,0.01086
2022-11-29,0.01429
2022-11-30,0.01143
2022-12-01,0.012
2022-12-02,0.00571
2022-12-03,0.00514
2022-12-04,0.01143
2022-12-05,0.00686
2022-12-06,0.00343
2022-12-07,0.012
2022-12-08,0.01258
2022-12-09,0.01658
2022-12-10,0.0303
2022-12-11,0.01715
2022-12-12,0.02287
2022-12-13,0.05032
2022-12-14,0.03374
2022-12-15,0.01315
2022-12-16,0.01258
2022-12-17,0.01486
2022-12-18,0.01029
2022-12-19,0.0263
2022-12-20,0.02287
2022-12-21,0.01086
2022-12-22,0.01258
2022-12-23,0.004
2022-12-24,0.00686
2022-12-25,0.00457
2022-12-26,0.00972
2022-12-27,0.01029
2022-12-28,0.00686
2022-12-29,0.01143
2022-12-30,0.00686
2022-12-31,0.00857
2023-01-01,0.00571
2023-01-02,0.01086
2023-01-03,0.01429
2023-01-04,0.00914
2023-01-05,0.01429
2023-01-06,0.01029
2023-01-07,0.00285
2023-01-08,0.00857
2023-01-09,0.01143
2023-01-10,0.01315
2023-01-11,0.01486
2023-01-12,0.01372
2023-01-13,0.00972
2023-01-14,0.00686
2023-01-15,0.00457
2023-01-16,0.01029
2023-01-17,0.008
2023-01-18,0.00972
2023-01-19,0.00857
2023-01-20,0.01258
2023-01-21,0.008
2023-01-22,0.00457
2023-01-23,0.004
2023-01-24,0.00743
2023-01-25,0.01315
2023-01-26,0.01486
2023-01-27,0.02687
2023-01-28,0.00914
2023-01-29,0.00914
2023-01-30,0.01258
2023-01-31,0.02115
2023-02-01,0.01143
2023-02-02,0.01772
2023-02-03,0.02115
2023-02-04,0.00972
2023-02-05,0.01029
2023-02-06,0.01315
2023-02-07,0.01715
2023-02-08,0.01315
2023-02-09,0.01715
2023-02-10,0.02001
2023-02-11,0.00914
2023-02-12,0.00686
2023-02-13,0.01258
2023-02-14,0.01887
2023-02-15,0.02115
2023-02-16,0.01944
2023-02-17,0.01715
2023-02-18,0.01086
2023-02-19,0.00743
2023-02-20,0.00972
2023-02-21,0.01829
2023-02-22,0.01601
2023-02-23,0.0263
2023-02-24,0.02058
2023-02-25,0.01258
2023-02-26,0.00571
2023-02-27,0.01944
2023-02-28,0.01887
2023-03-01,0.00629
2023-03-02,0.01658
2023-03-03,0.01486
2023-03-04,0.00914
2023-03-05,0.00857
2023-03-06,0.02001
2023-03-07,0.01715
2023-03-08,0.01658
2023-03-09,0.01601
2023-03-10,0.01143
2023-03-11,0.008
2023-03-12,0.00514
2023-03-13,0.01086
2023-03-14,0.01601
2023-03-15,0.02401
2023-03-16,0.02687
2023-03-17,0.01258
2023-03-18,0.004
2023-03-19,0.00571
2023-03-20,0.01715
2023-03-21,0.02973
2023-03-22,0.03088
2023-03-23,0.02516
2023-03-24,0.02459
2023-03-25,0.01029
2023-03-26,0.01258
2023-03-27,0.02001
2023-03-28,0.01486
2023-03-29,0.01429
2023-03-30,0.01829
2023-03-31,0.02344
2023-04-01,0.01544
2023-04-02,0.00972
2023-04-03,0.02687
2023-04-04,0.02344
2023-04-05,0.02344
2023-04-06,0.04689
2023-04-07,0.03431
2023-04-08,0.00972
2023-04-09,0.01658
2023-04-10,0.03602
2023-04-11,0.03088
2023-04-12,0.02973
2023-04-13,0.03374
2023-04-14,0.04803
2023-04-15,0.01829
2023-04-16,0.02516
2023-04-17,0.04289
2023-04-18,0.04632
2023-04-19,0.02859
2023-04-20,0.02344
2023-04-21,0.03374
2023-04-22,0.02173
2023-04-23,0.01772
2023-04-24,0.0223
2023-04-25,0.0263
2023-04-26,0.02687
2023-04-27,0.01944
2023-04-28,0.01715
2023-04-29,0.01086
2023-04-30,0.01258
2023-05-01,0.01372
2023-05-02,0.01944
2023-05-03,0.01772
2023-05-04,0.02573
2023-05-05,0.01258
2023-05-06,0.00514
2023-05-07,0.00857
2023-05-08,0.01715
2023-05-09,0.02516
2023-05-10,0.02744
2023-05-11,0.01658
2023-05-12,0.01944
2023-05-13,0.00743
2023-05-14,0.00457
2023-05-15,0.01829
2023-05-16,0.02573
2023-05-17,0.0223
2023-05-18,0.02287
2023-05-19,0.01544
2023-05-20,0.01258
2023-05-21,0.00629
2023-05-22,0.02516
2023-05-23,0.0223
2023-05-24,0.02173
2023-05-25,0.02001
2023-05-26,0.01829
2023-05-27,0.00743
2023-05-28,0.01029
2023-05-29,0.00857
2023-05-30,0.01772
2023-05-31,0.02001
2023-06-01,0.01315
2023-06-02,0.01829
2023-06-03,0.008
2023-06-04,0.008
2023-06-05,0.01372
2023-06-06,0.012
2023-06-07,0.01829
2023-06-08,0.01944
2023-06-09,0.01715
2023-06-10,0.00972
2023-06-11,0.01601
2023-06-12,0.01772
