date,14K금시세
2020-03-20,39.00425
2020-03-21,35.09052
2020-03-22,30.69755
2020-03-23,36.82108
2020-03-24,33.49307
2020-03-25,36.82108
2020-03-26,36.47497
2020-03-27,33.33333
2020-03-28,34.69116
2020-03-29,30.29818
2020-03-30,34.10543
2020-03-31,36.26198
2020-04-01,33.59957
2020-04-02,36.63471
2020-04-03,32.77422
2020-04-04,36.04898
2020-04-05,29.23322
2020-04-06,39.164
2020-04-07,34.71778
2020-04-08,39.35037
2020-04-09,35.78274
2020-04-10,39.53674
2020-04-11,38.44515
2020-04-12,44.48881
2020-04-13,52.87539
2020-04-14,54.33972
2020-04-15,50.10649
2020-04-16,49.62726
2020-04-17,47.87007
2020-04-18,46.246
2020-04-19,40.46858
2020-04-20,47.49733
2020-04-21,44.35569
2020-04-22,46.99148
2020-04-23,48.18956
2020-04-24,48.96166
2020-04-25,49.92012
2020-04-26,44.27582
2020-04-27,57.45473
2020-04-28,51.83706
2020-04-29,47.31096
2020-04-30,43.21086
2020-05-01,41.82641
2020-05-02,41.95953
2020-05-03,37.51331
2020-05-04,42.75825
2020-05-05,45.95314
2020-05-06,62.24707
2020-05-07,50.58572
2020-05-08,48.13631
2020-05-09,39.58998
2020-05-10,32.082
2020-05-11,47.44408
2020-05-12,46.00638
2020-05-13,43.55697
2020-05-14,45.66027
2020-05-15,39.35037
2020-05-16,38.20553
2020-05-17,36.12886
2020-05-18,47.87007
2020-05-19,45.92651
2020-05-20,50.13312
2020-05-21,49.14802
2020-05-22,46.13951
2020-05-23,48.64217
2020-05-24,43.53035
2020-05-25,46.37912
2020-05-26,43.13099
2020-05-27,45.18104
2020-05-28,43.82321
2020-05-29,40.84132
2020-05-30,39.8296
2020-05-31,37.69968
2020-06-01,40.28221
2020-06-02,41.24068
2020-06-03,41.53354
2020-06-04,41.08093
2020-06-05,39.29712
2020-06-06,37.8328
2020-06-07,32.10862
2020-06-08,38.60489
2020-06-09,35.43663
2020-06-10,38.71139
2020-06-11,35.25026
2020-06-12,36.15548
2020-06-13,36.98083
2020-06-14,36.20873
2020-06-15,41.48029
2020-06-16,39.9361
2020-06-17,39.61661
2020-06-18,39.00425
2020-06-19,41.00106
2020-06-20,35.38338
2020-06-21,33.4132
2020-06-22,44.72843
2020-06-23,42.54526
2020-06-24,40.38871
2020-06-25,43.84984
2020-06-26,41.90628
2020-06-27,41.77316
2020-06-28,37.59318
2020-06-29,45.34078
2020-06-30,43.50372
2020-07-01,46.53887
2020-07-02,46.51224
2020-07-03,40.14909
2020-07-04,38.87113
2020-07-05,38.79126
2020-07-06,51.54419
2020-07-07,43.34398
2020-07-08,45.76677
2020-07-09,44.22257
2020-07-10,40.92119
2020-07-11,42.65175
2020-07-12,38.01916
2020-07-13,44.08945
2020-07-14,55.32481
2020-07-15,60.623
2020-07-16,55.51118
2020-07-17,50.6656
2020-07-18,47.5772
2020-07-19,41.21405
2020-07-20,48.77529
2020-07-21,47.89669
2020-07-22,52.87539
2020-07-23,56.73588
2020-07-24,65.14909
2020-07-25,89.24387
2020-07-26,57.56123
2020-07-27,78.40788
2020-07-28,93.58359
2020-07-29,100.0
2020-07-30,76.19808
2020-07-31,74.65388
2020-08-01,62.24707
2020-08-02,54.84558
2020-08-03,60.70287
2020-08-04,62.69968
2020-08-05,92.01277
2020-08-06,73.18956
2020-08-07,74.52076
2020-08-08,64.9361
2020-08-09,54.65921
2020-08-10,62.22044
2020-08-11,63.33865
2020-08-12,82.96059
2020-08-13,64.96272
2020-08-14,55.32481
2020-08-15,50.23961
2020-08-16,41.64004
2020-08-17,50.53248
2020-08-18,56.3099
2020-08-19,54.52609
2020-08-20,52.18317
2020-08-21,49.14802
2020-08-22,43.92971
2020-08-23,40.33546
2020-08-24,51.8903
2020-08-25,46.77848
2020-08-26,44.19595
2020-08-27,47.84345
2020-08-28,42.78487
2020-08-29,42.09265
2020-08-30,36.23535
2020-08-31,45.5804
2020-09-01,43.05111
2020-09-02,39.9361
2020-09-03,41.3738
2020-09-04,42.38551
2020-09-05,41.53354
2020-09-06,37.59318
2020-09-07,45.31416
2020-09-08,42.86474
2020-09-09,41.02768
2020-09-10,40.62832
2020-09-11,38.89776
2020-09-12,36.60809
2020-09-13,32.82747
2020-09-14,40.30883
2020-09-15,39.9361
2020-09-16,39.32374
2020-09-17,39.90947
2020-09-18,38.01916
2020-09-19,34.77103
2020-09-20,32.21512
2020-09-21,39.37699
2020-09-22,35.19701
2020-09-23,37.22044
2020-09-24,35.59637
2020-09-25,34.26517
2020-09-26,33.5197
2020-09-27,29.47284
2020-09-28,35.623
2020-09-29,29.07348
2020-09-30,23.40255
2020-10-01,20.82002
2020-10-02,22.41746
2020-10-03,28.80724
2020-10-04,30.85729
2020-10-05,40.25559
2020-10-06,37.67305
2020-10-07,33.67944
2020-10-08,31.70926
2020-10-09,30.45793
2020-10-10,34.0788
2020-10-11,29.28647
2020-10-12,33.46645
2020-10-13,32.58785
2020-10-14,30.24494
2020-10-15,33.86581
2020-10-16,30.35143
2020-10-17,32.80085
2020-10-18,27.34291
2020-10-19,30.51118
2020-10-20,31.62939
2020-10-21,30.21831
2020-10-22,30.51118
2020-10-23,29.9787
2020-10-24,31.57614
2020-10-25,27.79552
2020-10-26,33.35995
2020-10-27,31.3099
2020-10-28,30.08519
2020-10-29,34.93077
