date,프론트엔드
2020-10-12,11.27694
2020-10-13,12.93532
2020-10-14,14.92537
2020-10-15,11.69154
2020-10-16,10.44776
2020-10-17,5.55555
2020-10-18,7.5456
2020-10-19,10.36484
2020-10-20,16.16915
2020-10-21,12.43781
2020-10-22,12.10613
2020-10-23,10.03316
2020-10-24,6.63349
2020-10-25,6.30182
2020-10-26,11.60862
2020-10-27,16.33499
2020-10-28,11.94029
2020-10-29,13.43283
2020-10-30,11.19402
2020-10-31,9.28689
2020-11-01,10.28192
2020-11-02,13.34991
2020-11-03,16.33499
2020-11-04,12.76948
2020-11-05,12.43781
2020-11-06,12.35489
2020-11-07,10.53067
2020-11-08,10.86235
2020-11-09,15.92039
2020-11-10,12.35489
2020-11-11,13.26699
2020-11-12,14.84245
2020-11-13,14.59369
2020-11-14,7.96019
2020-11-15,8.78938
2020-11-16,13.18407
2020-11-17,15.09121
2020-11-18,14.75953
2020-11-19,14.75953
2020-11-20,11.11111
2020-11-21,7.13101
2020-11-22,9.12106
2020-11-23,15.17412
2020-11-24,11.5257
2020-11-25,14.42786
2020-11-26,12.93532
2020-11-27,11.60862
2020-11-28,7.13101
2020-11-29,7.04809
2020-11-30,14.26202
2020-12-01,15.33996
2020-12-02,14.51077
2020-12-03,16.25207
2020-12-04,12.27197
2020-12-05,9.20398
2020-12-06,10.94527
2020-12-07,13.51575
2020-12-08,14.59369
2020-12-09,13.51575
2020-12-10,15.75456
2020-12-11,11.94029
2020-12-12,9.28689
2020-12-13,7.79436
2020-12-14,12.68656
2020-12-15,15.17412
2020-12-16,12.8524
2020-12-17,12.76948
2020-12-18,11.27694
2020-12-19,8.37479
2020-12-20,9.61857
2020-12-21,15.09121
2020-12-22,15.92039
2020-12-23,13.01824
2020-12-24,10.61359
2020-12-25,5.88723
2020-12-26,7.87728
2020-12-27,11.35986
2020-12-28,13.59867
2020-12-29,14.59369
2020-12-30,17.57877
2020-12-31,10.44776
2021-01-01,10.11608
2021-01-02,10.86235
2021-01-03,10.03316
2021-01-04,16.33499
2021-01-05,15.42288
2021-01-06,16.41791
2021-01-07,15.17412
2021-01-08,13.26699
2021-01-09,10.94527
2021-01-10,14.75953
2021-01-11,15.5058
2021-01-12,14.67661
2021-01-13,16.50082
2021-01-14,14.51077
2021-01-15,13.43283
2021-01-16,9.20398
2021-01-17,10.69651
2021-01-18,13.84742
2021-01-19,12.8524
2021-01-20,15.83747
2021-01-21,14.75953
2021-01-22,12.52072
2021-01-23,7.5456
2021-01-24,10.61359
2021-01-25,13.84742
2021-01-26,15.5058
2021-01-27,20.72968
2021-01-28,14.84245
2021-01-29,12.35489
2021-01-30,8.70646
2021-01-31,8.8723
2021-02-01,17.49585
2021-02-02,17.08126
2021-02-03,14.09618
2021-02-04,13.76451
2021-02-05,13.51575
2021-02-06,10.44776
2021-02-07,9.53565
2021-02-08,15.17412
2021-02-09,17.16417
2021-02-10,13.84742
2021-02-11,8.45771
2021-02-12,9.28689
2021-02-13,7.29684
2021-02-14,8.8723
2021-02-15,18.65671
2021-02-16,17.82752
2021-02-17,16.41791
2021-02-18,13.76451
2021-02-19,12.60364
2021-02-20,9.36981
2021-02-21,8.29187
2021-02-22,16.91542
2021-02-23,14.1791
2021-02-24,14.92537
2021-02-25,14.84245
2021-02-26,16.91542
2021-02-27,9.12106
2021-02-28,10.44776
2021-03-01,10.36484
2021-03-02,19.81757
2021-03-03,20.56384
2021-03-04,19.73466
2021-03-05,17.74461
2021-03-06,11.5257
2021-03-07,15.75456
2021-03-08,21.89054
2021-03-09,20.8126
2021-03-10,21.06135
2021-03-11,19.90049
2021-03-12,15.42288
2021-03-13,10.11608
2021-03-14,11.02819
2021-03-15,19.73466
2021-03-16,21.97346
2021-03-17,18.73963
2021-03-18,16.91542
2021-03-19,16.33499
2021-03-20,12.18905
2021-03-21,12.43781
2021-03-22,20.398
2021-03-23,19.07131
2021-03-24,16.16915
2021-03-25,15.58872
2021-03-26,17.16417
2021-03-27,11.11111
2021-03-28,11.60862
2021-03-29,17.41293
2021-03-30,21.64179
2021-03-31,17.82752
2021-04-01,16.08623
2021-04-02,13.76451
2021-04-03,8.78938
2021-04-04,10.77943
2021-04-05,20.72968
2021-04-06,19.4859
2021-04-07,16.8325
2021-04-08,16.66666
2021-04-09,15.5058
2021-04-10,10.61359
2021-04-11,10.86235
2021-04-12,20.64676
2021-04-13,16.08623
2021-04-14,15.5058
2021-04-15,17.24709
2021-04-16,15.25704
2021-04-17,8.70646
2021-04-18,10.11608
2021-04-19,17.08126
2021-04-20,17.33001
2021-04-21,14.92537
2021-04-22,16.50082
2021-04-23,13.34991
2021-04-24,8.62354
2021-04-25,8.78938
2021-04-26,17.24709
2021-04-27,16.25207
2021-04-28,14.34494
2021-04-29,14.26202
2021-04-30,13.68159
2021-05-01,8.37479
2021-05-02,10.11608
2021-05-03,17.33001
2021-05-04,16.91542
2021-05-05,8.62354
2021-05-06,14.34494
2021-05-07,12.60364
2021-05-08,7.71144
2021-05-09,9.03814
2021-05-10,16.41791
2021-05-11,16.33499
2021-05-12,14.01326
2021-05-13,15.92039
2021-05-14,14.84245
2021-05-15,7.21393
2021-05-16,9.53565
2021-05-17,16.16915
2021-05-18,13.93034
2021-05-19,10.77943
2021-05-20,16.00331
2021-05-21,13.68159
2021-05-22,8.12603
2021-05-23,9.36981
2021-05-24,14.59369
2021-05-25,17.24709
2021-05-26,14.84245
2021-05-27,15.25704
2021-05-28,15.25704
2021-05-29,10.94527
2021-05-30,11.60862
2021-05-31,17.99336
2021-06-01,16.58374
2021-06-02,17.16417
2021-06-03,16.8325
2021-06-04,14.92537
2021-06-05,7.62852
2021-06-06,8.54063
2021-06-07,15.33996
2021-06-08,14.67661
2021-06-09,18.65671
2021-06-10,14.84245
2021-06-11,12.68656
2021-06-12,8.45771
2021-06-13,10.53067
2021-06-14,15.33996
2021-06-15,17.57877
2021-06-16,19.73466
2021-06-17,15.33996
2021-06-18,14.01326
2021-06-19,8.8723
2021-06-20,8.78938
2021-06-21,17.99336
2021-06-22,17.24709
2021-06-23,16.25207
2021-06-24,13.84742
2021-06-25,13.43283
2021-06-26,9.12106
2021-06-27,9.28689
2021-06-28,15.42288
2021-06-29,16.16915
2021-06-30,15.92039
2021-07-01,14.09618
2021-07-02,14.09618
2021-07-03,7.79436
2021-07-04,8.95522
2021-07-05,14.59369
2021-07-06,15.67164
2021-07-07,15.25704
2021-07-08,14.51077
2021-07-09,14.42786
2021-07-10,8.8723
2021-07-11,8.8723
2021-07-12,15.58872
2021-07-13,16.16915
2021-07-14,19.15422
2021-07-15,13.68159
2021-07-16,12.60364
2021-07-17,9.86733
2021-07-18,9.53565
2021-07-19,15.33996
2021-07-20,14.09618
2021-07-21,17.41293
2021-07-22,14.92537
2021-07-23,9.78441
2021-07-24,6.38474
2021-07-25,8.78938
2021-07-26,15.83747
2021-07-27,12.10613
2021-07-28,14.84245
2021-07-29,13.68159
2021-07-30,14.1791
2021-07-31,7.71144
2021-08-01,7.96019
2021-08-02,14.84245
2021-08-03,14.51077
2021-08-04,16.66666
2021-08-05,14.01326
2021-08-06,11.44278
2021-08-07,9.12106
2021-08-08,11.02819
2021-08-09,16.99834
2021-08-10,15.83747
2021-08-11,13.59867
2021-08-12,15.09121
2021-08-13,12.52072
2021-08-14,7.5456
2021-08-15,9.03814
2021-08-16,11.02819
2021-08-17,15.00829
2021-08-18,13.93034
2021-08-19,17.24709
2021-08-20,16.99834
2021-08-21,9.20398
2021-08-22,11.27694
2021-08-23,18.1592
2021-08-24,16.25207
2021-08-25,18.07628
2021-08-26,15.5058
2021-08-27,16.00331
2021-08-28,8.62354
2021-08-29,10.69651
2021-08-30,18.24212
2021-08-31,17.24709
2021-09-01,20.31509
2021-09-02,22.71973
2021-09-03,18.90547
2021-09-04,9.28689
2021-09-05,11.19402
2021-09-06,15.92039
2021-09-07,19.23714
2021-09-08,20.64676
2021-09-09,16.08623
2021-09-10,13.84742
2021-09-11,10.03316
2021-09-12,13.51575
2021-09-13,16.00331
2021-09-14,16.33499
2021-09-15,15.17412
2021-09-16,14.67661
2021-09-17,12.68656
2021-09-18,7.71144
2021-09-19,5.88723
2021-09-20,8.20895
2021-09-21,7.21393
2021-09-22,10.53067
2021-09-23,16.00331
2021-09-24,15.75456
2021-09-25,7.46268
2021-09-26,11.27694
2021-09-27,21.64179
2021-09-28,17.33001
2021-09-29,17.24709
2021-09-30,16.99834
2021-10-01,13.34991
2021-10-02,7.87728
2021-10-03,9.28689
2021-10-04,10.77943
2021-10-05,16.00331
2021-10-06,14.42786
2021-10-07,18.1592
2021-10-08,11.69154
2021-10-09,7.96019
2021-10-10,8.62354
2021-10-11,10.11608
2021-10-12,16.41791
2021-10-13,17.08126
2021-10-14,16.99834
2021-10-15,14.51077
2021-10-16,9.36981
2021-10-17,10.199
2021-10-18,13.01824
2021-10-19,16.00331
2021-10-20,15.17412
2021-10-21,15.00829
2021-10-22,11.69154
2021-10-23,8.95522
2021-10-24,8.12603
2021-10-25,14.51077
2021-10-26,17.49585
2021-10-27,17.66169
2021-10-28,16.25207
2021-10-29,14.51077
2021-10-30,7.87728
2021-10-31,7.96019
2021-11-01,15.00829
2021-11-02,15.17412
2021-11-03,14.1791
2021-11-04,14.67661
2021-11-05,11.60862
2021-11-06,9.70149
2021-11-07,7.13101
2021-11-08,15.67164
2021-11-09,14.84245
2021-11-10,15.92039
2021-11-11,15.00829
2021-11-12,12.68656
2021-11-13,5.30679
2021-11-14,9.78441
2021-11-15,14.75953
2021-11-16,16.58374
2021-11-17,16.25207
2021-11-18,16.50082
2021-11-19,12.43781
2021-11-20,10.44776
2021-11-21,9.70149
2021-11-22,14.67661
2021-11-23,13.10116
2021-11-24,13.34991
2021-11-25,14.26202
2021-11-26,12.35489
2021-11-27,9.03814
2021-11-28,7.5456
2021-11-29,15.33996
2021-11-30,16.66666
2021-12-01,16.58374
2021-12-02,16.25207
2021-12-03,14.34494
2021-12-04,8.04311
2021-12-05,9.28689
2021-12-06,19.15422
2021-12-07,27.19734
2021-12-08,19.73466
2021-12-09,18.40796
2021-12-10,14.09618
2021-12-11,8.54063
2021-12-12,10.28192
2021-12-13,16.08623
2021-12-14,17.33001
2021-12-15,17.24709
2021-12-16,15.75456
2021-12-17,14.84245
2021-12-18,9.28689
2021-12-19,9.45273
2021-12-20,16.66666
2021-12-21,20.56384
2021-12-22,19.73466
2021-12-23,14.84245
2021-12-24,11.69154
2021-12-25,5.22388
2021-12-26,9.61857
2021-12-27,17.33001
2021-12-28,19.90049
2021-12-29,19.15422
2021-12-30,19.07131
2021-12-31,15.5058
2022-01-01,9.36981
2022-01-02,13.76451
2022-01-03,22.30514
2022-01-04,19.15422
2022-01-05,21.64179
2022-01-06,22.80265
2022-01-07,18.98839
2022-01-08,12.68656
2022-01-09,11.77446
2022-01-10,20.97844
2022-01-11,20.14925
2022-01-12,19.15422
2022-01-13,18.98839
2022-01-14,17.66169
2022-01-15,8.54063
2022-01-16,10.28192
2022-01-17,18.24212
2022-01-18,17.91044
2022-01-19,16.91542
2022-01-20,22.55389
2022-01-21,18.32504
2022-01-22,9.78441
2022-01-23,11.85737
2022-01-24,19.4859
2022-01-25,20.8126
2022-01-26,22.55389
2022-01-27,19.07131
2022-01-28,16.91542
2022-01-29,11.94029
2022-01-30,9.12106
2022-01-31,10.28192
2022-02-01,11.44278
2022-02-02,14.59369
2022-02-03,23.0514
2022-02-04,21.14427
2022-02-05,11.60862
2022-02-06,17.08126
2022-02-07,21.89054
2022-02-08,21.89054
2022-02-09,18.57379
2022-02-10,19.56882
2022-02-11,16.99834
2022-02-12,12.60364
2022-02-13,14.67661
2022-02-14,21.31011
2022-02-15,21.39303
2022-02-16,20.31509
2022-02-17,20.06633
2022-02-18,18.82255
2022-02-19,10.86235
2022-02-20,16.58374
2022-02-21,23.30016
2022-02-22,25.20729
2022-02-23,21.31011
2022-02-24,22.22222
2022-02-25,20.06633
2022-02-26,13.84742
2022-02-27,14.92537
2022-02-28,22.05638
2022-03-01,12.60364
2022-03-02,23.0514
2022-03-03,27.28026
2022-03-04,24.12935
2022-03-05,13.10116
2022-03-06,16.99834
2022-03-07,23.79767
2022-03-08,22.80265
2022-03-09,14.92537
2022-03-10,24.87562
2022-03-11,20.06633
2022-03-12,14.92537
2022-03-13,18.1592
2022-03-14,25.37313
2022-03-15,27.94361
2022-03-16,29.43615
2022-03-17,24.7927
2022-03-18,23.13432
2022-03-19,14.34494
2022-03-20,17.91044
2022-03-21,24.21227
2022-03-22,23.79767
2022-03-23,26.53399
2022-03-24,23.63184
2022-03-25,20.14925
2022-03-26,11.77446
2022-03-27,16.8325
2022-03-28,21.47595
2022-03-29,22.47097
2022-03-30,27.69485
2022-03-31,26.69983
2022-04-01,16.25207
2022-04-02,19.32006
2022-04-03,14.1791
2022-04-04,23.71475
2022-04-05,22.30514
2022-04-06,21.31011
2022-04-07,21.14427
2022-04-08,17.08126
2022-04-09,13.01824
2022-04-10,9.95024
2022-04-11,19.15422
2022-04-12,16.66666
2022-04-13,19.65174
2022-04-14,21.89054
2022-04-15,16.00331
2022-04-16,12.18905
2022-04-17,13.18407
2022-04-18,24.54394
2022-04-19,22.80265
2022-04-20,22.80265
2022-04-21,21.06135
2022-04-22,20.48092
2022-04-23,12.43781
2022-04-24,12.76948
2022-04-25,21.39303
2022-04-26,21.55887
2022-04-27,22.47097
2022-04-28,22.38805
2022-04-29,19.56882
2022-04-30,11.69154
2022-05-01,10.77943
2022-05-02,24.12935
2022-05-03,23.79767
2022-05-04,20.31509
2022-05-05,11.85737
2022-05-06,17.91044
2022-05-07,12.52072
2022-05-08,11.94029
2022-05-09,22.1393
2022-05-10,21.31011
2022-05-11,22.30514
2022-05-12,18.07628
2022-05-13,16.50082
2022-05-14,11.44278
2022-05-15,13.01824
2022-05-16,31.84079
2022-05-17,24.62686
2022-05-18,20.8126
2022-05-19,21.80762
2022-05-20,19.65174
2022-05-21,13.43283
2022-05-22,11.69154
2022-05-23,20.8126
2022-05-24,24.04643
2022-05-25,22.22222
2022-05-26,21.06135
2022-05-27,20.8126
2022-05-28,15.25704
2022-05-29,12.8524
2022-05-30,22.71973
2022-05-31,22.55389
2022-06-01,15.5058
2022-06-02,22.71973
2022-06-03,19.81757
2022-06-04,11.19402
2022-06-05,10.53067
2022-06-06,14.75953
2022-06-07,24.12935
2022-06-08,22.55389
2022-06-09,22.22222
2022-06-10,19.90049
2022-06-11,10.69651
2022-06-12,14.42786
2022-06-13,23.0514
2022-06-14,21.89054
2022-06-15,22.47097
2022-06-16,19.65174
2022-06-17,18.24212
2022-06-18,10.199
2022-06-19,16.16915
2022-06-20,24.29519
2022-06-21,22.22222
2022-06-22,23.0514
2022-06-23,20.89552
2022-06-24,19.56882
2022-06-25,10.28192
2022-06-26,11.77446
2022-06-27,22.1393
2022-06-28,21.14427
2022-06-29,17.91044
2022-06-30,18.98839
2022-07-01,17.57877
2022-07-02,12.27197
2022-07-03,11.60862
2022-07-04,23.96351
2022-07-05,36.98175
2022-07-06,29.60199
2022-07-07,23.54892
2022-07-08,19.15422
2022-07-09,12.10613
2022-07-10,15.00829
2022-07-11,24.70978
2022-07-12,23.13432
2022-07-13,19.98341
2022-07-14,20.8126
2022-07-15,19.56882
2022-07-16,10.94527
2022-07-17,14.59369
2022-07-18,28.10945
2022-07-19,24.62686
2022-07-20,22.63681
2022-07-21,21.22719
2022-07-22,18.40796
2022-07-23,11.35986
2022-07-24,10.11608
2022-07-25,22.38805
2022-07-26,23.13432
2022-07-27,20.06633
2022-07-28,21.55887
2022-07-29,15.00829
2022-07-30,9.61857
2022-07-31,9.78441
2022-08-01,18.32504
2022-08-02,21.14427
2022-08-03,21.47595
2022-08-04,20.31509
2022-08-05,16.50082
2022-08-06,12.02321
2022-08-07,10.36484
2022-08-08,17.33001
2022-08-09,17.49585
2022-08-10,20.56384
2022-08-11,17.41293
2022-08-12,17.82752
2022-08-13,10.53067
2022-08-14,10.36484
2022-08-15,10.94527
2022-08-16,19.32006
2022-08-17,18.07628
2022-08-18,22.71973
2022-08-19,21.39303
2022-08-20,11.69154
2022-08-21,13.76451
2022-08-22,22.1393
2022-08-23,24.04643
2022-08-24,22.47097
2022-08-25,21.14427
2022-08-26,14.26202
2022-08-27,10.69651
2022-08-28,14.42786
2022-08-29,25.29021
2022-08-30,22.47097
2022-08-31,20.06633
2022-09-01,21.22719
2022-09-02,18.24212
2022-09-03,10.77943
2022-09-04,12.02321
2022-09-05,22.47097
2022-09-06,19.32006
2022-09-07,23.88059
2022-09-08,15.5058
2022-09-09,10.44776
2022-09-10,9.61857
2022-09-11,10.03316
2022-09-12,13.18407
2022-09-13,24.04643
2022-09-14,24.12935
2022-09-15,22.22222
2022-09-16,19.15422
2022-09-17,11.5257
2022-09-18,14.84245
2022-09-19,23.38308
2022-09-20,19.65174
2022-09-21,22.47097
2022-09-22,20.14925
2022-09-23,16.41791
2022-09-24,7.79436
2022-09-25,9.45273
2022-09-26,21.39303
2022-09-27,22.30514
2022-09-28,19.40298
2022-09-29,17.33001
2022-09-30,16.74958
2022-10-01,8.45771
2022-10-02,9.78441
2022-10-03,12.60364
2022-10-04,17.33001
2022-10-05,17.41293
2022-10-06,17.91044
2022-10-07,16.41791
2022-10-08,9.53565
2022-10-09,8.54063
2022-10-10,11.60862
2022-10-11,18.32504
2022-10-12,19.81757
2022-10-13,18.73963
2022-10-14,16.41791
2022-10-15,10.44776
2022-10-16,12.76948
2022-10-17,19.56882
2022-10-18,21.64179
2022-10-19,17.82752
2022-10-20,20.97844
2022-10-21,15.00829
2022-10-22,10.28192
2022-10-23,12.10613
2022-10-24,19.73466
2022-10-25,19.73466
2022-10-26,22.47097
2022-10-27,19.98341
2022-10-28,17.74461
2022-10-29,12.60364
2022-10-30,10.44776
2022-10-31,16.99834
2022-11-01,19.90049
2022-11-02,19.4859
2022-11-03,23.0514
2022-11-04,17.99336
2022-11-05,13.76451
2022-11-06,13.10116
2022-11-07,24.3781
2022-11-08,22.96849
2022-11-09,23.54892
2022-11-10,21.89054
2022-11-11,17.33001
2022-11-12,9.28689
2022-11-13,13.18407
2022-11-14,17.91044
2022-11-15,21.14427
2022-11-16,25.62189
2022-11-17,20.89552
2022-11-18,17.57877
2022-11-19,14.51077
2022-11-20,13.84742
2022-11-21,19.73466
2022-11-22,21.97346
2022-11-23,23.54892
2022-11-24,19.23714
2022-11-25,16.41791
2022-11-26,10.77943
2022-11-27,12.68656
2022-11-28,18.57379
2022-11-29,20.64676
2022-11-30,20.48092
2022-12-01,17.41293
2022-12-02,15.83747
2022-12-03,9.61857
2022-12-04,13.59867
2022-12-05,17.57877
2022-12-06,20.72968
2022-12-07,20.89552
2022-12-08,19.23714
2022-12-09,18.1592
2022-12-10,9.95024
2022-12-11,9.78441
2022-12-12,17.99336
2022-12-13,16.33499
2022-12-14,17.49585
2022-12-15,17.24709
2022-12-16,16.41791
2022-12-17,7.62852
2022-12-18,11.77446
2022-12-19,17.66169
2022-12-20,17.08126
2022-12-21,16.25207
2022-12-22,14.84245
2022-12-23,14.34494
2022-12-24,8.29187
2022-12-25,10.44776
2022-12-26,17.91044
2022-12-27,21.06135
2022-12-28,20.14925
2022-12-29,17.82752
2022-12-30,15.17412
2022-12-31,11.69154
2023-01-01,10.94527
2023-01-02,21.64179
2023-01-03,23.71475
2023-01-04,24.04643
2023-01-05,20.89552
2023-01-06,21.22719
2023-01-07,12.93532
2023-01-08,10.69651
2023-01-09,22.88557
2023-01-10,22.88557
2023-01-11,20.06633
2023-01-12,22.38805
2023-01-13,19.56882
2023-01-14,11.11111
2023-01-15,13.01824
2023-01-16,21.31011
2023-01-17,21.31011
2023-01-18,20.14925
2023-01-19,19.4859
2023-01-20,15.5058
2023-01-21,8.70646
2023-01-22,10.61359
2023-01-23,11.44278
2023-01-24,12.02321
2023-01-25,18.24212
2023-01-26,18.98839
2023-01-27,20.48092
2023-01-28,11.5257
2023-01-29,14.09618
2023-01-30,21.64179
2023-01-31,19.40298
2023-02-01,20.23217
2023-02-02,18.49087
2023-02-03,17.41293
2023-02-04,10.44776
2023-02-05,13.01824
2023-02-06,21.80762
2023-02-07,20.48092
2023-02-08,20.31509
2023-02-09,18.40796
2023-02-10,16.74958
2023-02-11,8.95522
2023-02-12,10.03316
2023-02-13,17.41293
2023-02-14,20.06633
2023-02-15,18.65671
2023-02-16,18.98839
2023-02-17,17.57877
2023-02-18,9.70149
2023-02-19,11.19402
2023-02-20,20.56384
2023-02-21,24.95854
2023-02-22,21.22719
2023-02-23,19.73466
2023-02-24,21.64179
2023-02-25,10.86235
2023-02-26,13.01824
2023-02-27,20.48092
2023-02-28,19.81757
2023-03-01,14.51077
2023-03-02,23.88059
2023-03-03,21.89054
2023-03-04,13.43283
2023-03-05,14.92537
2023-03-06,25.7048
2023-03-07,25.87064
2023-03-08,25.95356
2023-03-09,24.29519
2023-03-10,22.38805
2023-03-11,11.85737
2023-03-12,13.76451
2023-03-13,23.0514
2023-03-14,23.38308
2023-03-15,21.22719
2023-03-16,19.40298
2023-03-17,17.16417
2023-03-18,17.41293
2023-03-19,14.67661
2023-03-20,19.23714
2023-03-21,19.81757
2023-03-22,19.07131
2023-03-23,17.82752
2023-03-24,17.41293
2023-03-25,11.94029
2023-03-26,10.69651
2023-03-27,19.56882
2023-03-28,16.99834
2023-03-29,19.81757
2023-03-30,15.09121
2023-03-31,15.67164
2023-04-01,7.29684
2023-04-02,8.29187
2023-04-03,18.07628
2023-04-04,20.14925
2023-04-05,19.23714
2023-04-06,17.91044
2023-04-07,15.67164
2023-04-08,9.61857
2023-04-09,11.85737
2023-04-10,19.4859
2023-04-11,16.91542
2023-04-12,18.32504
2023-04-13,19.07131
2023-04-14,13.84742
2023-04-15,10.86235
2023-04-16,9.03814
2023-04-17,21.39303
2023-04-18,18.32504
2023-04-19,15.33996
2023-04-20,14.67661
2023-04-21,14.84245
2023-04-22,6.79933
2023-04-23,8.37479
2023-04-24,17.74461
2023-04-25,15.83747
2023-04-26,17.57877
2023-04-27,15.58872
2023-04-28,11.27694
2023-04-29,7.37976
2023-04-30,7.13101
2023-05-01,9.61857
2023-05-02,15.33996
2023-05-03,15.00829
2023-05-04,12.76948
2023-05-05,7.71144
2023-05-06,7.29684
2023-05-07,9.36981
2023-05-08,16.74958
2023-05-09,17.91044
2023-05-10,15.92039
2023-05-11,14.92537
2023-05-12,13.84742
2023-05-13,7.5456
2023-05-14,8.45771
2023-05-15,12.93532
2023-05-16,15.92039
2023-05-17,15.17412
2023-05-18,14.84245
2023-05-19,15.5058
2023-05-20,9.12106
2023-05-21,8.70646
2023-05-22,15.25704
2023-05-23,16.00331
2023-05-24,15.92039
2023-05-25,14.75953
2023-05-26,14.26202
2023-05-27,6.2189
2023-05-28,7.5456
