date,주식시황
2020-03-20,38.8208
2020-03-21,7.12156
2020-03-22,6.32659
2020-03-23,37.59523
2020-03-24,38.05895
2020-03-25,25.14077
2020-03-26,21.36469
2020-03-27,20.17224
2020-03-28,4.30606
2020-03-29,3.90857
2020-03-30,18.88042
2020-03-31,10.23517
2020-04-01,20.63597
2020-04-02,12.58694
2020-04-03,6.88969
2020-04-04,2.41801
2020-04-05,2.45114
2020-04-06,12.71944
2020-04-07,8.94335
2020-04-08,8.04902
2020-04-09,6.72408
2020-04-10,9.10897
2020-04-11,2.38489
2020-04-12,2.58363
2020-04-13,11.9576
2020-04-14,5.33289
2020-04-15,2.2524
2020-04-16,4.3723
2020-04-17,7.15468
2020-04-18,2.05366
2020-04-19,2.05366
2020-04-20,6.85657
2020-04-21,18.41669
2020-04-22,7.68466
2020-04-23,4.47167
2020-04-24,6.65783
2020-04-25,1.85491
2020-04-26,1.09307
2020-04-27,4.70354
2020-04-28,5.20039
2020-04-29,2.51738
2020-04-30,1.22557
2020-05-01,1.78867
2020-05-02,0.82808
2020-05-03,1.39118
2020-05-04,6.92282
2020-05-05,1.72242
2020-05-06,2.61676
2020-05-07,2.78237
2020-05-08,2.31864
2020-05-09,0.96058
2020-05-10,1.15932
2020-05-11,3.3786
2020-05-12,5.26664
2020-05-13,2.74925
2020-05-14,3.3786
2020-05-15,2.21927
2020-05-16,1.32494
2020-05-17,0.66247
2020-05-18,2.94799
2020-05-19,4.53792
2020-05-20,2.94799
2020-05-21,2.91487
2020-05-22,5.69725
2020-05-23,1.29181
2020-05-24,1.19244
2020-05-25,3.44484
2020-05-26,3.17986
2020-05-27,3.70983
2020-05-28,13.18317
2020-05-29,3.27923
2020-05-30,1.19244
2020-05-31,0.89433
2020-06-01,3.9417
2020-06-02,2.84862
2020-06-03,5.76349
2020-06-04,4.80291
2020-06-05,3.14673
2020-06-06,1.29181
2020-06-07,0.86121
2020-06-08,3.74296
2020-06-09,4.83603
2020-06-10,3.57734
2020-06-11,7.35342
2020-06-12,12.12321
2020-06-13,1.49055
2020-06-14,1.15932
2020-06-15,45.7105
2020-06-16,11.72573
2020-06-17,6.49221
2020-06-18,5.10102
2020-06-19,3.84233
2020-06-20,1.35806
2020-06-21,0.5631
2020-06-22,3.54421
2020-06-23,4.96853
2020-06-24,3.04736
2020-06-25,7.38655
2020-06-26,3.04736
2020-06-27,1.15932
2020-06-28,1.52368
2020-06-29,6.22722
2020-06-30,3.8092
2020-07-01,4.07419
2020-07-02,2.48426
2020-07-03,1.65617
2020-07-04,0.52997
2020-07-05,0.62934
2020-07-06,2.84862
2020-07-07,5.16727
2020-07-08,2.31864
2020-07-09,2.64988
2020-07-10,3.44484
2020-07-11,0.62934
2020-07-12,0.76184
2020-07-13,3.41172
2020-07-14,3.74296
2020-07-15,5.03477
2020-07-16,9.93706
2020-07-17,4.27293
2020-07-18,1.52368
2020-07-19,1.78867
2020-07-20,5.36601
2020-07-21,3.9417
2020-07-22,4.04107
2020-07-23,4.14044
2020-07-24,3.77608
2020-07-25,1.35806
2020-07-26,1.58993
2020-07-27,4.83603
2020-07-28,3.14673
2020-07-29,2.683
2020-07-30,2.88174
2020-07-31,2.55051
2020-08-01,0.69559
2020-08-02,0.89433
2020-08-03,3.11361
2020-08-04,2.51738
2020-08-05,2.8155
2020-08-06,3.44484
2020-08-07,3.31235
2020-08-08,1.72242
2020-08-09,1.35806
2020-08-10,4.76979
2020-08-11,3.64359
2020-08-12,7.38655
2020-08-13,4.20669
2020-08-14,11.75886
2020-08-15,1.19244
2020-08-16,0.92745
2020-08-17,3.08049
2020-08-18,19.34415
2020-08-19,5.53163
2020-08-20,24.87578
2020-08-21,5.99536
2020-08-22,1.02683
2020-08-23,1.75554
2020-08-24,3.9417
2020-08-25,4.04107
2020-08-26,3.74296
2020-08-27,4.3723
2020-08-28,3.21298
2020-08-29,0.89433
2020-08-30,0.92745
2020-08-31,5.79662
2020-09-01,3.27923
2020-09-02,3.61046
2020-09-03,2.8155
2020-09-04,9.34084
2020-09-05,1.6893
2020-09-06,1.82179
2020-09-07,4.20669
2020-09-08,4.14044
2020-09-09,6.35972
2020-09-10,4.76979
2020-09-11,4.27293
2020-09-12,0.76184
2020-09-13,1.1262
2020-09-14,4.00794
2020-09-15,4.53792
2020-09-16,5.53163
2020-09-17,11.03014
2020-09-18,6.82345
2020-09-19,1.85491
2020-09-20,0.69559
2020-09-21,18.48294
2020-09-22,22.45776
2020-09-23,10.2683
2020-09-24,20.33786
2020-09-25,5.33289
2020-09-26,1.82179
2020-09-27,1.72242
2020-09-28,5.13415
2020-09-29,2.91487
2020-09-30,0.79496
2020-10-01,0.86121
2020-10-02,1.25869
2020-10-03,1.15932
2020-10-04,1.49055
2020-10-05,4.73666
2020-10-06,4.3723
2020-10-07,4.30606
2020-10-08,3.21298
2020-10-09,1.58993
2020-10-10,0.82808
2020-10-11,0.69559
2020-10-12,3.31235
2020-10-13,5.56475
2020-10-14,5.43226
2020-10-15,14.47499
2020-10-16,12.71944
2020-10-17,1.95428
2020-10-18,1.25869
2020-10-19,5.96223
2020-10-20,8.14839
2020-10-21,4.57105
2020-10-22,8.31401
2020-10-23,4.30606
2020-10-24,1.6893
2020-10-25,0.86121
2020-10-26,22.29214
2020-10-27,8.21464
2020-10-28,5.59788
2020-10-29,10.79827
2020-10-30,11.72573
2020-10-31,2.84862
2020-11-01,1.52368
2020-11-02,6.59158
2020-11-03,5.79662
2020-11-04,4.83603
2020-11-05,4.07419
2020-11-06,4.20669
2020-11-07,0.79496
2020-11-08,0.82808
2020-11-09,4.47167
2020-11-10,5.59788
2020-11-11,4.43855
2020-11-12,4.23981
2020-11-13,4.00794
2020-11-14,0.86121
2020-11-15,0.79496
2020-11-16,5.29976
2020-11-17,5.20039
2020-11-18,4.76979
2020-11-19,4.86916
2020-11-20,3.47797
2020-11-21,1.78867
2020-11-22,1.15932
2020-11-23,5.43226
2020-11-24,7.22093
2020-11-25,26.13448
2020-11-26,6.7572
2020-11-27,4.47167
2020-11-28,1.25869
2020-11-29,1.78867
2020-11-30,14.57436
2020-12-01,7.18781
2020-12-02,6.69095
2020-12-03,9.7052
2020-12-04,5.46538
2020-12-05,1.58993
2020-12-06,1.52368
2020-12-07,7.48592
2020-12-08,12.09009
2020-12-09,9.04272
2020-12-10,8.64524
2020-12-11,7.78403
2020-12-12,1.58993
2020-12-13,1.58993
2020-12-14,7.55216
2020-12-15,8.24776
2020-12-16,6.09473
2020-12-17,6.09473
2020-12-18,4.76979
2020-12-19,1.5568
2020-12-20,2.1199
2020-12-21,8.24776
2020-12-22,15.60119
2020-12-23,8.01589
2020-12-24,6.82345
2020-12-25,1.92116
2020-12-26,1.45743
2020-12-27,1.72242
2020-12-28,6.55846
2020-12-29,5.46538
2020-12-30,6.0616
2020-12-31,3.64359
2021-01-01,1.05995
2021-01-02,1.39118
2021-01-03,1.09307
2021-01-04,11.06326
2021-01-05,10.23517
2021-01-06,11.49387
2021-01-07,10.40079
2021-01-08,11.46074
2021-01-09,4.10732
2021-01-10,2.84862
2021-01-11,21.62967
2021-01-12,18.1517
2021-01-13,12.22259
2021-01-14,10.53328
2021-01-15,17.0255
2021-01-16,3.87545
2021-01-17,2.64988
2021-01-18,19.47664
2021-01-19,12.3882
2021-01-20,9.60582
2021-01-21,9.44021
2021-01-22,9.0096
2021-01-23,2.28552
2021-01-24,1.98741
2021-01-25,8.4465
2021-01-26,17.65485
2021-01-27,12.12321
2021-01-28,20.76846
2021-01-29,37.76084
2021-01-30,6.98906
2021-01-31,4.10732
2021-02-01,13.68002
2021-02-02,9.7052
2021-02-03,10.30142
2021-02-04,14.40874
2021-02-05,8.57899
2021-02-06,2.41801
2021-02-07,2.64988
2021-02-08,9.93706
2021-02-09,9.17522
2021-02-10,7.55216
2021-02-11,1.5568
2021-02-12,2.18615
2021-02-13,1.45743
2021-02-14,2.1199
2021-02-15,9.40708
2021-02-16,8.57899
2021-02-17,11.29513
2021-02-18,13.24942
2021-02-19,13.48128
2021-02-20,2.55051
2021-02-21,2.45114
2021-02-22,11.262
2021-02-23,12.3882
2021-02-24,35.07784
2021-02-25,13.11692
2021-02-26,22.55713
2021-02-27,5.43226
2021-02-28,3.70983
2021-03-01,4.90228
2021-03-02,15.10433
2021-03-03,10.2683
2021-03-04,12.58694
2021-03-05,12.88506
2021-03-06,3.51109
2021-03-07,2.78237
2021-03-08,19.2779
2021-03-09,19.67538
2021-03-10,15.50182
2021-03-11,11.56011
2021-03-12,9.1421
2021-03-13,2.91487
2021-03-14,3.04736
2021-03-15,9.40708
2021-03-16,8.71149
2021-03-17,10.50016
2021-03-18,10.86452
2021-03-19,10.89764
2021-03-20,3.08049
2021-03-21,2.38489
2021-03-22,9.80457
2021-03-23,14.50811
2021-03-24,10.6989
2021-03-25,10.46704
2021-03-26,8.64524
2021-03-27,2.58363
2021-03-28,2.55051
2021-03-29,9.5727
2021-03-30,8.64524
2021-03-31,10.2683
2021-04-01,8.64524
2021-04-02,7.8834
2021-04-03,2.61676
2021-04-04,2.88174
2021-04-05,9.40708
2021-04-06,9.97018
2021-04-07,9.73832
2021-04-08,9.67207
2021-04-09,7.8834
2021-04-10,2.15303
2021-04-11,2.08678
2021-04-12,7.85028
2021-04-13,7.94965
2021-04-14,7.38655
2021-04-15,8.74461
2021-04-16,7.55216
2021-04-17,2.2524
2021-04-18,2.15303
2021-04-19,8.11526
