date,코스닥상장요건
2020-10-09,22.33009
2020-10-10,14.5631
2020-10-11,22.81553
2020-10-12,43.68932
2020-10-13,44.66019
2020-10-14,57.76699
2020-10-15,79.12621
2020-10-16,62.62135
2020-10-17,27.6699
2020-10-18,30.09708
2020-10-19,49.51456
2020-10-20,52.91262
2020-10-21,60.19417
2020-10-22,56.31067
2020-10-23,40.29126
2020-10-24,38.83495
2020-10-25,24.75728
2020-10-26,44.17475
2020-10-27,56.79611
2020-10-28,45.14563
2020-10-29,56.31067
2020-10-30,38.83495
2020-10-31,24.27184
2020-11-01,16.50485
2020-11-02,48.05825
2020-11-03,46.1165
2020-11-04,45.14563
2020-11-05,50.48543
2020-11-06,55.82524
2020-11-07,31.06796
2020-11-08,22.81553
2020-11-09,65.04854
2020-11-10,48.54368
2020-11-11,43.68932
2020-11-12,73.30097
2020-11-13,53.39805
2020-11-14,26.69902
2020-11-15,33.98058
2020-11-16,57.28155
2020-11-17,56.79611
2020-11-18,55.82524
2020-11-19,45.63106
2020-11-20,48.54368
2020-11-21,29.61165
2020-11-22,14.07766
2020-11-23,35.92233
2020-11-24,54.85436
2020-11-25,55.3398
2020-11-26,47.57281
2020-11-27,40.29126
2020-11-28,28.64077
2020-11-29,23.30097
2020-11-30,53.39805
2020-12-01,51.94174
2020-12-02,50.0
2020-12-03,51.45631
2020-12-04,47.08737
2020-12-05,17.96116
2020-12-06,22.33009
2020-12-07,44.17475
2020-12-08,46.1165
2020-12-09,51.94174
2020-12-10,57.28155
2020-12-11,52.91262
2020-12-12,31.06796
2020-12-13,23.7864
2020-12-14,52.42718
2020-12-15,45.14563
2020-12-16,42.71844
2020-12-17,47.57281
2020-12-18,54.36893
2020-12-19,30.58252
2020-12-20,25.24271
2020-12-21,43.68932
2020-12-22,51.94174
2020-12-23,53.39805
2020-12-24,45.63106
2020-12-25,22.33009
2020-12-26,22.81553
2020-12-27,28.64077
2020-12-28,45.63106
2020-12-29,60.67961
2020-12-30,43.68932
2020-12-31,43.68932
2021-01-01,27.18446
2021-01-02,26.69902
2021-01-03,34.95145
2021-01-04,60.19417
2021-01-05,71.35922
2021-01-06,70.87378
2021-01-07,70.38834
2021-01-08,69.90291
2021-01-09,44.66019
2021-01-10,33.49514
2021-01-11,71.84466
2021-01-12,73.7864
2021-01-13,59.70873
2021-01-14,75.24271
2021-01-15,73.30097
2021-01-16,47.08737
2021-01-17,59.70873
2021-01-18,73.7864
2021-01-19,78.64077
2021-01-20,88.34951
2021-01-21,78.15533
2021-01-22,79.12621
2021-01-23,57.76699
2021-01-24,44.66019
2021-01-25,77.6699
2021-01-26,92.233
2021-01-27,88.83495
2021-01-28,72.33009
2021-01-29,60.19417
2021-01-30,32.03883
2021-01-31,41.26213
2021-02-01,59.2233
2021-02-02,77.18446
2021-02-03,80.58252
2021-02-04,75.72815
2021-02-05,69.41747
2021-02-06,48.54368
2021-02-07,40.77669
2021-02-08,57.76699
2021-02-09,63.59223
2021-02-10,62.62135
2021-02-11,34.46601
2021-02-12,42.233
2021-02-13,50.97087
2021-02-14,48.05825
2021-02-15,85.43689
2021-02-16,96.60194
2021-02-17,92.71844
2021-02-18,81.55339
2021-02-19,94.17475
2021-02-20,50.48543
2021-02-21,48.54368
2021-02-22,70.87378
2021-02-23,84.95145
2021-02-24,69.41747
2021-02-25,61.16504
2021-02-26,69.90291
2021-02-27,37.86407
2021-02-28,33.49514
2021-03-01,47.08737
2021-03-02,56.79611
2021-03-03,59.70873
2021-03-04,68.93203
2021-03-05,63.59223
2021-03-06,35.92233
2021-03-07,34.95145
2021-03-08,58.73786
2021-03-09,65.53398
2021-03-10,54.36893
2021-03-11,80.58252
2021-03-12,83.98058
2021-03-13,46.60194
2021-03-14,44.17475
2021-03-15,63.10679
2021-03-16,85.43689
2021-03-17,85.92233
2021-03-18,84.95145
2021-03-19,71.35922
2021-03-20,32.52427
2021-03-21,41.26213
2021-03-22,68.4466
2021-03-23,78.15533
2021-03-24,100.0
2021-03-25,73.7864
2021-03-26,52.42718
2021-03-27,38.83495
2021-03-28,40.77669
2021-03-29,67.47572
2021-03-30,68.4466
2021-03-31,59.2233
2021-04-01,60.67961
2021-04-02,51.94174
2021-04-03,36.40776
2021-04-04,38.83495
2021-04-05,59.70873
2021-04-06,51.45631
2021-04-07,62.13592
2021-04-08,59.2233
2021-04-09,48.54368
2021-04-10,31.06796
2021-04-11,30.58252
2021-04-12,70.87378
2021-04-13,65.53398
2021-04-14,73.7864
2021-04-15,61.16504
2021-04-16,54.85436
2021-04-17,32.52427
2021-04-18,27.18446
2021-04-19,55.3398
2021-04-20,66.01941
2021-04-21,64.5631
2021-04-22,57.28155
2021-04-23,59.70873
2021-04-24,28.64077
2021-04-25,29.12621
2021-04-26,69.41747
2021-04-27,68.93203
2021-04-28,75.72815
2021-04-29,69.41747
2021-04-30,50.48543
2021-05-01,30.58252
2021-05-02,24.75728
2021-05-03,51.94174
2021-05-04,51.94174
2021-05-05,26.69902
2021-05-06,53.88349
2021-05-07,52.42718
2021-05-08,24.27184
2021-05-09,25.24271
2021-05-10,51.94174
2021-05-11,56.79611
2021-05-12,61.65048
2021-05-13,62.13592
2021-05-14,43.68932
2021-05-15,33.49514
2021-05-16,40.77669
2021-05-17,56.31067
2021-05-18,50.48543
2021-05-19,27.6699
2021-05-20,57.76699
2021-05-21,55.3398
2021-05-22,23.7864
2021-05-23,22.33009
2021-05-24,47.08737
2021-05-25,46.60194
2021-05-26,57.28155
2021-05-27,51.94174
2021-05-28,49.02912
2021-05-29,20.87378
2021-05-30,25.72815
2021-05-31,59.2233
2021-06-01,48.05825
2021-06-02,56.31067
2021-06-03,63.10679
2021-06-04,40.29126
2021-06-05,23.30097
2021-06-06,28.15533
2021-06-07,49.02912
2021-06-08,44.66019
2021-06-09,50.48543
2021-06-10,53.88349
2021-06-11,42.233
2021-06-12,22.81553
2021-06-13,21.35922
2021-06-14,51.45631
2021-06-15,52.91262
2021-06-16,59.2233
2021-06-17,57.76699
2021-06-18,44.17475
2021-06-19,29.12621
2021-06-20,28.64077
2021-06-21,49.51456
2021-06-22,52.42718
2021-06-23,51.94174
2021-06-24,55.3398
2021-06-25,42.71844
2021-06-26,33.49514
2021-06-27,18.4466
2021-06-28,55.82524
2021-06-29,58.73786
2021-06-30,49.02912
2021-07-01,54.36893
2021-07-02,54.85436
2021-07-03,28.64077
2021-07-04,27.18446
2021-07-05,37.86407
2021-07-06,46.60194
2021-07-07,46.1165
2021-07-08,44.17475
2021-07-09,33.49514
2021-07-10,21.35922
2021-07-11,25.72815
2021-07-12,33.49514
2021-07-13,43.68932
2021-07-14,38.83495
2021-07-15,50.48543
2021-07-16,39.32038
2021-07-17,24.75728
2021-07-18,18.93203
2021-07-19,40.29126
2021-07-20,34.95145
2021-07-21,48.54368
2021-07-22,48.05825
2021-07-23,39.32038
2021-07-24,31.06796
2021-07-25,17.96116
2021-07-26,46.60194
2021-07-27,41.26213
2021-07-28,31.06796
2021-07-29,43.68932
2021-07-30,37.37864
2021-07-31,21.35922
2021-08-01,10.67961
2021-08-02,24.75728
2021-08-03,41.74757
2021-08-04,23.30097
2021-08-05,32.52427
2021-08-06,35.43689
2021-08-07,24.75728
2021-08-08,20.87378
2021-08-09,42.71844
2021-08-10,41.74757
2021-08-11,49.02912
2021-08-12,51.45631
2021-08-13,39.32038
2021-08-14,23.7864
2021-08-15,16.99029
2021-08-16,25.24271
2021-08-17,44.17475
2021-08-18,52.42718
2021-08-19,46.60194
2021-08-20,35.43689
2021-08-21,15.53398
2021-08-22,23.30097
2021-08-23,35.92233
2021-08-24,46.60194
2021-08-25,37.86407
2021-08-26,76.21359
2021-08-27,37.86407
2021-08-28,24.75728
2021-08-29,38.34951
2021-08-30,36.8932
2021-08-31,50.97087
2021-09-01,39.80582
2021-09-02,43.20388
2021-09-03,40.77669
2021-09-04,19.41747
2021-09-05,11.65048
2021-09-06,38.83495
2021-09-07,52.42718
2021-09-08,36.40776
2021-09-09,47.08737
2021-09-10,27.6699
2021-09-11,20.87378
2021-09-12,21.35922
2021-09-13,35.92233
2021-09-14,38.83495
2021-09-15,50.48543
2021-09-16,33.0097
2021-09-17,28.64077
2021-09-18,28.64077
2021-09-19,15.04854
2021-09-20,17.96116
2021-09-21,13.10679
2021-09-22,11.16504
2021-09-23,29.12621
2021-09-24,12.13592
2021-09-25,19.90291
2021-09-26,17.47572
2021-09-27,34.46601
2021-09-28,33.49514
2021-09-29,49.02912
2021-09-30,41.74757
2021-10-01,35.92233
2021-10-02,25.72815
2021-10-03,16.01941
2021-10-04,17.96116
2021-10-05,25.24271
2021-10-06,42.233
2021-10-07,34.46601
2021-10-08,38.83495
2021-10-09,20.87378
2021-10-10,18.4466
2021-10-11,21.84466
2021-10-12,25.24271
2021-10-13,33.98058
2021-10-14,36.8932
2021-10-15,41.26213
2021-10-16,14.5631
2021-10-17,16.01941
2021-10-18,31.55339
2021-10-19,36.8932
2021-10-20,39.80582
2021-10-21,32.03883
2021-10-22,34.46601
2021-10-23,25.24271
2021-10-24,18.93203
2021-10-25,39.32038
2021-10-26,38.83495
2021-10-27,42.233
2021-10-28,38.34951
2021-10-29,29.12621
2021-10-30,20.38834
2021-10-31,22.33009
2021-11-01,37.37864
2021-11-02,42.233
2021-11-03,41.26213
2021-11-04,42.233
2021-11-05,41.26213
2021-11-06,21.35922
2021-11-07,22.33009
2021-11-08,43.20388
2021-11-09,42.233
2021-11-10,38.83495
2021-11-11,60.19417
2021-11-12,31.06796
2021-11-13,18.4466
2021-11-14,18.4466
2021-11-15,37.37864
2021-11-16,43.20388
2021-11-17,45.63106
2021-11-18,37.37864
2021-11-19,33.0097
2021-11-20,19.90291
2021-11-21,17.47572
2021-11-22,43.20388
2021-11-23,37.37864
2021-11-24,46.60194
2021-11-25,41.26213
2021-11-26,29.61165
2021-11-27,14.5631
2021-11-28,16.50485
2021-11-29,33.49514
2021-11-30,23.30097
2021-12-01,34.95145
2021-12-02,40.77669
2021-12-03,43.68932
2021-12-04,18.93203
2021-12-05,13.10679
2021-12-06,33.0097
2021-12-07,42.71844
2021-12-08,47.57281
2021-12-09,37.37864
2021-12-10,29.12621
2021-12-11,21.35922
2021-12-12,24.75728
2021-12-13,31.06796
2021-12-14,46.60194
2021-12-15,43.20388
2021-12-16,41.74757
2021-12-17,35.43689
2021-12-18,15.53398
2021-12-19,26.69902
2021-12-20,45.63106
2021-12-21,37.37864
2021-12-22,41.74757
2021-12-23,49.51456
2021-12-24,35.92233
2021-12-25,12.13592
2021-12-26,14.07766
2021-12-27,43.20388
2021-12-28,53.39805
2021-12-29,40.29126
2021-12-30,31.55339
2021-12-31,22.33009
2022-01-01,21.35922
2022-01-02,13.59223
2022-01-03,53.88349
2022-01-04,57.76699
2022-01-05,56.79611
2022-01-06,49.02912
2022-01-07,37.37864
2022-01-08,28.15533
2022-01-09,27.18446
2022-01-10,47.57281
2022-01-11,48.05825
2022-01-12,53.39805
2022-01-13,42.71844
2022-01-14,42.71844
2022-01-15,24.75728
2022-01-16,25.24271
2022-01-17,38.34951
2022-01-18,40.77669
2022-01-19,59.70873
2022-01-20,58.73786
2022-01-21,43.68932
2022-01-22,25.72815
2022-01-23,23.7864
2022-01-24,45.63106
2022-01-25,40.77669
2022-01-26,53.39805
2022-01-27,38.34951
2022-01-28,46.60194
2022-01-29,16.01941
2022-01-30,13.59223
2022-01-31,15.04854
2022-02-01,14.07766
2022-02-02,17.96116
2022-02-03,32.03883
2022-02-04,33.49514
2022-02-05,20.87378
2022-02-06,17.47572
2022-02-07,49.51456
2022-02-08,30.58252
2022-02-09,35.92233
2022-02-10,42.233
2022-02-11,32.03883
2022-02-12,31.06796
2022-02-13,17.47572
2022-02-14,40.77669
2022-02-15,43.20388
2022-02-16,38.83495
2022-02-17,39.32038
2022-02-18,46.60194
2022-02-19,17.96116
2022-02-20,13.10679
2022-02-21,39.32038
2022-02-22,33.49514
2022-02-23,17.47572
2022-02-24,28.15533
2022-02-25,27.6699
2022-02-26,16.50485
2022-02-27,16.50485
2022-02-28,32.03883
2022-03-01,15.53398
2022-03-02,29.61165
2022-03-03,32.03883
2022-03-04,30.58252
2022-03-05,14.07766
2022-03-06,15.53398
2022-03-07,27.6699
2022-03-08,31.55339
2022-03-09,10.67961
2022-03-10,29.61165
2022-03-11,28.64077
2022-03-12,18.4466
2022-03-13,14.07766
2022-03-14,24.27184
2022-03-15,36.40776
2022-03-16,27.18446
2022-03-17,35.92233
2022-03-18,32.52427
2022-03-19,22.81553
2022-03-20,17.96116
2022-03-21,40.29126
2022-03-22,31.55339
2022-03-23,48.05825
2022-03-24,43.68932
2022-03-25,33.49514
2022-03-26,21.35922
2022-03-27,16.50485
2022-03-28,42.233
2022-03-29,34.95145
2022-03-30,42.71844
2022-03-31,43.20388
2022-04-01,33.98058
2022-04-02,17.47572
2022-04-03,19.41747
2022-04-04,26.69902
2022-04-05,30.58252
2022-04-06,35.43689
2022-04-07,39.32038
2022-04-08,32.03883
2022-04-09,10.67961
2022-04-10,13.59223
2022-04-11,31.55339
2022-04-12,29.61165
2022-04-13,25.24271
2022-04-14,31.55339
2022-04-15,31.55339
2022-04-16,16.01941
2022-04-17,16.50485
2022-04-18,31.06796
2022-04-19,26.21359
2022-04-20,37.37864
2022-04-21,44.17475
2022-04-22,36.8932
2022-04-23,10.19417
2022-04-24,12.13592
2022-04-25,31.55339
2022-04-26,19.90291
2022-04-27,36.40776
2022-04-28,34.46601
2022-04-29,30.09708
2022-04-30,20.38834
2022-05-01,16.99029
2022-05-02,32.52427
2022-05-03,29.12621
2022-05-04,28.15533
2022-05-05,19.90291
2022-05-06,19.90291
2022-05-07,11.16504
2022-05-08,10.67961
2022-05-09,30.09708
2022-05-10,40.29126
2022-05-11,41.26213
2022-05-12,33.49514
2022-05-13,22.33009
2022-05-14,14.5631
2022-05-15,15.04854
2022-05-16,35.43689
2022-05-17,26.21359
2022-05-18,40.77669
2022-05-19,34.46601
2022-05-20,38.83495
2022-05-21,19.90291
2022-05-22,11.16504
2022-05-23,25.72815
2022-05-24,27.6699
2022-05-25,33.49514
2022-05-26,36.40776
2022-05-27,28.64077
2022-05-28,11.16504
2022-05-29,13.10679
2022-05-30,32.03883
2022-05-31,28.15533
2022-06-01,15.04854
2022-06-02,26.21359
2022-06-03,31.06796
2022-06-04,18.4466
2022-06-05,8.73786
2022-06-06,12.62135
2022-06-07,26.69902
2022-06-08,26.69902
2022-06-09,36.8932
2022-06-10,26.69902
2022-06-11,13.59223
2022-06-12,15.04854
2022-06-13,30.58252
2022-06-14,23.30097
2022-06-15,26.21359
2022-06-16,20.38834
2022-06-17,22.81553
2022-06-18,9.2233
2022-06-19,9.2233
2022-06-20,22.81553
2022-06-21,29.12621
2022-06-22,29.12621
2022-06-23,30.09708
2022-06-24,24.27184
2022-06-25,10.19417
2022-06-26,7.28155
2022-06-27,27.18446
2022-06-28,27.6699
2022-06-29,21.84466
2022-06-30,26.21359
2022-07-01,25.72815
2022-07-02,12.62135
2022-07-03,10.19417
2022-07-04,27.18446
2022-07-05,29.61165
2022-07-06,27.6699
2022-07-07,21.84466
2022-07-08,18.93203
2022-07-09,9.2233
2022-07-10,11.16504
2022-07-11,30.58252
2022-07-12,21.35922
2022-07-13,22.33009
2022-07-14,22.81553
2022-07-15,21.84466
2022-07-16,5.82524
2022-07-17,12.13592
2022-07-18,18.93203
2022-07-19,24.27184
2022-07-20,28.64077
2022-07-21,28.15533
2022-07-22,21.84466
2022-07-23,11.16504
2022-07-24,16.01941
2022-07-25,25.72815
2022-07-26,18.93203
2022-07-27,23.30097
2022-07-28,27.18446
2022-07-29,21.84466
2022-07-30,15.04854
2022-07-31,14.07766
2022-08-01,27.6699
2022-08-02,25.24271
2022-08-03,31.55339
2022-08-04,29.61165
2022-08-05,32.03883
2022-08-06,15.04854
2022-08-07,8.73786
2022-08-08,24.75728
2022-08-09,24.75728
2022-08-10,26.69902
2022-08-11,28.15533
2022-08-12,35.43689
2022-08-13,7.76699
2022-08-14,10.67961
2022-08-15,8.73786
2022-08-16,28.64077
2022-08-17,45.14563
2022-08-18,25.72815
2022-08-19,24.75728
2022-08-20,6.79611
2022-08-21,16.99029
2022-08-22,33.0097
2022-08-23,27.18446
2022-08-24,30.09708
2022-08-25,22.33009
2022-08-26,22.33009
2022-08-27,5.82524
2022-08-28,8.73786
2022-08-29,28.15533
2022-08-30,24.75728
2022-08-31,20.38834
2022-09-01,24.75728
2022-09-02,25.24271
2022-09-03,13.10679
2022-09-04,11.65048
2022-09-05,21.84466
2022-09-06,25.24271
2022-09-07,25.24271
2022-09-08,22.33009
2022-09-09,6.31067
2022-09-10,10.67961
2022-09-11,12.62135
2022-09-12,13.59223
2022-09-13,20.87378
2022-09-14,25.24271
2022-09-15,11.16504
2022-09-16,7.28155
2022-09-18,2.91262
2022-09-19,6.79611
2022-09-20,9.2233
2022-09-21,10.19417
2022-09-22,8.25242
2022-09-23,6.79611
2022-09-24,2.42718
2022-09-25,3.88349
2022-09-26,11.16504
2022-09-27,12.13592
2022-09-28,2.42718
2022-09-29,12.62135
2022-09-30,18.4466
2022-10-01,13.10679
2022-10-02,10.67961
2022-10-03,18.93203
2022-10-04,29.61165
2022-10-05,26.21359
2022-10-06,29.12621
2022-10-07,19.90291
2022-10-08,8.73786
2022-10-09,13.10679
2022-10-10,9.70873
2022-10-11,20.87378
2022-10-12,21.84466
2022-10-13,21.84466
2022-10-14,19.41747
2022-10-15,10.67961
2022-10-16,11.65048
2022-10-17,21.84466
2022-10-18,26.21359
2022-10-19,20.87378
2022-10-20,25.72815
2022-10-21,20.87378
2022-10-22,7.76699
2022-10-23,12.13592
2022-10-24,12.13592
2022-10-25,17.96116
2022-10-26,25.24271
2022-10-27,15.04854
2022-10-28,19.90291
2022-10-29,14.07766
2022-10-30,4.36893
2022-10-31,17.96116
2022-11-01,20.38834
2022-11-02,19.90291
2022-11-03,15.04854
2022-11-04,20.38834
2022-11-05,4.85436
2022-11-06,6.31067
2022-11-07,21.84466
2022-11-08,20.38834
2022-11-09,23.30097
2022-11-10,23.7864
2022-11-11,20.87378
2022-11-12,16.01941
2022-11-13,9.2233
2022-11-14,22.81553
2022-11-15,24.75728
2022-11-16,19.41747
2022-11-17,22.81553
2022-11-18,26.69902
2022-11-19,8.73786
2022-11-20,12.62135
2022-11-21,21.84466
2022-11-22,26.21359
2022-11-23,26.21359
2022-11-24,18.93203
2022-11-25,20.38834
2022-11-26,8.73786
2022-11-27,13.59223
2022-11-28,17.47572
2022-11-29,29.61165
2022-11-30,20.38834
2022-12-01,23.30097
2022-12-02,26.69902
2022-12-03,4.85436
2022-12-04,6.31067
2022-12-05,26.21359
2022-12-06,22.33009
2022-12-07,31.55339
2022-12-08,31.06796
2022-12-09,21.84466
2022-12-10,9.2233
2022-12-11,16.50485
2022-12-12,28.64077
2022-12-13,27.6699
2022-12-14,32.03883
2022-12-15,23.30097
2022-12-16,20.87378
2022-12-17,10.67961
2022-12-18,14.5631
2022-12-19,30.58252
2022-12-20,26.69902
2022-12-21,17.96116
2022-12-22,23.7864
2022-12-23,21.35922
2022-12-24,10.19417
2022-12-25,7.76699
2022-12-26,26.69902
2022-12-27,26.69902
2022-12-28,25.24271
2022-12-29,24.75728
2022-12-30,15.53398
2022-12-31,15.04854
2023-01-01,11.16504
2023-01-02,24.75728
2023-01-03,30.09708
2023-01-04,32.52427
2023-01-05,27.6699
2023-01-06,26.21359
2023-01-07,15.53398
2023-01-08,11.65048
2023-01-09,34.95145
2023-01-10,25.72815
2023-01-11,30.58252
2023-01-12,27.6699
2023-01-13,22.33009
2023-01-14,7.76699
2023-01-15,11.65048
2023-01-16,20.38834
2023-01-17,21.84466
2023-01-18,23.30097
2023-01-19,25.24271
2023-01-20,20.87378
2023-01-21,12.62135
2023-01-22,10.67961
2023-01-23,12.62135
2023-01-24,13.59223
2023-01-25,17.96116
2023-01-26,24.75728
2023-01-27,32.52427
2023-01-28,15.53398
2023-01-29,7.76699
2023-01-30,30.58252
2023-01-31,26.21359
2023-02-01,33.98058
2023-02-02,39.80582
2023-02-03,24.75728
2023-02-04,14.5631
2023-02-05,9.70873
2023-02-06,32.52427
2023-02-07,34.46601
2023-02-08,26.69902
2023-02-09,35.92233
2023-02-10,27.6699
2023-02-11,15.04854
2023-02-12,14.5631
2023-02-13,27.18446
2023-02-14,27.6699
2023-02-15,30.58252
2023-02-16,32.03883
2023-02-17,27.18446
2023-02-18,17.47572
2023-02-19,10.19417
2023-02-20,29.12621
2023-02-21,36.40776
2023-02-22,34.46601
2023-02-23,34.95145
2023-02-24,22.33009
2023-02-25,12.13592
2023-02-26,18.4466
2023-02-27,23.7864
2023-02-28,28.64077
2023-03-01,16.99029
2023-03-02,23.7864
2023-03-03,33.98058
2023-03-04,16.50485
2023-03-05,16.99029
2023-03-06,36.40776
2023-03-07,29.61165
2023-03-08,36.8932
2023-03-09,31.55339
2023-03-10,29.61165
2023-03-11,14.07766
2023-03-12,13.10679
2023-03-13,31.55339
2023-03-14,35.43689
2023-03-15,33.0097
2023-03-16,47.08737
2023-03-17,28.64077
2023-03-18,17.47572
2023-03-19,16.99029
2023-03-20,39.32038
2023-03-21,36.40776
2023-03-22,39.80582
2023-03-23,27.18446
2023-03-24,27.18446
2023-03-25,15.04854
2023-03-26,15.53398
2023-03-27,32.52427
2023-03-28,30.58252
2023-03-29,33.49514
2023-03-30,39.32038
2023-03-31,31.55339
2023-04-01,20.87378
2023-04-02,12.13592
2023-04-03,38.83495
2023-04-04,40.77669
2023-04-05,28.64077
2023-04-06,31.06796
2023-04-07,38.83495
2023-04-08,17.47572
2023-04-09,18.93203
2023-04-10,28.15533
2023-04-11,38.83495
2023-04-12,33.98058
2023-04-13,37.37864
2023-04-14,37.86407
2023-04-15,13.10679
2023-04-16,16.50485
2023-04-17,35.43689
2023-04-18,43.20388
2023-04-19,38.83495
2023-04-20,48.54368
2023-04-21,34.46601
2023-04-22,10.19417
2023-04-23,13.10679
2023-04-24,28.15533
2023-04-25,20.87378
2023-04-26,29.12621
2023-04-27,32.52427
2023-04-28,22.81553
2023-04-29,10.19417
2023-04-30,5.3398
2023-05-01,11.65048
2023-05-02,24.27184
2023-05-03,18.93203
2023-05-04,27.18446
2023-05-05,11.16504
2023-05-06,13.59223
2023-05-07,10.19417
2023-05-08,21.35922
2023-05-09,24.75728
2023-05-10,22.33009
2023-05-11,29.12621
2023-05-12,26.21359
2023-05-13,16.01941
2023-05-14,12.13592
2023-05-15,27.6699
2023-05-16,29.12621
2023-05-17,29.12621
2023-05-18,29.12621
2023-05-19,24.27184
2023-05-20,10.19417
2023-05-21,15.04854
2023-05-22,26.69902
2023-05-23,25.72815
2023-05-24,34.46601
2023-05-25,28.64077
2023-05-26,22.81553
2023-05-27,12.13592
2023-05-28,12.62135
2023-05-29,13.59223
2023-05-30,28.15533
