date,TIGERETF
2020-12-12,24.15458
2020-12-13,24.15458
2020-12-14,41.22383
2020-12-15,44.12238
2020-12-16,63.12399
2020-12-17,53.62318
2020-12-18,54.26731
2020-12-19,34.7826
2020-12-20,39.13043
2020-12-21,48.30917
2020-12-22,52.01288
2020-12-23,52.01288
2020-12-24,45.89371
2020-12-25,28.66344
2020-12-26,36.55394
2020-12-27,44.28341
2020-12-28,60.86956
2020-12-29,66.50563
2020-12-30,62.6409
2020-12-31,45.89371
2021-01-01,46.21578
2021-01-02,51.69082
2021-01-03,48.4702
2021-01-04,77.45571
2021-01-05,72.94685
2021-01-06,70.37037
2021-01-07,74.55716
2021-01-08,89.37198
2021-01-09,65.37842
2021-01-10,74.07407
2021-01-11,71.01449
2021-01-12,59.25925
2021-01-13,70.69243
2021-01-14,64.57326
2021-01-15,52.81803
2021-01-16,43.15619
2021-01-17,44.12238
2021-01-18,50.88566
2021-01-19,69.40418
2021-01-20,65.70048
2021-01-21,74.07407
2021-01-22,84.219
2021-01-23,78.09983
2021-01-24,75.52334
2021-01-25,84.70209
2021-01-26,81.80354
2021-01-27,67.14975
2021-01-28,57.64895
2021-01-29,48.79227
2021-01-30,38.00322
2021-01-31,51.20772
2021-02-01,57.97101
2021-02-02,77.9388
2021-02-03,79.87117
2021-02-04,63.28502
2021-02-05,82.76972
2021-02-06,42.6731
2021-02-07,56.03864
2021-02-08,66.50563
2021-02-09,62.6409
2021-02-10,60.22544
2021-02-11,38.9694
2021-02-12,38.16425
2021-02-13,39.13043
2021-02-14,46.53784
2021-02-15,73.91304
2021-02-16,69.56521
2021-02-17,66.66666
2021-02-18,53.62318
2021-02-19,49.11433
2021-02-20,38.00322
2021-02-21,33.01127
2021-02-22,46.37681
2021-02-23,37.03703
2021-02-24,47.50402
2021-02-25,44.28341
2021-02-26,35.58776
2021-02-27,25.12077
2021-02-28,29.30756
2021-03-01,28.66344
2021-03-02,37.03703
2021-03-03,38.00322
2021-03-04,32.68921
2021-03-05,34.46054
2021-03-06,23.34943
2021-03-07,30.75684
2021-03-08,31.40096
2021-03-09,33.01127
2021-03-10,33.1723
2021-03-11,37.19806
2021-03-12,27.53623
2021-03-13,20.12882
2021-03-14,23.51046
2021-03-15,31.23993
2021-03-16,34.94363
2021-03-17,26.57004
2021-03-18,32.68921
2021-03-19,23.51046
2021-03-20,18.51851
2021-03-21,15.61996
2021-03-22,30.11272
2021-03-23,23.99355
2021-03-24,26.08695
2021-03-25,25.60386
2021-03-26,21.90016
2021-03-27,23.99355
2021-03-28,17.71336
2021-03-29,36.07085
2021-03-30,28.82447
2021-03-31,26.40901
2021-04-01,28.82447
2021-04-02,32.04508
2021-04-03,17.23027
2021-04-04,19.64573
2021-04-05,39.29146
2021-04-06,66.66666
2021-04-07,82.44766
2021-04-08,73.59098
2021-04-09,90.98228
2021-04-10,40.41867
2021-04-11,34.7826
2021-04-12,52.97906
2021-04-13,53.30112
2021-04-14,54.10628
2021-04-15,48.30917
2021-04-16,47.02093
2021-04-17,23.83252
2021-04-18,30.27375
2021-04-19,49.11433
2021-04-20,45.73268
2021-04-21,42.02898
2021-04-22,45.41062
2021-04-23,38.9694
2021-04-24,25.76489
2021-04-25,27.53623
2021-04-26,44.60547
2021-04-27,43.96135
2021-04-28,48.63123
2021-04-29,48.4702
2021-04-30,40.90177
2021-05-01,26.40901
2021-05-02,23.34943
2021-05-03,39.93558
2021-05-04,54.91143
2021-05-05,29.30756
2021-05-06,41.54589
2021-05-07,37.03703
2021-05-08,23.83252
2021-05-09,22.86634
2021-05-10,41.70692
2021-05-11,32.04508
2021-05-12,32.52818
2021-05-13,32.52818
2021-05-14,31.56199
2021-05-15,19.4847
2021-05-16,20.93397
2021-05-17,31.0789
2021-05-18,30.43478
2021-05-19,20.77294
2021-05-20,35.58776
2021-05-21,35.58776
2021-05-22,23.34943
2021-05-23,21.73913
2021-05-24,38.80837
2021-05-25,61.35265
2021-05-26,47.18196
2021-05-27,35.90982
2021-05-28,38.80837
2021-05-29,20.45088
2021-05-30,23.1884
2021-05-31,42.99516
2021-06-01,41.86795
2021-06-02,34.94363
2021-06-03,34.62157
2021-06-04,31.40096
2021-06-05,19.16264
2021-06-06,20.61191
2021-06-07,32.52818
2021-06-08,33.49436
2021-06-09,34.62157
2021-06-10,32.20611
2021-06-11,36.876
2021-06-12,21.57809
2021-06-13,20.77294
2021-06-14,38.00322
2021-06-15,40.90177
2021-06-16,34.46054
2021-06-17,42.19001
2021-06-18,47.50402
2021-06-19,19.00161
2021-06-20,23.1884
2021-06-21,30.27375
2021-06-22,37.19806
2021-06-23,43.80032
2021-06-24,43.96135
2021-06-25,35.58776
2021-06-26,27.05314
2021-06-27,26.57004
2021-06-28,41.22383
2021-06-29,41.38486
2021-06-30,42.6731
2021-07-01,35.10466
2021-07-02,36.39291
2021-07-03,24.31561
2021-07-04,24.31561
2021-07-05,36.07085
2021-07-06,38.9694
2021-07-07,45.41062
2021-07-08,45.73268
2021-07-09,49.75845
2021-07-10,41.70692
2021-07-11,42.02898
2021-07-12,60.38647
2021-07-13,65.70048
2021-07-14,52.81803
2021-07-15,51.04669
2021-07-16,47.18196
2021-07-17,36.55394
2021-07-18,39.77455
2021-07-19,58.4541
2021-07-20,79.54911
2021-07-21,58.77616
2021-07-22,60.70853
2021-07-23,51.69082
2021-07-24,27.21417
2021-07-25,29.30756
2021-07-26,45.89371
2021-07-27,47.50402
2021-07-28,51.52979
2021-07-29,55.55555
2021-07-30,52.01288
2021-07-31,25.92592
2021-08-01,26.40901
2021-08-02,44.12238
2021-08-03,57.80998
2021-08-04,55.87761
2021-08-05,54.10628
2021-08-06,61.99677
2021-08-07,36.71497
2021-08-08,33.65539
2021-08-09,51.36876
2021-08-10,78.58293
2021-08-11,61.99677
2021-08-12,63.44605
2021-08-13,51.20772
2021-08-14,33.81642
2021-08-15,31.0789
2021-08-16,36.07085
2021-08-17,52.17391
2021-08-18,46.69887
2021-08-19,47.18196
2021-08-20,42.51207
2021-08-21,29.14653
2021-08-22,26.24798
2021-08-23,48.30917
2021-08-24,55.23349
2021-08-25,59.25925
2021-08-26,49.91948
2021-08-27,43.80032
2021-08-28,27.21417
2021-08-29,32.85024
2021-08-30,45.57165
2021-08-31,56.8438
2021-09-01,49.27536
2021-09-02,44.60547
2021-09-03,45.57165
2021-09-04,28.18035
2021-09-05,37.84219
2021-09-06,53.78421
2021-09-07,47.02093
2021-09-08,54.26731
2021-09-09,52.49597
2021-09-10,47.82608
2021-09-11,20.61191
2021-09-12,25.44283
2021-09-13,38.80837
2021-09-14,47.50402
2021-09-15,41.0628
2021-09-16,41.22383
2021-09-17,38.9694
2021-09-18,18.35748
2021-09-19,20.93397
2021-09-20,20.61191
2021-09-21,20.28985
2021-09-22,28.01932
2021-09-23,42.51207
2021-09-24,42.99516
2021-09-25,28.82447
2021-09-26,28.01932
2021-09-27,43.15619
2021-09-28,35.58776
2021-09-29,37.84219
2021-09-30,43.63929
2021-10-01,32.36714
2021-10-02,16.42512
2021-10-03,21.57809
2021-10-04,19.80676
2021-10-05,29.46859
2021-10-06,33.81642
2021-10-07,29.62962
2021-10-08,27.69726
2021-10-09,17.55233
2021-10-10,16.10305
2021-10-11,18.67954
2021-10-12,29.14653
2021-10-13,39.45249
2021-10-14,42.83413
2021-10-15,35.90982
2021-10-16,19.16264
2021-10-17,23.67149
2021-10-18,35.42673
2021-10-19,37.03703
2021-10-20,41.86795
2021-10-21,35.58776
2021-10-22,34.46054
2021-10-23,17.71336
2021-10-24,21.90016
2021-10-25,42.02898
2021-10-26,51.04669
2021-10-27,53.62318
2021-10-28,48.79227
2021-10-29,52.33494
2021-10-30,26.73107
2021-10-31,30.43478
2021-11-01,54.10628
2021-11-02,56.19967
2021-11-03,44.12238
2021-11-04,50.40257
2021-11-05,48.9533
2021-11-06,27.05314
2021-11-07,29.79066
2021-11-08,56.19967
2021-11-09,49.27536
2021-11-10,42.6731
2021-11-11,52.01288
2021-11-12,39.29146
2021-11-13,25.12077
2021-11-14,33.97745
2021-11-15,58.4541
2021-11-16,54.42834
2021-11-17,54.91143
2021-11-18,55.07246
2021-11-19,48.63123
2021-11-20,29.46859
2021-11-21,33.33333
2021-11-22,53.62318
2021-11-23,48.30917
2021-11-24,38.48631
2021-11-25,41.22383
2021-11-26,43.31723
2021-11-27,18.84057
2021-11-28,20.77294
2021-11-29,37.19806
2021-11-30,44.92753
2021-12-01,41.38486
2021-12-02,39.61352
2021-12-03,38.9694
2021-12-04,21.41706
2021-12-05,24.95974
2021-12-06,40.74074
2021-12-07,44.92753
2021-12-08,42.35104
2021-12-09,42.19001
2021-12-10,37.52012
2021-12-11,25.92592
2021-12-12,23.1884
2021-12-13,41.38486
2021-12-14,39.13043
2021-12-15,34.7826
2021-12-16,42.19001
2021-12-17,40.74074
2021-12-18,22.70531
2021-12-19,21.90016
2021-12-20,34.13848
2021-12-21,43.96135
2021-12-22,59.58132
2021-12-23,50.72463
2021-12-24,45.08856
2021-12-25,27.21417
2021-12-26,32.36714
2021-12-27,41.22383
2021-12-28,54.7504
2021-12-29,50.72463
2021-12-30,49.59742
2021-12-31,32.52818
2022-01-01,23.99355
2022-01-02,30.27375
2022-01-03,46.69887
2022-01-04,64.09017
2022-01-05,49.75845
2022-01-06,48.14814
2022-01-07,49.91948
2022-01-08,19.64573
2022-01-09,27.69726
2022-01-10,38.16425
2022-01-11,37.19806
2022-01-12,47.98711
2022-01-13,47.34299
2022-01-14,35.58776
2022-01-15,20.93397
2022-01-16,23.02737
2022-01-17,35.58776
2022-01-18,35.90982
2022-01-19,35.42673
2022-01-20,38.16425
2022-01-21,33.33333
2022-01-22,21.41706
2022-01-23,20.12882
2022-01-24,35.74879
2022-01-25,34.94363
2022-01-26,36.23188
2022-01-27,59.25925
2022-01-28,45.57165
2022-01-29,26.57004
2022-01-30,19.16264
2022-01-31,18.03542
2022-02-01,17.23027
2022-02-02,27.21417
2022-02-03,41.22383
2022-02-04,51.69082
2022-02-05,28.50241
2022-02-06,23.1884
2022-02-07,43.31723
2022-02-08,52.33494
2022-02-09,47.82608
2022-02-10,45.89371
2022-02-11,40.90177
2022-02-12,27.53623
2022-02-13,31.40096
2022-02-14,37.03703
2022-02-15,34.46054
2022-02-16,35.74879
2022-02-17,34.94363
2022-02-18,35.2657
2022-02-19,23.83252
2022-02-20,20.77294
2022-02-21,38.64734
2022-02-22,44.44444
2022-02-23,35.74879
2022-02-24,38.16425
2022-02-25,28.50241
2022-02-26,22.22222
2022-02-27,17.87439
2022-02-28,28.9855
2022-03-01,18.67954
2022-03-02,32.36714
2022-03-03,29.95169
2022-03-04,27.05314
2022-03-05,16.58615
2022-03-06,16.58615
2022-03-07,34.7826
2022-03-08,28.66344
2022-03-09,14.81481
2022-03-10,22.06119
2022-03-11,31.0789
2022-03-12,18.19645
2022-03-13,18.51851
2022-03-14,29.79066
2022-03-15,33.01127
2022-03-16,29.79066
2022-03-17,27.85829
2022-03-18,26.73107
2022-03-19,17.55233
2022-03-20,15.78099
2022-03-21,29.62962
2022-03-22,35.58776
2022-03-23,35.58776
2022-03-24,32.04508
2022-03-25,34.62157
2022-03-26,21.25603
2022-03-27,16.10305
2022-03-28,28.34138
2022-03-29,33.81642
2022-03-30,38.48631
2022-03-31,30.11272
2022-04-01,23.99355
2022-04-02,15.78099
2022-04-03,19.4847
2022-04-04,31.56199
2022-04-05,31.40096
2022-04-06,24.31561
2022-04-07,26.40901
2022-04-08,32.04508
2022-04-09,19.32367
2022-04-10,15.61996
2022-04-11,27.69726
2022-04-12,26.40901
2022-04-13,31.23993
2022-04-14,24.63768
2022-04-15,23.99355
2022-04-16,14.33172
2022-04-17,13.2045
2022-04-18,22.70531
2022-04-19,25.76489
2022-04-20,23.1884
2022-04-21,28.34138
2022-04-22,25.12077
2022-04-23,14.00966
2022-04-24,13.04347
2022-04-25,26.8921
2022-04-26,26.8921
2022-04-27,36.55394
2022-04-28,31.40096
2022-04-29,30.43478
2022-04-30,15.78099
2022-05-01,14.33172
2022-05-02,24.47665
2022-05-03,44.28341
2022-05-04,26.08695
2022-05-05,12.39935
2022-05-06,23.02737
2022-05-07,9.01771
2022-05-08,10.95008
2022-05-09,21.73913
2022-05-10,22.70531
2022-05-11,23.67149
2022-05-12,23.02737
2022-05-13,21.095
2022-05-14,12.23832
2022-05-15,13.04347
2022-05-16,26.57004
2022-05-17,33.33333
2022-05-18,27.69726
2022-05-19,21.41706
2022-05-20,24.63768
2022-05-21,8.69565
2022-05-22,14.81481
2022-05-23,21.25603
2022-05-24,17.23027
2022-05-25,17.71336
2022-05-26,17.3913
2022-05-27,17.06924
2022-05-28,9.01771
2022-05-29,11.91626
2022-05-30,21.25603
2022-05-31,21.73913
2022-06-01,11.91626
2022-06-02,16.42512
2022-06-03,12.39935
2022-06-04,8.53462
2022-06-05,9.01771
2022-06-06,11.5942
2022-06-07,16.90821
2022-06-08,18.84057
2022-06-09,21.90016
2022-06-10,19.80676
2022-06-11,9.98389
2022-06-12,12.39935
2022-06-13,29.14653
2022-06-14,29.95169
2022-06-15,28.18035
2022-06-16,17.87439
2022-06-17,23.83252
2022-06-18,12.88244
2022-06-19,10.46698
2022-06-20,20.28985
2022-06-21,19.32367
2022-06-22,20.28985
2022-06-23,22.22222
2022-06-24,22.54428
2022-06-25,14.49275
2022-06-26,11.75523
2022-06-27,23.02737
2022-06-28,22.70531
2022-06-29,23.83252
2022-06-30,23.34943
2022-07-01,19.96779
2022-07-02,13.04347
2022-07-03,12.72141
2022-07-04,19.64573
2022-07-05,20.45088
2022-07-06,20.61191
2022-07-07,21.095
2022-07-08,20.93397
2022-07-09,9.98389
2022-07-10,10.46698
2022-07-11,19.16264
2022-07-12,22.38325
2022-07-13,17.23027
2022-07-14,19.80676
2022-07-15,15.94202
2022-07-16,6.60225
2022-07-17,11.91626
2022-07-18,26.40901
2022-07-19,53.62318
2022-07-20,39.93558
2022-07-21,33.49436
2022-07-22,30.75684
2022-07-23,12.72141
2022-07-24,11.91626
2022-07-25,25.2818
2022-07-26,24.63768
2022-07-27,30.91787
2022-07-28,29.14653
2022-07-29,29.30756
2022-07-30,12.23832
2022-07-31,13.52657
2022-08-01,28.18035
2022-08-02,35.42673
2022-08-03,38.64734
2022-08-04,30.27375
2022-08-05,38.16425
2022-08-06,16.10305
2022-08-07,16.90821
2022-08-08,24.47665
2022-08-09,26.8921
2022-08-10,25.92592
2022-08-11,32.68921
2022-08-12,28.01932
2022-08-13,15.13687
2022-08-14,9.33977
2022-08-15,17.06924
2022-08-16,29.62962
2022-08-17,32.36714
2022-08-18,26.24798
2022-08-19,19.96779
2022-08-20,15.94202
2022-08-21,11.5942
2022-08-22,22.38325
2022-08-23,25.76489
2022-08-24,25.2818
2022-08-25,24.47665
2022-08-26,20.93397
2022-08-27,10.62801
2022-08-28,9.17874
2022-08-29,28.01932
2022-08-30,32.20611
2022-08-31,38.32528
2022-09-01,25.76489
2022-09-02,22.86634
2022-09-03,11.75523
2022-09-04,15.2979
2022-09-05,20.28985
2022-09-06,22.38325
2022-09-07,17.55233
2022-09-08,17.06924
2022-09-09,9.66183
2022-09-10,8.53462
2022-09-11,8.37359
2022-09-12,14.17069
2022-09-13,23.51046
2022-09-14,23.83252
2022-09-15,19.96779
2022-09-16,15.78099
2022-09-17,14.17069
2022-09-18,11.43317
2022-09-19,19.64573
2022-09-20,18.51851
2022-09-21,18.19645
2022-09-22,19.00161
2022-09-23,14.00966
2022-09-24,9.98389
2022-09-25,10.30595
2022-09-26,23.67149
2022-09-27,24.15458
2022-09-28,19.96779
2022-09-29,19.4847
2022-09-30,19.64573
2022-10-01,12.23832
2022-10-02,13.84863
2022-10-03,13.52657
2022-10-04,22.06119
2022-10-05,24.47665
2022-10-06,16.10305
2022-10-07,14.49275
2022-10-08,6.76328
2022-10-09,7.08534
2022-10-10,11.43317
2022-10-11,18.67954
2022-10-12,18.67954
2022-10-13,14.97584
2022-10-14,17.71336
2022-10-15,10.62801
2022-10-16,11.91626
2022-10-17,20.28985
2022-10-18,26.40901
2022-10-19,18.03542
2022-10-20,21.41706
2022-10-21,16.74718
2022-10-22,12.23832
2022-10-23,8.37359
2022-10-24,18.35748
2022-10-25,16.42512
2022-10-26,19.4847
2022-10-27,29.14653
2022-10-28,28.82447
2022-10-29,10.95008
2022-10-30,14.33172
2022-10-31,28.34138
2022-11-01,26.57004
2022-11-02,38.80837
2022-11-03,22.06119
2022-11-04,19.16264
2022-11-05,10.62801
2022-11-06,15.2979
2022-11-07,21.41706
2022-11-08,22.70531
2022-11-09,19.64573
2022-11-10,15.94202
2022-11-11,18.51851
2022-11-12,10.62801
2022-11-13,10.30595
2022-11-14,18.84057
2022-11-15,23.51046
2022-11-16,19.64573
2022-11-17,17.71336
2022-11-18,15.61996
2022-11-19,10.95008
2022-11-20,10.78904
2022-11-21,19.32367
2022-11-22,28.82447
2022-11-23,34.46054
2022-11-24,26.8921
2022-11-25,26.57004
2022-11-26,13.04347
2022-11-27,13.6876
2022-11-28,25.44283
2022-11-29,28.66344
2022-11-30,25.92592
2022-12-01,28.9855
2022-12-02,27.85829
2022-12-03,12.56038
2022-12-04,13.36553
2022-12-05,20.93397
2022-12-06,18.35748
2022-12-07,19.16264
2022-12-08,19.96779
2022-12-09,21.90016
2022-12-10,9.82286
2022-12-11,13.52657
2022-12-12,22.06119
2022-12-13,25.76489
2022-12-14,23.02737
2022-12-15,33.81642
2022-12-16,20.77294
2022-12-17,12.39935
2022-12-18,13.52657
2022-12-19,19.96779
2022-12-20,16.58615
2022-12-21,18.84057
2022-12-22,16.42512
2022-12-23,14.00966
2022-12-24,8.53462
2022-12-25,8.85668
2022-12-26,21.57809
2022-12-27,21.73913
2022-12-28,26.08695
2022-12-29,22.54428
2022-12-30,14.65378
2022-12-31,11.27214
2023-01-01,12.56038
2023-01-02,22.06119
2023-01-03,27.69726
2023-01-04,24.95974
2023-01-05,23.02737
2023-01-06,22.86634
2023-01-07,11.91626
2023-01-08,12.56038
2023-01-09,24.15458
2023-01-10,25.12077
2023-01-11,22.86634
2023-01-12,42.6731
2023-01-13,32.52818
2023-01-14,13.36553
2023-01-15,11.75523
2023-01-16,24.31561
2023-01-17,21.90016
2023-01-18,26.24798
2023-01-19,21.41706
2023-01-20,18.19645
2023-01-21,10.95008
2023-01-22,7.08534
2023-01-23,11.5942
2023-01-24,12.56038
2023-01-25,24.31561
2023-01-26,29.30756
2023-01-27,34.29951
2023-01-28,19.64573
2023-01-29,16.26409
2023-01-30,34.94363
2023-01-31,29.14653
2023-02-01,36.876
2023-02-02,39.13043
2023-02-03,33.97745
2023-02-04,18.19645
2023-02-05,20.77294
2023-02-06,27.53623
2023-02-07,29.95169
2023-02-08,28.50241
2023-02-09,29.30756
2023-02-10,26.40901
2023-02-11,15.45893
2023-02-12,16.58615
2023-02-13,24.31561
2023-02-14,25.12077
2023-02-15,24.15458
2023-02-16,29.14653
2023-02-17,20.93397
2023-02-18,14.49275
2023-02-19,9.5008
2023-02-20,26.57004
2023-02-21,25.76489
2023-02-22,22.22222
2023-02-23,22.38325
2023-02-24,20.77294
2023-02-25,9.17874
2023-02-26,11.43317
2023-02-27,23.02737
2023-02-28,25.12077
2023-03-01,18.03542
2023-03-02,27.05314
2023-03-03,29.30756
2023-03-04,16.10305
2023-03-05,19.80676
2023-03-06,27.05314
2023-03-07,27.85829
2023-03-08,25.92592
2023-03-09,24.47665
2023-03-10,23.99355
2023-03-11,9.98389
2023-03-12,11.43317
2023-03-13,23.34943
2023-03-14,22.06119
2023-03-15,24.31561
2023-03-16,22.54428
2023-03-17,26.73107
2023-03-18,10.95008
2023-03-19,11.11111
2023-03-20,24.79871
2023-03-21,28.9855
2023-03-22,25.92592
2023-03-23,36.55394
2023-03-24,26.57004
2023-03-25,17.3913
2023-03-26,12.23832
2023-03-27,40.09661
2023-03-28,33.97745
2023-03-29,42.99516
2023-03-30,33.01127
2023-03-31,30.27375
2023-04-01,15.78099
2023-04-02,19.32367
2023-04-03,36.23188
2023-04-04,39.61352
2023-04-05,37.52012
2023-04-06,37.52012
2023-04-07,36.23188
2023-04-08,17.55233
2023-04-09,18.51851
2023-04-10,35.90982
2023-04-11,42.83413
2023-04-12,33.1723
2023-04-13,34.94363
2023-04-14,38.80837
2023-04-15,19.80676
2023-04-16,19.96779
2023-04-17,32.68921
2023-04-18,32.52818
2023-04-19,34.94363
2023-04-20,32.52818
2023-04-21,26.24798
2023-04-22,15.45893
2023-04-23,14.97584
2023-04-24,26.40901
2023-04-25,28.66344
2023-04-26,33.49436
2023-04-27,37.03703
2023-04-28,39.13043
2023-04-29,17.55233
2023-04-30,16.10305
2023-05-01,15.2979
2023-05-02,31.56199
2023-05-03,41.38486
2023-05-04,29.46859
2023-05-05,15.13687
2023-05-06,10.30595
2023-05-07,12.39935
2023-05-08,26.8921
2023-05-09,31.23993
2023-05-10,27.69726
2023-05-11,24.47665
2023-05-12,19.00161
2023-05-13,10.30595
2023-05-14,15.13687
2023-05-15,22.06119
2023-05-16,24.15458
2023-05-17,28.50241
2023-05-18,27.21417
2023-05-19,29.46859
2023-05-20,14.00966
2023-05-21,13.6876
2023-05-22,29.14653
2023-05-23,25.60386
2023-05-24,23.1884
2023-05-25,28.01932
2023-05-26,33.49436
2023-05-27,15.78099
2023-05-28,15.61996
2023-05-29,14.00966
