date,성우하이텍주가
2023-05-30,14.58366
2023-05-31,15.00714
2023-06-01,13.47202
2023-06-02,12.14864
2023-06-03,1.62511
2023-06-04,1.18045
2023-06-05,12.80503
2023-06-06,2.02212
2023-06-07,13.95902
2023-06-08,11.16404
2023-06-09,11.06876
2023-06-10,1.29691
2023-06-11,1.25985
2023-06-12,10.59763
2023-06-13,10.97877
2023-06-14,12.3392
2023-06-15,9.8883
2023-06-16,9.93065
2023-06-17,1.18574
2023-06-18,0.96342
2023-06-19,9.0731
2023-06-20,9.01487
2023-06-21,13.75258
2023-06-22,10.85702
2023-06-23,9.37483
2023-06-24,1.2228
2023-06-25,0.92636
2023-06-26,11.77809
2023-06-27,13.14911
2023-06-28,13.8108
2023-06-29,11.0317
2023-06-30,15.66883
2023-07-01,1.96919
2023-07-02,2.18093
2023-07-03,15.93351
2023-07-04,18.18326
2023-07-05,19.33195
2023-07-06,100.0
2023-07-07,52.59647
2023-07-08,5.57937
2023-07-09,5.70642
2023-07-10,38.90212
2023-07-11,31.64999
2023-07-12,34.27558
2023-07-13,27.64279
2023-07-14,26.5682
2023-07-15,4.20305
2023-07-16,3.44608
2023-07-17,25.0966
2023-07-18,26.41469
2023-07-19,23.3815
2023-07-20,21.69286
2023-07-21,21.93107
2023-07-22,3.46725
2023-07-23,4.33539
2023-07-24,19.85601
2023-07-25,22.75686
2023-07-26,21.44936
2023-07-27,17.47922
2023-07-28,15.86469
2023-07-29,2.06976
2023-07-30,1.68863
2023-07-31,14.12312
2023-08-01,13.13323
2023-08-02,11.96866
2023-08-03,12.73093
2023-08-04,10.4653
2023-08-05,1.34984
2023-08-06,0.91578
2023-08-07,10.53941
2023-08-08,9.85125
2023-08-09,10.41236
2023-08-10,10.16356
2023-08-11,12.95325
2023-08-12,1.79979
2023-08-13,1.3869
2023-08-14,10.37001
2023-08-15,1.92154
2023-08-16,10.12122
2023-08-17,10.46
2023-08-18,9.95182
2023-08-19,1.10634
2023-08-20,0.98459
2023-08-21,9.93065
2023-08-22,9.34307
2023-08-23,8.78195
2023-08-24,9.25308
2023-08-25,7.91382
2023-08-26,1.02165
2023-08-27,0.92636
2023-08-28,8.36377
2023-08-29,10.02593
2023-08-30,9.973
2023-08-31,8.55963
2023-09-01,7.65973
2023-09-02,1.65687
2023-09-03,1.21751
2023-09-04,8.48552
2023-09-05,8.21025
2023-09-06,7.73913
2023-09-07,6.56397
2023-09-08,6.61161
2023-09-09,0.88931
2023-09-10,1.41866
2023-09-11,6.64337
2023-09-12,6.66984
2023-09-13,6.91863
2023-09-14,7.01392
2023-09-15,7.88735
2023-09-16,1.49806
2023-09-17,1.04282
2023-09-18,6.4581
2023-09-19,5.54761
2023-09-20,7.96675
2023-09-21,7.72854
2023-09-22,6.01873
2023-09-23,0.92636
2023-09-24,0.59816
2023-09-25,5.89169
2023-09-26,5.91286
2023-09-27,5.45233
2023-09-28,0.69874
2023-09-29,0.4023
2023-09-30,0.49759
2023-10-01,0.43936
2023-10-02,0.77814
2023-10-03,0.70403
2023-10-04,5.12413
2023-10-05,5.02884
2023-10-06,4.89121
2023-10-07,0.70933
2023-10-08,0.43936
2023-10-09,0.62992
2023-10-10,4.91239
2023-10-11,5.05002
2023-10-12,4.74829
2023-10-13,3.87486
2023-10-14,0.60346
2023-10-15,0.34407
2023-10-16,3.83251
2023-10-17,4.36715
2023-10-18,4.9812
2023-10-19,4.60007
2023-10-20,4.18717
2023-10-21,0.55582
2023-10-22,0.42348
2023-10-23,4.49949
2023-10-24,4.70594
2023-10-25,4.62124
2023-10-26,4.12365
2023-10-27,5.37822
2023-10-28,0.7305
2023-10-29,0.79402
2023-10-30,4.86475
2023-10-31,3.88544
2023-11-01,3.93838
2023-11-02,4.31951
2023-11-03,4.12895
2023-11-04,0.61404
2023-11-05,0.56111
2023-11-06,6.84982
2023-11-07,4.85945
2023-11-08,4.07072
2023-11-09,3.97014
2023-11-10,3.66841
2023-11-11,0.47641
2023-11-12,0.39701
2023-11-13,3.70546
2023-11-14,5.9658
2023-11-15,9.00958
2023-11-16,7.65973
2023-11-17,5.37822
2023-11-18,0.76756
2023-11-19,0.52935
2023-11-20,4.85945
2023-11-21,5.16118
2023-11-22,5.11354
2023-11-23,4.99179
2023-11-24,6.07696
2023-11-25,1.1434
2023-11-26,1.02165
2023-11-27,5.81229
2023-11-28,5.93933
2023-11-29,6.32047
2023-11-30,5.3888
2023-12-01,4.29304
2023-12-02,0.67757
2023-12-03,0.53464
2023-12-04,4.38833
2023-12-05,3.77428
2023-12-06,3.7584
2023-12-07,3.60489
2023-12-08,3.83251
2023-12-09,0.75697
2023-12-10,0.61404
2023-12-11,3.77957
2023-12-12,3.85368
2023-12-13,3.29257
2023-12-14,3.93838
2023-12-15,7.62267
2023-12-16,1.78391
2023-12-17,1.81038
2023-12-18,6.96098
2023-12-19,5.50526
2023-12-20,9.31131
2023-12-21,9.94653
2023-12-22,7.51151
2023-12-23,0.87872
2023-12-24,0.69874
2023-12-25,1.00047
2023-12-26,5.53702
2023-12-27,5.14001
2023-12-28,6.96098
2023-12-29,2.21269
2023-12-30,0.77814
2023-12-31,0.64051
2024-01-01,0.67757
2024-01-02,5.57937
2024-01-03,4.71123
2024-01-04,4.52596
2024-01-05,5.29352
2024-01-06,1.43983
2024-01-07,1.46101
2024-01-08,6.76512
2024-01-09,5.5582
2024-01-10,5.12413
2024-01-11,5.60584
2024-01-12,5.28823
2024-01-13,0.61404
2024-01-14,0.5664
2024-01-15,4.88592
2024-01-16,4.33539
2024-01-17,4.02307
2024-01-18,4.67947
2024-01-19,4.81181
2024-01-20,0.47641
2024-01-21,0.43936
2024-01-22,4.18717
2024-01-23,5.42057
2024-01-24,4.36715
2024-01-25,5.16118
2024-01-26,5.03943
2024-01-27,0.66169
2024-01-28,0.39701
2024-01-29,4.92297
2024-01-30,4.96003
2024-01-31,4.48361
2024-02-01,16.5158
2024-02-02,19.30019
2024-02-03,3.07024
2024-02-04,3.102
2024-02-05,13.09088
2024-02-06,10.08946
2024-02-07,10.24826
2024-02-08,8.36906
2024-02-09,1.1434
2024-02-10,1.06399
2024-02-11,1.01106
2024-02-12,1.7945
2024-02-13,12.35508
2024-02-14,10.78291
2024-02-15,9.06781
2024-02-16,8.69726
2024-02-17,1.3075
2024-02-18,1.3022
2024-02-19,9.01487
2024-02-20,7.63326
2024-02-21,7.07744
2024-02-22,7.88206
2024-02-23,6.22518
2024-02-24,0.86284
2024-02-25,0.80461
2024-02-26,31.26885
2024-02-27,14.96479
2024-02-28,12.36038
2024-02-29,9.95712
2024-03-01,1.82097
2024-03-02,1.551
2024-03-03,1.23868
2024-03-04,9.5601
2024-03-05,8.39553
2024-03-06,9.53364
2024-03-07,8.57551
2024-03-08,7.83441
2024-03-09,0.87872
2024-03-10,0.76226
2024-03-11,7.32094
2024-03-12,7.46916
2024-03-13,8.31612
2024-03-14,11.42872
2024-03-15,9.52305
2024-03-16,1.58805
2024-03-17,1.92684
2024-03-18,9.71891
2024-03-19,7.95087
2024-03-20,9.27955
