date,카이카이키키
2020-12-07,15.17067
2020-12-08,19.3426
2020-12-09,18.83691
2020-12-10,17.19342
2020-12-11,15.67635
2020-12-12,15.23388
2020-12-13,15.99241
2020-12-14,15.48672
2020-12-15,16.11883
2020-12-16,15.67635
2020-12-17,14.03286
2020-12-18,14.91782
2020-12-19,45.89127
2020-12-20,34.63969
2020-12-21,18.64728
2020-12-22,16.75094
2020-12-23,19.65865
2020-12-24,18.07838
2020-12-25,17.38305
2020-12-26,23.13527
2020-12-27,16.94058
2020-12-28,13.6536
2020-12-29,14.85461
2020-12-30,13.46396
2020-12-31,12.26295
2021-01-01,16.43489
2021-01-02,14.41213
2021-01-03,16.37168
2021-01-04,14.03286
2021-01-05,13.6536
2021-01-06,15.17067
2021-01-07,13.27433
2021-01-08,14.09608
2021-01-09,15.54993
2021-01-10,16.81415
2021-01-11,13.33754
2021-01-12,14.98103
2021-01-13,16.56131
2021-01-14,13.40075
2021-01-15,16.68773
2021-01-16,18.96333
2021-01-17,15.67635
2021-01-18,14.98103
2021-01-19,21.23893
2021-01-20,34.134
2021-01-21,32.17446
2021-01-22,22.69279
2021-01-23,22.1871
2021-01-24,20.22756
2021-01-25,17.25663
2021-01-26,16.87737
2021-01-27,16.4981
2021-01-28,17.19342
2021-01-29,16.43489
2021-01-30,14.34892
2021-01-31,18.26801
2021-02-01,17.88874
2021-02-02,16.05562
2021-02-03,16.62452
2021-02-04,15.99241
2021-02-05,16.30847
2021-02-06,16.68773
2021-02-07,17.13021
2021-02-08,16.4981
2021-02-09,16.24525
2021-02-10,15.80278
2021-02-11,13.71681
2021-02-12,17.69911
2021-02-13,17.00379
2021-02-14,19.59544
2021-02-15,19.08975
2021-02-16,15.73957
2021-02-17,18.58407
2021-02-18,18.58407
2021-02-19,15.99241
2021-02-20,17.6359
2021-02-21,18.14159
2021-02-22,15.04424
2021-02-23,15.73957
2021-02-24,20.85967
2021-02-25,15.86599
2021-02-26,18.64728
2021-02-27,23.38811
2021-02-28,24.96839
2021-03-01,19.65865
2021-03-02,16.68773
2021-03-03,17.57269
2021-03-04,21.68141
2021-03-05,18.45764
2021-03-06,21.11251
2021-03-07,22.31352
2021-03-08,25.79013
2021-03-09,22.69279
2021-03-10,20.98609
2021-03-11,20.92288
2021-03-12,28.50821
2021-03-13,51.07458
2021-03-14,20.85967
2021-03-15,28.63463
2021-03-16,21.49178
2021-03-17,19.59544
2021-03-18,19.21618
2021-03-19,19.40581
2021-03-20,17.82553
2021-03-21,18.14159
2021-03-22,19.97471
2021-03-23,15.73957
2021-03-24,17.19342
2021-03-25,18.26801
2021-03-26,17.88874
2021-03-27,16.24525
2021-03-28,18.33122
2021-03-29,20.92288
2021-03-30,20.85967
2021-03-31,15.9292
2021-04-01,16.43489
2021-04-02,14.91782
2021-04-03,17.69911
2021-04-04,16.81415
2021-04-05,15.80278
2021-04-06,17.44627
2021-04-07,16.18204
2021-04-08,21.23893
2021-04-09,17.76232
2021-04-10,18.45764
2021-04-11,19.40581
2021-04-12,15.61314
2021-04-13,17.50948
2021-04-14,14.28571
2021-04-15,15.29709
2021-04-16,15.42351
2021-04-17,18.01517
2021-04-18,22.94563
2021-04-19,18.58407
2021-04-20,14.03286
2021-04-21,17.13021
2021-04-22,14.60176
2021-04-23,14.09608
2021-04-24,14.66498
2021-04-25,17.69911
2021-04-26,14.7914
2021-04-27,17.57269
2021-04-28,15.04424
2021-04-29,14.72819
2021-04-30,16.24525
2021-05-01,16.05562
2021-05-02,19.40581
2021-05-03,31.09987
2021-05-04,25.66371
2021-05-05,20.29077
2021-05-06,18.2048
2021-05-07,16.37168
2021-05-08,15.29709
2021-05-09,16.68773
2021-05-10,15.67635
2021-05-11,16.62452
2021-05-12,13.90644
2021-05-13,17.31984
2021-05-14,14.72819
2021-05-15,18.7737
2021-05-16,20.03792
2021-05-17,16.4981
2021-05-18,15.04424
2021-05-19,14.34892
2021-05-20,15.86599
2021-05-21,15.3603
2021-05-22,14.72819
2021-05-23,17.19342
2021-05-24,15.23388
2021-05-25,13.21112
2021-05-26,15.86599
2021-05-27,16.24525
2021-05-28,17.25663
2021-05-29,15.04424
2021-05-30,16.18204
2021-05-31,13.33754
2021-06-01,13.71681
2021-06-02,17.82553
2021-06-03,17.76232
2021-06-04,15.9292
2021-06-05,13.21112
2021-06-06,15.04424
2021-06-07,15.61314
2021-06-08,14.60176
2021-06-09,15.42351
2021-06-10,15.3603
2021-06-11,16.05562
2021-06-12,14.47534
2021-06-13,14.60176
2021-06-14,15.17067
2021-06-15,14.7914
2021-06-16,14.7914
2021-06-17,13.71681
2021-06-18,13.90644
2021-06-19,14.66498
2021-06-20,16.37168
2021-06-21,16.37168
2021-06-22,13.46396
2021-06-23,15.29709
2021-06-24,14.41213
2021-06-25,15.17067
2021-06-26,14.60176
2021-06-27,13.02149
2021-06-28,14.66498
2021-06-29,14.72819
2021-06-30,16.18204
2021-07-01,15.42351
2021-07-02,13.96965
2021-07-03,13.33754
2021-07-04,14.85461
2021-07-05,13.78002
2021-07-06,15.42351
2021-07-07,14.09608
2021-07-08,17.067
2021-07-09,14.41213
2021-07-10,15.86599
2021-07-11,14.34892
2021-07-12,16.37168
2021-07-13,16.68773
2021-07-14,13.84323
2021-07-15,11.63084
2021-07-16,13.21112
2021-07-17,13.27433
2021-07-18,13.6536
2021-07-19,11.50442
2021-07-20,14.66498
2021-07-21,13.40075
2021-07-22,15.80278
2021-07-23,12.38938
2021-07-24,12.89506
2021-07-25,12.89506
2021-07-26,10.87231
2021-07-27,10.99873
2021-07-28,14.47534
2021-07-29,13.14791
2021-07-30,13.02149
2021-07-31,12.45259
2021-08-01,12.5158
2021-08-02,12.76864
2021-08-03,14.85461
2021-08-04,12.83185
2021-08-05,11.12515
2021-08-06,12.5158
2021-08-07,11.63084
2021-08-08,13.59039
2021-08-09,14.2225
2021-08-10,12.89506
2021-08-11,13.33754
2021-08-12,14.66498
2021-08-13,10.30341
2021-08-14,13.40075
2021-08-15,13.90644
2021-08-16,13.46396
2021-08-17,13.78002
2021-08-18,15.29709
2021-08-19,12.5158
2021-08-20,19.15297
2021-08-21,14.47534
2021-08-22,15.29709
2021-08-23,15.23388
2021-08-24,14.47534
2021-08-25,13.59039
2021-08-26,12.64222
2021-08-27,12.70543
2021-08-28,14.72819
2021-08-29,12.70543
2021-08-30,13.33754
2021-08-31,11.88369
2021-09-01,12.89506
2021-09-02,19.9115
2021-09-03,17.50948
2021-09-04,14.34892
2021-09-05,13.21112
2021-09-06,12.70543
2021-09-07,10.8091
2021-09-08,11.25158
2021-09-09,12.01011
2021-09-10,13.21112
2021-09-11,10.8091
2021-09-12,12.19974
2021-09-13,11.44121
2021-09-14,12.64222
2021-09-15,9.29203
2021-09-16,11.63084
2021-09-17,11.50442
2021-09-18,11.12515
2021-09-19,12.95828
2021-09-20,7.45891
2021-09-21,11.378
2021-09-22,9.98735
2021-09-23,11.9469
2021-09-24,11.18836
2021-09-25,11.06194
2021-09-26,11.75726
2021-09-27,9.6713
2021-09-28,12.19974
2021-09-29,11.25158
2021-09-30,9.60809
2021-10-01,11.63084
2021-10-02,10.8091
2021-10-03,10.87231
2021-10-04,11.88369
2021-10-05,10.2402
2021-10-06,10.61946
2021-10-07,9.48166
2021-10-08,11.12515
2021-10-09,14.47534
2021-10-10,12.95828
2021-10-11,10.93552
2021-10-12,10.61946
2021-10-13,10.87231
2021-10-14,13.27433
2021-10-15,13.90644
2021-10-16,15.23388
2021-10-17,14.15929
2021-10-18,10.8091
2021-10-19,11.44121
2021-10-20,10.87231
2021-10-21,11.31479
2021-10-22,12.89506
2021-10-23,11.25158
2021-10-24,14.09608
2021-10-25,9.86093
2021-10-26,10.74589
2021-10-27,9.54487
2021-10-28,9.79772
2021-10-29,8.65992
2021-10-30,11.25158
2021-10-31,11.82048
2021-11-01,13.0847
2021-11-02,12.13653
2021-11-03,10.36662
2021-11-04,35.90391
2021-11-05,9.60809
2021-11-06,14.09608
2021-11-07,11.44121
2021-11-08,11.69405
2021-11-09,10.61946
2021-11-10,9.54487
2021-11-11,10.87231
2021-11-12,8.21744
2021-11-13,8.72313
2021-11-14,10.11378
2021-11-15,7.77496
2021-11-16,11.69405
2021-11-17,10.74589
2021-11-18,10.68268
2021-11-19,8.59671
2021-11-20,9.60809
2021-11-21,10.17699
2021-11-22,10.11378
2021-11-23,9.48166
2021-11-24,8.59671
2021-11-25,7.77496
2021-11-26,9.92414
2021-11-27,13.14791
2021-11-28,22.50316
2021-11-29,18.07838
2021-11-30,12.01011
2021-12-01,11.56763
2021-12-02,11.44121
2021-12-03,12.64222
2021-12-04,11.56763
2021-12-05,10.55625
2021-12-06,11.75726
2021-12-07,9.92414
2021-12-08,9.60809
2021-12-09,13.33754
2021-12-10,13.78002
2021-12-11,13.21112
2021-12-12,11.9469
2021-12-13,10.11378
2021-12-14,9.86093
2021-12-15,9.16561
2021-12-16,10.93552
2021-12-17,11.56763
2021-12-18,12.32616
2021-12-19,10.99873
2021-12-20,12.19974
2021-12-21,9.79772
2021-12-22,10.93552
2021-12-23,8.59671
2021-12-24,8.59671
2021-12-25,10.2402
2021-12-26,11.378
2021-12-27,10.42983
2021-12-28,9.98735
2021-12-29,10.05056
2021-12-30,9.79772
2021-12-31,8.15423
2022-01-01,9.79772
2022-01-02,9.48166
2022-01-03,9.60809
2022-01-04,10.17699
2022-01-05,9.73451
2022-01-06,10.8091
2022-01-07,10.36662
2022-01-08,12.38938
2022-01-09,11.82048
2022-01-10,10.74589
2022-01-11,10.36662
2022-01-12,12.45259
2022-01-13,13.33754
2022-01-14,11.25158
2022-01-15,11.82048
2022-01-16,9.6713
2022-01-17,10.55625
2022-01-18,13.0847
2022-01-19,11.378
2022-01-20,13.84323
2022-01-21,26.67509
2022-01-22,18.71049
2022-01-23,14.91782
2022-01-24,16.11883
2022-01-25,17.25663
2022-01-26,13.0847
2022-01-27,12.01011
2022-01-28,11.31479
2022-01-29,13.33754
2022-01-30,15.54993
2022-01-31,12.32616
2022-02-01,12.26295
2022-02-02,13.02149
2022-02-03,12.38938
2022-02-04,13.27433
2022-02-05,14.15929
2022-02-06,11.75726
2022-02-07,12.13653
2022-02-08,13.02149
2022-02-09,12.5158
2022-02-10,14.09608
2022-02-11,13.0847
2022-02-12,11.82048
2022-02-13,12.19974
2022-02-14,12.5158
2022-02-15,10.30341
2022-02-16,10.93552
2022-02-17,13.02149
2022-02-18,11.44121
2022-02-19,13.52718
2022-02-20,11.12515
2022-02-21,9.92414
2022-02-22,10.74589
2022-02-23,10.05056
2022-02-24,8.84955
2022-02-25,9.92414
2022-02-26,11.25158
2022-02-27,9.60809
2022-02-28,8.84955
2022-03-01,12.5158
2022-03-02,12.32616
2022-03-03,10.30341
2022-03-04,11.50442
2022-03-05,11.69405
2022-03-06,17.44627
2022-03-07,14.66498
2022-03-08,14.66498
2022-03-09,14.53855
2022-03-10,10.55625
2022-03-11,12.26295
2022-03-12,10.68268
2022-03-13,12.13653
2022-03-14,10.8091
2022-03-15,10.30341
2022-03-16,10.99873
2022-03-17,9.29203
2022-03-18,8.78634
2022-03-19,14.98103
2022-03-20,13.6536
2022-03-21,12.01011
2022-03-22,10.36662
2022-03-23,12.32616
2022-03-24,12.70543
2022-03-25,15.61314
2022-03-26,15.9292
2022-03-27,13.6536
2022-03-28,12.01011
2022-03-29,11.9469
2022-03-30,12.01011
2022-03-31,11.44121
2022-04-01,10.36662
2022-04-02,10.87231
2022-04-03,10.05056
2022-04-04,12.01011
2022-04-05,9.54487
2022-04-06,9.35524
2022-04-07,9.29203
2022-04-08,7.83817
2022-04-09,8.15423
2022-04-10,9.22882
2022-04-11,11.56763
2022-04-12,10.36662
2022-04-13,12.13653
2022-04-14,11.06194
2022-04-15,12.19974
2022-04-16,11.63084
2022-04-17,10.61946
2022-04-18,9.60809
2022-04-19,10.87231
2022-04-20,11.12515
2022-04-21,12.19974
2022-04-22,9.60809
2022-04-23,10.93552
2022-04-24,12.32616
2022-04-25,10.8091
2022-04-26,10.05056
2022-04-27,10.36662
2022-04-28,17.19342
2022-04-29,10.42983
2022-04-30,9.54487
2022-05-01,10.68268
2022-05-02,10.61946
2022-05-03,10.36662
2022-05-04,8.65992
2022-05-05,9.03919
2022-05-06,8.28065
2022-05-07,10.30341
2022-05-08,10.36662
2022-05-09,10.17699
2022-05-10,10.99873
2022-05-11,10.68268
2022-05-12,10.17699
2022-05-13,10.49304
2022-05-14,10.2402
2022-05-15,9.92414
2022-05-16,10.11378
2022-05-17,10.55625
2022-05-18,10.42983
2022-05-19,10.87231
2022-05-20,9.86093
2022-05-21,8.09102
2022-05-22,10.42983
2022-05-23,9.60809
2022-05-24,10.2402
2022-05-25,8.34386
2022-05-26,7.9646
2022-05-27,8.28065
2022-05-28,7.83817
2022-05-29,9.6713
2022-05-30,10.74589
2022-05-31,9.16561
2022-06-01,10.49304
2022-06-02,7.20606
2022-06-03,8.5335
2022-06-04,9.73451
2022-06-05,9.79772
2022-06-06,10.42983
2022-06-07,7.90139
2022-06-08,9.86093
2022-06-09,10.87231
2022-06-10,8.47029
2022-06-11,10.11378
2022-06-12,9.41845
2022-06-13,9.35524
2022-06-14,8.28065
2022-06-15,7.71175
2022-06-16,7.45891
2022-06-17,8.28065
2022-06-18,7.45891
2022-06-19,8.59671
2022-06-20,8.15423
2022-06-21,7.58533
2022-06-22,9.41845
2022-06-23,8.40707
2022-06-24,7.33249
2022-06-25,8.84955
2022-06-26,8.78634
2022-06-27,9.48166
2022-06-28,13.33754
2022-06-29,11.378
2022-06-30,12.89506
2022-07-01,12.45259
2022-07-02,9.1024
2022-07-03,11.378
2022-07-04,18.39443
2022-07-05,15.80278
2022-07-06,14.28571
2022-07-07,12.19974
2022-07-08,11.44121
2022-07-09,10.30341
2022-07-10,12.26295
2022-07-11,12.83185
2022-07-12,11.25158
2022-07-13,11.69405
2022-07-14,9.16561
2022-07-15,10.42983
2022-07-16,13.71681
2022-07-17,11.75726
2022-07-18,9.79772
2022-07-19,9.03919
2022-07-20,9.92414
2022-07-21,9.48166
2022-07-22,8.40707
2022-07-23,8.47029
2022-07-24,9.1024
2022-07-25,9.22882
2022-07-26,9.92414
2022-07-27,11.50442
2022-07-28,7.9646
2022-07-29,7.64854
2022-07-30,8.5335
2022-07-31,7.3957
2022-08-01,8.5335
2022-08-02,7.52212
2022-08-03,7.9646
2022-08-04,8.09102
2022-08-05,9.79772
2022-08-06,8.5335
2022-08-07,8.59671
2022-08-08,9.1024
2022-08-09,8.09102
2022-08-10,10.11378
2022-08-11,8.5335
2022-08-12,9.16561
2022-08-13,10.8091
2022-08-14,10.93552
2022-08-15,10.30341
2022-08-16,9.16561
2022-08-17,10.68268
2022-08-18,8.47029
2022-08-19,10.74589
2022-08-20,9.22882
2022-08-21,9.73451
2022-08-22,9.41845
2022-08-23,8.09102
2022-08-24,9.98735
2022-08-25,10.05056
2022-08-26,10.55625
2022-08-27,9.22882
2022-08-28,10.17699
2022-08-29,11.31479
2022-08-30,9.22882
2022-08-31,9.03919
2022-09-01,9.6713
2022-09-02,9.92414
2022-09-03,10.8091
2022-09-04,18.01517
2022-09-05,13.14791
2022-09-06,9.6713
2022-09-07,10.42983
2022-09-08,10.36662
2022-09-09,9.54487
2022-09-10,8.5335
2022-09-11,10.74589
2022-09-12,10.42983
2022-09-13,12.32616
2022-09-14,11.378
2022-09-15,12.64222
2022-09-16,8.5335
2022-09-17,10.36662
2022-09-18,10.49304
2022-09-19,9.16561
2022-09-20,9.73451
2022-09-21,8.28065
2022-09-22,9.03919
2022-09-23,7.07964
2022-09-24,8.28065
2022-09-25,8.40707
2022-09-26,8.47029
2022-09-27,7.71175
2022-09-28,9.92414
2022-09-29,8.28065
2022-09-30,6.89001
2022-10-01,8.65992
2022-10-02,10.05056
2022-10-03,8.40707
2022-10-04,9.86093
2022-10-05,8.09102
2022-10-06,8.02781
2022-10-07,10.99873
2022-10-08,8.47029
2022-10-09,11.18836
2022-10-10,15.42351
2022-10-11,14.15929
2022-10-12,15.9292
2022-10-13,14.7914
2022-10-14,11.06194
2022-10-15,11.12515
2022-10-16,10.61946
2022-10-17,11.44121
2022-10-18,7.52212
2022-10-19,9.60809
2022-10-20,9.48166
2022-10-21,10.11378
2022-10-22,9.60809
2022-10-23,9.54487
2022-10-24,8.15423
2022-10-25,8.72313
2022-10-26,10.36662
2022-10-27,7.77496
2022-10-28,8.72313
2022-10-29,7.83817
2022-10-30,8.5335
2022-10-31,7.45891
2022-11-01,7.90139
2022-11-02,8.84955
2022-11-03,8.34386
2022-11-04,9.92414
2022-11-05,8.84955
2022-11-06,7.58533
2022-11-07,8.47029
2022-11-08,8.5335
2022-11-09,7.83817
2022-11-10,9.54487
2022-11-11,8.72313
2022-11-12,9.1024
2022-11-13,9.16561
2022-11-14,9.16561
2022-11-15,7.64854
2022-11-16,7.90139
2022-11-17,11.69405
2022-11-18,7.90139
2022-11-19,7.58533
2022-11-20,6.63716
2022-11-21,8.72313
2022-11-22,9.73451
2022-11-23,6.44753
2022-11-24,7.90139
2022-11-25,7.83817
2022-11-26,5.43615
2022-11-27,7.45891
2022-11-28,8.02781
2022-11-29,7.26927
2022-11-30,7.71175
2022-12-01,8.15423
2022-12-02,6.63716
2022-12-03,6.2579
2022-12-04,6.95322
2022-12-05,7.77496
2022-12-06,4.61441
2022-12-07,6.95322
2022-12-08,7.14285
2022-12-09,5.49936
2022-12-10,7.52212
2022-12-11,5.49936
2022-12-12,8.84955
2022-12-13,6.95322
2022-12-14,7.07964
2022-12-15,6.70037
2022-12-16,7.26927
2022-12-17,6.13147
2022-12-18,7.26927
2022-12-19,7.20606
2022-12-20,7.58533
2022-12-21,8.09102
2022-12-22,7.71175
2022-12-23,7.83817
2022-12-24,7.77496
2022-12-25,6.95322
2022-12-26,7.01643
2022-12-27,7.45891
2022-12-28,6.06826
2022-12-29,5.43615
2022-12-30,7.01643
2022-12-31,4.36156
2023-01-01,4.93046
2023-01-02,7.26927
2023-01-03,5.94184
2023-01-04,6.32111
2023-01-05,7.26927
2023-01-06,5.37294
2023-01-07,5.43615
2023-01-08,7.07964
2023-01-09,6.63716
2023-01-10,7.83817
2023-01-11,29.51959
2023-01-12,57.52212
2023-01-13,43.2364
2023-01-14,55.05689
2023-01-15,59.60809
2023-01-16,61.56763
2023-01-17,52.71807
2023-01-18,59.92414
2023-01-19,37.10493
2023-01-20,41.78255
2023-01-21,33.88116
2023-01-22,38.24273
2023-01-23,38.87484
2023-01-24,41.15044
2023-01-25,41.84576
2023-01-26,43.17319
2023-01-27,51.01137
2023-01-28,49.05183
2023-01-29,53.35018
2023-01-30,81.54235
2023-01-31,51.89633
2023-02-01,39.31731
2023-02-02,43.74209
2023-02-03,39.2541
2023-02-04,41.97218
2023-02-05,38.43236
2023-02-06,33.31226
2023-02-07,29.51959
2023-02-08,33.43868
2023-02-09,31.73198
2023-02-10,29.26675
2023-02-11,34.76611
2023-02-12,36.4096
2023-02-13,28.88748
2023-02-14,27.56005
2023-02-15,29.51959
2023-02-16,26.67509
2023-02-17,23.38811
2023-02-18,27.49683
2023-02-19,30.53097
2023-02-20,27.43362
2023-02-21,25.34766
2023-02-22,27.43362
2023-02-23,25.66371
2023-02-24,22.43994
2023-02-25,22.1871
2023-02-26,21.87104
2023-02-27,23.3249
2023-02-28,22.81921
2023-03-01,23.3249
2023-03-02,19.53223
2023-03-03,21.42857
2023-03-04,24.20986
2023-03-05,26.23261
2023-03-06,19.72187
2023-03-07,21.80783
2023-03-08,18.58407
2023-03-09,18.90012
2023-03-10,23.64096
2023-03-11,20.35398
2023-03-12,20.85967
2023-03-13,21.49178
2023-03-14,18.58407
2023-03-15,15.10745
2023-03-16,16.37168
2023-03-17,14.60176
2023-03-18,16.56131
2023-03-19,17.25663
2023-03-20,18.26801
2023-03-21,17.44627
2023-03-22,14.91782
2023-03-23,16.68773
2023-03-24,15.23388
2023-03-25,13.52718
2023-03-26,14.66498
2023-03-27,14.53855
2023-03-28,16.4981
2023-03-29,16.56131
2023-03-30,15.61314
2023-03-31,12.95828
2023-04-01,13.14791
2023-04-02,12.32616
2023-04-03,12.01011
2023-04-04,11.9469
2023-04-05,28.19216
2023-04-06,16.4981
2023-04-07,15.29709
2023-04-08,14.60176
2023-04-09,18.2048
2023-04-10,15.9292
2023-04-11,15.29709
2023-04-12,18.39443
2023-04-13,20.29077
2023-04-14,20.41719
2023-04-15,16.75094
2023-04-16,18.64728
2023-04-17,16.4981
2023-04-18,12.45259
2023-04-19,11.9469
2023-04-20,12.57901
2023-04-21,12.26295
2023-04-22,10.8091
2023-04-23,12.13653
2023-04-24,14.53855
2023-04-25,13.78002
2023-04-26,10.05056
2023-04-27,11.378
2023-04-28,11.25158
2023-04-29,12.01011
2023-04-30,11.50442
2023-05-01,10.99873
2023-05-02,10.74589
2023-05-03,9.29203
2023-05-04,9.92414
2023-05-05,12.32616
2023-05-06,12.13653
2023-05-07,11.06194
2023-05-08,9.16561
2023-05-09,10.74589
2023-05-10,9.73451
2023-05-11,11.44121
2023-05-12,9.54487
2023-05-13,9.79772
2023-05-14,8.65992
2023-05-15,7.90139
2023-05-16,9.54487
2023-05-17,10.61946
2023-05-18,11.06194
2023-05-19,7.9646
2023-05-20,10.17699
2023-05-21,9.48166
2023-05-22,10.11378
2023-05-23,9.48166
2023-05-24,11.12515
2023-05-25,10.30341
2023-05-26,10.17699
2023-05-27,9.79772
2023-05-28,10.05056
2023-05-29,9.73451
