date,그린램프라이브러리
2021-01-03,54.46194
2021-01-04,57.93963
2021-01-05,44.75065
2021-01-06,44.02887
2021-01-07,42.5853
2021-01-08,40.28871
2021-01-09,37.9265
2021-01-10,41.01049
2021-01-11,51.70603
2021-01-12,42.71653
2021-01-13,43.70078
2021-01-14,44.09448
2021-01-15,40.61679
2021-01-16,41.73228
2021-01-17,38.91076
2021-01-18,46.45669
2021-01-19,63.71391
2021-01-20,55.57742
2021-01-21,37.40157
2021-01-22,37.33595
2021-01-23,34.90813
2021-01-24,35.10498
2021-01-25,43.43832
2021-01-26,38.97637
2021-01-27,40.41994
2021-01-28,38.25459
2021-01-29,37.1391
2021-01-30,39.96062
2021-01-31,44.42257
2021-02-01,49.34383
2021-02-02,40.22309
2021-02-03,37.1391
2021-02-04,42.65091
2021-02-05,38.58267
2021-02-06,36.87664
2021-02-07,37.20472
2021-02-08,40.94488
2021-02-09,37.59842
2021-02-10,35.76115
2021-02-11,34.64566
2021-02-12,27.16535
2021-02-13,35.69553
2021-02-14,40.02624
2021-02-15,51.64041
2021-02-16,41.14173
2021-02-17,51.5748
2021-02-18,43.3727
2021-02-19,43.30708
2021-02-20,35.30183
2021-02-21,38.3202
2021-02-22,48.81889
2021-02-23,39.89501
2021-02-24,40.28871
2021-02-25,42.71653
2021-02-26,38.18897
2021-02-27,40.74803
2021-02-28,48.81889
2021-03-01,56.56167
2021-03-02,49.80314
2021-03-03,42.1916
2021-03-04,40.68241
2021-03-05,33.79265
2021-03-06,41.27296
2021-03-07,38.77952
2021-03-08,35.36745
2021-03-09,34.84251
2021-03-10,30.90551
2021-03-11,30.70866
2021-03-12,32.41469
2021-03-13,34.7769
2021-03-14,32.34908
2021-03-15,40.09186
2021-03-16,30.83989
2021-03-17,32.15223
2021-03-18,28.74015
2021-03-19,28.60892
2021-03-20,27.88713
2021-03-21,33.9895
2021-03-22,28.74015
2021-03-23,29.3307
2021-03-24,31.10236
2021-03-25,32.67716
2021-03-26,33.39895
2021-03-27,34.7769
2021-03-28,41.60104
2021-03-29,36.87664
2021-03-30,32.21784
2021-03-31,40.55118
2021-04-01,28.34645
2021-04-02,32.74278
2021-04-03,33.9895
2021-04-04,35.89238
2021-04-05,36.08923
2021-04-06,24.60629
2021-04-07,28.41207
2021-04-08,27.42782
2021-04-09,29.92125
2021-04-10,34.18635
2021-04-11,38.12335
2021-04-12,37.40157
2021-04-13,27.09973
2021-04-14,27.03412
2021-04-15,29.06824
2021-04-16,29.79002
2021-04-17,32.80839
2021-04-18,40.41994
2021-04-19,35.49868
2021-04-20,30.44619
2021-04-21,31.88976
2021-04-22,25.26246
2021-04-23,29.79002
2021-04-24,34.18635
2021-04-25,43.24146
2021-04-26,34.05511
2021-04-27,27.82152
2021-04-28,28.74015
2021-04-29,29.79002
2021-04-30,29.7244
2021-05-01,29.98687
2021-05-02,26.70603
2021-05-03,29.00262
2021-05-04,24.93438
2021-05-05,27.69028
2021-05-06,25.26246
2021-05-07,24.86876
2021-05-08,25.7874
2021-05-09,24.27821
2021-05-10,28.08398
2021-05-11,24.21259
2021-05-12,24.54068
2021-05-13,25.13123
2021-05-14,25.85301
2021-05-15,27.88713
2021-05-16,31.56167
2021-05-17,31.49606
2021-05-18,31.75853
2021-05-19,30.18372
2021-05-20,29.98687
2021-05-21,27.03412
2021-05-22,33.13648
2021-05-23,34.84251
2021-05-24,38.71391
2021-05-25,32.08661
2021-05-26,29.7244
2021-05-27,29.13385
2021-05-28,30.38057
2021-05-29,35.62992
2021-05-30,38.3202
2021-05-31,43.17585
2021-06-01,35.1706
2021-06-02,36.61417
2021-06-03,36.15485
2021-06-04,41.14173
2021-06-05,42.1916
2021-06-06,39.23884
2021-06-07,44.29133
2021-06-08,36.67979
2021-06-09,39.10761
2021-06-10,33.79265
2021-06-11,44.1601
2021-06-12,48.75328
2021-06-13,46.71916
2021-06-14,50.7874
2021-06-15,44.1601
2021-06-16,41.66666
2021-06-17,47.76902
2021-06-18,39.04199
2021-06-19,46.65354
2021-06-20,54.19947
2021-06-21,52.88713
2021-06-22,49.93438
2021-06-23,40.28871
2021-06-24,41.33858
2021-06-25,46.32545
2021-06-26,51.83727
2021-06-27,50.3937
2021-06-28,49.40944
2021-06-29,50.65616
2021-06-30,50.26246
2021-07-01,49.86876
2021-07-02,48.35958
2021-07-03,54.46194
2021-07-04,51.83727
2021-07-05,55.24934
2021-07-06,50.45931
2021-07-07,46.39107
2021-07-08,55.05249
2021-07-09,67.71653
2021-07-10,66.40419
2021-07-11,62.46719
2021-07-12,75.52493
2021-07-13,70.14435
2021-07-14,62.20472
2021-07-15,61.08923
2021-07-16,64.23884
2021-07-17,57.93963
2021-07-18,60.23622
2021-07-19,73.62204
2021-07-20,63.64829
2021-07-21,54.59317
2021-07-22,51.04986
2021-07-23,44.68503
2021-07-24,37.00787
2021-07-25,36.94225
2021-07-26,47.44094
2021-07-27,39.10761
2021-07-28,40.74803
2021-07-29,36.15485
2021-07-30,36.48293
2021-07-31,30.24934
2021-08-01,37.20472
2021-08-02,45.3412
2021-08-03,39.10761
2021-08-04,33.9895
2021-08-05,34.51443
2021-08-06,35.82677
2021-08-07,32.21784
2021-08-08,32.28346
2021-08-09,41.53543
2021-08-10,36.02362
2021-08-11,36.81102
2021-08-12,36.48293
2021-08-13,36.7454
2021-08-14,34.7769
2021-08-15,34.71128
2021-08-16,46.98162
2021-08-17,43.17585
2021-08-18,35.76115
2021-08-19,32.08661
2021-08-20,32.21784
2021-08-21,32.54593
2021-08-22,36.15485
2021-08-23,33.13648
2021-08-24,27.09973
2021-08-25,31.10236
2021-08-26,28.34645
2021-08-27,33.26771
2021-08-28,35.03937
2021-08-29,37.46719
2021-08-30,38.91076
2021-08-31,31.23359
2021-09-01,34.44881
2021-09-02,32.21784
2021-09-03,35.23622
2021-09-04,34.97375
2021-09-05,40.22309
2021-09-06,37.40157
2021-09-07,34.3832
2021-09-08,32.28346
2021-09-09,30.51181
2021-09-10,30.97112
2021-09-11,29.79002
2021-09-12,32.54593
2021-09-13,30.97112
2021-09-14,32.61154
2021-09-15,31.10236
2021-09-16,33.39895
2021-09-17,35.89238
2021-09-18,32.61154
2021-09-19,32.48031
2021-09-20,36.3517
2021-09-21,33.46456
2021-09-22,33.79265
2021-09-23,33.79265
2021-09-24,27.29658
2021-09-25,29.13385
2021-09-26,29.00262
2021-09-27,31.03674
2021-09-28,27.82152
2021-09-29,30.11811
2021-09-30,30.38057
2021-10-01,28.937
2021-10-02,33.79265
2021-10-03,33.26771
2021-10-04,32.93963
2021-10-05,30.90551
2021-10-06,27.7559
2021-10-07,27.3622
2021-10-08,26.1811
2021-10-09,27.3622
2021-10-10,28.87139
2021-10-11,32.93963
2021-10-12,27.42782
2021-10-13,30.11811
2021-10-14,28.1496
2021-10-15,30.24934
2021-10-16,31.03674
2021-10-17,33.66141
2021-10-18,36.08923
2021-10-19,31.43044
2021-10-20,30.64304
2021-10-21,27.23097
2021-10-22,26.90288
2021-10-23,27.23097
2021-10-24,31.23359
2021-10-25,32.21784
2021-10-26,29.26509
2021-10-27,24.27821
2021-10-28,25.72178
2021-10-29,27.3622
2021-10-30,30.24934
2021-10-31,30.97112
2021-11-01,36.41732
2021-11-02,30.83989
2021-11-03,28.01837
2021-11-04,29.98687
2021-11-05,28.5433
2021-11-06,32.61154
2021-11-07,34.3832
2021-11-08,33.66141
2021-11-09,33.72703
2021-11-10,30.97112
2021-11-11,33.20209
2021-11-12,32.61154
2021-11-13,31.88976
2021-11-14,38.12335
2021-11-15,34.51443
2021-11-16,33.79265
2021-11-17,42.12598
2021-11-18,32.15223
2021-11-19,37.9265
2021-11-20,33.92388
2021-11-21,31.75853
2021-11-22,31.43044
2021-11-23,27.3622
2021-11-24,25.59055
2021-11-25,25.19685
2021-11-26,28.41207
2021-11-27,31.62729
2021-11-28,35.23622
2021-11-29,30.31496
2021-11-30,24.21259
2021-12-01,25.52493
2021-12-02,27.88713
2021-12-03,26.9685
2021-12-04,28.60892
2021-12-05,29.06824
2021-12-06,26.44356
2021-12-07,27.62467
2021-12-08,26.24671
2021-12-09,29.19947
2021-12-10,32.61154
2021-12-11,31.88976
2021-12-12,36.22047
2021-12-13,42.91338
2021-12-14,35.36745
2021-12-15,34.58005
2021-12-16,34.84251
2021-12-17,31.69291
2021-12-18,27.95275
2021-12-19,37.5328
2021-12-20,44.35695
2021-12-21,39.10761
2021-12-22,37.00787
2021-12-23,34.3832
2021-12-24,29.19947
2021-12-25,28.937
2021-12-26,41.99475
2021-12-27,56.88976
2021-12-28,54.65879
2021-12-29,53.34645
2021-12-30,57.28346
2021-12-31,59.05511
2022-01-01,62.46719
2022-01-02,79.46194
2022-01-03,92.25721
2022-01-04,68.11023
2022-01-05,67.71653
2022-01-06,67.32283
2022-01-07,57.87401
2022-01-08,50.0
2022-01-09,52.42782
2022-01-10,61.67979
2022-01-11,46.85039
2022-01-12,46.58792
2022-01-13,40.15748
2022-01-14,46.5223
2022-01-15,43.63517
2022-01-16,47.70341
2022-01-17,47.57217
2022-01-18,47.50656
2022-01-19,54.00262
2022-01-20,49.60629
2022-01-21,49.14698
2022-01-22,45.86614
2022-01-23,43.11023
2022-01-24,46.71916
2022-01-25,53.1496
2022-01-26,48.62204
2022-01-27,45.99737
2022-01-28,43.89763
2022-01-29,42.38845
2022-01-30,42.78215
2022-01-31,37.99212
2022-02-01,28.08398
2022-02-02,57.61154
2022-02-03,60.89238
2022-02-04,49.21259
2022-02-05,41.07611
2022-02-06,46.1286
2022-02-07,48.42519
2022-02-08,46.5223
2022-02-09,39.17322
2022-02-10,41.60104
2022-02-11,40.09186
2022-02-12,35.49868
2022-02-13,42.25721
2022-02-14,44.48818
2022-02-15,39.37007
2022-02-16,38.38582
2022-02-17,35.958
2022-02-18,36.02362
2022-02-19,33.66141
2022-02-20,38.97637
2022-02-21,44.29133
2022-02-22,44.35695
2022-02-23,43.50393
2022-02-24,41.86351
2022-02-25,46.71916
2022-02-26,39.56692
2022-02-27,41.33858
2022-02-28,56.43044
2022-03-01,60.36745
2022-03-02,49.08136
2022-03-03,51.5748
2022-03-04,41.73228
2022-03-05,42.51968
2022-03-06,39.23884
2022-03-07,43.83202
2022-03-08,36.87664
2022-03-09,36.08923
2022-03-10,36.81102
2022-03-11,28.87139
2022-03-12,34.71128
2022-03-13,32.67716
2022-03-14,35.76115
2022-03-15,30.57742
2022-03-16,28.08398
2022-03-17,27.23097
2022-03-18,27.62467
2022-03-19,30.90551
2022-03-20,30.90551
2022-03-21,35.1706
2022-03-22,38.77952
2022-03-23,32.87401
2022-03-24,31.56167
2022-03-25,31.36482
2022-03-26,35.76115
2022-03-27,35.82677
2022-03-28,32.34908
2022-03-29,28.41207
2022-03-30,28.34645
2022-03-31,29.65879
2022-04-01,30.83989
2022-04-02,34.90813
2022-04-03,34.31758
2022-04-04,34.90813
2022-04-05,32.28346
2022-04-06,31.36482
2022-04-07,28.937
2022-04-08,27.16535
2022-04-09,29.59317
2022-04-10,26.31233
2022-04-11,26.64041
2022-04-12,29.46194
2022-04-13,23.62204
2022-04-14,27.62467
2022-04-15,30.64304
2022-04-16,32.80839
2022-04-17,31.36482
2022-04-18,29.65879
2022-04-19,27.03412
2022-04-20,26.50918
2022-04-21,24.93438
2022-04-22,27.55905
2022-04-23,32.41469
2022-04-24,34.97375
2022-04-25,34.18635
2022-04-26,32.41469
2022-04-27,27.09973
2022-04-28,29.26509
2022-04-29,28.1496
2022-04-30,31.56167
2022-05-01,31.29921
2022-05-02,33.92388
2022-05-03,29.19947
2022-05-04,26.64041
2022-05-05,23.42519
2022-05-06,30.70866
2022-05-07,24.54068
2022-05-08,30.44619
2022-05-09,31.69291
2022-05-10,26.5748
2022-05-11,26.31233
2022-05-12,24.73753
2022-05-13,25.26246
2022-05-14,28.47769
2022-05-15,29.79002
2022-05-16,32.67716
2022-05-17,32.41469
2022-05-18,28.08398
2022-05-19,28.08398
2022-05-20,27.88713
2022-05-21,26.37795
2022-05-22,27.42782
2022-05-23,32.34908
2022-05-24,30.97112
2022-05-25,28.47769
2022-05-26,27.03412
2022-05-27,32.15223
2022-05-28,35.23622
2022-05-29,33.07086
2022-05-30,37.20472
2022-05-31,34.90813
2022-06-01,38.91076
2022-06-02,39.50131
2022-06-03,35.49868
2022-06-04,39.82939
2022-06-05,43.3727
2022-06-06,49.34383
2022-06-07,41.33858
2022-06-08,39.43569
2022-06-09,30.90551
2022-06-10,41.07611
2022-06-11,46.71916
2022-06-12,51.64041
2022-06-13,51.44356
2022-06-14,49.67191
2022-06-15,50.59055
2022-06-16,48.09711
2022-06-17,50.06561
2022-06-18,52.69028
2022-06-19,52.55905
2022-06-20,56.16797
2022-06-21,50.32808
2022-06-22,50.7874
2022-06-23,41.20734
2022-06-24,46.19422
2022-06-25,53.80577
2022-06-26,58.53018
2022-06-27,60.89238
2022-06-28,48.88451
2022-06-29,45.60367
2022-06-30,50.52493
2022-07-01,54.59317
2022-07-02,63.3202
2022-07-03,63.58267
2022-07-04,64.23884
2022-07-05,57.48031
2022-07-06,55.31496
2022-07-07,60.5643
2022-07-08,55.18372
2022-07-09,66.01049
2022-07-10,68.50393
2022-07-11,72.57217
2022-07-12,66.92913
2022-07-13,60.76115
2022-07-14,92.25721
2022-07-15,79.98687
2022-07-16,73.29396
2022-07-17,76.9685
2022-07-18,92.979
2022-07-19,95.27559
2022-07-20,99.08136
2022-07-21,83.9895
2022-07-22,69.9475
2022-07-23,55.90551
2022-07-24,50.98425
2022-07-25,59.7769
2022-07-26,50.26246
2022-07-27,47.50656
2022-07-28,47.63779
2022-07-29,44.35695
2022-07-30,35.23622
2022-07-31,38.97637
2022-08-01,50.0
2022-08-02,51.37795
2022-08-03,41.01049
2022-08-04,45.07874
2022-08-05,41.07611
2022-08-06,35.958
2022-08-07,41.60104
2022-08-08,49.14698
2022-08-09,42.71653
2022-08-10,43.83202
2022-08-11,44.29133
2022-08-12,41.40419
2022-08-13,38.45144
2022-08-14,45.86614
2022-08-15,53.87139
2022-08-16,60.89238
2022-08-17,43.43832
2022-08-18,39.37007
2022-08-19,36.3517
2022-08-20,42.65091
2022-08-21,42.979
2022-08-22,39.96062
2022-08-23,39.30446
2022-08-24,36.61417
2022-08-25,35.43307
2022-08-26,32.02099
2022-08-27,32.08661
2022-08-28,33.5958
2022-08-29,35.76115
2022-08-30,33.79265
2022-08-31,28.937
2022-09-01,39.82939
2022-09-02,33.5958
2022-09-03,42.71653
2022-09-04,36.22047
2022-09-05,36.7454
2022-09-06,39.10761
2022-09-07,35.30183
2022-09-08,34.05511
2022-09-09,39.17322
2022-09-10,21.65354
2022-09-11,36.22047
2022-09-12,41.7979
2022-09-13,36.54855
2022-09-14,34.12073
2022-09-15,33.07086
2022-09-16,34.12073
2022-09-17,36.81102
2022-09-18,38.97637
2022-09-19,38.38582
2022-09-20,36.87664
2022-09-21,33.92388
2022-09-22,29.85564
2022-09-23,29.3307
2022-09-24,31.69291
2022-09-25,34.84251
2022-09-26,36.02362
2022-09-27,34.71128
2022-09-28,34.31758
2022-09-29,34.12073
2022-09-30,34.7769
2022-10-01,36.15485
2022-10-02,39.10761
2022-10-03,43.24146
2022-10-04,37.66404
2022-10-05,30.38057
2022-10-06,31.75853
2022-10-07,30.24934
2022-10-08,27.82152
2022-10-09,34.84251
2022-10-10,42.25721
2022-10-11,29.13385
2022-10-12,29.39632
2022-10-13,31.88976
2022-10-14,32.80839
2022-10-15,36.61417
2022-10-16,38.51706
2022-10-17,37.79527
2022-10-18,35.69553
2022-10-19,35.958
2022-10-20,32.74278
2022-10-21,29.7244
2022-10-22,31.56167
2022-10-23,36.3517
2022-10-24,32.48031
2022-10-25,30.38057
2022-10-26,34.7769
2022-10-27,33.07086
2022-10-28,31.88976
2022-10-29,34.64566
2022-10-30,33.39895
2022-10-31,30.18372
2022-11-01,40.02624
2022-11-02,35.30183
2022-11-03,34.31758
2022-11-04,33.07086
2022-11-05,29.26509
2022-11-06,38.84514
2022-11-07,39.56692
2022-11-08,35.43307
2022-11-09,30.57742
2022-11-10,31.23359
2022-11-11,30.57742
2022-11-12,43.96325
2022-11-13,44.35695
2022-11-14,47.76902
2022-11-15,39.43569
2022-11-16,45.80052
2022-11-17,37.5328
2022-11-18,52.95275
2022-11-19,41.33858
2022-11-20,40.94488
2022-11-21,57.48031
2022-11-22,42.91338
2022-11-23,38.77952
2022-11-24,35.49868
2022-11-25,33.07086
2022-11-26,36.08923
2022-11-27,38.71391
2022-11-28,34.12073
2022-11-29,33.92388
2022-11-30,32.87401
2022-12-01,31.16797
2022-12-02,30.11811
2022-12-03,32.41469
2022-12-04,32.54593
2022-12-05,31.49606
2022-12-06,26.37795
2022-12-07,29.19947
2022-12-08,29.52755
2022-12-09,37.00787
2022-12-10,38.71391
2022-12-11,41.60104
2022-12-12,40.41994
2022-12-13,37.33595
2022-12-14,37.59842
2022-12-15,40.28871
2022-12-16,41.33858
2022-12-17,43.96325
2022-12-18,43.96325
2022-12-19,47.90026
2022-12-20,46.65354
2022-12-21,44.1601
2022-12-22,48.03149
2022-12-23,55.83989
2022-12-24,40.87926
2022-12-25,41.27296
2022-12-26,61.08923
2022-12-27,62.33595
2022-12-28,66.92913
2022-12-29,61.61417
2022-12-30,62.07349
2022-12-31,58.46456
2023-01-01,70.20997
2023-01-02,83.46456
2023-01-03,71.25984
2023-01-04,63.3202
2023-01-05,67.38845
2023-01-06,61.48293
2023-01-07,45.3412
2023-01-08,50.45931
2023-01-09,57.28346
2023-01-10,55.31496
2023-01-11,56.49606
2023-01-12,49.40944
2023-01-13,45.07874
2023-01-14,39.82939
2023-01-15,46.32545
2023-01-16,51.9685
2023-01-17,49.21259
2023-01-18,44.61942
2023-01-19,44.02887
2023-01-20,48.22834
2023-01-21,34.25196
2023-01-22,21.32545
2023-01-23,38.38582
2023-01-24,50.45931
2023-01-25,51.11548
2023-01-26,52.16535
2023-01-27,48.03149
2023-01-28,47.76902
2023-01-29,52.7559
2023-01-30,60.49868
2023-01-31,52.3622
2023-02-01,57.80839
2023-02-02,57.34908
2023-02-03,51.04986
2023-02-04,39.17322
2023-02-05,42.12598
2023-02-06,49.01574
2023-02-07,69.81627
2023-02-08,47.70341
2023-02-09,43.04461
2023-02-10,42.12598
2023-02-11,39.37007
2023-02-12,41.33858
2023-02-13,49.67191
2023-02-14,39.96062
2023-02-15,41.46981
2023-02-16,47.44094
2023-02-17,41.07611
2023-02-18,40.48556
2023-02-19,37.1391
2023-02-20,46.91601
2023-02-21,44.81627
2023-02-22,43.83202
2023-02-23,45.40682
2023-02-24,46.98162
2023-02-25,37.40157
2023-02-26,38.84514
2023-02-27,53.937
2023-02-28,63.58267
2023-03-01,58.07086
2023-03-02,55.70866
2023-03-03,42.25721
2023-03-04,41.33858
2023-03-05,41.53543
2023-03-06,40.15748
2023-03-07,35.23622
2023-03-08,30.83989
2023-03-09,31.36482
2023-03-10,26.83727
2023-03-11,33.9895
2023-03-12,31.95538
2023-03-13,30.70866
2023-03-14,30.11811
2023-03-15,32.80839
2023-03-16,26.50918
2023-03-17,27.29658
2023-03-18,30.51181
2023-03-19,34.31758
2023-03-20,32.87401
2023-03-21,32.41469
2023-03-22,28.01837
2023-03-23,26.70603
2023-03-24,27.3622
2023-03-25,32.48031
2023-03-26,30.64304
2023-03-27,30.51181
2023-03-28,33.85826
2023-03-29,34.90813
2023-03-30,31.82414
2023-03-31,33.92388
2023-04-01,33.20209
2023-04-02,35.03937
2023-04-03,39.37007
2023-04-04,32.02099
2023-04-05,29.79002
2023-04-06,26.70603
2023-04-07,28.21522
2023-04-08,33.46456
2023-04-09,33.26771
2023-04-10,30.11811
2023-04-11,26.04986
2023-04-12,23.62204
2023-04-13,27.7559
2023-04-14,25.19685
2023-04-15,32.15223
2023-04-16,31.82414
2023-04-17,33.39895
2023-04-18,25.72178
2023-04-19,24.34383
2023-04-20,27.55905
2023-04-21,28.67454
2023-04-22,34.71128
2023-04-23,36.15485
2023-04-24,33.33333
2023-04-25,29.3307
2023-04-26,29.79002
2023-04-27,28.80577
2023-04-28,28.937
2023-04-29,31.36482
2023-04-30,31.56167
2023-05-01,36.3517
2023-05-02,30.31496
2023-05-03,30.77427
2023-05-04,25.52493
2023-05-05,23.03149
2023-05-06,21.71916
2023-05-07,28.5433
2023-05-08,28.01837
2023-05-09,25.06561
2023-05-10,24.54068
2023-05-11,25.32808
2023-05-12,25.45931
2023-05-13,27.3622
2023-05-14,29.26509
2023-05-15,26.37795
2023-05-16,28.41207
2023-05-17,27.03412
2023-05-18,26.64041
2023-05-19,28.47769
2023-05-20,29.00262
2023-05-21,32.48031
2023-05-22,36.48293
2023-05-23,29.7244
2023-05-24,27.62467
2023-05-25,30.77427
2023-05-26,26.70603
2023-05-27,34.7769
2023-05-28,38.05774
2023-05-29,44.9475
