date,KODEX200선물인버스2X
2020-11-28,4.93491
2020-11-29,4.71145
2020-11-30,18.64422
2020-12-01,16.80808
2020-12-02,20.50224
2020-12-03,19.62558
2020-12-04,26.68573
2020-12-05,7.45237
2020-12-06,8.00087
2020-12-07,22.88531
2020-12-08,24.45423
2020-12-09,21.90552
2020-12-10,21.77113
2020-12-11,18.25512
2020-12-12,7.28673
2020-12-13,7.1164
2020-12-14,19.76153
2020-12-15,18.66766
2020-12-16,14.73129
2020-12-17,15.49075
2020-12-18,13.66555
2020-12-19,4.79271
2020-12-20,6.03972
2020-12-21,19.64589
2020-12-22,22.26337
2020-12-23,17.49097
2020-12-24,18.17073
2020-12-25,5.53966
2020-12-26,4.68332
2020-12-27,5.96784
2020-12-28,18.01603
2020-12-29,22.53058
2020-12-30,24.49642
2020-12-31,7.37268
2021-01-01,4.92553
2021-01-02,4.92866
2021-01-03,5.81626
2021-01-04,26.85918
2021-01-05,27.82179
2021-01-06,28.24996
2021-01-07,30.37675
2021-01-08,45.25651
2021-01-09,13.98903
2021-01-10,14.55002
2021-01-11,57.74694
2021-01-12,49.8867
2021-01-13,32.23633
2021-01-14,25.10899
2021-01-15,33.72868
2021-01-16,11.75128
2021-01-17,9.83701
2021-01-18,40.71382
2021-01-19,31.63158
2021-01-20,22.99313
2021-01-21,23.01032
2021-01-22,20.96791
2021-01-23,7.02889
2021-01-24,6.91481
2021-01-25,27.19359
2021-01-26,30.57678
2021-01-27,26.77011
2021-01-28,39.98249
2021-01-29,55.97799
2021-01-30,14.83756
2021-01-31,12.77014
2021-02-01,31.05964
2021-02-02,24.91366
2021-02-03,22.39307
2021-02-04,21.77894
2021-02-05,18.01134
2021-02-06,6.19599
2021-02-07,6.22724
2021-02-08,17.8457
2021-02-09,16.47992
2021-02-10,15.12977
2021-02-11,4.89428
2021-02-12,4.14107
2021-02-13,4.48017
2021-02-14,4.72551
2021-02-15,16.07363
2021-02-16,14.81412
2021-02-17,14.70629
2021-02-18,17.03311
2021-02-19,18.37075
2021-02-20,4.74426
2021-02-21,4.40516
2021-02-22,16.35491
2021-02-23,19.69277
2021-02-24,27.16078
2021-02-25,22.26806
2021-02-26,27.95462
2021-02-27,7.46487
2021-02-28,7.25391
2021-03-01,8.82596
2021-03-02,19.61933
2021-03-03,15.67983
2021-03-04,17.15031
2021-03-05,19.00832
2021-03-06,5.82094
2021-03-07,5.14587
2021-03-08,16.5393
2021-03-09,21.45547
2021-03-10,18.0254
2021-03-11,14.90475
2021-03-12,13.82494
2021-03-13,4.35047
2021-03-14,3.9348
2021-03-15,11.75284
2021-03-16,11.02933
2021-03-17,12.53105
2021-03-18,13.89058
2021-03-19,13.96871
2021-03-20,3.83479
2021-03-21,3.40349
2021-03-22,10.73398
2021-03-23,11.06214
2021-03-24,12.20602
2021-03-25,11.60283
2021-03-26,9.03692
2021-03-27,3.2191
2021-03-28,3.16128
2021-03-29,9.90108
2021-03-30,10.7121
2021-03-31,10.34175
2021-04-01,10.18392
2021-04-02,11.54032
2021-04-03,3.2066
2021-04-04,3.0347
2021-04-05,10.23861
2021-04-06,10.92932
2021-04-07,9.9714
2021-04-08,9.27445
2021-04-09,9.02442
2021-04-10,2.62684
2021-04-11,2.26743
2021-04-12,8.67751
2021-04-13,11.8341
2021-04-14,11.25435
2021-04-15,11.80754
2021-04-16,11.17465
2021-04-17,3.01126
2021-04-18,2.89562
2021-04-19,9.91358
2021-04-20,11.65596
2021-04-21,15.2876
2021-04-22,10.51833
2021-04-23,10.58084
2021-04-24,2.81124
2021-04-25,2.17367
2021-04-26,9.24319
2021-04-27,9.22913
2021-04-28,10.41988
2021-04-29,10.43707
2021-04-30,11.43093
2021-05-01,3.41756
2021-05-02,3.07533
2021-05-03,12.75608
2021-05-04,11.69815
2021-05-05,5.02398
2021-05-06,9.53229
2021-05-07,8.50561
2021-05-08,2.52371
2021-05-09,2.30962
2021-05-10,13.2702
2021-05-11,14.75161
2021-05-12,17.15031
2021-05-13,20.95541
2021-05-14,11.02776
2021-05-15,3.24879
2021-05-16,2.77842
2021-05-17,10.7121
2021-05-18,8.58218
2021-05-19,4.75677
2021-05-20,9.87451
2021-05-21,9.24944
2021-05-22,2.38463
2021-05-23,2.3565
2021-05-24,8.67438
2021-05-25,7.55082
2021-05-26,6.9867
2021-05-27,7.5477
2021-05-28,7.49613
2021-05-29,2.20024
2021-05-30,2.01115
2021-05-31,7.16172
2021-06-01,8.56656
2021-06-02,7.81022
2021-06-03,11.75128
2021-06-04,9.15412
2021-06-05,3.01751
2021-06-06,2.61434
2021-06-07,8.98223
2021-06-08,7.95086
2021-06-09,8.83534
2021-06-10,7.95868
2021-06-11,6.91794
2021-06-12,2.15336
2021-06-13,1.7955
2021-06-14,6.43664
2021-06-15,7.3383
2021-06-16,10.44801
2021-06-17,9.99484
2021-06-18,8.97129
2021-06-19,4.19577
2021-06-20,3.23004
2021-06-21,10.4527
2021-06-22,8.00556
2021-06-23,8.16026
2021-06-24,9.41978
2021-06-25,11.76222
2021-06-26,3.9723
2021-06-27,3.08471
2021-06-28,8.76345
2021-06-29,7.81804
2021-06-30,7.37268
2021-07-01,7.23204
2021-07-02,6.98826
2021-07-03,2.50027
2021-07-04,1.99396
2021-07-05,6.57884
2021-07-06,6.89606
2021-07-07,7.53207
2021-07-08,11.66065
2021-07-09,14.84068
2021-07-10,3.72697
2021-07-11,2.60809
2021-07-12,6.92419
2021-07-13,6.76011
2021-07-14,6.90856
2021-07-15,6.55384
2021-07-16,6.38507
2021-07-17,2.74561
2021-07-18,2.33463
2021-07-19,10.37769
2021-07-20,11.27935
2021-07-21,8.99317
2021-07-22,7.29298
2021-07-23,5.6053
2021-07-24,2.06272
2021-07-25,1.69393
2021-07-26,6.96482
2021-07-27,6.25224
2021-07-28,7.78835
2021-07-29,5.54123
2021-07-30,8.06806
2021-07-31,2.42995
2021-08-01,2.34713
2021-08-02,6.23818
2021-08-03,6.88512
2021-08-04,8.37279
2021-08-05,7.11171
2021-08-06,6.46008
2021-08-07,1.76269
2021-08-08,3.6207
2021-08-09,7.19922
2021-08-10,7.10859
2021-08-11,8.01493
2021-08-12,8.46186
2021-08-13,13.14831
2021-08-14,2.55809
2021-08-15,2.12054
2021-08-16,3.78322
2021-08-17,13.13893
2021-08-18,10.25268
2021-08-19,18.51452
2021-08-20,18.82393
2021-08-21,5.04273
2021-08-22,4.76614
2021-08-23,11.30436
2021-08-24,10.38238
2021-08-25,8.55718
2021-08-26,9.21507
2021-08-27,9.35571
2021-08-28,3.62695
2021-08-29,2.75655
2021-08-30,7.39612
2021-08-31,8.7197
2021-09-01,7.05233
2021-09-02,7.35549
2021-09-03,6.29287
2021-09-04,2.07991
2021-09-05,1.59392
2021-09-06,5.65061
2021-09-07,5.95221
2021-09-08,7.45237
2021-09-09,10.00578
2021-09-10,7.10546
2021-09-11,2.86125
2021-09-12,2.06741
2021-09-13,7.35705
2021-09-14,6.55384
2021-09-15,6.47258
2021-09-16,6.69604
2021-09-17,6.16786
2021-09-18,2.319
2021-09-19,1.66268
2021-09-20,5.00992
2021-09-21,6.20067
2021-09-22,5.76938
2021-09-23,10.11048
2021-09-24,7.07733
2021-09-25,2.55496
2021-09-26,2.31119
2021-09-27,6.58665
2021-09-28,9.89795
2021-09-29,15.91111
2021-09-30,8.2384
2021-10-01,12.78421
2021-10-02,3.42849
2021-10-03,2.48933
2021-10-04,6.50071
2021-10-05,19.75216
2021-10-06,19.65058
2021-10-07,13.25144
2021-10-08,9.43696
2021-10-09,3.00032
2021-10-10,2.45964
2021-10-11,4.26452
2021-10-12,14.42032
2021-10-13,10.07297
2021-10-14,9.24476
2021-10-15,8.3431
2021-10-16,2.54402
2021-10-17,1.98146
2021-10-18,7.22422
2021-10-19,6.63822
2021-10-20,6.60697
2021-10-21,6.34756
2021-10-22,6.02565
2021-10-23,2.21899
2021-10-24,1.79707
2021-10-25,6.52727
2021-10-26,6.17411
2021-10-27,6.38976
2021-10-28,6.23505
2021-10-29,7.91805
2021-10-30,2.57996
2021-10-31,2.10022
2021-11-01,5.88189
2021-11-02,6.9445
2021-11-03,7.42112
2021-11-04,7.40237
2021-11-05,6.6976
2021-11-06,2.08616
2021-11-07,2.15336
2021-11-08,7.27423
2021-11-09,6.44132
2021-11-10,7.82585
2021-11-11,7.79772
2021-11-12,5.45997
2021-11-13,1.64705
2021-11-14,1.55642
2021-11-15,5.31151
2021-11-16,5.785
2021-11-17,6.18348
2021-11-18,5.93033
2021-11-19,5.41152
2021-11-20,1.7955
2021-11-21,1.52047
2021-11-22,6.95701
2021-11-23,6.53196
2021-11-24,5.99596
2021-11-25,5.91939
2021-11-26,8.77127
2021-11-27,5.42871
2021-11-28,4.88959
2021-11-29,11.57626
2021-11-30,14.72504
2021-12-01,11.95912
2021-12-02,10.7668
2021-12-03,7.77428
2021-12-04,5.06774
2021-12-05,3.88636
2021-12-06,9.2932
2021-12-07,8.92285
2021-12-08,10.06047
2021-12-09,8.42592
2021-12-10,7.94305
2021-12-11,2.90344
2021-12-12,2.38619
2021-12-13,8.23683
2021-12-14,8.75251
2021-12-15,7.48675
2021-12-16,7.65239
2021-12-17,7.44143
2021-12-18,2.80186
2021-12-19,2.35338
2021-12-20,9.13693
2021-12-21,7.80554
2021-12-22,6.26631
2021-12-23,5.54279
2021-12-24,5.38027
2021-12-25,1.73925
2021-12-26,1.82988
2021-12-27,5.05211
2021-12-28,6.04128
2021-12-29,8.20402
2021-12-30,5.51935
2021-12-31,2.08929
2022-01-01,1.20638
2022-01-02,1.25013
2022-01-03,5.35683
2022-01-04,5.25838
2022-01-05,8.00087
2022-01-06,10.07922
2022-01-07,6.52727
2022-01-08,2.29868
2022-01-09,2.1346
2022-01-10,8.04931
2022-01-11,8.00087
2022-01-12,7.06014
2022-01-13,6.05066
2022-01-14,8.35716
2022-01-15,2.14867
2022-01-16,1.97677
2022-01-17,8.85409
2022-01-18,8.84002
2022-01-19,10.93557
2022-01-20,8.38685
2022-01-21,11.65439
2022-01-22,5.25995
2022-01-23,3.68477
2022-01-24,16.76745
2022-01-25,25.56217
2022-01-26,17.4519
2022-01-27,26.58572
2022-01-28,17.13937
2022-01-29,4.05669
2022-01-30,2.70029
2022-01-31,3.21128
2022-02-01,4.13013
2022-02-02,5.18963
2022-02-03,12.51386
2022-02-04,11.3278
2022-02-05,3.41131
2022-02-06,2.77217
2022-02-07,9.17444
2022-02-08,8.1712
2022-02-09,8.20089
2022-02-10,8.72907
2022-02-11,9.11662
2022-02-12,5.3412
2022-02-13,5.11774
2022-02-14,13.29207
2022-02-15,12.24977
2022-02-16,9.60886
2022-02-17,11.95599
2022-02-18,10.26674
2022-02-19,4.1692
2022-02-20,4.4583
2022-02-21,11.4575
2022-02-22,14.50314
2022-02-23,10.03859
2022-02-24,20.41473
2022-02-25,13.04673
2022-02-26,4.19577
2022-02-27,5.38027
2022-02-28,11.24185
2022-03-01,5.46466
2022-03-02,9.35727
2022-03-03,8.32278
2022-03-04,8.89316
2022-03-05,4.1692
2022-03-06,3.79729
2022-03-07,12.90453
2022-03-08,12.1482
2022-03-09,5.37715
2022-03-10,9.61823
2022-03-11,8.31653
2022-03-12,3.68321
2022-03-13,3.65821
2022-03-14,9.36977
2022-03-15,9.51666
2022-03-16,9.16193
2022-03-17,8.9916
2022-03-18,6.95701
2022-03-19,3.53319
2022-03-20,2.95813
2022-03-21,7.30704
2022-03-22,6.83824
2022-03-23,6.80699
2022-03-24,7.21172
2022-03-25,6.34288
2022-03-26,2.37994
2022-03-27,2.05022
2022-03-28,6.13504
2022-03-29,6.01472
2022-03-30,6.23193
2022-03-31,5.60686
2022-04-01,5.56154
2022-04-02,2.15023
2022-04-03,2.12054
2022-04-04,5.40996
2022-04-05,5.18494
2022-04-06,6.66166
2022-04-07,7.72428
2022-04-08,6.15848
2022-04-09,2.19398
2022-04-10,1.91114
2022-04-11,6.40382
2022-04-12,8.7572
2022-04-13,6.72886
2022-04-14,5.72718
2022-04-15,6.13817
2022-04-16,1.67674
2022-04-17,1.88458
2022-04-18,5.61311
2022-04-19,4.97866
2022-04-20,5.2662
2022-04-21,4.8224
2022-04-22,5.81157
2022-04-23,3.441
2022-04-24,2.49246
2022-04-25,8.74783
2022-04-26,6.81324
2022-04-27,10.20892
2022-04-28,7.24766
2022-04-29,6.49602
2022-04-30,3.89417
2022-05-01,3.04252
2022-05-02,7.29142
2022-05-03,6.64447
2022-05-04,6.08191
2022-05-05,4.70832
2022-05-06,10.04953
2022-05-07,2.84562
2022-05-08,2.85656
2022-05-09,10.38863
2022-05-10,12.81702
2022-05-11,8.73533
2022-05-12,13.203
2022-05-13,8.13213
2022-05-14,3.15034
2022-05-15,2.32369
2022-05-16,7.11171
2022-05-17,5.98659
2022-05-18,5.93658
2022-05-19,9.72918
2022-05-20,6.70385
2022-05-21,3.00501
2022-05-22,2.28618
2022-05-23,6.16786
2022-05-24,7.56957
2022-05-25,7.2336
2022-05-26,7.33673
2022-05-27,6.27881
2022-05-28,2.83781
2022-05-29,1.9002
2022-05-30,6.03347
2022-05-31,6.34444
2022-06-01,2.905
2022-06-02,6.33975
2022-06-03,5.33652
2022-06-04,2.21117
2022-06-05,1.76269
2022-06-06,2.91594
2022-06-07,7.54926
2022-06-08,6.11473
2022-06-09,6.79761
2022-06-10,8.68532
2022-06-11,3.97699
2022-06-12,3.43162
2022-06-13,16.84871
2022-06-14,17.13468
2022-06-15,15.71734
2022-06-16,14.11091
2022-06-17,14.79849
2022-06-18,3.99574
2022-06-19,4.21296
2022-06-20,16.90341
2022-06-21,11.46062
2022-06-22,17.14875
2022-06-23,17.79725
2022-06-24,12.73107
2022-06-25,3.74572
2022-06-26,2.94719
2022-06-27,9.66668
2022-06-28,8.83065
2022-06-29,10.66054
2022-06-30,11.24654
2022-07-01,13.16081
2022-07-02,3.53319
2022-07-03,3.27379
2022-07-04,11.70127
2022-07-05,11.64502
2022-07-06,12.68263
2022-07-07,10.48552
2022-07-08,9.09787
2022-07-09,2.70342
2022-07-10,2.67841
2022-07-11,9.151
2022-07-12,10.9465
2022-07-13,11.24966
2022-07-14,10.65116
2022-07-15,10.61991
2022-07-16,3.27223
2022-07-17,3.16597
2022-07-18,9.0041
2022-07-19,8.14151
2022-07-20,8.54624
2022-07-21,8.01493
2022-07-22,7.24454
2022-07-23,2.77217
2022-07-24,2.4237
2022-07-25,7.07733
2022-07-26,6.87418
2022-07-27,8.01337
2022-07-28,8.79939
2022-07-29,7.41174
2022-07-30,2.60028
2022-07-31,2.14398
2022-08-01,6.33819
2022-08-02,6.67573
2022-08-03,6.72573
2022-08-04,6.68666
2022-08-05,6.16317
2022-08-06,2.25962
2022-08-07,1.83457
2022-08-08,6.23036
2022-08-09,6.51946
2022-08-10,7.06327
2022-08-11,7.33361
2022-08-12,5.70999
2022-08-13,2.21586
2022-08-14,1.38452
2022-08-15,2.40182
2022-08-16,5.80844
2022-08-17,5.99596
2022-08-18,6.6476
2022-08-19,6.32569
2022-08-20,2.6456
2022-08-21,2.24243
2022-08-22,8.54624
2022-08-23,9.22913
2022-08-24,6.76011
2022-08-25,6.54446
2022-08-26,6.31787
2022-08-27,4.57081
2022-08-28,3.11127
2022-08-29,10.60584
2022-08-30,7.88054
2022-08-31,8.1712
2022-09-01,9.55104
2022-09-02,9.09005
2022-09-03,3.40349
2022-09-04,2.34869
2022-09-05,8.50718
2022-09-06,6.94138
2022-09-07,9.76981
2022-09-08,7.54301
2022-09-09,2.61434
2022-09-10,2.0846
2022-09-11,1.57517
2022-09-12,2.94407
2022-09-13,10.1386
2022-09-14,12.47011
2022-09-15,8.35091
2022-09-16,9.49322
2022-09-17,3.05189
2022-09-18,2.52371
2022-09-19,10.00421
2022-09-20,7.69146
2022-09-21,9.30883
2022-09-22,13.13581
2022-09-23,13.20613
2022-09-24,4.37704
2022-09-25,3.31286
2022-09-26,19.84123
2022-09-27,15.72828
2022-09-28,21.79769
2022-09-29,14.75317
2022-09-30,15.85798
2022-10-01,4.08169
2022-10-02,3.41599
2022-10-03,5.69437
2022-10-04,11.7716
2022-10-05,11.24654
2022-10-06,9.59167
2022-10-07,8.88065
2022-10-08,4.30047
2022-10-09,3.02533
2022-10-10,5.13337
2022-10-11,13.24832
2022-10-12,10.95119
2022-10-13,13.79994
2022-10-14,12.48417
2022-10-15,4.82083
2022-10-16,3.48631
2022-10-17,11.00432
2022-10-18,9.86826
2022-10-19,9.38227
2022-10-20,10.0886
2022-10-21,8.99317
2022-10-22,3.4535
2022-10-23,3.04408
2022-10-24,9.03223
2022-10-25,7.65552
2022-10-26,9.21507
2022-10-27,9.16975
2022-10-28,8.72751
2022-10-29,3.58632
2022-10-30,2.87218
2022-10-31,7.65239
2022-11-01,8.96035
2022-11-02,8.30872
2022-11-03,11.40749
2022-11-04,9.58542
2022-11-05,2.7878
2022-11-06,2.15648
2022-11-07,8.26809
2022-11-08,9.02754
2022-11-09,10.16829
2022-11-10,11.79347
2022-11-11,14.84224
2022-11-12,3.70353
2022-11-13,2.93157
2022-11-14,9.22288
2022-11-15,9.5526
2022-11-16,9.13224
2022-11-17,9.04317
2022-11-18,7.75866
2022-11-19,1.93302
2022-11-20,1.62048
2022-11-21,7.60708
2022-11-22,7.18203
2022-11-23,5.87564
2022-11-24,5.85063
2022-11-25,4.8474
2022-11-26,1.47359
2022-11-27,1.32514
2022-11-28,6.19599
2022-11-29,5.98971
2022-11-30,6.43664
2022-12-01,7.78522
2022-12-02,7.10859
2022-12-03,2.18617
2022-12-04,1.65018
2022-12-05,6.34756
2022-12-06,7.1414
2022-12-07,7.32892
2022-12-08,7.16328
2022-12-09,6.11004
2022-12-10,1.88614
2022-12-11,1.56892
2022-12-12,5.56935
2022-12-13,7.60864
2022-12-14,6.3335
2022-12-15,7.60864
2022-12-16,8.19777
2022-12-17,2.18305
2022-12-18,1.58298
2022-12-19,6.54602
2022-12-20,8.60875
2022-12-21,7.07733
2022-12-22,6.73198
2022-12-23,8.3806
2022-12-24,1.91895
2022-12-25,1.56735
2022-12-26,5.89283
2022-12-27,5.57248
2022-12-28,8.64157
2022-12-29,8.74939
2022-12-30,3.55976
2022-12-31,1.80801
2023-01-01,1.54704
2023-01-02,7.50238
2023-01-03,9.89952
2023-01-04,8.20714
2023-01-05,7.05389
2023-01-06,7.94618
2023-01-07,2.87375
2023-01-08,1.76738
2023-01-09,8.45561
2023-01-10,7.91961
2023-01-11,7.38049
2023-01-12,8.22902
2023-01-13,8.054
2023-01-14,2.67529
2023-01-15,1.91739
2023-01-16,6.85074
2023-01-17,6.86637
2023-01-18,7.10077
2023-01-19,7.32111
2023-01-20,6.47258
2023-01-21,2.39557
2023-01-22,1.42515
2023-01-23,1.65643
2023-01-24,3.36599
2023-01-25,8.13526
2023-01-26,9.01504
2023-01-27,8.57124
2023-01-28,3.00501
2023-01-29,2.12054
2023-01-30,8.37591
2023-01-31,8.78377
2023-02-01,7.7024
2023-02-02,8.88534
2023-02-03,8.81971
2023-02-04,2.90031
2023-02-05,2.14867
2023-02-06,8.1212
2023-02-07,7.24454
2023-02-08,8.3806
2023-02-09,7.95712
2023-02-10,7.81335
2023-02-11,2.3315
2023-02-12,1.91895
2023-02-13,7.36643
2023-02-14,7.85398
2023-02-15,9.68543
2023-02-16,9.67293
2023-02-17,9.12443
2023-02-18,2.6581
2023-02-19,1.88145
2023-02-20,7.22422
2023-02-21,6.98982
2023-02-22,8.99629
2023-02-23,7.92117
2023-02-24,7.50863
2023-02-25,2.80343
2023-02-26,2.31587
2023-02-27,9.07286
2023-02-28,7.19453
2023-03-01,3.41287
2023-03-02,7.7946
2023-03-03,6.53352
2023-03-04,2.72373
2023-03-05,2.20336
2023-03-06,6.67573
2023-03-07,6.40538
2023-03-08,8.18058
2023-03-09,7.44768
2023-03-10,8.80721
2023-03-11,4.03481
2023-03-12,3.81135
2023-03-13,12.02006
2023-03-14,13.34052
2023-03-15,11.47469
2023-03-16,10.02922
2023-03-17,8.07275
2023-03-18,3.11752
2023-03-19,3.20972
2023-03-20,9.01348
2023-03-21,6.98982
2023-03-22,7.02108
2023-03-23,8.87128
2023-03-24,6.9742
2023-03-25,2.5659
2023-03-26,2.28931
2023-03-27,6.5429
2023-03-28,5.76313
2023-03-29,6.23349
2023-03-30,6.35381
2023-03-31,5.77094
2023-04-01,2.67841
2023-04-02,1.92521
2023-04-03,5.88501
2023-04-04,5.50372
2023-04-05,5.83188
2023-04-06,6.83199
2023-04-07,6.29287
2023-04-08,1.77988
2023-04-09,1.66736
2023-04-10,6.23505
2023-04-11,7.18359
2023-04-12,7.27267
2023-04-13,6.87418
2023-04-14,6.53821
2023-04-15,1.98615
2023-04-16,1.84395
2023-04-17,5.57873
2023-04-18,5.92252
2023-04-19,5.78813
2023-04-20,6.69448
2023-04-21,6.08347
2023-04-22,1.71112
2023-04-23,1.52829
2023-04-24,5.8522
2023-04-25,7.63521
2023-04-26,6.83512
2023-04-27,6.23661
2023-04-28,5.4584
2023-04-29,1.55016
2023-04-30,1.1595
2023-05-01,2.09241
2023-05-02,4.67551
2023-05-03,5.25526
2023-05-04,5.2662
2023-05-05,1.97521
2023-05-06,1.80644
2023-05-07,1.24701
2023-05-08,4.24733
2023-05-09,4.41923
2023-05-10,5.01617
2023-05-11,4.63175
2023-05-12,4.23952
2023-05-13,1.40796
2023-05-14,1.22357
2023-05-15,4.80833
2023-05-16,4.14264
2023-05-17,4.14889
2023-05-18,4.2489
2023-05-19,4.75833
2023-05-20,1.47828
2023-05-21,1.36889
2023-05-22,5.04586
2023-05-23,4.82709
2023-05-24,4.95991
2023-05-25,5.90064
2023-05-26,5.05367
2023-05-27,2.17992
2023-05-28,1.95802
