date,개인돈대출
2020-06-29,50.0
2020-06-30,54.93273
2020-07-01,43.49775
2020-07-02,47.98206
2020-07-03,41.47982
2020-07-04,16.81614
2020-07-05,19.05829
2020-07-06,42.37668
2020-07-07,56.50224
2020-07-08,46.86098
2020-07-09,48.87892
2020-07-10,46.63677
2020-07-11,20.17937
2020-07-12,20.17937
2020-07-13,68.38565
2020-07-14,52.91479
2020-07-15,50.0
2020-07-16,45.06726
2020-07-17,44.1704
2020-07-18,21.97309
2020-07-19,23.99103
2020-07-20,68.38565
2020-07-21,51.5695
2020-07-22,46.86098
2020-07-23,46.63677
2020-07-24,47.30941
2020-07-25,22.64573
2020-07-26,21.97309
2020-07-27,63.90134
2020-07-28,50.67264
2020-07-29,44.1704
2020-07-30,46.41255
2020-07-31,45.73991
2020-08-01,31.39013
2020-08-02,20.85201
2020-08-03,48.87892
2020-08-04,53.58744
2020-08-05,54.93273
2020-08-06,54.03587
2020-08-07,51.5695
2020-08-08,20.40358
2020-08-09,32.95964
2020-08-10,67.713
2020-08-11,62.55605
2020-08-12,73.76681
2020-08-13,57.62331
2020-08-14,56.27802
2020-08-15,33.63228
2020-08-16,25.78475
2020-08-17,46.86098
2020-08-18,74.21524
2020-08-19,67.713
2020-08-20,61.21076
2020-08-21,56.72645
2020-08-22,34.30493
2020-08-23,29.14798
2020-08-24,56.05381
2020-08-25,57.17488
2020-08-26,61.65919
2020-08-27,52.69058
2020-08-28,65.24663
2020-08-29,25.1121
2020-08-30,20.40358
2020-08-31,54.26008
2020-09-01,55.82959
2020-09-02,55.38116
2020-09-03,45.73991
2020-09-04,40.58295
2020-09-05,27.57847
2020-09-06,24.43946
2020-09-07,50.0
2020-09-08,65.02242
2020-09-09,55.15695
2020-09-10,50.44843
2020-09-11,38.56502
2020-09-12,24.88789
2020-09-13,24.43946
2020-09-14,61.8834
2020-09-15,48.87892
2020-09-16,56.95067
2020-09-17,63.00448
2020-09-18,47.30941
2020-09-19,26.00896
2020-09-20,23.09417
2020-09-21,54.4843
2020-09-22,47.30941
2020-09-23,53.81165
2020-09-24,50.67264
2020-09-25,43.27354
2020-09-26,25.78475
2020-09-27,21.74887
2020-09-28,51.5695
2020-09-29,44.84304
2020-09-30,18.60986
2020-10-01,18.16143
2020-10-02,20.85201
2020-10-03,19.28251
2020-10-04,21.07623
2020-10-05,55.82959
2020-10-06,48.20627
2020-10-07,59.41704
2020-10-08,51.34529
2020-10-09,26.45739
2020-10-10,21.52466
2020-10-11,27.13004
2020-10-12,65.24663
2020-10-13,67.93721
2020-10-14,65.02242
2020-10-15,60.08968
2020-10-16,44.39461
2020-10-17,23.5426
2020-10-18,22.86995
2020-10-19,65.24663
2020-10-20,53.58744
2020-10-21,56.72645
2020-10-22,60.08968
2020-10-23,48.20627
2020-10-24,24.88789
2020-10-25,28.69955
2020-10-26,69.50672
2020-10-27,58.9686
2020-10-28,45.73991
2020-10-29,49.32735
2020-10-30,44.39461
2020-10-31,21.07623
2020-11-01,15.24663
2020-11-02,45.96412
2020-11-03,56.27802
2020-11-04,43.72197
2020-11-05,50.22421
2020-11-06,42.37668
2020-11-07,15.47085
2020-11-08,15.91928
2020-11-09,37.66816
2020-11-10,37.66816
2020-11-11,36.32286
2020-11-12,49.77578
2020-11-13,44.1704
2020-11-14,31.16591
2020-11-15,23.76681
2020-11-16,64.12556
2020-11-17,51.12107
2020-11-18,57.17488
2020-11-19,50.22421
2020-11-20,47.0852
2020-11-21,30.26905
2020-11-22,28.0269
2020-11-23,57.62331
2020-11-24,60.53811
2020-11-25,60.3139
2020-11-26,52.46636
2020-11-27,55.60538
2020-11-28,28.92376
2020-11-29,22.42152
2020-11-30,60.3139
2020-12-01,57.3991
2020-12-02,43.94618
2020-12-03,48.20627
2020-12-04,50.22421
2020-12-05,19.95515
2020-12-06,19.28251
2020-12-07,63.22869
2020-12-08,46.18834
2020-12-09,54.70852
2020-12-10,53.36322
2020-12-11,46.63677
2020-12-12,28.25112
2020-12-13,21.30044
2020-12-14,47.75784
2020-12-15,51.5695
2020-12-16,54.70852
2020-12-17,45.96412
2020-12-18,37.89237
2020-12-19,27.80269
2020-12-20,20.17937
2020-12-21,63.67713
2020-12-22,57.3991
2020-12-23,62.78026
2020-12-24,52.91479
2020-12-25,24.88789
2020-12-26,18.38565
2020-12-27,26.45739
2020-12-28,67.713
2020-12-29,56.27802
2020-12-30,57.17488
2020-12-31,56.05381
2021-01-01,31.39013
2021-01-02,26.90582
2021-01-03,35.20179
2021-01-04,56.95067
2021-01-05,50.22421
2021-01-06,50.67264
2021-01-07,41.47982
2021-01-08,46.86098
2021-01-09,38.56502
2021-01-10,30.26905
2021-01-11,56.95067
2021-01-12,63.00448
2021-01-13,57.62331
2021-01-14,53.58744
2021-01-15,45.51569
2021-01-16,26.00896
2021-01-17,30.71748
2021-01-18,59.64125
2021-01-19,62.55605
2021-01-20,45.73991
2021-01-21,53.81165
2021-01-22,62.55605
2021-01-23,26.90582
2021-01-24,21.52466
2021-01-25,47.53363
2021-01-26,55.38116
2021-01-27,54.26008
2021-01-28,51.5695
2021-01-29,44.84304
2021-01-30,34.08071
2021-01-31,22.1973
2021-02-01,47.75784
2021-02-02,43.27354
2021-02-03,54.26008
2021-02-04,43.27354
2021-02-05,42.82511
2021-02-06,26.23318
2021-02-07,25.1121
2021-02-08,59.64125
2021-02-09,43.27354
2021-02-10,45.29147
2021-02-11,22.86995
2021-02-12,17.48878
2021-02-13,18.16143
2021-02-14,20.85201
2021-02-15,47.98206
2021-02-16,49.55156
2021-02-17,48.87892
2021-02-18,50.67264
2021-02-19,50.89686
2021-02-20,37.44394
2021-02-21,28.69955
2021-02-22,70.6278
2021-02-23,64.34977
2021-02-24,59.64125
2021-02-25,63.00448
2021-02-26,55.82959
2021-02-27,25.78475
2021-02-28,27.80269
2021-03-01,32.95964
2021-03-02,61.21076
2021-03-03,50.22421
2021-03-04,51.79372
2021-03-05,38.3408
2021-03-06,26.00896
2021-03-07,24.66367
2021-03-08,53.58744
2021-03-09,47.30941
2021-03-10,47.98206
2021-03-11,39.68609
2021-03-12,43.27354
2021-03-13,21.74887
2021-03-14,21.74887
2021-03-15,52.24215
2021-03-16,48.87892
2021-03-17,52.46636
2021-03-18,44.84304
2021-03-19,44.61883
2021-03-20,20.85201
2021-03-21,24.43946
2021-03-22,54.4843
2021-03-23,56.95067
2021-03-24,50.22421
2021-03-25,55.82959
2021-03-26,41.92825
2021-03-27,24.66367
2021-03-28,26.23318
2021-03-29,50.89686
2021-03-30,50.67264
2021-03-31,54.70852
2021-04-01,57.62331
2021-04-02,48.20627
2021-04-03,32.73542
2021-04-04,32.28699
2021-04-05,51.79372
2021-04-06,41.2556
2021-04-07,41.2556
2021-04-08,51.5695
2021-04-09,55.82959
2021-04-10,31.61434
2021-04-11,27.80269
2021-04-12,58.07174
2021-04-13,56.50224
2021-04-14,55.60538
2021-04-15,56.27802
2021-04-16,44.61883
2021-04-17,26.23318
2021-04-18,25.1121
2021-04-19,67.713
2021-04-20,60.53811
2021-04-21,55.38116
2021-04-22,61.65919
2021-04-23,63.45291
2021-04-24,31.61434
2021-04-25,34.97757
2021-04-26,65.02242
2021-04-27,54.93273
2021-04-28,53.81165
2021-04-29,56.27802
2021-04-30,59.41704
2021-05-01,29.82062
2021-05-02,21.97309
2021-05-03,52.69058
2021-05-04,48.6547
2021-05-05,33.8565
2021-05-06,65.24663
2021-05-07,64.57399
2021-05-08,36.09865
2021-05-09,34.52914
2021-05-10,67.04035
2021-05-11,59.86547
2021-05-12,65.91928
2021-05-13,70.40358
2021-05-14,61.43497
2021-05-15,37.44394
2021-05-16,34.75336
2021-05-17,68.38565
2021-05-18,57.17488
2021-05-19,45.29147
2021-05-20,75.56053
2021-05-21,70.17937
2021-05-22,51.5695
2021-05-23,42.60089
2021-05-24,85.426
2021-05-25,57.84753
2021-05-26,63.45291
2021-05-27,59.64125
2021-05-28,50.89686
2021-05-29,34.08071
2021-05-30,24.43946
2021-05-31,56.95067
2021-06-01,47.0852
2021-06-02,57.17488
2021-06-03,60.53811
2021-06-04,51.12107
2021-06-05,19.28251
2021-06-06,17.26457
2021-06-07,59.41704
2021-06-08,52.01793
2021-06-09,50.89686
2021-06-10,49.77578
2021-06-11,44.39461
2021-06-12,28.47533
2021-06-13,31.61434
2021-06-14,51.79372
2021-06-15,54.4843
2021-06-16,50.0
2021-06-17,42.60089
2021-06-18,44.39461
2021-06-19,29.14798
2021-06-20,31.83856
2021-06-21,62.55605
2021-06-22,41.47982
2021-06-23,49.10313
2021-06-24,44.1704
2021-06-25,48.87892
2021-06-26,32.28699
2021-06-27,25.33632
2021-06-28,51.79372
2021-06-29,47.75784
2021-06-30,47.30941
2021-07-01,48.20627
2021-07-02,39.01345
2021-07-03,30.49327
2021-07-04,22.42152
2021-07-05,47.98206
2021-07-06,46.41255
2021-07-07,53.36322
2021-07-08,57.17488
2021-07-09,47.75784
2021-07-10,34.52914
2021-07-11,30.26905
2021-07-12,55.15695
2021-07-13,48.87892
2021-07-14,52.46636
2021-07-15,51.12107
2021-07-16,57.62331
2021-07-17,33.18385
2021-07-18,25.56053
2021-07-19,52.91479
2021-07-20,50.44843
2021-07-21,51.34529
2021-07-22,54.70852
2021-07-23,44.84304
2021-07-24,30.49327
2021-07-25,28.92376
2021-07-26,56.95067
2021-07-27,57.62331
2021-07-28,63.67713
2021-07-29,60.3139
2021-07-30,50.44843
2021-07-31,32.73542
2021-08-01,27.80269
2021-08-02,60.98654
2021-08-03,62.78026
2021-08-04,58.74439
2021-08-05,47.98206
2021-08-06,59.64125
2021-08-07,28.69955
2021-08-08,29.59641
2021-08-09,60.98654
2021-08-10,59.64125
2021-08-11,58.29596
2021-08-12,59.19282
2021-08-13,60.53811
2021-08-14,31.39013
2021-08-15,28.0269
2021-08-16,50.22421
2021-08-17,65.47085
2021-08-18,54.26008
2021-08-19,58.52017
2021-08-20,52.69058
2021-08-21,31.61434
2021-08-22,28.0269
2021-08-23,59.64125
2021-08-24,59.41704
2021-08-25,54.70852
2021-08-26,55.82959
2021-08-27,47.98206
2021-08-28,29.59641
2021-08-29,26.45739
2021-08-30,58.52017
2021-08-31,56.95067
2021-09-01,47.53363
2021-09-02,57.84753
2021-09-03,48.43049
2021-09-04,23.76681
2021-09-05,26.90582
2021-09-06,52.69058
2021-09-07,60.53811
2021-09-08,55.15695
2021-09-09,54.93273
2021-09-10,49.55156
2021-09-11,32.06278
2021-09-12,31.83856
2021-09-13,58.52017
2021-09-14,57.84753
2021-09-15,59.41704
2021-09-16,60.08968
2021-09-17,44.61883
2021-09-18,25.56053
2021-09-19,23.99103
2021-09-20,30.04484
2021-09-21,21.74887
2021-09-22,23.5426
2021-09-23,56.27802
2021-09-24,53.58744
2021-09-25,31.16591
2021-09-26,34.08071
2021-09-27,65.02242
2021-09-28,56.72645
2021-09-29,52.46636
2021-09-30,63.22869
2021-10-01,43.72197
2021-10-02,26.23318
2021-10-03,19.95515
2021-10-04,38.56502
2021-10-05,54.26008
2021-10-06,53.13901
2021-10-07,59.64125
2021-10-08,52.01793
2021-10-09,32.51121
2021-10-10,27.80269
2021-10-11,45.73991
2021-10-12,48.20627
2021-10-13,61.8834
2021-10-14,63.67713
2021-10-15,55.82959
2021-10-16,34.30493
2021-10-17,26.00896
2021-10-18,72.1973
2021-10-19,64.7982
2021-10-20,53.81165
2021-10-21,44.84304
2021-10-22,42.15246
2021-10-23,26.23318
2021-10-24,28.92376
2021-10-25,61.21076
2021-10-26,65.69506
2021-10-27,56.72645
2021-10-28,56.72645
2021-10-29,54.26008
2021-10-30,31.61434
2021-10-31,26.68161
2021-11-01,50.67264
2021-11-02,45.73991
2021-11-03,47.98206
2021-11-04,50.22421
2021-11-05,44.84304
2021-11-06,37.21973
2021-11-07,32.73542
2021-11-08,55.38116
2021-11-09,44.84304
2021-11-10,56.95067
2021-11-11,51.5695
2021-11-12,48.43049
2021-11-13,28.69955
2021-11-14,25.56053
2021-11-15,57.84753
2021-11-16,49.32735
2021-11-17,52.91479
2021-11-18,37.66816
2021-11-19,48.20627
2021-11-20,32.95964
2021-11-21,31.83856
2021-11-22,55.60538
2021-11-23,47.0852
2021-11-24,55.38116
2021-11-25,55.15695
2021-11-26,48.20627
2021-11-27,31.61434
2021-11-28,27.35426
2021-11-29,56.50224
2021-11-30,56.72645
2021-12-01,64.7982
2021-12-02,46.63677
2021-12-03,47.0852
2021-12-04,28.0269
2021-12-05,28.47533
2021-12-06,63.90134
2021-12-07,50.44843
2021-12-08,43.49775
2021-12-09,50.67264
2021-12-10,48.43049
2021-12-11,25.56053
2021-12-12,27.35426
2021-12-13,66.14349
2021-12-14,57.17488
2021-12-15,54.03587
2021-12-16,67.26457
2021-12-17,50.0
2021-12-18,25.1121
2021-12-19,23.76681
2021-12-20,65.47085
2021-12-21,64.34977
2021-12-22,52.46636
2021-12-23,66.59192
2021-12-24,46.86098
2021-12-25,25.78475
2021-12-26,30.49327
2021-12-27,67.26457
2021-12-28,50.89686
2021-12-29,58.74439
2021-12-30,47.75784
2021-12-31,50.89686
2022-01-01,19.73094
2022-01-02,28.69955
2022-01-03,50.67264
2022-01-04,42.60089
2022-01-05,48.87892
2022-01-06,47.53363
2022-01-07,52.01793
2022-01-08,29.59641
2022-01-09,31.61434
2022-01-10,64.34977
2022-01-11,74.43946
2022-01-12,58.9686
2022-01-13,66.14349
2022-01-14,57.17488
2022-01-15,36.54708
2022-01-16,31.83856
2022-01-17,56.05381
2022-01-18,52.69058
2022-01-19,54.26008
2022-01-20,55.15695
2022-01-21,49.32735
2022-01-22,34.52914
2022-01-23,33.18385
2022-01-24,65.24663
2022-01-25,65.24663
2022-01-26,51.5695
2022-01-27,49.77578
2022-01-28,48.87892
2022-01-29,40.58295
2022-01-30,22.42152
2022-01-31,15.69506
2022-02-01,22.64573
2022-02-02,27.35426
2022-02-03,52.91479
2022-02-04,46.63677
2022-02-05,43.27354
2022-02-06,28.47533
2022-02-07,67.48878
2022-02-08,54.93273
2022-02-09,58.9686
2022-02-10,52.46636
2022-02-11,51.34529
2022-02-12,32.28699
2022-02-13,29.14798
2022-02-14,69.95515
2022-02-15,73.09417
2022-02-16,52.01793
2022-02-17,57.3991
2022-02-18,48.43049
2022-02-19,32.95964
2022-02-20,23.99103
2022-02-21,68.16143
2022-02-22,71.07623
2022-02-23,51.79372
2022-02-24,56.72645
2022-02-25,58.9686
2022-02-26,35.20179
2022-02-27,31.39013
2022-02-28,72.1973
2022-03-01,41.2556
2022-03-02,46.41255
2022-03-03,46.41255
2022-03-04,49.77578
2022-03-05,23.31838
2022-03-06,26.68161
2022-03-07,58.52017
2022-03-08,57.84753
2022-03-09,30.04484
2022-03-10,49.77578
2022-03-11,47.30941
2022-03-12,27.57847
2022-03-13,25.56053
2022-03-14,67.26457
2022-03-15,57.17488
2022-03-16,54.03587
2022-03-17,59.19282
2022-03-18,43.72197
2022-03-19,28.92376
2022-03-20,31.83856
2022-03-21,59.41704
2022-03-22,52.24215
2022-03-23,42.60089
2022-03-24,45.29147
2022-03-25,50.22421
2022-03-26,30.9417
2022-03-27,28.0269
2022-03-28,53.36322
2022-03-29,44.84304
2022-03-30,44.61883
2022-03-31,64.12556
2022-04-01,50.22421
2022-04-02,27.13004
2022-04-03,23.76681
2022-04-04,52.24215
2022-04-05,48.43049
2022-04-06,42.60089
2022-04-07,43.04932
2022-04-08,50.44843
2022-04-09,31.61434
2022-04-10,24.88789
2022-04-11,50.44843
2022-04-12,60.76233
2022-04-13,59.41704
2022-04-14,52.91479
2022-04-15,51.79372
2022-04-16,34.97757
2022-04-17,22.42152
2022-04-18,63.45291
2022-04-19,59.19282
2022-04-20,54.4843
2022-04-21,48.20627
2022-04-22,50.22421
2022-04-23,37.21973
2022-04-24,33.63228
2022-04-25,53.81165
2022-04-26,60.08968
2022-04-27,58.07174
2022-04-28,50.67264
2022-04-29,51.79372
2022-04-30,19.28251
2022-05-01,19.50672
2022-05-02,56.50224
2022-05-03,40.35874
2022-05-04,50.67264
2022-05-05,27.13004
2022-05-06,44.84304
2022-05-07,21.52466
2022-05-08,29.59641
2022-05-09,64.12556
2022-05-10,55.38116
2022-05-11,50.0
2022-05-12,51.79372
2022-05-13,54.03587
2022-05-14,30.26905
2022-05-15,28.0269
2022-05-16,53.13901
2022-05-17,57.84753
2022-05-18,45.29147
2022-05-19,43.49775
2022-05-20,46.63677
2022-05-21,24.21524
2022-05-22,26.68161
2022-05-23,54.26008
2022-05-24,57.84753
2022-05-25,56.27802
2022-05-26,49.10313
2022-05-27,50.0
2022-05-28,29.59641
2022-05-29,24.88789
2022-05-30,59.19282
2022-05-31,51.5695
2022-06-01,25.78475
2022-06-02,43.94618
2022-06-03,45.73991
2022-06-04,18.16143
2022-06-05,28.69955
2022-06-06,36.7713
2022-06-07,54.26008
2022-06-08,54.03587
2022-06-09,48.6547
2022-06-10,40.13452
2022-06-11,28.0269
2022-06-12,28.47533
2022-06-13,61.43497
2022-06-14,49.77578
2022-06-15,64.34977
2022-06-16,51.12107
2022-06-17,47.0852
2022-06-18,36.7713
2022-06-19,36.7713
2022-06-20,55.38116
2022-06-21,50.44843
2022-06-22,47.53363
2022-06-23,52.69058
2022-06-24,49.77578
2022-06-25,25.1121
2022-06-26,32.28699
2022-06-27,60.98654
2022-06-28,57.62331
2022-06-29,54.03587
2022-06-30,45.51569
2022-07-01,50.67264
2022-07-02,31.83856
2022-07-03,24.43946
2022-07-04,50.22421
2022-07-05,47.53363
2022-07-06,56.05381
2022-07-07,48.87892
2022-07-08,45.96412
2022-07-09,34.97757
2022-07-10,26.68161
2022-07-11,56.95067
2022-07-12,53.13901
2022-07-13,52.69058
2022-07-14,56.95067
2022-07-15,48.87892
2022-07-16,31.16591
2022-07-17,29.82062
2022-07-18,52.46636
2022-07-19,51.5695
2022-07-20,52.69058
2022-07-21,51.5695
2022-07-22,45.06726
2022-07-23,33.18385
2022-07-24,35.20179
2022-07-25,66.36771
2022-07-26,57.84753
2022-07-27,54.4843
2022-07-28,64.7982
2022-07-29,53.81165
2022-07-30,27.57847
2022-07-31,25.78475
2022-08-01,45.96412
2022-08-02,45.73991
2022-08-03,41.47982
2022-08-04,47.75784
2022-08-05,37.89237
2022-08-06,24.43946
2022-08-07,23.76681
2022-08-08,51.34529
2022-08-09,31.61434
2022-08-10,55.38116
2022-08-11,47.53363
2022-08-12,47.0852
2022-08-13,23.76681
2022-08-14,28.69955
2022-08-15,30.26905
2022-08-16,59.64125
2022-08-17,57.84753
2022-08-18,64.34977
2022-08-19,51.79372
2022-08-20,28.0269
2022-08-21,28.0269
2022-08-22,56.72645
2022-08-23,46.63677
2022-08-24,55.60538
2022-08-25,56.72645
2022-08-26,49.55156
2022-08-27,25.56053
2022-08-28,23.5426
2022-08-29,65.91928
2022-08-30,54.03587
2022-08-31,54.70852
2022-09-01,49.10313
2022-09-02,36.32286
2022-09-03,28.92376
2022-09-04,29.14798
2022-09-05,43.04932
2022-09-06,43.94618
2022-09-07,43.72197
2022-09-08,39.68609
2022-09-09,31.16591
2022-09-10,16.14349
2022-09-11,24.43946
2022-09-12,30.49327
2022-09-13,53.81165
2022-09-14,48.20627
2022-09-15,59.64125
2022-09-16,41.2556
2022-09-17,25.78475
2022-09-18,27.13004
2022-09-19,56.05381
2022-09-20,58.29596
2022-09-21,61.43497
2022-09-22,60.53811
2022-09-23,56.05381
2022-09-24,30.04484
2022-09-25,33.18385
2022-09-26,68.16143
2022-09-27,64.7982
2022-09-28,60.76233
2022-09-29,59.64125
2022-09-30,54.93273
2022-10-01,33.8565
2022-10-02,30.04484
2022-10-03,36.54708
2022-10-04,58.74439
2022-10-05,47.98206
2022-10-06,47.0852
2022-10-07,49.55156
2022-10-08,35.65022
2022-10-09,28.0269
2022-10-10,36.99551
2022-10-11,63.90134
2022-10-12,59.86547
2022-10-13,55.60538
2022-10-14,55.38116
2022-10-15,38.3408
2022-10-16,26.90582
2022-10-17,54.70852
2022-10-18,60.08968
2022-10-19,68.60986
2022-10-20,53.58744
2022-10-21,47.98206
2022-10-22,25.56053
2022-10-23,17.93721
2022-10-24,64.7982
2022-10-25,62.33183
2022-10-26,51.12107
2022-10-27,48.87892
2022-10-28,50.67264
2022-10-29,30.04484
2022-10-30,32.06278
2022-10-31,55.82959
2022-11-01,50.89686
2022-11-02,47.75784
2022-11-03,46.18834
2022-11-04,49.32735
2022-11-05,29.82062
2022-11-06,26.23318
2022-11-07,57.3991
2022-11-08,51.12107
2022-11-09,49.77578
2022-11-10,48.87892
2022-11-11,55.15695
2022-11-12,28.0269
2022-11-13,28.92376
2022-11-14,60.3139
2022-11-15,56.72645
2022-11-16,45.96412
2022-11-17,52.01793
2022-11-18,46.18834
2022-11-19,32.28699
2022-11-20,34.30493
2022-11-21,69.73094
2022-11-22,61.8834
2022-11-23,58.07174
2022-11-24,58.74439
2022-11-25,43.94618
2022-11-26,29.37219
2022-11-27,23.99103
2022-11-28,52.01793
2022-11-29,53.81165
2022-11-30,50.67264
2022-12-01,46.41255
2022-12-02,49.77578
2022-12-03,29.82062
2022-12-04,26.90582
2022-12-05,52.69058
2022-12-06,47.98206
2022-12-07,55.15695
2022-12-08,50.67264
2022-12-09,46.63677
2022-12-10,28.47533
2022-12-11,22.64573
2022-12-12,59.64125
2022-12-13,47.30941
2022-12-14,59.64125
2022-12-15,69.95515
2022-12-16,57.3991
2022-12-17,25.1121
2022-12-18,28.69955
2022-12-19,60.76233
2022-12-20,58.07174
2022-12-21,46.41255
2022-12-22,45.29147
2022-12-23,44.61883
2022-12-24,30.9417
2022-12-25,32.95964
2022-12-26,68.60986
2022-12-27,48.43049
2022-12-28,54.26008
2022-12-29,46.18834
2022-12-30,56.05381
2022-12-31,33.8565
2023-01-01,21.97309
2023-01-02,57.3991
2023-01-03,53.36322
2023-01-04,52.46636
2023-01-05,49.10313
2023-01-06,43.72197
2023-01-07,33.18385
2023-01-08,28.0269
2023-01-09,52.91479
2023-01-10,50.67264
2023-01-11,54.4843
2023-01-12,51.5695
2023-01-13,40.35874
2023-01-14,38.78923
2023-01-15,31.39013
2023-01-16,58.74439
2023-01-17,57.3991
2023-01-18,52.91479
2023-01-19,48.20627
2023-01-20,52.46636
2023-01-21,39.01345
2023-01-22,26.90582
2023-01-23,27.80269
2023-01-24,33.18385
2023-01-25,57.84753
2023-01-26,62.55605
2023-01-27,53.58744
2023-01-28,30.49327
2023-01-29,28.92376
2023-01-30,54.26008
2023-01-31,61.21076
2023-02-01,44.84304
2023-02-02,50.44843
2023-02-03,41.03139
2023-02-04,31.16591
2023-02-05,26.45739
2023-02-06,60.08968
2023-02-07,58.07174
2023-02-08,53.81165
2023-02-09,42.82511
2023-02-10,52.91479
2023-02-11,32.95964
2023-02-12,37.89237
2023-02-13,54.4843
2023-02-14,54.4843
2023-02-15,59.64125
2023-02-16,57.62331
2023-02-17,51.5695
2023-02-18,32.28699
2023-02-19,35.87443
2023-02-20,69.05829
2023-02-21,60.3139
2023-02-22,52.69058
2023-02-23,49.32735
2023-02-24,54.03587
2023-02-25,34.97757
2023-02-26,32.95964
2023-02-27,51.34529
2023-02-28,51.34529
2023-03-01,29.59641
2023-03-02,56.05381
2023-03-03,53.13901
2023-03-04,28.0269
2023-03-05,31.61434
2023-03-06,58.74439
2023-03-07,47.75784
2023-03-08,49.77578
2023-03-09,56.27802
2023-03-10,49.55156
2023-03-11,27.35426
2023-03-12,28.69955
2023-03-13,71.52466
2023-03-14,62.55605
2023-03-15,65.02242
2023-03-16,62.33183
2023-03-17,53.81165
2023-03-18,31.61434
2023-03-19,31.39013
2023-03-20,59.41704
2023-03-21,49.32735
2023-03-22,53.13901
2023-03-23,66.36771
2023-03-24,58.29596
2023-03-25,34.97757
2023-03-26,27.35426
2023-03-27,75.33632
2023-03-28,70.40358
2023-03-29,60.76233
2023-03-30,63.45291
2023-03-31,50.89686
2023-04-01,36.09865
2023-04-02,22.86995
2023-04-03,50.0
2023-04-04,49.10313
2023-04-05,57.17488
2023-04-06,50.89686
2023-04-07,40.80717
2023-04-08,26.00896
2023-04-09,26.90582
2023-04-10,59.19282
2023-04-11,58.07174
2023-04-12,51.79372
2023-04-13,47.30941
2023-04-14,48.87892
2023-04-15,28.0269
2023-04-16,26.45739
2023-04-17,71.07623
2023-04-18,60.53811
2023-04-19,55.82959
2023-04-20,56.95067
2023-04-21,55.60538
2023-04-22,33.63228
2023-04-23,30.71748
2023-04-24,62.10762
2023-04-25,52.01793
2023-04-26,72.42152
2023-04-27,56.72645
2023-04-28,54.93273
2023-04-29,46.41255
2023-04-30,25.33632
2023-05-01,40.80717
2023-05-02,58.52017
2023-05-03,50.44843
2023-05-04,45.29147
2023-05-05,25.1121
2023-05-06,26.45739
2023-05-07,29.82062
2023-05-08,60.98654
2023-05-09,52.46636
2023-05-10,48.87892
2023-05-11,47.98206
2023-05-12,46.63677
2023-05-13,30.26905
2023-05-14,36.09865
2023-05-15,64.7982
2023-05-16,56.05381
2023-05-17,60.53811
2023-05-18,62.55605
2023-05-19,52.24215
2023-05-20,31.61434
2023-05-21,31.61434
2023-05-22,63.90134
2023-05-23,70.6278
2023-05-24,67.713
2023-05-25,55.60538
2023-05-26,51.34529
2023-05-27,29.14798
2023-05-28,19.73094
2023-05-29,36.32286
