date,미국배당ETF
2023-05-31,30.1282
2023-06-01,34.93589
2023-06-02,31.41025
2023-06-03,25.32051
2023-06-04,18.26923
2023-06-05,31.41025
2023-06-06,28.52564
2023-06-07,26.60256
2023-06-08,27.24358
2023-06-09,35.57692
2023-06-10,19.55128
2023-06-11,17.6282
2023-06-12,27.5641
2023-06-13,39.10256
2023-06-14,38.46153
2023-06-15,29.80769
2023-06-16,31.08974
2023-06-17,23.71794
2023-06-18,18.91025
2023-06-19,22.43589
2023-06-20,27.24358
2023-06-21,37.17948
2023-06-22,36.85897
2023-06-23,39.74358
2023-06-24,21.79487
2023-06-25,21.15384
2023-06-26,35.25641
2023-06-27,35.57692
2023-06-28,42.94871
2023-06-29,39.74358
2023-06-30,43.91025
2023-07-01,32.37179
2023-07-02,30.1282
2023-07-03,40.0641
2023-07-04,43.26923
2023-07-05,40.70512
2023-07-06,33.97435
2023-07-07,30.44871
2023-07-08,20.1923
2023-07-09,19.55128
2023-07-10,37.17948
2023-07-11,41.34615
2023-07-12,40.0641
2023-07-13,47.43589
2023-07-14,43.26923
2023-07-15,19.87179
2023-07-16,30.1282
2023-07-17,41.34615
2023-07-18,48.39743
2023-07-19,48.71794
2023-07-20,45.1923
2023-07-21,52.5641
2023-07-22,26.92307
2023-07-23,29.80769
2023-07-24,37.17948
2023-07-25,39.74358
2023-07-26,40.38461
2023-07-27,41.66666
2023-07-28,36.85897
2023-07-29,25.0
2023-07-30,27.88461
2023-07-31,37.82051
2023-08-01,43.26923
2023-08-02,55.44871
2023-08-03,42.30769
2023-08-04,43.91025
2023-08-05,22.75641
2023-08-06,24.67948
2023-08-07,33.01282
2023-08-08,39.10256
2023-08-09,44.87179
2023-08-10,36.53846
2023-08-11,27.88461
2023-08-12,20.1923
2023-08-13,29.48717
2023-08-14,56.08974
2023-08-15,27.5641
2023-08-16,47.43589
2023-08-17,45.51282
2023-08-18,36.21794
2023-08-19,31.73076
2023-08-20,22.75641
2023-08-21,37.17948
2023-08-22,36.85897
2023-08-23,37.5
2023-08-24,39.42307
2023-08-25,27.24358
2023-08-26,25.96153
2023-08-27,21.47435
2023-08-28,67.6282
2023-08-29,56.08974
2023-08-30,46.15384
2023-08-31,45.83333
2023-09-01,49.03846
2023-09-02,24.03846
2023-09-03,24.35897
2023-09-04,32.6923
2023-09-05,63.14102
2023-09-06,69.55128
2023-09-07,50.96153
2023-09-08,30.44871
2023-09-09,28.52564
2023-09-10,25.32051
2023-09-11,36.53846
2023-09-12,40.38461
2023-09-13,27.88461
2023-09-14,33.01282
2023-09-15,46.47435
2023-09-16,18.91025
2023-09-17,19.87179
2023-09-18,28.20512
2023-09-19,39.10256
2023-09-20,45.51282
2023-09-21,26.60256
2023-09-22,28.84615
2023-09-23,21.15384
2023-09-24,20.51282
2023-09-25,33.65384
2023-09-26,35.57692
2023-09-27,25.96153
2023-09-28,17.6282
2023-09-29,13.14102
2023-09-30,13.46153
2023-10-01,17.30769
2023-10-02,24.03846
2023-10-03,29.48717
2023-10-04,31.08974
2023-10-05,38.14102
2023-10-06,32.6923
2023-10-07,14.74358
2023-10-08,9.93589
2023-10-09,16.98717
2023-10-10,22.11538
2023-10-11,29.16666
2023-10-12,32.05128
2023-10-13,24.67948
2023-10-14,14.74358
2023-10-15,15.38461
2023-10-16,22.43589
2023-10-17,30.76923
2023-10-18,27.5641
2023-10-19,20.83333
2023-10-20,25.64102
2023-10-21,13.78205
2023-10-22,14.42307
2023-10-23,20.1923
2023-10-24,24.35897
2023-10-25,24.67948
2023-10-26,20.51282
2023-10-27,23.71794
2023-10-28,18.58974
2023-10-29,16.34615
2023-10-30,29.16666
2023-10-31,25.32051
2023-11-01,21.79487
2023-11-02,33.01282
2023-11-03,35.89743
2023-11-04,25.96153
2023-11-05,19.55128
2023-11-06,35.25641
2023-11-07,32.6923
2023-11-08,26.92307
2023-11-09,25.0
2023-11-10,23.39743
2023-11-11,17.30769
2023-11-12,20.83333
2023-11-13,29.48717
2023-11-14,33.01282
2023-11-15,48.71794
2023-11-16,33.33333
2023-11-17,52.88461
2023-11-18,27.5641
2023-11-19,33.33333
2023-11-20,38.78205
2023-11-21,50.64102
2023-11-22,41.98717
2023-11-23,35.89743
2023-11-24,31.73076
2023-11-25,22.75641
2023-11-26,26.92307
2023-11-27,40.70512
2023-11-28,39.10256
2023-11-29,38.14102
2023-11-30,50.96153
2023-12-01,36.53846
2023-12-02,29.80769
2023-12-03,28.84615
2023-12-04,46.15384
2023-12-05,48.71794
2023-12-06,59.61538
2023-12-07,56.73076
2023-12-08,48.39743
2023-12-09,34.93589
2023-12-10,35.89743
2023-12-11,52.88461
2023-12-12,67.30769
2023-12-13,53.84615
2023-12-14,53.52564
2023-12-15,58.97435
2023-12-16,36.53846
2023-12-17,42.30769
2023-12-18,50.96153
2023-12-19,80.44871
2023-12-20,76.60256
2023-12-21,70.83333
2023-12-22,62.5
2023-12-23,49.35897
2023-12-24,41.34615
2023-12-25,53.20512
2023-12-26,77.24358
2023-12-27,76.60256
2023-12-28,70.1923
2023-12-29,58.65384
2023-12-30,45.51282
2023-12-31,38.14102
2024-01-01,46.47435
2024-01-02,80.76923
2024-01-03,69.87179
2024-01-04,65.0641
2024-01-05,58.97435
2024-01-06,38.14102
2024-01-07,44.23076
2024-01-08,63.46153
2024-01-09,69.55128
2024-01-10,76.60256
2024-01-11,71.79487
2024-01-12,61.53846
2024-01-13,46.15384
2024-01-14,42.30769
2024-01-15,54.80769
2024-01-16,53.20512
2024-01-17,60.89743
2024-01-18,69.23076
2024-01-19,64.74358
2024-01-20,46.15384
2024-01-21,49.67948
2024-01-22,58.97435
2024-01-23,70.83333
2024-01-24,75.96153
2024-01-25,76.28205
2024-01-26,75.32051
2024-01-27,58.33333
2024-01-28,55.44871
2024-01-29,71.47435
2024-01-30,75.32051
2024-01-31,77.24358
2024-02-01,75.96153
2024-02-02,81.73076
2024-02-03,52.24358
2024-02-04,52.88461
2024-02-05,81.41025
2024-02-06,85.89743
2024-02-07,70.1923
2024-02-08,74.67948
2024-02-09,58.65384
2024-02-10,50.0
2024-02-11,53.84615
2024-02-12,69.23076
2024-02-13,100.0
2024-02-14,77.5641
2024-02-15,89.42307
2024-02-16,73.39743
2024-02-17,51.28205
2024-02-18,49.35897
2024-02-19,66.98717
2024-02-20,71.79487
2024-02-21,80.1282
2024-02-22,83.33333
2024-02-23,91.02564
2024-02-24,60.57692
2024-02-25,72.11538
2024-02-26,92.30769
2024-02-27,81.41025
2024-02-28,81.41025
2024-02-29,71.15384
2024-03-01,69.23076
2024-03-02,62.82051
2024-03-03,46.47435
2024-03-04,82.6923
2024-03-05,86.85897
2024-03-06,90.38461
2024-03-07,82.37179
2024-03-08,82.05128
2024-03-09,50.0
2024-03-10,56.41025
2024-03-11,90.70512
2024-03-12,74.67948
2024-03-13,80.1282
2024-03-14,74.67948
2024-03-15,73.71794
2024-03-16,48.71794
2024-03-17,52.24358
2024-03-18,78.20512
2024-03-19,73.71794
2024-03-20,75.0
