date,해외지수
2020-03-20,84.25275
2020-03-21,46.53961
2020-03-22,12.1364
2020-03-23,64.19257
2020-03-24,100.0
2020-03-25,83.65095
2020-03-26,94.68405
2020-03-27,68.60581
2020-03-28,37.81344
2020-03-29,9.92978
2020-03-30,34.1023
2020-03-31,55.26579
2020-04-01,62.98896
2020-04-02,61.98595
2020-04-03,50.15045
2020-04-04,22.9689
2020-04-05,6.92076
2020-04-06,26.27883
2020-04-07,48.14443
2020-04-08,51.05315
2020-04-09,52.45737
2020-04-10,38.81644
2020-04-11,15.74724
2020-04-12,8.42527
2020-04-13,26.47943
2020-04-14,38.51554
2020-04-15,30.49147
2020-04-16,37.21163
2020-04-17,33.7011
2020-04-18,17.95386
2020-04-19,7.92377
2020-04-20,19.65897
2020-04-21,40.52156
2020-04-22,44.5336
2020-04-23,37.11133
2020-04-24,30.99297
2020-04-25,18.25476
2020-04-26,5.01504
2020-04-27,16.64994
2020-04-28,29.38816
2020-04-29,23.57071
2020-04-30,20.26078
2020-05-01,18.95687
2020-05-02,14.84453
2020-05-03,7.42226
2020-05-04,14.64393
2020-05-05,28.78635
2020-05-06,26.88064
2020-05-07,26.78034
2020-05-08,22.06619
2020-05-09,15.74724
2020-05-10,4.81444
2020-05-11,14.14242
2020-05-12,24.77432
2020-05-13,26.57973
2020-05-14,30.39117
2020-05-15,22.8686
2020-05-16,15.04513
2020-05-17,4.81444
2020-05-18,13.13941
2020-05-19,28.98696
2020-05-20,26.98094
2020-05-21,26.17853
2020-05-22,23.97191
2020-05-23,14.74423
2020-05-24,6.11835
2020-05-25,12.83851
2020-05-26,23.87161
2020-05-27,25.47642
2020-05-28,27.58274
2020-05-29,22.8686
2020-05-30,15.24573
2020-05-31,4.01203
2020-06-01,11.4343
2020-06-02,24.57372
2020-06-03,23.87161
2020-06-04,24.07221
2020-06-05,26.57973
2020-06-06,16.24874
2020-06-07,4.01203
2020-06-08,15.74724
2020-06-09,28.68605
2020-06-10,24.77432
2020-06-11,32.69809
2020-06-12,39.91975
2020-06-13,19.45837
2020-06-14,6.82046
2020-06-15,26.68004
2020-06-16,43.73119
2020-06-17,34.90471
2020-06-18,27.48244
2020-06-19,23.1695
2020-06-20,13.74122
2020-06-21,5.01504
2020-06-22,13.13941
2020-06-23,22.668
2020-06-24,26.57973
2020-06-25,34.4032
2020-06-26,30.59177
2020-06-27,20.46138
2020-06-28,5.51654
2020-06-29,18.35506
2020-06-30,34.50351
2020-07-01,32.39719
2020-07-02,28.78635
2020-07-03,22.668
2020-07-04,12.1364
2020-07-05,4.61384
2020-07-06,12.83851
2020-07-07,23.37011
2020-07-08,24.17251
2020-07-09,23.67101
2020-07-10,20.06018
2020-07-11,10.33099
2020-07-12,4.61384
2020-07-13,10.03009
2020-07-14,26.47943
2020-07-15,26.37913
2020-07-16,24.57372
2020-07-17,23.47041
2020-07-18,10.03009
2020-07-19,3.81143
2020-07-20,12.73821
2020-07-21,22.3671
2020-07-22,28.48545
2020-07-23,23.0692
2020-07-24,23.0692
2020-07-25,12.73821
2020-07-26,4.21263
2020-07-27,13.54062
2020-07-28,23.37011
2020-07-29,25.57673
2020-07-30,29.38816
2020-07-31,26.98094
2020-08-01,11.8355
2020-08-02,4.51354
2020-08-03,14.44332
2020-08-04,28.48545
2020-08-05,18.15446
2020-08-06,23.57071
2020-08-07,22.8686
2020-08-08,12.83851
2020-08-09,3.30992
2020-08-10,10.63189
2020-08-11,24.57372
2020-08-12,29.38816
2020-08-13,24.67402
2020-08-14,22.7683
2020-08-15,12.1364
2020-08-16,3.51053
2020-08-17,11.2337
2020-08-18,24.67402
2020-08-19,27.38214
2020-08-20,26.37913
2020-08-21,26.07823
2020-08-22,12.83851
2020-08-23,3.51053
2020-08-24,11.5346
2020-08-25,26.68004
2020-08-26,25.77733
2020-08-27,25.37612
2020-08-28,19.65897
2020-08-29,10.23069
2020-08-30,5.01504
2020-08-31,10.53159
2020-09-01,22.06619
2020-09-02,23.97191
2020-09-03,27.18154
2020-09-04,46.23871
2020-09-05,28.78635
2020-09-06,7.62286
2020-09-07,19.55867
2020-09-08,35.30591
2020-09-09,43.93179
2020-09-10,37.21163
2020-09-11,33.5005
2020-09-12,18.35506
2020-09-13,5.71715
2020-09-14,14.24272
2020-09-15,25.37612
2020-09-16,30.09027
2020-09-17,31.49448
2020-09-18,30.39117
2020-09-19,17.25175
2020-09-20,4.31293
2020-09-21,26.27883
2020-09-22,49.74924
2020-09-23,46.23871
2020-09-24,55.8676
2020-09-25,46.23871
2020-09-26,21.96589
2020-09-27,6.11835
2020-09-28,17.75325
2020-09-29,26.57973
2020-09-30,20.46138
2020-10-01,21.16349
2020-10-02,30.19057
2020-10-03,22.06619
2020-10-04,7.42226
2020-10-05,19.35807
2020-10-06,28.28485
2020-10-07,32.39719
2020-10-08,27.78335
2020-10-09,17.25175
2020-10-10,12.23671
2020-10-11,4.71414
2020-10-12,12.53761
2020-10-13,25.77733
2020-10-14,25.17552
2020-10-15,35.00501
2020-10-16,28.58575
2020-10-17,15.04513
2020-10-18,4.81444
2020-10-19,15.24573
2020-10-20,30.69207
2020-10-21,30.19057
2020-10-22,25.17552
2020-10-23,23.2698
2020-10-24,12.43731
2020-10-25,4.21263
2020-10-26,16.24874
2020-10-27,30.19057
2020-10-28,41.72517
2020-10-29,49.44834
2020-10-30,36.10832
2020-10-31,20.16048
2020-11-01,5.71715
2020-11-02,14.74423
2020-11-03,28.08425
2020-11-04,31.59478
2020-11-05,29.78936
2020-11-06,26.98094
2020-11-07,11.2337
2020-11-08,4.61384
2020-11-09,20.26078
2020-11-10,41.92577
2020-11-11,32.89869
2020-11-12,31.19358
2020-11-13,27.28184
2020-11-14,13.13941
