date,SQQQ
2023-05-27,14.57261
2023-05-28,6.31888
2023-05-29,6.14744
2023-05-30,15.33186
2023-05-31,12.34386
2023-06-01,7.4455
2023-06-02,13.49497
2023-06-03,8.40068
2023-06-04,3.79622
2023-06-05,9.60078
2023-06-06,10.45799
2023-06-07,10.09061
2023-06-08,10.36002
2023-06-09,10.82537
2023-06-10,5.80455
2023-06-11,4.35953
2023-06-12,8.74357
2023-06-13,38.69703
2023-06-14,19.86284
2023-06-15,19.47097
2023-06-16,20.98946
2023-06-17,8.00881
2023-06-18,5.82904
2023-06-19,6.63727
2023-06-20,8.69458
2023-06-21,11.85402
2023-06-22,11.97648
2023-06-23,9.25789
2023-06-24,5.24124
2023-06-25,2.81655
2023-06-26,6.78422
2023-06-27,8.89052
2023-06-28,8.74357
2023-06-29,7.27406
2023-06-30,8.59662
2023-07-01,7.10262
2023-07-02,3.67376
2023-07-03,8.40068
2023-07-04,6.75973
2023-07-05,5.85353
2023-07-06,8.84153
2023-07-07,7.42101
2023-07-08,4.82488
2023-07-09,2.86554
2023-07-10,5.09429
2023-07-11,6.49032
2023-07-12,8.13127
2023-07-13,12.8092
2023-07-14,15.35635
2023-07-15,7.95983
2023-07-16,3.82072
2023-07-17,7.81288
2023-07-18,11.19275
2023-07-19,14.49914
2023-07-20,11.68258
2023-07-21,11.46216
2023-07-22,4.94734
2023-07-23,4.35953
2023-07-24,6.63727
2023-07-25,6.88219
2023-07-26,22.87533
2023-07-27,10.75189
2023-07-28,8.86602
2023-07-29,6.61278
2023-07-30,4.1636
2023-07-31,6.58829
2023-08-01,7.88635
2023-08-02,18.24638
2023-08-03,18.58927
2023-08-04,8.08229
2023-08-05,5.48616
2023-08-06,3.99216
2023-08-07,6.93117
2023-08-08,9.62527
2023-08-09,8.98848
2023-08-10,11.0213
2023-08-11,8.40068
2023-08-12,6.63727
2023-08-13,3.33088
2023-08-14,6.83321
2023-08-15,9.18442
2023-08-16,10.92334
2023-08-17,14.18074
2023-08-18,21.28337
2023-08-19,7.1516
2023-08-20,4.67793
2023-08-21,8.20475
2023-08-22,7.39652
2023-08-23,5.80455
2023-08-24,9.33137
2023-08-25,9.35586
2023-08-26,4.11462
2023-08-27,2.27773
2023-08-28,4.70242
2023-08-29,5.09429
2023-08-30,8.74357
2023-08-31,6.98016
2023-09-01,5.41268
2023-09-02,3.08596
2023-09-03,2.52265
2023-09-04,2.98799
2023-09-05,4.89835
2023-09-06,4.84937
2023-09-07,8.22924
2023-09-08,5.51065
2023-09-09,2.71858
2023-09-10,1.54298
2023-09-11,3.5758
2023-09-12,5.58412
2023-09-13,5.92701
2023-09-14,4.09012
2023-09-15,5.38819
2023-09-16,3.82072
2023-09-17,2.57163
2023-09-18,3.64927
2023-09-19,4.35953
2023-09-20,7.12711
2023-09-21,10.16409
2023-09-22,10.28655
2023-09-23,4.97183
2023-09-24,2.00832
2023-09-25,5.38819
2023-09-26,5.92701
2023-09-27,8.27822
2023-09-28,6.19642
2023-09-29,3.67376
2023-09-30,2.89003
2023-10-01,2.35121
2023-10-02,2.84104
2023-10-03,4.43301
2023-10-04,11.43766
2023-10-05,5.9515
2023-10-06,6.02498
2023-10-07,4.38403
2023-10-08,2.93901
2023-10-09,6.31888
2023-10-10,6.66176
2023-10-11,5.31471
2023-10-12,5.58412
2023-10-13,4.48199
2023-10-14,3.15944
2023-10-15,2.3757
2023-10-16,4.09012
2023-10-17,4.53098
2023-10-18,3.91868
2023-10-19,7.05363
2023-10-20,8.0578
2023-10-21,6.75973
2023-10-22,2.79206
2023-10-23,7.34753
2023-10-24,5.48616
2023-10-25,5.21675
2023-10-26,16.55645
2023-10-27,8.54763
2023-10-28,4.06563
2023-10-29,2.6696
2023-10-30,4.7759
2023-10-31,6.14744
2023-11-01,4.99632
2023-11-02,5.82904
2023-11-03,5.16776
2023-11-04,4.97183
2023-11-05,2.25324
2023-11-06,5.33921
2023-11-07,5.29022
2023-11-08,6.61278
2023-11-09,4.70242
2023-11-10,5.21675
2023-11-11,5.58412
2023-11-12,2.30222
2023-11-13,5.19226
2023-11-14,7.7394
2023-11-15,12.61327
2023-11-16,7.24957
2023-11-17,7.05363
2023-11-18,3.77173
2023-11-19,2.05731
2023-11-20,4.57996
2023-11-21,9.74773
2023-11-22,6.95566
2023-11-23,5.31471
2023-11-24,4.11462
2023-11-25,2.57163
2023-11-26,2.10629
2023-11-27,4.11462
2023-11-28,4.84937
2023-11-29,6.19642
2023-11-30,6.5393
2023-12-01,4.53098
2023-12-02,3.33088
2023-12-03,1.7879
2023-12-04,4.82488
2023-12-05,6.17193
2023-12-06,5.63311
2023-12-07,5.48616
2023-12-08,4.72691
2023-12-09,2.89003
2023-12-10,1.71442
2023-12-11,4.65344
2023-12-12,9.62527
2023-12-13,8.27822
2023-12-14,14.3032
2023-12-15,8.20475
2023-12-16,6.68626
2023-12-17,4.67793
2023-12-18,6.83321
2023-12-19,10.67842
2023-12-20,18.46681
2023-12-21,11.41317
2023-12-22,7.02914
2023-12-23,3.64927
2023-12-24,1.7879
2023-12-25,2.35121
2023-12-26,6.04947
2023-12-27,9.15993
2023-12-28,9.2334
2023-12-29,7.12711
2023-12-30,5.63311
2023-12-31,3.15944
2024-01-01,2.86554
2024-01-02,7.27406
2024-01-03,14.0093
2024-01-04,10.84986
2024-01-05,8.62111
2024-01-06,3.30639
2024-01-07,2.64511
2024-01-08,5.73108
2024-01-09,6.41685
2024-01-10,5.87803
2024-01-11,7.22507
2024-01-12,5.53514
2024-01-13,2.42468
2024-01-14,2.54714
2024-01-15,3.30639
2024-01-16,5.63311
2024-01-17,7.22507
2024-01-18,6.31888
2024-01-19,8.10678
2024-01-20,8.15576
2024-01-21,3.62478
2024-01-22,9.18442
2024-01-23,7.17609
2024-01-24,10.48248
2024-01-25,11.07029
2024-01-26,9.5518
2024-01-27,4.43301
2024-01-28,3.13494
2024-01-29,4.82488
2024-01-30,8.0578
2024-01-31,8.91501
2024-02-01,9.15993
2024-02-02,6.98016
2024-02-03,5.78006
2024-02-04,6.31888
2024-02-05,5.82904
2024-02-06,7.1516
2024-02-07,5.43717
2024-02-08,8.32721
2024-02-09,7.34753
2024-02-10,7.95983
2024-02-11,5.31471
2024-02-12,6.88219
2024-02-13,13.44599
2024-02-14,10.36002
2024-02-15,7.54347
2024-02-16,7.66593
2024-02-17,5.43717
2024-02-18,3.01249
2024-02-19,5.60862
2024-02-20,7.59245
2024-02-21,10.38452
2024-02-22,9.01298
2024-02-23,12.24589
2024-02-24,5.78006
2024-02-25,2.91452
2024-02-26,5.70658
2024-02-27,7.02914
2024-02-28,7.29855
2024-02-29,7.39652
2024-03-01,6.71075
2024-03-02,8.67009
2024-03-03,5.41268
2024-03-04,8.86602
2024-03-05,11.24173
2024-03-06,10.75189
2024-03-07,8.15576
2024-03-08,12.90717
2024-03-09,6.5638
2024-03-10,3.91868
2024-03-11,8.0578
2024-03-12,8.13127
2024-03-13,8.6456
2024-03-14,6.71075
2024-03-15,6.88219
2024-03-16,5.3637
2024-03-17,3.2574
2024-03-18,6.12294
2024-03-19,8.57212
2024-03-20,8.47416
