date,저축성보험
2023-05-30,13.84136
2023-05-31,28.9269
2023-06-01,16.01866
2023-06-02,13.99688
2023-06-03,20.68429
2023-06-04,9.02021
2023-06-05,13.21928
2023-06-06,11.66407
2023-06-07,11.97511
2023-06-08,12.44167
2023-06-09,15.08553
2023-06-10,5.75427
2023-06-11,6.37636
2023-06-12,11.97511
2023-06-13,17.57387
2023-06-14,15.39657
2023-06-15,16.79626
2023-06-16,11.97511
2023-06-17,5.90979
2023-06-18,6.06531
2023-06-19,11.04199
2023-06-20,13.53032
2023-06-21,14.46345
2023-06-22,15.39657
2023-06-23,10.4199
2023-06-24,5.90979
2023-06-25,6.99844
2023-06-26,15.70762
2023-06-27,15.70762
2023-06-28,13.06376
2023-06-29,15.39657
2023-06-30,13.21928
2023-07-01,6.37636
2023-07-02,6.84292
2023-07-03,11.04199
2023-07-04,17.1073
2023-07-05,12.75272
2023-07-06,16.17418
2023-07-07,10.88646
2023-07-08,4.19906
2023-07-09,6.84292
2023-07-10,12.90824
2023-07-11,10.26438
2023-07-12,15.24105
2023-07-13,13.06376
2023-07-14,13.3748
2023-07-15,4.19906
2023-07-16,5.90979
2023-07-17,11.19751
2023-07-18,12.5972
2023-07-19,11.81959
2023-07-20,11.04199
2023-07-21,14.77449
2023-07-22,4.35458
2023-07-23,8.86469
2023-07-24,16.48522
2023-07-25,13.99688
2023-07-26,11.66407
2023-07-27,14.77449
2023-07-28,11.50855
2023-07-29,4.82115
2023-07-30,6.6874
2023-07-31,12.90824
2023-08-01,15.08553
2023-08-02,13.06376
2023-08-03,12.28615
2023-08-04,13.21928
2023-08-05,8.08709
2023-08-06,6.37636
2023-08-07,12.90824
2023-08-08,15.39657
2023-08-09,12.44167
2023-08-10,14.61897
2023-08-11,13.99688
2023-08-12,11.04199
2023-08-13,7.15396
2023-08-14,12.28615
2023-08-15,7.62052
2023-08-16,17.57387
2023-08-17,16.17418
2023-08-18,14.15241
2023-08-19,9.6423
2023-08-20,8.24261
2023-08-21,17.41835
2023-08-22,19.75116
2023-08-23,17.72939
2023-08-24,18.04043
2023-08-25,15.70762
2023-08-26,8.86469
2023-08-27,7.15396
2023-08-28,18.50699
2023-08-29,17.41835
2023-08-30,25.1944
2023-08-31,22.08398
2023-09-01,12.28615
2023-09-02,8.70917
2023-09-03,5.90979
2023-09-04,15.86314
2023-09-05,16.01866
2023-09-06,14.93001
2023-09-07,15.39657
2023-09-08,10.26438
2023-09-09,5.28771
2023-09-10,32.03732
2023-09-11,13.84136
2023-09-12,14.61897
2023-09-13,14.46345
2023-09-14,12.44167
2023-09-15,12.75272
2023-09-16,6.6874
2023-09-17,8.39813
2023-09-18,12.13063
2023-09-19,15.08553
2023-09-20,13.84136
2023-09-21,13.3748
2023-09-22,11.19751
2023-09-23,6.22083
2023-09-24,7.15396
2023-09-25,12.44167
2023-09-26,13.21928
2023-09-27,9.02021
2023-09-28,4.82115
2023-09-29,3.7325
2023-09-30,4.19906
2023-10-01,6.22083
2023-10-02,6.99844
2023-10-03,8.39813
2023-10-04,12.90824
2023-10-05,13.21928
2023-10-06,11.66407
2023-10-07,4.5101
2023-10-08,9.02021
2023-10-09,9.33125
2023-10-10,15.70762
2023-10-11,11.66407
2023-10-12,16.01866
2023-10-13,14.15241
2023-10-14,7.15396
2023-10-15,11.35303
2023-10-16,13.21928
2023-10-17,18.19595
2023-10-18,14.77449
2023-10-19,16.3297
2023-10-20,13.06376
2023-10-21,5.13219
2023-10-22,6.99844
2023-10-23,9.48678
2023-10-24,13.84136
2023-10-25,14.77449
2023-10-26,14.61897
2023-10-27,15.24105
2023-10-28,4.82115
2023-10-29,6.06531
2023-10-30,15.39657
2023-10-31,20.0622
2023-11-01,16.48522
2023-11-02,16.17418
2023-11-03,10.73094
2023-11-04,7.465
2023-11-05,10.26438
2023-11-06,14.15241
2023-11-07,17.1073
2023-11-08,15.70762
2023-11-09,11.50855
2023-11-10,12.75272
2023-11-11,5.44323
2023-11-12,11.35303
2023-11-13,13.21928
2023-11-14,13.84136
2023-11-15,10.73094
2023-11-16,12.90824
2023-11-17,11.35303
2023-11-18,6.37636
2023-11-19,8.55365
2023-11-20,15.39657
2023-11-21,15.24105
2023-11-22,16.3297
2023-11-23,15.70762
2023-11-24,16.3297
2023-11-25,8.70917
2023-11-26,9.02021
2023-11-27,13.53032
2023-11-28,13.3748
2023-11-29,15.24105
2023-11-30,15.86314
2023-12-01,11.81959
2023-12-02,8.08709
2023-12-03,8.70917
2023-12-04,14.46345
2023-12-05,17.26283
2023-12-06,19.59564
2023-12-07,17.41835
2023-12-08,13.68584
2023-12-09,7.62052
2023-12-10,6.53188
2023-12-11,18.35147
2023-12-12,19.2846
2023-12-13,15.39657
2023-12-14,20.52877
2023-12-15,12.13063
2023-12-16,7.62052
2023-12-17,7.30948
2023-12-18,13.99688
2023-12-19,16.3297
2023-12-20,12.5972
2023-12-21,14.30793
2023-12-22,11.35303
2023-12-23,7.77604
2023-12-24,6.37636
2023-12-25,6.84292
2023-12-26,12.28615
2023-12-27,13.53032
2023-12-28,16.3297
2023-12-29,12.28615
2023-12-30,8.70917
2023-12-31,8.24261
2024-01-01,7.30948
2024-01-02,13.68584
2024-01-03,16.3297
2024-01-04,13.06376
2024-01-05,15.24105
2024-01-06,8.55365
2024-01-07,8.39813
2024-01-08,12.44167
2024-01-09,14.93001
2024-01-10,18.04043
2024-01-11,18.66251
2024-01-12,17.26283
2024-01-13,7.15396
2024-01-14,10.73094
2024-01-15,19.12908
2024-01-16,20.52877
2024-01-17,21.61741
2024-01-18,23.95023
2024-01-19,16.01866
2024-01-20,13.21928
2024-01-21,9.17573
2024-01-22,21.15085
2024-01-23,17.72939
2024-01-24,20.37325
2024-01-25,27.21617
2024-01-26,25.81648
2024-01-27,15.55209
2024-01-28,16.01866
2024-01-29,32.50388
2024-01-30,41.5241
2024-01-31,35.6143
2024-02-01,21.77293
2024-02-02,14.15241
2024-02-03,10.88646
2024-02-04,10.73094
2024-02-05,15.24105
2024-02-06,18.19595
2024-02-07,16.3297
2024-02-08,14.46345
2024-02-09,6.37636
2024-02-10,6.84292
2024-02-11,9.48678
2024-02-12,9.48678
2024-02-13,16.79626
2024-02-14,18.35147
2024-02-15,20.83981
2024-02-16,17.41835
2024-02-17,7.62052
2024-02-18,12.90824
2024-02-19,16.17418
2024-02-20,21.77293
2024-02-21,16.64074
2024-02-22,19.12908
2024-02-23,17.41835
2024-02-24,8.70917
2024-02-25,9.48678
2024-02-26,18.97356
2024-02-27,20.21772
2024-02-28,17.88491
2024-02-29,16.3297
2024-03-01,7.77604
2024-03-02,7.465
2024-03-03,7.15396
2024-03-04,18.19595
2024-03-05,22.55054
2024-03-06,23.48367
2024-03-07,20.83981
2024-03-08,16.17418
2024-03-09,9.02021
2024-03-10,7.465
2024-03-11,17.26283
2024-03-12,20.52877
2024-03-13,15.24105
2024-03-14,16.01866
2024-03-15,13.06376
2024-03-16,8.39813
2024-03-17,8.39813
2024-03-18,14.61897
2024-03-19,14.93001
2024-03-20,19.59564
