date,검암역
2020-03-20,65.17749
2020-03-21,54.02076
2020-03-22,36.41632
2020-03-23,34.94325
2020-03-24,27.55373
2020-03-25,29.48563
2020-03-26,28.49553
2020-03-27,28.93021
2020-03-28,27.84351
2020-03-29,28.37478
2020-03-30,26.92586
2020-03-31,24.2695
2020-04-01,25.50108
2020-04-02,22.26515
2020-04-03,22.57908
2020-04-04,30.42743
2020-04-05,29.79956
2020-04-06,27.50543
2020-04-07,33.78411
2020-04-08,24.2212
2020-04-09,24.29364
2020-04-10,25.74257
2020-04-11,24.07631
2020-04-12,19.319
2020-04-13,21.39579
2020-04-14,22.43419
2020-04-15,20.55059
2020-04-16,24.31779
2020-04-17,22.41004
2020-04-18,23.83482
2020-04-19,22.62738
2020-04-20,23.40014
2020-04-21,22.07196
2020-04-22,22.57908
2020-04-23,23.2794
2020-04-24,23.78652
2020-04-25,22.45834
2020-04-26,19.10166
2020-04-27,21.73388
2020-04-28,22.91716
2020-04-29,23.03791
2020-04-30,28.1333
2020-05-01,22.98961
2020-05-02,25.1147
2020-05-03,23.32769
2020-05-04,24.1729
2020-05-05,21.17845
2020-05-06,20.42984
2020-05-07,20.3091
2020-05-08,20.50229
2020-05-09,21.66143
2020-05-10,18.71528
2020-05-11,21.73388
2020-05-12,22.98961
2020-05-13,22.33759
2020-05-14,20.81622
2020-05-15,21.66143
2020-05-16,23.20695
2020-05-17,18.44964
2020-05-18,24.87321
2020-05-19,24.34194
2020-05-20,22.96546
2020-05-21,24.55928
2020-05-22,25.09055
2020-05-23,22.98961
2020-05-24,22.72397
2020-05-25,26.73267
2020-05-26,24.00386
2020-05-27,61.9657
2020-05-28,41.97053
2020-05-29,36.77855
2020-05-30,36.51291
2020-05-31,29.14754
2020-06-01,32.35933
2020-06-02,38.44482
2020-06-03,38.34822
2020-06-04,31.07944
2020-06-05,29.9203
2020-06-06,25.18715
2020-06-07,27.96425
2020-06-08,60.25114
2020-06-09,100.0
2020-06-10,31.80391
2020-06-11,19.319
2020-06-12,17.50784
2020-06-13,14.44095
2020-06-14,13.86138
2020-06-15,16.78338
2020-06-16,33.25283
2020-06-17,43.80584
2020-06-18,23.44844
2020-06-19,20.81622
2020-06-20,18.25645
2020-06-21,14.29606
2020-06-22,19.82612
2020-06-23,16.85583
2020-06-24,15.84158
2020-06-25,13.45085
2020-06-26,15.96232
2020-06-27,14.5617
2020-06-28,12.50905
2020-06-29,15.81743
2020-06-30,18.30475
2020-07-01,15.69669
2020-07-02,16.56604
2020-07-03,17.48369
2020-07-04,16.75923
2020-07-05,14.27191
2020-07-06,16.71093
2020-07-07,15.93817
2020-07-08,15.5035
2020-07-09,15.4069
2020-07-10,13.64404
2020-07-11,13.37841
2020-07-12,11.20502
2020-07-13,12.02608
2020-07-14,13.88553
2020-07-15,13.475
2020-07-16,12.38831
2020-07-17,13.23351
2020-07-18,13.49915
2020-07-19,10.28737
2020-07-20,12.5332
2020-07-21,12.12267
2020-07-22,12.4849
2020-07-23,13.475
2020-07-24,11.95363
2020-07-25,11.37406
2020-07-26,10.16662
2020-07-27,12.94373
2020-07-28,12.38831
2020-07-29,11.5914
2020-07-30,12.67809
2020-07-31,12.17097
2020-08-01,11.5431
2020-08-02,8.83844
2020-08-03,10.89108
2020-08-04,10.84279
2020-08-05,11.39821
2020-08-06,11.97778
2020-08-07,13.23351
2020-08-08,10.26322
2020-08-09,8.23472
2020-08-10,11.85703
2020-08-11,11.5431
2020-08-12,11.88118
2020-08-13,13.08862
2020-08-14,11.97778
2020-08-15,9.94928
2020-08-16,9.22482
2020-08-17,10.77034
2020-08-18,10.69789
2020-08-19,10.33566
2020-08-20,10.62545
2020-08-21,10.35981
2020-08-22,8.01738
2020-08-23,9.6595
2020-08-24,10.31151
2020-08-25,10.38396
2020-08-26,9.29727
2020-08-27,9.5146
2020-08-28,9.41801
2020-08-29,7.87249
2020-08-30,7.43781
2020-08-31,9.58705
2020-09-01,10.02173
2020-09-02,9.41801
2020-09-03,9.10408
2020-09-04,10.86694
2020-09-05,9.5146
2020-09-06,7.22047
2020-09-07,9.07993
2020-09-08,11.22917
2020-09-09,9.44216
2020-09-10,10.553
2020-09-11,10.43226
2020-09-12,9.7078
2020-09-13,10.04588
2020-09-14,11.06013
2020-09-15,10.89108
2020-09-16,11.18087
2020-09-17,10.5047
2020-09-18,12.09852
2020-09-19,9.80439
2020-09-20,10.07003
2020-09-21,9.49046
2020-09-22,11.01183
2020-09-23,11.47065
2020-09-24,11.01183
2020-09-25,11.15672
2020-09-26,11.06013
2020-09-27,9.5629
2020-09-28,11.25332
2020-09-29,10.89108
2020-09-30,7.84834
2020-10-01,9.32141
2020-10-02,9.22482
2020-10-03,10.11832
2020-10-04,9.90099
2020-10-05,12.82298
2020-10-06,13.59574
2020-10-07,12.12267
2020-10-08,12.46075
2020-10-09,13.69234
2020-10-10,12.31586
2020-10-11,10.74619
2020-10-12,13.20936
2020-10-13,13.4267
2020-10-14,13.5716
2020-10-15,14.4651
2020-10-16,13.37841
2020-10-17,12.14682
2020-10-18,10.11832
2020-10-19,12.79884
2020-10-20,12.62979
2020-10-21,12.14682
2020-10-22,12.17097
2020-10-23,14.87563
2020-10-24,12.5332
2020-10-25,10.35981
2020-10-26,12.19512
2020-10-27,12.87128
2020-10-28,12.31586
2020-10-29,12.60565
2020-10-30,14.87563
2020-10-31,12.67809
2020-11-01,9.41801
2020-11-02,13.95798
2020-11-03,12.21927
2020-11-04,11.42236
2020-11-05,13.18522
2020-11-06,11.83289
2020-11-07,11.47065
2020-11-08,9.07993
2020-11-09,11.22917
2020-11-10,11.56725
2020-11-11,12.55735
2020-11-12,12.55735
2020-11-13,12.96788
2020-11-14,11.95363
2020-11-15,9.82854
2020-11-16,11.78459
2020-11-17,13.28181
2020-11-18,12.4366
2020-11-19,10.89108
2020-11-20,11.39821
2020-11-21,11.68799
2020-11-22,8.30717
2020-11-23,11.01183
2020-11-24,9.6112
2020-11-25,10.09418
2020-11-26,10.31151
2020-11-27,9.78024
2020-11-28,8.33132
2020-11-29,7.38951
2020-11-30,10.11832
2020-12-01,8.50036
2020-12-02,9.53875
2020-12-03,10.16662
2020-12-04,9.99758
2020-12-05,8.81429
2020-12-06,7.80004
2020-12-07,10.5047
2020-12-08,9.49046
2020-12-09,8.95918
2020-12-10,8.86259
2020-12-11,10.07003
2020-12-12,8.7177
2020-12-13,7.46196
2020-12-14,12.07437
2020-12-15,8.98333
2020-12-16,10.48056
2020-12-17,12.46075
2020-12-18,11.61555
2020-12-19,8.86259
2020-12-20,8.23472
2020-12-21,10.84279
2020-12-22,11.76044
2020-12-23,11.30161
2020-12-24,9.53875
2020-12-25,8.01738
2020-12-26,7.77589
2020-12-27,7.89664
2020-12-28,9.78024
2020-12-29,10.40811
2020-12-30,8.76599
2020-12-31,9.34556
2021-01-01,7.96908
2021-01-02,9.17652
2021-01-03,8.91089
2021-01-04,11.15672
2021-01-05,9.17652
2021-01-06,13.04032
2021-01-07,11.42236
2021-01-08,10.11832
2021-01-09,7.94494
2021-01-10,7.53441
2021-01-11,9.00748
2021-01-12,10.43226
2021-01-13,14.68244
2021-01-14,13.35426
2021-01-15,10.93938
2021-01-16,8.98333
2021-01-17,7.6793
2021-01-18,10.31151
2021-01-19,9.6595
2021-01-20,10.40811
2021-01-21,9.75609
2021-01-22,11.30161
2021-01-23,10.04588
2021-01-24,8.16227
2021-01-25,10.11832
2021-01-26,9.99758
2021-01-27,11.13257
2021-01-28,8.86259
2021-01-29,9.7078
2021-01-30,10.19077
2021-01-31,8.95918
2021-02-01,9.68365
2021-02-02,9.78024
2021-02-03,10.52885
2021-02-04,10.48056
2021-02-05,10.62545
2021-02-06,10.31151
2021-02-07,8.83844
2021-02-08,10.57715
2021-02-09,10.38396
2021-02-10,11.22917
2021-02-11,7.19632
2021-02-12,7.46196
2021-02-13,9.97343
2021-02-14,8.45206
2021-02-15,12.07437
2021-02-16,11.37406
2021-02-17,11.73629
2021-02-18,11.90533
2021-02-19,13.30596
2021-02-20,11.5914
2021-02-21,10.38396
2021-02-22,11.85703
2021-02-23,12.05022
2021-02-24,11.97778
2021-02-25,13.04032
2021-02-26,12.36416
2021-02-27,11.20502
2021-02-28,9.99758
2021-03-01,9.22482
2021-03-02,18.23231
2021-03-03,11.27746
2021-03-04,15.43105
2021-03-05,15.93817
2021-03-06,13.54745
2021-03-07,13.64404
2021-03-08,12.5815
2021-03-09,20.88867
2021-03-10,16.25211
2021-03-11,15.23786
2021-03-12,16.08307
2021-03-13,12.19512
2021-03-14,18.18401
2021-03-15,13.64404
2021-03-16,13.71649
2021-03-17,12.65394
2021-03-18,13.76479
2021-03-19,12.65394
2021-03-20,11.68799
2021-03-21,9.85269
2021-03-22,11.78459
2021-03-23,10.62545
2021-03-24,10.98768
2021-03-25,12.02608
2021-03-26,12.5815
2021-03-27,11.03598
2021-03-28,10.6013
2021-03-29,13.30596
2021-03-30,13.76479
2021-03-31,11.78459
2021-04-01,11.06013
2021-04-02,12.87128
2021-04-03,9.94928
2021-04-04,9.44216
2021-04-05,13.30596
2021-04-06,12.99203
2021-04-07,12.36416
2021-04-08,11.90533
2021-04-09,12.89543
2021-04-10,14.10287
2021-04-11,10.89108
2021-04-12,10.89108
2021-04-13,11.06013
2021-04-14,11.25332
2021-04-15,10.5047
2021-04-16,10.81864
2021-04-17,11.01183
2021-04-18,12.4366
2021-04-19,12.38831
2021-04-20,12.79884
2021-04-21,11.39821
2021-04-22,14.03042
2021-04-23,13.61989
2021-04-24,11.85703
2021-04-25,11.13257
2021-04-26,12.60565
2021-04-27,11.71214
2021-04-28,11.5431
2021-04-29,12.24341
2021-04-30,12.00193
2021-05-01,11.61555
2021-05-02,10.72204
2021-05-03,12.62979
2021-05-04,17.26636
2021-05-05,14.77903
2021-05-06,15.55179
2021-05-07,14.19946
2021-05-08,10.6013
2021-05-09,11.83289
2021-05-10,13.78893
2021-05-11,12.19512
2021-05-12,12.50905
2021-05-13,11.68799
2021-05-14,11.73629
2021-05-15,10.48056
2021-05-16,9.17652
2021-05-17,13.54745
2021-05-18,14.00627
2021-05-19,11.5914
2021-05-20,12.19512
2021-05-21,14.12702
2021-05-22,12.5815
2021-05-23,10.38396
2021-05-24,13.23351
2021-05-25,12.46075
2021-05-26,13.23351
2021-05-27,12.14682
2021-05-28,12.12267
2021-05-29,12.99203
2021-05-30,10.28737
2021-05-31,11.32576
2021-06-01,10.23907
2021-06-02,10.553
2021-06-03,11.15672
2021-06-04,12.24341
2021-06-05,13.20936
2021-06-06,10.553
2021-06-07,10.74619
2021-06-08,11.66384
2021-06-09,10.89108
2021-06-10,10.62545
2021-06-11,11.76044
2021-06-12,12.29171
2021-06-13,10.26322
2021-06-14,11.6397
2021-06-15,10.86694
2021-06-16,11.42236
2021-06-17,10.62545
2021-06-18,10.6496
2021-06-19,12.75054
2021-06-20,10.28737
2021-06-21,12.4849
2021-06-22,11.51895
2021-06-23,9.6595
2021-06-24,10.77034
2021-06-25,11.71214
2021-06-26,11.68799
2021-06-27,10.09418
2021-06-28,11.56725
2021-06-29,12.84713
2021-06-30,12.07437
2021-07-01,12.55735
2021-07-02,12.50905
2021-07-03,10.02173
2021-07-04,9.07993
2021-07-05,11.73629
2021-07-06,11.95363
2021-07-07,11.32576
2021-07-08,11.32576
2021-07-09,13.5233
2021-07-10,11.22917
2021-07-11,7.75175
2021-07-12,11.03598
2021-07-13,9.73194
2021-07-14,9.44216
2021-07-15,9.58705
2021-07-16,10.21492
2021-07-17,8.52451
2021-07-18,8.86259
2021-07-19,11.15672
2021-07-20,10.89108
2021-07-21,9.68365
2021-07-22,9.6112
2021-07-23,9.07993
2021-07-24,8.93503
2021-07-25,7.53441
2021-07-26,9.39386
2021-07-27,8.83844
2021-07-28,9.22482
2021-07-29,9.97343
2021-07-30,10.31151
2021-07-31,8.98333
2021-08-01,7.92079
2021-08-02,11.03598
2021-08-03,9.20067
2021-08-04,8.93503
2021-08-05,10.09418
2021-08-06,10.67375
2021-08-07,8.88674
2021-08-08,8.04153
2021-08-09,11.03598
2021-08-10,10.48056
2021-08-11,10.84279
2021-08-12,9.63535
2021-08-13,9.39386
2021-08-14,10.62545
2021-08-15,10.33566
2021-08-16,10.02173
2021-08-17,12.31586
2021-08-18,9.99758
2021-08-19,10.84279
2021-08-20,10.28737
2021-08-21,10.86694
2021-08-22,9.87684
2021-08-23,10.07003
2021-08-24,9.78024
2021-08-25,10.91523
2021-08-26,10.6496
2021-08-27,10.6496
2021-08-28,11.27746
2021-08-29,7.89664
2021-08-30,10.69789
2021-08-31,10.67375
2021-09-01,10.69789
2021-09-02,11.13257
2021-09-03,12.5332
2021-09-04,11.30161
2021-09-05,10.48056
2021-09-06,10.96353
2021-09-07,10.5047
2021-09-08,12.07437
2021-09-09,10.67375
2021-09-10,11.25332
2021-09-11,12.4849
2021-09-12,10.96353
2021-09-13,13.5233
2021-09-14,12.96788
2021-09-15,11.73629
2021-09-16,12.87128
2021-09-17,12.19512
2021-09-18,11.13257
2021-09-19,10.43226
2021-09-20,8.76599
2021-09-21,10.74619
2021-09-22,11.20502
2021-09-23,12.14682
2021-09-24,13.5233
2021-09-25,11.92948
2021-09-26,9.99758
2021-09-27,11.32576
2021-09-28,10.89108
2021-09-29,11.30161
2021-09-30,10.72204
2021-10-01,12.4366
2021-10-02,12.34001
2021-10-03,11.4948
2021-10-04,11.66384
2021-10-05,12.07437
2021-10-06,10.62545
2021-10-07,12.21927
2021-10-08,11.37406
2021-10-09,11.73629
2021-10-10,9.80439
2021-10-11,10.07003
2021-10-12,12.21927
2021-10-13,11.85703
2021-10-14,11.6397
2021-10-15,12.36416
2021-10-16,11.76044
2021-10-17,8.06568
2021-10-18,10.57715
2021-10-19,10.31151
2021-10-20,11.83289
2021-10-21,11.90533
2021-10-22,13.20936
2021-10-23,11.90533
2021-10-24,10.23907
2021-10-25,11.90533
2021-10-26,11.71214
2021-10-27,11.68799
2021-10-28,11.06013
2021-10-29,12.05022
2021-10-30,11.85703
2021-10-31,10.16662
2021-11-01,12.29171
2021-11-02,10.79449
2021-11-03,11.83289
2021-11-04,11.5914
2021-11-05,12.91958
2021-11-06,12.55735
2021-11-07,9.20067
2021-11-08,10.62545
2021-11-09,12.41246
2021-11-10,11.5914
2021-11-11,13.06447
2021-11-12,12.72639
2021-11-13,12.79884
2021-11-14,10.86694
2021-11-15,13.5233
2021-11-16,12.26756
2021-11-17,12.19512
2021-11-18,12.67809
2021-11-19,13.30596
2021-11-20,11.78459
2021-11-21,9.82854
2021-11-22,11.85703
2021-11-23,11.39821
2021-11-24,11.30161
2021-11-25,11.51895
2021-11-26,12.5815
2021-11-27,10.86694
2021-11-28,8.98333
2021-11-29,11.25332
2021-11-30,11.66384
2021-12-01,8.98333
2021-12-02,11.25332
2021-12-03,10.02173
2021-12-04,11.15672
2021-12-05,8.45206
2021-12-06,11.01183
2021-12-07,9.97343
2021-12-08,10.84279
2021-12-09,10.72204
2021-12-10,11.34991
2021-12-11,9.97343
2021-12-12,9.07993
2021-12-13,11.13257
2021-12-14,9.5629
2021-12-15,10.04588
2021-12-16,10.11832
2021-12-17,10.81864
2021-12-18,11.20502
2021-12-19,9.10408
2021-12-20,10.21492
2021-12-21,9.73194
2021-12-22,10.553
2021-12-23,10.21492
2021-12-24,10.72204
2021-12-25,8.37961
2021-12-26,8.59695
2021-12-27,10.21492
2021-12-28,9.17652
2021-12-29,9.17652
2021-12-30,9.68365
2021-12-31,9.85269
2022-01-01,8.79014
2022-01-02,8.16227
2022-01-03,10.96353
2022-01-04,10.21492
2022-01-05,9.46631
2022-01-06,10.67375
2022-01-07,12.19512
2022-01-08,11.44651
2022-01-09,9.80439
2022-01-10,10.89108
2022-01-11,10.98768
2022-01-12,9.78024
2022-01-13,11.34991
2022-01-14,10.77034
2022-01-15,9.15237
2022-01-16,9.46631
2022-01-17,11.68799
2022-01-18,11.4948
2022-01-19,12.89543
2022-01-20,10.98768
2022-01-21,11.22917
2022-01-22,10.77034
2022-01-23,9.92513
2022-01-24,10.98768
2022-01-25,10.43226
2022-01-26,10.14247
2022-01-27,10.96353
2022-01-28,9.82854
2022-01-29,9.73194
2022-01-30,9.58705
2022-01-31,7.41366
2022-02-01,9.22482
2022-02-02,9.22482
2022-02-03,9.92513
2022-02-04,11.39821
2022-02-05,9.58705
2022-02-06,9.22482
2022-02-07,12.00193
2022-02-08,10.43226
2022-02-09,10.5047
2022-02-10,9.03163
2022-02-11,10.07003
2022-02-12,9.5629
2022-02-13,9.07993
2022-02-14,11.18087
2022-02-15,11.10842
2022-02-16,9.94928
2022-02-17,9.5146
2022-02-18,9.87684
2022-02-19,10.81864
2022-02-20,8.40376
2022-02-21,10.96353
2022-02-22,10.35981
2022-02-23,10.38396
2022-02-24,10.67375
2022-02-25,11.92948
2022-02-26,8.95918
2022-02-27,9.34556
2022-02-28,11.51895
2022-03-01,10.14247
2022-03-02,9.87684
2022-03-03,10.19077
2022-03-04,11.15672
2022-03-05,9.6595
2022-03-06,9.36971
2022-03-07,11.6397
2022-03-08,11.47065
2022-03-09,9.39386
2022-03-10,10.6013
2022-03-11,12.19512
2022-03-12,11.6397
2022-03-13,8.79014
2022-03-14,11.97778
2022-03-15,11.85703
2022-03-16,10.33566
2022-03-17,11.18087
2022-03-18,12.36416
2022-03-19,10.5047
2022-03-20,9.94928
2022-03-21,11.42236
2022-03-22,11.97778
2022-03-23,9.90099
2022-03-24,11.71214
2022-03-25,11.90533
2022-03-26,10.02173
2022-03-27,9.15237
2022-03-28,11.08427
2022-03-29,11.30161
2022-03-30,11.10842
2022-03-31,11.34991
2022-04-01,11.5431
2022-04-02,12.26756
2022-04-03,10.23907
2022-04-04,11.97778
2022-04-05,13.59574
2022-04-06,12.84713
2022-04-07,11.68799
2022-04-08,13.76479
2022-04-09,14.4651
2022-04-10,10.79449
2022-04-11,13.81308
2022-04-12,13.4267
2022-04-13,13.25766
2022-04-14,11.5914
2022-04-15,14.99637
2022-04-16,12.26756
2022-04-17,12.00193
2022-04-18,14.32021
2022-04-19,13.78893
2022-04-20,13.71649
2022-04-21,11.4948
2022-04-22,14.07872
2022-04-23,13.18522
2022-04-24,11.47065
2022-04-25,12.36416
2022-04-26,16.56604
2022-04-27,14.77903
2022-04-28,14.15117
2022-04-29,13.93383
2022-04-30,15.31031
2022-05-01,11.85703
2022-05-02,13.35426
2022-05-03,13.76479
2022-05-04,15.96232
2022-05-05,14.03042
2022-05-06,16.03477
2022-05-07,13.90968
2022-05-08,11.61555
2022-05-09,14.05457
2022-05-10,13.4267
2022-05-11,13.95798
2022-05-12,12.96788
2022-05-13,14.77903
2022-05-14,14.77903
2022-05-15,12.89543
2022-05-16,12.36416
2022-05-17,14.5134
2022-05-18,14.4651
2022-05-19,14.15117
2022-05-20,14.36851
2022-05-21,14.68244
2022-05-22,12.12267
2022-05-23,13.33011
2022-05-24,14.92393
2022-05-25,13.88553
2022-05-26,15.76913
2022-05-27,16.13136
2022-05-28,15.18956
2022-05-29,12.46075
2022-05-30,16.46945
2022-05-31,17.50784
2022-06-01,13.76479
2022-06-02,17.24221
2022-06-03,16.78338
2022-06-04,15.96232
2022-06-05,14.29606
2022-06-06,12.19512
2022-06-07,16.17966
2022-06-08,14.15117
2022-06-09,15.06882
