date,파킹통장금리
2020-06-21,0.28682
2020-06-22,0.63511
2020-06-23,0.34828
2020-06-24,0.34828
2020-06-25,0.67609
2020-06-26,0.61462
2020-06-27,0.38926
2020-06-28,0.36877
2020-06-29,0.51219
2020-06-30,0.86047
2020-07-01,1.02438
2020-07-02,0.77852
2020-07-03,1.06535
2020-07-04,0.51219
2020-07-05,0.67609
2020-07-06,1.10633
2020-07-07,1.8029
2020-07-08,4.32288
2020-07-09,1.78242
2020-07-10,1.55705
2020-07-11,0.45072
2020-07-12,0.71706
2020-07-13,0.96291
2020-07-14,2.76582
2020-07-15,1.27023
2020-07-16,1.4751
2020-07-17,0.77852
2020-07-18,0.79901
2020-07-19,0.88096
2020-07-20,1.1473
2020-07-21,1.20876
2020-07-22,1.33169
2020-07-23,0.96291
2020-07-24,0.9834
2020-07-25,0.86047
2020-07-26,0.4917
2020-07-27,0.92194
2020-07-28,1.51608
2020-07-29,1.43413
2020-07-30,1.1473
2020-07-31,1.33169
2020-08-01,0.88096
2020-08-02,1.00389
2020-08-03,1.18828
2020-08-04,1.16779
2020-08-05,1.10633
2020-08-06,1.12681
2020-08-07,1.18828
2020-08-08,0.59414
2020-08-09,1.04486
2020-08-10,1.76193
2020-08-11,1.24974
2020-08-12,1.06535
2020-08-13,0.96291
2020-08-14,1.04486
2020-08-15,0.69657
2020-08-16,0.86047
2020-08-17,0.53267
2020-08-18,0.40975
2020-08-19,0.40975
2020-08-20,0.90145
2020-08-21,0.63511
2020-08-22,0.36877
2020-08-23,0.67609
2020-08-24,0.75804
2020-08-25,1.59803
2020-08-26,0.96291
2020-08-27,0.75804
2020-08-28,0.43023
2020-08-29,0.53267
2020-08-30,0.28682
2020-08-31,0.79901
2020-09-01,0.77852
2020-09-02,0.67609
2020-09-03,0.92194
2020-09-04,1.96681
2020-09-05,0.96291
2020-09-06,0.92194
2020-09-07,0.92194
2020-09-08,0.57365
2020-09-09,0.67609
2020-09-10,0.94242
2020-09-11,1.08584
2020-09-12,0.36877
2020-09-13,0.47121
2020-09-14,0.83999
2020-09-15,0.90145
2020-09-16,0.55316
2020-09-17,0.86047
2020-09-18,0.77852
2020-09-19,0.26633
2020-09-20,0.63511
2020-09-21,0.40975
2020-09-22,0.61462
2020-09-23,0.86047
2020-09-24,0.73755
2020-09-25,0.79901
2020-09-26,0.47121
2020-09-27,0.30731
2020-09-28,0.75804
2020-09-29,0.75804
2020-09-30,0.36877
2020-10-01,0.34828
2020-10-02,0.1639
2020-10-03,0.10243
2020-10-04,0.14341
2020-10-05,0.30731
2020-10-06,0.28682
2020-10-07,0.24585
2020-10-09,0.18438
2020-10-10,0.3278
2020-10-11,0.12292
2020-10-12,2.45851
2020-10-13,1.18828
2020-10-14,0.96291
2020-10-15,0.53267
2020-10-16,0.88096
2020-10-17,0.40975
2020-10-18,0.40975
2020-10-19,1.20876
2020-10-20,0.88096
2020-10-21,0.86047
2020-10-22,0.92194
2020-10-23,0.8195
2020-10-24,0.79901
2020-10-25,0.45072
2020-10-26,0.83999
2020-10-27,0.86047
2020-10-28,0.90145
2020-10-29,1.33169
2020-10-30,1.00389
2020-10-31,0.9834
2020-11-01,0.73755
2020-11-02,1.55705
2020-11-03,1.27023
2020-11-04,0.69657
2020-11-05,0.6556
2020-11-06,0.79901
2020-11-07,0.34828
2020-11-08,0.22536
2020-11-09,0.73755
2020-11-10,1.22925
2020-11-11,0.67609
2020-11-12,0.45072
2020-11-13,0.57365
2020-11-14,0.38926
2020-11-15,0.6556
2020-11-16,1.24974
2020-11-17,0.96291
2020-11-18,1.18828
2020-11-19,0.92194
2020-11-20,0.92194
2020-11-21,0.40975
2020-11-22,0.38926
2020-11-23,0.96291
2020-11-24,1.3112
2020-11-25,1.72095
2020-11-26,1.1473
2020-11-27,1.04486
2020-11-28,0.9834
2020-11-29,0.69657
2020-11-30,0.59414
2020-12-01,0.88096
2020-12-02,0.90145
2020-12-03,1.22925
2020-12-04,0.73755
2020-12-05,1.10633
2020-12-06,0.8195
2020-12-07,1.20876
2020-12-08,1.33169
2020-12-09,0.94242
2020-12-10,1.29071
2020-12-11,0.86047
2020-12-12,0.47121
2020-12-13,0.8195
2020-12-14,0.61462
2020-12-15,0.8195
2020-12-16,0.55316
2020-12-17,0.73755
2020-12-18,1.02438
2020-12-19,0.79901
2020-12-20,0.55316
2020-12-21,0.90145
2020-12-22,2.51997
2020-12-23,1.16779
2020-12-24,0.96291
2020-12-25,0.63511
2020-12-26,1.06535
2020-12-27,0.69657
2020-12-28,0.83999
2020-12-29,1.12681
2020-12-30,0.94242
2020-12-31,0.90145
2021-01-01,1.29071
2021-01-02,0.94242
2021-01-03,0.69657
2021-01-04,0.86047
2021-01-05,0.77852
2021-01-06,1.22925
2021-01-07,0.79901
2021-01-08,1.22925
2021-01-09,0.71706
2021-01-10,1.06535
2021-01-11,1.39315
2021-01-12,1.27023
2021-01-13,0.9834
2021-01-14,2.68387
2021-01-15,5.30628
2021-01-16,1.88485
2021-01-17,1.20876
2021-01-18,1.76193
2021-01-19,1.8029
2021-01-20,1.84388
2021-01-21,1.8029
2021-01-22,1.67998
2021-01-23,4.91702
2021-01-24,2.13071
2021-01-25,2.479
2021-01-26,2.06924
2021-01-27,2.11022
2021-01-28,1.65949
2021-01-29,2.06924
2021-01-30,4.958
2021-01-31,1.98729
2021-02-01,3.21655
2021-02-02,2.72485
2021-02-03,2.95021
2021-02-04,3.05265
2021-02-05,2.17168
2021-02-06,1.43413
2021-02-07,1.94632
2021-02-08,3.15509
2021-02-09,2.23314
2021-02-10,1.90534
2021-02-11,1.45461
2021-02-12,1.20876
2021-02-13,1.1473
2021-02-14,1.51608
2021-02-15,3.11411
2021-02-16,2.78631
2021-02-17,2.31509
2021-02-18,2.29461
2021-02-19,2.56095
2021-02-20,1.67998
2021-02-21,1.84388
2021-02-22,2.11022
2021-02-23,2.27412
2021-02-24,2.37656
2021-02-25,3.23704
2021-02-26,2.66338
2021-02-27,1.76193
2021-02-28,1.51608
2021-03-01,2.51997
2021-03-02,2.66338
2021-03-03,2.88875
2021-03-04,3.54435
2021-03-05,2.479
2021-03-06,1.639
2021-03-07,1.59803
2021-03-08,2.31509
2021-03-09,2.06924
2021-03-10,2.8068
2021-03-11,3.25752
2021-03-12,3.83118
2021-03-13,2.39704
2021-03-14,4.52776
2021-03-15,4.46629
2021-03-16,2.66338
2021-03-17,4.32288
2021-03-18,3.52386
2021-03-19,2.8068
2021-03-20,2.41753
2021-03-21,2.39704
2021-03-22,3.72874
2021-03-23,4.17947
2021-03-24,4.34337
2021-03-25,3.93362
2021-03-26,2.60192
2021-03-27,2.39704
2021-03-28,2.6429
2021-03-29,2.95021
2021-03-30,2.54046
2021-03-31,3.38045
2021-04-01,3.23704
2021-04-02,2.76582
2021-04-03,1.78242
2021-04-04,2.06924
2021-04-05,2.13071
2021-04-06,2.33558
2021-04-07,1.96681
2021-04-08,1.84388
2021-04-09,6.4331
2021-04-10,1.12681
2021-04-11,2.86826
2021-04-12,3.70825
2021-04-13,2.92972
2021-04-14,2.51997
2021-04-15,2.02827
2021-04-16,1.88485
2021-04-17,1.43413
2021-04-18,1.78242
2021-04-19,2.41753
2021-04-20,1.92583
2021-04-21,2.31509
2021-04-22,1.92583
2021-04-23,1.76193
2021-04-24,1.84388
2021-04-25,1.3112
2021-04-26,2.08973
2021-04-27,2.08973
2021-04-28,1.98729
2021-04-29,3.42143
2021-04-30,2.13071
2021-05-01,2.08973
2021-05-02,1.20876
2021-05-03,3.07314
2021-05-04,2.21266
2021-05-05,1.22925
2021-05-06,1.76193
2021-05-07,4.65068
2021-05-08,1.59803
2021-05-09,1.4751
2021-05-10,2.13071
2021-05-11,1.45461
2021-05-12,1.49559
2021-05-13,1.57754
2021-05-14,1.74144
2021-05-15,1.41364
2021-05-16,1.72095
2021-05-17,1.88485
2021-05-18,2.31509
2021-05-19,1.22925
2021-05-20,1.37266
2021-05-21,3.35996
2021-05-22,1.27023
2021-05-23,1.78242
2021-05-24,2.15119
2021-05-25,2.31509
2021-05-26,2.33558
2021-05-27,1.67998
2021-05-28,1.82339
2021-05-29,1.51608
2021-05-30,1.33169
2021-05-31,2.04876
2021-06-01,2.23314
2021-06-02,1.90534
2021-06-03,1.72095
2021-06-04,3.7902
2021-06-05,1.41364
2021-06-06,1.59803
2021-06-07,1.639
2021-06-08,1.70047
2021-06-09,1.43413
2021-06-10,1.84388
2021-06-11,1.57754
2021-06-12,0.67609
2021-06-13,0.94242
2021-06-14,2.43802
2021-06-15,2.04876
2021-06-16,1.96681
2021-06-17,1.70047
2021-06-18,1.90534
2021-06-19,1.06535
2021-06-20,1.3112
2021-06-21,2.27412
2021-06-22,2.37656
2021-06-23,1.45461
2021-06-24,1.41364
2021-06-25,2.29461
2021-06-26,1.4751
2021-06-27,1.00389
2021-06-28,1.70047
2021-06-29,2.11022
2021-06-30,2.60192
2021-07-01,3.54435
2021-07-02,2.479
2021-07-03,2.00778
2021-07-04,1.639
2021-07-05,3.40094
2021-07-06,2.479
2021-07-07,2.15119
2021-07-08,1.8029
2021-07-09,1.45461
2021-07-10,1.12681
2021-07-11,1.29071
2021-07-12,1.35218
2021-07-13,1.65949
2021-07-14,2.23314
2021-07-15,1.72095
2021-07-16,1.74144
2021-07-17,1.00389
2021-07-18,1.3112
2021-07-19,2.04876
2021-07-20,1.639
2021-07-21,2.23314
2021-07-22,2.04876
2021-07-23,1.98729
2021-07-24,1.65949
2021-07-25,1.43413
2021-07-26,1.4751
2021-07-27,1.88485
2021-07-28,2.02827
2021-07-29,2.54046
2021-07-30,1.67998
2021-07-31,1.1473
2021-08-01,1.96681
2021-08-02,1.8029
2021-08-03,2.17168
2021-08-04,2.95021
2021-08-05,2.00778
2021-08-06,1.74144
2021-08-07,1.33169
2021-08-08,1.16779
2021-08-09,2.13071
2021-08-10,2.27412
2021-08-11,2.25363
2021-08-12,2.8068
2021-08-13,2.62241
2021-08-14,3.4624
2021-08-15,1.70047
2021-08-16,1.3112
2021-08-17,1.96681
2021-08-18,2.62241
2021-08-19,2.33558
2021-08-20,2.6429
2021-08-21,1.49559
2021-08-22,1.90534
2021-08-23,3.09362
2021-08-24,2.41753
2021-08-25,2.90923
2021-08-26,2.74533
2021-08-27,3.70825
2021-08-28,2.27412
2021-08-29,2.39704
2021-08-30,3.03216
2021-08-31,5.18336
2021-09-01,4.77361
2021-09-02,3.15509
2021-09-03,3.33947
2021-09-04,2.25363
2021-09-05,1.74144
2021-09-06,2.49948
2021-09-07,2.70436
2021-09-08,2.41753
2021-09-09,1.70047
2021-09-10,3.58533
2021-09-11,4.34337
2021-09-12,2.45851
2021-09-13,2.54046
2021-09-14,2.92972
2021-09-15,2.78631
2021-09-16,3.9541
2021-09-17,5.67506
2021-09-18,2.74533
2021-09-19,9.52673
2021-09-20,6.28969
2021-09-21,2.68387
2021-09-22,3.54435
2021-09-23,5.32677
2021-09-24,4.65068
2021-09-25,2.8068
2021-09-26,2.60192
2021-09-27,3.38045
2021-09-28,3.2985
2021-09-29,3.40094
2021-09-30,3.76971
2021-10-01,3.74923
2021-10-02,2.15119
2021-10-03,2.15119
2021-10-04,2.68387
2021-10-05,3.4624
2021-10-06,4.13849
2021-10-07,3.60581
2021-10-08,3.15509
2021-10-09,1.94632
2021-10-10,1.67998
2021-10-11,2.15119
2021-10-12,2.58143
2021-10-13,1.70047
2021-10-14,2.76582
2021-10-15,2.9707
2021-10-16,2.23314
2021-10-17,1.65949
2021-10-18,2.45851
2021-10-19,2.479
2021-10-20,2.45851
2021-10-21,2.27412
2021-10-22,2.37656
2021-10-23,1.22925
2021-10-24,1.53657
2021-10-25,2.17168
2021-10-26,2.60192
2021-10-27,2.17168
2021-10-28,2.74533
2021-10-29,1.82339
2021-10-30,0.96291
2021-10-31,1.8029
2021-11-01,1.96681
2021-11-02,1.49559
2021-11-03,1.94632
2021-11-04,2.19217
2021-11-05,1.98729
2021-11-06,1.24974
2021-11-07,1.04486
2021-11-08,1.86437
2021-11-09,1.74144
2021-11-10,2.66338
2021-11-11,1.8029
2021-11-12,1.94632
2021-11-13,1.24974
2021-11-14,1.18828
2021-11-15,1.98729
2021-11-16,2.56095
2021-11-17,1.98729
2021-11-18,1.74144
2021-11-19,1.94632
2021-11-20,1.74144
2021-11-21,1.88485
2021-11-22,1.88485
2021-11-23,2.56095
2021-11-24,1.88485
2021-11-25,3.38045
2021-11-26,2.56095
2021-11-27,1.49559
2021-11-28,1.53657
2021-11-29,2.04876
2021-11-30,2.68387
2021-12-01,2.9707
2021-12-02,2.84777
2021-12-03,5.7775
2021-12-04,2.9707
2021-12-05,2.17168
2021-12-06,2.68387
2021-12-07,3.23704
2021-12-08,4.58922
2021-12-09,3.42143
2021-12-10,3.19606
2021-12-11,1.90534
2021-12-12,2.35607
2021-12-13,3.17557
2021-12-14,5.53165
2021-12-15,4.26142
2021-12-16,3.2985
2021-12-17,3.48289
2021-12-18,4.22044
2021-12-19,3.4624
2021-12-20,3.68776
2021-12-21,3.38045
2021-12-22,3.50338
2021-12-23,3.70825
2021-12-24,3.1346
2021-12-25,2.49948
2021-12-26,2.78631
2021-12-27,3.52386
2021-12-28,4.15898
2021-12-29,3.74923
2021-12-30,4.17947
2021-12-31,3.7902
2022-01-01,4.54824
2022-01-02,4.54824
2022-01-03,6.22823
2022-01-04,7.53943
2022-01-05,7.19114
2022-01-06,4.56873
2022-01-07,3.35996
2022-01-08,2.33558
2022-01-09,2.21266
2022-01-10,3.81069
2022-01-11,3.64679
2022-01-12,3.05265
2022-01-13,2.60192
2022-01-14,3.81069
2022-01-15,3.52386
2022-01-16,2.00778
2022-01-17,4.71214
2022-01-18,3.76971
2022-01-19,3.66728
2022-01-20,4.69166
2022-01-21,7.35505
2022-01-22,3.87215
2022-01-23,2.70436
2022-01-24,4.48678
2022-01-25,4.87604
2022-01-26,5.03995
2022-01-27,4.65068
2022-01-28,6.35115
2022-01-29,4.81458
2022-01-30,3.11411
2022-01-31,2.37656
2022-02-01,3.11411
2022-02-02,4.118
2022-02-03,5.49067
2022-02-04,5.30628
2022-02-05,3.52386
2022-02-06,3.33947
2022-02-07,3.91313
2022-02-08,4.81458
2022-02-09,3.56484
2022-02-10,3.87215
2022-02-11,3.97459
2022-02-12,2.45851
2022-02-13,1.98729
2022-02-14,3.66728
2022-02-15,4.46629
2022-02-16,3.68776
2022-02-17,3.91313
2022-02-18,3.40094
2022-02-19,2.86826
2022-02-20,2.88875
2022-02-21,3.11411
2022-02-22,3.72874
2022-02-23,3.56484
2022-02-24,3.54435
2022-02-25,4.03605
2022-02-26,3.05265
2022-02-27,2.08973
2022-02-28,2.70436
2022-03-01,3.21655
2022-03-02,3.17557
2022-03-03,3.21655
2022-03-04,3.52386
2022-03-05,2.27412
2022-03-06,2.25363
2022-03-07,3.19606
2022-03-08,3.25752
2022-03-09,1.18828
2022-03-10,3.01167
2022-03-11,3.25752
2022-03-12,2.15119
2022-03-13,2.74533
2022-03-14,3.23704
2022-03-15,3.33947
2022-03-16,3.58533
2022-03-17,3.17557
2022-03-18,2.92972
2022-03-19,2.76582
2022-03-20,2.58143
2022-03-21,3.97459
2022-03-22,3.15509
2022-03-23,2.95021
2022-03-24,2.58143
2022-03-25,3.81069
2022-03-26,2.33558
2022-03-27,2.04876
2022-03-28,2.479
2022-03-29,3.11411
2022-03-30,3.76971
2022-03-31,4.36385
2022-04-01,2.78631
2022-04-02,2.39704
2022-04-03,2.33558
2022-04-04,3.05265
2022-04-05,3.21655
2022-04-06,2.49948
2022-04-07,2.479
2022-04-08,2.31509
2022-04-09,1.37266
2022-04-10,1.33169
2022-04-11,1.94632
2022-04-12,1.67998
2022-04-13,2.78631
2022-04-14,3.64679
2022-04-15,3.07314
2022-04-16,2.15119
2022-04-17,2.43802
2022-04-18,4.63019
2022-04-19,3.6263
2022-04-20,3.01167
2022-04-21,2.88875
2022-04-22,3.48289
2022-04-23,2.35607
2022-04-24,2.11022
2022-04-25,3.4624
2022-04-26,3.17557
2022-04-27,2.56095
2022-04-28,2.37656
2022-04-29,2.31509
2022-04-30,1.82339
2022-05-01,1.88485
2022-05-02,2.66338
2022-05-03,2.43802
2022-05-04,2.06924
2022-05-05,1.43413
2022-05-06,2.8068
2022-05-07,1.61852
2022-05-08,1.53657
2022-05-09,2.66338
2022-05-10,2.62241
2022-05-11,2.06924
2022-05-12,2.33558
2022-05-13,2.06924
2022-05-14,1.70047
2022-05-15,1.35218
2022-05-16,2.66338
2022-05-17,2.60192
2022-05-18,2.33558
2022-05-19,2.08973
2022-05-20,2.43802
2022-05-21,2.04876
2022-05-22,1.86437
2022-05-23,2.39704
2022-05-24,2.43802
2022-05-25,2.95021
2022-05-26,4.19995
2022-05-27,4.91702
2022-05-28,4.15898
2022-05-29,2.56095
2022-05-30,3.85166
2022-05-31,4.71214
2022-06-01,3.72874
2022-06-02,4.58922
2022-06-03,4.99897
2022-06-04,3.11411
2022-06-05,2.479
2022-06-06,3.38045
2022-06-07,5.32677
2022-06-08,5.32677
2022-06-09,5.16287
2022-06-10,4.85556
2022-06-11,3.21655
2022-06-12,3.33947
2022-06-13,5.55214
2022-06-14,5.85945
2022-06-15,5.24482
2022-06-16,5.65457
2022-06-17,6.4331
2022-06-18,4.56873
2022-06-19,4.26142
2022-06-20,6.12579
2022-06-21,6.51505
2022-06-22,6.41262
2022-06-23,4.89653
2022-06-24,7.23212
2022-06-25,4.03605
2022-06-26,3.93362
2022-06-27,6.57652
2022-06-28,11.10428
2022-06-29,11.30915
2022-06-30,9.95697
2022-07-01,10.4077
2022-07-02,6.37164
2022-07-03,5.73652
2022-07-04,7.00676
2022-07-05,7.74431
2022-07-06,7.04773
2022-07-07,7.08871
2022-07-08,7.90821
2022-07-09,5.24482
2022-07-10,4.36385
2022-07-11,10.55111
2022-07-12,9.42429
2022-07-13,16.12374
2022-07-14,17.23007
2022-07-15,18.29543
2022-07-16,11.59598
2022-07-17,10.7355
2022-07-18,17.8447
2022-07-19,21.59393
2022-07-20,27.67875
2022-07-21,20.56955
2022-07-22,16.88178
2022-07-23,12.06719
2022-07-24,11.45257
2022-07-25,17.88567
2022-07-26,18.58225
2022-07-27,14.97643
2022-07-28,15.42716
2022-07-29,15.34521
2022-07-30,10.71501
2022-07-31,11.0633
2022-08-01,15.73448
2022-08-02,15.61155
2022-08-03,16.32862
2022-08-04,14.79205
2022-08-05,14.19791
2022-08-06,9.73161
2022-08-07,9.11698
2022-08-08,14.27986
2022-08-09,11.69842
2022-08-10,14.874
2022-08-11,12.64085
2022-08-12,12.92767
2022-08-13,8.89162
2022-08-14,8.39991
2022-08-15,7.62138
2022-08-16,12.90719
2022-08-17,17.00471
2022-08-18,15.79594
2022-08-19,13.58328
2022-08-20,11.10428
2022-08-21,13.0506
2022-08-22,17.37348
2022-08-23,15.11985
2022-08-24,15.11985
2022-08-25,21.32759
2022-08-26,20.28272
2022-08-27,12.12866
2022-08-28,10.51014
2022-08-29,17.49641
2022-08-30,20.89735
2022-08-31,18.37738
2022-09-01,17.14812
2022-09-02,15.22229
2022-09-03,10.7355
2022-09-04,11.88281
2022-09-05,20.77443
2022-09-06,20.67199
2022-09-07,18.6642
2022-09-08,19.62712
2022-09-09,14.91497
2022-09-10,10.51014
2022-09-11,11.90329
2022-09-12,17.88567
2022-09-13,26.46998
2022-09-14,27.30997
2022-09-15,27.69924
2022-09-16,25.09731
2022-09-17,47.85904
2022-09-18,55.25507
2022-09-19,74.34951
2022-09-20,60.49989
2022-09-21,50.03073
2022-09-22,46.24052
2022-09-23,40.25814
2022-09-24,26.96168
2022-09-25,23.76562
2022-09-26,38.96742
2022-09-27,36.87768
2022-09-28,39.88936
2022-09-29,37.79963
2022-09-30,36.22208
2022-10-01,28.31387
2022-10-02,24.38024
2022-10-03,27.82216
2022-10-04,38.31182
2022-10-05,44.25322
2022-10-06,58.22577
2022-10-07,41.75373
2022-10-08,27.16656
2022-10-09,24.60561
2022-10-10,27.24851
2022-10-11,39.52059
2022-10-12,52.03851
2022-10-13,62.93792
2022-10-14,64.00327
2022-10-15,40.29911
2022-10-16,36.44744
2022-10-17,62.71255
2022-10-18,70.88711
2022-10-19,98.68879
2022-10-20,100.0
2022-10-21,76.0295
2022-10-22,40.34009
2022-10-23,42.10202
2022-10-24,61.40135
2022-10-25,64.10571
2022-10-26,53.98483
2022-10-27,51.54681
2022-10-28,51.42388
2022-10-29,34.39868
2022-10-30,28.31387
2022-10-31,57.5087
2022-11-01,62.28231
2022-11-02,48.57611
2022-11-03,56.66871
2022-11-04,48.82196
2022-11-05,24.83097
2022-11-06,26.83876
2022-11-07,39.54107
2022-11-08,35.44355
2022-11-09,32.84163
2022-11-10,31.46896
2022-11-11,26.30608
2022-11-12,16.75886
2022-11-13,16.98422
2022-11-14,28.29338
2022-11-15,26.12169
2022-11-16,26.01925
2022-11-17,22.72075
2022-11-18,23.58123
2022-11-19,14.874
2022-11-20,15.30424
2022-11-21,23.35586
2022-11-22,22.6388
2022-11-23,18.13153
2022-11-24,22.00368
2022-11-25,24.33927
2022-11-26,19.77053
2022-11-27,18.04958
2022-11-28,23.49928
2022-11-29,21.77832
2022-11-30,19.56566
2022-12-01,21.61442
2022-12-02,17.31202
2022-12-03,8.29748
2022-12-04,10.10038
2022-12-05,14.54619
2022-12-06,15.34521
2022-12-07,15.75496
2022-12-08,15.05838
2022-12-09,15.48862
2022-12-10,10.91989
2022-12-11,10.71501
2022-12-12,18.70518
2022-12-13,19.6681
2022-12-14,18.64372
2022-12-15,15.8574
2022-12-16,13.93157
2022-12-17,11.2272
2022-12-18,12.68182
2022-12-19,16.28764
2022-12-20,16.06228
2022-12-21,18.31591
2022-12-22,18.62323
2022-12-23,22.9666
2022-12-24,13.3784
2022-12-25,13.2145
2022-12-26,22.6388
2022-12-27,24.29829
2022-12-28,20.40565
2022-12-29,21.22515
2022-12-30,24.07293
2022-12-31,14.30034
2023-01-01,18.3364
2023-01-02,24.35976
2023-01-03,22.08563
2023-01-04,19.91395
2023-01-05,23.23294
2023-01-06,18.91005
2023-01-07,14.89448
2023-01-08,14.97643
2023-01-09,23.90903
2023-01-10,22.8027
2023-01-11,22.02417
2023-01-12,18.76664
2023-01-13,21.43003
2023-01-14,14.50522
2023-01-15,15.83691
2023-01-16,29.01044
2023-01-17,26.81827
2023-01-18,23.60172
2023-01-19,21.45052
2023-01-20,21.73734
2023-01-21,14.50522
2023-01-22,14.34132
2023-01-23,14.01352
2023-01-24,16.69739
2023-01-25,30.05531
2023-01-26,23.06904
2023-01-27,20.6515
2023-01-28,14.19791
2023-01-29,14.01352
2023-01-30,18.91005
2023-01-31,22.84367
2023-02-01,22.10612
2023-02-02,17.41446
2023-02-03,15.8574
2023-02-04,10.7355
2023-02-05,10.8994
2023-02-06,16.12374
2023-02-07,19.93443
2023-02-08,22.24953
2023-02-09,17.53738
2023-02-10,25.9373
2023-02-11,13.25548
2023-02-12,12.5589
2023-02-13,16.1852
2023-02-14,14.30034
2023-02-15,19.81151
2023-02-16,14.36181
2023-02-17,14.73058
2023-02-18,11.26818
2023-02-19,12.00573
2023-02-20,17.66031
2023-02-21,18.21348
2023-02-22,18.78713
2023-02-23,15.59106
2023-02-24,19.95492
2023-02-25,13.62425
2023-02-26,13.09157
2023-02-27,17.90616
2023-02-28,19.44273
2023-03-01,17.08666
2023-03-02,14.54619
2023-03-03,18.11104
2023-03-04,12.43597
2023-03-05,15.6935
2023-03-06,15.26326
2023-03-07,15.81643
2023-03-08,14.40278
2023-03-09,22.72075
2023-03-10,20.93833
2023-03-11,12.12866
2023-03-12,13.00962
2023-03-13,17.82421
2023-03-14,15.8574
2023-03-15,15.55009
2023-03-16,13.07109
2023-03-17,12.53841
2023-03-18,12.29256
2023-03-19,11.96476
2023-03-20,19.01249
2023-03-21,17.47592
2023-03-22,14.7101
2023-03-23,15.55009
2023-03-24,17.00471
2023-03-25,12.37451
2023-03-26,12.64085
2023-03-27,19.75005
2023-03-28,16.88178
2023-03-29,15.61155
2023-03-30,15.22229
2023-03-31,18.52079
2023-04-01,12.12866
2023-04-02,11.04281
2023-04-03,16.14423
2023-04-04,13.82913
2023-04-05,15.0379
2023-04-06,13.8701
2023-04-07,13.11206
2023-04-08,7.86724
2023-04-09,8.33845
2023-04-10,13.84962
2023-04-11,13.41938
2023-04-12,21.67588
2023-04-13,15.05838
2023-04-14,14.17742
2023-04-15,9.50624
2023-04-16,10.65355
2023-04-17,13.58328
2023-04-18,15.07887
2023-04-19,13.07109
2023-04-20,12.82524
2023-04-21,12.64085
2023-04-22,8.62528
2023-04-23,8.50235
2023-04-24,12.47695
2023-04-25,17.43495
2023-04-26,13.89059
2023-04-27,14.38229
2023-04-28,16.04179
2023-04-29,11.45257
2023-04-30,8.99405
2023-05-01,12.31305
2023-05-02,14.32083
2023-05-03,13.29645
2023-05-04,11.2272
2023-05-05,8.2565
2023-05-06,7.15017
2023-05-07,7.99016
2023-05-08,10.20282
2023-05-09,10.67404
2023-05-10,11.73939
2023-05-11,10.59209
2023-05-12,8.80967
2023-05-13,6.20774
2023-05-14,6.53554
2023-05-15,12.00573
2023-05-16,11.37062
2023-05-17,15.26326
2023-05-18,13.62425
2023-05-19,14.79205
2023-05-20,10.16185
2023-05-21,8.99405
2023-05-22,13.41938
2023-05-23,14.15693
2023-05-24,12.90719
2023-05-25,16.00081
2023-05-26,12.04671
2023-05-27,9.30137
2023-05-28,8.72771
2023-05-29,8.99405
2023-05-30,13.8701
2023-05-31,14.09547
2023-06-01,14.13644
2023-06-02,14.30034
2023-06-03,10.12087
2023-06-04,10.38721
2023-06-05,12.90719
2023-06-06,11.71891
