date,IRP퇴직연금
2020-08-14,13.22054
2020-08-15,6.63444
2020-08-16,6.23564
2020-08-17,7.87915
2020-08-18,13.08761
2020-08-19,11.87915
2020-08-20,12.83383
2020-08-21,11.98791
2020-08-22,6.88821
2020-08-23,6.06646
2020-08-24,11.95166
2020-08-25,14.12688
2020-08-26,12.21752
2020-08-27,12.80966
2020-08-28,12.08459
2020-08-29,7.17824
2020-08-30,7.50453
2020-08-31,13.71601
2020-09-01,14.48942
2020-09-02,12.67673
2020-09-03,12.45921
2020-09-04,11.11782
2020-09-05,5.75226
2020-09-06,6.56193
2020-09-07,13.42598
2020-09-08,13.18429
2020-09-09,12.15709
2020-09-10,13.1722
2020-09-11,10.83987
2020-09-12,5.84894
2020-09-13,5.61933
2020-09-14,12.30211
2020-09-15,13.59516
2020-09-16,12.09667
2020-09-17,12.47129
2020-09-18,12.58006
2020-09-19,6.36858
2020-09-20,6.62235
2020-09-21,13.38972
2020-09-22,11.87915
2020-09-23,11.6858
2020-09-24,11.04531
2020-09-25,11.02114
2020-09-26,5.6435
2020-09-27,5.28096
2020-09-28,12.21752
2020-09-29,11.11782
2020-09-30,5.38972
2020-10-01,4.65256
2020-10-02,5.14803
2020-10-03,6.18731
2020-10-04,5.8006
2020-10-05,12.97885
2020-10-06,15.70996
2020-10-07,13.65558
2020-10-08,12.91842
2020-10-09,7.1299
2020-10-10,6.23564
2020-10-11,6.29607
2020-10-12,12.53172
2020-10-13,12.79758
2020-10-14,14.96072
2020-10-15,12.95468
2020-10-16,11.87915
2020-10-17,6.10271
2020-10-18,5.47432
2020-10-19,12.51963
2020-10-20,13.86102
2020-10-21,13.20845
2020-10-22,12.94259
2020-10-23,12.49546
2020-10-24,5.70392
2020-10-25,5.94561
2020-10-26,13.18429
2020-10-27,13.00302
2020-10-28,13.23262
2020-10-29,13.58308
2020-10-30,12.10876
2020-10-31,7.40785
2020-11-01,10.36858
2020-11-02,15.287
2020-11-03,14.99697
2020-11-04,15.26283
2020-11-05,16.18126
2020-11-06,14.51359
2020-11-07,7.66163
2020-11-08,7.29909
2020-11-09,15.63746
2020-11-10,15.22658
2020-11-11,14.87613
2020-11-12,16.93051
2020-11-13,16.88217
2020-11-14,10.94864
2020-11-15,10.17522
2020-11-16,16.3867
2020-11-17,17.23262
2020-11-18,17.52265
2020-11-19,19.55287
2020-11-20,17.98187
2020-11-21,10.46525
2020-11-22,11.92749
2020-11-23,20.93051
2020-11-24,19.35951
2020-11-25,21.12386
2020-11-26,19.54078
2020-11-27,20.30211
2020-11-28,12.61631
2020-11-29,12.66465
2020-11-30,21.99395
2020-12-01,26.36858
2020-12-02,28.53172
2020-12-03,25.81268
2020-12-04,24.15709
2020-12-05,15.0574
2020-12-06,16.18126
2020-12-07,25.57099
2020-12-08,28.61631
2020-12-09,30.17522
2020-12-10,29.6435
2020-12-11,24.56797
2020-12-12,15.08157
2020-12-13,18.33232
2020-12-14,32.25377
2020-12-15,30.06646
2020-12-16,29.58308
2020-12-17,27.70996
2020-12-18,25.63141
2020-12-19,16.5438
2020-12-20,15.78247
2020-12-21,29.09969
2020-12-22,29.29305
2020-12-23,29.59516
2020-12-24,31.8429
2020-12-25,25.59516
2020-12-26,19.50453
2020-12-27,21.60725
2020-12-28,49.76435
2020-12-29,48.25377
2020-12-30,50.57401
2020-12-31,44.43504
2021-01-01,19.6858
2021-01-02,16.09667
2021-01-03,17.52265
2021-01-04,27.19033
2021-01-05,29.06344
2021-01-06,27.39577
2021-01-07,20.82175
2021-01-08,21.22054
2021-01-09,14.51359
2021-01-10,14.54984
2021-01-11,22.94864
2021-01-12,21.87311
2021-01-13,23.49244
2021-01-14,21.89728
2021-01-15,25.70392
2021-01-16,17.47432
2021-01-17,21.35347
2021-01-18,34.51359
2021-01-19,38.15105
2021-01-20,42.83987
2021-01-21,47.14199
2021-01-22,42.91238
2021-01-23,25.07552
2021-01-24,22.33232
2021-01-25,40.16918
2021-01-26,39.31117
2021-01-27,37.37764
2021-01-28,31.26283
2021-01-29,27.19033
2021-01-30,16.19335
2021-01-31,16.87009
2021-02-01,24.09667
2021-02-02,25.58308
2021-02-03,26.05438
2021-02-04,25.89728
2021-02-05,24.43504
2021-02-06,14.29607
2021-02-07,12.73716
2021-02-08,20.20543
2021-02-09,20.80966
2021-02-10,20.33836
2021-02-11,11.58912
2021-02-12,10.67069
2021-02-13,11.29909
2021-02-14,12.04833
2021-02-15,25.13595
2021-02-16,24.58006
2021-02-17,22.91238
2021-02-18,20.09667
2021-02-19,25.0151
2021-02-20,12.64048
2021-02-21,12.15709
2021-02-22,21.18429
2021-02-23,23.89123
2021-02-24,19.08157
2021-02-25,21.43806
2021-02-26,17.90936
2021-02-27,9.71601
2021-02-28,10.54984
2021-03-01,11.9154
2021-03-02,28.74924
2021-03-03,22.00604
2021-03-04,23.80664
2021-03-05,19.54078
2021-03-06,12.37462
2021-03-07,17.35347
2021-03-08,19.38368
2021-03-09,20.13293
2021-03-10,21.00302
2021-03-11,17.51057
2021-03-12,15.08157
2021-03-13,8.72507
2021-03-14,10.22356
2021-03-15,17.60725
2021-03-16,16.31419
2021-03-17,15.10574
2021-03-18,14.48942
2021-03-19,15.34743
2021-03-20,10.39274
2021-03-21,8.61631
2021-03-22,14.56193
2021-03-23,14.22356
2021-03-24,13.36555
2021-03-25,16.20543
2021-03-26,13.94561
2021-03-27,8.84592
2021-03-28,9.05135
2021-03-29,13.66767
2021-03-30,14.69486
2021-03-31,13.45015
2021-04-01,12.29003
2021-04-02,10.29607
2021-04-03,6.5861
2021-04-04,7.16616
2021-04-05,12.80966
2021-04-06,12.14501
2021-04-07,10.91238
2021-04-08,10.01812
2021-04-09,9.59516
2021-04-10,5.8006
2021-04-11,6.17522
2021-04-12,11.79456
2021-04-13,11.40785
2021-04-14,11.1299
2021-04-15,11.04531
2021-04-16,10.39274
2021-04-17,6.19939
2021-04-18,7.27492
2021-04-19,14.61027
2021-04-20,13.93353
2021-04-21,12.12084
2021-04-22,10.87613
2021-04-23,11.38368
2021-04-24,5.82477
2021-04-25,6.80362
2021-04-26,12.0
2021-04-27,14.75528
2021-04-28,13.92145
2021-04-29,11.43202
2021-04-30,10.46525
2021-05-01,6.57401
2021-05-02,5.94561
2021-05-03,11.25075
2021-05-04,10.68277
2021-05-05,5.51057
2021-05-06,11.26283
2021-05-07,11.69788
2021-05-08,5.93353
2021-05-09,7.50453
2021-05-10,13.02719
2021-05-11,12.7009
2021-05-12,10.99697
2021-05-13,10.22356
2021-05-14,9.77643
2021-05-15,5.84894
2021-05-16,7.92749
2021-05-17,12.71299
2021-05-18,13.11178
2021-05-19,7.03323
2021-05-20,12.02416
2021-05-21,12.10876
2021-05-22,5.86102
2021-05-23,5.88519
2021-05-24,12.82175
2021-05-25,13.99395
2021-05-26,13.51057
2021-05-27,31.54078
2021-05-28,13.46223
2021-05-29,7.56495
2021-05-30,7.63746
2021-05-31,12.67673
2021-06-01,12.44712
2021-06-02,13.38972
2021-06-03,14.01812
2021-06-04,16.64048
2021-06-05,7.35951
2021-06-06,6.10271
2021-06-07,12.37462
2021-06-08,13.51057
2021-06-09,13.0151
2021-06-10,12.58006
2021-06-11,11.92749
2021-06-12,6.61027
2021-06-13,6.28398
2021-06-14,11.70996
2021-06-15,14.19939
2021-06-16,12.56797
2021-06-17,11.85498
2021-06-18,10.61027
2021-06-19,6.5861
2021-06-20,5.72809
2021-06-21,11.40785
2021-06-22,11.49244
2021-06-23,11.5287
2021-06-24,10.98489
2021-06-25,10.83987
2021-06-26,6.51359
2021-06-27,6.15105
2021-06-28,12.47129
2021-06-29,12.858
2021-06-30,13.42598
2021-07-01,11.90332
2021-07-02,9.87311
2021-07-03,5.69184
2021-07-04,6.57401
2021-07-05,14.18731
2021-07-06,13.14803
2021-07-07,11.287
2021-07-08,10.51359
2021-07-09,9.8006
2021-07-10,4.99093
2021-07-11,5.55891
2021-07-12,10.63444
2021-07-13,11.56495
2021-07-14,11.29909
2021-07-15,9.46223
2021-07-16,9.19637
2021-07-17,5.12386
2021-07-18,5.25679
2021-07-19,9.55891
2021-07-20,9.96978
2021-07-21,10.13897
2021-07-22,10.1148
2021-07-23,9.77643
2021-07-24,5.24471
2021-07-25,5.00302
2021-07-26,11.81873
2021-07-27,12.04833
2021-07-28,12.12084
2021-07-29,12.66465
2021-07-30,10.62235
2021-07-31,5.40181
2021-08-01,6.03021
2021-08-02,10.67069
2021-08-03,11.55287
2021-08-04,11.5287
2021-08-05,11.41993
2021-08-06,11.2145
2021-08-07,5.82477
2021-08-08,5.8006
2021-08-09,12.43504
2021-08-10,13.93353
2021-08-11,13.16012
2021-08-12,11.66163
2021-08-13,12.43504
2021-08-14,9.37764
2021-08-15,6.79154
2021-08-16,7.63746
2021-08-17,12.37462
2021-08-18,12.88217
2021-08-19,12.84592
2021-08-20,10.9728
2021-08-21,7.72205
2021-08-22,6.40483
2021-08-23,13.11178
2021-08-24,13.41389
2021-08-25,14.33232
2021-08-26,13.08761
2021-08-27,11.58912
2021-08-28,6.17522
2021-08-29,7.31117
2021-08-30,12.99093
2021-08-31,14.1148
2021-09-01,13.16012
2021-09-02,12.90634
2021-09-03,12.58006
2021-09-04,7.77039
2021-09-05,7.00906
2021-09-06,12.0725
2021-09-07,11.95166
2021-09-08,11.87915
2021-09-09,10.59818
2021-09-10,11.15407
2021-09-11,6.05438
2021-09-12,5.83685
2021-09-13,10.22356
2021-09-14,11.29909
2021-09-15,10.79154
2021-09-16,10.18731
2021-09-17,10.21148
2021-09-18,4.74924
2021-09-19,5.03927
2021-09-20,5.94561
2021-09-21,5.84894
2021-09-22,8.49546
2021-09-23,14.56193
2021-09-24,14.429
2021-09-25,7.73413
2021-09-26,9.93353
2021-09-27,13.9577
2021-09-28,13.19637
2021-09-29,12.80966
2021-09-30,13.12386
2021-10-01,11.27492
2021-10-02,6.71903
2021-10-03,6.71903
2021-10-04,8.02416
2021-10-05,13.18429
2021-10-06,11.85498
2021-10-07,12.41087
2021-10-08,11.287
2021-10-09,5.3293
2021-10-10,5.70392
2021-10-11,6.13897
2021-10-12,12.39879
2021-10-13,11.56495
2021-10-14,11.66163
2021-10-15,11.70996
2021-10-16,5.82477
2021-10-17,5.02719
2021-10-18,10.21148
2021-10-19,12.20543
2021-10-20,12.0
2021-10-21,11.48036
2021-10-22,10.65861
2021-10-23,5.20845
2021-10-24,6.17522
2021-10-25,13.42598
2021-10-26,15.287
2021-10-27,12.858
2021-10-28,12.858
2021-10-29,12.858
2021-10-30,7.10574
2021-10-31,6.9728
2021-11-01,14.48942
2021-11-02,15.4441
2021-11-03,14.18731
2021-11-04,13.24471
2021-11-05,11.55287
2021-11-06,6.77945
2021-11-07,7.16616
2021-11-08,12.5438
2021-11-09,14.30815
2021-11-10,16.19335
2021-11-11,13.96978
2021-11-12,13.05135
2021-11-13,10.71903
2021-11-14,8.93051
2021-11-15,15.19033
2021-11-16,15.43202
2021-11-17,20.39879
2021-11-18,16.31419
2021-11-19,16.60422
2021-11-20,9.07552
2021-11-21,8.18126
2021-11-22,17.51057
2021-11-23,15.69788
2021-11-24,15.287
2021-11-25,17.03927
2021-11-26,14.68277
2021-11-27,8.61631
2021-11-28,7.98791
2021-11-29,15.66163
2021-11-30,16.95468
2021-12-01,17.25679
2021-12-02,15.43202
2021-12-03,14.7432
2021-12-04,9.29305
2021-12-05,11.55287
2021-12-06,19.0574
2021-12-07,21.0151
2021-12-08,20.82175
2021-12-09,17.99395
2021-12-10,20.858
2021-12-11,11.43202
2021-12-12,19.31117
2021-12-13,24.35045
2021-12-14,21.87311
2021-12-15,21.46223
2021-12-16,19.8429
2021-12-17,16.90634
2021-12-18,10.47734
2021-12-19,11.96374
2021-12-20,24.49546
2021-12-21,24.7009
2021-12-22,22.98489
2021-12-23,24.3867
2021-12-24,24.91842
2021-12-25,12.51963
2021-12-26,19.67371
2021-12-27,40.51963
2021-12-28,37.00302
2021-12-29,34.54984
2021-12-30,40.76132
2021-12-31,40.74924
2022-01-01,17.92145
2022-01-02,21.02719
2022-01-03,25.43806
2022-01-04,22.5861
2022-01-05,22.2719
2022-01-06,17.51057
2022-01-07,19.287
2022-01-08,14.92447
2022-01-09,15.83081
2022-01-10,22.77945
2022-01-11,20.13293
2022-01-12,19.33534
2022-01-13,17.57099
2022-01-14,17.8006
2022-01-15,13.00302
2022-01-16,11.90332
2022-01-17,23.43202
2022-01-18,26.46525
2022-01-19,25.25679
2022-01-20,26.53776
2022-01-21,25.26888
2022-01-22,16.56797
2022-01-23,14.19939
2022-01-24,27.66163
2022-01-25,30.70694
2022-01-26,28.94259
2022-01-27,23.83081
2022-01-28,22.9728
2022-01-29,12.84592
2022-01-30,10.25981
2022-01-31,10.40483
2022-02-01,11.62537
2022-02-02,13.12386
2022-02-03,23.83081
2022-02-04,23.1299
2022-02-05,13.1722
2022-02-06,13.81268
2022-02-07,23.98791
2022-02-08,21.3293
2022-02-09,22.47734
2022-02-10,22.75528
2022-02-11,19.03323
2022-02-12,10.36858
2022-02-13,10.21148
2022-02-14,20.25377
2022-02-15,21.9577
2022-02-16,18.98489
2022-02-17,19.1299
2022-02-18,18.12688
2022-02-19,10.5861
2022-02-20,11.55287
2022-02-21,22.39274
2022-02-22,22.00604
2022-02-23,20.31419
2022-02-24,19.31117
2022-02-25,22.01812
2022-02-26,14.17522
2022-02-27,10.07854
2022-02-28,20.01208
2022-03-01,11.40785
2022-03-02,17.36555
2022-03-03,16.5438
2022-03-04,16.53172
2022-03-05,9.05135
2022-03-06,7.64954
2022-03-07,16.04833
2022-03-08,14.76737
2022-03-09,7.48036
2022-03-10,16.02416
2022-03-11,14.93655
2022-03-12,7.79456
2022-03-13,7.03323
2022-03-14,14.24773
2022-03-15,14.05438
2022-03-16,14.10271
2022-03-17,13.29305
2022-03-18,14.44108
2022-03-19,7.72205
2022-03-20,7.46827
2022-03-21,14.17522
2022-03-22,14.47734
2022-03-23,15.02114
2022-03-24,13.40181
2022-03-25,15.41993
2022-03-26,8.21752
2022-03-27,7.7583
2022-03-28,12.99093
2022-03-29,15.22658
2022-03-30,15.63746
2022-03-31,15.02114
2022-04-01,13.46223
2022-04-02,6.63444
2022-04-03,6.30815
2022-04-04,13.63141
2022-04-05,15.19033
2022-04-06,13.77643
2022-04-07,13.43806
2022-04-08,11.81873
2022-04-09,5.96978
2022-04-10,5.90936
2022-04-11,12.31419
2022-04-12,12.79758
2022-04-13,13.66767
2022-04-14,14.98489
2022-04-15,13.70392
2022-04-16,6.63444
2022-04-17,8.96676
2022-04-18,15.73413
2022-04-19,14.22356
2022-04-20,13.8006
2022-04-21,12.21752
2022-04-22,10.5861
2022-04-23,4.78549
2022-04-24,5.07552
2022-04-25,12.12084
2022-04-26,11.26283
2022-04-27,10.92447
2022-04-28,11.14199
2022-04-29,9.03927
2022-04-30,4.26586
2022-05-01,3.97583
2022-05-02,9.18429
2022-05-03,8.858
2022-05-04,8.49546
2022-05-05,4.65256
2022-05-06,8.0725
2022-05-07,4.02416
2022-05-08,4.06042
2022-05-09,8.36253
2022-05-10,10.75528
2022-05-11,9.86102
2022-05-12,9.6435
2022-05-13,9.22054
2022-05-14,4.16918
2022-05-15,3.95166
2022-05-16,8.58006
2022-05-17,7.93957
2022-05-18,7.96374
2022-05-19,6.88821
2022-05-20,7.6858
2022-05-21,3.78247
2022-05-22,2.98489
2022-05-23,9.71601
2022-05-24,8.32628
2022-05-25,9.14803
2022-05-26,8.68882
2022-05-27,8.61631
2022-05-28,4.08459
2022-05-29,3.70996
2022-05-30,8.10876
2022-05-31,7.7583
2022-06-01,4.47129
2022-06-02,6.47734
2022-06-03,6.5861
2022-06-04,3.03323
2022-06-05,2.54984
2022-06-06,3.35951
2022-06-07,6.91238
2022-06-08,8.33836
2022-06-09,7.09365
2022-06-10,7.15407
2022-06-11,2.87613
2022-06-12,3.77039
2022-06-13,6.96072
2022-06-14,7.56495
2022-06-15,7.48036
2022-06-16,7.78247
2022-06-17,6.88821
2022-06-18,3.23867
2022-06-19,3.43202
2022-06-20,6.87613
2022-06-21,6.83987
2022-06-22,6.64652
2022-06-23,6.63444
2022-06-24,7.72205
2022-06-25,3.1299
2022-06-26,2.98489
2022-06-27,6.33232
2022-06-28,6.54984
2022-06-29,6.94864
2022-06-30,6.8157
2022-07-01,5.57099
2022-07-02,2.93655
2022-07-03,2.67069
2022-07-04,6.12688
2022-07-05,6.15105
2022-07-06,6.17522
2022-07-07,6.00604
2022-07-08,5.58308
2022-07-09,2.34441
2022-07-10,2.67069
2022-07-11,4.97885
2022-07-12,5.42598
2022-07-13,5.34138
2022-07-14,5.99395
2022-07-15,4.87009
2022-07-16,2.18731
2022-07-17,2.73111
2022-07-18,5.06344
2022-07-19,5.24471
2022-07-20,5.4864
2022-07-21,5.30513
2022-07-22,4.93051
2022-07-23,1.89728
2022-07-24,2.96072
2022-07-25,5.63141
2022-07-26,5.8006
2022-07-27,6.21148
2022-07-28,5.1722
2022-07-29,5.02719
2022-07-30,2.40483
2022-07-31,2.63444
2022-08-01,5.22054
2022-08-02,5.19637
2022-08-03,5.19637
2022-08-04,5.99395
2022-08-05,4.61631
2022-08-06,2.68277
2022-08-07,2.5861
2022-08-08,4.64048
2022-08-09,4.94259
2022-08-10,5.67975
2022-08-11,4.82175
2022-08-12,5.06344
2022-08-13,2.03021
2022-08-14,1.94561
2022-08-15,2.52567
2022-08-16,5.16012
2022-08-17,5.51057
2022-08-18,5.03927
2022-08-19,5.82477
2022-08-20,2.56193
2022-08-21,2.67069
2022-08-22,5.66767
2022-08-23,5.89728
2022-08-24,5.3293
2022-08-25,5.38972
2022-08-26,4.90634
2022-08-27,2.2719
2022-08-28,1.96978
2022-08-29,4.45921
2022-08-30,6.17522
2022-08-31,5.98187
2022-09-01,6.13897
2022-09-02,5.19637
2022-09-03,2.9728
2022-09-04,3.29909
2022-09-05,4.91842
2022-09-06,5.07552
2022-09-07,5.22054
2022-09-08,4.64048
2022-09-09,2.03021
2022-09-10,2.1148
2022-09-11,2.32024
2022-09-12,2.67069
2022-09-13,5.82477
2022-09-14,6.23564
2022-09-15,5.83685
2022-09-16,5.34138
2022-09-17,2.2719
2022-09-18,1.88519
2022-09-19,5.75226
2022-09-20,5.00302
2022-09-21,5.60725
2022-09-22,5.54682
2022-09-23,4.66465
2022-09-24,2.32024
2022-09-25,2.41691
2022-09-26,4.858
2022-09-27,5.47432
2022-09-28,4.93051
2022-09-29,5.12386
2022-09-30,5.49848
2022-10-01,2.1148
2022-10-02,1.76435
2022-10-03,2.70694
2022-10-04,6.23564
2022-10-05,5.60725
2022-10-06,5.53474
2022-10-07,5.49848
2022-10-08,2.35649
2022-10-09,2.05438
2022-10-10,2.83987
2022-10-11,4.60422
2022-10-12,5.51057
2022-10-13,5.19637
2022-10-14,4.95468
2022-10-15,2.39274
2022-10-16,2.28398
2022-10-17,4.79758
2022-10-18,5.3293
2022-10-19,4.7009
2022-10-20,5.13595
2022-10-21,4.48338
2022-10-22,2.01812
2022-10-23,2.06646
2022-10-24,4.858
2022-10-25,5.31722
2022-10-26,5.71601
2022-10-27,5.08761
2022-10-28,4.27794
2022-10-29,2.47734
2022-10-30,1.55891
2022-10-31,4.83383
2022-11-01,5.63141
2022-11-02,6.38066
2022-11-03,5.36555
2022-11-04,4.93051
2022-11-05,9.96978
2022-11-06,8.02416
2022-11-07,8.20543
2022-11-08,7.81873
2022-11-09,7.10574
2022-11-10,7.23867
2022-11-11,6.429
2022-11-12,4.15709
2022-11-13,3.20241
2022-11-14,7.04531
2022-11-15,7.11782
2022-11-16,6.77945
2022-11-17,6.429
2022-11-18,6.19939
2022-11-19,3.33534
2022-11-20,5.09969
2022-11-21,8.09667
2022-11-22,7.26283
2022-11-23,8.24169
2022-11-24,7.35951
2022-11-25,7.4441
2022-11-26,3.62537
2022-11-27,4.14501
2022-11-28,8.2296
2022-11-29,8.61631
2022-11-30,8.89425
2022-12-01,8.48338
2022-12-02,7.81873
2022-12-03,3.79456
2022-12-04,4.06042
2022-12-05,7.70996
2022-12-06,8.21752
2022-12-07,8.61631
2022-12-08,10.17522
2022-12-09,8.26586
2022-12-10,3.70996
2022-12-11,4.61631
2022-12-12,9.53474
2022-12-13,9.51057
2022-12-14,8.90634
2022-12-15,7.26283
2022-12-16,6.8157
2022-12-17,3.29909
2022-12-18,5.31722
2022-12-19,8.93051
2022-12-20,10.15105
2022-12-21,8.90634
2022-12-22,8.78549
2022-12-23,7.55287
2022-12-24,3.4441
2022-12-25,3.48036
2022-12-26,9.38972
2022-12-27,10.19939
2022-12-28,11.7583
2022-12-29,10.51359
2022-12-30,10.48942
2022-12-31,3.33534
2023-01-01,3.16616
2023-01-02,7.54078
2023-01-03,7.29909
2023-01-04,8.08459
2023-01-05,8.12084
2023-01-06,6.21148
2023-01-07,3.1299
2023-01-08,3.61329
2023-01-09,7.10574
2023-01-10,7.63746
2023-01-11,7.8429
2023-01-12,6.75528
2023-01-13,7.16616
2023-01-14,3.62537
2023-01-15,4.20543
2023-01-16,8.67673
2023-01-17,8.49546
2023-01-18,9.00302
2023-01-19,7.96374
2023-01-20,7.96374
2023-01-21,4.10876
2023-01-22,4.99093
2023-01-23,5.30513
2023-01-24,6.59818
2023-01-25,13.23262
2023-01-26,13.38972
2023-01-27,11.56495
2023-01-28,7.66163
2023-01-29,6.21148
2023-01-30,11.85498
2023-01-31,12.0
2023-02-01,10.79154
2023-02-02,9.51057
2023-02-03,9.30513
2023-02-04,4.5438
2023-02-05,4.67673
2023-02-06,8.48338
2023-02-07,9.11178
2023-02-08,8.66465
2023-02-09,9.46223
2023-02-10,8.83383
2023-02-11,4.44712
2023-02-12,4.61631
2023-02-13,9.26888
2023-02-14,10.52567
2023-02-15,9.93353
2023-02-16,10.30815
2023-02-17,9.23262
2023-02-18,4.36253
2023-02-19,6.59818
2023-02-20,14.47734
2023-02-21,10.429
2023-02-22,9.25679
2023-02-23,8.64048
2023-02-24,8.77341
2023-02-25,4.58006
2023-02-26,3.97583
2023-02-27,7.81873
2023-02-28,8.19335
2023-03-01,4.74924
2023-03-02,7.73413
2023-03-03,6.52567
2023-03-04,4.03625
2023-03-05,3.5287
2023-03-06,6.57401
2023-03-07,6.13897
2023-03-08,6.24773
2023-03-09,6.19939
2023-03-10,5.93353
2023-03-11,2.86404
2023-03-12,2.53776
2023-03-13,5.42598
2023-03-14,5.94561
2023-03-15,6.10271
2023-03-16,4.44712
2023-03-17,3.85498
2023-03-18,1.74018
2023-03-19,1.89728
2023-03-20,3.78247
2023-03-21,4.43504
2023-03-22,3.46827
2023-03-23,3.98791
2023-03-24,4.14501
2023-03-25,1.9577
2023-03-26,2.22356
2023-03-27,3.83081
2023-03-28,3.93957
2023-03-29,3.287
2023-03-30,3.33534
2023-03-31,3.61329
2023-04-01,1.45015
2023-04-02,1.72809
2023-04-03,3.3716
2023-04-04,3.38368
2023-04-05,5.59516
2023-04-06,3.58912
2023-04-07,3.69788
2023-04-08,1.88519
2023-04-09,1.3293
2023-04-10,3.40785
2023-04-11,3.72205
2023-04-12,3.56495
2023-04-13,3.287
2023-04-14,3.03323
2023-04-15,1.71601
2023-04-16,1.45015
2023-04-17,3.02114
2023-04-18,2.50151
2023-04-19,2.92447
2023-04-20,3.02114
2023-04-21,2.429
2023-04-22,1.25679
2023-04-23,1.00302
2023-04-24,2.47734
2023-04-25,3.27492
2023-04-26,3.27492
2023-04-27,2.33232
2023-04-28,2.15105
2023-04-29,1.09969
2023-04-30,1.1722
2023-05-01,2.07854
2023-05-02,3.17824
2023-05-03,2.70694
2023-05-04,2.47734
2023-05-05,1.37764
2023-05-06,1.3293
2023-05-07,1.31722
2023-05-08,2.64652
2023-05-09,3.0574
2023-05-10,3.5287
2023-05-11,3.41993
2023-05-12,3.09365
2023-05-13,1.65558
2023-05-14,1.81268
2023-05-15,3.41993
2023-05-16,3.20241
2023-05-17,2.71903
2023-05-18,2.9003
2023-05-19,3.06948
2023-05-20,1.41389
2023-05-21,1.63141
2023-05-22,2.63444
2023-05-23,3.63746
2023-05-24,3.86706
2023-05-25,3.98791
2023-05-26,3.26283
2023-05-27,1.65558
2023-05-28,1.72809
2023-05-29,1.69184
2023-05-30,3.40785
