date,3D프린터기
2020-06-29,17.11711
2020-06-30,14.41441
2020-07-01,9.009
2020-07-02,20.72072
2020-07-03,18.91891
2020-07-04,11.71171
2020-07-05,5.4054
2020-07-06,18.91891
2020-07-07,13.51351
2020-07-08,15.31531
2020-07-09,18.01801
2020-07-10,6.3063
2020-07-11,9.009
2020-07-12,5.4054
2020-07-13,17.11711
2020-07-14,18.01801
2020-07-15,18.91891
2020-07-16,8.1081
2020-07-17,18.01801
2020-07-18,9.009
2020-07-20,17.11711
2020-07-21,17.11711
2020-07-22,9.009
2020-07-23,14.41441
2020-07-24,16.21621
2020-07-26,9.009
2020-07-27,5.4054
2020-07-28,6.3063
2020-07-29,21.62162
2020-07-30,18.91891
2020-07-31,5.4054
2020-08-02,10.81081
2020-08-03,25.22522
2020-08-04,29.72972
2020-08-05,17.11711
2020-08-06,14.41441
2020-08-07,11.71171
2020-08-08,6.3063
2020-08-09,20.72072
2020-08-10,15.31531
2020-08-11,29.72972
2020-08-12,20.72072
2020-08-13,24.32432
2020-08-14,19.81981
2020-08-15,9.009
2020-08-16,6.3063
2020-08-17,4.5045
2020-08-18,14.41441
2020-08-19,18.01801
2020-08-20,18.01801
2020-08-21,15.31531
2020-08-22,9.009
2020-08-23,13.51351
2020-08-24,20.72072
2020-08-25,9.009
2020-08-26,24.32432
2020-08-27,16.21621
2020-08-28,10.81081
2020-08-29,17.11711
2020-08-30,5.4054
2020-08-31,16.21621
2020-09-01,17.11711
2020-09-02,20.72072
2020-09-03,20.72072
2020-09-04,16.21621
2020-09-05,4.5045
2020-09-06,11.71171
2020-09-07,21.62162
2020-09-08,16.21621
2020-09-09,16.21621
2020-09-10,37.83783
2020-09-11,27.02702
2020-09-12,10.81081
2020-09-13,10.81081
2020-09-14,22.52252
2020-09-15,17.11711
2020-09-16,12.61261
2020-09-17,14.41441
2020-09-19,13.51351
2020-09-20,12.61261
2020-09-21,19.81981
2020-09-22,16.21621
2020-09-23,11.71171
2020-09-24,15.31531
2020-09-25,15.31531
2020-09-26,7.2072
2020-09-27,17.11711
2020-09-28,20.72072
2020-09-29,8.1081
2020-10-01,7.2072
2020-10-03,8.1081
2020-10-04,4.5045
2020-10-05,20.72072
2020-10-06,12.61261
2020-10-07,16.21621
2020-10-08,15.31531
2020-10-10,9.009
2020-10-11,13.51351
2020-10-12,14.41441
2020-10-13,13.51351
2020-10-14,31.53153
2020-10-15,18.01801
2020-10-16,11.71171
2020-10-17,5.4054
2020-10-18,7.2072
2020-10-19,18.91891
2020-10-20,14.41441
2020-10-21,21.62162
2020-10-22,19.81981
2020-10-23,18.01801
2020-10-24,14.41441
2020-10-25,10.81081
2020-10-26,19.81981
2020-10-27,18.91891
2020-10-28,18.91891
2020-10-29,9.9099
2020-10-30,22.52252
2020-10-31,16.21621
2020-11-01,17.11711
2020-11-02,15.31531
2020-11-03,21.62162
2020-11-04,11.71171
2020-11-05,21.62162
2020-11-06,19.81981
2020-11-07,9.009
2020-11-08,24.32432
2020-11-09,13.51351
2020-11-10,13.51351
2020-11-11,10.81081
2020-11-12,19.81981
2020-11-14,10.81081
2020-11-15,7.2072
2020-11-16,16.21621
2020-11-17,10.81081
2020-11-18,23.42342
2020-11-19,24.32432
2020-11-20,4.5045
2020-11-21,9.9099
2020-11-22,14.41441
2020-11-23,29.72972
2020-11-24,21.62162
2020-11-25,16.21621
2020-11-26,10.81081
2020-11-27,15.31531
2020-11-28,5.4054
2020-11-29,8.1081
2020-11-30,13.51351
2020-12-01,17.11711
2020-12-02,13.51351
2020-12-03,22.52252
2020-12-04,13.51351
2020-12-05,14.41441
2020-12-06,9.9099
2020-12-07,18.91891
2020-12-08,19.81981
2020-12-09,31.53153
2020-12-10,23.42342
2020-12-11,18.01801
2020-12-12,20.72072
2020-12-13,10.81081
2020-12-14,26.12612
2020-12-15,18.01801
2020-12-16,32.43243
2020-12-17,29.72972
2020-12-18,27.92792
2020-12-19,24.32432
2020-12-20,18.01801
2020-12-21,41.44144
2020-12-22,32.43243
2020-12-23,19.81981
2020-12-24,34.23423
2020-12-25,28.82882
2020-12-26,23.42342
2020-12-27,39.63963
2020-12-28,36.03603
2020-12-29,32.43243
2020-12-30,20.72072
2020-12-31,17.11711
2021-01-01,21.62162
2021-01-02,14.41441
2021-01-03,18.91891
2021-01-04,30.63063
2021-01-05,18.01801
2021-01-06,19.81981
2021-01-07,18.01801
2021-01-08,18.01801
2021-01-09,14.41441
2021-01-10,11.71171
2021-01-11,21.62162
2021-01-12,15.31531
2021-01-13,18.91891
2021-01-14,23.42342
2021-01-15,10.81081
2021-01-16,14.41441
2021-01-17,18.01801
2021-01-18,26.12612
2021-01-19,24.32432
2021-01-20,25.22522
2021-01-21,23.42342
2021-01-22,22.52252
2021-01-23,25.22522
2021-01-24,26.12612
2021-01-25,18.01801
2021-01-26,11.71171
2021-01-27,24.32432
2021-01-28,19.81981
2021-01-29,10.81081
2021-01-30,10.81081
2021-01-31,13.51351
2021-02-01,24.32432
2021-02-02,11.71171
2021-02-03,18.91891
2021-02-04,29.72972
2021-02-05,15.31531
2021-02-06,16.21621
2021-02-07,18.91891
2021-02-08,18.01801
2021-02-09,8.1081
2021-02-10,9.9099
2021-02-11,14.41441
2021-02-12,18.91891
2021-02-13,23.42342
2021-02-14,11.71171
2021-02-15,12.61261
2021-02-16,32.43243
2021-02-17,17.11711
2021-02-18,19.81981
2021-02-19,17.11711
2021-02-20,13.51351
2021-02-21,13.51351
2021-02-22,16.21621
2021-02-23,10.81081
2021-02-24,18.91891
2021-02-25,27.92792
2021-02-26,12.61261
2021-02-27,10.81081
2021-02-28,9.9099
2021-03-01,12.61261
2021-03-02,4.5045
2021-03-03,7.2072
2021-03-04,15.31531
2021-03-05,19.81981
2021-03-06,14.41441
2021-03-08,15.31531
2021-03-09,19.81981
2021-03-10,22.52252
2021-03-11,15.31531
2021-03-12,20.72072
2021-03-13,10.81081
2021-03-14,15.31531
2021-03-15,20.72072
2021-03-16,29.72972
2021-03-17,35.13513
2021-03-18,19.81981
2021-03-19,19.81981
2021-03-20,18.01801
2021-03-21,12.61261
2021-03-22,23.42342
2021-03-23,24.32432
2021-03-24,19.81981
2021-03-25,22.52252
2021-03-26,14.41441
2021-03-27,27.02702
2021-03-28,9.9099
2021-03-29,16.21621
2021-03-30,25.22522
2021-03-31,25.22522
2021-04-01,15.31531
2021-04-02,18.01801
2021-04-03,18.91891
2021-04-04,12.61261
2021-04-05,23.42342
2021-04-06,20.72072
2021-04-07,18.91891
2021-04-08,23.42342
2021-04-09,23.42342
2021-04-10,11.71171
2021-04-11,10.81081
2021-04-12,22.52252
2021-04-13,18.91891
2021-04-14,22.52252
2021-04-15,28.82882
2021-04-16,27.92792
2021-04-17,11.71171
2021-04-18,9.9099
2021-04-19,25.22522
2021-04-20,30.63063
2021-04-21,30.63063
2021-04-22,36.03603
2021-04-23,18.91891
2021-04-24,14.41441
2021-04-25,26.12612
2021-04-26,23.42342
2021-04-27,28.82882
2021-04-28,33.33333
2021-04-29,34.23423
2021-04-30,27.02702
2021-05-01,24.32432
2021-05-02,19.81981
2021-05-03,37.83783
2021-05-04,38.73873
2021-05-05,26.12612
2021-05-06,38.73873
2021-05-07,43.24324
2021-05-08,29.72972
2021-05-09,36.03603
2021-05-10,21.62162
2021-05-11,23.42342
2021-05-12,21.62162
2021-05-13,26.12612
2021-05-14,25.22522
2021-05-15,27.02702
2021-05-16,24.32432
2021-05-17,28.82882
2021-05-18,18.01801
2021-05-19,11.71171
2021-05-20,19.81981
2021-05-21,19.81981
2021-05-22,19.81981
2021-05-23,16.21621
2021-05-24,18.91891
2021-05-25,24.32432
2021-05-26,18.01801
2021-05-27,31.53153
2021-05-28,22.52252
2021-05-29,19.81981
2021-05-30,19.81981
2021-05-31,62.16216
2021-06-01,37.83783
2021-06-02,31.53153
2021-06-03,32.43243
2021-06-04,26.12612
2021-06-05,18.91891
2021-06-06,18.01801
2021-06-07,27.92792
2021-06-08,10.81081
2021-06-09,33.33333
2021-06-10,27.92792
2021-06-11,27.92792
2021-06-12,18.91891
2021-06-13,16.21621
2021-06-14,23.42342
2021-06-15,25.22522
2021-06-16,27.92792
2021-06-17,21.62162
2021-06-18,15.31531
2021-06-19,9.009
2021-06-20,22.52252
2021-06-21,24.32432
2021-06-22,17.11711
2021-06-23,20.72072
2021-06-24,19.81981
2021-06-25,9.9099
2021-06-27,6.3063
2021-06-28,16.21621
2021-06-29,13.51351
2021-06-30,21.62162
2021-07-01,12.61261
2021-07-02,24.32432
2021-07-03,5.4054
2021-07-04,12.61261
2021-07-05,25.22522
2021-07-06,25.22522
2021-07-07,29.72972
2021-07-08,34.23423
2021-07-09,18.01801
2021-07-10,20.72072
2021-07-11,23.42342
2021-07-12,18.01801
2021-07-13,26.12612
2021-07-14,9.009
2021-07-15,18.91891
2021-07-16,24.32432
2021-07-17,22.52252
2021-07-18,22.52252
2021-07-19,36.03603
2021-07-20,29.72972
2021-07-21,22.52252
2021-07-22,20.72072
2021-07-23,10.81081
2021-07-24,16.21621
2021-07-25,11.71171
2021-07-26,18.01801
2021-07-27,19.81981
2021-07-28,9.009
2021-07-29,18.91891
2021-07-30,23.42342
2021-07-31,9.9099
2021-08-01,23.42342
2021-08-02,18.01801
2021-08-03,17.11711
2021-08-04,21.62162
2021-08-05,24.32432
2021-08-06,22.52252
2021-08-07,15.31531
2021-08-08,13.51351
2021-08-09,23.42342
2021-08-10,9.009
2021-08-11,19.81981
2021-08-12,25.22522
2021-08-13,16.21621
2021-08-14,26.12612
2021-08-15,18.01801
2021-08-16,18.91891
2021-08-17,18.01801
2021-08-18,18.01801
2021-08-19,23.42342
2021-08-20,27.02702
2021-08-21,17.11711
2021-08-22,18.01801
2021-08-23,35.13513
2021-08-24,35.13513
2021-08-25,36.93693
2021-08-26,32.43243
2021-08-27,31.53153
2021-08-28,24.32432
2021-08-29,11.71171
2021-08-30,25.22522
2021-08-31,21.62162
2021-09-01,24.32432
2021-09-02,22.52252
2021-09-03,27.02702
2021-09-04,29.72972
2021-09-05,33.33333
2021-09-06,23.42342
2021-09-07,19.81981
2021-09-08,18.01801
2021-09-09,26.12612
2021-09-10,25.22522
2021-09-11,23.42342
2021-09-12,22.52252
2021-09-13,27.02702
2021-09-14,27.92792
2021-09-15,38.73873
2021-09-16,38.73873
2021-09-17,27.02702
2021-09-18,16.21621
2021-09-19,22.52252
2021-09-20,14.41441
2021-09-21,16.21621
2021-09-22,15.31531
2021-09-23,35.13513
2021-09-24,30.63063
2021-09-25,22.52252
2021-09-26,26.12612
2021-09-27,32.43243
2021-09-28,38.73873
2021-09-29,36.03603
2021-09-30,21.62162
2021-10-01,16.21621
2021-10-02,22.52252
2021-10-03,12.61261
2021-10-04,22.52252
2021-10-05,48.64864
2021-10-06,26.12612
2021-10-07,27.92792
2021-10-08,36.03603
2021-10-09,10.81081
2021-10-10,31.53153
2021-10-11,16.21621
2021-10-12,33.33333
2021-10-13,27.02702
2021-10-14,35.13513
2021-10-15,15.31531
2021-10-16,17.11711
2021-10-17,16.21621
2021-10-18,26.12612
2021-10-19,32.43243
2021-10-20,25.22522
2021-10-21,33.33333
2021-10-22,29.72972
2021-10-23,16.21621
2021-10-24,18.91891
2021-10-25,27.92792
2021-10-26,32.43243
2021-10-27,43.24324
2021-10-28,27.02702
2021-10-29,28.82882
2021-10-30,27.02702
2021-10-31,21.62162
2021-11-01,27.92792
2021-11-02,25.22522
2021-11-03,35.13513
2021-11-04,29.72972
2021-11-05,27.92792
2021-11-06,26.12612
2021-11-07,24.32432
2021-11-08,27.92792
2021-11-09,32.43243
2021-11-10,24.32432
2021-11-11,22.52252
2021-11-12,29.72972
2021-11-13,14.41441
2021-11-14,22.52252
2021-11-15,27.02702
2021-11-16,24.32432
2021-11-17,19.81981
2021-11-18,27.92792
2021-11-19,19.81981
2021-11-20,16.21621
2021-11-21,18.91891
2021-11-22,28.82882
2021-11-23,27.02702
2021-11-24,36.03603
2021-11-25,30.63063
2021-11-26,16.21621
2021-11-27,15.31531
2021-11-28,12.61261
2021-11-29,12.61261
2021-11-30,17.11711
2021-12-01,22.52252
2021-12-02,19.81981
2021-12-03,27.92792
2021-12-04,17.11711
2021-12-05,22.52252
2021-12-06,28.82882
2021-12-07,29.72972
2021-12-08,100.0
2021-12-09,63.06306
2021-12-10,63.06306
2021-12-11,33.33333
2021-12-12,34.23423
2021-12-13,32.43243
2021-12-14,33.33333
2021-12-15,28.82882
2021-12-16,27.92792
2021-12-17,25.22522
2021-12-18,34.23423
2021-12-19,32.43243
2021-12-20,33.33333
2021-12-21,19.81981
2021-12-22,26.12612
2021-12-23,19.81981
2021-12-24,19.81981
2021-12-25,9.9099
2021-12-26,13.51351
2021-12-27,14.41441
2021-12-28,20.72072
2021-12-29,23.42342
2021-12-30,16.21621
2021-12-31,4.5045
2022-01-01,9.009
2022-01-02,14.41441
2022-01-03,20.72072
2022-01-04,8.1081
2022-01-05,12.61261
2022-01-06,23.42342
2022-01-07,13.51351
2022-01-08,18.91891
2022-01-09,12.61261
2022-01-10,13.51351
2022-01-11,20.72072
2022-01-12,7.2072
2022-01-13,11.71171
2022-01-14,18.91891
2022-01-15,9.9099
2022-01-16,9.009
2022-01-17,18.01801
2022-01-18,19.81981
2022-01-19,15.31531
2022-01-20,19.81981
2022-01-22,6.3063
2022-01-23,5.4054
2022-01-24,12.61261
2022-01-25,11.71171
2022-01-26,12.61261
2022-01-27,13.51351
2022-01-28,11.71171
2022-01-29,4.5045
2022-01-30,8.1081
2022-01-31,10.81081
2022-02-01,8.1081
2022-02-02,10.81081
2022-02-03,9.9099
2022-02-04,9.009
2022-02-05,9.9099
2022-02-06,12.61261
2022-02-07,16.21621
2022-02-08,13.51351
2022-02-09,15.31531
2022-02-10,18.91891
2022-02-11,24.32432
2022-02-12,18.91891
2022-02-13,11.71171
2022-02-14,19.81981
2022-02-15,16.21621
2022-02-16,19.81981
2022-02-17,24.32432
2022-02-18,26.12612
2022-02-19,14.41441
2022-02-20,14.41441
2022-02-21,22.52252
2022-02-22,6.3063
2022-02-23,11.71171
2022-02-24,28.82882
2022-02-25,18.01801
2022-02-26,9.009
2022-02-27,11.71171
2022-02-28,17.11711
2022-03-01,14.41441
2022-03-02,16.21621
2022-03-03,7.2072
2022-03-04,16.21621
2022-03-05,11.71171
2022-03-06,20.72072
2022-03-07,15.31531
2022-03-08,18.91891
2022-03-09,9.009
2022-03-10,17.11711
2022-03-11,18.91891
2022-03-12,20.72072
2022-03-13,9.9099
2022-03-14,18.01801
2022-03-15,21.62162
2022-03-16,16.21621
2022-03-17,27.92792
2022-03-18,21.62162
2022-03-19,9.9099
2022-03-20,9.009
2022-03-21,12.61261
2022-03-22,21.62162
2022-03-23,26.12612
2022-03-24,24.32432
2022-03-25,14.41441
2022-03-26,11.71171
2022-03-27,18.01801
2022-03-28,17.11711
2022-03-29,21.62162
2022-03-30,18.01801
2022-03-31,31.53153
2022-04-01,20.72072
2022-04-02,11.71171
2022-04-03,12.61261
2022-04-04,20.72072
2022-04-05,27.02702
2022-04-06,26.12612
2022-04-07,16.21621
2022-04-08,18.01801
2022-04-09,7.2072
2022-04-10,7.2072
2022-04-11,20.72072
2022-04-12,17.11711
2022-04-13,20.72072
2022-04-14,22.52252
2022-04-15,15.31531
2022-04-16,11.71171
2022-04-17,18.01801
2022-04-18,9.009
2022-04-19,18.91891
2022-04-20,13.51351
2022-04-21,20.72072
2022-04-22,13.51351
2022-04-23,18.01801
2022-04-24,17.11711
2022-04-25,20.72072
2022-04-26,21.62162
2022-04-27,14.41441
2022-04-28,10.81081
2022-04-29,10.81081
2022-04-30,12.61261
2022-05-01,22.52252
2022-05-02,18.91891
2022-05-03,18.91891
2022-05-04,18.91891
2022-05-05,21.62162
2022-05-06,12.61261
2022-05-07,8.1081
2022-05-08,7.2072
2022-05-09,24.32432
2022-05-10,11.71171
2022-05-11,11.71171
2022-05-12,21.62162
2022-05-13,16.21621
2022-05-14,15.31531
2022-05-15,9.009
2022-05-16,27.92792
2022-05-17,18.01801
2022-05-18,22.52252
2022-05-19,17.11711
2022-05-20,15.31531
2022-05-21,10.81081
2022-05-22,17.11711
2022-05-23,12.61261
2022-05-24,12.61261
2022-05-25,20.72072
2022-05-26,18.01801
2022-05-27,4.5045
2022-05-29,9.9099
2022-05-30,17.11711
2022-05-31,9.009
2022-06-01,9.009
2022-06-02,12.61261
2022-06-03,8.1081
2022-06-05,9.009
2022-06-06,17.11711
2022-06-07,5.4054
2022-06-08,18.01801
2022-06-09,14.41441
2022-06-10,10.81081
2022-06-11,6.3063
2022-06-12,8.1081
2022-06-13,18.01801
2022-06-14,4.5045
2022-06-15,9.9099
2022-06-16,13.51351
2022-06-17,14.41441
2022-06-18,11.71171
2022-06-19,6.3063
2022-06-20,19.81981
2022-06-21,12.61261
2022-06-22,14.41441
2022-06-23,10.81081
2022-06-24,12.61261
2022-06-25,10.81081
2022-06-26,5.4054
2022-06-27,12.61261
2022-06-28,20.72072
2022-06-29,5.4054
2022-06-30,14.41441
2022-07-01,8.1081
2022-07-02,6.3063
2022-07-04,8.1081
2022-07-05,14.41441
2022-07-06,19.81981
2022-07-07,9.9099
2022-07-08,50.45045
2022-07-09,18.01801
2022-07-10,15.31531
2022-07-11,18.91891
2022-07-12,18.91891
2022-07-13,10.81081
2022-07-14,18.01801
2022-07-15,18.01801
2022-07-16,14.41441
2022-07-18,28.82882
2022-07-19,15.31531
2022-07-20,13.51351
2022-07-21,9.9099
2022-07-22,16.21621
2022-07-23,8.1081
2022-07-25,18.91891
2022-07-26,13.51351
2022-07-27,15.31531
2022-07-28,8.1081
2022-07-29,18.01801
2022-07-30,6.3063
2022-07-31,6.3063
2022-08-01,11.71171
2022-08-02,24.32432
2022-08-03,20.72072
2022-08-04,17.11711
2022-08-05,14.41441
2022-08-06,25.22522
2022-08-07,16.21621
2022-08-08,11.71171
2022-08-09,8.1081
2022-08-10,14.41441
2022-08-11,5.4054
2022-08-12,16.21621
2022-08-13,16.21621
2022-08-14,15.31531
2022-08-15,8.1081
2022-08-16,18.01801
2022-08-17,12.61261
2022-08-18,7.2072
2022-08-19,19.81981
2022-08-20,12.61261
2022-08-21,9.9099
2022-08-22,18.91891
2022-08-23,27.92792
2022-08-24,5.4054
2022-08-25,20.72072
2022-08-26,22.52252
2022-08-27,18.01801
2022-08-28,18.91891
2022-08-29,15.31531
2022-08-30,10.81081
2022-08-31,24.32432
2022-09-01,13.51351
2022-09-02,18.01801
2022-09-03,12.61261
2022-09-04,15.31531
2022-09-05,26.12612
2022-09-06,18.91891
2022-09-07,10.81081
2022-09-08,14.41441
2022-09-09,22.52252
2022-09-10,13.51351
2022-09-11,9.9099
2022-09-12,18.01801
2022-09-13,27.92792
2022-09-14,30.63063
2022-09-15,33.33333
2022-09-16,23.42342
2022-09-17,25.22522
2022-09-18,24.32432
2022-09-19,22.52252
2022-09-20,22.52252
2022-09-21,18.91891
2022-09-22,18.91891
2022-09-23,23.42342
2022-09-24,11.71171
2022-09-25,15.31531
2022-09-26,22.52252
2022-09-27,28.82882
2022-09-28,18.91891
2022-09-29,13.51351
2022-09-30,22.52252
2022-10-01,9.009
2022-10-02,18.01801
2022-10-03,15.31531
2022-10-04,17.11711
2022-10-05,23.42342
2022-10-06,16.21621
2022-10-07,19.81981
2022-10-08,9.009
2022-10-09,8.1081
2022-10-10,18.01801
2022-10-11,15.31531
2022-10-12,26.12612
2022-10-13,20.72072
2022-10-14,5.4054
2022-10-15,10.81081
2022-10-16,11.71171
2022-10-17,20.72072
2022-10-18,26.12612
2022-10-19,18.01801
2022-10-20,18.01801
2022-10-21,20.72072
2022-10-22,9.9099
2022-10-23,18.91891
2022-10-24,16.21621
2022-10-25,18.01801
2022-10-26,18.01801
2022-10-27,27.02702
2022-10-28,21.62162
2022-10-29,18.91891
2022-10-30,21.62162
2022-10-31,10.81081
2022-11-01,20.72072
2022-11-02,13.51351
2022-11-03,18.91891
2022-11-04,18.91891
2022-11-05,14.41441
2022-11-06,17.11711
2022-11-07,19.81981
2022-11-08,11.71171
2022-11-09,10.81081
2022-11-10,20.72072
2022-11-11,14.41441
2022-11-12,8.1081
2022-11-13,12.61261
2022-11-14,12.61261
2022-11-15,18.91891
2022-11-16,27.02702
2022-11-17,14.41441
2022-11-18,25.22522
2022-11-19,25.22522
2022-11-20,11.71171
2022-11-21,20.72072
2022-11-22,24.32432
2022-11-23,20.72072
2022-11-24,7.2072
2022-11-25,18.01801
2022-11-26,26.12612
2022-11-27,12.61261
2022-11-28,24.32432
2022-11-29,18.91891
2022-11-30,15.31531
2022-12-01,27.92792
2022-12-02,8.1081
2022-12-03,7.2072
2022-12-04,9.9099
2022-12-05,15.31531
2022-12-06,24.32432
2022-12-07,19.81981
2022-12-08,14.41441
2022-12-09,14.41441
2022-12-10,9.009
2022-12-11,6.3063
2022-12-12,17.11711
2022-12-13,13.51351
2022-12-14,25.22522
2022-12-15,15.31531
2022-12-16,20.72072
2022-12-17,4.5045
2022-12-18,8.1081
2022-12-19,22.52252
2022-12-20,17.11711
2022-12-21,15.31531
2022-12-22,16.21621
2022-12-23,18.91891
2022-12-24,8.1081
2022-12-25,16.21621
2022-12-26,15.31531
2022-12-27,17.11711
2022-12-28,27.02702
2022-12-29,16.21621
2022-12-30,14.41441
2022-12-31,12.61261
2023-01-01,9.9099
2023-01-02,24.32432
2023-01-03,33.33333
2023-01-04,21.62162
2023-01-05,22.52252
2023-01-06,24.32432
2023-01-07,13.51351
2023-01-08,25.22522
2023-01-09,33.33333
2023-01-10,27.02702
2023-01-11,27.92792
2023-01-12,24.32432
2023-01-13,17.11711
2023-01-14,9.9099
2023-01-15,20.72072
2023-01-16,19.81981
2023-01-17,30.63063
2023-01-18,17.11711
2023-01-19,19.81981
2023-01-20,9.009
2023-01-21,5.4054
2023-01-22,5.4054
2023-01-23,11.71171
2023-01-24,15.31531
2023-01-25,4.5045
2023-01-26,22.52252
2023-01-27,18.01801
2023-01-28,9.009
2023-01-29,17.11711
2023-01-30,13.51351
2023-01-31,12.61261
2023-02-01,19.81981
2023-02-02,5.4054
2023-02-03,21.62162
2023-02-04,8.1081
2023-02-05,9.009
2023-02-06,13.51351
2023-02-07,23.42342
2023-02-08,18.91891
2023-02-09,18.01801
2023-02-10,6.3063
2023-02-11,10.81081
2023-02-12,9.9099
2023-02-13,13.51351
2023-02-14,13.51351
2023-02-15,6.3063
2023-02-16,20.72072
2023-02-17,20.72072
2023-02-18,14.41441
2023-02-19,8.1081
2023-02-20,12.61261
2023-02-21,15.31531
2023-02-22,17.11711
2023-02-23,12.61261
2023-02-24,20.72072
2023-02-25,17.11711
2023-02-26,6.3063
2023-02-27,15.31531
2023-02-28,17.11711
2023-03-01,9.009
2023-03-02,10.81081
2023-03-03,32.43243
2023-03-04,16.21621
2023-03-05,18.01801
2023-03-06,12.61261
2023-03-07,39.63963
2023-03-08,30.63063
2023-03-09,35.13513
2023-03-10,26.12612
2023-03-11,22.52252
2023-03-12,47.74774
2023-03-13,36.03603
2023-03-14,53.15315
2023-03-15,36.03603
2023-03-16,27.92792
2023-03-17,31.53153
2023-03-18,37.83783
2023-03-19,33.33333
2023-03-20,36.93693
2023-03-21,32.43243
2023-03-22,30.63063
2023-03-23,40.54054
2023-03-24,31.53153
2023-03-25,14.41441
2023-03-26,27.92792
2023-03-27,35.13513
2023-03-28,26.12612
2023-03-29,33.33333
2023-03-30,29.72972
2023-03-31,27.92792
2023-04-01,12.61261
2023-04-02,10.81081
2023-04-03,18.01801
2023-04-04,9.9099
2023-04-05,31.53153
2023-04-06,38.73873
2023-04-07,14.41441
2023-04-08,11.71171
2023-04-09,24.32432
2023-04-10,23.42342
2023-04-11,25.22522
2023-04-12,21.62162
2023-04-13,18.91891
2023-04-14,23.42342
2023-04-15,8.1081
2023-04-16,27.92792
2023-04-17,19.81981
2023-04-18,33.33333
2023-04-19,21.62162
2023-04-20,26.12612
2023-04-21,16.21621
2023-04-22,16.21621
2023-04-23,14.41441
2023-04-24,28.82882
2023-04-25,18.01801
2023-04-26,14.41441
2023-04-27,21.62162
2023-04-28,15.31531
2023-04-29,9.009
2023-04-30,15.31531
2023-05-01,21.62162
2023-05-02,22.52252
2023-05-03,27.92792
2023-05-04,25.22522
2023-05-05,13.51351
2023-05-06,13.51351
2023-05-07,11.71171
2023-05-08,11.71171
2023-05-09,22.52252
2023-05-10,23.42342
2023-05-11,24.32432
2023-05-12,19.81981
2023-05-13,11.71171
2023-05-14,10.81081
2023-05-15,9.9099
2023-05-16,30.63063
2023-05-17,24.32432
2023-05-18,30.63063
2023-05-19,21.62162
2023-05-20,8.1081
2023-05-21,18.01801
2023-05-22,32.43243
2023-05-23,21.62162
2023-05-24,26.12612
2023-05-25,14.41441
2023-05-26,11.71171
2023-05-27,22.52252
2023-05-28,15.31531
2023-05-29,19.81981
2023-05-30,24.32432
2023-05-31,9.9099
2023-06-01,9.9099
2023-06-02,16.21621
2023-06-03,16.21621
2023-06-04,12.61261
2023-06-05,15.31531
2023-06-06,11.71171
2023-06-07,22.52252
2023-06-08,17.11711
2023-06-09,20.72072
2023-06-10,18.91891
2023-06-11,11.71171
2023-06-12,25.22522
2023-06-13,21.62162
2023-06-14,9.9099
2023-06-15,20.72072
2023-06-16,21.62162
