date,외환은행환율조회
2023-05-29,9.78486
2023-05-30,29.48207
2023-05-31,28.3984
2023-06-01,28.19123
2023-06-02,29.11553
2023-06-03,7.68127
2023-06-04,5.05179
2023-06-05,27.21912
2023-06-06,9.83266
2023-06-07,30.16733
2023-06-08,27.26693
2023-06-09,28.76494
2023-06-10,7.49003
2023-06-11,4.87649
2023-06-12,32.35059
2023-06-13,32.63745
2023-06-14,37.21115
2023-06-15,36.25498
2023-06-16,32.58964
2023-06-17,8.17529
2023-06-18,6.15139
2023-06-19,31.96812
2023-06-20,32.49402
2023-06-21,31.71314
2023-06-22,27.93625
2023-06-23,30.83665
2023-06-24,7.39442
2023-06-25,5.41832
2023-06-26,29.35458
2023-06-27,31.15537
2023-06-28,29.92828
2023-06-29,27.60159
2023-06-30,30.61354
2023-07-01,7.8247
2023-07-02,5.00398
2023-07-03,28.749
2023-07-04,31.23505
2023-07-05,29.65737
2023-07-06,29.80079
2023-07-07,26.07171
2023-07-08,6.99601
2023-07-09,5.45019
2023-07-10,27.69721
2023-07-11,28.54183
2023-07-12,30.07171
2023-07-13,32.20717
2023-07-14,31.2988
2023-07-15,7.88844
2023-07-16,4.81274
2023-07-17,27.34661
2023-07-18,27.15537
2023-07-19,27.05976
2023-07-20,30.13545
2023-07-21,27.17131
2023-07-22,6.61354
2023-07-23,5.48207
2023-07-24,29.06772
2023-07-25,27.63346
2023-07-26,27.28286
2023-07-27,28.20717
2023-07-28,27.1235
2023-07-29,6.35856
2023-07-30,5.16334
2023-07-31,29.54581
2023-08-01,26.08764
2023-08-02,27.93625
2023-08-03,30.7729
2023-08-04,29.30677
2023-08-05,6.9482
2023-08-06,5.11553
2023-08-07,27.69721
2023-08-08,28.12749
2023-08-09,31.31474
2023-08-10,24.70119
2023-08-11,24.9243
2023-08-12,6.9482
2023-08-13,5.88047
2023-08-14,27.72908
2023-08-15,10.67729
2023-08-16,32.97211
2023-08-17,29.94422
2023-08-18,30.75697
2023-08-19,7.33067
2023-08-20,5.57768
2023-08-21,29.78486
2023-08-22,28.90836
2023-08-23,27.66533
2023-08-24,27.79282
2023-08-25,27.04382
2023-08-26,7.34661
2023-08-27,4.63745
2023-08-28,24.43027
2023-08-29,27.37848
2023-08-30,25.52988
2023-08-31,28.43027
2023-09-01,26.7729
2023-09-02,6.13545
2023-09-03,4.86055
2023-09-04,27.28286
2023-09-05,27.68127
2023-09-06,26.67729
2023-09-07,24.60557
2023-09-08,22.42231
2023-09-09,6.39043
2023-09-10,5.00398
2023-09-11,23.07569
2023-09-12,23.8725
2023-09-13,23.28286
2023-09-14,23.20318
2023-09-15,22.1992
2023-09-16,6.39043
2023-09-17,4.50996
2023-09-18,23.2988
2023-09-19,23.17131
2023-09-20,25.06772
2023-09-21,30.61354
2023-09-22,23.80876
2023-09-23,5.80079
2023-09-24,3.95219
2023-09-25,27.04382
2023-09-26,29.40239
2023-09-27,26.48605
2023-09-28,7.17131
2023-09-29,5.19521
2023-09-30,5.16334
2023-10-01,4.60557
2023-10-02,7.20318
2023-10-03,8.62151
2023-10-04,33.86454
2023-10-05,28.0478
2023-10-06,24.97211
2023-10-07,6.61354
2023-10-08,4.94023
2023-10-09,9.17928
2023-10-10,26.5976
2023-10-11,27.66533
2023-10-12,24.20717
2023-10-13,24.31872
2023-10-14,6.53386
2023-10-15,5.29083
2023-10-16,25.80079
2023-10-17,26.11952
2023-10-18,24.84462
2023-10-19,25.29083
2023-10-20,28.76494
2023-10-21,6.43824
2023-10-22,3.90438
2023-10-23,24.27091
2023-10-24,23.61752
2023-10-25,23.77689
2023-10-26,24.97211
2023-10-27,22.96414
2023-10-28,5.99203
2023-10-29,4.12749
2023-10-30,24.27091
2023-10-31,26.48605
2023-11-01,23.55378
2023-11-02,22.56573
2023-11-03,28.73306
2023-11-04,7.56972
2023-11-05,5.92828
2023-11-06,32.55776
2023-11-07,30.99601
2023-11-08,27.6494
2023-11-09,26.5498
2023-11-10,24.84462
2023-11-11,6.7729
2023-11-12,4.71713
2023-11-13,23.76095
2023-11-14,21.43426
2023-11-15,29.40239
2023-11-16,26.85258
2023-11-17,24.5737
2023-11-18,6.90039
2023-11-19,4.78087
2023-11-20,25.24302
2023-11-21,26.7729
2023-11-22,23.66533
2023-11-23,23.61752
2023-11-24,20.46215
2023-11-25,5.57768
2023-11-26,4.73306
2023-11-27,23.61752
2023-11-28,22.45418
2023-11-29,24.2231
2023-11-30,24.2231
2023-12-01,25.86454
2023-12-02,7.1235
2023-12-03,4.35059
2023-12-04,25.08366
2023-12-05,24.60557
2023-12-06,25.41832
2023-12-07,27.6494
2023-12-08,23.66533
2023-12-09,6.78884
2023-12-10,5.45019
2023-12-11,26.00796
2023-12-12,21.2749
2023-12-13,22.10358
2023-12-14,27.13944
2023-12-15,25.33864
2023-12-16,6.9482
2023-12-17,4.749
2023-12-18,25.00398
2023-12-19,25.46613
2023-12-20,22.11952
2023-12-21,21.54581
2023-12-22,21.30677
2023-12-23,5.46613
2023-12-24,4.07968
2023-12-25,5.03585
2023-12-26,22.5976
2023-12-27,23.25099
2023-12-28,21.99203
2023-12-29,19.6494
2023-12-30,6.56573
2023-12-31,4.27091
2024-01-01,4.76494
2024-01-02,27.55378
2024-01-03,25.14741
2024-01-04,21.99203
2024-01-05,20.41434
2024-01-06,6.74103
2024-01-07,4.33466
2024-01-08,20.35059
2024-01-09,20.9243
2024-01-10,23.8247
2024-01-11,22.10358
2024-01-12,20.76494
2024-01-13,6.16733
2024-01-14,4.60557
2024-01-15,20.52589
2024-01-16,23.74501
2024-01-17,28.27091
2024-01-18,24.35059
2024-01-19,23.44223
2024-01-20,6.93227
2024-01-21,5.11553
2024-01-22,25.498
2024-01-23,23.60159
2024-01-24,23.36254
2024-01-25,22.03984
2024-01-26,19.45816
2024-01-27,6.11952
2024-01-28,4.3984
2024-01-29,22.35856
2024-01-30,20.82868
2024-01-31,22.98007
2024-02-01,22.23107
2024-02-02,21.14741
2024-02-03,6.43824
2024-02-04,4.41434
2024-02-05,24.38247
2024-02-06,23.21912
2024-02-07,20.0478
2024-02-08,17.19521
2024-02-09,5.22709
2024-02-10,4.07968
2024-02-11,3.42629
2024-02-12,5.05179
2024-02-13,20.28685
2024-02-14,22.88446
2024-02-15,20.90836
2024-02-16,19.61752
2024-02-17,5.48207
2024-02-18,4.749
2024-02-19,19.98406
2024-02-20,18.56573
2024-02-21,18.72509
2024-02-22,18.47011
2024-02-23,19.79282
2024-02-24,5.29083
2024-02-25,4.27091
2024-02-26,19.76095
2024-02-27,18.3745
2024-02-28,20.90836
2024-02-29,20.38247
2024-03-01,6.08764
2024-03-02,4.5737
2024-03-03,3.68127
2024-03-04,21.92828
2024-03-05,20.30278
2024-03-06,17.92828
2024-03-07,17.83266
2024-03-08,18.0239
2024-03-09,6.11952
2024-03-10,4.20717
2024-03-11,20.749
2024-03-12,20.0478
2024-03-13,20.749
2024-03-14,19.74501
2024-03-15,19.85657
2024-03-16,6.10358
2024-03-17,4.49402
2024-03-18,20.52589
2024-03-19,21.25896
2024-03-20,19.77689
