date,주식차트사이트
2020-03-20,14.18439
2020-03-21,7.09219
2020-03-23,12.76595
2020-03-24,11.34751
2020-03-25,14.89361
2020-03-26,9.21985
2020-03-27,12.76595
2020-03-28,9.92907
2020-03-29,16.31205
2020-03-30,10.63829
2020-03-31,13.47517
2020-04-01,10.63829
2020-04-02,9.92907
2020-04-03,3.54609
2020-04-04,4.25531
2020-04-05,4.96453
2020-04-06,4.96453
2020-04-07,3.54609
2020-04-08,7.80141
2020-04-09,5.67375
2020-04-10,8.51063
2020-04-11,4.25531
2020-04-12,5.67375
2020-04-13,7.09219
2020-04-14,7.09219
2020-04-17,4.96453
2020-04-20,3.54609
2020-04-21,4.96453
2020-04-22,4.96453
2020-04-24,4.96453
2020-04-25,4.25531
2020-04-28,4.25531
2020-05-03,3.54609
2020-05-04,7.09219
2020-05-06,9.21985
2020-05-19,3.54609
2020-05-20,4.96453
2020-05-28,6.38297
2020-05-29,4.96453
2020-05-30,3.54609
2020-06-02,4.96453
2020-06-03,4.25531
2020-06-04,7.09219
2020-06-05,7.09219
2020-06-10,4.96453
2020-06-12,4.96453
2020-06-13,3.54609
2020-06-15,3.54609
2020-06-17,6.38297
2020-06-18,7.09219
2020-06-19,4.96453
2020-06-21,3.54609
2020-06-22,7.09219
2020-06-23,3.54609
2020-06-24,4.96453
2020-06-25,4.25531
2020-06-26,5.67375
2020-06-29,4.25531
2020-07-01,4.25531
2020-07-02,4.25531
2020-07-07,3.54609
2020-07-08,7.09219
2020-07-09,11.34751
2020-07-10,5.67375
2020-07-11,4.25531
2020-07-13,3.54609
2020-07-14,4.96453
2020-07-15,5.67375
2020-07-16,7.09219
2020-07-17,4.96453
2020-07-18,4.25531
2020-07-20,7.09219
2020-07-21,9.21985
2020-07-22,5.67375
2020-07-23,10.63829
2020-07-24,5.67375
2020-07-25,4.96453
2020-07-26,4.96453
2020-07-27,9.21985
2020-07-28,8.51063
2020-07-29,7.09219
2020-07-30,4.96453
2020-07-31,13.47517
2020-08-01,6.38297
2020-08-02,6.38297
2020-08-03,6.38297
2020-08-04,9.21985
2020-08-05,9.92907
2020-08-06,11.34751
2020-08-07,7.09219
2020-08-08,8.51063
2020-08-10,7.80141
2020-08-11,11.34751
2020-08-12,14.89361
2020-08-13,10.63829
2020-08-14,6.38297
2020-08-16,6.38297
2020-08-17,4.25531
2020-08-18,8.51063
2020-08-19,8.51063
2020-08-20,14.18439
2020-08-21,9.92907
2020-08-22,4.96453
2020-08-23,11.34751
2020-08-24,4.96453
2020-08-25,5.67375
2020-08-26,16.31205
2020-08-27,13.47517
2020-08-28,14.89361
2020-08-29,9.92907
2020-08-30,5.67375
2020-08-31,19.14893
2020-09-01,21.98581
2020-09-02,60.9929
2020-09-03,74.46808
2020-09-04,70.21276
2020-09-05,34.75177
2020-09-06,31.91489
2020-09-07,62.41134
2020-09-08,60.9929
2020-09-09,88.65248
2020-09-10,100.0
2020-09-11,71.6312
2020-09-12,48.93617
2020-09-13,46.80851
2020-09-14,62.41134
2020-09-15,65.95744
2020-09-16,90.07092
2020-09-17,75.88652
2020-09-18,60.9929
2020-09-19,41.13475
2020-09-20,34.04255
2020-09-21,30.49645
2020-09-22,45.39007
2020-09-23,34.75177
2020-09-24,37.58865
2020-09-25,29.78723
2020-09-26,34.75177
2020-09-27,20.56737
2020-09-28,12.05673
2020-09-29,7.09219
2020-09-30,3.54609
2020-10-01,3.54609
2020-10-02,4.96453
2020-10-04,5.67375
2020-10-05,6.38297
2020-10-06,8.51063
2020-10-07,10.63829
2020-10-08,9.21985
2020-10-09,3.54609
2020-10-11,10.63829
2020-10-12,8.51063
2020-10-13,7.80141
2020-10-14,7.80141
2020-10-15,5.67375
2020-10-16,6.38297
2020-10-19,11.34751
2020-10-20,4.25531
2020-10-21,7.80141
2020-10-22,3.54609
2020-10-23,8.51063
2020-10-25,4.25531
2020-10-26,7.80141
2020-10-27,4.25531
2020-10-28,9.92907
2020-10-29,11.34751
2020-10-30,6.38297
2020-11-02,6.38297
2020-11-03,7.09219
2020-11-04,5.67375
2020-11-05,6.38297
2020-11-06,4.96453
2020-11-08,4.96453
2020-11-09,4.25531
2020-11-10,8.51063
2020-11-11,7.80141
2020-11-12,14.89361
2020-11-13,9.92907
2020-11-14,3.54609
2020-11-16,7.80141
2020-11-17,14.18439
2020-11-18,7.80141
2020-11-19,16.31205
2020-11-20,11.34751
2020-11-21,4.25531
2020-11-22,7.09219
2020-11-23,16.31205
2020-11-24,7.80141
2020-11-25,13.47517
2020-11-26,12.76595
2020-11-27,7.09219
2020-11-28,5.67375
2020-11-29,3.54609
2020-11-30,8.51063
2020-12-01,14.89361
2020-12-02,10.63829
2020-12-03,14.89361
2020-12-04,46.80851
2020-12-05,32.62411
2020-12-06,7.09219
2020-12-07,18.43971
2020-12-08,21.27659
2020-12-09,27.65957
2020-12-10,28.36879
2020-12-11,30.49645
2020-12-12,10.63829
2020-12-13,19.85815
2020-12-14,13.47517
2020-12-15,12.76595
2020-12-16,15.60283
2020-12-17,14.89361
2020-12-18,9.21985
2020-12-19,9.92907
2020-12-20,5.67375
2020-12-21,7.80141
2020-12-22,10.63829
2020-12-23,17.73049
2020-12-24,9.92907
2020-12-25,12.76595
2020-12-26,6.38297
2020-12-27,10.63829
2020-12-28,9.92907
2020-12-29,12.76595
2020-12-30,9.21985
2020-12-31,5.67375
2021-01-01,6.38297
2021-01-03,9.21985
2021-01-04,12.76595
2021-01-05,8.51063
2021-01-06,12.05673
2021-01-07,21.98581
2021-01-08,17.02127
2021-01-09,9.21985
2021-01-10,12.76595
2021-01-11,27.65957
2021-01-12,51.06382
2021-01-13,55.31914
2021-01-14,53.9007
2021-01-15,56.73758
2021-01-16,34.75177
2021-01-17,36.17021
2021-01-18,56.02836
2021-01-19,51.77304
2021-01-20,38.29787
2021-01-21,60.9929
2021-01-22,53.19148
2021-01-23,34.04255
2021-01-24,33.33333
2021-01-25,56.73758
2021-01-26,46.80851
2021-01-27,50.3546
2021-01-28,49.64539
2021-01-29,28.36879
2021-01-30,26.95035
2021-01-31,17.73049
2021-02-01,33.33333
2021-02-02,27.65957
2021-02-03,20.56737
2021-02-04,24.82269
2021-02-05,18.43971
2021-02-06,11.34751
2021-02-07,13.47517
2021-02-08,19.14893
2021-02-09,13.47517
2021-02-10,9.21985
2021-02-11,4.96453
2021-02-12,12.05673
2021-02-13,5.67375
2021-02-14,9.92907
2021-02-15,30.49645
2021-02-16,12.76595
2021-02-17,18.43971
2021-02-18,20.56737
2021-02-19,14.89361
2021-02-21,7.80141
2021-02-22,14.89361
2021-02-23,14.89361
2021-02-24,14.89361
2021-02-25,14.18439
2021-02-26,16.31205
2021-02-27,9.92907
2021-02-28,4.96453
2021-03-01,8.51063
2021-03-02,12.05673
2021-03-03,10.63829
2021-03-04,17.02127
2021-03-05,9.21985
2021-03-07,4.25531
2021-03-08,9.21985
2021-03-09,12.05673
2021-03-10,14.18439
2021-03-11,9.92907
2021-03-12,7.09219
2021-03-14,3.54609
2021-03-15,9.21985
2021-03-16,4.96453
2021-03-17,7.09219
2021-03-18,9.21985
2021-03-19,7.09219
2021-03-20,3.54609
2021-03-21,4.96453
2021-03-22,4.96453
2021-03-23,7.09219
2021-03-24,8.51063
2021-03-25,4.96453
2021-03-26,6.38297
2021-03-27,4.25531
2021-03-28,3.54609
2021-03-29,9.92907
2021-03-30,8.51063
2021-03-31,10.63829
2021-04-01,9.92907
2021-04-02,4.25531
2021-04-04,9.21985
2021-04-05,4.96453
2021-04-06,8.51063
2021-04-07,8.51063
2021-04-08,14.89361
2021-04-09,5.67375
2021-04-10,4.25531
2021-04-11,5.67375
2021-04-12,9.92907
2021-04-13,11.34751
2021-04-14,14.18439
2021-04-15,12.05673
2021-04-16,14.89361
2021-04-17,4.96453
2021-04-18,9.92907
2021-04-19,11.34751
2021-04-20,12.05673
2021-04-21,11.34751
2021-04-22,14.89361
2021-04-23,13.47517
2021-04-24,7.80141
2021-04-25,8.51063
2021-04-26,15.60283
2021-04-27,7.09219
2021-04-28,10.63829
2021-04-29,12.05673
2021-04-30,9.21985
2021-05-01,4.25531
2021-05-02,6.38297
2021-05-03,11.34751
2021-05-04,9.92907
2021-05-05,12.76595
2021-05-06,9.92907
2021-05-07,7.09219
2021-05-08,11.34751
2021-05-09,3.54609
2021-05-10,13.47517
2021-05-11,9.92907
2021-05-12,9.21985
2021-05-13,10.63829
2021-05-14,4.25531
2021-05-15,4.25531
2021-05-16,4.96453
2021-05-17,6.38297
2021-05-18,6.38297
2021-05-20,6.38297
2021-05-21,4.96453
2021-05-23,4.25531
2021-05-24,4.25531
2021-05-25,4.25531
2021-05-26,9.92907
2021-05-27,12.05673
2021-05-28,6.38297
2021-05-29,14.89361
2021-05-30,4.25531
2021-05-31,13.47517
2021-06-01,9.21985
2021-06-02,14.18439
2021-06-03,12.76595
2021-06-04,13.47517
2021-06-05,6.38297
2021-06-06,6.38297
2021-06-07,11.34751
2021-06-08,9.21985
2021-06-09,14.18439
2021-06-10,6.38297
2021-06-11,12.05673
2021-06-12,6.38297
2021-06-13,4.96453
2021-06-14,11.34751
2021-06-15,9.92907
2021-06-16,9.92907
2021-06-17,10.63829
2021-06-18,6.38297
2021-06-19,7.80141
2021-06-20,3.54609
2021-06-21,15.60283
2021-06-22,8.51063
2021-06-23,11.34751
2021-06-24,9.21985
2021-06-25,9.21985
2021-06-26,9.21985
2021-06-27,11.34751
2021-06-28,7.80141
2021-06-29,6.38297
2021-06-30,8.51063
2021-07-01,8.51063
2021-07-02,4.25531
2021-07-04,4.25531
2021-07-05,7.09219
2021-07-06,4.25531
2021-07-07,6.38297
2021-07-08,5.67375
2021-07-09,4.96453
2021-07-11,4.25531
2021-07-12,9.92907
2021-07-13,9.92907
2021-07-14,3.54609
2021-07-15,9.21985
2021-07-16,15.60283
2021-07-18,7.80141
2021-07-19,6.38297
2021-07-21,11.34751
2021-07-22,11.34751
2021-07-23,4.96453
2021-07-25,7.09219
2021-07-26,5.67375
2021-07-27,7.09219
2021-07-28,6.38297
2021-07-29,7.09219
2021-07-30,6.38297
2021-08-02,4.96453
2021-08-03,6.38297
2021-08-04,16.31205
2021-08-05,7.80141
2021-08-06,8.51063
2021-08-09,14.89361
2021-08-10,7.09219
2021-08-11,7.80141
2021-08-12,11.34751
2021-08-13,14.18439
2021-08-14,7.09219
2021-08-15,7.09219
2021-08-16,7.09219
2021-08-17,12.05673
2021-08-18,7.09219
2021-08-19,11.34751
2021-08-20,6.38297
2021-08-21,5.67375
2021-08-22,4.96453
2021-08-23,4.96453
2021-08-24,7.80141
2021-08-25,7.80141
2021-08-26,7.80141
2021-08-27,7.80141
2021-08-28,7.80141
2021-08-30,12.05673
2021-08-31,7.80141
2021-09-01,8.51063
2021-09-02,5.67375
2021-09-03,8.51063
2021-09-04,4.96453
2021-09-05,5.67375
2021-09-06,7.09219
2021-09-07,8.51063
2021-09-08,7.09219
2021-09-09,9.21985
2021-09-10,12.05673
2021-09-11,4.25531
2021-09-12,3.54609
2021-09-13,3.54609
2021-09-14,5.67375
2021-09-15,8.51063
2021-09-16,5.67375
2021-09-17,3.54609
2021-09-18,4.25531
2021-09-22,4.25531
2021-09-23,14.89361
2021-09-24,5.67375
2021-09-25,4.96453
2021-09-27,10.63829
2021-09-28,7.80141
2021-09-29,14.18439
2021-09-30,4.25531
2021-10-01,9.92907
2021-10-03,9.21985
2021-10-04,7.09219
2021-10-05,7.09219
2021-10-06,9.21985
2021-10-07,3.54609
2021-10-08,3.54609
2021-10-10,4.25531
2021-10-11,5.67375
2021-10-13,7.09219
2021-10-14,4.25531
2021-10-15,7.80141
2021-10-16,4.25531
2021-10-17,3.54609
2021-10-18,5.67375
2021-10-19,6.38297
2021-10-20,3.54609
2021-10-21,4.96453
2021-10-22,9.21985
2021-10-23,7.09219
2021-10-25,5.67375
2021-10-26,7.80141
2021-10-27,6.38297
2021-10-28,9.21985
2021-10-29,4.96453
2021-10-30,4.25531
2021-10-31,4.25531
2021-11-01,7.80141
2021-11-02,8.51063
2021-11-03,9.21985
2021-11-04,7.09219
2021-11-05,4.25531
2021-11-07,3.54609
2021-11-08,4.25531
2021-11-09,6.38297
2021-11-10,10.63829
2021-11-11,14.89361
2021-11-12,4.96453
2021-11-13,5.67375
2021-11-15,15.60283
2021-11-16,8.51063
2021-11-17,10.63829
2021-11-18,9.92907
2021-11-19,16.31205
2021-11-21,7.09219
2021-11-22,4.25531
2021-11-23,7.09219
2021-11-24,9.92907
2021-11-25,17.02127
2021-11-26,4.96453
2021-11-29,5.67375
2021-11-30,5.67375
2021-12-01,6.38297
2021-12-02,3.54609
2021-12-03,3.54609
2021-12-04,6.38297
2021-12-06,6.38297
2021-12-07,4.96453
2021-12-08,7.09219
2021-12-09,15.60283
2021-12-10,7.80141
2021-12-11,4.25531
2021-12-13,5.67375
2021-12-14,4.25531
2021-12-15,5.67375
2021-12-16,9.92907
2021-12-17,5.67375
2021-12-18,8.51063
2021-12-19,4.25531
2021-12-20,9.92907
2021-12-21,3.54609
2021-12-23,14.18439
2021-12-24,4.25531
2021-12-26,3.54609
2021-12-27,6.38297
2021-12-29,6.38297
2021-12-30,6.38297
2021-12-31,4.25531
2022-01-01,7.80141
2022-01-03,8.51063
2022-01-04,6.38297
2022-01-05,7.09219
2022-01-06,9.92907
2022-01-07,10.63829
2022-01-08,4.25531
2022-01-09,3.54609
2022-01-10,9.92907
2022-01-11,7.09219
2022-01-12,5.67375
2022-01-13,4.25531
2022-01-14,3.54609
2022-01-15,4.25531
2022-01-16,4.25531
2022-01-17,4.96453
2022-01-18,4.96453
2022-01-19,6.38297
2022-01-20,12.76595
2022-01-21,7.09219
2022-01-22,4.96453
2022-01-23,8.51063
2022-01-24,12.05673
2022-01-25,9.92907
2022-01-26,11.34751
2022-01-27,30.49645
2022-01-28,17.73049
2022-01-29,7.09219
2022-01-30,7.80141
2022-02-01,3.54609
2022-02-02,12.05673
2022-02-03,5.67375
2022-02-04,10.63829
2022-02-05,4.96453
2022-02-06,6.38297
2022-02-07,13.47517
2022-02-08,6.38297
2022-02-09,12.05673
2022-02-10,7.09219
2022-02-11,11.34751
2022-02-12,4.25531
2022-02-13,5.67375
2022-02-14,6.38297
2022-02-15,6.38297
2022-02-16,9.21985
2022-02-17,12.05673
2022-02-18,6.38297
2022-02-19,3.54609
2022-02-20,4.96453
2022-02-22,5.67375
2022-02-23,5.67375
2022-02-24,4.25531
2022-02-25,6.38297
2022-02-26,3.54609
2022-02-27,4.25531
2022-02-28,4.25531
