date,펀드
2020-03-20,34.52832
2020-03-21,19.39029
2020-03-22,17.44733
2020-03-23,28.73871
2020-03-24,27.54808
2020-03-25,24.41449
2020-03-26,22.17715
2020-03-27,18.40245
2020-03-28,11.65118
2020-03-29,10.43438
2020-03-30,16.48567
2020-03-31,21.82389
2020-04-01,22.07248
2020-04-02,17.70247
2020-04-03,13.88198
2020-04-04,10.12691
2020-04-05,10.13345
2020-04-06,14.87635
2020-04-07,16.00157
2020-04-08,14.15674
2020-04-09,13.87544
2020-04-10,13.11003
2020-04-11,8.7531
2020-04-12,9.65589
2020-04-13,12.71751
2020-04-14,12.69135
2020-04-15,9.01478
2020-04-16,10.06803
2020-04-17,12.86798
2020-04-18,8.0662
2020-04-19,8.66152
2020-04-20,11.4353
2020-04-21,13.89506
2020-04-22,13.51563
2020-04-23,12.70443
2020-04-24,13.43059
2020-04-25,7.94844
2020-04-26,8.35404
2020-04-27,10.9839
2020-04-28,10.71568
2020-04-29,10.58484
2020-04-30,6.7251
2020-05-01,6.29988
2020-05-02,5.33167
2020-05-03,6.43726
2020-05-04,8.82506
2020-05-05,7.47743
2020-05-06,10.55868
2020-05-07,9.19795
2020-05-08,8.42601
2020-05-09,6.1167
2020-05-10,6.48305
2020-05-11,8.29517
2020-05-12,9.53159
2020-05-13,8.94936
2020-05-14,8.90357
2020-05-15,7.92882
2020-05-16,5.44288
2020-05-17,6.04474
2020-05-18,9.14562
2020-05-19,10.34279
2020-05-20,10.00915
2020-05-21,10.79419
2020-05-22,8.89702
2020-05-23,6.09054
2020-05-24,6.85594
2020-05-25,10.83344
2020-05-26,10.76148
2020-05-27,10.15308
2020-05-28,10.53905
2020-05-29,8.97553
2020-05-30,6.67931
2020-05-31,7.03257
2020-06-01,10.85306
2020-06-02,11.65118
2020-06-03,12.70443
2020-06-04,12.63901
2020-06-05,12.4493
2020-06-06,7.61481
2020-06-07,8.32133
2020-06-08,11.44184
2020-06-09,13.56797
2020-06-10,12.9334
2020-06-11,13.15582
2020-06-12,11.40259
2020-06-13,7.18958
2020-06-14,7.26808
2020-06-15,10.69606
2020-06-16,11.69697
2020-06-17,11.21941
2020-06-18,10.93157
2020-06-19,12.2792
2020-06-20,6.7251
2020-06-21,6.79052
2020-06-22,11.21941
2020-06-23,11.69043
2020-06-24,12.89415
2020-06-25,15.75297
2020-06-26,11.57268
2020-06-27,6.76435
2020-06-28,7.16341
2020-06-29,10.89886
2020-06-30,11.36988
2020-07-01,12.03061
2020-07-02,11.36333
2020-07-03,10.83344
2020-07-04,6.96061
2020-07-05,100.0
2020-07-06,25.12102
2020-07-07,18.83422
2020-07-08,18.0034
2020-07-09,16.10624
2020-07-10,14.78477
2020-07-11,9.61664
2020-07-12,16.46604
2020-07-13,16.85856
2020-07-14,16.7408
2020-07-15,17.65013
2020-07-16,14.57542
2020-07-17,12.58668
2020-07-18,8.04657
2020-07-19,9.85215
2020-07-20,13.37825
2020-07-21,14.69972
2020-07-22,16.56417
2020-07-23,17.395
2020-07-24,14.19599
2020-07-25,9.66897
2020-07-26,11.25212
2020-07-27,15.49784
2020-07-28,16.18474
2020-07-29,15.17728
2020-07-30,14.85673
2020-07-31,13.89506
2020-08-01,10.34279
2020-08-02,10.13345
2020-08-03,14.86981
2020-08-04,16.39408
2020-08-05,19.30524
2020-08-06,21.13698
2020-08-07,19.84822
2020-08-08,11.76893
2020-08-09,12.325
2020-08-10,22.96218
2020-08-11,24.90514
2020-08-12,20.63325
2020-08-13,18.92581
2020-08-14,15.38008
2020-08-15,9.19141
2020-08-16,9.08674
2020-08-17,11.17362
2020-08-18,14.49038
2020-08-19,15.75297
2020-08-20,15.9754
2020-08-21,15.42587
2020-08-22,9.32879
2020-08-23,9.62318
2020-08-24,14.37917
2020-08-25,16.81931
2020-08-26,16.56417
2020-08-27,16.56417
2020-08-28,15.39971
2020-08-29,10.72877
2020-08-30,11.05586
2020-08-31,17.57817
2020-09-01,19.08936
2020-09-02,18.49404
2020-09-03,25.97801
2020-09-04,28.35274
2020-09-05,14.94177
2020-09-06,14.38571
2020-09-07,22.28182
2020-09-08,19.16132
2020-09-09,18.99123
2020-09-10,19.73701
2020-09-11,15.38662
2020-09-12,10.55213
2020-09-13,10.91848
2020-09-14,14.98102
2020-09-15,18.42862
2020-09-16,18.2062
2020-09-17,17.45387
2020-09-18,15.01373
2020-09-19,9.02786
2020-09-20,9.18487
2020-09-21,13.81002
2020-09-22,14.33991
2020-09-23,13.79039
2020-09-24,12.14182
2020-09-25,12.37079
2020-09-26,8.00078
2020-09-27,8.52413
2020-09-28,10.99044
2020-09-29,9.55776
2020-09-30,7.7849
2020-10-01,7.23537
2020-10-02,7.54284
2020-10-03,7.60172
2020-10-04,9.06057
2020-10-05,12.97919
2020-10-06,14.37917
2020-10-07,13.42404
2020-10-08,11.88669
2020-10-09,8.90357
2020-10-10,8.51105
2020-10-11,9.25029
2020-10-12,14.44458
2020-10-13,19.27253
2020-10-14,20.56783
2020-10-15,19.06319
2020-10-16,19.78934
2020-10-17,13.14274
2020-10-18,11.72968
2020-10-19,17.91181
2020-10-20,15.99502
2020-10-21,15.51746
2020-10-22,13.85581
2020-10-23,11.93902
2020-10-24,8.26246
2020-10-25,9.13253
2020-10-26,12.2007
2020-10-27,12.55397
2020-10-28,11.75585
2020-10-29,12.0764
2020-10-30,11.01007
2020-10-31,6.94753
2020-11-01,7.69331
2020-11-02,10.38204
2020-11-03,10.3755
2020-11-04,9.54468
2020-11-05,11.12782
2020-11-06,10.58484
2020-11-07,7.03912
2020-11-08,7.75219
2020-11-09,12.66518
2020-11-10,14.20908
2020-11-11,14.70626
2020-11-12,13.79693
2020-11-13,11.52688
2020-11-14,8.39984
2020-11-15,8.7989
2020-11-16,14.68009
2020-11-17,18.12115
2020-11-18,16.47258
2020-11-19,14.62122
2020-11-20,13.24087
2020-11-21,8.96244
2020-11-22,9.28954
2020-11-23,14.77822
2020-11-24,16.92398
2020-11-25,19.20057
2020-11-26,18.63142
2020-11-27,17.17257
2020-11-28,12.87452
2020-11-29,14.48384
2020-11-30,17.45387
2020-12-01,25.88643
2020-12-02,20.50242
2020-12-03,20.437
2020-12-04,20.33233
2020-12-05,13.60068
2020-12-06,14.56234
2020-12-07,19.48842
2020-12-08,21.608
2020-12-09,21.87622
2020-12-10,21.43791
2020-12-11,18.88656
2020-12-12,12.14182
2020-12-13,12.46238
2020-12-14,17.395
2020-12-15,17.68938
2020-12-16,17.07444
2020-12-17,17.92489
2020-12-18,17.21182
2020-12-19,12.12874
2020-12-20,12.6848
2020-12-21,17.37537
2020-12-22,19.66505
2020-12-23,19.76318
2020-12-24,18.00994
2020-12-25,11.76893
2020-12-26,12.65864
2020-12-27,14.71935
2020-12-28,23.45283
2020-12-29,26.85463
2020-12-30,25.84063
2020-12-31,21.87622
2021-01-01,18.82768
2021-01-02,19.12861
2021-01-03,20.67905
2021-01-04,31.96388
2021-01-05,36.78529
2021-01-06,41.16184
2021-01-07,36.82454
2021-01-08,41.39735
2021-01-09,28.45741
2021-01-10,27.18173
2021-01-11,44.96925
2021-01-12,41.07026
2021-01-13,45.79353
2021-01-14,43.70011
2021-01-15,35.37223
2021-01-16,24.03506
2021-01-17,22.49116
2021-01-18,30.56391
2021-01-19,33.20031
2021-01-20,30.02747
2021-01-21,33.02368
2021-01-22,31.96388
2021-01-23,21.8108
2021-01-24,22.47154
2021-01-25,32.93863
2021-01-26,33.86104
2021-01-27,31.64333
2021-01-28,27.58733
2021-01-29,26.11539
2021-01-30,17.16603
2021-01-31,16.84547
2021-02-01,24.00889
2021-02-02,27.13594
2021-02-03,26.12848
2021-02-04,24.0416
2021-02-05,21.79118
2021-02-06,14.93523
2021-02-07,17.04827
2021-02-08,22.43229
2021-02-09,21.83697
2021-02-10,21.9351
2021-02-11,15.00719
2021-02-12,16.16511
2021-02-13,16.6623
2021-02-14,18.15386
2021-02-15,27.84901
2021-02-16,28.67983
2021-02-17,28.96114
2021-02-18,25.97801
2021-02-19,22.70705
2021-02-20,16.11932
2021-02-21,16.96323
2021-02-22,29.15085
2021-02-23,31.09381
2021-02-24,28.49666
2021-02-25,28.66675
2021-02-26,23.85189
2021-02-27,14.18291
2021-02-28,22.83789
2021-03-01,20.86222
2021-03-02,22.70051
2021-03-03,21.15661
2021-03-04,20.58746
2021-03-05,17.90527
2021-03-06,12.65209
2021-03-07,14.34646
2021-03-08,20.28653
2021-03-09,19.58
2021-03-10,20.81643
2021-03-11,19.16786
2021-03-12,17.81368
2021-03-13,12.02407
2021-03-14,12.79602
2021-03-15,18.05573
2021-03-16,17.45387
2021-03-17,16.92398
2021-03-18,17.04173
2021-03-19,15.88381
2021-03-20,11.12128
2021-03-21,11.7166
2021-03-22,15.38008
2021-03-23,14.72589
2021-03-24,14.7586
2021-03-25,15.73989
2021-03-26,12.82873
2021-03-27,9.75402
2021-03-28,10.88577
2021-03-29,15.18382
2021-03-30,15.08569
2021-03-31,15.23616
2021-04-01,14.30066
2021-04-02,12.84181
2021-04-03,9.15216
2021-04-04,10.91194
2021-04-05,15.29504
2021-04-06,15.53709
2021-04-07,14.51
2021-04-08,13.51563
2021-04-09,13.12311
2021-04-10,8.58955
2021-04-11,9.283
2021-04-12,13.79039
2021-04-13,13.80348
2021-04-14,14.42496
