date,스마트스토어창업
2023-05-29,38.02521
2023-05-30,53.46638
2023-05-31,41.91176
2023-06-01,45.90336
2023-06-02,37.18487
2023-06-03,27.31092
2023-06-04,31.5126
2023-06-05,42.43697
2023-06-06,41.80672
2023-06-07,52.20588
2023-06-08,51.57563
2023-06-09,44.64285
2023-06-10,30.35714
2023-06-11,39.81092
2023-06-12,66.49159
2023-06-13,64.28571
2023-06-14,57.03781
2023-06-15,56.82773
2023-06-16,48.73949
2023-06-17,29.72689
2023-06-18,39.49579
2023-06-19,60.18907
2023-06-20,56.61764
2023-06-21,55.67226
2023-06-22,48.21428
2023-06-23,46.0084
2023-06-24,27.10084
2023-06-25,36.65966
2023-06-26,60.5042
2023-06-27,57.45798
2023-06-28,54.09663
2023-06-29,56.72268
2023-06-30,42.22689
2023-07-01,27.41596
2023-07-02,36.86974
2023-07-03,56.09243
2023-07-04,51.05042
2023-07-05,48.52941
2023-07-06,47.37394
2023-07-07,43.90756
2023-07-08,32.45798
2023-07-09,33.19327
2023-07-10,54.83193
2023-07-11,51.47058
2023-07-12,50.21008
2023-07-13,47.37394
2023-07-14,37.28991
2023-07-15,30.88235
2023-07-16,36.65966
2023-07-17,53.57142
2023-07-18,49.05462
2023-07-19,48.63445
2023-07-20,53.36134
2023-07-21,48.0042
2023-07-22,41.49159
2023-07-23,44.32773
2023-07-24,57.45798
2023-07-25,49.78991
2023-07-26,46.63865
2023-07-27,43.48739
2023-07-28,38.23529
2023-07-29,22.37394
2023-07-30,33.71848
2023-07-31,45.58823
2023-08-01,41.80672
2023-08-02,45.69327
2023-08-03,36.55462
2023-08-04,37.92016
2023-08-05,31.93277
2023-08-06,38.34033
2023-08-07,58.29831
2023-08-08,58.92857
2023-08-09,52.83613
2023-08-10,47.58403
2023-08-11,45.69327
2023-08-12,30.04201
2023-08-13,44.64285
2023-08-14,56.5126
2023-08-15,47.79411
2023-08-16,65.23109
2023-08-17,64.07563
2023-08-18,49.68487
2023-08-19,39.28571
2023-08-20,44.0126
2023-08-21,66.28151
2023-08-22,61.55462
2023-08-23,56.30252
2023-08-24,53.57142
2023-08-25,45.2731
2023-08-26,33.71848
2023-08-27,43.38235
2023-08-28,57.87815
2023-08-29,61.86974
2023-08-30,57.03781
2023-08-31,52.10084
2023-09-01,40.33613
2023-09-02,32.56302
2023-09-03,41.49159
2023-09-04,60.92436
2023-09-05,62.60504
2023-09-06,50.42016
2023-09-07,46.11344
2023-09-08,45.48319
2023-09-09,28.15126
2023-09-10,36.7647
2023-09-11,54.72689
2023-09-12,53.15126
2023-09-13,48.63445
2023-09-14,46.74369
2023-09-15,38.55042
2023-09-16,26.68067
2023-09-17,34.97899
2023-09-18,52.521
2023-09-19,50.21008
2023-09-20,44.22268
2023-09-21,45.2731
2023-09-22,33.5084
2023-09-23,23.21428
2023-09-24,26.36554
2023-09-25,44.74789
2023-09-26,40.12605
2023-09-27,30.77731
2023-09-28,23.10924
2023-09-29,21.42857
2023-09-30,22.79411
2023-10-01,25.21008
2023-10-02,30.67226
2023-10-03,35.60924
2023-10-04,47.68907
2023-10-05,45.37815
2023-10-06,36.44957
2023-10-07,25.63025
2023-10-08,26.47058
2023-10-09,36.86974
2023-10-10,51.2605
2023-10-11,51.05042
2023-10-12,43.38235
2023-10-13,39.49579
2023-10-14,26.05042
2023-10-15,36.02941
2023-10-16,48.10924
2023-10-17,50.0
2023-10-18,48.21428
2023-10-19,45.2731
2023-10-20,37.28991
2023-10-21,25.31512
2023-10-22,30.14705
2023-10-23,46.74369
2023-10-24,53.2563
2023-10-25,44.22268
2023-10-26,40.23109
2023-10-27,34.34873
2023-10-28,22.68907
2023-10-29,30.77731
2023-10-30,46.42857
2023-10-31,45.69327
2023-11-01,42.43697
2023-11-02,45.79831
2023-11-03,36.34453
2023-11-04,23.73949
2023-11-05,37.5
2023-11-06,43.80252
2023-11-07,43.48739
2023-11-08,42.64705
2023-11-09,44.95798
2023-11-10,31.82773
2023-11-11,23.94957
2023-11-12,27.62605
2023-11-13,45.16806
2023-11-14,42.7521
2023-11-15,37.60504
2023-11-16,35.29411
2023-11-17,28.36134
2023-11-18,22.89915
2023-11-19,29.72689
2023-11-20,43.27731
2023-11-21,44.0126
2023-11-22,41.38655
2023-11-23,43.38235
2023-11-24,30.04201
2023-11-25,25.0
2023-11-26,31.30252
2023-11-27,49.05462
2023-11-28,42.0168
2023-11-29,38.44537
2023-11-30,36.44957
2023-12-01,40.021
2023-12-02,31.61764
2023-12-03,32.98319
2023-12-04,45.16806
2023-12-05,51.78571
2023-12-06,46.53361
2023-12-07,40.12605
2023-12-08,37.28991
2023-12-09,26.15546
2023-12-10,33.61344
2023-12-11,49.36974
2023-12-12,48.0042
2023-12-13,43.80252
2023-12-14,40.23109
2023-12-15,37.5
2023-12-16,27.10084
2023-12-17,30.98739
2023-12-18,49.05462
2023-12-19,47.16386
2023-12-20,47.16386
2023-12-21,36.86974
2023-12-22,32.87815
2023-12-23,25.31512
2023-12-24,25.21008
2023-12-25,29.93697
2023-12-26,50.31512
2023-12-27,45.2731
2023-12-28,41.91176
2023-12-29,34.24369
2023-12-30,32.98319
2023-12-31,30.56722
2024-01-01,44.32773
2024-01-02,65.86134
2024-01-03,61.13445
2024-01-04,56.93277
2024-01-05,50.42016
2024-01-06,44.95798
2024-01-07,63.7605
2024-01-08,74.05462
2024-01-09,64.91596
2024-01-10,67.33193
2024-01-11,62.28991
2024-01-12,51.99579
2024-01-13,41.07142
2024-01-14,54.30672
2024-01-15,73.94957
2024-01-16,70.90336
2024-01-17,65.021
2024-01-18,58.08823
2024-01-19,51.89075
2024-01-20,37.60504
2024-01-21,49.47478
2024-01-22,66.38655
2024-01-23,57.7731
2024-01-24,61.65966
2024-01-25,57.56302
2024-01-26,51.05042
2024-01-27,35.81932
2024-01-28,51.57563
2024-01-29,62.71008
2024-01-30,61.97478
2024-01-31,49.15966
2024-02-01,48.94957
2024-02-02,41.70168
2024-02-03,29.5168
2024-02-04,40.33613
2024-02-05,54.5168
2024-02-06,56.72268
2024-02-07,42.64705
2024-02-08,37.07983
2024-02-09,33.61344
2024-02-10,32.66806
2024-02-11,38.13025
2024-02-12,51.89075
2024-02-13,59.55882
2024-02-14,61.02941
2024-02-15,50.63025
2024-02-16,40.44117
2024-02-17,30.88235
2024-02-18,40.96638
2024-02-19,51.05042
2024-02-20,48.42436
2024-02-21,55.35714
2024-02-22,44.53781
2024-02-23,41.28151
2024-02-24,30.98739
2024-02-25,44.74789
2024-02-26,48.84453
2024-02-27,46.74369
2024-02-28,43.69747
2024-02-29,34.97899
2024-03-01,27.41596
2024-03-02,29.41176
2024-03-03,36.34453
2024-03-04,51.2605
2024-03-05,47.37394
2024-03-06,45.37815
2024-03-07,43.59243
2024-03-08,35.5042
2024-03-09,28.04621
2024-03-10,35.71428
2024-03-11,42.54201
2024-03-12,45.79831
2024-03-13,43.90756
2024-03-14,42.0168
2024-03-15,37.60504
2024-03-16,26.05042
2024-03-17,30.35714
2024-03-18,45.90336
2024-03-19,39.81092
2024-03-20,45.48319
