date,임대
2020-03-20,47.62931
2020-03-21,29.20258
2020-03-22,28.125
2020-03-23,54.20258
2020-03-24,48.92241
2020-03-25,45.25862
2020-03-26,48.38362
2020-03-27,42.78017
2020-03-28,29.4181
2020-03-29,28.125
2020-03-30,44.61206
2020-03-31,50.75431
2020-04-01,56.78879
2020-04-02,52.90948
2020-04-03,42.34913
2020-04-04,27.80172
2020-04-05,30.17241
2020-04-06,52.15517
2020-04-07,47.73706
2020-04-08,49.24568
2020-04-09,45.15086
2020-04-10,42.13362
2020-04-11,25.0
2020-04-12,26.40086
2020-04-13,52.15517
2020-04-14,47.95258
2020-04-15,28.23275
2020-04-16,49.24568
2020-04-17,47.84482
2020-04-18,27.69396
2020-04-19,27.47844
2020-04-20,49.13793
2020-04-21,56.35775
2020-04-22,57.00431
2020-04-23,51.93965
2020-04-24,41.9181
2020-04-25,26.40086
2020-04-26,27.04741
2020-04-27,49.24568
2020-04-28,53.01724
2020-04-29,45.15086
2020-04-30,27.69396
2020-05-01,33.51293
2020-05-02,24.67672
2020-05-03,29.31034
2020-05-04,39.97844
2020-05-05,32.65086
2020-05-06,54.84913
2020-05-07,51.72413
2020-05-08,41.59482
2020-05-09,32.65086
2020-05-10,27.47844
2020-05-11,47.84482
2020-05-12,55.7112
2020-05-13,49.56896
2020-05-14,49.03017
2020-05-15,42.99568
2020-05-16,27.37068
2020-05-17,28.01724
2020-05-18,51.2931
2020-05-19,57.11206
2020-05-20,51.61637
2020-05-21,52.47844
2020-05-22,47.95258
2020-05-23,26.50862
2020-05-24,31.57327
2020-05-25,57.86637
2020-05-26,58.18965
2020-05-27,49.35344
2020-05-28,51.83189
2020-05-29,44.71982
2020-05-30,30.60344
2020-05-31,31.35775
2020-06-01,50.96982
2020-06-02,55.7112
2020-06-03,48.70689
2020-06-04,46.44396
2020-06-05,44.82758
2020-06-06,30.7112
2020-06-07,29.20258
2020-06-08,57.86637
2020-06-09,61.63793
2020-06-10,56.25
2020-06-11,53.55603
2020-06-12,51.18534
2020-06-13,30.28017
2020-06-14,32.32758
2020-06-15,52.80172
2020-06-16,54.74137
2020-06-17,55.38793
2020-06-18,53.34051
2020-06-19,45.36637
2020-06-20,26.83189
2020-06-21,34.26724
2020-06-22,50.53879
2020-06-23,48.06034
2020-06-24,46.98275
2020-06-25,47.41379
2020-06-26,41.16379
2020-06-27,28.98706
2020-06-28,28.01724
2020-06-29,52.04741
2020-06-30,47.52155
2020-07-01,48.49137
2020-07-02,50.86206
2020-07-03,43.96551
2020-07-04,29.09482
2020-07-05,29.84913
2020-07-06,63.25431
2020-07-07,67.88793
2020-07-08,58.62068
2020-07-09,100.0
2020-07-10,66.05603
2020-07-11,34.375
2020-07-12,34.69827
2020-07-13,57.00431
2020-07-14,65.19396
2020-07-15,54.20258
2020-07-16,51.61637
2020-07-17,49.13793
2020-07-18,28.87931
2020-07-19,31.57327
2020-07-20,52.47844
2020-07-21,58.18965
2020-07-22,58.29741
2020-07-23,55.17241
2020-07-24,46.12068
2020-07-25,25.86206
2020-07-26,31.57327
2020-07-27,62.39224
2020-07-28,60.56034
2020-07-29,64.65517
2020-07-30,76.72413
2020-07-31,81.89655
2020-08-01,51.2931
2020-08-02,41.16379
2020-08-03,70.36637
2020-08-04,94.71982
2020-08-05,69.07327
2020-08-06,59.15948
2020-08-07,64.65517
2020-08-08,38.90086
2020-08-09,35.45258
2020-08-10,54.84913
2020-08-11,62.28448
2020-08-12,65.30172
2020-08-13,69.39655
2020-08-14,46.44396
2020-08-15,39.00862
2020-08-16,28.98706
2020-08-17,41.48706
2020-08-18,52.80172
2020-08-19,55.38793
2020-08-20,53.34051
2020-08-21,50.0
2020-08-22,26.40086
2020-08-23,27.5862
2020-08-24,53.44827
2020-08-25,52.26293
2020-08-26,51.40086
2020-08-27,43.53448
2020-08-28,57.86637
2020-08-29,33.51293
2020-08-30,26.72413
2020-08-31,54.31034
2020-09-01,51.93965
2020-09-02,50.96982
2020-09-03,51.40086
2020-09-04,48.70689
2020-09-05,29.63362
2020-09-06,34.48275
2020-09-07,54.31034
2020-09-08,58.51293
2020-09-09,61.74568
2020-09-10,61.20689
2020-09-11,55.7112
2020-09-12,32.21982
2020-09-13,35.02155
2020-09-14,54.95689
2020-09-15,50.53879
2020-09-16,54.09482
2020-09-17,59.80603
2020-09-18,47.30603
2020-09-19,28.34051
2020-09-20,39.11637
2020-09-21,51.93965
2020-09-22,51.83189
2020-09-23,70.47413
2020-09-24,78.34051
2020-09-25,50.86206
2020-09-26,31.35775
2020-09-27,29.4181
2020-09-28,47.09051
2020-09-29,38.57758
2020-09-30,25.32327
2020-10-01,21.76724
2020-10-02,26.07758
2020-10-03,25.43103
2020-10-04,40.625
2020-10-05,75.64655
2020-10-06,58.94396
2020-10-07,60.77586
2020-10-08,47.52155
2020-10-09,35.56034
2020-10-10,35.56034
2020-10-11,32.97413
2020-10-12,50.10775
2020-10-13,56.89655
2020-10-14,59.26724
2020-10-15,54.52586
2020-10-16,51.40086
2020-10-17,30.28017
2020-10-18,35.6681
2020-10-19,58.40517
2020-10-20,56.03448
2020-10-21,58.72844
2020-10-22,55.06465
2020-10-23,46.22844
2020-10-24,31.46551
2020-10-25,30.38793
2020-10-26,47.62931
2020-10-27,52.5862
2020-10-28,48.27586
2020-10-29,48.27586
2020-10-30,41.59482
2020-10-31,25.53879
2020-11-01,31.68103
2020-11-02,50.0
2020-11-03,50.10775
2020-11-04,42.99568
2020-11-05,46.12068
2020-11-06,47.84482
2020-11-07,24.78448
2020-11-08,29.95689
2020-11-09,54.95689
2020-11-10,51.07758
2020-11-11,45.68965
2020-11-12,56.03448
2020-11-13,45.0431
2020-11-14,30.28017
2020-11-15,32.32758
2020-11-16,54.84913
2020-11-17,52.04741
2020-11-18,63.14655
2020-11-19,78.55603
2020-11-20,56.68103
2020-11-21,34.59051
2020-11-22,31.35775
2020-11-23,53.77155
2020-11-24,53.87931
2020-11-25,49.35344
2020-11-26,47.52155
2020-11-27,47.41379
2020-11-28,27.80172
2020-11-29,28.98706
2020-11-30,50.32327
2020-12-01,48.70689
2020-12-02,54.09482
2020-12-03,47.84482
2020-12-04,50.96982
2020-12-05,28.01724
2020-12-06,35.99137
2020-12-07,54.4181
2020-12-08,50.75431
2020-12-09,49.78448
2020-12-10,54.31034
2020-12-11,71.01293
2020-12-12,55.49568
2020-12-13,32.75862
2020-12-14,86.85344
2020-12-15,90.51724
2020-12-16,91.37931
2020-12-17,63.36206
2020-12-18,50.10775
2020-12-19,33.18965
2020-12-20,33.18965
2020-12-21,53.98706
2020-12-22,58.40517
2020-12-23,47.84482
2020-12-24,41.27155
2020-12-25,23.06034
2020-12-26,30.28017
2020-12-27,36.42241
2020-12-28,52.37068
2020-12-29,53.44827
2020-12-30,48.06034
2020-12-31,38.46982
2021-01-01,27.5862
2021-01-02,32.86637
2021-01-03,34.48275
2021-01-04,52.5862
2021-01-05,57.65086
2021-01-06,55.81896
2021-01-07,51.93965
2021-01-08,46.12068
2021-01-09,29.74137
2021-01-10,34.91379
2021-01-11,59.80603
2021-01-12,57.43534
2021-01-13,57.97413
2021-01-14,59.80603
2021-01-15,57.65086
2021-01-16,35.02155
2021-01-17,36.53017
2021-01-18,66.48706
2021-01-19,64.11637
2021-01-20,61.9612
2021-01-21,61.20689
2021-01-22,54.31034
2021-01-23,36.20689
2021-01-24,41.70258
2021-01-25,69.93534
2021-01-26,65.73275
2021-01-27,65.84051
2021-01-28,66.70258
2021-01-29,51.72413
2021-01-30,38.25431
2021-01-31,38.46982
2021-02-01,53.77155
2021-02-02,55.7112
2021-02-03,55.81896
2021-02-04,55.92672
2021-02-05,52.26293
2021-02-06,31.57327
2021-02-07,32.43534
2021-02-08,51.72413
2021-02-09,50.53879
2021-02-10,41.05603
2021-02-11,28.34051
2021-02-12,23.92241
2021-02-13,26.40086
2021-02-14,33.62068
2021-02-15,53.23275
2021-02-16,63.90086
2021-02-17,63.14655
2021-02-18,52.37068
2021-02-19,44.39655
2021-02-20,35.6681
2021-02-21,33.8362
2021-02-22,55.60344
2021-02-23,52.90948
2021-02-24,53.66379
2021-02-25,50.10775
2021-02-26,44.07327
2021-02-27,26.83189
2021-02-28,31.14224
2021-03-01,31.89655
2021-03-02,51.18534
2021-03-03,52.5862
2021-03-04,57.86637
2021-03-05,49.78448
2021-03-06,31.14224
2021-03-07,32.21982
