date,자동차보험견적비교사이트
2020-08-03,20.63492
2020-08-04,19.84126
2020-08-05,16.40211
2020-08-06,23.01587
2020-08-07,18.78306
2020-08-08,9.78835
2020-08-09,10.31746
2020-08-10,18.25396
2020-08-11,17.72486
2020-08-12,20.10582
2020-08-13,16.93121
2020-08-14,13.75661
2020-08-15,6.61375
2020-08-16,6.8783
2020-08-17,11.11111
2020-08-18,24.33862
2020-08-19,21.16402
2020-08-20,15.87301
2020-08-21,16.40211
2020-08-22,3.43915
2020-08-23,10.05291
2020-08-24,23.28042
2020-08-25,24.60317
2020-08-26,15.07936
2020-08-27,23.28042
2020-08-28,16.40211
2020-08-29,6.3492
2020-08-30,7.14285
2020-08-31,17.72486
2020-09-01,15.87301
2020-09-02,20.37037
2020-09-03,20.63492
2020-09-04,15.60846
2020-09-05,9.5238
2020-09-06,12.96296
2020-09-07,22.75132
2020-09-08,22.48677
2020-09-09,15.07936
2020-09-10,26.98412
2020-09-11,21.16402
2020-09-12,8.73015
2020-09-13,9.25925
2020-09-14,22.22222
2020-09-15,23.54497
2020-09-16,23.54497
2020-09-17,15.07936
2020-09-18,15.34391
2020-09-19,9.25925
2020-09-20,9.5238
2020-09-21,18.78306
2020-09-22,30.68783
2020-09-23,18.51851
2020-09-24,16.66666
2020-09-25,16.40211
2020-09-26,7.9365
2020-09-27,10.84656
2020-09-28,14.81481
2020-09-29,19.31216
2020-09-30,7.67195
2020-10-01,6.3492
2020-10-02,10.31746
2020-10-03,6.61375
2020-10-04,9.25925
2020-10-05,29.10052
2020-10-06,28.04232
2020-10-07,24.60317
2020-10-08,19.84126
2020-10-09,9.78835
2020-10-10,12.69841
2020-10-11,12.43386
2020-10-12,20.37037
2020-10-13,24.33862
2020-10-14,23.54497
2020-10-15,22.22222
2020-10-16,15.07936
2020-10-17,9.25925
2020-10-18,6.3492
2020-10-19,18.25396
2020-10-20,25.39682
2020-10-21,27.77777
2020-10-22,15.34391
2020-10-23,23.01587
2020-10-24,9.5238
2020-10-25,6.3492
2020-10-26,24.60317
2020-10-27,20.63492
2020-10-28,19.31216
2020-10-29,17.98941
2020-10-30,20.10582
2020-10-31,9.25925
2020-11-01,10.58201
2020-11-02,22.22222
2020-11-03,23.28042
2020-11-04,20.89947
2020-11-05,18.78306
2020-11-06,13.22751
2020-11-07,10.84656
2020-11-08,12.43386
2020-11-09,20.37037
2020-11-10,20.63492
2020-11-11,19.31216
2020-11-12,24.07407
2020-11-13,19.84126
2020-11-14,11.37566
2020-11-15,13.22751
2020-11-16,23.28042
2020-11-17,22.22222
2020-11-18,19.31216
2020-11-19,20.37037
2020-11-20,21.69312
2020-11-21,10.58201
2020-11-22,7.9365
2020-11-23,19.04761
2020-11-24,20.37037
2020-11-25,22.22222
2020-11-26,17.46031
2020-11-27,19.57671
2020-11-28,14.55026
2020-11-29,15.07936
2020-11-30,28.04232
2020-12-01,32.27513
2020-12-02,21.95767
2020-12-03,23.80952
2020-12-04,29.10052
2020-12-05,12.96296
2020-12-06,11.64021
2020-12-07,23.28042
2020-12-08,17.19576
2020-12-09,30.42328
2020-12-10,22.75132
2020-12-11,21.95767
2020-12-12,12.96296
2020-12-13,12.43386
2020-12-14,26.19047
2020-12-15,22.48677
2020-12-16,19.04761
2020-12-17,23.28042
2020-12-18,16.13756
2020-12-19,7.67195
2020-12-20,9.5238
2020-12-21,20.63492
2020-12-22,17.46031
2020-12-23,17.72486
2020-12-24,11.90476
2020-12-25,7.4074
2020-12-26,9.25925
2020-12-27,7.9365
2020-12-28,19.57671
2020-12-29,16.93121
2020-12-30,14.02116
2020-12-31,11.90476
2021-01-01,11.11111
2021-01-02,10.58201
2021-01-03,11.64021
2021-01-04,21.42857
2021-01-05,18.25396
2021-01-06,27.77777
2021-01-07,12.96296
2021-01-08,15.34391
2021-01-09,6.8783
2021-01-10,8.4656
2021-01-11,21.95767
2021-01-12,25.13227
2021-01-13,15.34391
2021-01-14,13.49206
2021-01-15,17.98941
2021-01-16,12.96296
2021-01-17,12.16931
2021-01-18,13.75661
2021-01-19,13.49206
2021-01-20,14.81481
2021-01-21,13.75661
2021-01-22,15.07936
2021-01-23,5.55555
2021-01-24,14.02116
2021-01-25,16.13756
2021-01-26,10.05291
2021-01-27,11.11111
2021-01-28,12.69841
2021-01-29,10.31746
2021-01-30,4.7619
2021-01-31,9.25925
2021-02-01,12.96296
2021-02-02,15.07936
2021-02-03,14.28571
2021-02-04,13.49206
2021-02-05,11.64021
2021-02-06,6.8783
2021-02-07,7.4074
2021-02-08,12.69841
2021-02-09,12.43386
2021-02-10,12.96296
2021-02-11,5.8201
2021-02-12,3.43915
2021-02-13,4.2328
2021-02-14,7.14285
2021-02-15,19.57671
2021-02-16,14.55026
2021-02-17,16.40211
2021-02-18,16.66666
2021-02-19,9.25925
2021-02-20,6.3492
2021-02-21,7.14285
2021-02-22,10.58201
2021-02-23,11.64021
2021-02-24,10.05291
2021-02-25,13.75661
2021-02-26,10.84656
2021-02-27,5.55555
2021-02-28,7.14285
2021-03-01,5.8201
2021-03-02,16.66666
2021-03-03,12.43386
2021-03-04,10.05291
2021-03-05,9.25925
2021-03-06,8.20105
2021-03-07,8.73015
2021-03-08,17.19576
2021-03-09,19.84126
2021-03-10,13.49206
2021-03-11,18.78306
2021-03-12,18.78306
2021-03-13,7.4074
2021-03-14,7.9365
2021-03-15,21.16402
2021-03-16,17.72486
2021-03-17,11.64021
2021-03-18,14.55026
2021-03-19,14.81481
2021-03-20,10.31746
2021-03-21,8.73015
2021-03-22,16.40211
2021-03-23,25.39682
2021-03-24,15.60846
2021-03-25,13.75661
2021-03-26,14.55026
2021-03-27,8.20105
2021-03-28,8.20105
2021-03-29,17.19576
2021-03-30,15.34391
2021-03-31,12.43386
2021-04-01,13.49206
2021-04-02,11.11111
2021-04-03,7.4074
2021-04-04,6.08465
2021-04-05,16.66666
2021-04-06,12.69841
2021-04-07,7.4074
2021-04-08,8.73015
2021-04-09,10.05291
2021-04-10,3.7037
2021-04-11,5.291
2021-04-12,11.11111
2021-04-13,7.14285
2021-04-14,11.37566
2021-04-15,7.9365
2021-04-16,7.9365
2021-04-17,4.7619
2021-04-18,6.8783
2021-04-19,13.49206
2021-04-20,11.11111
2021-04-21,16.66666
2021-04-22,10.58201
2021-04-23,6.8783
2021-04-24,5.8201
2021-04-25,3.43915
2021-04-26,10.84656
2021-04-27,13.75661
2021-04-28,10.31746
2021-04-29,8.9947
2021-04-30,9.5238
2021-05-01,6.8783
2021-05-02,5.55555
2021-05-03,14.81481
2021-05-04,12.16931
2021-05-05,6.08465
2021-05-06,14.02116
2021-05-07,13.22751
2021-05-08,7.9365
2021-05-09,5.291
2021-05-10,10.31746
2021-05-11,11.64021
2021-05-12,11.11111
2021-05-13,10.05291
2021-05-14,8.4656
2021-05-15,7.14285
2021-05-16,8.4656
2021-05-17,10.31746
2021-05-18,13.75661
2021-05-19,7.14285
2021-05-20,12.69841
2021-05-21,11.37566
2021-05-22,3.96825
2021-05-23,5.55555
2021-05-24,11.64021
2021-05-25,11.90476
2021-05-26,12.96296
2021-05-27,12.16931
2021-05-28,10.84656
2021-05-29,3.1746
2021-05-30,6.61375
2021-05-31,15.60846
2021-06-01,11.90476
2021-06-02,11.90476
2021-06-03,13.22751
2021-06-04,15.60846
2021-06-05,7.14285
2021-06-06,7.67195
2021-06-07,15.07936
2021-06-08,16.66666
2021-06-09,17.72486
2021-06-10,15.07936
2021-06-11,15.34391
2021-06-12,10.05291
2021-06-13,6.3492
2021-06-14,14.02116
2021-06-15,15.34391
2021-06-16,11.90476
2021-06-17,10.84656
2021-06-18,11.64021
2021-06-19,4.7619
2021-06-20,7.9365
2021-06-21,14.02116
2021-06-22,13.75661
2021-06-23,13.49206
2021-06-24,11.90476
2021-06-25,10.58201
2021-06-26,7.14285
2021-06-27,4.7619
2021-06-28,19.04761
2021-06-29,17.98941
2021-06-30,11.90476
2021-07-01,8.73015
2021-07-02,9.78835
2021-07-03,5.02645
2021-07-04,6.61375
2021-07-05,15.87301
2021-07-06,14.02116
2021-07-07,13.49206
2021-07-08,15.34391
2021-07-09,13.49206
2021-07-10,7.67195
2021-07-11,7.14285
2021-07-12,16.66666
2021-07-13,11.90476
2021-07-14,15.87301
2021-07-15,14.02116
2021-07-16,12.16931
2021-07-17,8.20105
2021-07-18,8.20105
2021-07-19,13.49206
2021-07-20,17.72486
2021-07-21,10.05291
2021-07-22,18.78306
2021-07-23,13.22751
2021-07-24,5.55555
2021-07-25,8.4656
2021-07-26,12.43386
2021-07-27,15.07936
2021-07-28,9.25925
2021-07-29,11.90476
2021-07-30,10.84656
2021-07-31,7.4074
2021-08-01,6.8783
2021-08-02,16.40211
2021-08-03,11.37566
2021-08-04,13.75661
2021-08-05,15.87301
2021-08-06,11.11111
2021-08-07,5.291
2021-08-08,6.8783
2021-08-09,15.34391
2021-08-10,12.96296
2021-08-11,14.55026
2021-08-12,13.75661
2021-08-13,12.69841
2021-08-14,8.73015
2021-08-15,5.02645
2021-08-16,11.37566
2021-08-17,14.02116
2021-08-18,14.55026
2021-08-19,11.90476
2021-08-20,15.07936
2021-08-21,7.9365
2021-08-22,8.9947
2021-08-23,19.04761
2021-08-24,13.75661
2021-08-25,12.69841
2021-08-26,9.25925
2021-08-27,10.05291
2021-08-28,8.20105
2021-08-29,6.08465
2021-08-30,14.81481
2021-08-31,11.90476
2021-09-01,22.48677
2021-09-02,16.13756
2021-09-03,11.11111
2021-09-04,5.55555
2021-09-05,5.8201
2021-09-06,14.02116
2021-09-07,11.37566
2021-09-08,11.37566
2021-09-09,9.25925
2021-09-10,10.84656
2021-09-11,7.14285
2021-09-12,7.67195
2021-09-13,17.19576
2021-09-14,16.66666
2021-09-15,8.73015
2021-09-16,10.05291
2021-09-17,17.46031
2021-09-18,5.02645
2021-09-19,5.8201
2021-09-20,3.7037
2021-09-21,6.08465
2021-09-22,8.4656
2021-09-23,15.34391
2021-09-24,10.31746
2021-09-25,7.9365
2021-09-26,5.55555
2021-09-27,19.57671
2021-09-28,12.96296
2021-09-29,14.02116
2021-09-30,12.69841
2021-10-01,12.16931
2021-10-02,7.14285
2021-10-03,8.20105
2021-10-04,8.4656
2021-10-05,19.57671
2021-10-06,12.43386
2021-10-07,17.72486
2021-10-08,13.49206
2021-10-09,3.96825
2021-10-10,3.43915
2021-10-11,11.64021
2021-10-12,18.78306
2021-10-13,15.34391
2021-10-14,14.55026
2021-10-15,9.5238
2021-10-16,9.25925
2021-10-17,5.291
2021-10-18,11.90476
2021-10-19,13.22751
2021-10-20,16.13756
2021-10-21,12.96296
2021-10-22,6.08465
2021-10-23,5.02645
2021-10-24,8.20105
2021-10-25,14.81481
2021-10-26,12.16931
2021-10-27,14.55026
2021-10-28,12.16931
2021-10-29,9.78835
2021-10-30,6.8783
2021-10-31,7.67195
2021-11-01,16.66666
2021-11-02,16.93121
2021-11-03,12.43386
2021-11-04,17.19576
2021-11-05,10.84656
2021-11-06,7.4074
2021-11-07,5.8201
2021-11-08,15.87301
2021-11-09,15.07936
2021-11-10,16.40211
2021-11-11,13.75661
2021-11-12,16.66666
2021-11-13,7.9365
2021-11-14,4.2328
2021-11-15,15.87301
2021-11-16,14.55026
2021-11-17,16.66666
2021-11-18,14.81481
2021-11-19,10.84656
2021-11-20,7.4074
2021-11-21,7.14285
2021-11-22,10.31746
2021-11-23,8.20105
2021-11-24,9.5238
2021-11-25,9.25925
2021-11-26,10.58201
2021-11-27,10.84656
2021-11-28,10.58201
2021-11-29,19.04761
2021-11-30,12.16931
2021-12-01,17.19576
2021-12-02,15.60846
2021-12-03,16.66666
2021-12-04,6.08465
2021-12-05,11.11111
2021-12-06,11.64021
2021-12-07,16.40211
2021-12-08,16.13756
2021-12-09,11.64021
2021-12-10,9.5238
2021-12-11,8.20105
2021-12-12,8.20105
2021-12-13,14.02116
2021-12-14,14.28571
2021-12-15,10.58201
2021-12-16,14.28571
2021-12-17,12.16931
2021-12-18,5.02645
2021-12-19,10.31746
2021-12-20,14.81481
2021-12-21,13.22751
2021-12-22,13.49206
2021-12-23,10.58201
2021-12-24,11.11111
2021-12-25,3.96825
2021-12-26,7.4074
2021-12-27,14.28571
2021-12-28,13.22751
2021-12-29,17.98941
2021-12-30,10.84656
2021-12-31,11.11111
2022-01-01,9.5238
2022-01-02,7.67195
2022-01-03,21.16402
2022-01-04,12.96296
2022-01-05,13.49206
2022-01-06,15.07936
2022-01-07,15.34391
2022-01-08,7.9365
2022-01-09,11.64021
2022-01-10,19.31216
2022-01-11,22.48677
2022-01-12,19.31216
2022-01-13,15.07936
2022-01-14,15.60846
2022-01-15,8.4656
2022-01-16,8.73015
2022-01-17,16.40211
2022-01-18,21.16402
2022-01-19,17.72486
2022-01-20,15.60846
2022-01-21,8.73015
2022-01-22,6.08465
2022-01-23,8.20105
2022-01-24,15.87301
2022-01-25,19.57671
2022-01-26,11.37566
2022-01-27,13.22751
2022-01-28,12.69841
2022-01-29,4.2328
2022-01-30,5.55555
2022-01-31,4.49735
2022-02-01,5.291
2022-02-02,7.9365
2022-02-03,18.51851
2022-02-04,16.13756
2022-02-05,5.55555
2022-02-06,5.55555
2022-02-07,15.34391
2022-02-08,18.51851
2022-02-09,15.60846
2022-02-10,19.57671
2022-02-11,8.4656
2022-02-12,7.9365
2022-02-13,8.9947
2022-02-14,12.43386
2022-02-15,18.25396
2022-02-16,11.37566
2022-02-17,10.58201
2022-02-18,10.84656
2022-02-19,6.61375
2022-02-20,7.9365
2022-02-21,18.25396
2022-02-22,16.13756
2022-02-23,13.75661
2022-02-24,14.28571
2022-02-25,15.34391
2022-02-26,8.73015
2022-02-27,8.9947
2022-02-28,18.78306
2022-03-01,10.05291
2022-03-02,14.55026
2022-03-03,15.34391
2022-03-04,16.40211
2022-03-05,9.25925
2022-03-06,9.78835
2022-03-07,17.19576
2022-03-08,11.11111
2022-03-09,6.8783
2022-03-10,18.78306
2022-03-11,11.90476
2022-03-12,7.14285
2022-03-13,8.4656
2022-03-14,14.81481
2022-03-15,15.87301
2022-03-16,18.51851
2022-03-17,14.81481
2022-03-18,14.02116
2022-03-19,4.7619
2022-03-20,11.11111
2022-03-21,17.46031
2022-03-22,12.16931
2022-03-23,11.90476
2022-03-24,10.58201
2022-03-25,11.90476
2022-03-26,3.7037
2022-03-27,6.3492
2022-03-28,14.28571
2022-03-29,16.66666
2022-03-30,11.90476
2022-03-31,15.60846
2022-04-01,14.81481
2022-04-02,8.4656
2022-04-03,5.02645
2022-04-04,14.55026
2022-04-05,15.34391
2022-04-06,17.46031
2022-04-07,18.25396
2022-04-08,17.19576
2022-04-09,4.49735
2022-04-10,6.3492
2022-04-11,15.87301
2022-04-12,17.19576
2022-04-13,10.84656
2022-04-14,19.04761
2022-04-15,11.90476
2022-04-16,7.9365
2022-04-17,7.4074
2022-04-18,17.19576
2022-04-19,12.43386
2022-04-20,15.87301
2022-04-21,17.46031
2022-04-22,9.25925
2022-04-23,7.4074
2022-04-24,7.14285
2022-04-25,19.84126
2022-04-26,17.46031
2022-04-27,14.02116
2022-04-28,16.40211
2022-04-29,10.84656
2022-04-30,6.61375
2022-05-01,8.9947
2022-05-02,16.66666
2022-05-03,14.02116
2022-05-04,14.81481
2022-05-05,7.9365
2022-05-06,15.60846
2022-05-07,8.20105
2022-05-08,7.67195
2022-05-09,17.19576
2022-05-10,22.48677
2022-05-11,20.63492
2022-05-12,13.49206
2022-05-13,11.37566
2022-05-14,6.3492
2022-05-15,8.73015
2022-05-16,23.54497
2022-05-17,19.04761
2022-05-18,17.46031
2022-05-19,15.07936
2022-05-20,14.02116
2022-05-21,5.02645
2022-05-22,6.61375
2022-05-23,20.10582
2022-05-24,15.07936
2022-05-25,18.78306
2022-05-26,9.25925
2022-05-27,11.90476
2022-05-28,7.4074
2022-05-29,6.61375
2022-05-30,18.25396
2022-05-31,12.43386
2022-06-01,11.11111
2022-06-02,25.13227
2022-06-03,14.02116
2022-06-04,6.61375
2022-06-05,3.7037
2022-06-06,7.67195
2022-06-07,15.60846
2022-06-08,16.13756
2022-06-09,14.02116
2022-06-10,13.49206
2022-06-11,7.4074
2022-06-12,6.61375
2022-06-13,24.60317
2022-06-14,18.78306
2022-06-15,18.25396
2022-06-16,12.96296
2022-06-17,11.11111
2022-06-18,4.2328
2022-06-19,5.02645
2022-06-20,15.34391
2022-06-21,15.60846
2022-06-22,13.75661
2022-06-23,12.69841
2022-06-24,11.11111
2022-06-25,5.02645
2022-06-26,5.02645
2022-06-27,16.40211
2022-06-28,16.40211
2022-06-29,17.98941
2022-06-30,16.40211
2022-07-01,11.90476
2022-07-02,6.08465
2022-07-03,7.4074
2022-07-04,12.16931
2022-07-05,13.22751
2022-07-06,14.81481
2022-07-07,11.64021
2022-07-08,15.07936
2022-07-09,6.08465
2022-07-10,5.02645
2022-07-11,17.19576
2022-07-12,9.78835
2022-07-13,12.96296
2022-07-14,9.5238
2022-07-15,10.84656
2022-07-16,4.49735
2022-07-17,6.3492
2022-07-18,12.43386
2022-07-19,14.55026
2022-07-20,11.37566
2022-07-21,9.25925
2022-07-22,12.69841
2022-07-23,6.3492
2022-07-24,10.31746
2022-07-25,18.51851
2022-07-26,12.96296
2022-07-27,12.43386
2022-07-28,10.31746
2022-07-29,6.61375
2022-07-30,5.02645
2022-07-31,6.61375
2022-08-01,10.58201
2022-08-02,15.34391
2022-08-03,10.31746
2022-08-04,8.73015
2022-08-05,8.9947
2022-08-06,5.02645
2022-08-07,6.61375
2022-08-08,13.75661
2022-08-09,15.07936
2022-08-10,13.75661
2022-08-11,19.57671
2022-08-12,15.87301
2022-08-13,7.67195
2022-08-14,4.49735
2022-08-15,4.2328
2022-08-16,20.37037
2022-08-17,17.46031
2022-08-18,16.40211
2022-08-19,12.43386
2022-08-20,10.84656
2022-08-21,5.8201
2022-08-22,12.43386
2022-08-23,12.43386
2022-08-24,17.72486
2022-08-25,11.90476
2022-08-26,15.34391
2022-08-27,5.55555
2022-08-28,4.49735
2022-08-29,10.58201
2022-08-30,9.5238
2022-08-31,11.37566
2022-09-01,19.04761
2022-09-02,14.81481
2022-09-03,7.9365
2022-09-04,5.55555
2022-09-05,15.07936
2022-09-06,12.69841
2022-09-07,14.28571
2022-09-08,11.37566
2022-09-09,5.02645
2022-09-10,3.43915
2022-09-11,8.20105
2022-09-12,7.9365
2022-09-13,22.48677
2022-09-14,15.60846
2022-09-15,19.57671
2022-09-16,23.54497
2022-09-17,7.4074
2022-09-18,11.11111
2022-09-19,20.10582
2022-09-20,16.40211
2022-09-21,15.60846
2022-09-22,15.34391
2022-09-23,13.22751
2022-09-24,7.9365
2022-09-25,8.4656
2022-09-26,17.72486
2022-09-27,19.31216
2022-09-28,14.55026
2022-09-29,15.34391
2022-09-30,12.96296
2022-10-01,6.61375
2022-10-02,6.08465
2022-10-03,9.25925
2022-10-04,15.07936
2022-10-05,17.72486
2022-10-06,11.90476
2022-10-07,16.93121
2022-10-08,4.49735
2022-10-09,9.25925
2022-10-10,3.96825
2022-10-11,14.81481
2022-10-12,15.07936
2022-10-13,17.72486
2022-10-14,13.75661
2022-10-15,7.14285
2022-10-16,6.08465
2022-10-17,18.25396
2022-10-18,15.87301
2022-10-19,17.46031
2022-10-20,16.40211
2022-10-21,12.69841
2022-10-22,5.8201
2022-10-23,6.8783
2022-10-24,15.07936
2022-10-25,15.87301
2022-10-26,15.34391
2022-10-27,15.07936
2022-10-28,11.11111
2022-10-29,5.8201
2022-10-30,3.96825
2022-10-31,14.55026
2022-11-01,15.60846
2022-11-02,17.19576
2022-11-03,16.40211
2022-11-04,12.96296
2022-11-05,6.08465
2022-11-06,5.8201
2022-11-07,18.78306
2022-11-08,14.81481
2022-11-09,14.02116
2022-11-10,18.25396
2022-11-11,15.07936
2022-11-12,5.02645
2022-11-13,10.84656
2022-11-14,12.69841
2022-11-15,14.55026
2022-11-16,10.58201
2022-11-17,16.13756
2022-11-18,13.22751
2022-11-19,9.5238
2022-11-20,5.55555
2022-11-21,14.02116
2022-11-22,16.40211
2022-11-23,17.46031
2022-11-24,10.58201
2022-11-25,11.90476
2022-11-26,3.96825
2022-11-27,9.78835
2022-11-28,13.75661
2022-11-29,14.55026
2022-11-30,18.25396
2022-12-01,18.25396
2022-12-02,9.78835
2022-12-03,5.291
2022-12-04,9.78835
2022-12-05,18.78306
2022-12-06,15.07936
2022-12-07,14.02116
2022-12-08,14.02116
2022-12-09,12.69841
2022-12-10,7.9365
2022-12-11,8.4656
2022-12-12,20.37037
2022-12-13,15.60846
2022-12-14,16.93121
2022-12-15,21.95767
2022-12-16,18.25396
2022-12-17,7.4074
2022-12-18,6.08465
2022-12-19,14.28571
2022-12-20,22.75132
2022-12-21,15.87301
2022-12-22,14.55026
2022-12-23,13.75661
2022-12-24,5.8201
2022-12-25,13.75661
2022-12-26,18.78306
2022-12-27,13.49206
2022-12-28,18.25396
2022-12-29,14.55026
2022-12-30,14.02116
2022-12-31,3.43915
2023-01-01,3.96825
2023-01-02,17.98941
2023-01-03,18.51851
2023-01-04,15.07936
2023-01-05,15.87301
2023-01-06,14.55026
2023-01-07,5.291
2023-01-08,6.8783
2023-01-09,15.60846
2023-01-10,19.57671
2023-01-11,56.3492
2023-01-12,34.65608
2023-01-13,15.87301
2023-01-14,7.4074
2023-01-15,9.25925
2023-01-16,19.57671
2023-01-17,20.63492
2023-01-18,15.07936
2023-01-19,15.34391
2023-01-20,13.22751
2023-01-21,9.25925
2023-01-22,5.8201
2023-01-23,5.291
2023-01-24,6.3492
2023-01-25,21.42857
2023-01-26,15.87301
2023-01-27,13.49206
2023-01-28,11.11111
2023-01-29,10.05291
2023-01-30,19.84126
2023-01-31,16.40211
2023-02-01,19.57671
2023-02-02,12.16931
2023-02-03,11.11111
2023-02-04,7.67195
2023-02-05,9.5238
2023-02-06,22.48677
2023-02-07,19.31216
2023-02-08,16.66666
2023-02-09,17.46031
2023-02-10,18.78306
2023-02-11,3.7037
2023-02-12,6.8783
2023-02-13,15.34391
2023-02-14,17.98941
2023-02-15,16.66666
2023-02-16,17.46031
2023-02-17,15.07936
2023-02-18,6.61375
2023-02-19,6.3492
2023-02-20,21.69312
2023-02-21,12.96296
2023-02-22,21.42857
2023-02-23,13.75661
2023-02-24,11.90476
2023-02-25,10.05291
2023-02-26,10.05291
2023-02-27,22.75132
2023-02-28,18.25396
2023-03-01,11.37566
2023-03-02,18.51851
2023-03-03,12.96296
2023-03-04,14.28571
2023-03-05,5.55555
2023-03-06,19.31216
2023-03-07,12.69841
2023-03-08,13.22751
2023-03-09,16.66666
2023-03-10,16.13756
2023-03-11,7.4074
2023-03-12,10.05291
2023-03-13,19.84126
2023-03-14,17.98941
2023-03-15,17.98941
2023-03-16,16.40211
2023-03-17,15.87301
2023-03-18,11.64021
2023-03-19,9.25925
2023-03-20,17.46031
2023-03-21,18.25396
2023-03-22,14.81481
2023-03-23,12.96296
2023-03-24,9.25925
2023-03-25,7.14285
2023-03-26,8.73015
2023-03-27,16.13756
2023-03-28,14.02116
2023-03-29,13.75661
2023-03-30,12.43386
2023-03-31,14.02116
2023-04-01,5.02645
2023-04-02,6.61375
2023-04-03,18.51851
2023-04-04,15.34391
2023-04-05,21.42857
2023-04-06,11.64021
2023-04-07,15.60846
2023-04-08,7.67195
2023-04-09,8.20105
2023-04-10,19.84126
2023-04-11,14.28571
2023-04-12,15.87301
2023-04-13,16.93121
2023-04-14,15.60846
2023-04-15,8.9947
2023-04-16,6.3492
2023-04-17,16.40211
2023-04-18,12.16931
2023-04-19,15.87301
2023-04-20,15.34391
2023-04-21,11.37566
2023-04-22,9.78835
2023-04-23,7.67195
2023-04-24,15.34391
2023-04-25,16.13756
2023-04-26,17.19576
2023-04-27,8.4656
2023-04-28,11.64021
2023-04-29,8.20105
2023-04-30,7.14285
2023-05-01,9.25925
2023-05-02,16.66666
2023-05-03,15.07936
2023-05-04,14.28571
2023-05-05,3.96825
2023-05-06,8.20105
2023-05-07,7.4074
2023-05-08,12.43386
2023-05-09,15.87301
2023-05-10,16.13756
2023-05-11,14.02116
2023-05-12,9.78835
2023-05-13,4.2328
2023-05-14,6.08465
2023-05-15,14.02116
2023-05-16,11.37566
2023-05-17,9.25925
2023-05-18,13.22751
2023-05-19,12.43386
2023-05-20,3.96825
2023-05-21,6.3492
2023-05-22,13.49206
2023-05-23,5.02645
2023-05-24,9.78835
2023-05-25,15.60846
2023-05-26,9.78835
2023-05-27,4.2328
