date,유로스톡스50
2023-05-30,19.44254
2023-05-31,16.84107
2023-06-01,17.73105
2023-06-02,14.22982
2023-06-03,5.05623
2023-06-04,1.12469
2023-06-05,9.93643
2023-06-06,13.07579
2023-06-07,15.64792
2023-06-08,12.74327
2023-06-09,11.98044
2023-06-10,3.59902
2023-06-11,0.99755
2023-06-12,11.45232
2023-06-13,15.27628
2023-06-14,14.69926
2023-06-15,14.95354
2023-06-16,14.34718
2023-06-17,3.93154
2023-06-18,0.78239
2023-06-19,11.48166
2023-06-20,18.3374
2023-06-21,14.69926
2023-06-22,17.47677
2023-06-23,14.26894
2023-06-24,4.11735
2023-06-25,0.72371
2023-06-26,13.40831
2023-06-27,15.35452
2023-06-28,13.34963
2023-06-29,13.54523
2023-06-30,11.25672
2023-07-01,3.72616
2023-07-02,0.70415
2023-07-03,9.65281
2023-07-04,12.91931
2023-07-05,13.95599
2023-07-06,19.59902
2023-07-07,18.08312
2023-07-08,3.44254
2023-07-09,0.79217
2023-07-10,12.58679
2023-07-11,14.40586
2023-07-12,16.11735
2023-07-13,16.41075
2023-07-14,12.41075
2023-07-15,3.33496
2023-07-16,0.69437
2023-07-17,14.24938
2023-07-18,12.90953
2023-07-19,13.00733
2023-07-20,11.40342
2023-07-21,10.1907
2023-07-22,2.78728
2023-07-23,0.60635
2023-07-24,9.09535
2023-07-25,10.69926
2023-07-26,14.70904
2023-07-27,15.35452
2023-07-28,12.91931
2023-07-29,3.2176
2023-07-30,0.78239
2023-07-31,10.1907
2023-08-01,14.17114
2023-08-02,21.41809
2023-08-03,18.78728
2023-08-04,15.14914
2023-08-05,3.96088
2023-08-06,0.92909
2023-08-07,13.98533
2023-08-08,17.47677
2023-08-09,14.6797
2023-08-10,14.71882
2023-08-11,15.14914
2023-08-12,4.45965
2023-08-13,0.80195
2023-08-14,9.73105
2023-08-15,16.33251
2023-08-16,18.533
2023-08-17,18.91442
2023-08-18,21.99511
2023-08-19,4.64547
2023-08-20,0.98777
2023-08-21,13.62347
2023-08-22,16.52811
2023-08-23,16.83129
2023-08-24,16.57701
2023-08-25,15.4621
2023-08-26,4.08801
2023-08-27,0.63569
2023-08-28,11.94132
2023-08-29,15.30562
2023-08-30,16.88019
2023-08-31,13.52567
2023-09-01,12.60635
2023-09-02,2.88508
2023-09-03,0.63569
2023-09-04,11.00244
2023-09-05,17.67237
2023-09-06,15.04156
2023-09-07,16.40097
2023-09-08,14.30806
2023-09-09,3.49144
2023-09-10,0.60635
2023-09-11,10.6308
2023-09-12,14.54278
2023-09-13,14.00488
2023-09-14,14.68948
2023-09-15,12.97799
2023-09-16,3.4621
2023-09-17,0.79217
2023-09-18,11.42298
2023-09-19,13.75061
2023-09-20,12.28361
2023-09-21,16.07823
2023-09-22,14.05378
2023-09-23,3.09046
2023-09-24,0.72371
2023-09-25,15.69682
2023-09-26,17.43765
2023-09-27,11.022
2023-09-28,8.73349
2023-09-29,9.94621
2023-09-30,4.13691
2023-10-01,1.13447
2023-10-02,10.044
2023-10-03,19.9511
2023-10-04,23.94132
2023-10-05,17.05623
2023-10-06,15.42298
2023-10-07,4.05867
2023-10-08,0.89975
2023-10-09,18.7286
2023-10-10,21.11491
2023-10-11,20.74327
2023-10-12,17.13447
2023-10-13,14.93398
2023-10-14,4.73349
2023-10-15,0.84107
2023-10-16,14.51344
2023-10-17,16.16625
2023-10-18,16.69437
2023-10-19,22.73838
2023-10-20,19.39364
2023-10-21,6.22982
2023-10-22,1.04645
2023-10-23,21.09535
2023-10-24,18.3374
2023-10-25,17.66259
2023-10-26,24.86063
2023-10-27,17.02689
2023-10-28,5.03667
2023-10-29,0.78239
2023-10-30,13.78973
2023-10-31,18.93398
2023-11-01,18.00488
2023-11-02,18.5819
2023-11-03,16.84107
2023-11-04,4.10757
2023-11-05,0.81173
2023-11-06,18.13202
2023-11-07,18.46454
2023-11-08,16.75305
2023-11-09,17.69193
2023-11-10,14.49388
2023-11-11,4.08801
2023-11-12,0.60635
2023-11-13,12.99755
2023-11-14,17.36919
2023-11-15,18.18092
2023-11-16,16.12713
2023-11-17,14.044
2023-11-18,3.81418
2023-11-19,0.81173
2023-11-20,11.03178
2023-11-21,14.55256
2023-11-22,12.40097
2023-11-23,12.73349
2023-11-24,12.34229
2023-11-25,3.7555
2023-11-26,0.97799
2023-11-27,9.82885
2023-11-28,12.42053
2023-11-29,13.08557
2023-11-30,12.91931
2023-12-01,11.56968
2023-12-02,4.23471
2023-12-03,0.84107
2023-12-04,9.33985
2023-12-05,12.88019
2023-12-06,14.66014
2023-12-07,12.92909
2023-12-08,11.84352
2023-12-09,5.04645
2023-12-10,0.76283
2023-12-11,9.82885
2023-12-12,13.57457
2023-12-13,10.84596
2023-12-14,11.7066
2023-12-15,11.05134
2023-12-16,3.09046
2023-12-17,0.53789
2023-12-18,8.56723
2023-12-19,10.57212
2023-12-20,11.74572
2023-12-21,11.23716
2023-12-22,8.43031
2023-12-23,2.37652
2023-12-24,0.30317
2023-12-25,0.96821
2023-12-26,4.68459
2023-12-27,8.19559
2023-12-28,7.73594
2023-12-29,6.89486
2023-12-30,2.40586
2023-12-31,0.54767
2024-01-01,0.87041
2024-01-02,11.3643
2024-01-03,14.54278
2024-01-04,15.54034
2024-01-05,13.59413
2024-01-06,3.32518
2024-01-07,0.50855
2024-01-08,8.15647
2024-01-09,11.8533
2024-01-10,10.533
2024-01-11,10.4352
2024-01-12,10.34718
2024-01-13,3.49144
2024-01-14,0.64547
2024-01-15,9.06601
2024-01-16,16.04889
2024-01-17,14.98288
2024-01-18,15.18826
2024-01-19,11.63814
2024-01-20,3.12958
2024-01-21,0.70415
2024-01-22,8.96821
2024-01-23,11.25672
2024-01-24,16.07823
2024-01-25,15.81418
2024-01-26,12.83129
2024-01-27,4.26405
2024-01-28,0.75305
2024-01-29,12.02933
2024-01-30,11.61858
2024-01-31,10.6308
2024-02-01,9.94621
2024-02-02,8.93887
2024-02-03,3.19804
2024-02-04,0.57701
2024-02-05,8.04889
2024-02-06,8.90953
2024-02-07,10.29828
2024-02-08,7.9511
2024-02-09,5.94621
2024-02-10,2.29828
2024-02-11,0.73349
2024-02-12,6.80684
2024-02-13,12.69437
2024-02-14,11.83374
2024-02-15,11.4132
2024-02-16,9.63325
2024-02-17,3.30562
2024-02-18,0.56723
2024-02-19,7.6088
2024-02-20,14.41564
2024-02-21,11.37408
2024-02-22,10.80684
2024-02-23,11.00244
2024-02-24,2.98288
2024-02-25,0.62591
2024-02-26,7.42298
2024-02-27,9.77995
2024-02-28,9.79951
2024-02-29,8.0
2024-03-01,7.01222
2024-03-02,2.79706
2024-03-03,0.69437
2024-03-04,7.511
2024-03-05,8.73349
2024-03-06,10.1907
2024-03-07,10.68948
2024-03-08,9.76039
2024-03-09,2.61124
2024-03-10,0.51833
2024-03-11,7.47188
2024-03-12,10.24938
2024-03-13,11.6088
2024-03-14,9.20293
2024-03-15,8.82151
2024-03-16,3.13936
2024-03-17,0.44009
2024-03-18,7.13936
2024-03-19,8.29339
2024-03-20,8.93887
