date,GCT상장
2020-03-20,0.66254
2020-03-21,0.35335
2020-03-22,0.30918
2020-03-23,0.22084
2020-03-24,0.70671
2020-03-25,0.61837
2020-03-26,0.48586
2020-03-27,0.48586
2020-03-28,0.22084
2020-03-29,0.35335
2020-03-30,0.53003
2020-03-31,0.26501
2020-04-01,0.75088
2020-04-02,0.22084
2020-04-03,0.26501
2020-04-04,0.30918
2020-04-06,0.79505
2020-04-07,0.44169
2020-04-08,0.75088
2020-04-09,1.0159
2020-04-11,0.30918
2020-04-13,0.22084
2020-04-14,0.88339
2020-04-15,0.22084
2020-04-16,0.70671
2020-04-17,0.22084
2020-04-20,0.83922
2020-04-21,1.23674
2020-04-22,2.16431
2020-04-23,1.94346
2020-04-24,1.81095
2020-04-25,0.22084
2020-04-26,0.35335
2020-04-27,0.75088
2020-04-28,0.30918
2020-04-29,0.66254
2020-04-30,0.48586
2020-05-01,0.61837
2020-05-03,0.22084
2020-05-04,0.48586
2020-05-06,0.5742
2020-05-07,0.92756
2020-05-08,0.97173
2020-05-09,0.39752
2020-05-10,0.22084
2020-05-11,0.39752
2020-05-12,0.48586
2020-05-14,0.44169
2020-05-15,0.70671
2020-05-16,0.35335
2020-05-17,0.30918
2020-05-18,1.1484
2020-05-19,0.92756
2020-05-20,0.79505
2020-05-21,1.63427
2020-05-22,1.0159
2020-05-23,0.39752
2020-05-24,0.30918
2020-05-25,1.67844
2020-05-26,0.79505
2020-05-27,1.19257
2020-05-28,1.1484
2020-05-29,0.5742
2020-05-30,0.39752
2020-06-01,1.0159
2020-06-02,0.97173
2020-06-03,1.1484
2020-06-04,1.06007
2020-06-05,0.53003
2020-06-06,0.66254
2020-06-07,0.26501
2020-06-08,0.88339
2020-06-09,0.61837
2020-06-10,1.54593
2020-06-11,0.88339
2020-06-12,1.0159
2020-06-15,0.79505
2020-06-16,0.83922
2020-06-17,0.75088
2020-06-18,1.06007
2020-06-19,0.61837
2020-06-20,0.30918
2020-06-21,0.30918
2020-06-22,0.75088
2020-06-23,0.48586
2020-06-24,0.92756
2020-06-25,0.75088
2020-06-26,0.70671
2020-06-28,0.22084
2020-06-29,0.5742
2020-06-30,0.5742
2020-07-01,0.83922
2020-07-02,0.61837
2020-07-03,0.79505
2020-07-04,0.26501
2020-07-06,0.92756
2020-07-07,0.75088
2020-07-08,1.67844
2020-07-09,1.28091
2020-07-10,0.88339
2020-07-11,0.70671
2020-07-12,0.66254
2020-07-13,0.83922
2020-07-14,0.44169
2020-07-15,0.61837
2020-07-16,0.79505
2020-07-17,1.19257
2020-07-18,0.44169
2020-07-19,0.26501
2020-07-20,0.75088
2020-07-21,0.5742
2020-07-22,0.79505
2020-07-23,1.1484
2020-07-24,1.06007
2020-07-25,0.5742
2020-07-27,0.97173
2020-07-28,1.19257
2020-07-29,1.0159
2020-07-30,2.34098
2020-07-31,0.88339
2020-08-01,0.35335
2020-08-02,0.30918
2020-08-03,1.36925
2020-08-04,1.1484
2020-08-05,3.18021
2020-08-06,1.23674
2020-08-07,1.63427
2020-08-08,0.39752
2020-08-09,0.44169
2020-08-10,1.23674
2020-08-11,2.12014
2020-08-12,1.1484
2020-08-13,1.41342
2020-08-14,0.66254
2020-08-15,0.22084
2020-08-16,0.26501
2020-08-17,0.61837
2020-08-18,0.79505
2020-08-19,1.28091
2020-08-20,0.92756
2020-08-21,1.1484
2020-08-22,0.26501
2020-08-23,0.5742
2020-08-24,1.36925
2020-08-25,1.28091
2020-08-26,2.34098
2020-08-27,1.76678
2020-08-28,0.79505
2020-08-29,0.30918
2020-08-30,0.61837
2020-08-31,1.5901
2020-09-01,2.20848
2020-09-02,2.34098
2020-09-03,1.98763
2020-09-04,7.02296
2020-09-05,3.84275
2020-09-06,2.16431
2020-09-07,9.05477
2020-09-08,3.97526
2020-09-09,5.96289
2020-09-10,3.88692
2020-09-11,4.15194
2020-09-12,1.81095
2020-09-13,1.45759
2020-09-14,2.91519
2020-09-15,2.95936
2020-09-16,4.0636
2020-09-17,4.24028
2020-09-18,3.71024
2020-09-19,2.29681
2020-09-20,1.28091
2020-09-21,5.34452
2020-09-22,5.43286
2020-09-23,4.6378
2020-09-24,4.0636
2020-09-25,4.46113
2020-09-26,2.07597
2020-09-27,1.72261
2020-09-28,5.60954
2020-09-29,4.15194
2020-09-30,1.98763
2020-10-01,1.54593
2020-10-02,0.83922
2020-10-03,1.45759
2020-10-04,1.63427
2020-10-05,5.78621
2020-10-06,4.90282
2020-10-07,5.03533
2020-10-08,3.35689
2020-10-09,2.34098
2020-10-10,1.94346
2020-10-11,1.5901
2020-10-12,4.46113
2020-10-13,4.59363
2020-10-14,3.35689
2020-10-15,3.57773
2020-10-16,3.0477
2020-10-17,2.34098
2020-10-18,1.41342
2020-10-19,3.88692
2020-10-20,4.01943
2020-10-21,4.15194
2020-10-22,5.25618
2020-10-23,5.43286
2020-10-24,1.89929
2020-10-25,1.0159
2020-10-26,3.71024
2020-10-27,6.66961
2020-10-28,5.30035
2020-10-29,4.54946
2020-10-30,4.59363
2020-10-31,2.38515
2020-11-01,2.82685
2020-11-02,5.38869
2020-11-03,3.93109
2020-11-04,20.84805
2020-11-05,5.47703
2020-11-06,4.41696
2020-11-07,1.76678
2020-11-08,1.98763
2020-11-09,4.72614
2020-11-10,5.91872
2020-11-11,4.90282
2020-11-12,4.99116
2020-11-13,3.48939
2020-11-14,1.94346
2020-11-15,1.81095
2020-11-16,3.79858
2020-11-17,4.5053
2020-11-18,4.6378
2020-11-19,9.67314
2020-11-20,4.32862
2020-11-21,1.10424
2020-11-22,1.28091
2020-11-23,3.66607
2020-11-24,4.32862
2020-11-25,2.78268
2020-11-26,4.77031
2020-11-27,3.18021
2020-11-28,1.23674
2020-11-29,1.5901
2020-11-30,2.47349
2020-12-01,3.26855
2020-12-02,2.65017
2020-12-03,2.29681
2020-12-04,2.12014
2020-12-05,1.76678
2020-12-06,2.16431
2020-12-07,4.68197
2020-12-08,3.84275
2020-12-09,3.71024
2020-12-10,2.73851
2020-12-11,2.78268
2020-12-12,1.50176
2020-12-13,2.34098
2020-12-14,2.47349
2020-12-15,2.65017
2020-12-16,3.00353
2020-12-17,11.30742
2020-12-18,3.35689
2020-12-19,1.50176
2020-12-20,1.0159
2020-12-21,2.56183
2020-12-22,3.09187
2020-12-23,3.44522
2020-12-24,3.35689
2020-12-25,1.0159
2020-12-26,1.06007
2020-12-27,1.45759
2020-12-28,2.87102
2020-12-29,3.6219
2020-12-30,2.78268
2020-12-31,1.41342
2021-01-01,1.41342
2021-01-02,1.41342
2021-01-03,1.28091
2021-01-04,2.606
2021-01-05,3.48939
2021-01-06,4.32862
2021-01-07,3.84275
2021-01-08,3.13604
2021-01-09,1.76678
2021-01-10,2.38515
2021-01-11,4.41696
2021-01-12,5.12367
2021-01-13,4.10777
2021-01-14,10.33568
2021-01-15,5.5212
2021-01-16,2.69434
2021-01-17,2.78268
2021-01-18,4.68197
2021-01-19,4.46113
2021-01-20,7.77385
2021-01-21,6.62544
2021-01-22,6.0954
2021-01-23,2.69434
2021-01-24,2.82685
2021-01-25,5.38869
2021-01-26,5.38869
2021-01-27,5.38869
2021-01-28,3.57773
2021-01-29,4.90282
2021-01-30,2.29681
2021-01-31,1.32508
2021-02-01,4.68197
2021-02-02,3.97526
2021-02-03,4.15194
2021-02-04,4.46113
2021-02-05,5.21201
2021-02-06,2.42932
2021-02-07,2.29681
2021-02-08,3.79858
2021-02-09,5.96289
2021-02-10,12.85335
2021-02-11,3.97526
2021-02-12,2.29681
2021-02-13,3.71024
2021-02-14,3.26855
2021-02-15,8.43639
2021-02-16,6.62544
2021-02-17,5.38869
2021-02-18,3.84275
2021-02-19,8.92226
2021-02-20,4.68197
2021-02-21,3.71024
2021-02-22,6.22791
2021-02-23,5.12367
2021-02-24,5.16784
2021-02-25,3.6219
2021-02-26,3.00353
2021-02-27,2.42932
2021-02-28,2.07597
2021-03-01,2.20848
2021-03-02,4.10777
2021-03-03,3.53356
2021-03-04,3.44522
2021-03-05,5.96289
2021-03-06,2.29681
2021-03-07,1.54593
2021-03-08,3.88692
2021-03-09,4.54946
2021-03-10,9.49646
2021-03-11,7.28798
2021-03-12,4.6378
2021-03-13,3.09187
2021-03-14,2.12014
2021-03-15,9.0106
2021-03-16,6.5371
2021-03-17,6.44876
2021-03-18,6.27208
2021-03-19,7.15547
2021-03-20,3.40106
2021-03-21,3.6219
2021-03-22,5.60954
2021-03-23,7.46466
2021-03-24,6.36042
2021-03-25,6.93462
2021-03-26,5.38869
2021-03-27,2.20848
2021-03-28,1.94346
2021-03-29,4.77031
2021-03-30,6.49293
2021-03-31,5.74204
2021-04-01,4.81448
2021-04-02,8.78975
2021-04-03,4.6378
2021-04-04,3.48939
2021-04-05,8.87809
2021-04-06,10.37985
2021-04-07,7.77385
2021-04-08,5.65371
2021-04-09,4.72614
2021-04-10,3.40106
2021-04-11,3.6219
2021-04-12,7.06713
2021-04-13,6.0954
2021-04-14,4.72614
2021-04-15,6.71378
2021-04-16,3.93109
2021-04-17,2.12014
2021-04-18,2.606
2021-04-19,6.00706
2021-04-20,4.77031
2021-04-21,5.16784
2021-04-22,5.30035
2021-04-23,4.0636
2021-04-24,2.78268
2021-04-25,2.12014
2021-04-26,6.62544
2021-04-27,8.5689
2021-04-28,6.49293
2021-04-29,8.43639
2021-04-30,5.16784
2021-05-01,2.20848
2021-05-02,2.25265
2021-05-03,4.19611
2021-05-04,4.85865
2021-05-05,2.91519
2021-05-06,5.30035
2021-05-07,4.90282
2021-05-08,2.56183
2021-05-09,2.42932
2021-05-10,5.16784
2021-05-11,4.90282
2021-05-12,4.94699
2021-05-13,4.94699
2021-05-14,4.32862
2021-05-15,2.29681
2021-05-16,2.42932
2021-05-17,4.28445
2021-05-18,4.5053
