date,카카오배당금
2023-05-30,2.0809
2023-05-31,2.46985
2023-06-01,1.6725
2023-06-02,1.75029
2023-06-03,0.68066
2023-06-04,0.79735
2023-06-05,1.14741
2023-06-06,1.05017
2023-06-07,1.53636
2023-06-08,1.43912
2023-06-09,1.6336
2023-06-10,0.64177
2023-06-11,1.20575
2023-06-12,1.45857
2023-06-13,1.96421
2023-06-14,2.4504
2023-06-15,2.91715
2023-06-16,2.15869
2023-06-17,0.62232
2023-06-18,0.50563
2023-06-19,2.52819
2023-06-20,2.56709
2023-06-21,2.54764
2023-06-22,2.27537
2023-06-23,3.53947
2023-06-24,1.53636
2023-06-25,0.95293
2023-06-26,2.042
2023-06-27,2.37261
2023-06-28,3.09218
2023-06-29,2.15869
2023-06-30,1.75029
2023-07-01,0.66122
2023-07-02,0.58343
2023-07-03,1.88642
2023-07-04,1.96421
2023-07-05,1.73084
2023-07-06,1.88642
2023-07-07,1.34189
2023-07-08,0.58343
2023-07-09,0.66122
2023-07-10,0.99183
2023-07-11,1.6336
2023-07-12,1.51691
2023-07-13,1.86697
2023-07-14,1.98366
2023-07-15,1.16686
2023-07-16,0.60287
2023-07-17,1.43912
2023-07-18,1.61415
2023-07-19,1.59471
2023-07-20,1.6336
2023-07-21,1.20575
2023-07-22,0.44729
2023-07-23,0.44729
2023-07-24,1.84753
2023-07-25,1.88642
2023-07-26,2.41151
2023-07-27,2.74212
2023-07-28,1.90587
2023-07-29,0.4084
2023-07-30,0.46674
2023-07-31,1.30299
2023-08-01,2.70322
2023-08-02,1.82808
2023-08-03,1.73084
2023-08-04,1.73084
2023-08-05,0.60287
2023-08-06,0.46674
2023-08-07,1.6725
2023-08-08,1.24465
2023-08-09,1.12796
2023-08-10,0.95293
2023-08-11,1.40023
2023-08-12,0.56398
2023-08-13,0.62232
2023-08-14,1.65305
2023-08-15,1.16686
2023-08-16,3.03383
2023-08-17,2.33372
2023-08-18,2.11979
2023-08-19,0.60287
2023-08-20,0.4084
2023-08-21,1.36133
2023-08-22,2.042
2023-08-23,1.98366
2023-08-24,1.84753
2023-08-25,1.49747
2023-08-26,0.46674
2023-08-27,0.4084
2023-08-28,1.82808
2023-08-29,1.59471
2023-08-30,1.24465
2023-08-31,1.49747
2023-09-01,1.34189
2023-09-02,0.52508
2023-09-03,0.38895
2023-09-04,1.2252
2023-09-05,1.01127
2023-09-06,1.01127
2023-09-07,1.6336
2023-09-08,1.28354
2023-09-09,0.75845
2023-09-10,0.58343
2023-09-11,0.99183
2023-09-12,1.1863
2023-09-13,1.34189
2023-09-14,1.71139
2023-09-15,1.26409
2023-09-16,0.44729
2023-09-17,0.44729
2023-09-18,1.03072
2023-09-19,0.99183
2023-09-20,1.40023
2023-09-21,2.06145
2023-09-22,1.61415
2023-09-23,0.48619
2023-09-24,0.66122
2023-09-25,1.41968
2023-09-26,2.29482
2023-09-27,1.65305
2023-09-28,0.48619
2023-09-29,0.58343
2023-09-30,0.56398
2023-10-01,0.75845
2023-10-02,0.70011
2023-10-03,0.48619
2023-10-04,1.84753
2023-10-05,2.19758
2023-10-06,1.6725
2023-10-07,0.62232
2023-10-08,0.66122
2023-10-09,0.85569
2023-10-10,1.73084
2023-10-11,1.6725
2023-10-12,1.53636
2023-10-13,0.97238
2023-10-14,0.48619
2023-10-15,0.62232
2023-10-16,1.08907
2023-10-17,1.40023
2023-10-18,1.51691
2023-10-19,2.042
2023-10-20,3.05328
2023-10-21,1.71139
2023-10-22,1.45857
2023-10-23,3.38389
2023-10-24,3.24776
2023-10-25,2.17814
2023-10-26,2.46985
2023-10-27,2.10035
2023-10-28,0.85569
2023-10-29,0.71956
2023-10-30,1.76973
2023-10-31,2.43096
2023-11-01,2.10035
2023-11-02,1.78918
2023-11-03,2.43096
2023-11-04,1.40023
2023-11-05,1.38078
2023-11-06,2.52819
2023-11-07,1.88642
2023-11-08,1.94476
2023-11-09,3.7145
2023-11-10,2.19758
2023-11-11,1.05017
2023-11-12,0.93348
2023-11-13,1.47802
2023-11-14,2.68378
2023-11-15,3.46168
2023-11-16,2.27537
2023-11-17,2.042
2023-11-18,0.99183
2023-11-19,1.06962
2023-11-20,3.87008
2023-11-21,4.5702
2023-11-22,3.46168
2023-11-23,3.32555
2023-11-24,2.72267
2023-11-25,1.20575
2023-11-26,1.14741
2023-11-27,2.60598
2023-11-28,3.24776
2023-11-29,2.52819
2023-11-30,3.40334
2023-12-01,2.4893
2023-12-02,0.89459
2023-12-03,1.03072
2023-12-04,2.76157
2023-12-05,2.83936
2023-12-06,2.50875
2023-12-07,2.58654
2023-12-08,3.69506
2023-12-09,1.30299
2023-12-10,1.16686
2023-12-11,3.65616
2023-12-12,3.05328
2023-12-13,4.08401
2023-12-14,6.88448
2023-12-15,5.11474
2023-12-16,2.72267
2023-12-17,2.4504
2023-12-18,5.25087
2023-12-19,4.08401
2023-12-20,5.387
2023-12-21,5.32866
2023-12-22,4.80357
2023-12-23,1.90587
2023-12-24,2.13924
2023-12-25,2.4504
2023-12-26,8.47919
2023-12-27,9.68494
2023-12-28,7.85686
2023-12-29,5.58148
2023-12-30,2.8977
2023-12-31,2.25593
2024-01-01,2.0809
2024-01-02,8.07078
2024-01-03,4.27849
2024-01-04,4.06456
2024-01-05,2.97549
2024-01-06,1.2252
2024-01-07,1.57526
2024-01-08,3.13107
2024-01-09,3.96732
2024-01-10,3.85064
2024-01-11,5.60093
2024-01-12,2.70322
2024-01-13,1.40023
2024-01-14,1.51691
2024-01-15,2.54764
2024-01-16,2.4504
2024-01-17,2.02255
2024-01-18,1.41968
2024-01-19,1.71139
2024-01-20,1.03072
2024-01-21,0.95293
2024-01-22,1.75029
2024-01-23,2.11979
2024-01-24,1.78918
2024-01-25,2.60598
2024-01-26,2.56709
2024-01-27,1.03072
2024-01-28,0.93348
2024-01-29,2.4504
2024-01-30,2.81991
2024-01-31,3.36444
2024-02-01,3.32555
2024-02-02,5.54259
2024-02-03,2.60598
2024-02-04,1.75029
2024-02-05,3.40334
2024-02-06,2.70322
2024-02-07,3.92843
2024-02-08,3.83119
2024-02-09,1.40023
2024-02-10,1.28354
2024-02-11,1.1863
2024-02-12,2.10035
2024-02-13,3.85064
2024-02-14,6.80669
2024-02-15,14.52742
2024-02-16,6.33994
2024-02-17,2.81991
2024-02-18,1.80863
2024-02-19,4.9786
2024-02-20,4.33683
2024-02-21,6.57331
2024-02-22,4.45352
2024-02-23,3.81174
2024-02-24,1.51691
2024-02-25,1.28354
2024-02-26,3.77285
2024-02-27,5.32866
2024-02-28,8.22637
2024-02-29,6.39828
2024-03-01,1.78918
2024-03-02,1.51691
2024-03-03,1.75029
2024-03-04,3.01439
2024-03-05,3.73395
2024-03-06,2.95604
2024-03-07,2.78101
2024-03-08,2.95604
2024-03-09,1.75029
2024-03-10,1.30299
2024-03-11,3.15052
2024-03-12,4.37572
2024-03-13,3.98677
2024-03-14,4.06456
2024-03-15,2.62543
2024-03-16,1.08907
2024-03-17,1.26409
2024-03-18,2.43096
2024-03-19,2.70322
2024-03-20,3.42279
