date,성년후견인
2023-05-29,1.14416
2023-05-30,2.34993
2023-05-31,2.05069
2023-06-01,2.1035
2023-06-02,2.31473
2023-06-03,1.01214
2023-06-04,1.81306
2023-06-05,3.15085
2023-06-06,1.3906
2023-06-07,2.35873
2023-06-08,2.42034
2023-06-09,2.38514
2023-06-10,1.19697
2023-06-11,1.15296
2023-06-12,2.63157
2023-06-13,2.43795
2023-06-14,2.85161
2023-06-15,2.33233
2023-06-16,2.1475
2023-06-17,1.02974
2023-06-18,1.10895
2023-06-19,2.43795
2023-06-20,2.55236
2023-06-21,2.41154
2023-06-22,2.22672
2023-06-23,2.28832
2023-06-24,0.89772
2023-06-25,0.94173
2023-06-26,2.19151
2023-06-27,2.57877
2023-06-28,2.44675
2023-06-29,1.78665
2023-06-30,1.97148
2023-07-01,1.02094
2023-07-02,1.02094
2023-07-03,2.28832
2023-07-04,2.57877
2023-07-05,2.34993
2023-07-06,2.8164
2023-07-07,2.39394
2023-07-08,0.94173
2023-07-09,1.28498
2023-07-10,2.87801
2023-07-11,2.54356
2023-07-12,2.71959
2023-07-13,2.26192
2023-07-14,2.1475
2023-07-15,1.02974
2023-07-16,1.16176
2023-07-17,2.90441
2023-07-18,2.59637
2023-07-19,2.51716
2023-07-20,2.71959
2023-07-21,2.49955
2023-07-22,1.14416
2023-07-23,1.13536
2023-07-24,2.66678
2023-07-25,2.69318
2023-07-26,2.42034
2023-07-27,2.60517
2023-07-28,1.99788
2023-07-29,0.97694
2023-07-30,1.01214
2023-07-31,2.25312
2023-08-01,2.16511
2023-08-02,2.26192
2023-08-03,2.46435
2023-08-04,2.20031
2023-08-05,0.94173
2023-08-06,0.84492
2023-08-07,2.27952
2023-08-08,2.77239
2023-08-09,2.44675
2023-08-10,2.7812
2023-08-11,2.27072
2023-08-12,1.26738
2023-08-13,1.12656
2023-08-14,2.66678
2023-08-15,1.20577
2023-08-16,2.46435
2023-08-17,2.95722
2023-08-18,2.42034
2023-08-19,1.04735
2023-08-20,1.17056
2023-08-21,3.08924
2023-08-22,2.72839
2023-08-23,2.49075
2023-08-24,2.79
2023-08-25,2.65798
2023-08-26,1.19697
2023-08-27,0.99454
2023-08-28,2.86041
2023-08-29,2.49955
2023-08-30,2.40274
2023-08-31,2.63157
2023-09-01,2.64918
2023-09-02,1.15296
2023-09-03,1.20577
2023-09-04,2.50836
2023-09-05,2.69318
2023-09-06,2.75479
2023-09-07,2.64918
2023-09-08,2.29713
2023-09-09,1.17056
2023-09-10,1.14416
2023-09-11,2.60517
2023-09-12,2.93962
2023-09-13,2.40274
2023-09-14,2.75479
2023-09-15,2.31473
2023-09-16,1.25858
2023-09-17,1.07375
2023-09-18,2.59637
2023-09-19,2.92202
2023-09-20,2.48195
2023-09-21,2.18271
2023-09-22,2.24432
2023-09-23,1.06495
2023-09-24,0.98574
2023-09-25,2.64038
2023-09-26,2.43795
2023-09-27,1.76905
2023-09-28,1.10015
2023-09-29,0.94173
2023-09-30,1.18817
2023-10-01,0.87132
2023-10-02,1.23217
2023-10-03,1.23217
2023-10-04,4.15419
2023-10-05,3.23006
2023-10-06,2.56116
2023-10-07,1.30258
2023-10-08,1.17056
2023-10-09,1.4346
2023-10-10,2.75479
2023-10-11,2.55236
2023-10-12,3.05403
2023-10-13,2.86041
2023-10-14,1.4522
2023-10-15,1.54022
2023-10-16,2.76359
2023-10-17,2.77239
2023-10-18,2.79
2023-10-19,2.77239
2023-10-20,2.19151
2023-10-21,1.31138
2023-10-22,1.31138
2023-10-23,3.23886
2023-10-24,3.28287
2023-10-25,2.72839
2023-10-26,2.65798
2023-10-27,2.37634
2023-10-28,1.09135
2023-10-29,1.02094
2023-10-30,2.39394
2023-10-31,2.21791
2023-11-01,2.41154
2023-11-02,2.41154
2023-11-03,2.44675
2023-11-04,0.97694
2023-11-05,0.95933
2023-11-06,2.35873
2023-11-07,2.35873
2023-11-08,2.38514
2023-11-09,2.19151
2023-11-10,1.93627
2023-11-11,0.78331
2023-11-12,0.7305
2023-11-13,2.38514
2023-11-14,2.1299
2023-11-15,2.54356
2023-11-16,1.89227
2023-11-17,1.74265
2023-11-18,0.7569
2023-11-19,1.07375
2023-11-20,2.91321
2023-11-21,2.1299
2023-11-22,2.0859
2023-11-23,2.06829
2023-11-24,1.91867
2023-11-25,0.95933
2023-11-26,0.92413
2023-11-27,2.35873
2023-11-28,2.21791
2023-11-29,2.33233
2023-11-30,2.06829
2023-12-01,1.85706
2023-12-02,1.05615
2023-12-03,0.96813
2023-12-04,2.37634
2023-12-05,2.47315
2023-12-06,2.29713
2023-12-07,2.01549
2023-12-08,2.34113
2023-12-09,1.4258
2023-12-10,1.05615
2023-12-11,2.27952
2023-12-12,2.98362
2023-12-13,2.59637
2023-12-14,2.68438
2023-12-15,2.38514
2023-12-16,1.19697
2023-12-17,0.93293
2023-12-18,2.22672
2023-12-19,2.35873
2023-12-20,1.89227
2023-12-21,2.04189
2023-12-22,1.54022
2023-12-23,0.82731
2023-12-24,0.6953
2023-12-25,0.7305
2023-12-26,2.30593
2023-12-27,2.49955
2023-12-28,2.15631
2023-12-29,1.68104
2023-12-30,0.88012
2023-12-31,0.89772
2024-01-01,0.6953
2024-01-02,1.80425
2024-01-03,2.21791
2024-01-04,2.38514
2024-01-05,2.43795
2024-01-06,1.27618
2024-01-07,1.67224
2024-01-08,2.30593
2024-01-09,2.24432
2024-01-10,2.31473
2024-01-11,2.68438
2024-01-12,2.1035
2024-01-13,0.84492
2024-01-14,0.93293
2024-01-15,2.67558
2024-01-16,2.98362
2024-01-17,2.7812
2024-01-18,2.34113
2024-01-19,2.28832
2024-01-20,1.15296
2024-01-21,0.95053
2024-01-22,2.73719
2024-01-23,2.17391
2024-01-24,2.53476
2024-01-25,2.47315
2024-01-26,1.99788
2024-01-27,1.11776
2024-01-28,1.08255
2024-01-29,2.50836
2024-01-30,2.20911
2024-01-31,2.19151
2024-02-01,2.42914
2024-02-02,2.17391
2024-02-03,1.06495
2024-02-04,1.05615
2024-02-05,1.96268
2024-02-06,2.18271
2024-02-07,2.26192
2024-02-08,2.38514
2024-02-09,1.16176
2024-02-10,1.04735
2024-02-11,2.70198
2024-02-12,1.36419
2024-02-13,3.02763
2024-02-14,2.44675
2024-02-15,2.64038
2024-02-16,2.20031
2024-02-17,1.16176
2024-02-18,1.24977
2024-02-19,2.73719
2024-02-20,2.93962
2024-02-21,2.18271
2024-02-22,1.96268
2024-02-23,1.96268
2024-02-24,1.31138
2024-02-25,1.13536
2024-02-26,2.74599
2024-02-27,2.87801
2024-02-28,2.18271
2024-02-29,2.26192
2024-03-01,0.96813
2024-03-02,1.13536
2024-03-03,1.18817
2024-03-04,2.21791
2024-03-05,2.48195
2024-03-06,2.52596
2024-03-07,2.68438
2024-03-08,2.1299
2024-03-09,1.10015
2024-03-10,0.90653
2024-03-11,2.36754
2024-03-12,2.42034
2024-03-13,2.51716
2024-03-14,2.40274
2024-03-15,2.23552
2024-03-16,1.19697
2024-03-17,1.12656
2024-03-18,3.29167
2024-03-19,2.63157
2024-03-20,2.66678
