date,실손의료비보험
2020-09-06,6.72268
2020-09-07,19.88795
2020-09-08,28.29131
2020-09-09,21.56862
2020-09-10,15.40616
2020-09-11,14.56582
2020-09-12,5.04201
2020-09-13,5.60224
2020-09-14,12.32492
2020-09-15,10.64425
2020-09-16,13.72549
2020-09-17,10.36414
2020-09-18,9.80392
2020-09-19,9.5238
2020-09-20,7.84313
2020-09-21,22.96918
2020-09-22,26.61064
2020-09-23,15.96638
2020-09-24,12.60504
2020-09-25,14.0056
2020-09-26,6.16246
2020-09-27,8.12324
2020-09-28,13.16526
2020-09-29,12.32492
2020-09-30,3.36134
2020-10-01,5.04201
2020-10-02,3.36134
2020-10-03,2.24089
2020-10-04,5.88235
2020-10-05,16.24649
2020-10-06,15.68627
2020-10-07,14.28571
2020-10-08,12.04481
2020-10-09,6.16246
2020-10-10,1.96078
2020-10-11,3.08123
2020-10-12,10.92436
2020-10-13,15.12605
2020-10-14,12.60504
2020-10-15,19.32773
2020-10-16,13.44537
2020-10-17,5.88235
2020-10-18,7.0028
2020-10-19,8.40336
2020-10-20,10.36414
2020-10-21,10.08403
2020-10-22,14.56582
2020-10-23,8.96358
2020-10-24,2.521
2020-10-25,4.20168
2020-10-26,9.80392
2020-10-27,15.68627
2020-10-28,21.28851
2020-10-29,17.08683
2020-10-30,11.48459
2020-10-31,6.44257
2020-11-01,7.84313
2020-11-02,18.48739
2020-11-03,9.5238
2020-11-04,12.04481
2020-11-05,10.92436
2020-11-06,10.64425
2020-11-07,2.521
2020-11-08,4.7619
2020-11-09,14.28571
2020-11-10,16.80672
2020-11-11,10.36414
2020-11-12,12.32492
2020-11-13,7.56302
2020-11-14,5.60224
2020-11-15,5.04201
2020-11-16,12.60504
2020-11-17,13.16526
2020-11-18,8.68347
2020-11-19,7.56302
2020-11-20,6.72268
2020-11-21,4.20168
2020-11-22,4.48179
2020-11-23,13.16526
2020-11-24,15.96638
2020-11-25,13.16526
2020-11-26,11.48459
2020-11-27,9.5238
2020-11-28,9.5238
2020-11-29,5.88235
2020-11-30,15.68627
2020-12-01,11.48459
2020-12-02,10.92436
2020-12-03,10.08403
2020-12-04,6.16246
2020-12-05,3.36134
2020-12-06,1.40056
2020-12-07,12.88515
2020-12-08,14.56582
2020-12-09,18.7675
2020-12-10,20.16806
2020-12-11,10.64425
2020-12-12,6.72268
2020-12-13,7.28291
2020-12-14,14.84593
2020-12-15,14.84593
2020-12-16,14.28571
2020-12-17,15.40616
2020-12-18,11.48459
2020-12-19,5.04201
2020-12-20,3.36134
2020-12-21,15.68627
2020-12-22,14.56582
2020-12-23,15.68627
2020-12-24,12.60504
2020-12-25,6.16246
2020-12-26,4.7619
2020-12-27,6.44257
2020-12-28,18.7675
2020-12-29,21.84873
2020-12-30,19.60784
2020-12-31,16.52661
2021-01-01,4.48179
2021-01-02,5.32212
2021-01-03,3.36134
2021-01-04,13.44537
2021-01-05,14.0056
2021-01-06,14.56582
2021-01-07,11.48459
2021-01-08,12.04481
2021-01-09,3.36134
2021-01-10,5.04201
2021-01-11,9.80392
2021-01-12,16.24649
2021-01-13,16.52661
2021-01-14,16.24649
2021-01-15,16.24649
2021-01-16,8.12324
2021-01-17,5.04201
2021-01-18,14.84593
2021-01-19,19.60784
2021-01-20,18.48739
2021-01-21,14.0056
2021-01-22,19.88795
2021-01-23,8.96358
2021-01-24,5.04201
2021-01-25,17.64705
2021-01-26,18.20728
2021-01-27,15.40616
2021-01-28,13.16526
2021-01-29,11.7647
2021-01-30,4.7619
2021-01-31,5.04201
2021-02-01,9.80392
2021-02-02,10.64425
2021-02-03,10.36414
2021-02-04,13.16526
2021-02-05,8.40336
2021-02-06,2.521
2021-02-07,3.92156
2021-02-08,9.24369
2021-02-09,8.96358
2021-02-10,8.12324
2021-02-11,1.40056
2021-02-12,1.68067
2021-02-13,2.80112
2021-02-14,4.20168
2021-02-15,11.20448
2021-02-16,10.92436
2021-02-17,12.88515
2021-02-18,10.64425
2021-02-19,16.24649
2021-02-20,4.48179
2021-02-21,5.60224
2021-02-22,12.88515
2021-02-23,17.64705
2021-02-24,20.44817
2021-02-25,19.88795
2021-02-26,15.96638
2021-02-27,4.7619
2021-02-28,2.80112
2021-03-01,5.60224
2021-03-02,15.96638
2021-03-03,16.80672
2021-03-04,12.32492
2021-03-05,12.88515
2021-03-06,4.20168
2021-03-07,6.16246
2021-03-08,10.64425
2021-03-09,14.56582
2021-03-10,15.40616
2021-03-11,12.88515
2021-03-12,16.52661
2021-03-13,7.0028
2021-03-14,3.36134
2021-03-15,14.28571
2021-03-16,19.88795
2021-03-17,12.04481
2021-03-18,10.92436
2021-03-19,11.20448
2021-03-20,2.80112
2021-03-21,1.96078
2021-03-22,12.60504
2021-03-23,12.88515
2021-03-24,16.80672
2021-03-25,14.0056
2021-03-26,8.40336
2021-03-27,5.04201
2021-03-28,6.16246
2021-03-29,9.24369
2021-03-30,20.44817
2021-03-31,14.56582
2021-04-01,10.64425
2021-04-02,6.44257
2021-04-03,2.24089
2021-04-04,5.04201
2021-04-05,8.68347
2021-04-06,10.64425
2021-04-07,13.16526
2021-04-08,12.04481
2021-04-09,8.12324
2021-04-10,3.36134
2021-04-11,4.7619
2021-04-12,10.92436
2021-04-13,14.84593
2021-04-14,9.80392
2021-04-15,12.04481
2021-04-16,12.88515
2021-04-17,7.28291
2021-04-18,4.20168
2021-04-19,11.48459
2021-04-20,10.08403
2021-04-21,8.12324
2021-04-22,12.60504
2021-04-23,10.64425
2021-04-24,3.92156
2021-04-25,4.20168
2021-04-26,7.0028
2021-04-27,10.92436
2021-04-28,15.12605
2021-04-29,10.92436
2021-04-30,8.96358
2021-05-01,2.521
2021-05-03,8.12324
2021-05-04,10.36414
2021-05-05,5.04201
2021-05-06,13.44537
2021-05-07,10.08403
2021-05-08,5.88235
2021-05-09,6.72268
2021-05-10,14.0056
2021-05-11,14.28571
2021-05-12,12.04481
2021-05-13,11.7647
2021-05-14,14.56582
2021-05-15,6.16246
2021-05-16,3.36134
2021-05-17,12.32492
2021-05-18,13.16526
2021-05-19,7.84313
2021-05-20,10.64425
2021-05-21,12.32492
2021-05-22,4.48179
2021-05-23,4.7619
2021-05-24,12.04481
2021-05-25,19.32773
2021-05-26,13.16526
2021-05-27,12.60504
2021-05-28,8.96358
2021-05-29,3.64145
2021-05-30,7.0028
2021-05-31,14.28571
2021-06-01,16.80672
2021-06-02,14.28571
2021-06-03,17.64705
2021-06-04,10.36414
2021-06-05,9.5238
2021-06-06,3.92156
2021-06-07,11.48459
2021-06-08,20.72829
2021-06-09,10.36414
2021-06-10,18.20728
2021-06-11,15.40616
2021-06-12,5.04201
2021-06-13,6.16246
2021-06-14,14.28571
2021-06-15,16.80672
2021-06-16,16.24649
2021-06-17,16.24649
2021-06-18,15.96638
2021-06-19,5.88235
2021-06-20,6.16246
2021-06-21,18.20728
2021-06-22,24.08963
2021-06-23,24.92997
2021-06-24,26.61064
2021-06-25,28.85154
2021-06-26,10.08403
2021-06-27,12.60504
2021-06-28,33.05322
2021-06-29,63.86554
2021-06-30,100.0
2021-07-01,15.96638
2021-07-02,13.44537
2021-07-03,8.96358
2021-07-04,5.60224
2021-07-05,9.80392
2021-07-06,11.48459
2021-07-07,15.12605
2021-07-08,8.40336
2021-07-09,5.32212
2021-07-10,1.40056
2021-07-12,4.7619
2021-07-13,8.40336
2021-07-14,5.60224
2021-07-15,8.12324
2021-07-16,6.44257
2021-07-17,1.96078
2021-07-19,6.72268
2021-07-20,5.04201
2021-07-21,8.12324
2021-07-22,5.88235
2021-07-23,8.68347
2021-07-24,2.24089
2021-07-25,4.48179
2021-07-26,7.56302
2021-07-27,14.84593
2021-07-28,13.72549
2021-07-29,5.60224
2021-07-30,11.7647
2021-07-31,6.72268
2021-08-01,7.56302
2021-08-02,6.16246
2021-08-03,15.68627
2021-08-04,10.64425
2021-08-05,14.56582
2021-08-06,9.24369
2021-08-07,8.12324
2021-08-08,3.64145
2021-08-09,13.44537
2021-08-10,10.92436
2021-08-11,16.52661
2021-08-12,16.80672
2021-08-13,9.5238
2021-08-14,3.36134
2021-08-15,4.7619
2021-08-16,7.28291
2021-08-17,15.68627
2021-08-18,9.5238
2021-08-19,13.44537
2021-08-20,12.88515
2021-08-21,5.60224
2021-08-22,2.521
2021-08-23,9.5238
2021-08-24,11.20448
2021-08-25,15.40616
2021-08-26,14.28571
2021-08-27,7.84313
2021-08-28,7.56302
2021-08-29,3.64145
2021-08-30,15.68627
2021-08-31,7.0028
2021-09-01,14.84593
2021-09-02,14.28571
2021-09-03,3.36134
2021-09-04,7.0028
2021-09-05,5.88235
2021-09-06,11.7647
2021-09-07,12.88515
2021-09-08,16.52661
2021-09-09,10.64425
2021-09-10,11.48459
2021-09-11,3.64145
2021-09-12,4.7619
2021-09-13,10.92436
2021-09-14,14.56582
2021-09-15,8.40336
2021-09-16,8.68347
2021-09-17,8.40336
2021-09-18,2.80112
2021-09-19,3.64145
2021-09-20,1.68067
2021-09-21,3.08123
2021-09-22,3.92156
2021-09-23,13.16526
2021-09-24,9.80392
2021-09-25,3.92156
2021-09-26,1.68067
2021-09-27,9.5238
2021-09-28,10.36414
2021-09-29,13.72549
2021-09-30,12.60504
2021-10-01,12.88515
2021-10-02,4.20168
2021-10-03,4.20168
2021-10-04,6.72268
2021-10-05,17.08683
2021-10-06,18.48739
2021-10-07,15.12605
2021-10-08,12.60504
2021-10-09,5.60224
2021-10-10,6.44257
2021-10-11,9.24369
2021-10-12,13.44537
2021-10-13,15.12605
2021-10-14,13.72549
2021-10-15,14.56582
2021-10-16,7.0028
2021-10-17,5.60224
2021-10-18,8.96358
2021-10-19,11.48459
2021-10-20,10.64425
2021-10-21,10.64425
2021-10-22,17.08683
2021-10-23,9.5238
2021-10-24,6.44257
2021-10-25,16.80672
2021-10-26,11.48459
2021-10-27,9.24369
2021-10-28,11.48459
2021-10-29,7.84313
2021-10-30,5.32212
2021-10-31,2.80112
2021-11-01,12.32492
2021-11-02,9.24369
2021-11-03,13.16526
2021-11-04,6.16246
2021-11-05,8.40336
2021-11-06,2.80112
2021-11-07,2.521
2021-11-08,8.96358
2021-11-09,8.12324
2021-11-10,10.36414
2021-11-11,8.68347
2021-11-12,12.32492
2021-11-13,1.68067
2021-11-14,3.92156
2021-11-15,10.36414
2021-11-16,10.36414
2021-11-17,5.60224
2021-11-18,11.7647
2021-11-19,11.20448
2021-11-20,1.68067
2021-11-21,3.08123
2021-11-22,7.84313
2021-11-23,15.40616
2021-11-24,8.12324
2021-11-25,13.72549
2021-11-26,10.92436
2021-11-27,3.92156
2021-11-28,3.92156
2021-11-29,10.08403
2021-11-30,11.7647
2021-12-01,10.36414
2021-12-02,10.64425
2021-12-03,13.44537
2021-12-04,3.92156
2021-12-05,3.64145
2021-12-06,14.84593
2021-12-07,13.44537
2021-12-08,16.80672
2021-12-09,10.36414
2021-12-10,13.44537
2021-12-11,3.92156
2021-12-12,8.12324
2021-12-13,13.16526
2021-12-14,18.20728
2021-12-15,16.52661
2021-12-16,19.60784
2021-12-17,13.16526
2021-12-18,5.60224
2021-12-19,5.88235
2021-12-20,12.32492
2021-12-21,12.60504
2021-12-22,11.7647
2021-12-23,23.24929
2021-12-24,8.40336
2021-12-25,6.44257
2021-12-26,8.96358
2021-12-27,20.72829
2021-12-28,19.04761
2021-12-29,23.24929
2021-12-30,17.08683
2021-12-31,14.56582
2022-01-01,5.60224
2022-01-02,4.7619
2022-01-03,22.68907
2022-01-04,19.60784
2022-01-05,13.72549
2022-01-06,13.16526
2022-01-07,14.84593
2022-01-08,8.12324
2022-01-09,7.84313
2022-01-10,17.92717
2022-01-11,19.88795
2022-01-12,21.0084
2022-01-13,16.24649
2022-01-14,14.0056
2022-01-15,7.56302
2022-01-16,7.28291
2022-01-17,19.88795
2022-01-18,14.56582
2022-01-19,11.7647
2022-01-20,15.68627
2022-01-21,10.92436
2022-01-22,3.92156
2022-01-23,2.24089
2022-01-24,15.40616
2022-01-25,14.56582
2022-01-26,13.16526
2022-01-27,10.08403
2022-01-28,7.56302
2022-01-29,1.68067
2022-01-30,5.88235
2022-01-31,3.08123
2022-02-01,3.08123
2022-02-02,5.60224
2022-02-03,11.20448
2022-02-04,12.04481
2022-02-05,2.521
2022-02-06,5.32212
2022-02-07,9.80392
2022-02-08,6.44257
2022-02-09,10.36414
2022-02-10,8.40336
2022-02-11,7.84313
2022-02-12,3.36134
2022-02-13,4.7619
2022-02-14,14.28571
2022-02-15,16.80672
2022-02-16,11.48459
2022-02-17,11.20448
2022-02-18,10.92436
2022-02-19,5.04201
2022-02-20,4.48179
2022-02-21,9.80392
2022-02-22,12.60504
2022-02-23,10.08403
2022-02-24,12.88515
2022-02-25,10.36414
2022-02-26,6.44257
2022-02-27,2.80112
2022-02-28,9.24369
2022-03-01,4.20168
2022-03-02,8.96358
2022-03-03,6.72268
2022-03-04,6.72268
2022-03-05,4.48179
2022-03-06,2.24089
2022-03-07,5.04201
2022-03-08,7.56302
2022-03-09,6.16246
2022-03-10,14.0056
2022-03-11,11.20448
2022-03-12,4.48179
2022-03-13,5.04201
2022-03-14,7.0028
2022-03-15,10.36414
2022-03-16,10.92436
2022-03-17,16.52661
2022-03-18,16.24649
2022-03-19,9.24369
2022-03-20,3.64145
2022-03-21,14.56582
2022-03-22,12.32492
2022-03-23,12.04481
2022-03-24,7.84313
2022-03-25,7.56302
2022-03-26,5.88235
2022-03-27,3.92156
2022-03-28,10.08403
2022-03-29,14.56582
2022-03-30,13.72549
2022-03-31,16.52661
2022-04-01,8.96358
2022-04-02,3.08123
2022-04-03,2.24089
2022-04-04,10.08403
2022-04-05,12.32492
2022-04-06,14.84593
2022-04-07,11.7647
2022-04-08,14.84593
2022-04-09,2.80112
2022-04-10,5.04201
2022-04-11,12.32492
2022-04-12,18.7675
2022-04-13,14.84593
2022-04-14,14.0056
2022-04-15,13.44537
2022-04-16,3.36134
2022-04-17,3.92156
2022-04-18,12.88515
2022-04-19,12.32492
2022-04-20,13.72549
2022-04-21,12.32492
2022-04-22,10.08403
2022-04-23,7.0028
2022-04-24,5.04201
2022-04-25,13.72549
2022-04-26,11.7647
2022-04-27,15.96638
2022-04-28,16.80672
2022-04-29,8.96358
2022-04-30,6.72268
2022-05-01,7.0028
2022-05-02,19.04761
2022-05-03,13.72549
2022-05-04,8.12324
2022-05-05,3.08123
2022-05-06,4.7619
2022-05-07,5.60224
2022-05-08,4.7619
2022-05-09,12.60504
2022-05-10,12.04481
2022-05-11,20.16806
2022-05-12,18.20728
2022-05-13,15.12605
2022-05-14,3.36134
2022-05-15,5.32212
2022-05-16,10.92436
2022-05-17,17.08683
2022-05-18,15.40616
2022-05-19,14.28571
2022-05-20,8.40336
2022-05-21,1.96078
2022-05-22,3.36134
2022-05-23,9.24369
2022-05-24,15.40616
2022-05-25,11.48459
2022-05-26,10.36414
2022-05-27,10.64425
2022-05-28,1.96078
2022-05-29,3.08123
2022-05-30,10.36414
2022-05-31,8.12324
2022-06-01,2.521
2022-06-02,8.40336
2022-06-03,8.40336
2022-06-04,2.80112
2022-06-05,2.521
2022-06-06,3.36134
2022-06-07,12.88515
2022-06-08,14.28571
2022-06-09,10.92436
2022-06-10,11.7647
2022-06-11,6.44257
2022-06-12,7.28291
2022-06-13,12.88515
2022-06-14,15.68627
2022-06-15,17.08683
2022-06-16,9.5238
2022-06-17,19.88795
2022-06-18,3.92156
2022-06-19,4.7619
2022-06-20,16.24649
2022-06-21,12.04481
2022-06-22,18.20728
2022-06-23,15.40616
2022-06-24,12.60504
2022-06-25,6.72268
2022-06-26,5.04201
2022-06-27,12.32492
2022-06-28,22.40896
2022-06-29,14.84593
2022-06-30,17.08683
2022-07-01,16.24649
2022-07-02,6.44257
2022-07-03,4.20168
2022-07-04,17.36694
2022-07-05,12.60504
2022-07-06,18.48739
2022-07-07,17.08683
2022-07-08,15.68627
2022-07-09,6.44257
2022-07-10,5.32212
2022-07-11,16.52661
2022-07-12,18.7675
2022-07-13,12.04481
2022-07-14,11.7647
2022-07-15,13.44537
2022-07-16,2.80112
2022-07-17,10.36414
2022-07-18,16.24649
2022-07-19,15.40616
2022-07-20,16.24649
2022-07-21,16.52661
2022-07-22,12.04481
2022-07-23,4.20168
2022-07-24,5.60224
2022-07-25,13.16526
2022-07-26,20.16806
2022-07-27,14.56582
2022-07-28,13.44537
2022-07-29,10.36414
2022-07-30,6.72268
2022-07-31,8.68347
2022-08-01,10.36414
2022-08-02,15.40616
2022-08-03,12.60504
2022-08-04,15.40616
2022-08-05,11.20448
2022-08-06,7.0028
2022-08-07,6.16246
2022-08-08,15.96638
2022-08-09,17.08683
2022-08-10,13.44537
2022-08-11,16.80672
2022-08-12,8.40336
2022-08-13,5.60224
2022-08-14,3.36134
2022-08-15,3.36134
2022-08-16,10.08403
2022-08-17,12.60504
2022-08-18,13.16526
2022-08-19,16.24649
2022-08-20,10.64425
2022-08-21,4.48179
2022-08-22,20.72829
2022-08-23,12.32492
2022-08-24,15.96638
2022-08-25,19.88795
2022-08-26,16.80672
2022-08-27,7.28291
2022-08-28,5.04201
2022-08-29,18.20728
2022-08-30,21.84873
2022-08-31,15.96638
2022-09-01,17.08683
2022-09-02,17.08683
2022-09-03,4.20168
2022-09-04,5.60224
2022-09-05,12.60504
2022-09-06,11.7647
2022-09-07,9.5238
2022-09-08,10.36414
2022-09-09,5.32212
2022-09-10,3.08123
2022-09-11,1.68067
2022-09-12,2.521
2022-09-13,16.52661
2022-09-14,16.52661
2022-09-15,12.32492
2022-09-16,12.88515
2022-09-17,1.96078
2022-09-18,3.92156
2022-09-19,11.20448
2022-09-20,13.44537
2022-09-21,9.80392
2022-09-22,16.52661
2022-09-23,10.64425
2022-09-24,4.7619
2022-09-25,4.7619
2022-09-26,14.0056
2022-09-27,16.52661
2022-09-28,15.68627
2022-09-29,10.64425
2022-09-30,11.48459
2022-10-01,4.20168
2022-10-02,1.96078
2022-10-03,5.04201
2022-10-04,9.5238
2022-10-05,8.68347
2022-10-06,9.80392
2022-10-07,10.64425
2022-10-08,3.64145
2022-10-09,3.08123
2022-10-10,4.20168
2022-10-11,10.64425
2022-10-12,11.7647
2022-10-13,11.20448
2022-10-14,10.36414
2022-10-15,4.48179
2022-10-16,3.64145
2022-10-17,14.84593
2022-10-18,9.5238
2022-10-19,12.32492
2022-10-20,12.04481
2022-10-21,12.04481
2022-10-22,7.0028
2022-10-23,2.521
2022-10-24,9.5238
2022-10-25,12.32492
2022-10-26,11.20448
2022-10-27,15.12605
2022-10-28,9.24369
2022-10-29,5.04201
2022-10-30,9.80392
2022-10-31,12.32492
2022-11-01,10.64425
2022-11-02,9.80392
2022-11-03,9.80392
2022-11-04,10.92436
2022-11-05,5.60224
2022-11-06,2.521
2022-11-07,15.12605
2022-11-08,12.32492
2022-11-09,9.80392
2022-11-10,10.36414
2022-11-11,9.80392
2022-11-12,3.36134
2022-11-13,3.08123
2022-11-14,12.60504
2022-11-15,13.72549
2022-11-16,12.32492
2022-11-17,13.16526
2022-11-18,12.88515
2022-11-19,1.96078
2022-11-20,5.32212
2022-11-21,11.7647
2022-11-22,15.68627
2022-11-23,9.24369
2022-11-24,9.5238
2022-11-25,11.48459
2022-11-26,5.88235
2022-11-27,1.68067
2022-11-28,11.48459
2022-11-29,11.48459
2022-11-30,8.12324
2022-12-01,8.96358
2022-12-02,10.08403
2022-12-03,3.92156
2022-12-04,7.28291
2022-12-05,10.36414
2022-12-06,12.04481
2022-12-07,10.92436
2022-12-08,9.5238
2022-12-09,13.16526
2022-12-10,7.84313
2022-12-11,5.88235
2022-12-12,15.68627
2022-12-13,13.44537
2022-12-14,17.36694
2022-12-15,14.28571
2022-12-16,13.44537
2022-12-17,4.48179
2022-12-18,4.48179
2022-12-19,17.64705
2022-12-20,20.44817
2022-12-21,15.96638
2022-12-22,17.36694
2022-12-23,8.68347
2022-12-24,5.60224
2022-12-25,6.44257
2022-12-26,15.68627
2022-12-27,15.96638
2022-12-28,14.0056
2022-12-29,17.36694
2022-12-30,10.92436
2022-12-31,3.08123
2023-01-01,3.64145
2023-01-02,10.36414
2023-01-03,14.28571
2023-01-04,17.64705
2023-01-05,14.28571
2023-01-06,13.72549
2023-01-07,8.12324
2023-01-08,6.72268
2023-01-09,16.52661
2023-01-10,14.28571
2023-01-11,14.84593
2023-01-12,17.36694
2023-01-13,16.24649
2023-01-14,4.20168
2023-01-15,7.84313
2023-01-16,23.52941
2023-01-17,17.64705
2023-01-18,12.60504
2023-01-19,17.08683
2023-01-20,11.20448
2023-01-21,3.08123
2023-01-22,3.64145
2023-01-23,2.521
2023-01-24,5.88235
2023-01-25,16.24649
2023-01-26,14.84593
2023-01-27,11.48459
2023-01-28,3.08123
2023-01-29,3.64145
2023-01-30,11.20448
2023-01-31,12.88515
2023-02-01,12.60504
2023-02-02,7.0028
2023-02-03,11.7647
2023-02-04,3.36134
2023-02-05,2.80112
2023-02-06,12.60504
2023-02-07,7.84313
2023-02-08,8.96358
2023-02-09,7.56302
2023-02-10,10.36414
2023-02-11,3.08123
2023-02-12,2.80112
2023-02-13,9.5238
2023-02-14,9.24369
2023-02-15,10.64425
2023-02-16,11.20448
2023-02-17,9.80392
2023-02-18,3.08123
2023-02-19,7.0028
2023-02-20,9.24369
2023-02-21,12.32492
2023-02-22,11.20448
2023-02-23,13.16526
2023-02-24,7.0028
2023-02-25,5.88235
2023-02-26,1.96078
2023-02-27,15.12605
2023-02-28,8.12324
2023-03-01,2.80112
2023-03-02,7.56302
2023-03-03,7.28291
2023-03-04,3.92156
2023-03-05,3.92156
2023-03-06,9.24369
2023-03-07,8.12324
2023-03-08,7.56302
2023-03-09,6.44257
2023-03-10,8.96358
2023-03-11,5.60224
2023-03-12,7.0028
2023-03-13,12.60504
2023-03-14,13.16526
2023-03-15,13.72549
2023-03-16,14.84593
2023-03-17,12.04481
2023-03-18,5.88235
2023-03-19,5.04201
2023-03-20,13.72549
2023-03-21,13.72549
2023-03-22,11.7647
2023-03-23,12.60504
2023-03-24,17.08683
2023-03-25,6.16246
2023-03-26,3.36134
2023-03-27,11.7647
2023-03-28,13.44537
2023-03-29,11.7647
2023-03-30,9.5238
2023-03-31,14.84593
2023-04-01,5.32212
2023-04-02,4.48179
2023-04-03,10.64425
2023-04-04,11.20448
2023-04-05,13.44537
2023-04-06,9.5238
2023-04-07,10.92436
2023-04-08,1.68067
2023-04-09,3.08123
2023-04-10,11.7647
2023-04-11,10.92436
2023-04-12,16.24649
2023-04-13,18.7675
2023-04-14,12.04481
2023-04-15,2.521
2023-04-16,2.80112
2023-04-17,19.32773
2023-04-18,16.80672
2023-04-19,11.7647
2023-04-20,11.7647
2023-04-21,15.40616
2023-04-22,4.48179
2023-04-23,5.88235
2023-04-24,10.92436
2023-04-25,13.16526
2023-04-26,12.32492
2023-04-27,15.40616
2023-04-28,9.5238
2023-04-29,5.60224
2023-04-30,3.08123
2023-05-01,7.84313
2023-05-02,10.92436
2023-05-03,10.92436
2023-05-04,7.0028
2023-05-05,7.28291
2023-05-06,4.20168
2023-05-07,5.60224
2023-05-08,15.40616
2023-05-09,12.32492
2023-05-10,15.40616
2023-05-11,19.04761
2023-05-12,12.60504
2023-05-13,2.24089
2023-05-14,2.80112
2023-05-15,14.28571
2023-05-16,14.0056
2023-05-17,8.96358
2023-05-18,8.40336
2023-05-19,8.68347
2023-05-20,4.20168
2023-05-21,3.92156
2023-05-22,10.64425
2023-05-23,12.32492
2023-05-24,8.12324
2023-05-25,7.56302
2023-05-26,7.0028
2023-05-27,3.08123
2023-05-28,3.36134
2023-05-29,4.7619
2023-05-30,9.80392
2023-05-31,10.08403
2023-06-01,10.92436
